x	y	z	Leading Strand Synthesis
240	277	24	1
237	278	24	1
241	279	24	2
245	284	24	1
246	284	24	1
251	287	24	1
249	289	24	1
244	291	24	1
232	265	25	1
238	270	25	1
233	272	25	1
238	272	25	1
227	273	25	1
235	273	25	1
236	273	25	1
238	273	25	2
230	274	25	1
238	274	25	2
232.5	276.5	25.5	1
233	276	25	1
235	276	25	1
237	276	25	1
248	276	25	1
232	277	25	1
235	277	25	1
236	277	25	1
237	278	25	1
238	279	25	1
241	279	25	1
241	280	25	1
235	281	25	1
240	281	25	1
245	281	25	1
231	282	25	1
232	282	25	1
234	282	25	1
239	282	25	2
230	283	25	1
243	283	25	1
249	283	25	1
233	284	25	1
236	284	25	1
242	284	25	1
243	284	25	1
247	284	25	1
232	285	25	2
234	285	25	2
245	286	25	1
236	288	25	1
250	288	25	1
225	290	25	1
237	290	25	1
250	291	25	2
238	292	25	2
242	292	25	1
239	293	25	1
244	293	25	1
243	294	25	2
244	294	25	1
246	294	25	1
234	295	25	2
241	295	25	1
242	296	25	2
246	296	25	1
239	300	25	1
239	302	25	1
229	264	26	1
230	264	26	2
236	269	26	1
237	269	26	1
238	270	26	1
250	270	26	1
235	271	26	1
240	271	26	1
234	272	26	1
233	275	26	1
235	275	26	1
239	275	26	1
248	275	26	1
207	276	26	1
237	276	26	1
213	277	26	1
232	278	26	1
237	278	26	1
207	279	26	1
240	279	26	1
248	279	26	2
250	279	26	1
230	280	26	1
236	280	26	1
241	280	26	1
249	280	26	1
217	281	26	1
230	281	26	1
231	281	26	1
239	281	26	1
244	281	26	1
246	281	26	1
250	281	26	1
209	282	26	1
215	282	26	1
242	282	26	1
254	282	26	2
233	284	26	1
234	284	26	1
237	284	26	1
242	284	26	1
245	284	26	1
246	284	26	1
244	285	26	1
252	285	26	1
233	286	26	1
240	286	26	1
246	286	26	1
252	286	26	1
254	286	26	1
228	287	26	1
237	287	26	1
248	287	26	1
249	287	26	1
250	287	26	1
253	287	26	2
245	288	26	1
250	288	26	1
253	288	26	1
227	289	26	1
233	289	26	1
250	289	26	2
251	289	26	1
233	290	26	1
239	290	26	1
250	290	26	1
222	291	26	1
229	291	26	4
232	291	26	1
242	291	26	1
244	291	26	1
245	291	26	1
249	291	26	1
226	292	26	1
227	292	26	1
237	292	26	1
240	292	26	1
242	292	26	1
240	293	26	2
247	293	26	1
235	294	26	1
243	294	26	1
234	295	26	2
237	295	26	1
242	295	26	1
243	295	26	1
241	296	26	1
243	296	26	1
244	296	26	1
242	297	26	1
244	297	26	1
236	298	26	1
239	298	26	1
242	298	26	1
240	299	26	1
236	300	26	3
241	300	26	1
227	301	26	1
182	255	27	1
183	258	27	1
183	259	27	2
188	259	27	2
231	259	27	1
181	260	27	1
183	260	27	1
184	260	27	1
226	260	27	1
228	260	27	1
185	261	27	1
239	261	27	1
233	262	27	2
238	262	27	1
179	263	27	1
182	263	27	2
225	263	27	1
232	263	27	1
234	263	27	1
175	264	27	1
186	264	27	1
209	264	27	1
224	264	27	1
231	264	27	1
232	264	27	1
239	264	27	2
240	264	27	1
248	264	27	1
212	265	27	1
221	265	27	1
231	265	27	1
236	265	27	1
180	266	27	1
217	266	27	1
221	266	27	1
227	266	27	1
228	266	27	1
215	267	27	1
249	267	27	1
214	268	27	1
216	268	27	2
227	268	27	2
228	268	27	1
233	268	27	1
234	268	27	1
247	268	27	1
180	269	27	1
201	269	27	1
224	269	27	1
225	269	27	1
237	269	27	1
197	270	27	1
215	270	27	1
218	270	27	1
227	270	27	1
228	270	27	1
233	270	27	1
207	271	27	1
235	271	27	1
237	271	27	2
243	271	27	1
207	272	27	1
208	272	27	1
213	272	27	1
216	272	27	1
228	272	27	1
235	272	27	1
249	272	27	1
250	272	27	1
210	273	27	1
211	273	27	1
215	273	27	1
224	273	27	1
232	273	27	1
248	273	27	1
249	273	27	1
251	273	27	1
204	274	27	1
206	274	27	1
231	274	27	1
235	274	27	1
247	274	27	1
211	275	27	1
240	275	27	3
242	275	27	1
246	275	27	1
247	275	27	1
205	276	27	1
210	276	27	1
213	276	27	1
220	276	27	1
233	276	27	1
234	276	27	1
239	276	27	1
247	276	27	1
220	277	27	1
232	277	27	1
235	277	27	2
237	277	27	1
211	278	27	1
224	278	27	1
229	278	27	1
230	278	27	1
239	278	27	1
240	278	27	1
252	278	27	1
207	279	27	1
210	279	27	1
236	279	27	1
252	279	27	1
204	280	27	1
238	280	27	2
251	280	27	1
209	281	27	1
217	281	27	1
245	281	27	1
251	281	27	1
252	281	27	1
256	281	27	1
213	282	27	1
233	282	27	1
235	282	27	1
246	282	27	2
250	282	27	1
201	283	27	1
207	283	27	1
208	283	27	1
232	283	27	1
239	283	27	1
240	283	27	1
243	283	27	1
249	283	27	1
253	283	27	1
256	283	27	1
209	284	27	1
210	284	27	1
213	284	27	1
235	284	27	1
240	284	27	1
250	284	27	1
257	284	27	2
206	285	27	1
208	285	27	1
237	285	27	1
240	285	27	1
241	285	27	1
249	285	27	1
253	285	27	1
255	285	27	1
208	286	27	1
218	286	27	1
224	286	27	1
232	286	27	1
236	286	27	1
239	286	27	1
241	286	27	1
244	286	27	1
245	286	27	1
247	286	27	2
248	286	27	1
249	286	27	1
252	286	27	1
256	286	27	1
219	287	27	1
221	287	27	1
230	287	27	2
239	287	27	1
246	287	27	2
222	288	27	2
223	288	27	1
233	288	27	1
241	288	27	1
244	288	27	1
251	288	27	1
252	288	27	1
255	288	27	1
227	289	27	1
243	289	27	1
248	289	27	2
251	289	27	1
219	290	27	1
225	290	27	1
228	290	27	1
232	290	27	1
234	290	27	1
236	290	27	1
237	290	27	2
251	290	27	1
228	291	27	1
233	291	27	1
234	291	27	1
237	291	27	1
248	291	27	1
219	292	27	1
224	292	27	1
225	292	27	1
226	292	27	2
254	292	27	1
217	293	27	1
226	293	27	1
227	293	27	2
237	293	27	1
238	293	27	1
240	293	27	1
244	293	27	1
248	293	27	1
249	293	27	1
250	293	27	2
251	293	27	1
254	293	27	1
256	293	27	1
