x	y	z	Processing of Capped Intronless Pre-mRNA
238	269	32	1
239	269	32	1
248	269	32	1
172	270	32	1
174	270	32	2
195	270	32	1
200	270	32	1
201	270	32	1
203	270	32	2
210	270	32	1
211	270	32	2
216	270	32	1
222	270	32	1
232	270	32	1
233	270	32	1
234	270	32	1
241	270	32	1
245	270	32	2
174	271	32	2
180	271	32	1
182	271	32	1
188	271	32	2
207	271	32	1
213	271	32	2
215	271	32	1
216	271	32	1
235	271	32	1
237	271	32	1
244	271	32	1
246	271	32	1
173	272	32	1
177	272	32	1
182	272	32	1
200	272	32	1
212	272	32	2
226	272	32	1
235	272	32	1
238	272	32	1
239	272	32	1
240	272	32	2
243	272	32	1
250	272	32	1
252	272	32	1
174	273	32	1
181	273	32	1
182	273	32	1
186	273	32	1
214	273	32	1
240	273	32	1
242	273	32	1
172	274	32	1
174	274	32	1
181	274	32	1
183	274	32	1
203	274	32	1
204	274	32	1
205	274	32	1
206	274	32	1
207	274	32	1
210	274	32	1
213	274	32	1
234	274	32	1
238	274	32	1
240	274	32	1
241	274	32	2
243	274	32	1
184	275	32	2
186	275	32	1
213	275	32	1
214	275	32	1
216	275	32	2
226	275	32	2
240	275	32	1
247	275	32	1
252	275	32	1
174	276	32	1
175	276	32	1
184	276	32	1
210	276	32	2
234	276	32	1
241	276	32	1
242	276	32	1
175	277	32	1
176	277	32	1
214	277	32	2
215	277	32	1
216	277	32	1
224	277	32	1
238	277	32	1
239	277	32	1
243	277	32	2
249	277	32	1
177	278	32	1
184	278	32	2
224	278	32	1
225	278	32	1
235	278	32	1
237	278	32	1
244	278	32	2
245	278	32	2
175	279	32	1
177	279	32	1
178	279	32	1
205	279	32	1
207	279	32	1
237	279	32	1
239	279	32	1
240	279	32	1
242	279	32	1
243	279	32	1
246	279	32	2
176	280	32	2
180	280	32	1
189	280	32	1
205	280	32	1
208	280	32	1
232	280	32	1
248	280	32	1
251	280	32	1
175	281	32	1
186	281	32	1
217	281	32	1
226	281	32	1
232	281	32	1
239	281	32	1
242	281	32	2
254	281	32	1
174	282	32	1
175	282	32	1
178	282	32	1
187	282	32	1
188	282	32	1
204	282	32	2
218	282	32	1
221	282	32	1
222	282	32	1
224	282	32	1
226	282	32	1
231	282	32	1
241	282	32	2
244	282	32	1
245	282	32	1
246	282	32	1
249	282	32	3
250	282	32	2
254	282	32	1
183	283	32	1
208	283	32	1
238	283	32	1
240	283	32	2
242	283	32	1
245	283	32	1
249	283	32	1
179	284	32	1
181	284	32	1
208	284	32	1
221	284	32	1
225	284	32	1
236	284	32	1
249	284	32	2
251	284	32	1
254	284	32	1
178	285	32	1
179	285	32	1
180	285	32	1
219	285	32	1
223	285	32	1
229	285	32	1
230	285	32	1
232	285	32	1
234	285	32	1
235	285	32	1
237	285	32	1
244	285	32	2
246	285	32	1
250	285	32	1
255	285	32	1
174	286	32	1
175	286	32	1
177	286	32	2
178	286	32	1
207	286	32	1
219	286	32	1
222	286	32	2
223	286	32	1
226	286	32	2
231	286	32	3
243	286	32	1
247	286	32	1
249	286	32	2
254	286	32	1
224	287	32	1
226	287	32	1
227	287	32	3
228	287	32	1
230	287	32	1
233	287	32	1
238	287	32	1
240	287	32	1
241	287	32	1
244	287	32	2
249	287	32	1
255	287	32	2
201	288	32	1
203	288	32	1
221	288	32	1
232	288	32	1
235	288	32	1
237	288	32	2
240	288	32	1
243	288	32	1
245	288	32	1
246	288	32	1
249	288	32	1
230	289	32	1
231	289	32	1
233	289	32	2
235	289	32	1
237	289	32	2
242	289	32	1
243	289	32	1
233	290	32	1
237	290	32	1
239	290	32	1
243	290	32	1
244	290	32	1
246	290	32	2
252	290	32	2
186	291	32	1
223	291	32	2
226	291	32	1
235	291	32	1
238	291	32	2
239	291	32	1
246	291	32	2
254	291	32	1
255	291	32	3
256	291	32	1
221	292	32	2
222	292	32	1
224	292	32	1
225	292	32	1
229	292	32	2
233	292	32	1
234	292	32	1
248	292	32	1
250	292	32	1
257	292	32	1
198	293	32	1
199	293	32	1
200	293	32	3
207	293	32	1
222	293	32	1
224	293	32	1
225	293	32	1
227	293	32	1
230	293	32	1
232	293	32	1
233	293	32	1
237	293	32	1
247	293	32	1
251	293	32	1
199	294	32	1
221	294	32	1
230	294	32	1
233	294	32	1
235	294	32	1
244	294	32	1
247	294	32	1
252	294	32	1
253	294	32	1
256	294	32	1
195	295	32	1
225	295	32	2
229	295	32	2
239	295	32	1
243	295	32	1
251	295	32	1
197	296	32	1
200	296	32	1
202	296	32	1
232	296	32	1
235	296	32	1
241	296	32	1
244	296	32	3
245	296	32	1
252	296	32	1
255	296	32	1
183	297	32	1
199	297	32	2
226	297	32	1
233	297	32	1
234	297	32	1
244	297	32	1
248	297	32	1
250	297	32	2
251	297	32	1
199	298	32	1
202	298	32	2
220	298	32	2
228	298	32	1
236	298	32	2
244	298	32	1
248	298	32	1
249	298	32	1
252	298	32	1
253	298	32	1
236	299	32	1
237	299	32	1
240	299	32	1
185	300	32	1
227	300	32	1
232	300	32	1
237	300	32	1
240	300	32	1
244	300	32	1
210	301	32	1
221	301	32	1
236	301	32	1
243	301	32	1
246	301	32	1
224	302	32	2
229	302	32	1
238	302	32	2
245	302	32	1
226	303	32	1
234	303	32	1
220	304	32	2
230	304	32	1
233	304	32	1
234	304	32	1
236	304	32	2
222	305	32	1
242	305	32	1
235	306	32	1
237	306	32	1
206	307	32	1
222	307	32	1
237	307	32	1
220	308	32	1
227	308	32	1
236	308	32	1
226	309	32	1
235	309	32	2
225	310	32	1
229	310	32	1
234	311	32	1
227	252	33	1
217	253	33	1
218	253	33	4
221	253	33	1
229	253	33	2
237	253	33	1
217	254	33	1
220	254	33	1
223	254	33	1
230	254	33	1
236	254	33	1
240	254	33	1
218	255	33	2
219	255	33	1
224	255	33	1
226	255	33	3
237	255	33	1
221	256	33	2
225	256	33	1
227	256	33	1
228	256	33	1
230	256	33	1
238	256	33	1
240	256	33	2
224	257	33	1
235	257	33	1
218	258	33	1
231	258	33	1
233	258	33	1
235	258	33	1
242	258	33	1
243	258	33	1
189	259	33	1
218	259	33	1
227	259	33	1
229	259	33	1
233	259	33	2
235	259	33	1
242	259	33	2
244	259	33	1
192	260	33	1
217	260	33	1
220	260	33	1
224	260	33	1
230	260	33	1
233	260	33	1
236	260	33	1
237	260	33	1
238	260	33	1
240	260	33	1
182	261	33	1
188	261	33	1
208	261	33	1
218	261	33	1
225	261	33	1
228	261	33	1
229	261	33	1
234	261	33	1
235	261	33	1
245	261	33	1
196	262	33	1
210	262	33	1
214	262	33	1
223	262	33	2
236	262	33	2
238	262	33	1
245	262	33	1
246	262	33	1
249	262	33	1
183	263	33	1
185	263	33	2
188	263	33	1
189	263	33	1
190	263	33	2
191	263	33	2
194	263	33	1
198	263	33	1
199	263	33	2
211	263	33	1
213	263	33	2
222	263	33	1
228	263	33	1
233	263	33	1
238	263	33	1
240	263	33	1
243	263	33	1
190	264	33	1
191	264	33	1
194	264	33	1
209	264	33	1
210	264	33	1
218	264	33	1
220	264	33	1
225	264	33	1
226	264	33	2
228	264	33	1
238	264	33	1
239	264	33	1
248	264	33	1
194	265	33	1
207	265	33	1
208	265	33	1
210	265	33	1
212	265	33	1
213	265	33	1
220	265	33	1
225	265	33	1
229	265	33	1
233	265	33	1
235	265	33	1
237	265	33	1
244	265	33	1
247	265	33	1
248	265	33	2
192	266	33	1
193	266	33	2
194	266	33	1
195	266	33	1
197	266	33	1
222	266	33	1
224	266	33	1
240	266	33	1
246	266	33	2
247	266	33	1
249	266	33	1
250	266	33	1
182	267	33	1
184	267	33	2
194	267	33	1
209	267	33	1
210	267	33	1
216	267	33	1
219	267	33	1
221	267	33	2
223	267	33	1
228	267	33	2
235	267	33	1
241	267	33	1
242	267	33	1
246	267	33	2
252	267	33	1
188	268	33	1
195	268	33	1
207	268	33	1
208	268	33	1
210	268	33	1
241	268	33	1
249	268	33	1
188	269	33	1
192	269	33	1
194	269	33	1
201	269	33	1
204	269	33	1
211	269	33	2
215	269	33	1
233	269	33	1
245	269	33	1
246	269	33	1
251	269	33	2
178	270	33	1
179	270	33	1
183	270	33	1
186	270	33	1
209	270	33	1
214	270	33	1
244	270	33	1
249	270	33	1
251	270	33	1
177	271	33	2
178	271	33	1
192	271	33	1
204	271	33	1
206	271	33	1
210	271	33	2
216	271	33	1
217	271	33	1
225	271	33	1
241	271	33	2
243	271	33	1
247	271	33	1
248	271	33	2
178	272	33	1
180	272	33	1
182	272	33	1
187	272	33	1
189	272	33	1
204	272	33	1
205	272	33	2
208	272	33	1
210	272	33	1
213	272	33	2
231	272	33	1
238	272	33	1
240	272	33	1
241	272	33	2
245	272	33	3
246	272	33	1
249	272	33	1
250	272	33	1
254	272	33	2
174	273	33	1
183	273	33	1
186	273	33	1
201	273	33	1
213	273	33	2
214	273	33	1
215	273	33	1
216	273	33	2
238	273	33	2
239	273	33	1
247	273	33	1
185	274	33	1
204	274	33	2
209	274	33	1
211	274	33	1
214	274	33	1
236	274	33	1
240	274	33	1
242	274	33	2
244	274	33	1
186	275	33	1
206	275	33	2
207	275	33	1
210	275	33	1
211	275	33	2
214	275	33	2
217	275	33	1
227	275	33	1
237	275	33	1
243	275	33	1
177	276	33	1
190	276	33	1
205	276	33	1
206	276	33	1
214	276	33	1
232	276	33	1
235	276	33	1
239	276	33	3
242	276	33	1
244	276	33	2
176	277	33	2
178	277	33	1
205	277	33	2
207	277	33	2
215	277	33	1
243	277	33	1
244	277	33	1
245	277	33	2
209	278	33	1
235	278	33	1
240	278	33	2
243	278	33	1
168	279	33	2
175	279	33	1
181	279	33	1
220	279	33	1
234	279	33	2
243	279	33	1
175	280	33	1
177	280	33	1
180	280	33	1
206	280	33	1
208	280	33	1
211	280	33	1
217	280	33	1
225	280	33	1
229	280	33	1
237	280	33	1
241	280	33	2
242	280	33	1
249	280	33	1
250	280	33	1
173	281	33	1
178	281	33	1
179	281	33	1
204	281	33	2
206	281	33	1
209	281	33	1
217	281	33	1
225	281	33	1
230	281	33	1
234	281	33	1
239	281	33	1
241	281	33	1
247	281	33	2
177	282	33	1
214	282	33	1
230	282	33	1
231	282	33	1
232	282	33	2
233	282	33	1
234	282	33	1
237	282	33	1
244	282	33	1
248	282	33	1
252	282	33	1
174	283	33	1
183	283	33	1
212	283	33	1
215	283	33	1
220	283	33	1
221	283	33	1
225	283	33	1
227	283	33	2
237	283	33	2
239	283	33	3
243	283	33	1
249	283	33	1
253	283	33	1
176	284	33	1
187	284	33	2
206	284	33	1
208	284	33	1
233	284	33	1
242	284	33	1
243	284	33	1
176	285	33	1
220	285	33	1
228	285	33	1
237.5	285.5	33.5	1
241	285	33	1
242	285	33	1
243	285	33	1
248	285	33	2
203	286	33	2
206	286	33	1
211	286	33	2
225	286	33	2
228	286	33	1
241.5	286.5	33.5	1
242	286	33	1
243	286	33	1
185	287	33	1
198	287	33	1
222	287	33	2
225	287	33	2
226	287	33	1
229	287	33	1
233	287	33	1
234	287	33	1
246	287	33	1
187	288	33	1
231	288	33	1
233	288	33	1
234	288	33	1
239	288	33	1
245	288	33	2
247	288	33	1
248	288	33	2
184	289	33	2
200	289	33	1
201	289	33	1
202	289	33	1
224	289	33	1
230	289	33	2
232	289	33	1
234	289	33	2
250	289	33	2
200	290	33	1
223	290	33	1
232	290	33	1
246	290	33	1
248	290	33	1
186	291	33	1
199	291	33	1
200	291	33	1
229	291	33	1
231	291	33	1
232	291	33	1
234	291	33	1
238	291	33	2
242	291	33	1
244	291	33	2
257	291	33	2
202	292	33	1
221	292	33	2
228	292	33	2
232	292	33	1
245	292	33	1
246	292	33	1
248	292	33	1
249	292	33	1
256	292	33	1
220	293	33	2
225	293	33	1
228	293	33	1
230	293	33	2
231	293	33	1
234	293	33	1
239	293	33	1
243	293	33	1
247	293	33	1
252	293	33	1
254	293	33	1
199	294	33	1
223	294	33	1
229	294	33	1
235	294	33	1
251	294	33	2
252	294	33	1
256	294	33	1
201	295	33	1
232	295	33	1
243	295	33	2
248	295	33	1
250	295	33	1
253	295	33	2
179	296	33	2
195	296	33	1
199	296	33	1
201	296	33	2
226	296	33	1
228	296	33	1
231	296	33	1
241	296	33	1
242	296	33	1
255	296	33	2
202	297	33	1
223	297	33	2
225	297	33	1
234	297	33	1
245	297	33	1
198	298	33	1
223	298	33	1
238	298	33	1
244	298	33	1
245	298	33	1
197	299	33	1
229	299	33	2
234	299	33	2
236	299	33	1
243	299	33	1
225	300	33	1
228	300	33	1
230	300	33	1
240	300	33	1
246	300	33	1
227	301	33	1
228	301	33	1
229	301	33	1
234	301	33	1
237	301	33	1
241	301	33	1
242	301	33	1
243	301	33	1
246	301	33	1
249	301	33	1
209	302	33	1
211	302	33	1
225	302	33	1
226	302	33	1
231	302	33	1
232	302	33	1
233	302	33	1
243	302	33	1
244	302	33	1
229	303	33	1
233	303	33	1
242	303	33	2
229	304	33	1
230	304	33	1
231	304	33	1
232	304	33	1
207	305	33	1
227	305	33	1
234	305	33	1
231	306	33	1
232	306	33	2
242	306	33	1
201	307	33	1
233	307	33	2
241	307	33	1
220	308	33	1
222	308	33	2
224	308	33	1
229	308	33	1
233	308	33	1
221	309	33	1
222	309	33	1
229	309	33	1
233	309	33	1
237	309	33	1
225	310	33	1
227	310	33	1
238	310	33	1
239	310	33	1
227	311	33	1
232	311	33	2
234	311	33	1
235	311	33	1
232	312	33	1
237	313	33	1
232	314	33	1
230	315	33	1
230	318	33	1
226	250	34	1
229	250	34	1
225	252	34	1
226	252	34	1
227	252	34	1
228	252	34	1
217	254	34	1
226	254	34	1
239	254	34	1
218	255	34	3
225	255	34	1
242	255	34	1
216	256	34	1
219	256	34	1
225	256	34	1
227	256	34	1
232	256	34	1
210	257	34	1
218	257	34	1
225	257	34	1
227	257	34	1
243	257	34	2
217	258	34	1
219	258	34	1
221	258	34	1
222	258	34	2
225	258	34	1
233	258	34	1
235	258	34	1
240	258	34	1
244	258	34	1
209	259	34	1
211	259	34	2
222	259	34	1
223	259	34	1
226	259	34	1
230	259	34	3
235	259	34	1
237	259	34	1
244	259	34	2
211	260	34	1
219	260	34	1
235	260	34	2
238	260	34	1
240	260	34	1
244	260	34	1
190	261	34	1
195	261	34	2
208	261	34	1
211	261	34	1
214	261	34	2
217	261	34	1
225	261	34	1
240	261	34	3
242	261	34	1
246	261	34	1
189	262	34	1
211	262	34	1
214	262	34	1
217	262	34	1
226	262	34	1
228	262	34	1
230	262	34	1
238	262	34	1
241	262	34	1
247	262	34	1
185	263	34	1
189	263	34	1
192	263	34	1
204	263	34	1
214	263	34	1
217	263	34	1
224	263	34	1
225	263	34	2
232	263	34	1
239	263	34	2
240	263	34	1
241	263	34	1
244	263	34	1
248	263	34	1
250	263	34	1
186	264	34	1
191	264	34	1
192	264	34	1
202	264	34	1
203	264	34	1
205	264	34	2
206	264	34	2
221	264	34	1
224	264	34	1
227	264	34	3
229	264	34	1
237	264	34	2
190	265	34	1
192	265	34	1
213	265	34	1
230	265	34	1
234	265	34	1
243	265	34	1
245	265	34	1
251	265	34	1
175	266	34	1
196	266	34	2
209	266	34	1
210	266	34	2
220	266	34	1
221	266	34	1
227	266	34	1
242	266	34	1
243	266	34	1
246	266	34	1
186	267	34	1
191	267	34	2
194	267	34	1
210	267	34	1
211	267	34	1
215	267	34	2
230	267	34	1
247	267	34	1
249	267	34	1
217	268	34	1
218	268	34	1
246	268	34	1
250	268	34	1
251	268	34	1
185	269	34	1
187	269	34	1
188	269	34	1
189	269	34	1
192	269	34	1
196	269	34	1
197	269	34	1
204	269	34	1
217	269	34	1
220	269	34	1
231	269	34	1
232	269	34	1
235	269	34	1
243	269	34	1
245	269	34	1
186	270	34	1
187	270	34	1
194	270	34	1
197	270	34	1
216	270	34	1
217	270	34	1
228	270	34	1
242	270	34	2
244	270	34	1
246	270	34	1
175	271	34	1
178	271	34	1
182	271	34	1
201	271	34	1
206	271	34	1
209	271	34	1
216	271	34	1
221	271	34	1
231	271	34	1
234	271	34	2
237	271	34	1
246	271	34	1
248	271	34	1
250	271	34	1
175	272	34	2
179	272	34	1
183	272	34	1
184	272	34	1
186	272	34	2
198	272	34	1
214	272	34	1
216	272	34	1
226	272	34	1
229	272	34	1
230	272	34	1
237	272	34	1
240	272	34	1
249	272	34	1
181	273	34	2
182	273	34	1
186	273	34	1
208	273	34	1
214	273	34	1
231	273	34	1
236	273	34	1
243	273	34	1
170	274	34	1
180	274	34	1
186	274	34	1
209	274	34	1
213	274	34	1
216	274	34	1
234	274	34	1
235	274	34	2
239	274	34	1
240	274	34	1
246	274	34	1
176	275	34	2
203	275	34	1
207	275	34	2
217	275	34	2
219	275	34	1
237	275	34	1
245	275	34	2
203	276	34	1
207	276	34	1
208	276	34	1
210	276	34	1
211	276	34	1
214	276	34	1
232	276	34	1
233	276	34	1
239	276	34	1
241	276	34	1
243	276	34	1
245	276	34	1
175	277	34	1
189	277	34	1
204	277	34	1
206	277	34	1
212	277	34	1
213	277	34	1
215	277	34	1
235	277	34	1
236	277	34	2
237	277	34	1
238	277	34	2
176	278	34	1
178	278	34	1
190	278	34	2
202	278	34	1
205	278	34	1
209	278	34	1
214	278	34	1
226	278	34	1
232	278	34	1
236	278	34	1
239	278	34	1
243	278	34	2
174	279	34	2
176	279	34	1
181	279	34	1
192	279	34	1
203	279	34	1
208	279	34	2
209	279	34	1
215	279	34	1
217	279	34	1
227	279	34	1
231	279	34	1
236	279	34	1
244	279	34	1
245	279	34	1
247	279	34	1
248	279	34	2
205	280	34	1
208	280	34	1
209	280	34	2
210	280	34	2
233	280	34	1
234	280	34	1
235	280	34	1
236	280	34	1
238	280	34	1
239	280	34	1
247	280	34	1
175	281	34	1
177	281	34	1
208	281	34	1
222	281	34	2
241	281	34	1
245	281	34	1
190	282	34	2
208	282	34	1
209	282	34	2
224	282	34	1
226	282	34	1
229	282	34	2
233	282	34	2
235	282	34	1
240	282	34	1
249	282	34	1
181	283	34	1
187	283	34	1
224	283	34	1
227	283	34	1
238	283	34	1
243	283	34	1
250	283	34	1
203	284	34	1
205	284	34	1
208	284	34	1
209	284	34	1
211	284	34	1
219	284	34	2
233	284	34	1
235	284	34	1
237	284	34	1
245	284	34	1
248	284	34	1
177	285	34	1
185	285	34	1
204	285	34	2
205	285	34	1
210	285	34	1
220	285	34	1
221	285	34	1
222	285	34	1
231	285	34	1
232	285	34	1
245	285	34	2
177	286	34	1
186	286	34	1
188	286	34	2
202	286	34	1
203	286	34	1
209	286	34	2
223	286	34	1
227	286	34	1
229	286	34	1
240	286	34	1
243	286	34	1
247	286	34	1
254	286	34	1
221	287	34	1
222	287	34	1
225	287	34	1
227	287	34	1
230	287	34	1
236	287	34	1
239	287	34	1
241	287	34	1
243	287	34	1
245	287	34	1
251	287	34	1
202	288	34	2
203	288	34	1
226	288	34	1
227	288	34	1
230	288	34	1
231	288	34	1
246	288	34	2
249	288	34	1
253	288	34	1
175	289	34	1
186	289	34	1
198	289	34	1
200	289	34	1
235	289	34	1
238	289	34	1
242	289	34	1
248	289	34	1
176	290	34	2
185	290	34	1
198	290	34	1
204	290	34	1
222	290	34	2
223	290	34	3
224	290	34	1
230	290	34	1
232	290	34	1
235	290	34	2
240	290	34	1
243	290	34	1
246	290	34	1
247	290	34	1
253	290	34	1
182	291	34	1
186	291	34	1
200	291	34	2
202	291	34	1
222	291	34	1
223	291	34	1
237	291	34	1
248	291	34	1
250	291	34	1
255	291	34	1
198	292	34	1
201	292	34	1
203	292	34	1
236	292	34	2
237	292	34	1
188	293	34	1
201	293	34	1
202	293	34	1
204	293	34	1
222	293	34	1
224	293	34	1
225	293	34	2
229	293	34	1
230	293	34	2
231	293	34	2
232	293	34	1
241	293	34	1
248	293	34	1
251	293	34	1
177	294	34	1
183	294	34	1
195	294	34	1
199	294	34	1
201	294	34	1
206	294	34	1
225	294	34	1
226	294	34	1
229	294	34	1
235	294	34	1
236	294	34	1
196	295	34	1
202	295	34	2
224	295	34	1
225	295	34	1
232	295	34	2
238	295	34	1
239	295	34	2
240	295	34	2
244	295	34	1
183	296	34	1
194	296	34	1
196	296	34	1
200	296	34	1
217	296	34	2
223	296	34	1
234	296	34	1
237	296	34	1
243	296	34	1
200	297	34	1
202	297	34	1
231	297	34	2
232	297	34	1
244	297	34	1
220	298	34	1
223	298	34	1
224	298	34	1
228	298	34	2
234	298	34	1
236	298	34	1
242	298	34	1
246	298	34	1
180	299	34	1
195	299	34	1
227	299	34	1
245	299	34	1
247	299	34	1
224	300	34	1
225	300	34	1
228	300	34	1
237	300	34	1
238	300	34	1
231	301	34	1
232	301	34	1
233	301	34	1
241	301	34	1
246	301	34	1
223	302	34	2
230	302	34	1
232	302	34	1
239	302	34	1
225	303	34	1
236	303	34	1
241	303	34	2
226	304	34	1
233	304	34	2
237	304	34	2
241	304	34	1
243	304	34	1
223	305	34	3
228	305	34	2
235	305	34	1
236	305	34	1
198	306	34	1
223	306	34	2
224	306	34	2
228	306	34	1
232	306	34	1
234	306	34	1
236	306	34	1
238	306	34	1
241	306	34	1
201	307	34	2
224	307	34	1
226	307	34	2
237	307	34	1
240	307	34	1
241	307	34	1
243	307	34	1
237	308	34	1
222	309	34	1
225	309	34	1
227	309	34	2
228	309	34	2
232	309	34	1
226	310	34	1
231	310	34	1
236	310	34	1
238	310	34	1
241	310	34	1
228	311	34	2
231	311	34	1
233	311	34	1
226	312	34	1
228	312	34	1
229	312	34	1
235	312	34	1
221	313	34	1
229	314	34	1
232	314	34	1
234	314	34	1
228	315	34	1
229	315	34	1
231	315	34	1
233	315	34	1
228	316	34	2
233	316	34	1
211	318	34	1
237	318	34	1
229	250	35	1
228	251	35	1
223	252	35	1
219	253	35	1
224	253	35	1
229	253	35	1
232	253	35	1
219	254	35	1
221	254	35	1
225	254	35	1
227	254	35	1
240	254	35	1
223	255	35	1
226	255	35	1
230	255	35	2
215	256	35	1
225	256	35	1
229	256	35	1
240	256	35	1
191	257	35	1
227	257	35	1
241	257	35	1
203	258	35	1
216	258	35	1
222	258	35	1
223	258	35	2
229	258	35	1
230	258	35	1
237	258	35	2
239	258	35	1
242	258	35	1
201	259	35	1
225	259	35	1
226.5	259.5	35.5	2
227	259	35	1
230	259	35	1
238	259	35	1
239	259	35	1
240	259	35	2
244	259	35	1
190	260	35	2
210	260	35	1
214	260	35	1
215	260	35	1
216	260	35	1
221	260	35	1
222	260	35	1
225	260	35	1
227	260	35	1
228	260	35	1
236	260	35	1
240	260	35	1
188	261	35	2
189	261	35	2
193	261	35	1
210	261	35	2
211	261	35	1
213	261	35	1
217	261	35	1
218	261	35	2
219	261	35	1
220	261	35	1
222	261	35	4
223	261	35	1
233	261	35	1
234	261	35	1
236	261	35	1
240	261	35	1
242	261	35	1
244	261	35	1
245	261	35	2
190	262	35	2
210	262	35	1
222	262	35	1
230	262	35	2
231	262	35	2
239	262	35	1
190	263	35	1
191	263	35	2
196	263	35	1
211	263	35	1
212	263	35	1
214	263	35	1
217	263	35	1
228	263	35	1
230	263	35	1
231	263	35	1
235	263	35	2
236	263	35	1
238	263	35	2
240	263	35	1
243	263	35	1
250	263	35	1
211	264	35	1
213	264	35	2
216	264	35	1
219	264	35	1
220	264	35	1
221	264	35	1
225	264	35	1
226	264	35	1
228	264	35	2
230	264	35	1
232	264	35	1
237	264	35	1
238	264	35	1
242	264	35	2
250	264	35	1
178	265	35	1
184	265	35	1
187	265	35	1
189	265	35	1
190	265	35	1
195	265	35	1
196	265	35	1
204	265	35	1
212	265	35	1
216	265	35	1
225	265	35	1
241	265	35	2
242	265	35	1
183	266	35	3
186	266	35	1
188	266	35	1
190	266	35	1
194	266	35	2
196	266	35	1
208	266	35	1
209	266	35	1
221	266	35	1
223	266	35	1
228	266	35	1
234	266	35	1
236	266	35	2
238	266	35	1
243	266	35	2
247	266	35	1
251	266	35	1
184	267	35	2
186	267	35	1
187	267	35	1
189	267	35	1
191	267	35	1
195	267	35	1
196	267	35	1
205	267	35	1
210	267	35	1
212	267	35	1
215	267	35	2
222	267	35	2
225	267	35	1
228	267	35	1
229	267	35	1
231	267	35	1
232	267	35	2
235	267	35	1
245	267	35	2
177	268	35	2
185	268	35	1
195	268	35	1
196	268	35	1
213	268	35	1
215	268	35	1
219	268	35	1
220	268	35	1
223	268	35	1
229	268	35	1
172	269	35	1
180	269	35	1
181	269	35	1
184	269	35	1
193	269	35	1
194	269	35	1
196	269	35	1
197	269	35	1
220	269	35	1
232	269	35	1
234	269	35	1
235	269	35	2
240	269	35	1
250	269	35	1
172	270	35	1
181	270	35	2
185	270	35	1
186	270	35	1
190	270	35	2
191	270	35	1
193	270	35	1
194	270	35	1
196	270	35	1
198	270	35	2
202	270	35	1
207	270	35	1
210	270	35	1
211	270	35	1
214	270	35	1
216	270	35	2
233	270	35	1
239	270	35	1
250	270	35	1
176	271	35	1
179	271	35	3
180	271	35	2
181	271	35	1
185	271	35	1
188	271	35	1
189	271	35	1
193	271	35	1
194	271	35	1
198	271	35	1
199	271	35	2
206	271	35	1
217	271	35	1
219	271	35	1
235	271	35	1
248	271	35	1
173	272	35	2
174	272	35	2
180	272	35	2
183	272	35	1
184	272	35	1
185	272	35	1
201	272	35	1
203	272	35	2
207	272	35	1
213	272	35	2
231	272	35	1
238	272	35	1
240	272	35	1
241	272	35	1
176	273	35	1
183	273	35	1
217	273	35	4
230	273	35	2
234	273	35	1
235	273	35	1
238	273	35	1
178	274	35	1
181	274	35	1
182	274	35	1
186	274	35	1
187	274	35	2
202	274	35	1
203	274	35	1
213	274	35	1
224	274	35	1
225	274	35	1
232	274	35	1
238	274	35	2
245	274	35	1
184	275	35	1
189	275	35	1
205	275	35	1
219	275	35	2
238	275	35	1
239	275	35	3
240	275	35	2
242	275	35	1
243	275	35	1
175	276	35	1
203	276	35	2
212	276	35	1
217	276	35	1
218	276	35	1
219	276	35	1
233	276	35	1
239	276	35	1
242	276	35	2
178	277	35	1
183	277	35	2
206	277	35	1
224	277	35	2
230	277	35	1
234	277	35	1
236	277	35	2
248	277	35	2
171	278	35	1
176	278	35	1
187	278	35	1
188	278	35	1
223	278	35	1
227	278	35	1
231	278	35	1
194	279	35	2
207	279	35	1
209	279	35	1
210	279	35	2
212	279	35	1
217	279	35	2
233	279	35	1
235	279	35	2
237	279	35	1
241	279	35	1
177	280	35	1
189	280	35	2
190	280	35	1
191	280	35	1
199	280	35	1
205	280	35	1
207	280	35	2
212	280	35	1
215	280	35	1
217	280	35	1
219	280	35	1
221	280	35	3
223	280	35	1
173	281	35	1
179	281	35	2
191	281	35	1
213	281	35	1
221	281	35	2
222	281	35	1
223	281	35	1
226	281	35	2
228	281	35	1
232	281	35	1
234	281	35	1
189	282	35	1
190	282	35	1
202	282	35	1
209	282	35	1
219	282	35	1
220	282	35	1
227	282	35	1
231	282	35	1
232	282	35	1
233	282	35	1
183	283	35	1
188	283	35	1
203	283	35	1
208	283	35	1
210	283	35	1
214	283	35	1
216	283	35	1
220	283	35	1
222	283	35	2
226	283	35	1
227	283	35	3
238	283	35	1
247	283	35	2
177	284	35	1
181	284	35	2
188	284	35	1
200	284	35	1
212	284	35	2
221	284	35	1
222	284	35	1
224	284	35	1
232	284	35	1
234	284	35	1
236	284	35	1
237	284	35	2
238	284	35	1
241	284	35	2
242	284	35	2
178	285	35	1
180	285	35	1
182	285	35	1
187	285	35	1
222	285	35	2
225	285	35	1
231	285	35	3
241	285	35	1
175	286	35	2
181	286	35	1
204	286	35	1
219	286	35	1
225	286	35	1
229	286	35	1
234	286	35	1
236	286	35	1
248	286	35	2
174	287	35	1
182	287	35	3
185	287	35	1
187	287	35	1
188	287	35	1
189	287	35	1
190	287	35	1
198	287	35	1
199	287	35	2
221	287	35	1
229	287	35	1
233	287	35	1
236	287	35	1
247	287	35	1
176	288	35	1
