x	y	z	Integration of energy metabolism
239	264	27	1
248	264	27	2
181	265	27	2
189	265	27	1
221	265	27	1
225	265	27	1
226	265	27	3
230	265	27	1
233	265	27	1
235	265	27	1
236	265	27	2
179	266	27	1
201	266	27	1
215	266	27	1
216	266	27	1
219	266	27	1
221	266	27	1
224	266	27	2
227	266	27	1
228	266	27	1
229	266	27	3
232	266	27	1
235	266	27	1
237	266	27	3
239	266	27	1
215	267	27	1
217	267	27	1
226	267	27	3
228	267	27	4
231	267	27	1
232	267	27	2
233	267	27	1
235	267	27	1
241	267	27	1
249	267	27	1
180	268	27	1
197	268	27	3
213	268	27	3
214	268	27	2
216	268	27	2
217	268	27	1
219	268	27	1
222	268	27	2
223	268	27	1
225	268	27	1
228	268	27	2
230	268	27	1
231	268	27	2
232	268	27	1
235	268	27	1
236	268	27	1
237	268	27	2
240	268	27	1
241	268	27	1
243	268	27	2
247	268	27	2
248	268	27	2
177	269	27	1
178	269	27	2
179	269	27	1
201	269	27	1
211	269	27	2
218	269	27	1
225	269	27	2
229	269	27	2
233	269	27	1
235	269	27	1
236	269	27	1
237	269	27	2
238	269	27	1
239	269	27	1
240	269	27	1
241	269	27	1
179	270	27	1
192	270	27	1
197	270	27	1
207	270	27	1
215	270	27	2
217	270	27	1
231	270	27	1
232	270	27	1
233	270	27	1
236	270	27	1
238	270	27	1
239	270	27	1
242	270	27	2
243	270	27	1
244	270	27	1
248	270	27	1
178	271	27	2
206	271	27	2
208	271	27	1
209	271	27	1
211	271	27	1
216	271	27	1
217	271	27	1
222	271	27	1
228	271	27	1
230	271	27	1
232	271	27	2
233	271	27	2
236	271	27	1
239	271	27	1
240	271	27	4
242	271	27	1
243	271	27	2
247	271	27	2
249	271	27	1
250	271	27	2
176	272	27	2
181	272	27	1
203	272	27	1
204	272	27	1
206	272	27	1
208	272	27	2
213	272	27	2
215	272	27	2
216	272	27	2
217	272	27	2
225	272	27	1
227	272	27	1
228	272	27	2
230	272	27	1
231	272	27	2
237	272	27	1
240	272	27	3
241	272	27	1
249	272	27	1
211	273	27	1
214	273	27	2
217	273	27	2
220	273	27	1
224	273	27	1
229	273	27	1
237	273	27	3
238	273	27	2
241	273	27	1
246	273	27	2
248	273	27	3
249	273	27	1
251	273	27	1
177	274	27	2
178	274	27	1
208	274	27	1
211	274	27	1
212	274	27	1
214	274	27	1
221	274	27	1
224	274	27	1
226	274	27	2
229	274	27	1
230	274	27	2
232	274	27	1
235	274	27	1
237	274	27	2
238	274	27	3
241	274	27	1
247	274	27	1
252	274	27	1
254	274	27	2
182	275	27	1
206	275	27	2
214	275	27	3
216	275	27	1
217	275	27	1
218	275	27	1
220	275	27	2
222	275	27	1
230	275	27	1
233	275	27	1
236	275	27	1
237	275	27	2
238	275	27	2
239	275	27	1
240	275	27	2
245	275	27	3
252	275	27	2
177	276	27	2
208	276	27	1
210	276	27	2
211	276	27	1
215	276	27	2
219	276	27	1
220	276	27	1
227	276	27	1
230	276	27	1
233	276	27	3
234	276	27	1
238	276	27	1
244	276	27	1
247	276	27	2
252	276	27	2
205	277	27	1
207	277	27	2
210	277	27	1
213	277	27	2
215	277	27	1
219	277	27	2
220	277	27	1
231	277	27	1
232	277	27	1
233	277	27	1
237	277	27	2
238	277	27	1
239	277	27	2
244	277	27	2
249	277	27	3
204	278	27	2
206	278	27	2
208	278	27	1
209	278	27	1
211	278	27	1
214	278	27	1
219	278	27	1
220	278	27	1
224	278	27	1
225	278	27	2
229	278	27	2
230	278	27	1
231	278	27	1
232	278	27	2
233	278	27	1
234	278	27	2
238	278	27	1
240	278	27	1
246	278	27	1
248	278	27	1
249	278	27	2
250	278	27	2
208	279	27	2
220	279	27	1
230	279	27	2
232	279	27	1
234	279	27	2
235	279	27	1
236	279	27	1
237	279	27	1
241	279	27	1
242	279	27	1
243	279	27	1
247	279	27	2
252	279	27	1
204	280	27	2
206	280	27	1
208	280	27	1
210	280	27	1
214	280	27	2
233	280	27	2
234	280	27	2
236	280	27	2
238	280	27	2
239	280	27	1
245	280	27	4
247	280	27	1
249	280	27	1
251	280	27	1
252	280	27	3
256	280	27	2
207	281	27	1
210	281	27	1
215	281	27	1
228	281	27	2
231	281	27	2
235	281	27	1
236	281	27	2
238	281	27	1
239	281	27	1
240	281	27	1
241	281	27	1
243	281	27	2
246	281	27	1
248	281	27	2
252	281	27	1
254	281	27	2
257	281	27	1
206	282	27	3
209	282	27	2
210	282	27	1
213	282	27	2
214	282	27	3
217	282	27	1
227	282	27	2
229	282	27	1
231	282	27	2
235	282	27	2
236	282	27	1
238	282	27	2
239	282	27	1
240	282	27	2
242	282	27	2
246	282	27	1
248	282	27	1
252	282	27	2
254	282	27	1
206	283	27	1
209	283	27	1
210	283	27	1
215	283	27	1
227	283	27	1
234	283	27	1
235	283	27	1
238	283	27	1
239	283	27	2
245	283	27	1
249	283	27	1
251	283	27	2
254	283	27	3
205	284	27	1
207	284	27	3
215	284	27	1
230	284	27	1
232	284	27	2
237	284	27	1
238	284	27	2
240	284	27	1
250	284	27	1
251	284	27	1
253	284	27	3
254	284	27	3
199	285	27	1
200	285	27	1
204	285	27	1
208	285	27	1
209	285	27	1
213	285	27	1
215	285	27	2
223	285	27	1
224	285	27	1
228	285	27	1
233	285	27	2
234	285	27	1
235	285	27	1
236	285	27	1
237	285	27	2
238	285	27	1
239	285	27	1
240	285	27	1
241	285	27	2
249	285	27	2
253	285	27	1
254	285	27	1
255	285	27	2
204	286	27	3
207	286	27	1
208	286	27	1
209	286	27	1
211	286	27	1
212	286	27	2
216	286	27	3
218	286	27	2
219	286	27	1
222	286	27	3
232	286	27	1
235	286	27	2
241	286	27	3
244	286	27	1
248	286	27	2
254	286	27	1
256	286	27	1
258	286	27	2
207	287	27	2
210	287	27	1
214	287	27	1
219	287	27	1
221	287	27	1
231	287	27	1
233	287	27	1
234	287	27	2
236	287	27	1
238	287	27	2
241	287	27	2
243	287	27	2
246	287	27	1
247	287	27	1
248	287	27	1
251	287	27	1
252	287	27	1
253	287	27	1
256	287	27	1
204	288	27	1
207	288	27	1
211	288	27	2
214	288	27	1
224	288	27	2
226	288	27	1
229	288	27	2
233	288	27	1
234	288	27	2
235	288	27	2
237	288	27	2
240	288	27	1
244	288	27	1
247	288	27	1
249	288	27	1
253	288	27	1
210	289	27	1
222	289	27	1
226	289	27	1
230	289	27	2
234	289	27	1
237	289	27	2
238	289	27	1
242	289	27	3
246	289	27	2
248	289	27	2
249	289	27	1
251	289	27	1
252	289	27	1
254	289	27	2
214	290	27	1
221	290	27	3
226	290	27	1
230	290	27	1
231	290	27	3
232	290	27	1
234	290	27	3
235	290	27	1
243	290	27	1
249	290	27	1
250	290	27	1
251	290	27	2
252	290	27	2
253	290	27	1
213	291	27	1
221	291	27	1
222	291	27	1
225	291	27	2
227	291	27	1
228	291	27	1
234	291	27	1
237	291	27	2
242	291	27	1
248	291	27	1
250	291	27	3
252	291	27	1
213	292	27	1
219	292	27	1
221	292	27	2
223	292	27	1
224	292	27	1
227	292	27	2
235	292	27	1
237	292	27	2
238	292	27	1
239	292	27	3
244	292	27	1
248	292	27	2
249	292	27	1
250	292	27	4
251	292	27	1
252	292	27	3
254	292	27	1
210	293	27	1
217	293	27	3
218	293	27	1
222	293	27	1
224	293	27	1
226	293	27	1
227	293	27	1
234	293	27	2
237	293	27	1
238	293	27	1
239	293	27	1
240	293	27	2
242	293	27	1
248	293	27	1
250	293	27	2
253	293	27	1
256	293	27	1
211	294	27	1
213	294	27	1
219	294	27	4
224	294	27	1
226	294	27	1
235	294	27	1
236	294	27	2
244	294	27	2
246	294	27	1
248	294	27	1
249	294	27	1
250	294	27	1
251	294	27	4
254	294	27	1
255	294	27	1
211	295	27	1
218	295	27	2
219	295	27	1
220	295	27	2
222	295	27	1
223	295	27	1
241	295	27	1
243	295	27	1
247	295	27	1
248	295	27	1
250	295	27	1
251	295	27	1
252	295	27	2
211	296	27	3
221	296	27	1
237	296	27	1
239	296	27	2
246	296	27	1
249	296	27	3
252	296	27	2
217	297	27	1
225	297	27	1
239	297	27	2
242	297	27	2
243	297	27	1
245	297	27	2
248	297	27	2
249	297	27	1
251	297	27	1
252	297	27	1
253	297	27	1
221	298	27	2
235	298	27	1
236	298	27	1
237	298	27	2
244	298	27	1
245	298	27	1
248	298	27	1
215	299	27	3
230	299	27	1
237	299	27	1
241	299	27	1
242	299	27	1
249	299	27	2
252	299	27	1
226	300	27	1
231	300	27	1
236	300	27	1
239	300	27	1
241	300	27	1
247	300	27	1
224	301	27	1
234	301	27	1
238	301	27	1
239	301	27	2
241	301	27	2
243	301	27	3
251	301	27	1
226	302	27	2
234	302	27	1
235	302	27	4
236	302	27	3
239	302	27	1
244	302	27	1
235	304	27	1
236	304	27	1
238	304	27	1
235	305	27	2
230	262	28	2
231	264	28	1
232	264	28	1
232	266	28	2
231	267	28	2
236	267	28	1
231	268	28	2
235	268	28	2
236	268	28	1
236	269	28	1
237	269	28	2
236	270	28	3
240	271	28	2
206	272	28	1
232	272	28	1
233	272	28	1
250	272	28	2
211	273	28	1
235	273	28	2
214	274	28	1
232	274	28	1
234	274	28	1
235	274	28	1
235	275	28	2
249	275	28	1
237	276	28	1
238	276	28	3
235	277	28	1
236	277	28	1
237	278	28	2
210	279	28	1
237	279	28	3
241	280	28	1
251	280	28	2
208	281	28	2
248	281	28	3
250	281	28	1
247	282	28	2
251	282	28	1
237	283	28	1
238	283	28	2
249	283	28	1
246	284	28	1
248	284	28	2
254	284	28	3
239	285	28	1
240	285	28	2
245	285	28	1
248	285	28	1
232	286	28	3
237	286	28	1
246	286	28	1
247	286	28	1
248	286	28	2
249	286	28	1
244	287	28	2
245	287	28	1
248	287	28	1
251	287	28	1
224	288	28	1
238	288	28	1
245	288	28	1
246	289	28	2
247	289	28	1
248	289	28	1
249	289	28	2
226	290	28	3
240	290	28	2
242	290	28	1
244	290	28	2
239	291	28	1
247	291	28	1
249	291	28	1
250	291	28	1
240	292	28	1
241	292	28	1
242	292	28	2
250	292	28	1
240	293	28	1
248	293	28	2
240	294	28	1
241	294	28	1
249	294	28	1
251	294	28	3
240	295	28	1
245	295	28	1
239	297	28	1
240	298	28	1
225	300	28	2
236	300	28	1
240	300	28	1
229	255	29	1
182	257	29	2
230	257	29	1
181	258	29	1
228	258	29	1
234	258	29	1
235	258	29	1
237	258	29	1
188	259	29	1
230	259	29	1
238	259	29	2
181	260	29	1
182	260	29	2
234	260	29	1
183	261	29	1
199	261	29	1
226	261	29	1
227	261	29	1
220	262	29	1
222	263	29	1
245	263	29	1
248	263	29	3
215	264	29	1
224	264	29	1
226	264	29	2
230	264	29	1
231	264	29	1
232	264	29	1
237	264	29	2
238	264	29	1
248	264	29	1
232	265	29	1
234	265	29	2
195	266	29	1
230	266	29	2
234	266	29	2
245	266	29	1
250	266	29	1
193	267	29	1
194	267	29	1
196	267	29	3
199	267	29	1
214	267	29	1
232	267	29	1
235	267	29	2
249	267	29	1
201	268	29	2
217	268	29	1
231	268	29	1
236	268	29	1
238	268	29	1
196	269	29	1
235	269	29	2
237	269	29	1
248	269	29	1
175	270	29	2
196	270	29	2
231	270	29	3
232	270	29	2
237	270	29	1
250	270	29	3
173	271	29	1
203	271	29	1
204	271	29	1
214	271	29	1
216	271	29	1
229	271	29	2
233	271	29	1
235	271	29	2
237	271	29	3
238	271	29	3
240	271	29	1
249	271	29	3
251	271	29	2
213	272	29	1
214	272	29	1
215	272	29	1
224	272	29	2
232	272	29	2
233	272	29	1
234	272	29	1
235	272	29	2
239	272	29	1
241	272	29	2
245	272	29	2
182	273	29	3
211	273	29	2
212	273	29	1
238	273	29	1
249	273	29	1
250	273	29	3
180	274	29	1
235	274	29	1
238	274	29	2
239	274	29	2
184	275	29	2
215	275	29	1
236	275	29	1
237	275	29	2
238	275	29	2
242	275	29	1
245	275	29	2
204	276	29	1
205	276	29	3
208	276	29	1
228	276	29	1
233	276	29	1
237	276	29	1
238	276	29	1
246	276	29	1
248	276	29	1
252	276	29	2
205	277	29	1
232	277	29	1
234	277	29	1
236	277	29	2
247	277	29	3
251	277	29	1
208	278	29	1
235	278	29	1
238	278	29	3
244	278	29	2
247	278	29	1
250	278	29	1
206	279	29	1
236	279	29	1
245	279	29	1
249	279	29	1
254	279	29	1
256	279	29	1
205	280	29	1
234	280	29	1
235	280	29	2
236	280	29	2
241	280	29	2
246	280	29	3
249	280	29	1
250	280	29	1
214	281	29	2
233	281	29	1
234	281	29	2
235	281	29	1
238	281	29	1
243	281	29	1
245	281	29	2
249	281	29	1
250	281	29	1
212	282	29	1
213	282	29	2
235	282	29	1
242	282	29	1
244	282	29	2
246	282	29	1
248	282	29	1
251	282	29	2
231	283	29	2
237	283	29	3
239	283	29	1
241	283	29	1
244	283	29	2
245	283	29	2
248	283	29	1
250	283	29	1
232	284	29	1
233	284	29	1
235	284	29	3
236	284	29	2
237	284	29	1
240	284	29	1
241	284	29	1
242	284	29	2
243	284	29	1
245	284	29	2
246	284	29	1
249	284	29	2
250	284	29	1
255	284	29	1
233	285	29	1
236	285	29	1
238	285	29	1
243	285	29	1
248	285	29	1
253	285	29	1
254	285	29	3
233	286	29	2
236	286	29	1
240	286	29	1
242	286	29	1
243	286	29	1
247	286	29	1
248	286	29	1
249	286	29	1
228	287	29	1
231	287	29	1
232	287	29	1
234	287	29	1
236	287	29	1
241	287	29	1
245	287	29	1
247	287	29	2
226	288	29	1
232	288	29	1
234	288	29	1
240	288	29	2
246	288	29	2
249	288	29	1
253	288	29	2
224	289	29	1
227	289	29	2
234	289	29	1
235	289	29	3
237	289	29	2
240	289	29	1
243	289	29	2
244	289	29	1
245	289	29	1
247	289	29	1
250	289	29	1
254	289	29	1
227	290	29	1
228	290	29	1
230	290	29	1
238	290	29	1
240	290	29	1
246	290	29	1
247	290	29	2
222	291	29	1
224	291	29	2
225	291	29	2
226	291	29	1
238	291	29	1
241	291	29	2
247	291	29	3
248	291	29	1
227	292	29	1
238	292	29	3
239	292	29	1
241	292	29	1
242	292	29	1
243	292	29	1
245	292	29	2
247	292	29	1
249	292	29	2
250	292	29	1
257	292	29	2
222	293	29	1
223	293	29	2
225	293	29	1
247	293	29	1
248	293	29	1
249	293	29	1
252	293	29	1
241	294	29	1
243	294	29	1
244	294	29	1
248	294	29	1
251	294	29	1
241	295	29	1
244	295	29	1
247	295	29	3
222	296	29	1
223	296	29	1
239	296	29	2
246	296	29	2
252	296	29	1
253	296	29	2
227	297	29	2
238	297	29	1
239	297	29	2
240	297	29	1
241	297	29	1
242	297	29	1
243	297	29	1
248	297	29	1
215	298	29	1
226	298	29	1
238	298	29	2
247	298	29	2
221	299	29	1
222	299	29	2
226	299	29	2
240	299	29	1
252	299	29	1
226	300	29	1
236	300	29	2
247	300	29	1
224	301	29	3
227	301	29	1
230	301	29	1
238	301	29	1
224	302	29	1
250	302	29	3
237	304	29	1
229	250	30	1
228	251	30	1
215	252	30	1
233	252	30	1
231	253	30	1
232	253	30	1
237	253	30	2
230	254	30	2
232	254	30	2
235	254	30	1
236	254	30	1
238	254	30	1
191	255	30	1
227	255	30	1
229	255	30	2
230	255	30	1
232	255	30	1
234	255	30	3
236	255	30	1
230	256	30	1
231	256	30	2
233	256	30	2
235	256	30	2
236	256	30	2
181	257	30	1
183	257	30	1
192	257	30	1
203	257	30	1
204	257	30	1
209	257	30	2
215	257	30	1
228	257	30	4
236	257	30	1
239	257	30	2
175	258	30	2
203	258	30	2
231	258	30	1
239	258	30	1
175	259	30	1
189	259	30	2
195	259	30	2
206	259	30	1
210	259	30	1
216	259	30	3
218	259	30	4
220	259	30	1
224	259	30	2
226	259	30	1
228	259	30	1
230	259	30	3
231	259	30	2
232	259	30	1
234	259	30	2
237	259	30	2
238	259	30	1
190	260	30	2
196	260	30	1
206	260	30	1
212	260	30	1
216	260	30	2
219	260	30	1
225	260	30	1
226	260	30	2
232	260	30	1
235	260	30	3
239	260	30	1
245	260	30	1
184	261	30	1
186	261	30	1
194	261	30	1
199	261	30	1
211	261	30	1
212	261	30	1
216	261	30	1
217	261	30	1
224	261	30	2
231	261	30	1
236	261	30	1
238	261	30	1
244	261	30	1
246	261	30	1
249	261	30	2
179	262	30	1
186	262	30	2
188	262	30	1
193	262	30	2
209	262	30	1
221	262	30	1
225	262	30	1
226	262	30	1
240	262	30	1
245	262	30	1
248	262	30	1
249	262	30	2
182	263	30	1
185	263	30	1
188	263	30	1
189	263	30	2
197	263	30	1
211	263	30	1
216	263	30	1
224	263	30	1
227	263	30	2
228	263	30	1
232	263	30	1
233	263	30	2
234	263	30	1
240	263	30	1
248	263	30	1
249	263	30	2
178	264	30	3
186	264	30	1
195	264	30	1
225	264	30	1
227	264	30	1
228	264	30	1
230	264	30	2
232	264	30	1
238	264	30	1
249	264	30	1
250	264	30	1
193	265	30	1
205	265	30	2
210	265	30	2
213	265	30	2
214	265	30	1
216	265	30	2
219	265	30	1
224	265	30	3
228	265	30	1
230	265	30	1
232	265	30	2
235	265	30	1
239	265	30	2
242	265	30	2
246	265	30	1
184	266	30	3
188	266	30	1
189	266	30	1
194	266	30	2
195	266	30	1
197	266	30	1
213	266	30	1
219	266	30	1
226	266	30	1
229	266	30	3
230	266	30	1
231	266	30	1
233	266	30	1
243	266	30	2
249	266	30	1
176	267	30	1
192	267	30	1
193	267	30	1
194	267	30	1
202	267	30	1
219	267	30	1
231	267	30	1
235	267	30	3
236	267	30	1
239	267	30	1
240	267	30	1
241	267	30	3
245	267	30	1
247	267	30	1
248	267	30	2
250	267	30	1
172	268	30	3
188	268	30	1
191	268	30	1
194	268	30	1
195	268	30	1
205	268	30	2
206	268	30	1
223	268	30	1
230	268	30	1
231	268	30	1
237	268	30	1
239	268	30	1
240	268	30	1
241	268	30	1
243	268	30	1
248	268	30	1
249	268	30	2
172	269	30	2
193	269	30	1
194	269	30	1
196	269	30	2
197	269	30	2
199	269	30	2
214	269	30	1
215	269	30	1
216	269	30	1
232	269	30	1
235	269	30	1
236	269	30	2
237	269	30	1
238	269	30	1
239	269	30	1
240	269	30	2
242	269	30	1
243	269	30	1
244	269	30	1
247	269	30	1
249	269	30	2
250	269	30	1
178	270	30	2
179	270	30	2
194	270	30	1
195	270	30	1
198	270	30	1
201	270	30	2
205	270	30	1
214	270	30	5
216	270	30	2
223	270	30	1
231	270	30	3
233	270	30	1
234	270	30	1
245	270	30	1
249	270	30	1
250	270	30	1
175	271	30	2
176	271	30	2
185	271	30	1
188	271	30	2
193	271	30	2
194	271	30	1
198	271	30	1
199	271	30	1
206	271	30	1
215	271	30	2
225	271	30	2
229	271	30	3
232	271	30	1
233	271	30	2
239	271	30	2
247	271	30	1
249	271	30	1
179	272	30	1
180	272	30	1
181	272	30	1
184	272	30	1
185	272	30	2
206	272	30	1
223	272	30	2
227	272	30	2
236	272	30	2
238	272	30	1
239	272	30	2
240	272	30	1
245	272	30	1
247	272	30	3
250	272	30	1
181	273	30	1
182	273	30	1
206	273	30	1
210	273	30	3
211	273	30	1
213	273	30	1
214	273	30	1
227	273	30	1
231	273	30	2
234	273	30	1
240	273	30	1
241	273	30	1
246	273	30	1
177	274	30	1
183	274	30	1
203	274	30	2
209	274	30	1
212	274	30	1
214	274	30	1
229	274	30	2
233	274	30	1
234	274	30	2
238	274	30	3
239	274	30	1
241	274	30	1
244	274	30	2
251	274	30	1
175	275	30	2
179	275	30	1
184	275	30	1
203	275	30	1
212	275	30	2
213	275	30	1
215	275	30	2
233	275	30	1
240	275	30	1
251	275	30	1
186	276	30	2
205	276	30	1
207	276	30	1
232	276	30	1
236	276	30	1
239	276	30	1
240	276	30	1
243	276	30	1
246	276	30	1
250	276	30	2
206	277	30	1
235	277	30	5
238	277	30	2
239	277	30	1
241	277	30	1
243	277	30	1
245	277	30	1
249	277	30	1
190	278	30	1
226	278	30	1
230	278	30	2
236	278	30	2
239	278	30	2
246	278	30	1
250	278	30	2
253	278	30	1
206	279	30	1
219	279	30	1
236	279	30	2
238	279	30	3
239	279	30	1
241	279	30	2
243	279	30	3
245	279	30	1
246	279	30	2
248	279	30	1
249	279	30	1
252	279	30	1
176	280	30	3
232	280	30	2
235	280	30	1
237	280	30	1
238	280	30	1
241	280	30	1
245	280	30	1
246	280	30	1
247	280	30	1
248	280	30	2
249	280	30	3
252	280	30	1
173	281	30	2
175	281	30	1
179	281	30	1
181	281	30	1
217	281	30	3
224	281	30	1
233	281	30	1
234	281	30	1
235	281	30	1
237	281	30	1
241	281	30	2
242	281	30	1
244	281	30	2
245	281	30	1
247	281	30	1
249	281	30	1
254	281	30	1
174	282	30	2
177	282	30	1
210	282	30	3
215	282	30	1
219	282	30	1
221	282	30	3
232	282	30	3
233	282	30	1
235	282	30	2
241	282	30	1
248	282	30	1
250	282	30	1
253	282	30	1
202	283	30	1
205	283	30	1
220	283	30	1
222	283	30	2
223	283	30	1
232	283	30	1
240	283	30	2
241	283	30	1
254	283	30	1
257	283	30	1
181	284	30	1
224	284	30	1
226	284	30	3
230	284	30	2
231	284	30	2
233	284	30	1
236	284	30	1
238	284	30	2
240	284	30	1
241.666666666667	284.666666666667	31	1
244	284	30	4
250	284	30	2
251	284	30	2
252	284	30	1
