x	y	z	RMTs methylate histone arginines
233	290	36	1
186	291	36	2
199	291	36	2
202	291	36	1
203	291	36	1
204	291	36	1
239	291	36	1
244	291	36	1
202	292	36	1
207	292	36	1
223	292	36	1
229	292	36	2
232	292	36	2
233	292	36	1
242	292	36	1
196	293	36	2
197	293	36	1
199	293	36	2
200	293	36	1
205	293	36	1
207	293	36	1
223	293	36	1
225	293	36	1
226	293	36	1
229	293	36	1
232	293	36	1
239	293	36	1
241	293	36	1
242	293	36	1
187	294	36	2
199	294	36	1
201	294	36	1
202	294	36	1
224	294	36	1
225	294	36	1
227	294	36	1
234	294	36	1
243	294	36	1
197	295	36	1
207	295	36	1
225	295	36	1
229	295	36	1
230	295	36	1
232	295	36	2
236	295	36	2
239	295	36	2
240	295	36	2
202	296	36	1
205	296	36	1
244	296	36	1
195	297	36	1
198	297	36	1
204	297	36	1
227	297	36	1
230	297	36	1
231	297	36	1
232	297	36	1
235	297	36	1
239	297	36	1
241	297	36	1
241	298	36	1
243	298	36	2
244	298	36	1
199	299	36	2
232	299	36	2
238	299	36	1
239	299	36	1
240	299	36	1
242	299	36	2
240	300	36	1
242	300	36	1
244	300	36	1
245	300	36	1
198	301	36	1
225	301	36	1
226	301	36	1
234	301	36	1
235	301	36	1
236	301	36	2
225	303	36	1
226	303	36	1
235	303	36	1
242	303	36	1
235	304	36	1
229	305	36	1
226	306	36	1
240	306	36	1
242	306	36	1
227	307	36	2
241	307	36	1
224	308	36	1
237	308	36	1
224	310	36	1
229	310	36	2
236	310	36	1
240	310	36	1
225	311	36	3
236	311	36	1
220	312	36	1
231	312	36	2
235	312	36	2
240	312	36	1
217	313	36	2
229	313	36	1
234	313	36	1
238	314	36	1
241	314	36	1
214	315	36	1
220	315	36	1
228	315	36	1
230	315	36	1
233	315	36	1
235	315	36	1
238	315	36	1
243	315	36	1
233	318	36	1
235	318	36	1
236	319	36	1
238	319	36	1
228	259	37	1
230	259	37	1
224	260	37	1
226	260	37	1
227	260	37	1
242	260	37	1
226	261	37	1
227	262	37	1
215	264	37	1
245	264	37	1
207	265	37	1
193	266	37	1
194	266	37	2
230	266	37	1
243	266	37	1
183	267	37	1
211	267	37	1
237	267	37	1
238	267	37	1
239	267	37	3
188	268	37	1
189	268	37	1
193	268	37	1
215	268	37	1
217	268	37	2
219	268	37	2
220	268	37	1
193	269	37	1
194	269	37	1
210	270	37	1
232	270	37	1
238	270	37	2
218	271	37	1
219	271	37	1
221	271	37	1
207	272	37	1
215	272	37	1
216	272	37	3
216	273	37	1
217	273	37	1
219	273	37	1
212	275	37	1
214	275	37	1
216	275	37	1
220	275	37	1
208	276	37	1
219	276	37	1
214	277	37	2
217	277	37	1
220	277	37	1
181	278	37	1
205	278	37	1
206	278	37	1
175	279	37	1
231	279	37	1
192	280	37	1
175	281	37	1
213	281	37	1
223	281	37	2
189	282	37	1
192	282	37	1
208	282	37	2
212	282	37	1
213	282	37	1
219	282	37	1
189	283	37	1
228	283	37	1
230	283	37	1
195	284	37	1
196	284	37	1
203	284	37	1
205	284	37	1
212	284	37	1
202	285	37	1
205	285	37	1
233	285	37	1
241	285	37	1
188	286	37	1
189	286	37	1
200	286	37	1
202	286	37	1
205	286	37	1
206	286	37	2
211	286	37	1
226	286	37	2
234	286	37	1
221	287	37	1
236	287	37	1
186	288	37	1
193	288	37	1
202	288	37	1
203	288	37	1
204	288	37	1
205	288	37	2
240	288	37	1
241	288	37	1
201	289	37	1
202	289	37	1
203	289	37	1
208	289	37	1
221	289	37	1
224	289	37	1
235	289	37	1
239	289	37	1
240	289	37	1
200	290	37	1
202	290	37	1
206	290	37	1
243	290	37	1
195	291	37	1
204	291	37	1
224	291	37	1
233	291	37	1
234	291	37	1
240	291	37	2
198	292	37	1
226	292	37	1
231	292	37	1
234	292	37	1
238	292	37	1
240	292	37	1
197	293	37	1
199	293	37	1
226	293	37	1
238	293	37	1
239	293	37	2
223	294	37	1
232	294	37	1
237	294	37	1
238	294	37	1
217	295	37	2
235	295	37	1
240	295	37	1
198	296	37	1
202	296	37	1
228	296	37	1
234	296	37	1
242	296	37	2
243	296	37	1
244	296	37	1
230	297	37	1
234	297	37	1
239	297	37	2
199	298	37	1
229	298	37	2
243	298	37	1
245	298	37	1
228	299	37	1
230	300	37	2
240	300	37	1
241	300	37	1
244	300	37	2
227	301	37	1
230	303	37	1
228	305	37	1
229	305	37	2
242	305	37	1
223	306	37	1
241	307	37	1
240	308	37	2
241	308	37	1
220	309	37	1
221	309	37	2
214	311	37	1
219	311	37	1
221	311	37	1
227	311	37	1
228	312	37	1
230	312	37	1
235	312	37	1
236	312	37	1
240	312	37	1
212	313	37	1
225	313	37	1
228	313	37	1
229	313	37	1
230	313	37	1
237	313	37	1
229	314	37	1
238	315	37	1
239	315	37	2
238	316	37	1
236	317	37	2
237	317	37	1
232	318	37	1
235	318	37	1
237	318	37	2
240	318	37	1
237	319	37	1
233	322	37	1
226	259	38	1
226	260	38	1
238	262	38	1
219	264	38	2
232	264	38	1
226	265	38	3
237	265	38	1
189	266	38	1
214	266	38	1
193	267	38	1
188	268	38	1
194	269	38	1
209	269	38	1
217	269	38	1
192	270	38	1
193	270	38	1
217	270	38	1
218	270	38	1
232	270	38	1
211	271	38	1
215	271	38	1
215	272	38	1
201	273	38	1
215	273	38	1
210	274	38	1
216	274	38	1
240	274	38	1
207	275	38	1
213	275	38	1
210	276	38	2
194	277	38	1
209	277	38	1
211	278	38	1
214	278	38	1
230	278	38	1
209	279	38	1
214	279	38	1
217	279	38	1
220	279	38	1
193	280	38	2
210	280	38	1
221	280	38	1
213	281	38	1
212	282	38	1
213	282	38	1
222	282	38	1
207	283	38	3
214	283	38	1
229	283	38	1
195	284	38	1
199	284	38	2
201	284	38	1
215	284	38	1
188	285	38	1
190	285	38	1
195	285	38	3
201	285	38	1
204	285	38	1
212	285	38	1
188	286	38	1
196	286	38	1
205	286	38	1
206	286	38	1
216	286	38	2
218	286	38	1
232	286	38	1
192	287	38	1
202	287	38	1
204	287	38	1
205	287	38	1
215	287	38	1
230	287	38	1
232	287	38	1
188	288	38	1
192	288	38	2
209	288	38	1
214	288	38	1
219	288	38	1
235	288	38	1
185	289	38	1
190	289	38	1
193	289	38	1
200	289	38	1
207	289	38	1
208	289	38	1
215	289	38	1
217	289	38	1
232	289	38	1
233	289	38	2
236	289	38	1
203	290	38	1
206	290	38	1
209	290	38	1
216	290	38	1
220	290	38	1
191	291	38	1
206	291	38	2
222	291	38	1
233	291	38	1
192	292	38	1
194	292	38	2
196	292	38	2
206	292	38	1
229	292	38	1
232	292	38	2
240	292	38	1
199	293	38	1
205	293	38	1
206	293	38	1
217	293	38	1
220	293	38	1
225	293	38	1
227	293	38	1
231	293	38	1
234	293	38	1
238	293	38	1
239	293	38	1
199	294	38	1
204	294	38	1
211	294	38	1
212	294	38	1
234	294	38	1
236	294	38	1
240	294	38	1
242	294	38	1
243	294	38	1
192	295	38	1
204	295	38	1
216	295	38	1
230	295	38	1
233	295	38	1
197	296	38	1
198	296	38	1
207	296	38	1
228	296	38	1
237	296	38	1
239	296	38	1
241	296	38	1
243	296	38	2
201	297	38	1
203	297	38	1
219	297	38	1
220	297	38	1
224	297	38	1
226	297	38	1
227	297	38	2
231	297	38	2
234	297	38	1
237	297	38	1
239	297	38	1
240	297	38	2
244	297	38	1
192	298	38	2
216	298	38	1
225	298	38	1
226	298	38	1
227	298	38	1
233	298	38	1
240	298	38	1
244	298	38	1
203	299	38	1
228	299	38	1
232	299	38	1
235	299	38	1
237	299	38	1
240	299	38	1
241	299	38	2
244	299	38	1
245	299	38	1
218	300	38	1
227	300	38	1
228	300	38	1
231	300	38	1
233	300	38	2
242	300	38	1
228	301	38	1
234	301	38	1
226	302	38	1
227	302	38	1
232	302	38	2
245	302	38	1
227	303	38	1
229	303	38	1
231	303	38	1
233	303	38	1
225	304	38	3
240	304	38	1
245	304	38	1
226	305	38	2
227	305	38	2
230	305	38	1
241	305	38	1
244	305	38	1
245	305	38	1
226	306	38	1
227	307	38	1
222	308	38	1
223	308	38	1
226	308	38	1
235	308	38	1
239	308	38	2
240	308	38	1
241	308	38	1
224	309	38	1
242	309	38	1
244	309	38	1
225	310	38	1
230	310	38	1
236	310	38	2
213	311	38	2
214	311	38	1
218	311	38	1
244	311	38	2
218	312	38	1
219	312	38	1
220	312	38	1
222	312	38	2
227	312	38	1
228	312	38	1
229	312	38	1
234	312	38	2
239	312	38	1
242	312	38	1
217	313	38	1
220	313	38	1
221	313	38	1
222	313	38	1
200	314	38	1
221	314	38	1
226	314	38	1
211	315	38	1
213	315	38	1
214	315	38	1
241	315	38	1
243	315	38	1
226	316	38	1
238	316	38	1
214	317	38	1
237	317	38	1
232	318	38	1
233	318	38	1
237	318	38	1
241	318	38	2
218	319	38	1
232	319	38	1
237	319	38	1
229	320	38	1
231	320	38	1
221	321	38	2
231	321	38	1
219	323	38	1
219	269	39	1
192	270	39	1
201	270	39	1
217	270	39	1
189	273	39	1
214	273	39	1
213	274	39	1
213	275	39	1
214	275	39	2
212	277	39	1
213	277	39	1
210	278	39	1
221	278	39	1
218	280	39	1
204	281	39	2
215	282	39	1
190	283	39	1
196	283	39	2
193	284	39	1
200	284	39	1
195	285	39	1
199	285	39	1
199	286	39	1
205	286	39	1
216	286	39	1
233	286	39	2
205	287	39	1
193	288	39	1
210	288	39	1
218	288	39	1
190	289	39	1
193	289	39	1
211	289	39	1
188	290	39	1
200	290	39	1
204	290	39	1
207	290	39	1
215	290	39	1
233	290	39	1
206	291	39	3
233	291	39	1
235	291	39	1
197	292	39	1
212	292	39	1
226	292	39	1
234	292	39	1
205	293	39	1
220	293	39	1
225	293	39	1
234	293	39	1
204	294	39	1
205	294	39	1
206	294	39	1
213	294	39	1
225	294	39	1
233	294	39	1
212	295	39	1
220	295	39	1
223	295	39	1
224	295	39	1
232	295	39	1
234	295	39	1
240	295	39	1
202	296	39	1
206	296	39	2
215	296	39	1
220	296	39	2
222	296	39	1
223	296	39	1
226	296	39	1
234	296	39	1
235	296	39	1
196	297	39	1
199	297	39	1
203	297	39	2
206	297	39	2
225	297	39	1
235	297	39	1
236	297	39	1
214	298	39	1
215	298	39	1
225	298	39	1
226	298	39	1
230	298	39	4
227	299	39	1
231	299	39	1
233	299	39	1
237	299	39	1
229	300	39	1
231	300	39	1
233	300	39	1
240	300	39	1
230	301	39	1
240	302	39	1
228	303	39	1
231	303	39	1
231	304	39	1
212	305	39	1
224	305	39	1
230	305	39	1
242	305	39	1
210	306	39	1
235	306	39	2
239	306	39	1
242	306	39	1
198	307	39	1
223	307	39	1
225	307	39	1
226	307	39	1
227	307	39	1
223	308	39	1
241	308	39	2
216	309	39	1
224	309	39	1
226	309	39	1
242	309	39	2
222	310	39	1
225	310	39	1
234	310	39	1
217	311	39	1
225	311	39	1
226	311	39	1
236	311	39	1
246	311	39	2
217	312	39	1
222	312	39	1
238	312	39	1
241	312	39	1
242	312	39	2
220	313	39	1
224	313	39	1
216	314	39	1
235	314	39	2
236	314	39	1
237	314	39	1
238	314	39	3
240	314	39	1
242	314	39	1
230	315	39	1
237	315	39	1
242	315	39	1
217	316	39	1
239	316	39	1
240	316	39	1
236	317	39	1
235	318	39	2
220	319	39	3
226	320	39	1
230	320	39	2
241	320	39	1
229	321	39	1
230	321	39	1
230	322	39	1
234	322	39	1
232	323	39	1
212	324	39	1
212	325	39	1
214	274	40	1
195	284	40	1
191	285	40	1
196	286	40	1
198	286	40	1
206	286	40	2
204	287	40	1
202	288	40	1
206	288	40	1
210	288	40	1
192	289	40	1
211	290	40	1
218	290	40	1
191	291	40	1
189	292	40	1
212	292	40	1
209	293	40	1
214	293	40	2
225	293	40	1
234	293	40	1
210	294	40	1
227	294	40	1
220	295	40	1
225	295	40	1
234	295	40	1
205	296	40	1
234	296	40	1
205	297	40	1
207	297	40	1
230	297	40	1
203	298	40	1
226	298	40	1
228	298	40	1
229	298	40	1
212	300	40	1
229	300	40	1
215	301	40	1
230	301	40	1
237	302	40	1
243	302	40	1
234	303	40	1
229	305	40	1
230	305	40	1
232	305	40	1
234	305	40	1
242	305	40	1
213	306	40	1
225	306	40	1
229	306	40	1
194	307	40	2
223	307	40	1
228	307	40	1
238	307	40	1
240	307	40	1
233	308	40	1
241	308	40	1
223	309	40	1
224	309	40	1
240	309	40	1
194	310	40	1
217	310	40	2
218	310	40	1
226	310	40	1
242	310	40	1
217	311	40	1
221	311	40	1
228	311	40	1
231	311	40	1
235	311	40	1
240	311	40	1
241	311	40	1
242	311	40	1
219	312	40	1
220	312	40	1
232	312	40	1
241	312	40	1
242	312	40	1
220	314	40	2
237	314	40	1
238	314	40	2
235	315	40	1
238	315	40	1
236	316	40	1
238	316	40	1
231	318	40	1
241	318	40	1
246	318	40	1
215	319	40	1
230	319	40	1
239	319	40	1
217	320	40	1
223	320	40	2
216	321	40	1
227	321	40	1
233	322	40	1
228	323	40	1
212	325	40	1
208	330	40	1
197	282	41	1
192	292	41	1
226	292	41	1
225	293	41	1
195	294	41	1
210	294	41	1
217	294	41	1
205	296	41	2
235	301	41	1
220	304	41	1
227	304	41	1
228	304	41	1
221	305	41	1
229	305	41	1
230	305	41	2
217	306	41	1
224	306	41	1
228	306	41	1
230	306	41	1
227	307	41	1
225	308	41	1
223	309	41	1
239	309	41	1
240	309	41	1
222	310	41	1
220	311	41	3
222	311	41	1
241	311	41	1
234	312	41	1
240	312	41	1
242	312	41	1
221	313	41	1
244	313	41	1
228	314	41	1
235	314	41	1
243	314	41	1
218	315	41	1
230	315	41	1
243	315	41	1
240	316	41	1
246	316	41	2
221	317	41	2
240	317	41	1
242	317	41	2
244	317	41	1
217	318	41	1
240	318	41	1
245	319	41	1
240	320	41	1
216	321	41	1
228	322	41	1
231	322	41	2
221	302	42	1
223	302	42	1
214	305	42	1
220	305	42	2
229	305	42	1
223	306	42	1
230	306	42	1
231	306	42	1
227	307	42	1
220	309	42	1
223	309	42	3
224	309	42	1
235	309	42	1
242	309	42	2
221	310	42	1
220	311	42	1
239	311	42	1
221	312	42	1
244	312	42	1
217	313	42	1
218	313	42	1
221	313	42	1
223	313	42	1
234	313	42	1
226	314	42	1
242	314	42	1
219	315	42	1
226	315	42	1
230	315	42	1
226	316	42	1
228	316	42	2
231	316	42	1
238	316	42	1
240	316	42	2
219	317	42	2
232	317	42	1
218	318	42	1
229	318	42	1
245	318	42	1
204	319	42	1
228	320	42	1
229	320	42	1
241	320	42	1
224	321	42	1
230	321	42	1
219	304	43	1
227	304	43	1
228	305	43	1
211	308	43	1
218	310	43	1
234	310	43	1
222	311	43	1
242	312	43	1
223	315	43	1
217	319	43	1
227	319	43	1
242	319	43	2
215	324	43	1
220	305	44	1
219	310	44	1
234	310	44	1
219	311	44	1
235	311	44	1
219	313	44	1
223	313	44	1
211	314	44	2
221	314	44	1
241	314	44	1
242	317	44	1
206	319	44	1
223	319	44	1
242	319	44	1
228	320	44	1
224	322	44	1
216	316	45	1
