x	y	z	SLBP independent Processing of Histone Pre-mRNAs
203	278	35	1
227	278	35	1
238	278	35	1
243	278	35	1
244	278	35	1
172	279	35	1
177	279	35	1
190	279	35	2
195	279	35	1
206	279	35	1
211	279	35	1
227	279	35	2
229	279	35	1
233	279	35	1
235	279	35	1
241	279	35	1
217	280	35	1
221	280	35	1
223	280	35	1
226	280	35	1
237	280	35	1
173	281	35	1
191	281	35	1
205	281	35	1
206	281	35	1
214	281	35	1
217	281	35	1
235	281	35	1
244	281	35	1
187	282	35	1
202	282	35	1
210	282	35	1
213	282	35	1
216	282	35	1
221	282	35	1
222	282	35	1
226	282	35	1
205	283	35	1
207	283	35	1
209	283	35	1
212	283	35	1
222	283	35	1
223	283	35	1
226	283	35	1
227	283	35	1
180	284	35	1
188	284	35	1
191	284	35	1
206	284	35	1
224	284	35	1
236	284	35	1
249	284	35	1
185	285	35	1
198	285	35	1
206	285	35	1
221	285	35	1
224	285	35	1
229	285	35	1
231	285	35	1
232	285	35	1
241	285	35	1
250	285	35	1
174	286	35	1
178	286	35	1
186	286	35	1
191	286	35	1
204	286	35	1
219	286	35	1
233	286	35	1
248	286	35	1
194	287	35	1
199	287	35	1
200	287	35	1
230	287	35	1
183	288	35	1
196	288	35	1
218	288	35	1
222	288	35	1
228	288	35	1
245	288	35	1
246	288	35	1
174	289	35	1
176	289	35	1
200	289	35	1
228	289	35	1
238	289	35	1
248	289	35	1
198	290	35	1
205	290	35	1
227	290	35	2
231	290	35	1
191	291	35	1
194	291	35	1
196	291	35	1
198	291	35	1
202	291	35	1
232	291	35	2
237	291	35	1
193	292	35	1
200	292	35	1
223	292	35	1
225	292	35	1
232	292	35	1
233	292	35	2
243	292	35	1
250	292	35	1
197	293	35	1
200	293	35	1
232	293	35	1
242	293	35	2
195	294	35	1
221	294	35	1
234	294	35	1
239	294	35	1
202	295	35	1
223	295	35	1
226	295	35	1
244	295	35	1
181	296	35	1
182	296	35	1
193	296	35	1
196	296	35	1
199	296	35	1
219	296	35	1
236	296	35	1
241	296	35	2
242	296	35	1
197	297	35	1
237	297	35	1
240	297	35	1
243	297	35	1
198	298	35	1
219	298	35	1
220	298	35	1
229	298	35	1
239	298	35	2
247	298	35	2
240	299	35	1
228	300	35	1
233	300	35	1
194	301	35	1
233	301	35	1
236	301	35	1
239	301	35	1
241	301	35	2
243	301	35	1
225	302	35	2
231	302	35	1
239	302	35	1
226	303	35	1
232	303	35	1
233	303	35	1
244	303	35	1
223	304	35	1
227	304	35	1
234	304	35	1
240	304	35	1
241	304	35	1
236	305	35	1
238	305	35	1
242	305	35	1
199	306	35	1
222	306	35	1
229	306	35	1
232	306	35	1
236	306	35	1
240	306	35	1
223	307	35	1
225	307	35	1
203	308	35	1
227	308	35	1
229	308	35	1
229	309	35	1
240	309	35	1
237	310	35	1
236	311	35	1
214	312	35	1
229	312	35	1
232	312	35	1
227	314	35	1
236	315	35	1
238	315	35	1
237	318	35	1
240	319	35	1
228	253	36	1
229	254	36	2
218	257	36	1
225	257	36	1
227	257	36	2
216	258	36	2
223	258	36	1
218	259	36	1
224	259	36	1
226	259	36	2
230	259	36	1
232	259	36	1
233	259	36	1
237	259	36	1
219	260	36	1
224	260	36	1
232	261	36	1
234	261	36	1
215	262	36	1
229	262	36	1
189	263	36	1
226	263	36	1
227	263	36	1
235	263	36	1
245	263	36	1
249	263	36	1
230	264	36	1
240	264	36	2
234	265	36	1
246	265	36	2
186	266	36	1
189	266	36	1
211	266	36	1
216	266	36	1
223	266	36	1
228	266	36	2
194	267	36	1
214	267	36	1
229	267	36	1
195	268	36	1
235	268	36	1
191	269	36	1
213	269	36	1
217	270	36	1
230	270	36	1
235	270	36	1
238	270	36	1
181	271	36	1
198	271	36	1
218	271	36	1
248	271	36	1
175	272	36	1
179	272	36	2
197	272	36	1
203	272	36	1
211	272	36	1
218	272	36	1
185	273	36	1
205	273	36	1
217	273	36	1
185	274	36	1
208	274	36	1
211	274	36	1
212	274	36	1
215	274	36	1
236	274	36	1
209	275	36	1
210	275	36	1
212	275	36	1
214	275	36	1
217	275	36	1
203	276	36	1
212	276	36	1
216	276	36	1
228	276	36	1
208	277	36	1
215	277	36	1
204	278	36	1
208	279	36	1
212	279	36	1
214	279	36	1
223	279	36	1
191	280	36	1
232	280	36	1
179	281	36	2
223	281	36	1
229	281	36	1
172	282	36	2
208	282	36	1
205	283	36	1
207	283	36	2
212	283	36	1
214	283	36	1
215	283	36	1
216	283	36	1
219	283	36	1
222	283	36	1
226	283	36	1
233	283	36	1
176	284	36	1
205	284	36	1
209	284	36	1
211	284	36	1
214	284	36	1
219	284	36	2
224	284	36	1
231	285	36	1
247	285	36	1
188	286	36	1
201	286	36	1
216	286	36	1
228	286	36	1
234	286	36	1
239	286	36	1
198	287	36	1
214	287	36	1
225	287	36	1
230	287	36	1
231	287	36	1
243	287	36	1
221	288	36	2
223	288	36	1
230	288	36	1
231	288	36	1
240	288	36	1
185	289	36	1
196	289	36	1
185	290	36	2
200	290	36	2
223	290	36	1
184	291	36	1
202	291	36	1
224	291	36	1
233	291	36	1
198	292	36	1
225	292	36	1
205	293	36	1
206	293	36	1
207	293	36	2
236	293	36	1
202	294	36	1
238	294	36	1
241	294	36	1
196	295	36	1
204	295	36	1
221	295	36	1
239	295	36	1
198	296	36	1
201	296	36	1
222	296	36	2
235	296	36	1
243	296	36	1
244	296	36	1
198	297	36	1
219	297	36	2
242	297	36	2
229	298	36	1
230	298	36	1
233	298	36	2
241	298	36	1
196	299	36	1
199	299	36	2
232	299	36	1
239	299	36	1
245	299	36	1
226	300	36	3
237	300	36	1
241	300	36	1
225	301	36	1
245	301	36	1
243	302	36	2
231	303	36	2
235	303	36	1
194	307	36	1
242	308	36	1
224	309	36	1
230	309	36	1
216	310	36	1
219	310	36	1
224	310	36	1
236	310	36	1
214	311	36	1
233	312	36	1
217	313	36	1
230	314	36	1
242	314	36	1
220	315	36	1
233	315	36	1
238	315	36	1
232	316	36	1
240	316	36	1
230	260	37	1
235	260	37	1
231	263	37	1
207	265	37	1
215	265	37	1
188	266	37	1
193	266	37	1
194	266	37	1
233	267	37	2
237	267	37	1
212	270	37	1
217	270	37	1
195	271	37	1
196	271	37	1
214	271	37	1
219	271	37	1
214	272	37	1
212	275	37	1
209	276	37	1
217	276	37	1
208	278	37	1
214	278	37	1
195	279	37	1
212	279	37	1
193	281	37	1
189	282	37	1
191	282	37	2
197	285	37	1
233	285	37	1
239	285	37	1
189	286	37	1
226	286	37	1
234	286	37	1
219	287	37	1
221	287	37	1
190	288	37	1
232	288	37	1
195	289	37	1
219	289	37	1
230	290	37	1
237	290	37	1
195	291	37	1
232	291	37	1
225	292	37	1
233	292	37	1
234	292	37	1
235	292	37	1
243	292	37	2
239	293	37	1
204	294	37	1
238	294	37	1
202	295	37	1
231	295	37	1
234	295	37	1
240	295	37	2
204	296	37	1
205	296	37	1
198	297	37	1
227	297	37	1
229	297	37	1
232	297	37	1
233	298	37	1
240	298	37	1
242	298	37	1
243	298	37	1
226	302	37	2
236	302	37	1
236	303	37	1
228	304	37	1
229	305	37	1
242	306	37	1
198	307	37	1
229	308	37	1
227	309	37	2
224	310	37	1
229	310	37	1
216	311	37	1
226	311	37	1
237	311	37	1
231	312	37	1
236	312	37	1
230	314	37	1
242	314	37	1
239	315	37	2
237	316	37	1
240	316	37	1
235	317	37	1
237	317	37	1
237	318	37	1
240	318	37	1
228	260	38	2
232	263	38	1
232	264	38	1
214	266	38	1
219	269	38	1
211	270	38	1
232	270	38	1
218	271	38	1
213	273	38	1
203	275	38	1
191	276	38	1
208	276	38	1
210	276	38	1
194	277	38	1
213	277	38	1
214	278	38	2
220	279	38	1
208	280	38	1
214	280	38	1
190	281	38	1
210	281	38	1
212	281	38	1
215	281	38	1
210	282	38	1
211	282	38	1
193	284	38	1
214	284	38	1
188	285	38	2
192	285	38	1
205	285	38	1
232	285	38	1
218	286	38	1
188	287	38	1
193	287	38	1
207	287	38	1
215	287	38	1
188	288	38	1
197	288	38	1
202	288	38	1
186	289	38	1
195	289	38	1
207	289	38	2
200	290	38	1
214	291	38	1
201	292	38	2
232	292	38	1
236	292	38	1
240	292	38	1
208	293	38	1
218	293	38	1
223	293	38	1
224	293	38	1
226	293	38	1
229	293	38	1
205	294	38	1
212	294	38	1
221	294	38	1
234	294	38	1
237	294	38	1
198	295	38	1
203	295	38	1
204	295	38	1
220	295	38	1
229	295	38	1
230	295	38	1
235	295	38	1
237	295	38	1
238	295	38	1
232	296	38	1
205	297	38	1
223	297	38	1
229	297	38	1
237	297	38	2
242	297	38	1
192	298	38	1
225	298	38	1
231	298	38	1
203	299	38	1
232	299	38	1
235	299	38	1
204	300	38	1
241	300	38	1
227	301	38	1
232	304	38	1
236	304	38	2
237	304	38	1
243	304	38	1
232	306	38	2
193	307	38	1
227	307	38	1
237	307	38	1
239	307	38	1
239	308	38	1
226	309	38	1
227	309	38	1
223	310	38	1
226	310	38	1
214	311	38	2
219	311	38	1
220	311	38	1
226	311	38	1
228	311	38	1
231	311	38	1
218	312	38	1
236	315	38	1
238	316	38	1
239	316	38	1
240	317	38	1
220	318	38	1
239	319	38	1
241	319	38	1
231	320	38	1
233	322	38	1
235	323	38	1
192	270	39	1
194	270	39	1
195	270	39	1
214	277	39	1
195	278	39	1
206	279	39	1
221	280	39	1
215	282	39	1
216	284	39	1
197	285	39	1
206	286	39	1
187	287	39	1
187	288	39	1
195	288	39	1
191	289	39	1
203	289	39	1
217	289	39	1
207	291	39	1
214	291	39	1
222	291	39	1
225	291	39	1
240	291	39	1
240	292	39	1
201	294	39	1
228	294	39	2
233	294	39	1
236	294	39	1
237	294	39	1
226	295	39	1
234	295	39	1
236	295	39	1
238	295	39	1
220	296	39	1
221	297	39	1
231	297	39	1
201	298	39	1
215	298	39	1
219	298	39	1
221	298	39	2
229	298	39	2
232	298	39	1
222	299	39	1
233	300	39	1
230	301	39	1
233	301	39	1
238	301	39	1
231	302	39	1
240	302	39	1
233	303	39	1
237	304	39	1
225	306	39	1
229	306	39	2
240	306	39	1
241	306	39	1
229	307	39	1
221	309	39	1
234	310	39	1
226	311	39	1
228	311	39	1
229	311	39	1
230	311	39	1
236	311	39	1
240	311	39	1
196	312	39	1
211	312	39	1
217	312	39	1
220	312	39	1
241	312	39	1
242	312	39	1
221	313	39	1
227	313	39	1
240	313	39	1
216	314	39	2
238	314	39	1
217	315	39	1
229	316	39	1
240	316	39	1
237	317	39	1
229	318	39	1
237	319	39	2
241	320	39	1
232	321	39	1
234	321	39	1
231	322	39	2
232	323	39	1
212	324	39	1
220	324	39	1
201	278	40	1
191	285	40	1
204	285	40	1
193	288	40	1
211	290	40	1
208	291	40	1
192	292	40	1
192	293	40	1
228	294	40	1
215	296	40	1
236	296	40	1
215	297	40	1
216	297	40	1
229	297	40	1
241	297	40	2
225	298	40	1
234	298	40	1
237	299	40	3
227	300	40	2
229	300	40	1
235	304	40	1
212	306	40	1
230	306	40	1
241	306	40	1
224	309	40	1
226	309	40	2
235	311	40	1
216	312	40	1
218	312	40	1
221	312	40	1
235	312	40	1
238	314	40	1
221	315	40	1
216	316	40	1
221	316	40	1
236	316	40	1
243	316	40	1
207	317	40	1
219	317	40	1
231	318	40	1
241	320	40	1
216	321	40	1
225	294	41	1
204	297	41	2
237	299	41	1
220	304	41	1
232	304	41	2
223	305	41	2
222	306	41	1
219	307	41	1
211	308	41	1
239	309	41	1
219	310	41	1
220	310	41	1
240	310	41	1
222	311	41	1
235	312	41	1
221	314	41	1
232	314	41	1
239	314	41	1
218	315	41	1
220	315	41	1
221	317	41	1
241	318	41	1
240	320	41	1
241	320	41	1
223	302	42	1
222	303	42	2
224	305	42	2
221	307	42	1
223	308	42	1
223	309	42	1
238	311	42	1
239	311	42	1
240	311	42	1
223	312	42	1
243	312	42	1
240	313	42	1
242	314	42	1
204	315	42	1
241	315	42	1
227	317	42	1
228	319	42	1
230	319	42	1
228	320	42	1
229	320	42	1
226	322	42	1
220	304	43	1
211	308	43	1
223	308	43	1
218	310	43	1
219	312	43	1
238	314	43	1
223	315	43	1
245	315	43	2
217	318	43	1
227	319	43	1
220	304	44	1
220	305	44	1
220	308	44	1
219	310	44	1
242	321	44	1
