x	y	z	Deposition of new CENPA-containing nucleosomes at the centromere
245	285	28	1
247	286	28	1
240	287	28	1
246	287	28	3
238	288	28	1
242	288	28	1
244	288	28	2
227	289	28	1
247	289	28	1
248	289	28	1
226	290	28	1
237	290	28	3
226	291	28	1
237	291	28	1
239	291	28	1
240	291	28	1
250	293	28	1
241	295	28	1
245	295	28	1
239	297	28	1
245	297	28	1
240	300	28	2
229	255	29	1
235	256	29	1
181	258	29	2
228	258	29	1
237	258	29	1
182	259	29	1
229	259	29	1
230	259	29	1
181	260	29	1
187	261	29	1
229	261	29	1
230	261	29	1
231	263	29	1
232	263	29	1
178	264	29	1
215	264	29	1
237	264	29	2
248	264	29	1
235	265	29	1
249	265	29	1
232	266	29	1
237	266	29	1
192	267	29	1
194	267	29	1
197	267	29	1
231	267	29	1
232	267	29	1
234	267	29	1
236	267	29	1
194	268	29	1
226	268	29	1
236	268	29	1
204	269	29	1
175	270	29	1
215	270	29	1
227	270	29	1
230	270	29	1
231	270	29	2
232	270	29	1
237	270	29	1
239	270	29	1
182	271	29	1
229	271	29	1
238	271	29	1
251	271	29	1
233	272	29	2
234	272	29	1
212	273	29	1
236	273	29	1
238	273	29	1
249	273	29	1
250	273	29	1
213	274	29	1
235	274	29	1
238	274	29	2
247	274	29	1
237	275	29	1
240	275	29	1
204	276	29	1
238	276	29	1
241	276	29	3
250	276	29	2
252	276	29	1
205	277	29	1
240	277	29	1
247	277	29	1
208	278	29	1
236	278	29	1
237	278	29	1
244	278	29	1
206	279	29	1
246	279	29	1
249	279	29	1
252	279	29	1
254	279	29	1
256	279	29	1
238	280	29	1
245	280	29	2
247	280	29	1
214	281	29	1
232	281	29	2
233	281	29	1
235	281	29	2
249	281	29	1
250	281	29	1
251	282	29	1
254	282	29	1
215	283	29	1
231	283	29	1
232	283	29	1
236	283	29	1
238	283	29	1
250	283	29	1
232	284	29	3
234	284	29	1
236	284	29	1
237	284	29	1
243	284	29	1
246	284	29	2
249	284	29	2
236	285	29	1
238	285	29	1
239	285	29	1
241	285	29	2
242	285	29	1
246	285	29	1
248	285	29	1
234	286	29	1
236	286	29	1
243	286	29	1
247	286	29	1
248	286	29	2
252	286	29	1
226	287	29	1
228	287	29	1
231	287	29	1
233	287	29	2
234	287	29	2
238	287	29	1
244	287	29	2
226	288	29	2
236	288	29	1
240	288	29	1
243	288	29	1
244	288	29	1
225	289	29	1
234	289	29	1
235	289	29	1
237	289	29	1
246	289	29	1
250	289	29	1
225	290	29	1
227	290	29	1
228	290	29	1
237	290	29	2
240	290	29	1
225	292	29	1
227	292	29	1
237	292	29	1
239	292	29	2
245	292	29	1
249	292	29	1
257	292	29	2
223	293	29	1
237	293	29	1
242	293	29	1
247	293	29	1
221	294	29	1
224	294	29	1
238	294	29	1
240	294	29	1
242	294	29	1
243	294	29	1
244	294	29	1
246	294	29	2
240	295	29	1
244	295	29	1
245	295	29	1
223	296	29	1
252	296	29	1
255	296	29	2
242	297	29	1
219	298	29	2
224	298	29	1
238	298	29	2
239	298	29	1
242	298	29	2
248	298	29	1
222	299	29	1
227	299	29	1
237	299	29	1
239	299	29	1
252	299	29	1
221	300	29	2
225	300	29	2
247	300	29	1
224	301	29	1
241	301	29	2
247	301	29	1
235	302	29	1
229	250	30	1
225	251	30	1
215	252	30	1
233	252	30	1
215	254	30	1
231	254	30	1
191	255	30	1
215	255	30	1
230	255	30	1
236	255	30	1
233	256	30	1
235	256	30	1
181	257	30	1
183	257	30	1
190	257	30	2
203	257	30	1
227	257	30	2
230	257	30	1
240	257	30	2
175	258	30	1
176	258	30	1
236	258	30	1
205	259	30	3
206	259	30	1
219	259	30	1
224	259	30	1
226	259	30	1
228	259	30	1
229	259	30	1
237	259	30	1
238	259	30	1
241	259	30	1
184	260	30	1
197	260	30	1
216	260	30	2
228	260	30	2
235	260	30	1
238	260	30	1
240	260	30	1
184	261	30	1
187	261	30	1
188	261	30	2
196	261	30	1
198	261	30	1
209	261	30	1
224	261	30	1
225	261	30	1
226	261	30	1
227	261	30	1
229	261	30	1
230	261	30	1
232	261	30	2
238	261	30	1
241	261	30	1
249	261	30	1
187	262	30	1
188	262	30	1
223	262	30	1
226	262	30	1
227	262	30	1
233	262	30	1
240	262	30	2
246	262	30	1
251	262	30	1
179	263	30	1
182	263	30	2
185	263	30	1
189	263	30	1
197	263	30	1
226	263	30	1
227	263	30	1
230	263	30	1
232	263	30	2
248	263	30	1
178	264	30	1
194	264	30	1
211	264	30	1
222	264	30	1
225	264	30	1
227	264	30	1
231	264	30	4
233	264	30	2
236	264	30	1
238	264	30	1
183	265	30	1
193	265	30	1
197	265	30	2
211	265	30	1
216	265	30	1
217	265	30	1
228	265	30	1
231	265	30	1
233	265	30	1
234	265	30	1
235	265	30	2
238	265	30	2
246	265	30	1
247	265	30	1
248	265	30	1
189	266	30	1
193	266	30	1
197	266	30	1
211	266	30	1
214	266	30	2
215	266	30	1
219	266	30	1
226	266	30	1
228	266	30	1
229	266	30	1
231	266	30	1
232	266	30	1
233	266	30	1
241	266	30	3
182	267	30	1
191	267	30	1
196	267	30	1
214	267	30	1
235	267	30	1
236	267	30	1
237	267	30	1
238	267	30	1
240	267	30	1
244	267	30	1
246	267	30	1
247	267	30	1
172	268	30	2
189	268	30	1
196	268	30	1
211	268	30	1
235	268	30	1
238	268	30	1
243	268	30	2
244	268	30	1
246	268	30	1
247	268	30	1
249	268	30	1
194	269	30	1
196	269	30	2
197	269	30	1
232	269	30	1
235	269	30	1
236	269	30	1
237	269	30	1
238	269	30	1
244	269	30	2
248	269	30	1
249	269	30	3
178	270	30	1
179	270	30	2
195	270	30	2
197	270	30	1
215	270	30	1
217	270	30	1
223	270	30	1
227	270	30	1
231	270	30	1
234	270	30	1
238	270	30	1
244	270	30	1
245	270	30	1
249	270	30	1
176	271	30	1
194	271	30	1
229	271	30	2
239	271	30	1
243	271	30	1
181	272	30	1
182	272	30	1
184	272	30	2
203	272	30	1
207	272	30	1
250	272	30	1
181	273	30	1
203	273	30	1
204	273	30	1
211	273	30	2
231	273	30	1
236	273	30	1
177	274	30	1
181	274	30	1
203	274	30	1
208	274	30	1
209	274	30	1
211	274	30	1
239	274	30	1
247	274	30	1
182	275	30	1
183	275	30	1
184	275	30	1
212	275	30	1
213	275	30	2
239	275	30	2
240	275	30	1
249	275	30	1
250	275	30	1
206	276	30	1
207	276	30	2
243	276	30	1
246	276	30	1
241	277	30	2
243	277	30	1
245	277	30	2
249	277	30	2
250	277	30	1
251	277	30	1
201	278	30	1
205	278	30	1
230	278	30	1
235	278	30	1
237	278	30	1
238	278	30	1
249	278	30	1
207	279	30	1
221	279	30	2
243	279	30	1
247	279	30	1
249	279	30	1
252	279	30	2
254	279	30	1
178	280	30	1
183	280	30	1
206	280	30	1
226	280	30	1
233	280	30	1
236	280	30	1
245	280	30	1
246	280	30	1
247	280	30	1
248	280	30	1
254	280	30	1
175	281	30	1
181	281	30	1
224	281	30	1
243	281	30	1
246	281	30	1
172	282	30	1
182	282	30	1
223	282	30	1
229	282	30	1
236	282	30	1
241	282	30	1
247	282	30	1
250	282	30	1
251	282	30	1
254	282	30	2
205	283	30	2
215	283	30	1
238	283	30	1
239	283	30	1
240	283	30	1
242	283	30	1
246	283	30	2
249	283	30	2
173	284	30	1
177	284	30	1
219	284	30	3
220	284	30	1
221	284	30	1
225	284	30	2
226	284	30	1
236	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
242	284	30	1
252	284	30	1
206	285	30	2
222.5	285.5	30.5	1
224	285	30	2
229	285	30	1
242	285	30	1
245	285.666666666667	31	2
252	285	30	1
254	285	30	1
255	285	30	2
180	286	30	1
205	286	30	1
235	286	30	1
238	286	30	1
240	286	30	1
243	286	30	1
257	286	30	1
207	287	30	1
222	287	30	1
233	287	30	1
237	287.5	30.5	1
243	287	30	2
246	287	30	1
250	287	30	1
223	288	30	1
228	288	30	1
231	288	30	1
233	288	30	2
234	288	30	1
236	288	30	1
239	288	30	1
241	288	30	1
247	288	30	1
252	288	30	1
253	288	30	1
199	289	30	1
221	289	30	1
233	289	30	1
235	289	30	2
243	289	30	2
252	289	30	1
220	290	30	2
226	290	30	2
227	290	30	1
232	290	30	1
235	290	30	1
239	290	30	1
240	290	30	1
242	290	30	2
245	290	30	1
250	290	30	1
198	291	30	1
226	291	30	1
229	291	30	1
232	291	30	1
246	291	30	1
247	291	30	1
249	291	30	2
255	291	30	2
194	292	30	2
197	292	30	1
203	292	30	1
229	292	30	1
230	292	30	1
231	292	30	1
237	292	30	1
241	292	30	1
243	292	30	1
248	292	30	1
223	293	30	1
234	293	30	1
236	293	30	1
239	293	30	1
241	293	30	2
243	293	30	1
245	293	30	1
189	294	30	2
220	294	30	1
236	294	30	1
240	294	30	1
244	294	30	1
251	294	30	1
197	295	30	3
222	295	30	1
226	295	30	1
247	295	30	2
252	295	30	1
253	295	30	1
257	295	30	1
186	296	30	1
228	296	30	1
235	296	30	1
241	296	30	1
247	296	30	1
253	296	30	1
220	297	30	1
227	297	30	1
238	297	30	2
243	297	30	1
215	298	30	1
220	298	30	1
221	298	30	2
224	298	30	1
232	298	30	1
233	298	30	1
235	298	30	1
236	298	30	1
237	298	30	2
241	298	30	1
249	298	30	1
252	298	30	1
216	299	30	1
231	299	30	1
236	299	30	1
240	299	30	1
247	299	30	2
248	299	30	1
250	299	30	1
230	300	30	1
232	300	30	1
233	300	30	1
242	300	30	1
251	300	30	1
225	301	30	2
239	301	30	1
251	301	30	1
247	302	30	1
225	303	30	3
240	303	30	1
241	303	30	1
243	303	30	1
246	303	30	1
220	304	30	1
233	304	30	1
234	304	30	1
235	304	30	1
238	304	30	1
223	305	30	1
236	305	30	1
237	305	30	1
240	305	30	2
242	305	30	1
238	306	30	1
235	251	31	2
229	252	31	1
225	253	31	1
237	253	31	1
238	253	31	1
226	254	31	2
232	254	31	1
233	255	31	1
207	256	31	1
236	256	31	1
239	256	31	1
202	257	31	1
214	257	31	2
215	257	31	2
216	257	31	1
230	257	31	1
233	257	31	1
236	257	31	1
239	257	31	1
240	257	31	3
190	258	31	1
205	258	31	1
230	258	31	2
231	258	31	1
234	258	31	1
239	258	31	1
188	259	31	1
209	259	31	1
218	259	31	1
219	259	31	1
230	259	31	1
237	259	31	2
242	259	31	1
188	260	31	1
190	260	31	1
191	260	31	1
209	260	31	1
212	260	31	1
220	260	31	1
227	260	31	1
237	260	31	1
238	260	31	1
245	260	31	1
246	260	31	1
181	261	31	1
217	261	31	1
227	261	31	1
228	261	31	1
230	261	31	1
235	261	31	1
243	261	31	1
195	262	31	2
210	262	31	1
211	262	31	1
217	262	31	1
218	262	31	2
219	262	31	1
220	262	31	3
226	262	31	2
233	262	31	1
238	262	31	1
249	262	31	3
186	263	31	1
198	263	31	2
218	263	31	1
219	263	31	1
221	263	31	1
227	263	31	2
229	263	31	1
230	263	31	1
232	263	31	1
236	263	31	2
240	263	31	1
248	263	31	1
189	264	31	3
204	264	31	1
209	264	31	1
214	264	31	1
217	264	31	2
220	264	31	1
221	264	31	1
231	264	31	3
232	264	31	1
240	264	31	1
244	264	31	2
248	264	31	2
249	264	31	1
185	265	31	1
194	265	31	1
200	265	31	1
226	265	31	1
231	265	31	1
233	265	31	1
239	265	31	1
243	265	31	1
250	265	31	1
187	266	31	1
198	266	31	1
213	266	31	1
220	266	31	1
221	266	31	1
231	266	31	1
232	266	31	1
236	266	31	1
243	266	31	2
176	267	31	1
194	267	31	2
196	267	31	1
219	267	31	1
224	267	31	1
227	267	31	1
230	267	31	1
235	267	31	1
237	267	31	1
238	267	31	1
242	267	31	1
245	267	31	1
183	268	31	1
224	268	31	2
231	268	31	3
234	268	31	1
240	268	31	3
242	268	31	1
243	268	31	1
173	269	31	1
199	269	31	3
201	269	31	1
204	269	31	1
206	269	31	1
215	269	31	1
234	269	31	1
178	270	31	1
199	270	31	1
207	270	31	3
216	270	31	1
234	270	31	1
239	270	31	1
240	270	31	2
249	270	31	2
171	271	31	1
185	271	31	1
199	271	31	1
214	271	31	2
226	271	31	1
238	271	31	2
239	271	31	1
240	271	31	1
249	271	31	1
176	272	31	1
183	272	31	1
184	272	31	2
185	272	31	1
205	272	31	1
211	272	31	1
212	272	31	1
215	272	31	1
216	272	31	1
230	272	31	1
232	272	31	2
241	272	31	2
248	272	31	1
249	272	31	1
251	272	31	1
184	273	31	1
207	273	31	1
210	273	31	2
212	273	31	1
229	273	31	1
236	273	31	2
238	273	31	2
239	273	31	1
240	273	31	1
249	273	31	1
250	273	31	1
203	274	31	1
204	274	31	2
210	274	31	1
213	274	31	3
230	274	31	2
232	274	31	1
236	274	31	1
240	274	31	1
244	274	31	1
247	274	31	1
250	274	31	1
206	275	31	1
229	275	31	1
236	275	31	1
241	275	31	2
244	275	31	1
176	276	31	1
181	276	31	1
184	276	31	1
198	276	31	1
226	276	31	3
237	276	31	1
238	276	31	1
246	276	31	2
174	277	31	1
204	277	31	1
209	277	31	1
236	277	31	1
241	277	31	1
243	277	31	1
247	277	31	1
208	278	31	2
237	278	31	1
240	278	31	1
243	278	31	1
244	278	31	1
249	278	31	1
178	279	31	1
207	279	31	1
236	279	31	1
237	279	31	1
244	279	31	2
245	279	31	1
246	279	31	2
247	279	31	2
253	279	31	1
254	279	31	1
176	280	31	1
181	280	31	1
217	280	31	1
219	280	31	1
220	280	31	1
237	280	31	1
241	280	31	1
249	280	31	1
250	280	31	1
176	281	31	1
219	281	31	2
223	281	31	2
224	281	31	1
231	281	31	2
241	281	31	1
243	281	31	1
250	281	31	1
251	281	31	1
180	282	31	1
232	282	31	1
239	282	31	1
244	282	31	1
252	282	31	1
254	282	31	1
256	282	31	1
176	283	31	1
179	283	31	1
181	283	31	1
228	283	31	2
234	283	31	1
240	283	31	1
246	283	31	1
179	284	31	1
209	284	31	1
219	284	31	1
222	284	31	1
235	284	31	2
241	284	31	1
243	284	31	1
244	284	31	1
249	284	31	1
254	284	31	1
257	284	31	1
218	285	31	1
223	285	31	1
225	285	31	2
226	285	31	1
234	285	31	1
236	285	31	2
243	285	31	1
245	285	31	2
248	285	31	1
250	285	31	1
253	285	31	1
255	285	31	1
256	285	31	1
218	286	31	2
220	286	31	1
227	286	31	3
231	286	31	1
238	286	31	1
246	286	31	2
252	286	31	2
219	287	31	1
220	287	31	1
222	287	31	1
227	287	31	1
234	287	31	1
236	287	31	1
237	287	31	1
243	287	31	1
244	287	31	1
187	288	31	1
220	288	31	1
221	288	31	2
223	288	31	1
230	288	31	1
231	288	31	3
233	288	31	1
241	288	31	1
245	288	31	2
246	288	31	1
247	288	31	1
249	288	31	2
251	288	31	1
185	289	31	1
200	289	31	1
222	289	31	1
231	289	31	2
234	289	31	1
237	289	31	1
242	289	31	1
243	289	31	1
245	289	31	1
252	289	31	1
221	290	31	1
222	290	31	1
230	290	31	1
232	290	31	1
247	290	31	1
248	290	31	1
198	291	31	1
200	291	31	1
222	291	31	1
223	291	31	1
229	291	31	1
237	291	31	1
240	291	31	1
227	292	31	1
230	292	31	2
242	292	31	1
252	292	31	1
256	292	31	1
222	293	31	1
230	293	31	1
231	293	31	1
234	293	31	1
236	293	31	1
251	293	31	1
256	293	31	1
220	294	31	1
221	294	31	1
224	294	31	2
233	294	31	1
235	294	31	1
237	294	31	1
241	294	31	1
245	294	31	1
246	294	31	1
251	294	31	2
252	294	31	1
253	294	31	1
220	295	31	1
221	295	31	1
222	295	31	1
223	295	31	1
229	295	31	1
232	295	31	2
241	295	31	1
243	295	31	3
248	295	31	1
252	295	31	2
257	295	31	1
200	296	31	2
228	296	31	2
229	296	31	1
235	296	31	1
240	296	31	2
245	296	31	1
248	296	31	1
250	296	31	1
252	296	31	1
226	297	31	2
227	297	31	1
246	297	31	1
224	298	31	1
228	298	31	1
235	298	31	1
247	298	31	1
252	298	31	1
253	298	31	1
230	299	31	1
233	299	31	1
236	299	31	2
237	299	31	1
243	299	31	2
248	299	31	1
223	300	31	1
230	300	31	1
231	300	31	1
235	300	31	1
244	300	31	2
250	300	31	1
221	301	31	1
225	301	31	2
229	301	31	1
237	301	31	1
247	301	31	1
224	302	31	2
226	302	31	1
242	302	31	1
244	302	31	1
248	302	31	1
223	303	31	1
224	303	31	1
232	303	31	1
234	303	31	1
239	303	31	1
242	303	31	2
243	303	31	1
245	303	31	1
238	304	31	1
225	305	31	1
235	305	31	1
237	305	31	1
231	306	31	2
236	306	31	1
226	250	32	1
226	251	32	1
228	251	32	1
214	252	32	1
193	253	32	1
218	253	32	1
221	253	32	1
224	253	32	1
227	253	32	1
231	253	32	1
240	253	32	2
215	254	32	1
216	254	32	1
230	254	32	1
214	255	32	1
223	255	32	1
226	255	32	1
227	255	32	2
230	255	32	1
235	255	32	1
229	256	32	2
234	256	32	2
237	256	32	1
192	257	32	1
218	257	32	1
228	257	32	1
230	257	32	1
238	257	32	1
182	258	32	1
207	258	32	1
214	258	32	1
215	258	32	2
217	258	32	1
233	258	32	1
193	259	32	2
213	259	32	1
217	259	32	1
222	259	32	1
228	259	32	1
242	259	32	1
244	259	32	1
182	260	32	1
192	260	32	1
203	260	32	1
210	260	32	1
211	260	32	1
218	260	32	1
220	260	32	1
228	260	32	1
236	260	32	1
237	260	32	1
244	260	32	1
245	260	32	1
248	260	32	1
195	261	32	1
210	261	32	1
216	261	32	2
220	261	32	2
224	261	32	2
229	261	32	2
237	261	32	1
242	261	32	1
244	261	32	1
246	261	32	1
207	262	32	1
218	262	32	3
