x	y	z	Cholesterol biosynthesis
179	270	27	1
184	270	27	1
207	270	27	1
217	270	27	1
233	270	27	1
240	270	27	1
242	270	27	1
244	270	27	1
250	270	27	1
177	271	27	2
182	271	27	1
210	271	27	1
215	271	27	1
216	271	27	1
233	271	27	1
237	271	27	1
251	271	27	1
181	272	27	1
204	272	27	1
208	272	27	2
214	272	27	1
215	272	27	1
216	272	27	1
217	272	27	2
223	272	27	1
225	272	27	1
236	272	27	1
241	272	27	1
247	272	27	2
205	273	27	1
211	273	27	1
212	273	27	1
215	273	27	1
217	273	27	1
223	273	27	1
241	273	27	1
246	273	27	1
247	273	27	1
249	273	27	1
179	274	27	1
204	274	27	1
207	274	27	1
224	274	27	1
229	274	27	1
236	274	27	1
243	274	27	1
252	274	27	1
206	275	27	1
212	275	27	1
218	275	27	1
220	275	27	1
223	275	27	1
224	275	27	1
228	275	27	1
230	275	27	3
236	275	27	1
245	275	27	1
250	275	27	1
211	276	27	2
214	276	27	2
222	276	27	1
238	276	27	3
247	276	27	1
250	276	27	1
208	277	27	1
211	277	27	1
219	277	27	1
220	277	27	1
232	277	27	1
239	277	27	1
243	277	27	2
250	277	27	1
203	278	27	1
206	278	27	1
208	278	27	1
224	278	27	1
233	278	27	1
234	278	27	1
252	278	27	1
210	279	27	1
220	279	27	1
231	279	27	1
240	279	27	1
245	279	27	1
204	280	27	1
208	280	27	1
209	280	27	1
233	280	27	1
235	280	27	1
241	280	27	1
252	280	27	1
214	281	27	1
217	281	27	1
233	281	27	1
237	281	27	1
239	281	27	1
241	281	27	1
251	281	27	1
256	281	27	1
205	282	27	2
235	282	27	2
236	282	27	1
240	282	27	1
241	282	27	1
244	282	27	1
250	282	27	1
206	283	27	1
208	283	27	1
209	283	27	1
216	283	27	1
221	283	27	1
231	283	27	1
242	283	27	2
244	283	27	1
251	283	27	1
253	283	27	1
255	283	27	3
212	284	27	1
235	284	27	1
243	284	27	1
255	284	27	1
256	284	27	1
199	285	27	2
204	285	27	1
228	285	27	1
240	285	27	1
249	285	27	1
216	286	27	2
218	286	27	1
225	286	27	1
239	286	27	1
241	286	27	2
248	286	27	1
256	286	27	1
210	287	27	1
214	287	27	1
219	287	27	1
228	287	27	1
230	287	27	1
232	287	27	1
240	287	27	2
247	287	27	1
248	287	27	1
255	287	27	1
214	288	27	1
224	288	27	1
233	288	27	1
241	288	27	1
249	288	27	1
251	288	27	1
252	288	27	1
224	289	27	1
231	289	27	1
232	289	27	1
235	289	27	1
237	289	27	1
238	289	27	1
248	289	27	1
254	289	27	1
207	290	27	1
214	290	27	1
226	290	27	1
227	290	27	1
233	290	27	1
236	290	27	1
237	290	27	1
250	290	27	1
252	290	27	1
213	291	27	1
221	291	27	1
222	291	27	1
228	291	27	1
239	291	27	1
240	291	27	1
243	291	27	1
248	291	27	1
250	291	27	1
219	292	27	2
221	292	27	1
226	292	27	1
227	292	27	1
229	292	27	1
234	292	27	1
210	293	27	1
211	293	27	1
217	293	27	1
226	293	27	1
240	293	27	1
245	293	27	2
247	293	27	2
253	293	27	1
254	293	27	1
217	294	27	1
224	294	27	2
231	294	27	1
235	294	27	1
251	294	27	1
252	294	27	1
257	294	27	1
221	295	27	1
222	295	27	1
255	295	27	1
239	296	27	1
241	296	27	1
236	297	27	1
239	297	27	1
245	297	27	1
221	298	27	1
224	298	27	1
238	298	27	3
239	298	27	1
241	298	27	1
245	298	27	1
223	299	27	1
230	299	27	1
236	299	27	1
240	299	27	1
245	299	27	1
246	299	27	1
247	299	27	1
252	299	27	1
238	300	27	2
227	301	27	1
235	301	27	1
237	301	27	1
238	301	27	2
245	301	27	1
250	301	27	1
234	302	27	2
239	302	27	1
237	304	27	1
243	304	27	1
234	265	28	1
236	268	28	1
236	269	28	2
237	269	28	1
240	271	28	1
233	272	28	1
236	272	28	1
235	273	28	2
233	276	28	1
234	276	28	1
238	276	28	1
236	277	28	2
237	277	28	1
235	280	28	1
250	281	28	1
246	283	28	1
247	283	28	1
245	285	28	1
248	285	28	1
235	286	28	1
246	286	28	2
249	286	28	1
240	287	28	1
245	287	28	1
224	288	28	1
238	288	28	1
245	288	28	1
245	289	28	1
247	289	28	1
237	291	28	2
239	291	28	1
245	291	28	1
247	292	28	2
250	293	28	1
241	294	28	1
242	294	28	1
250	294	28	1
251	294	28	1
240	299	28	1
182	257	29	2
233	258	29	1
234	258	29	1
229	259	29	1
199	261	29	2
230	261	29	1
221	262	29	1
248	262	29	1
234	265	29	2
195	266	29	3
197	266	29	1
228	266	29	1
229	266	29	1
245	266	29	1
197	267	29	2
226	267	29	1
230	267	29	2
231	267	29	1
235	267	29	1
236	267	29	2
217	268	29	1
180	269	29	1
193	269	29	1
204	269	29	1
234	269	29	1
248	269	29	1
175	270	29	1
198	270	29	1
200	270	29	2
227	270	29	1
234	270	29	1
250	270	29	1
204	271	29	1
229	271	29	1
234	271	29	1
238	271	29	1
240	271	29	1
251	271	29	1
213	272	29	1
233	272	29	1
251	272	29	1
182	273	29	1
207	273	29	2
211	273	29	2
225	273	29	1
249	273	29	1
234	274	29	1
238	274	29	1
250	274	29	1
245	275	29	1
205	276	29	1
208	276	29	1
228	276	29	1
232	276	29	1
237	276	29	2
238	276	29	1
246	276	29	1
236	277	29	1
247	277	29	1
238	278	29	1
235	279	29	1
248	279	29	1
256	279	29	1
205	280	29	2
233	280	29	1
235	280	29	1
237	280	29	1
246	280	29	1
249	280	29	1
252	280	29	1
208	281	29	1
246	281	29	1
233	282	29	1
250	282	29	2
251	282	29	1
246	283	29	1
250	283	29	1
222	284	29	1
232	284	29	2
233	284	29	2
236	284	29	1
249	284	29	1
256	284	29	1
219	285	29	1
233	285	29	1
239	285	29	1
246	285	29	1
247	285	29	1
250	285	29	1
211	286	29	1
234	286	29	1
235	286	29	1
236	286	29	2
240	286	29	1
241	286	29	1
252	286	29	1
244	287	29	1
246	287	29	1
249	287	29	1
225	288	29	1
235	288	29	1
236	288	29	1
241	288	29	1
246	288	29	1
253	288	29	2
234	289	29	1
236	289	29	1
246	289	29	1
247	289	29	1
250	289	29	1
228	290	29	1
237	290	29	1
238	290	29	2
240	290	29	1
247	290	29	1
245	291	29	1
237	292	29	1
222	293	29	1
224	293	29	1
242	293	29	1
246	293	29	1
248	293	29	1
249	293	29	1
252	293	29	1
236	294	29	1
243	294	29	1
245	294	29	1
248	294	29	1
249	294	29	1
220	295	29	1
245	295	29	2
247	295	29	1
219	296	29	1
223	296	29	1
239	296	29	1
252	296	29	1
255	296	29	1
240	297	29	1
243	297	29	1
247	297	29	1
224	298	29	1
226	298	29	1
237	298	29	1
222	299	29	1
252	299	29	1
225	300	29	1
227	300	29	1
237	300	29	3
224	301	29	1
235	302	29	1
250	302	29	1
237	304	29	1
229	250	30	1
215	252	30	1
231	253	30	2
232	253	30	1
237	253	30	1
232	254	30	3
233	254	30	1
235	254	30	1
215	255	30	1
227	255	30	1
232	255	30	1
204	256	30	1
231	256	30	1
181	257	30	1
192	257	30	1
204	257	30	1
229	257	30	1
229	258	30	2
231	258	30	2
238	258	30	3
183	259	30	1
205	259	30	1
219	259	30	1
220	259	30	2
222	259	30	2
234	259	30	1
237	259	30	1
239	259	30	1
196	260	30	1
197	260	30	1
225	260	30	2
227	260	30	1
187	261	30	1
188	261	30	1
196	261	30	1
212	261	30	1
215	261	30	1
230	261	30	1
232	261	30	1
238	261	30	1
246	261	30	1
178	262	30	1
187	262	30	1
194	262	30	1
206	262	30	2
222	262	30	2
225	262	30	2
245	262	30	1
251	262	30	1
210	263	30	1
216	263	30	1
234	263	30	1
240	263	30	1
186	264	30	1
188	264	30	1
194	264	30	1
226	264	30	1
231	264	30	1
232	264	30	1
238	264	30	1
246	264	30	1
249	264	30	1
250	264	30	1
193	265	30	1
205	265	30	2
213	265	30	1
229	265	30	1
230	265	30	1
231	265	30	1
235	265	30	1
197	266	30	1
226	266	30	1
239.5	266.5	30.5	1
240	266	30	1
241	266	30	1
183	267	30	1
191	267	30	1
193	267	30	1
202	267	30	1
208	267	30	1
228	267	30	1
229	267	30	1
236	267	30	1
245	267	30	1
248	267	30	1
249	267	30	1
188	268	30	1
195	268	30	1
213	268	30	1
237	268	30	1
238	268	30	2
239	268	30	1
240	268	30	1
249	268	30	1
250	268	30	1
172	269	30	2
196	269	30	1
198	269	30	1
215	269	30	1
232	269	30	1
237	269	30	1
243	269	30	1
248	269	30	1
178	270	30	2
194	270	30	1
197	270	30	1
200	270	30	2
205	270	30	1
214	270	30	2
227	270	30	1
232	270	30	1
235	270	30	1
245	270	30	1
176	271	30	1
181	271	30	1
187	271	30	1
193	271	30	2
199	271	30	1
204	271	30	1
208	271	30	1
216	271	30	1
232	271	30	1
234	271	30	2
238	271	30	1
247	271	30	1
179	272	30	1
181	272	30	2
185	272	30	1
203	272	30	1
242	272	30	2
245	272	30	1
182	273	30	1
183	273	30	1
206	273	30	1
208	273	30	1
214	273	30	1
227	273	30	1
234	273	30	1
235	273	30	2
236	273	30	2
240	273	30	1
241	273	30	1
180	274	30	3
209	274	30	1
211	274	30	1
229	274	30	1
247	274	30	1
185	275	30	1
203	275	30	1
212	275	30	2
213	275	30	1
236	275	30	1
243	276	30	1
250	276	30	1
205	277	30	1
206	277	30	1
238	277	30	1
243	277	30	1
245	277	30	1
251	277	30	1
201	278	30	1
206	279	30	1
236	279	30	1
237	279	30	1
249	279	30	1
252	279	30	1
183	280	30	1
236	280	30	1
238	280	30	1
251	280	30	1
252	280	30	1
214	281	30	1
218	281	30	1
237	281	30	1
240	281	30	1
244	281	30	2
251	281	30	2
174	282	30	1
179	282	30	1
221	282	30	1
232	282	30	1
236	282	30	1
237	282	30	1
239	282	30	1
247	282	30	1
252	282	30	1
256	282	30	1
236	283	30	1
239	283	30	1
240	283	30	1
242	283	30	1
246	283	30	2
249	283	30	1
220	284	30	1
221	284	30	1
224	284	30	1
226	284	30	1
230	284	30	1
240	284	30	1
243	284	30	1
244	284	30	2
251	284	30	1
258	284	30	1
223	285	30	1
229	285	30	1
236	285	30	1
237	285	30	1
248	285	30	2
219	286	30	1
224	286	30	2
234	286	30	1
236	286	30	1
238	286	30	1
245	286	30	1
224	287	30	1
233	287	30	1
238.5	287.5	30.5	1
246	287	30	1
251	287	30	1
252	287	30	1
226	288	30	2
237	288	30	2
252	288	30	1
184	289	30	1
199	289	30	1
228	289	30	1
230	289	30	1
237	289	30	1
247	289	30	1
248	289	30	1
252	289	30	1
231	290	30	1
233	290	30	1
241	290	30	1
248	290	30	1
250	290	30	1
257	290	30	1
198	291	30	1
223	291	30	2
229	291	30	2
237	291	30	3
239	291	30	1
246	291	30	1
249	291	30	1
251	291	30	1
258	291	30	1
194	292	30	1
197	292	30	1
213	292	30	1
226	292	30	2
229	292	30	1
230	292	30	1
231	292	30	1
232	292	30	2
241	292	30	1
243	292	30	1
249	292	30	1
201	293	30	1
222	293	30	1
225	293	30	2
232	293	30	1
233	293	30	1
234	293	30	1
238	293	30	1
239	293	30	2
241	293	30	1
244	293	30	1
247	293	30	2
221	294	30	1
226	294	30	1
232	294	30	1
238	294	30	1
241	294	30	1
251	294	30	1
252	294	30	1
254	294	30	1
220	295	30	1
221	295	30	1
226	295	30	1
251	295	30	3
253	295	30	1
256	295	30	1
257	295	30	1
222	296	30	1
226	296	30	1
252	296	30	1
223	297	30	1
226	297	30	1
229	297	30	1
245	297	30	1
236	298	30	1
237	298	30	1
242	298	30	1
227	299	30	1
229	299	30	1
242	299	30	1
246	299	30	1
247	299	30	1
214	300	30	1
223	300	30	1
236	300	30	1
241	300	30	1
246	300	30	1
248	300	30	2
251	300	30	1
238	301	30	1
241	301	30	1
246	301	30	1
229	302	30	1
239	302	30	1
242	302	30	1
247	302	30	1
217	303	30	1
225	303	30	1
237	303	30	1
238	303	30	1
234	304	30	1
236	304	30	1
242	305	30	1
236	306	30	1
240	306	30	1
235	252	31	1
217	253	31	1
232	254	31	1
233	255	31	1
234	255	31	1
235	255	31	1
238	255	31	1
236	256	31	1
239	256	31	1
240	257	31	2
229	258	31	1
230	258	31	1
233	258	31	2
237	258	31	1
239	258	31	2
227	259	31	2
232	259	31	1
239	259	31	1
186	260	31	1
212	260	31	1
218	260	31	1
228	260	31	1
235	260	31	1
240	260	31	1
187	261	31	1
193	261	31	1
217	261	31	1
224	261	31	1
228	261	31	1
230	261	31	1
239	261	31	1
186	262	31	1
211	262	31	1
217	262	31	1
218	262	31	2
220	262	31	1
222	262	31	1
230	262	31	1
238	262	31	1
242	262	31	1
249	262	31	2
186	263	31	2
197	263	31	1
216	263	31	1
219	263	31	1
220	263	31	1
223	263	31	1
234	263	31	1
248	263	31	4
178	264	31	1
187	264	31	1
199	264	31	1
204	264	31	1
209	264	31	1
210	264	31	1
218	264	31	1
223	264	31	1
237	264	31	1
238	264	31	1
244	264	31	1
248	264	31	1
194	265	31	1
223	265	31	1
234	265	31	1
235	265	31	1
236	265	31	1
243	265	31	1
249	265	31	3
211	266	31	1
217	266	31	1
229	266	31	2
236	266	31	1
243	266	31	1
192	267	31	1
193	267	31	1
216	267	31	1
235	267	31	2
244	267	31	1
248	267	31	1
188	268	31	1
195	268	31	1
216	268	31	1
218	268	31	2
222	268	31	2
224	268	31	1
225	268	31	1
231	268	31	1
232	268	31	1
184	269	31	1
204	269	31	1
215	269	31	1
230	269	31	1
250	269	31	1
178	270	31	1
181	270	31	1
185	270	31	1
217	270	31	2
247	270	31	1
171	271	31	1
176	271	31	3
198	271	31	1
200	271	31	1
209	271	31	1
210	271	31	1
217	271	31	1
224	271	31	1
225	271	31	1
226	271	31	1
233	271	31	1
245	271	31	1
246	271	31	1
199	272	31	1
206	272	31	1
212	272	31	1
218	272	31	1
226	272	31	1
227	272	31	1
232	272	31	1
176	273	31	1
184	273	31	1
211	273	31	2
215	273	31	1
229	273	31	1
234	273	31	1
236	273	31	2
185	274	31	1
203	274	31	1
204	274	31	2
205	274	31	1
213	274	31	2
214	274	31	1
229	274	31	2
230	274	31	1
231	275	31	1
235	275	31	1
237	275	31	2
241	275	31	1
243	275	31	1
250	275	31	1
176	276	31	1
198	276	31	1
236	276	31	1
237	276	31	1
238	276	31	1
241	276	31	1
174	277	31	1
235	277	31	2
244	277	31	1
247	277	31	1
205	278	31	2
244	278	31	1
247	278	31	1
175	279	31	2
206	279	31	1
237	279	31	1
242	279	31	1
243	279	31	2
244	279	31	1
176	280	31	1
221	280	31	1
235	280	31	2
237	280	31	1
246	280	31	1
250	280	31	1
181	281	31	1
222	281	31	1
223	281	31	1
224	281	31	1
235	281	31	1
254	281	31	1
223	282	31	1
225	282	31	1
233	282	31	1
239	282	31	1
246	282	31	1
253	282	31	1
218	283	31	1
230	283	31	1
235	283	31	1
239	283	31	1
253	283	31	1
175	284	31	1
177	284	31	2
181	284	31	2
206	284	31	1
243	284	31	1
256	284	31	1
177	285	31	1
179	285	31	1
226	285	31	2
235	285	31	1
204	286	31	2
221	286	31	1
227	286	31	1
237	286	31	1
240	286	31	1
230	287	31	1
236	287	31	1
240	287	31	1
244	287	31	1
251	287	31	1
255	287	31	1
220	288	31	1
222	288	31	1
230	288	31	1
234	288	31	1
236	288	31	1
241	288	31	1
245	288	31	1
251	288	31	1
227	289	31	1
232	289	31	1
238	289	31	1
247	289	31	1
200	290	31	1
225	290	31	1
230	290	31	1
232	290	31	1
237	290	31	1
243	290	31	1
246	290	31	1
197	291	31	1
242	291	31	1
254	291	31	1
236	292	31	1
243	292	31	1
233	293	31	1
237	293	31	1
246	293	31	1
198	294	31	2
209	294	31	2
230	294	31	1
242	294	31	1
243	294	31	1
247	294	31	1
198	295	31	1
226	295	31	1
235	295	31	1
244	295	31	1
250	295	31	1
255	295	31	1
225	296	31	1
235	296	31	1
236	296	31	1
248	296	31	1
250	296	31	1
252	296	31	1
254	296	31	3
227	297	31	5
230	297	31	2
235	297	31	1
232	298	31	1
239	298	31	1
247	298	31	1
251	298	31	1
237	299	31	2
247	299	31	1
251	299	31	1
225	300	31	1
230	300	31	1
235	300	31	1
236	300	31	1
216	301	31	1
230	301	31	1
234	301	31	1
241	301	31	1
245	301	31	2
246	301	31	1
247	301	31	1
220	302	31	1
222	302	31	1
224	302	31	1
235	302	31	1
239	302	31	1
224	303	31	1
231	303	31	1
234	303	31	2
236	303	31	1
239	303	31	1
242	303	31	2
237	304	31	1
244	304	31	1
225	305	31	1
235	305	31	1
226	309	31	2
215	251	32	1
214	252	32	1
217	252	32	1
226	252	32	1
227	252	32	1
214	253	32	1
215	253	32	1
217	253	32	1
223	253	32	1
227	253	32	1
232	253	32	1
225	254	32	2
226	254	32	1
232	254	32	1
235	254	32	1
236	254	32	1
188	255	32	1
218	255	32	1
223	255	32	1
226	255	32	1
228	255	32	1
235	255	32	2
237	255	32	1
177	256	32	1
229	256	32	1
193	257	32	1
210	257	32	1
218	257	32	1
221	257	32	1
182	258	32	1
192	258	32	2
235	258	32	1
241	258	32	2
192	259	32	1
207	259	32	1
217	259	32	1
219	259	32	1
230	259	32	1
242	259	32	2
243	259	32	1
245	259	32	1
247	259	32	1
192	260	32	1
210	260	32	1
218	260	32	1
228	260	32	2
234	260	32	1
235	260	32	1
239	260	32	1
243	260	32	1
245	260	32	1
215	261	32	1
224	261	32	1
226	261	32	1
229	261	32	1
244	261	32	1
246	261	32	1
186	262	32	1
203	262	32	1
218	262	32	1
221	262.666666666667	33	1
224	262	32	1
235	262	32	1
194	263	32	1
200	263	32	1
208	263	32	1
224	263	32	1
227	263	32	1
237	263	32	1
249	263	32	1
250	263	32	1
251	263	32	2
191	264	32	1
194	264	32	1
204	264	32	1
212	264	32	1
230	264	32	1
231	264	32	1
233	264	32	1
238	264	32	1
239	264	32	1
247	264	32	1
189	265	32	1
192	265	32	1
196	265	32	1
198	265	32	1
203	265	32	1
204	265	32	1
206	265	32	1
213	265	32	1
215	265	32	1
218	265	32	1
221	265	32	1
230	265	32	1
233	265	32	1
235	265	32	1
178	266	32	1
184	266	32	2
188	266	32	2
195	266	32	1
197	266	32	1
216	266	32	1
221	266	32	1
230	266	32	1
232	266	32	1
234	266	32	1
251	266	32	1
252	266	32	1
184	267	32	1
186	267	32	1
188	267	32	1
211	267	32	1
221	267	32	1
225	267	32	1
228	267	32	1
233	267	32	1
238	267	32	1
242	267	32	1
243	267	32	1
194	268	32	1
195	268	32	1
212	268	32	1
214	268	32	1
224	268	32	1
233	268	32	1
238	268	32	2
252	268	32	1
180	269	32	1
182	269	32	1
186	269	32	1
193	269	32	1
194	269	32	1
215	269	32	1
238	269	32	1
239	269	32	1
243	269	32	1
244	269	32	1
245	269	32	1
249	269	32	2
251	269	32	3
181	270	32	2
185	270	32	1
201	270	32	1
222	270	32	1
224	270	32	1
233	270	32	1
234	270	32	1
248	270	32	1
249	270	32	1
202	271	32	1
209	271	32	1
210	271	32	1
211	271	32	1
227	271	32	1
249	271	32	1
251	271	32	1
181	272	32	1
184	272	32	1
186	272	32	1
198	272	32	1
200	272	32	2
207	272	32	1
209	272	32	1
228	272	32	1
234	272	32	1
237	272	32	1
245	272	32	1
201	273	32	1
208	273	32	1
211	273	32	2
213	273	32	2
215	273	32	1
225	273	32	1
228	273	32	1
243	273	32	2
254	273	32	1
174	274	32	1
184	274	32	1
185	274	32	1
203	274	32	1
205	274	32	2
207	274	32	1
208	274	32	1
209	274	32	1
215	274	32	1
235	274	32	1
240	274	32	1
243	274	32	2
250	274	32	1
181	275	32	1
215	275	32	1
216	275	32	1
237	275	32	1
175	276	32	1
204	276	32	1
215	276	32	1
228	276	32	1
236	276	32	1
238	276	32	2
239	276	32	1
241	276	32	1
246	276	32	1
204	277	32	1
205	277	32	1
214	277	32	1
237	277	32	1
240	277	32	2
248	277	32	1
249	277	32	1
234	278	32	1
235	278	32	1
236	278	32	1
237	278	32	1
240	278	32	1
248	278	32	1
178	279	32	1
181	279	32	1
220	279	32	1
240	279	32	1
173	280	32	1
175	280	32	2
176	280	32	1
178	280	32	1
208	280	32	1
217	280	32	1
223	280	32	1
246	280	32	1
248	280	32	1
175	281	32	1
186	281	32	1
211	281	32	1
226	281	32	1
231	281	32	1
233	281	32	1
241	281	32	1
227	282	32	1
244	282	32	1
246	282	32	1
249	282	32	1
173	283	32	1
175	283	32	1
211	283	32	1
221	283	32	1
224	283	32	1
238	283	32	1
240	283	32	2
242	283	32	1
246	283	32	1
184	284	32	1
210	284	32	1
241	284	32	1
176	285	32	1
229	285	32	1
250	285	32	1
253	285	32	1
174	286	32	2
218	286	32	1
239	286	32	1
248	286	32	2
249	286	32	1
177	287	32	1
187	287	32	1
207	287	32	2
219	287	32	2
223	287	32	1
233	287	32	1
236.5	287.5	32.5	1
245	287	32	1
246	287	32	1
248	287	32	1
255	287	32	1
234	288	32	1
236	288	32	1
242	288	32	1
244	288	32	1
249	288	32	1
253	288	32	1
233	289	32	1
235	289	32	1
242	289	32	2
243	289	32	1
253	289	32	1
187	290	32	1
226	290	32	1
232	290	32	1
236	290	32	1
243	290	32	1
244	290	32	2
245	290	32	1
247	290	32	1
248	290	32	1
252	290	32	1
224	291	32	1
229	291	32	1
233.333333333333	291.333333333333	33	1
243	291	32	1
188	292	32	1
197	292	32	1
204	292	32	1
218	292	32	1
238	292	32	1
246	292	32	1
256	292	32	1
221	293	32	1
225	293	32	1
234	293	32	1
241	293	32	1
245	293	32	2
256	293	32	1
199	294	32	1
230	295	33	1
233	294	32	1
238	294	32	2
242	294	32	1
244	294	32	2
245	294	32	1
246	294	32	1
247	294	32	1
220	295	32	1
226	295	32	2
227	295	32	1
231	295	32	1
240	295	32	1
244	295	32	1
250	295	32	2
251	295	32	1
202	296	32	1
231	296	32	1
241	296	32	1
244	296	32	1
247	296	32	1
251	296	32	1
252	296	32	1
250	297	32	1
228	298	32	1
234	298	32	1
244	298	32	1
246	298	32	1
247	298	32	1
249	298	32	1
251	298	32	1
196	299	32	1
197	299	32	1
233	299	32	1
235	299	32	1
242	299	32	1
244	300	32	1
248	300	32	1
225	301	32	1
246	301	32	1
223	302	32	1
230	302	32	1
231	302	32	1
233	302	32	2
207	303	32	1
222	303	32	1
226	303	32	1
235	303	32	1
235	304	32	1
244	304	32	1
222	306	32	1
230	306	32	1
236	306	32	1
241	306	32	1
206	307	32	1
234	307	32	1
235	307	32	1
220	308	32	1
236	308	32	1
224	309	32	1
227	309	32	1
232	309	32	1
231	310	32	1
233	310	32	1
229	312	32	1
228	249	33	1
232	249	33	1
229	252	33	1
221	253	33	1
225	253	33	1
231	253	33	2
223	254	33	2
225	254	33	1
241	254	33	2
223	255	33	1
226	255	33	1
216	256	33	1
222	256	33	2
240	256	33	1
218	257	33	1
219	257	33	1
220	257	33	1
224	257	33	1
215	258	33	1
218	258	33	1
221	258	33	1
230	258	33	2
232	258	33	2
233	258	33	1
239	258	33	1
215	259	33	1
224	259	33	1
228	259	33	1
229	259	33	1
244	259	33	1
224	260	33	1
243	260	33	1
208	261	33	2
211	261	33	2
218	261	33	1
224	261	33	1
225	261	33	2
229	261	33	2
232	261	33	1
235	261	33	1
238	261	33	2
240	261	33	1
241	261	33	1
244	261	33	1
191	262	33	1
196	262	33	1
209	262	33	1
210	262	33	1
221	262	33	1
229	262	33	1
240	262	33	1
245	262	33	1
183	263	33	1
185	263	33	1
199	263	33	1
214	263	33	1
218	263	33	1
220	263	33	1
223	263	33	2
251	263	33	1
186	264	33	1
187	264	33	2
190	264	33	2
209	264	33	1
216	264	33	1
223	264	33	1
229	264	33	1
235	264	33	1
246	264	33	1
192	265	33	1
194	265	33	1
195	265	33	1
207	265	33	1
221	265	33	2
223	265	33	1
235	265	33	1
243	265	33	1
248	265	33	1
