x	y	z	Senescence-Associated Secretory Phenotype (SASP)
232	304	34	1
235	304	34	1
199	305	34	1
204	305	34	1
225	305	34	2
227	305	34	1
232	305	34	3
237	305	34	2
225	306	34	2
226	306	34	1
232	306	34	1
235	306	34	2
236	306	34	1
244	306	34	1
201	307	34	2
221	307	34	1
224	307	34	1
232	307	34	1
234	307	34	1
236	307	34	1
237	307	34	1
243	307	34	1
226	308	34	2
236	308	34	1
241	308	34	1
242	308	34	1
223	309	34	2
224	309	34	4
232	309	34	1
237	309	34	2
242	309	34	1
226	310	34	1
229	310	34	1
231	310	34	1
238	310	34	1
240	310	34	2
241	310	34	3
218	311	34	1
222	311	34	1
224	311	34	2
227	311	34	1
228	311	34	1
231	311	34	1
235	311	34	1
224	312	34	2
235	312	34	1
226	313	34	2
232	313	34	1
236	313	34	1
226	314	34	1
234	314	34	1
227	315	34	3
228	315	34	2
230	315	34	1
230	316	34	1
233	316	34	1
232	317	34	2
233	317	34	2
211	318	34	2
230	248	35	1
224	251	35	1
226	253	35	1
229	253	35	1
232	253	35	1
224	254	35	1
226	254	35	1
227	254	35	1
230	254	35	1
235	254	35	1
240	254	35	1
209	255	35	1
222	255	35	1
224	255	35	1
218	256	35	2
220	256	35	1
223	256	35	1
226	256	35	2
226	257	35	1
227	257	35	1
240	257	35	1
243	257	35	1
218	258	35	1
221	258	35	1
225	258	35	2
227	258	35	2
228	258	35	2
230	258	35	2
239	258	35	1
240	258	35	1
242	258	35	1
182	259	35	2
217	259	35	2
220	259	35	1
221	259	35	3
222	259	35	1
225	259	35	1
226.5	259.5	35.5	2
239	259	35	1
241	259	35	1
190	260	35	1
216	260	35	2
218	260	35	1
220	260	35	1
223	260	35	1
224	260	35	1
228	260	35	1
231	260	35	1
236	260	35	1
238	260	35	1
208	261	35	1
211	261	35	1
213	261	35	1
216	261	35	1
219	261	35	1
227	261	35	1
228	261	35	1
232	261	35	1
237	261	35	1
238	261	35	1
242	261	35	1
243	261	35	1
245	261	35	1
189	262	35	1
190	262	35	1
210	262	35	1
213	262	35	1
215	262	35	1
232	262	35	1
236	262	35	2
240	262	35	1
241	262	35	1
243	262	35	1
245	262	35	1
191	263	35	1
210	263	35	1
211	263	35	2
217	263	35	1
219	263	35	1
221	263	35	2
227	263	35	1
230	263	35	1
233	263	35	1
234	263	35	1
190	264	35	2
191	264	35	1
192	264	35	1
216	264	35	2
222	264	35	2
223	264	35	1
224	264	35	1
225	264	35	1
229	264	35	1
230	264	35	1
234	264	35	1
237	264	35	1
238	264	35	2
240	264	35	1
243	264	35	1
250	264	35	2
185	265	35	1
190	265	35	2
194	265	35	1
195	265	35	1
196	265	35	1
202	265	35	4
204	265	35	2
207	265	35	1
211	265	35	2
212	265	35	1
218	265	35	3
219	265	35	1
220	265	35	2
224	265	35	1
231	265	35	2
232	265	35	1
233	265	35	1
238	265	35	1
239	265	35	1
245	265	35	1
249	265	35	4
178	266	35	1
187	266	35	1
188	266	35	1
190	266	35	2
210	266	35	1
219	266	35	1
220	266	35	1
223	266	35	1
230	266	35	1
234	266	35	1
238	266	35	1
239	266	35	1
240	266	35	1
242	266	35	1
245	266	35	1
246	266	35	1
250	266	35	1
251	266	35	2
185	267	35	1
187	267	35	2
188	267	35	1
194	267	35	3
196	267	35	2
206	267	35	2
207	267	35	1
210	267	35	1
212	267	35	1
214	267	35	1
215	267	35	1
216	267	35	1
218	267	35	1
219	267	35	1
225	267	35	1
233	267	35	1
238	267	35	1
246	267	35	1
249	267	35	1
177	268	35	1
189	268	35	1
193	268	35	1
195	268	35	1
202	268	35	2
207	268	35	1
210	268	35	1
218	268	35	1
220	268	35	2
222	268	35	2
225	268	35	1
232	268	35	1
239	268	35	2
240	268	35	1
247	268	35	1
172	269	35	2
188	269	35	1
191	269	35	1
193	269	35	1
202	269	35	1
212	269	35	1
217	269	35	1
224	269	35	1
235	269	35	1
238	269	35	1
239	269	35	1
247	269	35	1
248	269	35	1
250	269	35	1
179	270	35	2
181	270	35	1
188	270	35	3
190	270	35	3
193	270	35	1
206	270	35	1
207	270	35	2
216	270	35	1
217	270	35	1
218	270	35	1
236	270	35	2
240	270	35	1
243	270	35	1
246	270	35	1
247	270	35	1
249	270	35	1
250	270	35	1
171	271	35	1
177	271	35	1
181	271	35	1
201	271	35	1
209	271	35	1
214	271	35	1
216	271	35	1
225	271	35	1
228	271	35	1
238	271	35	1
241	271	35	1
245	271	35	2
247	271	35	2
173	272	35	1
174	272	35	2
176	272	35	2
179	272	35	1
183	272	35	2
185	272	35	1
190	272	35	1
191	272	35	1
192	272	35	1
197	272	35	2
206	272	35	2
207	272	35	1
214	272	35	1
215	272	35	1
232	272	35	1
234	272	35	1
243	272	35	2
179	273	35	2
181	273	35	1
185	273	35	1
187	273	35	2
206	273	35	2
208	273	35	1
218	273	35	1
227	273	35	2
228	273	35	2
238	273	35	2
239	273	35	1
242	273	35	1
245	273	35	2
176	274	35	1
179	274	35	1
183	274	35	1
184	274	35	1
186	274	35	2
187	274	35	1
202	274	35	1
204	274	35	1
210	274	35	2
213	274	35	1
217	274	35	1
218	274	35	1
223	274	35	1
231	274	35	1
235	274	35	1
239	274	35	1
176	275	35	1
178	275	35	1
184	275	35	1
207	275	35	1
220	275	35	1
235	275	35	2
239	275	35	1
245	275	35	2
202	276	35	1
209	276	35	2
217	276	35	1
222	276	35	1
232	276	35	1
233	276	35	1
239	276	35	1
242	276	35	1
248	276	35	1
175	277	35	1
187	277	35	1
202	277	35	1
204	277	35	1
206	277	35	1
211	277	35	1
219	277	35	1
230	277	35	2
232	277	35	2
238	277	35	1
174	278	35	1
178	278	35	2
179	278	35	1
183	278	35	2
188	278	35	2
190	278	35	1
198	278	35	2
222	278	35	1
225	278	35	1
231	278	35	1
172	279	35	1
179	279	35	2
190	279	35	1
204	279	35	1
205	279	35	1
210	279	35	1
212	279	35	2
214	279	35	1
227	279	35	4
235	279	35	1
237	279	35	1
238	279	35	1
241	279	35	1
245	279	35	1
246	279	35	1
173	280	35	1
175	280	35	1
199	280	35	1
203	280	35	1
205	280	35	1
211	280	35	1
212	280	35	1
217	280	35	1
223	280	35	1
224	280	35	1
232	280	35	2
234	280	35	2
174	281	35	1
179	281	35	1
187	281	35	2
206	281	35	1
208	281	35	2
210	281	35	1
211	281	35	1
216	281	35	1
221	281	35	1
222	281	35	1
226	281	35	1
234	281	35	1
235	281	35	1
245	281	35	1
175	282	35	2
186	282	35	1
202	282	35	1
203	282	35	1
205	282	35	1
207	282	35	1
208	282	35	1
213	282	35	1
214	282	35	1
242	282	35	1
245	282	35	1
181	283	35	1
203	283	35	1
204	283	35	1
208	283	35	1
209	283	35	1
211	283	35	1
215	283	35	1
229	283	35	1
233	283	35	1
245	283	35	1
177	284	35	1
184	284	35	2
188	284	35	1
203	284	35	1
214	284	35	1
215	284	35	1
219	284	35	3
220	284	35	1
225	284	35	1
226	284	35	2
233	284	35	1
237	284	35	1
238	284	35	1
242	284	35	1
243	284	35	1
245	284	35	1
247	284	35	1
248	284	35	1
177	285	35	1
198	285	35	1
205	285	35	3
206	285	35	2
217	285	35	1
218	285	35	1
221	285	35	2
224	285	35	2
226	285	35	1
231	285	35	1
232	285	35	1
236	285	35	1
240	285	35	1
242	285	35	1
250	285	35	1
175	286	35	1
183	286	35	1
188	286	35	1
191	286	35	1
196	286	35	1
204	286	35	1
207	286	35	1
209	286	35	1
211	286	35	1
213	286	35	2
215	286	35	3
218	286	35	1
225	286	35	1
229	286	35	1
231	286	35	1
233	286	35	1
236	286	35	2
243	286	35	1
249	286	35	1
188	287	35	1
194	287	35	1
196	287	35	1
198	287	35	1
199	287	35	1
200	287	35	1
203	287	35	2
204	287	35	1
206	287	35	1
225	287	35	1
226	287	35	2
228	287	35	1
229	287	35	1
233	287	35	1
239	287	35	1
242	287	35	1
243	287	35	1
246	287	35	1
185	288	35	2
186	288	35	1
188	288	35	1
194	288	35	1
201	288	35	1
218	288	35	1
220	288	35	1
221	288	35	1
222	288	35	1
228	288	35	1
232	288	35	1
236	288	35	1
238	288	35	1
239	288	35	1
242	288	35	1
245	288	35	3
176	289	35	1
177	289	35	2
189	289	35	1
199	289	35	1
200	289	35	2
220	289	35	1
228	289	35	1
230	289	35	1
237	289	35	1
239	289	35	2
245	289	35	1
247	289	35	2
250	289	35	1
185	290	35	1
186	290	35	1
205	290	35	1
206	290	35	1
222	290	35	1
227	290	35	1
241	290	35	1
242	290	35	1
243	290	35	1
244	290	35	1
245	290	35	1
247	290	35	2
248	290	35	2
194	291	35	1
195	291	35	1
196	291	35	3
198	291	35	2
200	291	35	3
216	291	35	2
222	291	35	1
224	291	35	1
230	291	35	1
237	291	35	1
239	291	35	1
241	291	35	1
193	292	35	1
205	292	35	1
220	292	35	1
221	292	35	1
222	292	35	1
225	292	35	1
226	292	35	2
229	292	35	2
233	292	35	1
243	292	35	1
182	293	35	1
196	293	35	1
197	293	35	1
198	293	35	1
200	293	35	1
203	293	35	1
206	293	35	1
222	293	35	1
229	293	35	1
233	293	35	1
238	293	35	1
183	294	35	2
185	294	35	1
187	294	35	1
198	294	35	1
201	294	35	1
220	294	35	1
228	294	35	1
231	294	35	1
234	294	35	1
236	294	35	1
237	294	35	1
239	294	35	1
241	294	35	1
194	295	35	1
224	295	35	2
228	295	35	2
230	295	35	2
236	295	35	1
247	295	35	2
248	295	35	1
177	296	35	1
195	296	35	1
197	296	35	1
220	296	35	1
222	296	35	2
236	296	35	1
237	296	35	1
238	296	35	1
243	296	35	1
245	296	35	1
197	297	35	1
199	297	35	1
202	297	35	1
225	297	35	2
226	297	35	1
227	297	35	2
230	297	35	1
233	297	35	1
235	297	35	1
247	297	35	1
248	297	35	1
181	298	35	1
194	298	35	1
200	298	35	1
203	298	35	1
222	298	35	1
228	298	35	1
234	298	35	1
236	298	35	1
241	298	35	2
245	298	35	2
195	299	35	1
235	299	35	1
238	299	35	1
245	299	35	1
195	300	35	2
208	300	35	1
224	300	35	2
233	300	35	1
236	300	35	2
224	301	35	1
227	301	35	1
228	301	35	1
229	301	35	1
233	301	35	1
238	301	35	1
242	301	35	1
245	301	35	1
223	302	35	1
226	302	35	3
234	302	35	1
236	302	35	1
238	302	35	1
242	302	35	2
223	303	35	2
227	303	35	1
232	303	35	1
243	303	35	1
207	304	35	1
234	304	35	1
240	304	35	1
222	305	35	1
223	305	35	2
225	305	35	1
227	305	35	1
229	305	35	1
232	305	35	3
233	305	35	2
240	305	35	1
206	306	35	1
223	306	35	1
225	306	35	2
229	306	35	1
233	306	35	1
235	306	35	1
242	306	35	2
195	307	35	2
222	307	35	1
223	307	35	1
237	307	35	1
203	308	35	1
224	308	35	1
236	308	35	1
239	308	35	2
241	308	35	1
222	309	35	1
228	309	35	1
229	309	35	2
237	309	35	1
238	309	35	1
240	309	35	1
218	310	35	1
219	310	35	1
220	310	35	1
229	310	35	1
235	310	35	1
214	311	35	1
221	311	35	1
224	311	35	3
228	311	35	1
214	312	35	1
225	312	35	1
226	312	35	1
232	312	35	2
237	312	35	1
217	313	35	1
228	313	35	1
230	313	35	1
234	313	35	1
237	313	35	1
226	315	35	1
230	315	35	1
235	315	35	1
238	315	35	1
240	315	35	1
232	316	35	3
227	317	35	1
233	317	35	1
234	317	35	2
239	317	35	1
240	317	35	1
212	318	35	1
232	319	35	1
240	319	35	1
222	253	36	1
223	255	36	1
216	257	36	1
219	257	36	1
224	257	36	1
227	257	36	1
216	258	36	1
217	258	36	1
220	258	36	1
224	258	36	1
225	258	36	1
227	258	36	1
228	258	36	1
231	258	36	1
217	259	36	2
221	259	36	1
223	259	36	1
224	259	36	1
226	259	36	2
227	259	36	1
228	259	36	1
230	259	36	1
232	259	36	1
233	259	36	1
219	260	36	1
224	260	36	1
225	260	36	1
228	260	36	1
229	260	36	1
230	260	36	1
237	260	36	1
219	261	36	2
223	261	36	1
224	261	36	1
229	261	36	1
230	261	36	1
238	261	36	3
242	261	36	1
243	261	36	3
190	262	36	1
217	262	36	1
221	262	36	1
229	262	36	1
232	262	36	1
238	262	36	1
244	262	36	1
191	263	36	1
221	263	36	2
226	263	36	1
227	263	36	1
231	263	36	1
234	263	36	2
245	263	36	2
249	263	36	1
186	264	36	1
212	264	36	1
216	264	36	2
217	264	36	1
223	264	36	1
225	264	36	1
231	264	36	1
239	264	36	1
240	264	36	1
242	264	36	1
243	264	36	1
249	264	36	1
250	264	36	1
185	265	36	1
215	265	36	1
216	265	36	1
224	265	36	1
226	265	36	1
230	265	36	2
231	265	36	2
235	265	36	1
237	265	36	1
240	265	36	1
246	265	36	2
248	265	36	1
188	266	36	1
191	266	36	1
195	266	36	1
211	266	36	1
215	266	36	1
217	266	36	1
222	266	36	2
223	266	36	1
226	266	36	1
228	266	36	1
229	266	36	1
238	266	36	1
189	267	36	1
196	267	36	1
202	267	36	1
209	267	36	1
212	267	36	1
229	267	36	1
188	268	36	1
193	268	36	1
209	268	36	1
214	268	36	1
215	268	36	1
219	268	36	1
232	268	36	1
235	268	36	1
241	268	36	1
247	268	36	1
186	269	36	1
191	269	36	2
193	269	36	1
216	269	36	2
217	269	36	1
233	269	36	1
236	269	36	1
238	269	36	1
248	269	36	1
185	270	36	1
189	270	36	1
196	270	36	1
214	270	36	1
217	270	36	1
220	270	36	1
221	270	36	1
232	270	36	3
239	270	36	1
240	270	36	1
246	270	36	1
248	270	36	1
181	271	36	2
189	271	36	1
191	271	36	2
198	271	36	1
212	271	36	1
214	271	36	1
215	271	36	1
220	271	36	1
190	272	36	1
207	272	36	1
215	272	36	1
218	272	36	1
222	272	36	1
232	272	36	1
233	272	36	2
236	272	36	1
239	272	36	3
240	272	36	1
181	273	36	1
191	273	36	1
205	273	36	1
207	273	36	1
235	273	36	1
241	273	36	1
179	274	36	2
206	274	36	3
212	274	36	2
213	274	36	1
217	274	36	1
218	274	36	1
236	274	36	1
250	274	36	1
208	275	36	1
210	275	36	2
211	275	36	1
216	275	36	1
217	275	36	3
218	275	36	2
243	275	36	1
177	276	36	2
186	276	36	1
203	276	36	1
206	276	36	1
207	276	36	2
208	276	36	1
211	276	36	2
213	276	36	1
214	276	36	2
216	276	36	1
217	276	36	1
228	276	36	1
232	276	36	1
241	276	36	1
189	277	36	1
204	277	36	1
206	277	36	1
207	277	36	1
209	277	36	1
223	277	36	1
226	277	36	1
204	278	36	2
211	278	36	1
214	278	36	1
219	278	36	2
223	278	36	1
187	279	36	1
204	279	36	2
208	279	36	1
211	279	36	1
212	279	36	1
215	279	36	1
220	279	36	1
191	280	36	2
199	280	36	1
207	280	36	3
208	280	36	1
210	280	36	1
215	280	36	1
223	280	36	2
224	280	36	1
232	280	36	1
179	281	36	1
189	281	36	1
192	281	36	1
193	281	36	1
204	281	36	1
209	281	36	1
211	281	36	1
217	281	36	1
221	281	36	1
228	281	36	1
172	282	36	1
175	282	36	1
191	282	36	1
209	282	36	1
220	282	36	2
232	282	36	1
189	283	36	1
227	283	36	1
196	284	36	1
201	284	36	1
209	284	36	1
211	284	36	1
220	284	36	1
221	284	36	1
224	284	36	1
232	284	36	1
242	284	36	1
200	285	36	1
212	285	36	1
217	285	36	1
224	285	36	1
233	285	36	1
234	285	36	1
238	285	36	1
240	285	36	1
243	285	36	1
245	285	36	1
187	286	36	1
201	286	36	1
203	286	36	2
209	286	36	1
211	286	36	1
213	286	36	1
218	286	36	1
224	286	36	1
229	286	36	1
230	286	36	1
234	286	36	1
237	286	36	1
239	286	36	2
240	286	36	1
185	287	36	1
190	287	36	1
191	287	36	1
200	287	36	1
202	287	36	1
204	287	36	1
219	287	36	1
225	287	36	1
228	287	36	1
231	287	36	1
233	287	36	1
234	287	36	1
240	287	36	1
248	287	36	1
185	288	36	2
196	288	36	1
202	288	36	1
206	288	36	1
210	288	36	1
221	288	36	1
223	288	36	1
229	288	36	1
237	288	36	1
238	288	36	1
241	288	36	1
185	289	36	1
187	289	36	1
193	289	36	1
201	289	36	1
206	289	36	1
223	289	36	1
227	289	36	1
230	289	36	1
232	289	36	1
234	289	36	1
235	289	36	1
237	289	36	1
239	289	36	3
243	289	36	1
198	290	36	1
199	290	36	2
200	290	36	2
202	290	36	1
231	290	36	1
232	290	36	1
234	290	36	1
238	290	36	1
240	290	36	1
241	290	36	1
243	290	36	1
247	290	36	1
184	291	36	1
199	291	36	1
201	291	36	2
203	291	36	1
221	291	36	1
222	291	36	1
224	291	36	1
234	291	36	1
245	291	36	1
187	292	36	1
196	292	36	1
203	292	36	2
204	292	36	1
206	292	36	2
207	292	36	1
208	292	36	1
219	292	36	1
221	292	36	1
226	292	36	1
230	292	36	1
231	292	36	1
232	292	36	1
238	292	36	2
244	292	36	1
195	293	36	2
205	293	36	1
222	293	36	1
223	293	36	1
227	293	36	1
234	293	36	1
237	293	36	1
240	293	36	2
242	293	36	1
188	294	36	1
204	294	36	1
227	294	36	1
228	294	36	1
229	294	36	1
231	294	36	1
233	294	36	2
237	294	36	1
238	294	36	1
241	294	36	1
244	294	36	1
199	295	36	1
201	295	36	1
202	295	36	3
204	295	36	1
207	295	36	1
218	295	36	1
231	295	36	1
232	295	36	1
239	295	36	1
241	295	36	1
244	295	36	1
194	296	36	1
196	296	36	1
201	296	36	1
205	296	36	1
227	296	36	2
244	296	36	1
198	297	36	2
199	297	36	1
205	297	36	1
229	297	36	1
234	297	36	1
242	297	36	1
245	297	36	1
199	298	36	1
203	298	36	1
229	298	36	1
233	298	36	1
234	298	36	1
239	298	36	2
204	299	36	1
233	299	36	2
236	299	36	2
237	299	36	1
238	299	36	1
241	299	36	1
226	300	36	1
229	300	36	2
230	300	36	1
241	300	36	2
242	300	36	1
244	300	36	1
198	301	36	1
226	301	36	2
245	301	36	1
223	302	36	1
225	302	36	1
231	302	36	1
232	302	36	2
244	302	36	1
226	303	36	1
227	303	36	1
242	303	36	1
245	303	36	1
227	304	36	2
232	304	36	2
233	304	36	2
235	304	36	2
225	305	36	1
223	306	36	1
240	306	36	2
244	306	36	1
194	307	36	1
222	307	36	1
224	307	36	1
227	307	36	2
235	307	36	1
240	307	36	1
243	307	36	1
222	308	36	1
224	308	36	1
227	308	36	1
237	308	36	1
239	308	36	1
242	308	36	1
229	309	36	1
230	309	36	1
233	309	36	2
236	309	36	1
219	310	36	1
222	310	36	1
243	310	36	1
211	311	36	2
221	311	36	1
222	311	36	1
226	311	36	1
232	311	36	2
235	311	36	1
236	311	36	1
242	311	36	1
218	312	36	1
220	312	36	2
221	312	36	1
232	312	36	1
225	313	36	2
229	313	36	1
232	313	36	1
230	314	36	1
234	314	36	1
238	314	36	1
241	314	36	1
214	315	36	1
220	315	36	2
242	315	36	1
228	316	36	1
232	316	36	1
234	316	36	1
237	316	36	1
238	316	36	1
242	316	36	1
227	317	36	2
235	317	36	1
237	317	36	1
233	318	36	1
236	318	36	2
240	318	36	2
232	319	36	1
239	319	36	1
228	257	37	1
227	258	37	1
230	259	37	1
227	260	37	1
228	260	37	2
230	260	37	2
235	260	37	1
227	261	37	1
216	262	37	1
227	262	37	1
214	263	37	1
217	263	37	1
189	264	37	1
209	264	37	1
211	264	37	1
236	264	37	1
207	265	37	1
215	265	37	1
212	266	37	1
188	267	37	1
189	267	37	1
236	267	37	1
241	267	37	1
188	268	37	1
215	268	37	1
219	268	37	2
235	268	37	1
236	268	37	1
240	268	37	1
211	269	37	1
218	269	37	1
219	269	37	2
236	269	37	1
196	270	37	1
210	270	37	1
216	270	37	1
232	270	37	1
237	270	37	2
194	271	37	2
196	271	37	1
207	271	37	1
213	271	37	1
215	271	37	2
215	272	37	1
209	273	37	1
210	273	37	2
219	273	37	1
236	273	37	1
210	274	37	1
211	274	37	1
212	274	37	1
205	275	37	1
212	275	37	1
213	275	37	1
208	276	37	1
217	276	37	1
204	277	37	1
210	277	37	1
211	277	37	1
217	277	37	1
181	278	37	1
205	278	37	1
206	278	37	2
208	278	37	1
214	278	37	1
175	279	37	1
191	279	37	1
195	279	37	1
206	279	37	1
207	279	37	1
214	279	37	2
215	279	37	2
209	280	37	2
210	281	37	1
189	282	37	1
192	282	37	1
213	282	37	2
214	282	37	1
215	282	37	1
219	282	37	1
221	282	37	1
193	283	37	1
204	283	37	1
211	283	37	1
214	283	37	2
215	283	37	2
237	283	37	1
186	284	37	1
195	284	37	1
186	285	37	1
195	285	37	1
197	285	37	1
226	285	37	2
239	285	37	1
189	286	37	1
199	286	37	1
202	286	37	1
205	286	37	1
206	286	37	1
207	286	37	1
216	286	37	1
219	286	37	1
226	286	37	1
187	287	37	1
188	287	37	1
193	287	37	2
194	287	37	2
202	287	37	1
204	287	37	1
207	287	37	1
231	287	37	1
234	287	37	1
238	287	37	1
239	287	37	1
248	287	37	1
190	288	37	1
192	288	37	1
194	288	37	1
203	288	37	1
234	288	37	1
240	288	37	1
195	289	37	1
208	289	37	1
219	289	37	1
221	289	37	2
224	289	37	1
233	289	37	1
239	289	37	1
240	289	37	1
195	290	37	1
204	290	37	1
222	290	37	2
231	290	37	1
232	290	37	1
236	290	37	1
237	290	37	1
195	291	37	1
232	291	37	1
235	291	37	1
238	291	37	2
239	291	37	1
201	292	37	1
204	292	37	1
232	292	37	1
233	292	37	1
235	292	37	1
242	292	37	1
243	292	37	3
197	293	37	1
201	293	37	1
204	293	37	1
205	293	37	2
206	293	37	2
201	294	37	2
224	294	37	1
230	294	37	1
233	294	37	1
234	294	37	1
235	294	37	1
237	294	37	1
245	294	37	1
197	295	37	1
202	295	37	1
203	295	37	1
240	295	37	1
244	295	37	1
201	296	37	1
204	296	37	1
228	296	37	1
234	296	37	1
235	296	37	1
227	297	37	1
230	297	37	1
235	297	37	1
239	297	37	1
243	297	37	1
202	298	37	1
230	298	37	1
231	298	37	1
244	298	37	1
233	299	37	1
240	299	37	1
241	299	37	2
243	299	37	1
244	299	37	1
232	300	37	2
235	300	37	1
240	300	37	1
241	301	37	1
226	302	37	2
232	302	37	2
244	302	37	1
232	303	37	1
235	303	37	1
227	304	37	1
226	305	37	1
227	305	37	1
234	305	37	2
236	305	37	1
238	305	37	1
242	305	37	1
224	306	37	2
240	306	37	1
223	308	37	1
227	308	37	1
229	308	37	1
240	308	37	1
241	308	37	2
243	308	37	1
221	309	37	1
226	309	37	2
229	309	37	1
233	309	37	2
242	309	37	2
216	310	37	1
225	310	37	1
229	310	37	1
221	311	37	2
222	311	37	1
228	311	37	1
234	311	37	1
221	312	37	1
225	312	37	1
229	312	37	1
230	312	37	1
235	312	37	1
236	312	37	1
240	312	37	2
242	312	37	1
216	313	37	1
227	313	37	1
228	313	37	1
229	313	37	1
230	313	37	1
236	313	37	1
238	313	37	2
221	314	37	1
232	314	37	2
234	314	37	2
236	314	37	1
237	314	37	1
238	314	37	1
242	314	37	1
211	315	37	1
238	315	37	1
211	317	37	1
230	317	37	1
236	317	37	1
238	317	37	1
232	318	37	1
238	318	37	1
237	319	37	1
238	319	37	1
231	322	37	1
216	261	38	1
225	261	38	1
228	261	38	2
229	263	38	1
223	264	38	1
231	264	38	1
232	264	38	4
230	265	38	1
217	266	38	1
229	266	38	1
231	266	38	1
193	267	38	1
188	268	38	1
213	268	38	1
211	269	38	2
193	270	38	1
211	270	38	1
232	270	38	3
188	271	38	1
215	271	38	2
203	272	38	2
214	272	38	1
218	272	38	1
236	272	38	1
201	273	38	1
208	273	38	1
209	273	38	1
210	273	38	1
214	273	38	1
217	273	38	2
211	274	38	1
218	274	38	1
203	275	38	1
206	275	38	1
207	275	38	1
191	276	38	1
207	276	38	1
211	276	38	1
213	276	38	2
219	276	38	2
206	277	38	1
207	277	38	1
211	277	38	1
212	277	38	1
213	277	38	1
203	278	38	3
212	278	38	1
217	278	38	2
218	278	38	2
222	278	38	1
177	279	38	1
208	279	38	1
214	279	38	2
218	279	38	1
193	280	38	1
208	280	38	2
210	280	38	1
211	280	38	1
190	281	38	1
208	281	38	1
213	281	38	1
216	281	38	2
193	282	38	1
211	282	38	1
213	282	38	1
214	282	38	1
215	282	38	1
223	282	38	2
189	283	38	1
203	283	38	2
207	283	38	1
210	283	38	1
216	283	38	1
217	283	38	1
229	283	38	1
195	284	38	1
222	284	38	1
191	285	38	1
192	285	38	1
193	285	38	1
195	285	38	2
205	285	38	2
208	285	38	1
215	285	38	1
216	285	38	2
193	286	38	2
203	286	38	1
205	286	38	1
208	286	38	1
216	286	38	1
218	286	38	1
230	286	38	1
198	287	38	2
202	287	38	1
204	287	38	2
205	287	38	1
232	287	38	1
188	288	38	1
192	288	38	1
193	288	38	2
206	288	38	1
209	288	38	2
218	288	38	1
219	288	38	1
220	288	38	1
186	289	38	2
189	289	38	1
192	289	38	2
193	289	38	1
231	289	38	1
191	290	38	2
192	290	38	1
199	290	38	2
200	290	38	1
203	290	38	1
218	290	38	1
192	291	38	1
202	291	38	1
204	291	38	1
206	291	38	1
207	291	38	1
211	291	38	2
220	291	38	1
223	291	38	1
232	291	38	2
234	291	38	1
238	291	38	1
189	292	38	1
201	292	38	1
207	292	38	1
208	292	38	1
213	292	38	1
230	292	38	1
234	292	38	1
239	292	38	2
240	292	38	1
199	293	38	1
202	293	38	1
217	293	38	4
224	293	38	1
226	293	38	1
237	293	38	1
238	293	38	1
205	294	38	1
213	294	38	1
221	294	38	2
226	294	38	1
234	294	38	1
235	294	38	1
243	294	38	1
192	295	38	1
198	295	38	1
203	295	38	4
218	295	38	1
232	295	38	3
234	295	38	1
241	295	38	1
244	295	38	2
200	296	38	1
204	296	38	1
217	296	38	1
221	296	38	1
228	296	38	2
232	296	38	1
237	296	38	1
204	297	38	1
223	297	38	1
224	297	38	2
226	297	38	1
229	297	38	1
231	297	38	1
236	297	38	1
240	297	38	1
242	297	38	1
227	298	38	2
240	298	38	1
243	298	38	2
193	299	38	1
227	299	38	1
228	299	38	1
229	299	38	1
232	299	38	1
239	299	38	1
241	299	38	1
245	299	38	1
204	300	38	1
227	300	38	2
231	300	38	1
240	300	38	3
241	300	38	1
242	300	38	1
239	301	38	1
234	302	38	1
235	302	38	1
245	302	38	2
229	303	38	1
233	303	38	1
234	303	38	2
227	304	38	1
228	304	38	2
229	304	38	1
234	304	38	1
237	304	38	1
240	304	38	1
244	304	38	1
246	304	38	1
229	305	38	1
235	305	38	1
245	305	38	1
226	306	38	1
193	307	38	1
226	307	38	1
227	307	38	1
237	307	38	1
241	307	38	1
243	307	38	2
244	307	38	1
222	308	38	1
226	308	38	2
239	308	38	3
240	308	38	1
241	308	38	1
242	308	38	1
223	309	38	1
227	309	38	1
228	309	38	1
229	309	38	1
219	310	38	1
220	310	38	2
221	310	38	1
223	310	38	1
226	310	38	1
217	311	38	1
218	311	38	1
220	311	38	1
221	311	38	1
227	311	38	1
235	311	38	1
217	312	38	1
218	312	38	1
219	312	38	1
222	312	38	1
227	312	38	1
230	312	38	1
231	312	38	1
232	312	38	1
234	312	38	1
240	312	38	1
220	313	38	2
223	313	38	1
235	313	38	1
244	313	38	1
217	314	38	1
221	314	38	1
230	314	38	1
232	314	38	1
237	314	38	1
240	314	38	1
220	315	38	1
230	315	38	2
235	315	38	1
236	315	38	1
237	315	38	1
241	315	38	2
225	316	38	1
228	316	38	1
236	316	38	2
238	316	38	1
227	317	38	1
232	317	38	1
239	317	38	2
220	318	38	1
236	318	38	1
243	318	38	1
218	319	38	2
230	319	38	1
231	319	38	1
234	319	38	1
241	319	38	1
242	319	38	1
231	320	38	2
221	321	38	1
229	321	38	1
220	322	38	1
231	322	38	1
232	323	38	1
235	323	38	1
215	265	39	3
191	268	39	1
219	269	39	1
216	270	39	2
213	274	39	1
214	275	39	1
218	276	39	1
214	277	39	1
208	278	39	1
214	278	39	1
215	280	39	1
223	281	39	1
195	282	39	1
212	282	39	1
214	282	39	1
219	282	39	2
226	282	39	1
201	283	39	1
203	283	39	1
193	284	39	1
200	284	39	2
