x	y	z	The NLRP3 inflammasome
216	270	27	1
230	270	27	1
233	270	27	1
248	270	27	2
250	270	27	1
178	271	27	1
208	271	27	1
211	271	27	1
237	271	27	1
243	271	27	1
248	271	27	1
251	271	27	1
176	272	27	1
205	272	27	1
213	272	27	1
220	272	27	2
225	272	27	2
239	272	27	1
251	272	27	1
183	273	27	2
203	273	27	1
206	273	27	1
207	273	27	1
217	273	27	1
229	273	27	1
237	273	27	1
240	273	27	1
241	273	27	1
247	273	27	1
248	273	27	2
251	273	27	1
204	274	27	1
207	274	27	1
216	274	27	1
224	274	27	1
230	274	27	1
233	274	27	1
236	274	27	1
240	274	27	2
218	275	27	1
228	275	27	1
233	275	27	1
252	275	27	1
254	275	27	1
177	276	27	1
205	276	27	2
208	276	27	1
212	276	27	1
213	276	27	1
219	276	27	1
220	276	27	1
222	276	27	1
227	276	27	1
230	276	27	1
232	276	27	1
233	276	27	1
245	276	27	1
250	276	27	1
252	276	27	2
213	277	27	1
236	277	27	1
239	277	27	1
244	277	27	1
245	277	27	2
248	277	27	2
252	277	27	1
203	278	27	1
214	278	27	1
225	278	27	1
230	278	27	1
238	278	27	1
240	278	27	1
248	278	27	2
251	278	27	1
210	279	27	1
219	279	27	1
236	279	27	1
240	279	27	1
242	279	27	1
243	279	27	1
245	279	27	1
247	279	27	2
248	279	27	1
252	279	27	1
232	280	27	1
244	280	27	1
246	280	27	1
207	281	27	1
214	281	27	2
222	281	27	1
230	281	27	1
235	281	27	1
240	281	27	2
245	281	27	1
248	281	27	1
257	281	27	1
214	282	27	1
233	282	27	1
239	282	27	1
242	282	27	1
244	282	27	1
247	282	27	1
254	282	27	1
207	283	27	1
232	283	27	1
249	283	27	1
206	284	27	1
208	284	27	1
210	284	27	1
235	284	27	1
237	284	27	1
251	284	27	1
255	284	27	2
199	285	27	2
204	285	27	1
212	285	27	1
219	285	27	2
228	285	27	2
235	285	27	1
239	285	27	1
241	285	27	1
245	285	27	1
247	285	27	1
209	286	27	1
218	286	27	2
224	286	27	1
225	286	27	1
235	286	27	1
237	286	27	1
244	286	27	1
245	286	27	1
249	286	27	1
258	286	27	1
207	287	27	1
214	287	27	2
222	287	27	1
230	287	27	1
237	287	27	1
249	287	27	1
251	287	27	1
256	287	27	1
204	288	27	1
207	288	27	1
226	288	27	1
229	288	27	1
234	288	27	1
245	288	27	1
251	288	27	1
255	288	27	1
203	289	27	1
224	289	27	1
230	289	27	1
232	289	27	1
236	289	27	1
239	289	27	1
240	289	27	1
241	289	27	1
246	289	27	1
248	289	27	1
253	289	27	1
214	290	27	2
240	290	27	1
247	290	27	1
249	290	27	1
222	291	27	1
225	291	27	1
234	291	27	1
235	291	27	1
236	291	27	1
240	291	27	1
249	291	27	1
251	291	27	1
221	292	27	1
222	292	27	1
223	292	27	2
224	292	27	1
225	292	27	1
230	292	27	1
238	292	27	1
239	292	27	1
241	292	27	2
252	292	27	2
254	292	27	2
210	293	27	1
211	293	27	1
217	293	27	1
219	293	27	1
222	293	27	1
224	293	27	1
247	293	27	1
211	294	27	1
213	294	27	1
220	294	27	1
226	294	27	1
211	295	27	2
219	295	27	2
237	296	27	1
241	296	27	1
244	296	27	1
252	296	27	1
236	297	27	1
239	297	27	1
242	297	27	2
245	297	27	2
252	297	27	1
238	298	27	1
226	299	27	1
229	299	27	1
230	299	27	1
236	299	27	1
237	299	27	1
239	299	27	1
242	299	27	1
245	299	27	1
248	299	27	1
249	299	27	1
231	300	27	1
238	300	27	1
239	300	27	1
224	301	27	1
234	301	27	2
238	304	27	1
243	304	27	1
234	265	28	1
231	266	28	1
234	266	28	1
235	266	28	2
231	267	28	1
236	270	28	1
250	270	28	1
206	272	28	1
235	274	28	1
235	275	28	1
236	277	28	1
239	280	28	1
241	280	28	1
251	280	28	1
250	281	28	1
247	282	28	1
235	284	28	1
248	284	28	1
239	285	28	1
235	286	28	1
247	286	28	1
242	288	28	1
248	289	28	1
249	289	28	1
239	291	28	1
245	291	28	1
239	292	28	1
240	293	28	1
248	293	28	2
241	294	28	1
249	294	28	1
242	295	28	1
240	298	28	1
229	255	29	1
233	256	29	1
235	256	29	1
182	257	29	1
181	258	29	1
182	259	29	1
229	259	29	1
234	260	29	1
221	262	29	1
248	262	29	1
231	263	29	1
234	263	29	2
248	263	29	2
178	264	29	1
238	264	29	2
181	265	29	1
215	265	29	1
232	265	29	1
249	265	29	2
195	266	29	1
229	266	29	1
230	266	29	1
236	266	29	1
250	266	29	1
231	267	29	1
234	267	29	1
235	267	29	1
241	267	29	2
231	268	29	1
250	268	29	2
196	269	29	1
249	269	29	1
175	270	29	2
196	270	29	1
237	270	29	1
173	271	29	1
214	271	29	1
237	271	29	1
215	272	29	1
224	272	29	1
211	273	29	1
206	274	29	1
238	274	29	1
239	274	29	1
215	275	29	1
231	275	29	1
241	275	29	1
206	276	29	2
228	276	29	1
246	276	29	1
232	277	29	1
236	277	29	1
237	277	29	1
238	277	29	2
251	277	29	1
235	278	29	1
238	278	29	2
235	279	29	1
248	279	29	1
252	279	29	1
234	280	29	1
238	280	29	1
250	280	29	1
256	280	29	1
208	281	29	1
232	281	29	1
238	281	29	1
245	281	29	1
247	281	29	1
248	281	29	2
245	282	29	1
248	282	29	1
250	282	29	1
245	283	29	1
246	283	29	1
251	283	29	1
234	284	29	1
242	284	29	2
243	284	29	1
249	284	29	1
238	285	29	1
239	285	29	1
232	286	29	1
233	286	29	1
240	286	29	1
241	286	29	1
242	286	29	1
236	287	29	1
240	287	29	1
241	287	29	1
244	287	29	1
245	287	29	1
224	288	29	1
232	288	29	1
234	288	29	1
243	288	29	1
244	288	29	1
228	289	29	1
244	289	29	1
245	289	29	1
246	289	29	1
237	290	29	2
240	290	29	1
222	291	29	1
239	291	29	1
245	291	29	1
236	292	29	1
239	292	29	1
249	292	29	1
222	293	29	1
225	293	29	1
237	293	29	1
246	293	29	1
248	293	29	1
252	293	29	1
238	294	29	1
241	294	29	3
246	294	29	1
248	294	29	1
220	295	29	1
243	295	29	1
223	296	29	1
253	296	29	1
242	297	29	1
224	298	29	2
239	298	29	1
242	298	29	1
247	298	29	3
227	299	29	1
237	299	29	1
240	299	29	1
241	299	29	1
235	300	29	1
223	301	29	2
225	301	29	1
238	301	29	1
236	305	29	1
237	253	30	1
231	254	30	1
191	255	30	1
215	255	30	1
227	255	30	1
230	255	30	1
233	256	30	1
181	257	30	1
192	257	30	1
204	257	30	1
209	257	30	1
239	257	30	1
186	258	30	1
226	258	30	1
229	258	30	1
231	258	30	1
239	258	30	2
228	259	30	1
232	259	30	1
237	259	30	1
186	260	30	1
206	260	30	1
216	260	30	1
219	260	30	1
226	260	30	1
232	260	30	1
196	261	30	1
215	261	30	1
216	261	30	1
219	261	30	1
229	261	30	1
236	261	30	1
239	261	30	2
241	261	30	1
249	261	30	1
186	262	30	1
187	262	30	1
194	262	30	1
209	262	30	1
216	262	30	1
233	262	30	1
242	262	30	1
189	263	30	1
193	263	30	1
216	263	30	1
246	263	30	2
186	264	30	1
188	264	30	1
227	264	30	1
236	264	30	1
238	264	30	1
239	264	30	2
191	265	30	1
211	265	30	1
212	265	30	1
219	265	30	1
238	265	30	1
188	266	30	1
194	266	30	2
214	266	30	1
215	266	30	1
230	266	30	2
183	267	30	1
192	267	30	1
196	267	30	1
198	267	30	1
199	267	30	1
209	267	30	1
219	267	30	2
225	267	30	1
231	267	30	1
236	267	30	2
237	267	30	1
240	267	30	1
241	267	30	1
250	267	30	1
182	268	30	1
196	268	30	1
211	268	30	1
216	268	30	1
231	268	30	1
237	268	30	1
239	268	30	1
241	268	30	1
177	269	30	1
211	269	30	2
213	269	30	1
235	269	30	2
250	269	30	1
179	270	30	1
181	270	30	1
183	270	30	1
184	270	30	1
207	270	30	1
217	270	30	1
230	270	30	1
233	270	30	1
244	270	30	1
245	270	30	1
250	270	30	1
176	271	30	1
183	271	30	1
185	271	30	1
193	271	30	2
201	271	30	1
215	271	30	1
216	271	30	1
225	271	30	1
232	271	30	1
249	271	30	1
180	272	30	1
197	272	30	2
216	272	30	1
238	272	30	1
242	272	30	1
247	272	30	1
181	273	30	1
183	273	30	1
206	273	30	2
232	273	30	1
234	273	30	1
177	274	30	1
182	274	30	2
183	274	30	1
185	274	30	1
203	274	30	2
214	274	30	1
229	274	30	1
234	274	30	1
236	274	30	1
184	275	30	1
212	275	30	1
239	275	30	1
244	275	30	1
179	276	30	1
206	276	30	1
232	276	30	1
233	276	30	1
238	276	30	2
243	276	30	1
248	276	30	1
249	276	30	1
250	276	30	2
205	277	30	2
237	277	30	1
238	277	30	1
249	277	30	1
203	278	30	2
205	278	30	1
208	278	30	1
235	278	30	1
243	278	30	1
246	278	30	1
248	278	30	1
253	278	30	1
221	279	30	1
238	279	30	1
245	279	30	1
247	279	30	1
249	279	30	2
250	279	30	2
252	279	30	1
176	280	30	1
178	280	30	1
219	280	30	1
241	280	30	1
245	280	30	1
179	281	30	2
217	281	30	1
234	281	30	1
247	281	30	1
249	281	30	1
251	281	30	1
172	282	30	1
174	282	30	1
215	282	30	2
221	282	30	1
223	282	30	1
244	282	30	1
253	282	30	1
254	282	30	1
205	283	30	1
239	283	30	1
242	283	30	1
249	283	30	1
254	283	30	2
224	284	30	1
230	284	30	2
231	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
244	284	30	1
249	284	30	1
206	285	30	1
224	285	30	1
225	285	30	1
229	285	30	1
237	285	30	1
248	285	30	1
223	286	30	1
230	286	30	1
234	286	30	1
238	286	30	1
241	286	30	1
252	286	30	1
207	287	30	1
219	287	30	1
224	287	30	1
225	287	30	1
233	287	30	1
244	287	30	1
246	287	30	2
248	287	30	1
252	287	30	1
254	287	30	1
228	288	30	1
235	288	30	1
236	288	30	1
245	288	30	1
250	288	30	1
184	289	30	1
223	289	30	1
224	289	30	1
238	289	30	1
250	289	30	1
244	290	30	1
245	290	30	1
246	290	30	1
248	290	30	1
197	291	30	1
225	291	30	1
226	291	30	1
229	291	30	1
238	291	30	1
249	291	30	1
197	292	30	1
198	292	30	1
199	292	30	2
203	292	30	1
231	292	30	1
236	292	30	2
237	292	30	1
246	292	30	1
219	293	30	1
220	293	30	1
227	293	30	1
245	293	30	1
250	293	30	1
225	294	30	1
237	294	30	1
257	294	30	1
197	295	30	1
220	295	30	1
224	295	30	1
227	295	30	1
241	295	30	2
247	295	30	3
251	295	30	1
226	296	30	1
233	296	30	1
243	296	30	1
252	296	30	1
220	297	30	1
226	297	30	1
240	297	30	1
241	297	30	2
250	297	30	1
252	297	30	1
226	298	30	1
235	298	30	1
251	298	30	2
221	299	30	2
227	299	30	1
227	300	30	1
233	300	30	2
237	300	30	1
246	300	30	1
247	300	30	1
249	300	30	1
251	300	30	1
223	301	30	1
227	301	30	1
237	301	30	1
238	301	30	1
237	302	30	1
247	302	30	1
238	303	30	1
241	303	30	1
233	305	30	2
238	305	30	1
240	305	30	1
238	306	30	1
226	249	31	1
229	251	31	1
216	252	31	1
215	253	31	1
226	254	31	1
229	254	31	1
226	255	31	1
216	256	31	1
233	256	31	1
233	257	31	1
238	257	31	1
188	258	31	1
231	258	31	1
237	258	31	1
239	258	31	1
240	258	31	1
206	259	31	1
209	259	31	1
227	259	31	1
229	259	31	1
230	259	31	1
239	259	31	1
186	260	31	1
190	260	31	1
224	260	31	1
227	260	31	2
237	260	31	1
184	261	31	1
226	261	31	1
246	261	31	1
193	262	31	1
207	262	31	1
211	262	31	1
218	262	31	1
219	262	31	1
185	263	31	1
187	263	31	1
194	263	31	2
198	263	31	1
215	263	31	1
217	263	31	1
218	263	31	1
221	263	31	1
227	263	31	1
228	263	31	1
229	263	31	1
230	263	31	1
245	263	31	1
189	264	31	1
199	264	31	1
221	264	31	2
232	264	31	2
240	264	31	1
192	265	31	2
214	265	31	1
222	265	31	2
233	265	31	1
236	265	31	1
238	265	31	1
240	265	31	1
243	265	31	1
246	265	31	1
186	266	31	1
187	266	31	1
228	266	31	1
233	266	31	1
177	267	31	1
192	267	31	1
211	267	31	1
223	267	31	1
229	267	31	1
233	267	31	1
242	267	31	1
248	267	31	1
195	268	31	1
205	268	31	1
213	268	31	1
215	268	31	2
222	268	31	1
225	268	31	1
234	268	31	1
238	268	31	1
240	268	31	1
242	268	31	1
244	268	31	1
182	269	31	1
193	269	31	1
214	269	31	1
238	269	31	2
252	269	31	1
178	270	31	1
196	270	31	1
237	270	31	1
240	270	31	1
242	270	31	1
244	270	31	1
249	270	31	1
250	270	31	1
171	271	31	1
172	271	31	2
184	271	31	1
199	271	31	1
217	271	31	1
239	271	31	1
244	271	31	1
245	271	31	1
176	272	31	1
182	272	31	2
185	272	31	1
212	272	31	1
225	272	31	1
226	272	31	1
227	272	31	1
235	272	31	1
236	272	31	1
241	272	31	2
176	273	31	1
210	273	31	1
211	273	31	1
215	273	31	1
229	273	31	1
235	273	31	1
242	273	31	1
249	273	31	2
175	274	31	3
180	274	31	1
182	274	31	1
204	274	31	2
229	274	31	1
232	274	31	1
236	274	31	1
235	275	31	1
239	275	31	1
198	276	31	1
237	276	31	2
239	276	31	1
240	276	31	2
252	276	31	2
205	277	31	2
209	277	31	2
233	277	31	2
235	277	31	1
238	277	31	1
243	277	31	1
244	277	31	2
245	277	31	1
174	278	31	1
178	278	31	1
205	278	31	1
243	278	31	1
249	278	31	2
234	279	31	2
245	279	31	1
247	279	31	1
254	279	31	1
205	280	31	1
235	280	31	1
241	280	31	1
247	280	31	1
233	281	31	1
234	281	31	1
244	281	31	1
248	281	31	1
251	281	31	1
254	281	31	1
179	282	31	1
181	282	31	1
221	282	31	1
225	282	31	1
231	282	31	1
238	282	31	2
245	282	31	1
254	282	31	1
256	282	31	1
179	283	31	1
221	283	31	3
230	283	31	1
234	283	31	1
175	284	31	1
176	284	31	3
180	284	31	1
181	284	31	2
222	284	31	2
224	284	31	2
231	284	31	1
235	284	31	1
236	284	31	1
239	284	31	2
248	284	31	1
257	284	31	1
218	285	31	1
222	285	31	1
223	285	31	1
226	285	31	1
238	285.5	31.5	1
244	285	31	1
252	285	31	1
253	285	31	1
256	285	31	1
220	286	31	1
237	286	31	1
238	286	31	1
246	286	31	1
220	287	31	1
222	287	31	1
228	287	31	1
234	287	31	2
237	287	31	1
239	287	31	1
240	287	31	1
241	287	31	1
234	288	31	1
241	288	31	1
245	288	31	2
247	288	31	1
249	288	31	1
251	288	31	1
221	289	31	2
227	289	31	1
231	289	31	1
235	289	31	1
240	289	31	1
237	290	31	1
204	291	31	1
230	291	31	1
235	291	31	1
237	291	31	1
248	291	31	1
249	291	31	1
254	291	31	1
197	292	31	1
199	292	31	1
227	292	31	1
232	292	31	1
251	292	31	2
253	292	31	1
222	293	31	1
229	293	31	1
236	293	31	1
243	293	31	1
247	293	31	1
248	293	31	2
253	293	31	1
256	293	31	1
220	294	31	2
232	294	31	1
237	294	31	1
241	294	31	1
231	295	31	1
232	295	31	2
233	295	31	1
235	295	31	1
240	295	31	1
188	296	31	1
222	296	31	1
224	296	31	1
229	296	31	1
234	296	31	1
240	296	31	1
247	296	31	1
250	296	31	1
254	296	31	1
234	297	31	1
236	297	31	2
243	297	31	1
232	298	31	1
245	298	31	1
248	299	31	2
251	299	31	1
247	300	31	1
227	301	31	1
228	301	31	1
229	301	31	1
237	301	31	1
242	301	31	1
223	302	31	1
240	302	31	1
242	302	31	1
244	302	31	1
223	303	31	1
224	303	31	1
232	303	31	1
233	303	31	1
236	303	31	1
237	303	31	1
242	303	31	1
244	303	31	1
235	304	31	1
237	304	31	1
243	304	31	1
223	305	31	1
224	305	31	1
240	305	31	1
224	307	31	1
234	307	31	1
215	251	32	1
226	252	32	1
193	253	32	1
214	253	32	2
217	253	32	1
218	253	32	1
227	253	32	1
228	254	32	1
236	254	32	1
216	255	32	2
219	255	32	3
221	255	32	1
224	255	32	1
232	255	32	1
238	255	32	1
232	256	32	1
240	256	32	1
208	257	32	2
210	257	32	2
221	257	32	1
182	258	32	1
217	258	32	1
220	258	32	1
228	258	32	2
237	258	32	1
191	259	32	2
192	259	32	2
217	259	32	1
230	259	32	1
231	259	32	1
240	259	32	1
243	259	32	1
182	260	32	1
210	260	32	2
228	260	32	2
235	260	32	1
242	260	32	1
243	260	32	1
246	260	32	1
194	261	32	2
242	261	32	1
219	262	32	1
225	262	32	1
236	262	32	1
244	262	32	1
246	262	32	1
211	263	32	1
215	263	32	1
218	263	32	2
224	263	32	1
225	263	32	2
228	263	32	1
233	263	32	1
241	263	32	2
245	263	32	1
251	263	32	1
186	264	32	1
191	264	32	1
192	264	32	3
194	264	32	2
199	264	32	1
215	264	32	1
216	264	32	1
232	264	32	1
247	264	32	1
248	264	32	1
185	265	32	2
188	265	32	1
196	265	32	1
198	265	32	1
203	265	32	1
204	265	32	1
212	265	32	1
217	265	32	1
231	265	32	1
248	265	32	1
249	265	32	2
197	266	32	1
213	266	32	1
214	266	32	2
228	266	32	1
240	266	32	2
182	267	32	1
184	267	32	1
188	267	32	1
194	267	32	2
209	267	32	1
214	267	32	1
215	267	32	1
221	267	32	1
222	267	32	1
230	267	32	1
233	267	32	1
243	267	32	2
248	267	32	2
186	268	32	1
189	268	32	1
195	268	32	1
211	268	32	1
212	268	32	1
215	268	32	1
233	268	32	1
245	268	32	2
246	268	32	2
181	269	32	2
191	269	32	1
196	269	32	1
218	269	32	1
233	269	32	2
252	269	32	1
172	270	32	1
173	270	32	2
180	270	32	1
181	270	32	1
195	270	32	1
203	270	32	1
207	270	32	3
214	270	32	2
222	270	32	1
231	270	32	1
245	270	32	2
247	270	32	1
250	270	32	1
180	271	32	1
182	271	32	2
196	271	32	1
209	271	32	1
228	271	32	1
240	271	32	1
246	271	32	1
175	272	32	1
176	272	32	1
181	272	32	1
183	272	32	1
185	272	32	1
203	272	32	1
205	272	32	1
207	272	32	1
213	272	32	1
227	272	32	1
230	272	32	2
239	272	32	1
243	272	32	1
244	272	32	1
251	272	32	1
252	272	32	1
185	273	32	1
205	273	32	2
208	273	32	1
210	273	32	1
239	273	32	1
240	273	32	1
250	273	32	1
172	274	32	1
202	274	32	1
204	274	32	1
209	274	32	1
233	274	32	1
236	274	32	1
246	274	32	1
186	275	32	1
212	275	32	1
216	275	32	1
226	275	32	1
236	275	32	1
237	275	32	1
238	275	32	1
240	275	32	1
174	276	32	1
204	276	32	1
206	276	32	1
210	276	32	1
215	276	32	1
228	276	32	1
246	276	32	1
174	277	32	1
204	277	32	2
216	277	32	1
238	277	32	1
241	277	32	1
249	277	32	1
176	278	32	1
206	278	32	1
236	278	32	1
243	278	32	1
248	278	32	1
239	279	32	1
240	279	32	1
241	279	32	1
246	279	32	1
255	279	32	1
173	280	32	1
174	280	32	1
176	280	32	1
217	280	32	1
232	280	32	1
238	280	32	2
239	280	32	1
245	280	32	2
173	281	32	1
226	281	32	2
234	281	32	1
239	281	32	1
240	281	32	1
243	281	32	3
244	281	32	1
175	282	32	1
179	282	32	2
187	282	32	1
218	282	32	1
220	282	32	1
222	282	32	1
223	282	32	1
224	282	32	1
231	282	32	1
241	282	32	1
242	282	32	1
245	282	32	1
250	282	32	1
211	283	32	1
222	283	32	2
223	283	32	1
242	283	32	1
254	283	32	1
179	284	32	2
206	284	32	1
226	284	32	1
236	284	32	2
244	284	32	1
254	284	32	1
257	284	32	1
176	285	32	1
180	285	32	1
206	285	32	2
222	285	32	1
223	285	32	1
233	285	32	1
234	285	32	1
235	285	32	1
178	286	32	1
221	286	32	1
222	286	32	1
223	286	32	1
226	286	32	1
227	286	32	1
239	286	32	1
240	286	32	1
242	286	32	1
246	286	32	1
248	286	32	1
187	287	32	1
223	287	32	2
226	287	32	1
238	287	32	1
240	287	32	1
244	287	32	1
248	287	32	1
225	288	32	1
236	288	32	1
239	288	32	1
244	288	32	1
247	288	32	1
248	288	32	1
253	288	32	1
226	289	32	1
231	289	32	1
239	289	32	1
242	289	32	1
243	289	32	1
206	290	32	1
220	290	32	1
224	290	32	1
229	290	32	2
234	290	32	1
239	290	32	1
246	290	32	1
248	290	32	1
223	291	32	1
236	291	32	1
241	291	32	2
245	291	32	2
247	291	32	1
250	291	32	1
188	292	32	1
201	292	32	1
203	292	32	1
224	292	32	1
225	292	32	1
229	292	32	2
238	292	32	1
246	292	32	2
218	293	32	1
220	293	32	1
224	293	32	1
228	293	32	1
233	293	32	2
244	293	32	1
250	293	32	1
253	293	32	1
199	294	32	1
202	294	32	1
225	294	32	1
227	294	32	1
233	294	32	1
236	294	32	1
242	294	32	1
247	294	32	1
181	295	32	1
217	295	32	2
226	295	32	1
231	295	32	1
236	295	32	1
218	296	32	1
225	296	32	1
226	296	32	1
237	296	32	1
243	296	32	1
255	296	32	1
233	297	32	1
234	297	32	2
236	297	32	1
243	297	32	1
244	297	32	1
195	298	32	1
202	298	32	1
230	298	32	1
237	298	32	1
247	298	32	1
249	298	32	1
250	298	32	1
197	299	32	1
231	299	32	1
244	299	32	1
245	299	32	1
228	300	32	1
239	300	32	1
246	300	32	1
247	300	32	1
210	301	32	1
239	301	32	2
231	302	32	1
249	302	32	1
222	303	32	1
229	303	32	2
234	303	32	1
244	303	32	1
245	303	32	1
230	304	32	1
235	304	32	1
238	304	32	1
239	304	32	2
244	304	32	1
237	305	32	1
234	307	32	1
225	308	32	1
235	308	32	1
224	309	32	1
226	309	32	1
228	309	32	3
233	310	32	2
229	312	32	1
235	313	32	1
228	251	33	1
225	253	33	2
228	253	33	1
231	253	33	1
232	253	33	1
225	254	33	1
226	254	33	1
227	254	33	1
231	254	33	1
241	254	33	1
218	255	33	1
219	255	33	1
220	255	33	1
221	255	33	1
223	255	33	2
222	256	33	1
225	256	33	1
227	256	33	1
228	256	33	1
232	256	33	1
237	256	33	1
240	256	33	1
215	257	33	1
222	257	33	1
239	257	33	2
226	258	33	1
239	258	33	2
189	259	33	1
209	259	33	1
216	259	33	1
220	259	33	1
226	259	33	1
229	259	33	1
231	259	33	1
233	259	33	1
235	259	33	1
239	259	33	1
244	259	33	1
208	260	33	1
212	260	33	1
236	260	33	1
193	261	33	1
225	261	33	1
229	261	33	1
230	261	33	1
232	261	33	1
241	261	33	1
244	261	33	1
245	261	33	2
191	262	33	1
209	262	33	1
214	262	33	1
227	262	33	1
231	262	33	1
236	262	33	1
239	262	33	1
240	262	33	1
189	263	33	2
194	263	33	2
213	263	33	1
222	263	33	1
227	263	33	1
240	263	33	1
185	264	33	3
189	264	33	1
199	264	33	1
212	264	33	1
215	264	33	1
216	264	33	1
217	264	33	1
223	264	33	1
224	264	33	1
226	264	33	1
229	264	33	2
237	264	33	2
245	264	33	1
250	264	33	1
185	265	33	1
194	265	33	1
207	265	33	1
208	265	33	1
213	265	33	1
217	265	33	1
224	265	33	1
237	265	33	2
244	265	33	1
245	265	33	1
185	266	33	1
187	266	33	2
211	266	33	1
214	266	33	1
215	266	33	1
216	266	33	2
217	266	33	2
222	266	33	2
224	266	33	1
225	266	33	1
228	266	33	1
241	266	33	1
249	266	33	2
188	267	33	1
215	267	33	2
221	267	33	1
223	267	33	1
227	267	33	1
242	267	33	1
253	267	33	1
183	268	33	1
191	268	33	1
206	268	33	1
210	268	33	1
211	268	33	2
225	268	33	1
235	268	33	1
252	268	33	1
188	269	33	1
196	269	33	1
201	269	33	1
224	269	33	1
240	269	33	1
243	269	33	1
178	270	33	1
186	270	33	1
188	270	33	1
194	270	33	1
210	270	33	1
216	270	33	1
233	270	33	1
234	270	33	1
239	270	33	1
243	270	33	1
244	270	33	1
247	270	33	1
252	270	33	1
182	271	33	1
190	271	33	1
209	271	33	1
211	271	33	1
217	271	33	1
224	271	33	1
225	271	33	1
229	271	33	1
237	271	33	1
247	271	33	1
172	272	33	1
173	272	33	1
183	272	33	1
205	272	33	1
207	272	33	1
210	272	33	2
213	272	33	1
215	272	33	1
235	272	33	1
239	272	33	1
240	272	33	1
241	272	33	1
246	272	33	1
249	272	33	1
250	272	33	1
183	273	33	1
190	273	33	1
213	273	33	2
235	273	33	1
238	273	33	1
239	273	33	1
247	273	33	1
248	273	33	1
249	273	33	1
174	274	33	1
182	274	33	1
206	274	33	1
207	274	33	1
208	274	33	1
227	274	33	2
236	274	33	1
239	274	33	1
244	274	33	1
245	274	33	1
250	274	33	1
