x	y	z	ATF4 activates genes in response to endoplasmic reticulum  stress
229	259	33	1
233	259	33	1
237	259	33	1
239	259	33	1
243	259	33	1
246	259	33	1
192	260	33	3
208	260	33	1
215	260	33	5
219	260	33	2
223	260	33	1
224	260	33	1
230	260	33	2
233	260	33	1
237	260	33	2
239	260	33	2
241	260	33	3
243	260	33	1
246	260	33	1
195	261	33	1
214	261	33	2
216	261	33	1
217.5	261.5	33.5	2
228	261	33	3
230	261	33	1
231	261	33	1
235	261	33	1
192	262	33	2
203	262	33	1
218	262	33	1
219	262	33	1
228	262	33	1
230	262	33	1
231	262	33	1
233	262	33	1
238	262	33	1
240	262	33	1
241	262	33	2
242	262	33	2
246	262	33	1
248	262	33	1
249	262	33	1
194	263	33	1
198	263	33	1
199	263	33	2
200	263	33	1
214	263	33	1
215	263	33	4
217	263	33	1
218	263	33	1
219	263	33	1
222	263	33	1
223	263	33	1
224	263	33	3
225	263	33	1
227	263	33	2
228	263	33	2
236	263	33	2
237	263	33	1
238	263	33	1
242	263	33	3
243	263	33	1
244	263	33	1
245	263	33	1
185	264	33	1
188	264	33	2
191	264	33	2
193	264	33	1
194	264	33	2
195	264	33	2
215	264	33	1
217	264	33	3
223	264	33	2
226	264	33	1
229	264	33	1
233	264	33	1
245	264	33	1
246	264	33	1
248	264	33	2
250	264	33	1
191	265	33	1
192	265	33	3
194	265	33	1
202	265	33	1
207	265	33	2
210	265	33	3
211	265	33	1
212	265	33	1
214	265	33	2
218	265	33	3
224	265	33	2
225	265	33	2
235	265	33	1
237	265	33	2
239	265	33	1
242	265	33	1
243	265	33	1
186	266	33	2
187	266	33	1
188	266	33	1
189	266	33	1
190	266	33	1
193	266	33	1
195	266	33	2
204	266	33	1
208	266	33	1
217	266	33	1
222	266	33	1
224	266	33	2
239	266	33	2
250	266	33	3
186	267	33	3
188	267	33	1
191	267	33	3
192	267	33	1
196	267	33	1
200	267	33	3
209	267	33	1
210	267	33	1
212	267	33	1
215	267	33	1
216	267	33	1
217	267	33	2
219	267	33	1
220	267	33	2
221	267	33	3
223	267	33	1
227	267	33	2
229	267	33	1
235	267	33	1
240	267	33	3
241	267	33	1
245	267	33	1
246	267	33	2
248	267	33	1
252	267	33	2
183	268	33	4
188	268	33	1
189	268	33	1
192	268	33	1
193	268	33	1
195	268	33	1
209	268	33	2
211	268	33	1
212	268	33	1
213	268	33	1
214	268	33	1
215	268	33	1
216	268	33	2
217	268	33	2
218	268	33	1
219	268	33	2
220	268	33	1
224	268	33	1
225	268	33	1
226	268	33	1
232	268	33	1
241	268	33	1
252	268	33	1
187	269	33	1
209	269	33	1
217	269	33	1
227	269	33	1
240	269	33	1
243	269	33	1
245	269	33	1
250	269	33	2
185	270	33	1
186	270	33	1
194	270	33	1
212	270	33	1
214	270	33	2
223	270	33	1
231	270	33	2
239	270	33	1
240	270	33	1
241	270	33	1
242	270	33	1
244	270	33	1
245	270	33	1
251	270	33	1
175	271	33	2
177	271	33	2
178	271	33	1
179	271	33	1
182	271	33	1
185	271	33	2
204	271	33	2
208	271	33	1
211	271	33	2
214	271	33	2
215	271	33	1
224	271	33	2
225	271	33	2
231	271	33	1
238	271	33	1
239	271	33	1
240	271	33	2
242	271	33	1
243	271	33	1
245	271	33	3
246	271	33	1
248	271	33	1
173	272	33	1
176	272	33	1
178	272	33	2
182	272	33	1
185	272	33	2
186	272	33	1
189	272	33	1
207	272	33	2
213	272	33	1
215	272	33	1
216	272	33	1
217	272	33	1
233	272	33	2
237	272	33	2
238	272	33	2
239	272	33	1
240	272	33	1
241	272	33	1
244	272	33	1
245	272	33	1
246	272	33	1
247	272	33	1
249	272	33	1
251	272	33	3
173	273	33	1
174	273	33	1
176	273	33	2
181	273	33	1
182	273	33	1
183	273	33	2
184	273	33	1
185	273	33	2
186	273	33	1
188	273	33	2
189	273	33	2
196	273	33	1
203	273	33	1
205	273	33	1
210	273	33	1
211	273	33	1
214	273	33	1
215	273	33	1
226	273	33	3
235	273	33	1
239	273	33	2
240	273	33	1
241	273	33	1
243	273	33	1
247	273	33	1
248	273	33	1
249	273	33	1
253	273	33	1
170	274	33	1
182	274	33	3
190	274	33	1
193	274	33	1
201	274	33	1
203	274	33	2
204	274	33	2
205	274	33	1
206	274	33	2
207	274	33	1
208	274	33	1
211	274	33	1
226	274	33	1
229	274	33	1
236	274	33	1
238	274	33	1
240	274	33	1
242	274	33	2
245	274	33	1
250	274	33	1
176	275	33	4
183	275	33	3
184	275	33	1
185	275	33	1
186	275	33	2
202	275	33	2
210	275	33	1
212	275	33	1
213	275	33	1
214	275	33	1
235	275	33	1
239	275	33	2
240	275	33	1
241	275	33	1
242	275	33	1
243	275	33	1
244	275	33	1
251	275	33	2
177	276	33	3
189	276	33	1
190	276	33	1
192	276	33	1
207	276	33	1
208	276	33	1
214	276	33	1
215	276	33	1
232	276	33	1
235	276	33	1
236	276	33	2
241	276	33	1
244	276	33	1
173	277	33	2
178	277	33	2
180	277	33	1
187	277	33	2
206	277	33	1
207	277	33	4
208	277	33	1
209	277	33	1
211	277	33	1
215	277	33	1
216	277	33	1
224	277	33	1
227	277	33	1
236	277	33	1
237	277	33	1
242	277	33	1
243	277	33	2
244	277	33	2
247	277	33	2
176	278	33	1
177	278	33	1
178	278	33	2
191	278	33	1
205	278	33	1
207	278	33	1
209	278	33	3
211	278	33	1
223	278	33	1
239	278	33	1
240	278	33	1
243	278	33	1
244	278	33	1
245	278	33	1
175	279	33	1
178	279	33	1
201	279	33	2
207	279	33	1
210	279	33	2
222	279	33	2
234	279	33	1
243	279	33	4
244	279	33	1
245	279	33	3
248	279	33	2
251	279	33	1
175	280	33	1
176	280	33	2
177	280	33	1
180	280	33	1
187	280	33	1
191	280	33	2
203	280	33	2
207	280	33	2
208	280	33	1
210	280	33	1
211	280	33	1
214	280	33	1
223	280	33	1
224	280	33	1
225	280	33	2
229	280	33	2
232	280	33	1
241	280	33	1
242	280	33	1
247	280	33	1
248	280	33	1
249	280	33	1
250	280	33	1
251	280	33	1
173	281	33	1
175	281	33	1
176	281	33	3
178	281	33	1
186	281	33	2
207	281	33	1
208	281	33	1
209	281	33	1
219	281	33	1
222	281	33	1
224	281	33	1
225	281	33	2
232	281	33	2
234	281	33	2
239	281	33	1
241	281	33	1
244	281	33	1
249	281	33	1
178	282	33	1
179	282	33	3
185	282	33	1
188	282	33	1
207	282	33	2
209	282	33	2
210	282	33	1
211	282	33	2
213	282	33	1
214	282	33	1
218	282	33	1
220	282	33	2
221	282	33	1
224	282	33	1
226	282	33	1
230	282	33	1
232	282	33	1
247	282	33	1
248	282	33	2
250	282	33	3
252	282	33	2
253	282	33	2
176	283	33	2
179	283	33	1
185	283	33	2
189	283	33	1
206	283	33	3
209	283	33	1
215	283	33	1
220	283	33	1
226	283	33	2
227	283	33	1
228	283	33	2
230	283	33	2
232	283	33	1
233	283	33	1
236	283	33	1
239	283	33	2
243	283	33	1
246	283	33	2
247	283	33	1
175	284	33	2
184	284	33	1
207	284	33	1
211	284	33	1
220	284	33	1
221	284	33	1
222	284	33	2
224	284	33	2
226	284	33	1
229	284	33	2
230	284	33	1
233	284	33	1
235	284	33	2
240	284	33	1
242	284	33	1
246	284	33	1
254	284	33	1
175	285	33	1
176	285	33	4
178	285	33	2
202	285	33	1
206	285	33	1
208	285	33	1
220	285	33	2
223	285	33	1
225	285	33	1
226	285	33	2
229	285	33	1
230	285	33	2
233	285	33	1
234	285	33	1
238	285	33	1
240	285	33	1
243	285	33	1
246	285	33	2
247	285	33	1
253	285	33	2
254	285	33	1
178	286	33	1
188	286	33	2
204	286	33	1
207	286	33	1
208	286	33	2
209	286	33	2
211	286	33	3
218	286	33	1
220	286	33	1
221	286	33	1
225	286	33	1
228	286	33	1
229	286	33	1
230	286	33	1
235	286	33	2
236	286	33	1
237	286	33	3
239	286	33	3
242	286	33	2
243	286	33	1
245	286	33	1
248	286	33	1
249	286	33	1
199	287	33	1
204	287	33	2
220	287	33	1
223	287	33	1
224	287	33	1
225	287	33	2
226	287	33	2
229	287	33	2
230	287	33	1
242	287	33	1
243	287	33	1
244	287	33	1
245	287	33	2
247	287	33	1
253	287	33	1
184	288	33	1
202	288	33	1
219	288	33	1
223	288	33	3
230	288	33	1
231	288	33	1
233	288	33	1
236	288	33	2
239	288	33	1
247	288	33	3
249	288	33	1
184	289	33	1
186	289	33	2
202	289	33	1
203	289	33	1
205	289	33	1
223	289	33	1
230	289	33	2
232	289	33	3
235	289	33	1
246	289	33	3
247	289	33	2
253	289	33	1
185	290	33	1
197	290	33	1
202	290	33	1
207	290	33	2
222	290	33	2
225	290	33	2
228	290	33	3
233	290	33	2
234	290	33	1
235	290	33	1
236	290	33	1
238	290	33	1
239	290	33	1
246	290	33	1
248	290	33	3
250	290	33	1
185	291	33	1
186	291	33	1
197	291	33	1
198	291	33	2
199	291	33	1
200	291	33	1
225	291	33	1
226	291	33	2
229	291	33	2
231	291	33	1
234	291	33	1
237	291	33	1
240	291	33	2
242	291	33	1
244	291	33	1
246	291	33	2
247	291	33	1
248	291	33	2
257	291	33	1
183	292	33	1
197	292	33	1
227	292	33	2
228	292	33	1
233	292	33	2
245	292	33	1
246	292	33	2
253	292	33	3
188	293	33	1
226	293	33	1
228	293	33	1
229	293	33	3
230	293	33	1
233	293	33	1
234	293	33	1
235	293	33	1
237	293	33	3
241	293	33	1
243	293	33	1
248	293	33	1
252	293	33	1
254	293	33	1
177	294	33	1
180	294	33	2
195	294	33	1
202	294	33	1
204	294	33	1
228	294	33	1
229	294	33	3
237	294	33	1
239	294	33	1
245	294	33	1
246	294	33	2
256	294	33	2
199	295	33	1
204	295	33	1
225	295	33	3
233	295	33	2
235	295	33	1
246	295	33	1
247	295	33	2
248	295	33	3
250	295	33	2
253	295	33	1
254	295	33	1
179	296	33	1
191	296	33	1
199	296	33	2
225	296	33	3
226	296	33	2
229	296	33	2
231	296	33	1
233	296	33	1
235	296	33	1
236	296	33	3
237	296	33	1
243	296	33	1
252	296	33	2
255	296	33	1
195	297	33	1
197	297	33	2
225	297	33	1
226	297	33	1
232	297	33	2
234	297	33	1
235	297	33	2
236	297	33	1
246	297	33	1
182	298	33	1
194	298	33	1
195	298	33	1
196	298	33	1
198	298	33	1
200	298	33	2
233	298	33	1
248	298	33	1
195	299	33	1
196	299	33	1
198	299	33	1
201	299	33	1
222	299	33	1
223	299	33	1
227	299	33	1
228	299	33	2
229	299	33	1
232	299	33	1
235	299	33	2
236	299	33	1
240	299	33	1
241	299	33	1
242	299	33	1
243	299	33	1
197	300	33	1
225	300	33	1
226	300	33	2
227	300	33	1
230	300	33	1
235	300	33	1
236	300	33	2
238	300	33	1
246	300	33	1
247	300	33	1
223	301	33	3
225	301	33	1
226	301	33	2
227	301	33	1
234	301	33	1
240	301	33	1
243	301	33	1
249	301	33	1
209	302	33	1
211	302	33	2
223	302	33	1
226	302	33	1
228	302	33	1
229	302	33	2
231	302	33	1
234	302	33	1
236	302	33	1
237	302	33	2
240	302	33	1
243	302	33	4
244	302	33	3
245	302	33	1
207	303	33	1
228	303	33	1
229	303	33	1
231	303	33	3
232	303	33	1
233	303	33	1
235	303	33	1
237	303	33	2
243	303	33	1
206	304	33	1
227	304	33	1
229	304	33	1
232	304	33	1
236	304	33	2
237	304	33	1
242	304	33	2
207	305	33	1
227	305	33	1
238	305	33	1
199	306	33	1
220	306	33	1
224	306	33	1
231	306	33	2
235	306	33	1
236	306	33	1
201	307	33	3
221	307	33	2
223	307	33	1
224	307	33	1
233	307	33	1
217	308	33	1
222	308	33	1
229	308	33	1
233	308	33	1
235	308	33	1
239	308	33	2
242	308	33	3
223	309	33	3
225	309	33	3
226	309	33	1
228	309	33	1
232	309	33	2
234	309	33	2
235	309	33	1
221	310	33	1
223	310	33	1
224	310	33	1
225	310	33	1
227	310	33	1
229	310	33	1
233	310	33	2
238	310	33	1
218	311	33	3
224	311	33	2
227	311	33	2
230	311	33	2
232	311	33	2
234	311	33	3
235	311	33	1
225	312	33	1
226	312	33	2
228	312	33	1
232	312	33	2
223	313	33	1
229	313	33	1
230	313	33	1
233	313	33	4
235	313	33	1
232	314	33	1
234	314	33	2
230	318	33	1
228	251	34	1
225	252	34	1
226	252	34	1
227	252	34	1
226	253	34	1
227	253	34	1
229	253	34	2
219	254	34	1
225	254	34	1
226	254	34	2
231	254	34	2
233	254	34	2
235	254	34	2
239	254	34	1
218	255	34	1
224	255	34	1
227	255	34	1
230	255	34	1
190	256	34	1
215	256	34	2
216	256	34	1
218	256	34	2
223	256	34	1
226	256	34	3
233	256	34	1
237	256	34	2
243	256	34	1
210	257	34	2
218	257	34	1
220	257	34	1
221	257	34	2
223	257	34	1
225	257	34	1
227	257	34	3
241	257	34	2
242	257	34	1
243	257	34	1
212	258	34	2
216	258	34	1
217	258	34	1
219	258	34	2
221	258	34	2
223	258	34	2
233	258	34	1
234	258	34	1
235	258	34	2
237	258	34	2
239	258	34	1
244	258	34	1
209	259	34	1
211	259	34	1
219	259	34	1
222	259	34	4
223	259	34	1
226	259	34	2
235	259	34	1
237	259	34	1
241	259	34	1
242	259	34	1
244	259	34	1
211	260	34	2
215	260	34	1
217	260	34	1
221	260	34	2
225	260	34	3
226	260	34	2
228	260	34	1
235	260	34	1
236	260	34	1
237	260	34	1
242	260	34	1
244	260	34	2
208	261	34	1
215	261	34	2
222	261	34	1
223	261	34	1
225	261	34	2
226	261	34	1
227	261	34	1
228	261	34	2
229	261	34	1
230	261	34	3
232	261	34	2
235	261	34	2
240	261	34	1
189	262	34	1
210	262	34	1
211	262	34	1
215	262	34	3
216	262	34	1
217	262	34	1
223	262	34	2
226	262	34	1
229	262	34	1
230	262	34	1
233	262	34	1
235	262	34	1
236	262	34	1
238	262	34	1
243	262	34	4
245	262	34	1
246	262	34	1
188	263	34	2
189	263	34	2
192	263	34	2
204	263	34	1
206	263	34	1
211	263	34	2
213	263	34	2
214	263	34	2
216	263	34	2
218	263	34	2
219	263	34	1
222	263	34	1
223	263	34	1
233	263	34	2
234	263	34	1
236	263	34	1
237	263	34	3
240	263	34	2
241	263	34	2
249	263	34	1
250	263	34	2
187	264	34	1
189	264	34	1
191	264	34	1
194	264	34	2
200	264	34	2
203	264	34	2
206	264	34	4
209	264	34	2
214	264	34	2
215	264	34	1
218	264	34	1
222	264	34	1
223	264	34	1
226	264	34	1
228	264	34	1
234	264	34	2
235	264	34	2
237	264	34	1
239	264	34	1
243	264	34	1
247	264	34	1
187	265	34	2
188	265	34	2
192	265	34	1
203	265	34	1
204	265	34	1
209	265	34	1
211	265	34	1
218	265	34	1
223	265	34	1
228	265	34	4
229	265	34	2
231	265	34	1
232	265	34	1
234	265	34	1
244	265	34	1
249	265	34	1
178	266	34	1
186	266	34	1
188	266	34	1
196	266	34	1
197	266	34	2
204	266	34	2
208	266	34	1
209	266	34	1
210	266	34	1
211	266	34	1
214	266	34	1
217	266	34	1
220	266	34	2
221	266	34	3
227	266	34	1
228	266	34	1
230	266	34	1
233	266	34	1
240	266	34	2
241	266	34	1
244	266	34	1
183	267	34	1
189	267	34	1
193	267	34	1
194	267	34	1
195	267	34	2
197	267	34	1
206	267	34	1
209	267	34	2
210	267	34	1
214	267	34	1
215	267	34	1
216	267	34	1
218	267	34	1
221	267	34	1
224	267	34	2
225	267	34	1
231	267	34	2
232	267	34	2
239	267	34	1
240	267	34	1
248	267	34	1
249	267	34	1
250	267	34	2
173	268	34	2
183	268	34	1
189	268	34	2
193	268	34	2
194	268	34	1
195	268	34	1
207	268	34	1
216	268	34	1
222	268	34	1
227	268	34	1
231	268	34	1
242	268	34	1
246	268	34	1
247	268	34	1
250	268	34	1
251	268	34	1
252	268	34	2
171	269	34	2
176	269	34	2
184	269	34	1
189	269	34	2
191	269	34	2
193	269	34	2
194	269	34	1
197	269	34	1
198	269	34	1
208	269	34	2
209	269	34	1
212	269	34	1
215	269	34	1
216	269	34	1
218	269	34	1
220	269	34	1
230	269	34	3
232	269	34	1
233	269	34	1
241	269	34	2
242	269	34	1
244	269	34	2
250	269	34	2
251	269	34	2
254	269	34	1
175	270	34	2
180	270	34	1
183	270	34	1
186	270	34	2
187	270	34	1
189	270	34	3
196	270	34	2
197	270	34	1
200	270	34	2
203	270	34	2
205	270	34	1
206	270	34	2
209	270	34	3
215	270	34	3
217	270	34	1
218	270	34	1
221	270	34	2
223	270	34	1
228	270	34	1
233	270	34	1
240	270	34	2
242	270	34	1
243	270	34	1
245	270	34	1
246	270	34	1
177	271	34	1
180	271	34	1
181	271	34	1
182	271	34	1
185	271	34	1
187	271	34	1
188	271	34	1
189	271	34	1
205	271	34	2
211	271	34	1
213	271	34	2
221	271	34	1
230	271	34	1
231	271	34	3
234	271	34	1
240	271	34	1
241	271	34	1
242	271	34	1
247	271	34	2
249	271	34	1
250	271	34	1
173	272	34	2
175	272	34	2
176	272	34	1
179	272	34	1
180	272	34	1
181	272	34	2
182	272	34	1
183	272	34	1
184	272	34	1
186	272	34	2
188	272	34	1
190	272	34	1
198	272	34	1
205	272	34	1
206	272	34	1
213	272	34	1
214	272	34	1
218	272	34	1
225	272	34	2
228	272	34	1
229	272	34	1
232	272	34	1
235	272	34	3
240	272	34	1
247	272	34	2
249	272	34	1
181	273	34	1
182	273	34	2
184	273	34	1
185	273	34	2
186	273	34	2
188	273	34	1
197	273	34	1
203	273	34	1
207	273	34	2
209	273	34	1
211	273	34	1
214	273	34	1
215	273	34	1
216	273	34	1
218	273	34	1
230	273	34	1
231	273	34	1
233	273	34	3
239	273	34	1
245	273	34	1
248	273	34	1
174	274	34	1
176	274	34	1
186	274	34	1
187	274	34	1
197	274	34	1
203	274	34	1
209	274	34	1
213	274	34	1
215	274	34	1
218	274	34	1
232	274	34	1
233	274	34	1
234	274	34	1
236	274	34	2
237	274	34	1
239	274	34	2
246	274	34	2
176	275	34	1
183	275	34	1
206	275	34	1
209	275	34	1
212	275	34	1
213	275	34	2
214	275	34	1
215	275	34	1
217	275	34	2
233	275	34	2
235	275	34	1
237	275	34	1
238	275	34	1
239	275	34	1
240	275	34	1
246	275	34	1
174	276	34	1
175	276	34	1
180	276	34	2
184	276	34	1
202	276	34	1
203	276	34	2
206	276	34	1
207	276	34	2
208	276	34	1
212	276	34	1
214	276	34	1
232	276	34	2
235	276	34	1
237	276	34	1
240	276	34	1
242	276	34	2
244	276	34	2
250	276	34	1
175	277	34	1
182	277	34	1
183	277	34	2
186	277	34	1
202	277	34	1
203	277	34	1
204	277	34	2
207	277	34	1
209	277	34	1
215	277	34	2
229	277	34	2
235	277	34	3
236	277	34	1
237	277	34	1
238	277	34	2
176	278	34	2
186	278	34	1
207	278	34	1
208	278	34	1
209	278	34	1
210	278	34	1
211	278	34	3
212	278	34	1
214	278	34	2
226	278	34	2
231	278	34	1
236	278	34	1
244	278	34	2
174	279	34	1
175	279	34	1
176	279	34	1
177	279	34	1
179	279	34	2
180	279	34	1
192	279	34	1
204	279	34	1
205	279	34	1
207	279	34	1
208	279	34	1
210	279	34	1
215	279	34	4
217	279	34	2
219	279	34	2
231	279	34	2
241	279	34	1
246	279	34	1
248	279	34	1
249	279	34	2
173	280	34	1
175	280	34	1
176	280	34	1
178	280	34	1
188	280	34	2
192	280	34	1
193	280	34	1
209	280	34	1
210	280	34	1
215	280	34	1
221	280	34	1
224	280	34	1
233	280	34	1
236	280	34	1
238	280	34	1
240	280	34	1
245	280	34	1
248	280	34	2
249	280	34	1
175	281	34	2
176	281	34	1
177	281	34	2
179	281	34	1
180	281	34	1
191	281	34	1
202	281	34	1
203	281	34	1
204	281	34	2
206	281	34	1
221	281	34	1
222	281	34	4
227	281	34	2
229	281	34	1
233	281	34	1
244	281	34	1
245	281	34	1
248	281	34	1
179	282	34	1
181	282	34	2
187	282	34	1
190	282	34	1
204	282	34	1
211	282	34	1
212	282	34	1
214	282	34	1
215	282	34	1
220	282	34	1
223	282	34	1
224	282	34	1
226	282	34	1
233	282	34	1
234	282	34	2
235	282	34	1
245	282	34	1
248	282	34	1
249	282	34	2
251	282	34	1
175	283	34	2
176	283	34	1
179	283	34	1
204	283	34	1
207	283	34	2
208	283	34	1
209	283	34	2
210	283	34	1
218	283	34	1
219	283	34	1
222	283	34	1
223	283	34	2
224	283	34	2
227	283	34	2
228	283	34	1
231	283	34	2
233	283	34	1
234	283	34	1
237	283	34	1
238	283	34	2
243	283	34	1
250	283	34	1
176	284	34	1
184	284	34	1
186	284	34	1
191	284	34	1
203	284	34	1
205	284	34	1
208	284	34	1
214	284	34	4
215	284	34	1
229	284	34	2
231	284	34	1
233	284	34	2
234	284	34	1
238	284	34	1
241	284	34	1
242	284	34	1
245	284	34	1
247	284	34	1
248	284	34	1
249	284	34	1
254	284	34	1
177	285	34	1
179	285	34	1
181	285	34	1
203	285	34	2
204	285	34	1
206	285	34	1
208	285	34	1
209	285	34	1
211	285	34	1
221	285	34	2
223	285	34	1
224	285	34	3
226	285	34	1
230	285	34	1
238	285	34	1
240	285	34	2
242	285	34	3
245	285	34	1
248	285	34	1
177	286	34	1
187	286	34	1
188	286	34	1
190	286	34	1
208	286	34	2
213	286	34	1
222	286	34	1
223	286	34	1
227	286	34	1
229	286	34	2
234	286	34	2
237	286	34	1
239	286	34	2
247	286	34	1
254	286	34	1
184	287	34	1
187	287	34	1
207	287	34	1
220	287	34	1
221	287	34	1
223	287	34	3
224	287	34	2
226	287	34	1
228	287	34	1
229	287	34	2
230	287	34	2
234	287	34	2
243	287	34	1
245	287	34	1
251	287	34	1
252	287	34	2
184	288	34	1
187	288	34	1
190	288	34	1
200	288	34	1
201	288	34	1
202	288	34	3
205	288	34	1
209	288	34	2
220	288	34	1
221	288	34	1
227	288	34	1
229	288	34	2
230	288	34	1
237	288	34	1
238	288	34	1
240	288	34	2
246	288	34	2
247	288	34	1
248	288	34	1
249	288	34	1
255	288	34	1
175	289	34	1
184	289	34	1
185	289	34	2
198	289	34	1
199	289	34	4
203	289	34	1
219	289	34	1
226	289	34	2
232	289	34	1
238	289	34	1
245	289	34	1
248	289	34	2
186	290	34	1
197	290	34	1
198	290	34	2
199	290	34	1
222	290	34	1
223	290	34	1
224	290	34	1
225	290	34	1
229	290	34	1
232	290	34	1
233	290	34	1
237	290	34	3
246	290	34	1
247	290	34	1
248	290	34	1
182	291	34	2
185	291	34	1
186	291	34	1
199	291	34	1
203	291	34	1
223	291	34	2
225	291	34	4
229	291	34	1
231	291	34	1
234	291	34	1
236	291	34	1
237	291	34	1
241	291	34	1
242	291	34	3
244	291	34	1
245	291	34	1
248	291	34	1
249	291	34	1
255	291	34	2
187	292	34	1
198	292	34	3
200	292	34	1
201	292	34	1
203	292	34	1
221	292	34	1
222	292	34	1
223	292	34	1
226	292	34	1
227	292	34	3
228	292	34	2
230	292	34	1
231	292	34	1
234	292	34	2
235	292	34	1
236	292	34	2
238	292	34	2
241	292	34	1
244	292	34	1
182	293	34	1
194	293	34	2
196	293	34	2
197	293	34	1
201	293	34	1
202	293	34	2
204	293	34	1
205	293	34	2
207	293	34	1
223	293	34	1
229	293	34	1
230	293	34	1
233	293	34	1
235	293	34	1
238	293	34	1
242	293	34	2
177	294	34	1
182	294	34	1
197	294	34	1
199	294	34	1
223	294	34	1
224	294	34	1
226	294	34	1
242	294	34	1
245	294	34	1
246	294	34	1
184	295	34	2
194	295	34	1
197	295	34	1
198	295	34	1
203	295	34	1
222	295	34	1
224	295	34	1
229	295	34	2
231	295	34	1
232	295	34	2
238	295	34	1
244	295	34	1
191	296	34	2
194	296	34	1
196	296	34	2
202	296	34	1
217	296	34	1
221	296	34	1
222	296	34	1
226	296	34	2
228	296	34	2
229	296	34	3
239	296	34	2
243	296	34	1
245	296	34	2
196	297	34	1
199	297	34	1
204	297	34	1
219	297	34	2
220	297	34	1
223	297	34	1
225	297	34	1
227	297	34	1
229	297	34	2
232	297	34	3
235	297	34	1
236	297	34	1
238	297	34	4
242	297	34	1
244	297	34	2
245	297	34	1
182	298	34	1
194	298	34	1
196	298	34	1
197	298	34	1
220	298	34	1
223	298	34	2
224	298	34	1
235	298	34	2
244	298	34	2
195	299	34	2
199	299	34	2
203	299	34	1
224	299	34	1
227	299	34	1
228	299	34	1
236	299	34	1
241	299	34	1
244	299	34	1
224	300	34	2
226	300	34	1
228	300	34	1
229	300	34	4
233	300	34	1
236	300	34	1
237	300	34	1
239	300	34	2
241	300	34	1
242	300	34	1
243	300	34	2
246	300	34	1
197	301	34	1
198	301	34	1
207	301	34	1
224	301	34	2
227	301	34	1
231	301	34	3
236	301	34	1
240	301	34	2
241	301	34	4
242	301	34	1
243	301	34	1
244	301	34	2
246	301	34	1
229	302	34	3
230	302	34	1
235	302	34	1
236	302	34	1
237	302	34	1
242	302	34	1
243	302	34	2
225	303	34	1
228	303	34	1
233	303	34	1
235	303	34	2
237	303	34	1
243	303	34	1
194	304	34	1
226	304	34	1
230	304	34	2
235	304	34	2
236	304	34	2
240	304	34	2
243	304	34	1
204	305	34	1
222	305	34	1
223	305	34	1
226	305	34	1
228	305	34	1
230	305	34	3
232	305	34	2
233	305	34	2
236	305	34	1
239	305	34	1
240	305	34	1
224	306	34	3
225	306	34	1
227	306	34	4
228	306	34	2
233	306	34	1
235	306	34	2
236	306	34	1
241	306	34	1
242	306	34	1
244	306	34	4
201	307	34	2
221	307	34	2
225	307	34	1
226	307	34	1
230	307	34	1
234	307	34	3
236	307	34	2
241	307	34	2
243	307	34	1
222	308	34	2
225	308	34	2
226	308	34	1
229	308	34	1
236	308	34	1
237	308	34	1
239	308	34	2
242	308	34	1
243	308	34	1
220	309	34	1
222	309	34	1
223	309	34	1
224	309	34	1
225	309	34	1
227	309	34	2
229	309	34	1
232	309	34	3
242	309	34	1
222	310	34	1
226	310	34	1
227	310	34	1
229	310	34	1
233	310	34	2
234	310	34	3
239	310	34	1
218	311	34	1
231	311	34	1
236	311	34	1
216	312	34	1
225	312	34	1
226	312	34	1
228	312	34	2
229	312	34	2
236	312	34	1
212	313	34	1
226	313	34	2
233	313	34	1
234	313	34	2
236	313	34	1
225	314	34	1
226	314	34	1
229	314	34	1
230	314	34	2
230	315	34	3
233	315	34	3
228	316	34	1
233	316	34	1
234	316	34	1
227	317	34	1
232	317	34	1
233	317	34	1
211	318	34	1
226	250	35	2
228	250	35	1
229	250	35	1
225	251	35	1
226	251	35	1
227	251	35	2
228	251	35	1
226	252	35	2
229	252	35	2
219	253	35	1
221	253	35	1
226	253	35	2
224	254	35	1
235	254	35	1
209	255	35	1
219	255	35	2
220	255	35	2
221	255	35	1
226	255	35	1
227	255	35	1
229	255	35	2
230	255	35	2
231	255	35	1
216	256	35	1
222	256	35	3
223	256	35	2
226	256	35	1
229	256	35	1
215	257	35	1
218	257	35	1
221	257	35	2
227	257	35	1
230	257	35	2
237	257	35	1
239	257	35	1
241	257	35	1
216	258	35	2
217	258	35	1
218	258	35	1
223	258	35	2
224	258	35	1
226	258	35	1
227	258	35	2
228	258	35	1
229	258	35	2
234	258	35	1
235	258	35	2
182	259	35	1
190	259	35	1
201	259	35	1
210	259	35	1
217	259	35	1
218	259	35	2
219	259	35	1
220	259	35	1
222	259	35	1
224	259	35	1
225	259	35	1
228	259	35	1
229	259	35	1
231	259	35	1
233	259	35	1
234	259	35	1
238	259	35	1
190	260	35	3
212	260	35	1
214	260	35	1
215	260	35	1
216	260	35	1
218	260	35	1
220	260	35	1
221	260	35	3
224	260	35	1
226	260	35	1
228	260	35	1
231	260	35	2
234	260	35	1
235	260	35	1
237	260	35	2
238	260	35	1
239	260	35	1
240	260	35	3
241	260	35	1
242	260	35	1
243	260	35	2
244	260	35	2
245	260	35	1
193	261	35	1
208	261	35	2
211	261	35	1
212	261	35	1
216	261	35	1
217	261	35	3
218	261	35	1
220	261	35	1
223	261	35	2
