x	y	z	DNA Damage/Telomere Stress Induced Senescence
223	288	33	1
226	288	33	1
231	288	33	1
233	288	33	1
244	288	33	1
245	288	33	1
247	288	33	1
249	288	33	1
257	288	33	2
205	289	33	1
224	289	33	1
232	289	33	1
234	289	33	1
235	289	33	1
237	289	33	1
245	289	33	1
246	289	33	2
202	290	33	1
207	290	33	1
222	290	33	1
225	290	33	1
231	290	33	2
238	290	33	1
243	290	33	1
246	290	33	1
247	290	33	1
248	290	33	2
198	291	33	1
201	291	33	1
225	291	33	1
229	291	33	1
242	291	33	1
248	291	33	1
183	292	33	1
200	292	33	1
221	292	33	1
235	292	33	1
237	292	33	1
253	292	33	1
199	293	33	1
224	293	33	1
229	293	33	1
240	293	33	1
247	293	33	1
248	293	33	1
251	293	33	1
202	294	33	1
213	294	33	2
223	294	33	1
238	294	33	1
245	294	33	1
252	294	33	1
256	294	33	1
231	295	33	1
238	295	33	1
243	295	33	1
246	295	33	2
247	295	33	2
248	295	33	1
250	295	33	1
222	296	33	2
226	296	33	1
228	296	33	1
197	297	33	1
198	297	33	1
227	297	33	1
233	297	33	1
234	297	33	1
236	297	33	1
240	297	33	1
241	297	33	1
246	297	33	1
182	298	33	2
220	298	33	1
223	298	33	1
241	298	33	1
243	298	33	1
196	299	33	2
228	299	33	1
236	299	33	1
196	300	33	2
225	300	33	1
229	300	33	1
224	301	33	2
227	301	33	1
229	301	33	1
199	302	33	1
228	302	33	1
229	302	33	1
231	302	33	1
233	302	33	1
231	303	33	1
241	303	33	1
227	304	33	1
231	304	33	1
232	304	33	1
233	304	33	1
242	304	33	1
243	304	33	1
208	305	33	1
233	305	33	1
234	305	33	1
230	306	33	1
225	307	33	1
234	307	33	1
217	308	33	1
229	308	33	1
233	308	33	1
239	308	33	2
228	309	33	1
233	310	33	2
224	311	33	1
235	311	33	1
228	313	33	1
229	313	33	1
230	314	33	1
232	314	33	1
235	314	33	1
236	314	33	1
229	250	34	1
225	252	34	1
226	252	34	1
227	252	34	1
230	252	34	1
225	253	34	1
223	255	34	1
224	255	34	1
237	255	34	1
219	256	34	1
237	256	34	1
216	257	34	1
217	257	34	1
219	257	34	1
221	257	34	1
241	257	34	1
242	257	34	1
243	257	34	1
221	258	34	1
225	258	34	1
228	258	34	1
233	258	34	1
239	258	34	1
241	258	34	1
219	259	34	1
226	259	34	1
235	259	34	1
242	259	34	2
211	260	34	1
224	260	34	1
230	260	34	1
195	261	34	1
215	261	34	1
235	261	34	1
242	261	34	1
244	261	34	1
246	261	34	1
190	262	34	1
194	262	34	1
215	262	34	1
223	262	34	1
235	262	34	1
243	262	34	1
244	262	34	1
246	262	34	1
247	262	34	1
189	263	34	1
210	263	34	2
213	263	34	1
214	263	34	1
216	263	34	1
219	263	34	1
241	263	34	1
248	263	34	1
188	264	34	1
200	264	34	1
215	264	34	1
220	264	34	1
223	264	34	1
227	264	34	1
228	264	34	1
240	264	34	1
244	264	34	1
245	264	34	1
176	265	34	1
187	265	34	3
188	265	34	2
194	265	34	1
203	265	34	1
213	265	34	1
222	265	34	1
223	265	34	1
232	265	34	1
239	265	34	1
241	265	34	1
175	266	34	1
197	266	34	1
211	266	34	1
220	266	34	1
243	266	34	1
193	267	34	1
197	267	34	1
206	267	34	1
216	267	34	1
217	267	34	1
225	267	34	1
231	267	34	1
240	267	34	1
193	268	34	1
208	268	34	1
221	268	34	1
249	268	34	1
184	269	34	1
208	269	34	1
213	269	34	2
217	269	34	1
220	269	34	2
239	269	34	1
243	269	34	1
249	269	34	1
252	269	34	1
180	270	34	1
185	270	34	1
189	270	34	1
209	270	34	1
210	270	34	1
217	270	34	1
228	270	34	1
172	271	34	1
179	271	34	1
185	271	34	1
205	271	34	1
212	271	34	1
213	271	34	1
214	271	34	1
218	271	34	1
231	271	34	1
234	271	34	1
241	271	34	1
246	271	34	1
190	272	34	2
203	272	34	1
207	272	34	1
213	272	34	1
230	272	34	1
249	272	34	1
181	273	34	2
188	273	34	1
205	273	34	1
208	273	34	1
211	273	34	1
241	273	34	1
243	273	34	1
248	273	34	2
249	273	34	1
180	274	34	4
183	274	34	1
213	274	34	1
231	274	34	1
234	274	34	2
235	274	34	1
236	274	34	1
237	274	34	1
239	274	34	1
240	274	34	2
176	275	34	1
183	275	34	1
185	275	34	1
189	275	34	1
207	275	34	1
212	275	34	2
214	275	34	1
238	275	34	1
239	275	34	1
175	276	34	2
203	276	34	1
211	276	34	1
212	276	34	1
237	276	34	1
242	276	34	1
250	276	34	1
202	277	34	1
207	277	34	2
208	277	34	2
209	277	34	1
186	278	34	1
205	278	34	1
209	278	34	1
212	278	34	1
214	278	34	1
239	278	34	1
249	279	34	2
180	280	34	1
188	280	34	1
204	280	34	1
224	280	34	1
233	280	34	1
234	280	34	1
239	280	34	1
242	280	34	1
180	281	34	1
203	281	34	1
204	281	34	1
208	281	34	1
221	281	34	1
244	281	34	1
248	281	34	1
175	282	34	1
190	282	34	1
207	282	34	1
209	282	34	1
213	282	34	1
229	282	34	1
234	282	34	1
247	282	34	1
179	283	34	2
206	283	34	1
207	283	34	2
218	283	34	1
222	283	34	1
223	283	34	1
232	283	34	1
233	283	34	1
234	283	34	1
240	283	34	2
249	283	34	1
250	283	34	1
178	284	34	1
184	284	34	1
185	284	34	1
191	284	34	1
203	284	34	1
205	284	34	1
211	284	34	1
219	284	34	1
222	284	34	1
229	284	34	1
245	284	34	2
248	284	34	1
249	284	34	1
254	284	34	1
187	285	34	2
206	285	34	1
208	285	34	1
218	285	34	1
222	285	34	1
223	285	34	1
229	285	34	1
232	285	34	1
246	285	34	1
186	286	34	1
187	286	34	1
203	286	34	2
204	286	34	1
207	286	34	1
234	286	34	1
247	286	34	2
248	286	34	2
184	287	34	1
224	287	34	1
226	287	34	1
252	287	34	1
177	288	34	1
186	288	34	1
190	288	34	1
209	288	34	1
224	288	34	1
235	288	34	1
237	288	34	1
238	288	34	1
255	288	34	1
175	289	34	1
235	289	34	1
198	290	34	1
222	290	34	2
243	290	34	1
253	290	34	1
224	291	34	2
229	291	34	1
241	291	34	1
248	291	34	1
200	292	34	1
204	292	34	1
234	292	34	1
196	293	34	2
197	293	34	2
201	293	34	1
207	293	34	1
222	293	34	1
230	293	34	1
237	293	34	1
251	293	34	1
182	294	34	1
190	294	34	1
197	294	34	1
229	294	34	2
245	294	34	1
197	295	34	1
218	295	34	1
225	295	34	1
194	296	34	1
196	296	34	2
217	296	34	1
226	296	34	2
230	296	34	1
236	296	34	1
237	296	34	1
240	296	34	1
242	296	34	1
244	296	34	1
202	297	34	1
219	297	34	1
224	297	34	1
239	297	34	2
243	297	34	1
239	298	34	1
241	298	34	1
246	298	34	1
248	298	34	2
226	299	34	1
228	299	34	1
229	299	34	1
239	299	34	1
229	300	34	2
233	300	34	1
237	300	34	1
243	300	34	1
196	301	34	1
229	301	34	2
232	301	34	1
244	301	34	1
226	302	34	1
228	302	34	2
232	302	34	1
226	303	34	1
229	303	34	1
231	303	34	1
233	303	34	1
237	303	34	1
245	303	34	1
194	304	34	1
226	304	34	1
232	304	34	2
204	305	34	1
227	305	34	1
233	306	34	1
235	306	34	1
236	306	34	1
226	307	34	2
230	307	34	2
241	307	34	2
242	307	34	1
236	308	34	2
240	308	34	1
229	309	34	1
221	310	34	1
224	310	34	1
232	310	34	1
234	310	34	1
236	310	34	1
239	310	34	1
240	310	34	1
230	311	34	1
233	311	34	2
221	312	34	1
229	312	34	2
230	312	34	1
232	312	34	1
234	313	34	1
225	314	34	1
226	314	34	1
228	314	34	1
230	314	34	1
229	315	34	2
226	316	34	1
228	316	34	1
233	316	34	1
211	318	34	1
224	251	35	1
223	254	35	1
230	254	35	1
231	254	35	2
218	255	35	1
220	255	35	1
221	255	35	1
222	255	35	1
223	255	35	1
226	255	35	2
218	256	35	1
223	256	35	1
229	256	35	1
230	256	35	1
243	256	35	1
191	257	35	1
227	257	35	1
230	257	35	1
237	257	35	1
240	257	35	1
224	258	35	1
234	258	35	1
237	258	35	1
239	258	35	1
211	259	35	1
220	259	35	1
222	259	35	1
228	259	35	2
244	259	35	1
190	260	35	1
212	260	35	2
220	260	35	1
224	260	35	1
225	260	35	1
226	260	35	1
242	260	35	1
244	260	35	1
189	261	35	1
211	261	35	1
215	261	35	1
222	261	35	1
223	261	35	1
228	261	35	1
232	261	35	1
233	261	35	1
236	261	35	1
245	261	35	1
193	262	35	1
206	262	35	1
210	262	35	1
215	262	35	1
218	262	35	1
219	262	35	1
221	262	35	1
222	262	35	1
228	262	35	1
232	262	35	1
233	262	35	1
190	263	35	1
217	263	35	1
219	263	35	2
221	263	35	1
230	263	35	1
233	263	35	1
238	263	35	1
241	263	35	1
245	263	35	1
247	263	35	1
248	263	35	1
191	264	35	1
211	264	35	1
213	264	35	1
224	264	35	2
225	264	35	2
236	264	35	1
250	264	35	1
193	265	35	1
194	265	35	1
204	265	35	2
208	265	35	1
213	265	35	2
217	265	35	1
219	265	35	1
225	265	35	1
191	266	35	1
192	266	35	1
195	266	35	2
206	266	35	1
219	266	35	1
220	266	35	2
221	266	35	1
223	266	35	1
251	266	35	1
186	267	35	1
187	267	35	1
207	267	35	1
209	267	35	1
212	267	35	1
215	267	35	1
222	267	35	1
235	267	35	1
239	267	35	1
248	267	35	1
250	267	35	1
177	268	35	1
183	268	35	1
186	268	35	1
196	268	35	1
209	268	35	1
229	268	35	1
238	268	35	1
242	268	35	1
246	268	35	2
191	269	35	1
222	269	35	1
239	269	35	1
178	270	35	2
185	270	35	1
191	270	35	1
196	270	35	2
210	270	35	2
233	270	35	1
241	270	35	1
244	270	35	1
250	270	35	1
173	271	35	1
181	271	35	1
186	271	35	1
193	271	35	1
194	271	35	1
198	271	35	1
212	271	35	1
213	271	35	1
216	271	35	1
247	271	35	1
250	271	35	1
178	272	35	1
182	272	35	1
184	272	35	1
197	272	35	1
208	272	35	2
210	272	35	2
211	272	35	1
238	272	35	2
239	272	35	1
243	272	35	1
244	272	35	2
181	273	35	2
183	273	35	1
187	273	35	1
217	273	35	3
218	273	35	1
242	273	35	1
171	274	35	1
173	274	35	1
179	274	35	1
181	274	35	1
183	274	35	1
185	274	35	1
204	274	35	1
207	274	35	1
210	274	35	2
213	274	35	1
231	274	35	1
233	274	35	1
234	274	35	1
242	274	35	1
205	275	35	1
207	275	35	1
237	275	35	1
238	275	35	1
177	276	35	1
218	276	35	1
239	276	35	1
240	276	35	1
242	276	35	1
243	276	35	1
244	276	35	1
204	277	35	1
218	277	35	1
220	277	35	1
230	277	35	1
241	277	35	2
242	277	35	1
248	277	35	1
174	278	35	1
179	278	35	1
188	278	35	1
195	278	35	2
215	278	35	1
216	278	35	1
234	278	35	2
245	278	35	1
205	279	35	1
227	279	35	1
229	279	35	1
177	280	35	1
190	280	35	1
193	280	35	2
205	280	35	1
214	280	35	1
221	280	35	1
233	280	35	2
237	280	35	1
179	281	35	1
191	281	35	1
207	281	35	2
210	281	35	2
212	281	35	1
224	281	35	2
244	281	35	1
245	281	35	1
248	281	35	1
187	282	35	1
207	282	35	1
209	282	35	1
215	282	35	1
218	282	35	1
225	282	35	1
244	282	35	1
188	283	35	1
190	283	35	1
203	283	35	1
207	283	35	1
208	283	35	2
210	283	35	1
212	283	35	1
216	283	35	1
220	283	35	1
221	283	35	1
228	283	35	1
229	283	35	1
232	283	35	2
245	283	35	1
176	284	35	1
177	284	35	1
180	284	35	1
191	284	35	1
214	284	35	1
226	284	35	1
229	284	35	1
230	284	35	1
234	284	35	1
241	284	35	1
248	284	35	1
188	285	35	1
206	285	35	1
217	285	35	1
229	285	35	1
230	285	35	1
243	285	35	1
174	286	35	1
183	286	35	1
188	286	35	1
199	286	35	1
209	286	35	2
215	286	35	1
216	286	35	1
221	286	35	1
224	286	35	1
229	286	35	1
231	286	35	1
236	286	35	1
238	286	35	1
243	286	35	1
246	286	35	1
248	286	35	1
249	286	35	1
186	287	35	1
202	287	35	1
205	287	35	1
208	287	35	1
221	287	35	1
225	287	35	1
228	287	35	1
236	287	35	1
237	287	35	1
242	287	35	1
188	288	35	1
204	288	35	1
223	288	35	1
228	288	35	1
239	288	35	1
245	288	35	1
247	288	35	1
187	289	35	1
199	289	35	1
204	289	35	1
207	289	35	1
220	289	35	1
221	289	35	1
222	289	35	1
224	289	35	1
225	289	35	1
235	289	35	1
236	289	35	1
250	289	35	1
186	290	35	1
197	290	35	1
200	290	35	1
204	290	35	1
223	290	35	1
232	290	35	1
234	290	35	2
241	290	35	1
247	290	35	1
176	291	35	1
191	291	35	3
200	291	35	1
201	291	35	1
202	291	35	1
224	291	35	1
232	291	35	1
236	291	35	1
242	291	35	1
244	291	35	1
247	291	35	1
185	292	35	1
194	292	35	1
201	292	35	1
222	292	35	1
224	292	35	1
228	292	35	1
233	292	35	1
204	293	35	1
225	293	35	1
228	293	35	1
233	293	35	2
234	293	35	1
239	293	35	1
195	294	35	1
245	294	35	1
191	295	35	1
193	295	35	1
225	295	35	2
241	295	35	1
245	295	35	1
248	295	35	2
180	296	35	1
219	296	35	1
220	296	35	1
221	296	35	1
229	296	35	2
238	296	35	1
227	297	35	1
228	297	35	2
235	297	35	1
242	297	35	1
222	298	35	1
196	299	35	1
200	299	35	1
227	299	35	2
240	299	35	1
194	300	35	2
225	300	35	1
227	300	35	2
229	300	35	1
194	301	35	1
224	301	35	1
227	301	35	1
231	301	35	1
235	301	35	1
239	301	35	2
241	301	35	1
244	301	35	1
199	302	35	1
200	302	35	1
224	302	35	1
233	302	35	2
234	302	35	1
240	302	35	1
244	302	35	1
223	303	35	1
234	303	35	1
238	303	35	1
242	303	35	2
244	303	35	1
221	304	35	2
232	304	35	1
234	304	35	1
239	304	35	1
240	304	35	1
243	304	35	1
207	305	35	2
230	305	35	1
234	305	35	1
222	306	35	1
223	306	35	1
227	306	35	1
231	306	35	1
240	306	35	1
221	307	35	1
225	307	35	1
229	308	35	1
232	308	35	1
241	308	35	1
229	310	35	1
232	310	35	1
234	310	35	1
235	310	35	2
213	311	35	1
215	311	35	1
216	311	35	1
220	311	35	1
224	311	35	1
238	311	35	1
229	312	35	1
240	313	35	1
221	314	35	1
235	314	35	1
234	315	35	1
237	315	35	1
240	315	35	1
210	316	35	1
230	317	35	1
235	317	35	1
212	318	35	1
233	319	35	1
225	253	36	2
228	253	36	1
219	256	36	1
225	256	36	1
226	256	36	1
217	257	36	1
224	257	36	1
228	257	36	1
219	259	36	1
220	259	36	2
222	259	36	1
219	260	36	2
225	260	36	1
237	260	36	1
219	261	36	1
220	261	36	2
222	261	36	1
223	261	36	1
239	261	36	2
192	262	36	1
214	262	36	2
224	262	36	1
231	262	36	1
232	262	36	2
238	262	36	1
242	262	36	1
191	263	36	1
216	263	36	1
225	263	36	1
227	263	36	2
233	263	36	1
235	263	36	1
240	263	36	2
249	263	36	1
206	264	36	1
210	264	36	1
249	264	36	1
185	265	36	1
191	265	36	1
232	265	36	1
234	265	36	1
242	265	36	2
243	265	36	1
191	266	36	1
205	266	36	1
211	266	36	1
215	266	36	1
217	266	36	1
228	266	36	1
248	266	36	1
192	267	36	1
209	267	36	1
210	267	36	1
211	267	36	1
212	267	36	1
216	267	36	1
217	267	36	1
218	267	36	4
229	267	36	1
242	267	36	1
210	268	36	1
214	268	36	1
219	268	36	2
222	268	36	2
235	268	36	1
236	268	36	1
247	268	36	2
250	268	36	1
186	269	36	1
194	269	36	1
214	269	36	2
225	269	36	1
236	269	36	1
240	269	36	1
239	270	36	1
176	271	36	1
191	271	36	1
206	271	36	1
208	271	36	1
213	271	36	1
218	271	36	1
248	271	36	1
181	272	36	2
193	272	36	1
208	272	36	1
213	272	36	1
230	272	36	1
231	272	36	1
232	272	36	1
236	272	36	1
216	273	36	1
179	274	36	1
188	274	36	1
209	274	36	1
220	274	36	1
239	274	36	1
209	275	36	1
210	275	36	1
212	275	36	1
217	275	36	1
177	276	36	1
180	276	36	1
204	276	36	1
206	276	36	1
211	276	36	1
213	276	36	1
220	276	36	1
228	276	36	1
232	276	36	1
241	276	36	1
207	277	36	2
208	277	36	1
210	277	36	1
211	277	36	1
214	277	36	1
234	277	36	1
201	278	36	1
211	278	36	1
214	278	36	1
219	278	36	1
173	279	36	1
187	279	36	2
192	279	36	1
193	279	36	1
206	279	36	1
212	279	36	1
215	279	36	1
223	279	36	1
199	280	36	1
213	280	36	1
234	280	36	1
173	281	36	1
178	281	36	1
189	281	36	1
200	281	36	1
204	281	36	2
206	281	36	2
213	281	36	1
214	281	36	1
181	282	36	1
206	282	36	1
208	282	36	1
213	282	36	1
214	282	36	1
220	282	36	2
222	282	36	1
226	282	36	1
204	283	36	1
209	283	36	1
211	283	36	1
219	283	36	1
187	284	36	1
196	284	36	2
202	284	36	1
203	284	36	1
209	284	36	1
210	284	36	1
213	284	36	1
220	284	36	2
233	284	36	1
190	285	36	1
205	285	36	1
215	285	36	2
218	285	36	1
231	285	36	1
233	285	36	2
234	285	36	1
237	285	36	2
238	285	36	1
241	285	36	2
243	285	36	1
203	286	36	1
205	286	36	1
208	286	36	1
222	286	36	1
231	286	36	2
234	286	36	1
236	286	36	1
237	286	36	1
239	286	36	1
241	286	36	1
203	287	36	1
225	287	36	1
228	287	36	1
229	287	36	1
240	287	36	1
241	287	36	1
244	287	36	1
248	287	36	1
176	288	36	1
185	288	36	1
186	288	36	1
187	288	36	1
202	288	36	1
220	288	36	1
229	288	36	1
230	288	36	1
238	288	36	1
241	288	36	1
244	288	36	1
193	289	36	1
196	289	36	1
219	289	36	2
223	289	36	1
232	289	36	1
233	289	36	1
198	290	36	1
199	290	36	1
202	290	36	1
206	290	36	1
220	290	36	1
231	290	36	1
234	290	36	1
243	290	36	1
194	291	36	1
195	291	36	1
196	291	36	2
197	291	36	1
232	291	36	2
238	291	36	1
187	292	36	1
189	292	36	1
202	292	36	1
208	292	36	1
225	292	36	1
230	292	36	1
231	292	36	2
233	292	36	1
237	292	36	1
238	292	36	1
245	292	36	1
188	293	36	2
195	293	36	1
196	293	36	1
207	293	36	1
225	293	36	1
227	293	36	1
228	293	36	1
229	293	36	1
232	293	36	1
242	293	36	1
182	294	36	1
225	294	36	1
227	294	36	1
238	294	36	1
244	294	36	1
204	295	36	1
223	295	36	1
226	295	36	1
230	295	36	1
241	295	36	1
194	296	36	1
198	296	36	1
200	296	36	2
205	296	36	1
238	296	36	1
241	296	36	1
245	296	36	1
199	297	36	2
202	297	36	1
217	297	36	1
228	297	36	1
230	297	36	1
234	297	36	1
239	297	36	1
241	297	36	2
242	297	36	1
201	298	36	1
229	298	36	1
228	299	36	1
237	299	36	3
238	299	36	1
241	300	36	1
227	301	36	1
230	301	36	2
235	301	36	1
245	301	36	1
227	302	36	1
237	302	36	1
233	303	36	1
234	303	36	2
241	303	36	1
242	303	36	1
235	304	36	1
199	305	36	1
226	305	36	2
228	305	36	3
234	305	36	1
222	306	36	1
224	306	36	1
240	306	36	1
241	306	36	1
242	306	36	2
243	306	36	1
223	307	36	1
224	307	36	1
240	307	36	1
227	309	36	1
240	310	36	1
217	311	36	1
231	311	36	1
234	311	36	1
235	311	36	1
236	311	36	1
238	311	36	1
213	312	36	1
230	312	36	1
240	312	36	1
229	313	36	1
232	313	36	1
238	313	36	1
225	314	36	1
238	314	36	1
220	315	36	2
236	316	36	1
237	316	36	1
238	316	36	1
235	317	36	1
230	318	36	1
239	319	36	1
227	258	37	1
227	259	37	1
230	259	37	1
227	260	37	1
226	261	37	1
230	261	37	1
216	262	37	1
230	262	37	1
189	264	37	1
236	264	37	1
237	264	37	1
193	266	37	1
183	267	37	1
191	267	37	1
193	267	37	1
238	267	37	1
239	267	37	1
188	268	37	1
211	268	37	1
217	268	37	1
236	268	37	1
238	268	37	2
236	269	37	1
215	270	37	1
221	270	37	1
195	271	37	1
196	271	37	1
214	271	37	1
215	271	37	1
219	271	37	1
213	272	37	1
210	273	37	1
213	273	37	1
215	273	37	1
219	273	37	1
208	274	37	1
215	274	37	1
219	275	37	1
220	275	37	1
208	276	37	1
215	276	37	1
219	276	37	1
210	277	37	1
214	277	37	1
220	277	37	1
181	278	37	1
206	278	37	1
208	278	37	3
195	279	37	1
217	279	37	2
212	280	37	1
175	281	37	2
208	281	37	1
214	281	37	1
191	282	37	1
192	282	37	1
211	282	37	1
212	282	37	1
193	283	37	1
207	283	37	1
186	284	37	1
202	284	37	2
206	284	37	1
186	285	37	1
197	285	37	1
206	285	37	1
210	285	37	1
237	285	37	1
239	285	37	1
199	286	37	1
206	286	37	1
207	286	37	1
211	286	37	1
230	286	37	1
191	287	37	1
193	287	37	1
207	287	37	1
219	287	37	1
230	287	37	1
233	287	37	1
248	287	37	1
186	288	37	1
195	288	37	1
201	288	37	1
204	288	37	1
205	288	37	1
221	288	37	1
224	288	37	1
191	289	37	2
195	289	37	1
221	289	37	1
224	289	37	1
240	289	37	1
202	290	37	1
230	290	37	1
232	290	37	1
234	290	37	1
236	290	37	1
242	290	37	1
204	291	37	1
229	291	37	1
226	292	37	1
240	292	37	1
242	292	37	1
190	293	37	1
199	293	37	1
223	293	37	2
225	293	37	1
226	293	37	1
204	294	37	1
228	294	37	1
234	294	37	1
235	294	37	2
240	294	37	1
203	295	37	1
232	295	37	1
235	295	37	2
241	295	37	1
243	295	37	2
198	296	37	1
215	296	37	1
239	297	37	1
199	298	37	1
230	298	37	1
243	298	37	2
228	299	37	2
233	299	37	1
241	299	37	1
242	299	37	1
245	299	37	1
229	300	37	2
230	300	37	1
232	300	37	1
233	300	37	1
240	300	37	2
244	300	37	1
233	301	37	2
241	301	37	1
233	302	37	1
236	303	37	2
227	304	37	1
228	304	37	1
223	308	37	1
224	308	37	1
229	308	37	1
235	308	37	1
240	308	37	2
224	309	37	1
227	309	37	1
242	309	37	1
224	310	37	1
229	310	37	1
214	311	37	1
224	311	37	1
226	311	37	1
237	311	37	1
225	312	37	1
227	312	37	1
231	312	37	1
225	313	37	2
227	313	37	1
236	313	37	1
221	314	37	1
229	314	37	1
235	314	37	1
227	315	37	1
236	316	37	1
237	317	37	1
237	318	37	1
238	262	38	1
229	263	38	1
230	265	38	1
229	266	38	2
231	266	38	1
237	266	38	2
194	269	38	1
218	269	38	1
211	270	38	2
193	271	38	1
211	271	38	1
216	271	38	1
217	271	38	1
203	272	38	1
217	272	38	2
201	273	38	1
208	273	38	1
215	273	38	1
206	274	38	1
210	274	38	1
213	274	38	1
217	274	38	1
203	275	38	1
207	275	38	1
213	275	38	1
209	277	38	1
215	277	38	1
217	278	38	2
218	278	38	1
206	279	38	1
210	279	38	2
212	279	38	1
208	280	38	1
192	281	38	2
189	282	38	1
208	282	38	1
212	282	38	1
213	282	38	1
203	283	38	1
207	283	38	1
196	284	38	1
190	285	38	1
191	285	38	1
202	285	38	1
204	285	38	1
212	285	38	1
188	286	38	1
205	286	38	1
208	286	38	1
216	286	38	2
219	286	38	2
230	286	38	1
237	286	38	1
188	287	38	1
217	287	38	1
232	287	38	1
188	288	38	1
197	288	38	1
209	288	38	1
192	289	38	1
207	289	38	1
219	289	38	1
193	290	38	1
199	290	38	1
223	290	38	1
224	290	38	2
238	290	38	2
191	291	38	1
206	291	38	1
210	291	38	1
213	292	38	1
230	292	38	1
232	292	38	2
234	292	38	1
238	292	38	1
199	293	38	1
205	293	38	1
218	293	38	2
224	293	38	1
226	293	38	2
230	293	38	1
238	293	38	1
240	293	38	1
226	294	38	1
237	294	38	1
239	294	38	1
207	295	38	1
218	295	38	1
227	295	38	1
229	295	38	1
230	295	38	1
235	295	38	1
244	295	38	1
198	296	38	2
205	296	38	1
232	296	38	1
233	296	38	1
237	296	38	1
239	296	38	1
243	296	38	1
230	297	38	1
231	297	38	2
244	297	38	1
200	298	38	1
216	298	38	1
224	298	38	1
228	298	38	1
234	298	38	1
237	298	38	1
229	299	38	1
235	299	38	1
241	299	38	1
242	299	38	1
239	300	38	1
228	303	38	2
231	303	38	1
233	303	38	1
230	304	38	1
234	304	38	1
237	304	38	1
227	305	38	1
234	305	38	1
235	305	38	1
241	305	38	1
242	306	38	1
223	308	38	1
206	309	38	1
222	309	38	1
226	309	38	1
241	309	38	1
242	309	38	1
223	310	38	1
227	310	38	1
221	311	38	1
228	311	38	1
230	311	38	1
231	311	38	1
244	311	38	1
227	312	38	1
228	312	38	1
240	312	38	1
242	312	38	1
217	313	38	1
223	313	38	1
236	313	38	1
240	313	38	1
200	314	38	1
221	314	38	2
226	314	38	1
236	314	38	1
237	314	38	1
239	314	38	1
211	315	38	1
229	315	38	2
230	315	38	1
225	316	38	1
228	316	38	2
240	316	38	1
218	319	38	2
230	319	38	1
237	319	38	1
241	319	38	1
242	319	38	1
232	320	38	1
233	321	38	1
233	322	38	1
215	265	39	1
191	268	39	1
195	270	39	1
212	275	39	1
216	275	39	1
214	278	39	1
221	278	39	1
215	280	39	2
218	280	39	1
217	281	39	1
215	282	39	1
202	283	39	1
215	283	39	1
237	283	39	1
200	284	39	1
207	284	39	2
216	284	39	1
199	285	39	1
205	286	39	1
215	287	39	1
222	287	39	1
239	287	39	1
193	288	39	1
218	288	39	2
224	288	39	1
190	289	39	1
191	289	39	2
188	290	39	1
210	290	39	1
211	290	39	1
215	290	39	1
218	290	39	1
238	290	39	2
191	291	39	1
225	291	39	1
233	291	39	1
238	291	39	2
240	291	39	1
199	292	39	1
235	292	39	1
209	293	39	2
221	293	39	1
227	293	39	1
240	293	39	1
241	293	39	1
200	294	39	1
201	294	39	1
225	294	39	1
228	294	39	1
237	294	39	1
212	295	39	1
223	295	39	1
225	295	39	1
226	295	39	1
227	295	39	1
232	295	39	1
241	295	39	1
205	296	39	1
213	296	39	1
220	296	39	2
234	296	39	1
195	297	39	1
196	297	39	1
197	297	39	1
200	297	39	2
215	297	39	2
225	297	39	1
235	297	39	1
221	298	39	1
224	298	39	1
225	298	39	1
230	298	39	1
232	298	39	1
222	299	39	1
229	299	39	1
231	299	39	1
233	299	39	1
239	299	39	1
241	299	39	1
229	300	39	1
232	300	39	1
227	301	39	1
229	301	39	1
231	302	39	1
233	302	39	1
239	303	39	1
225	304	39	1
227	304	39	1
227	305	39	1
230	305	39	1
236	305	39	2
238	305	39	1
241	305	39	1
242	305	39	1
223	306	39	1
224	306	39	1
236	306	39	1
241	306	39	1
223	307	39	1
226	307	39	1
233	308	39	2
243	308	39	1
195	309	39	1
215	309	39	1
221	309	39	1
222	309	39	1
228	309	39	1
234	309	39	1
242	309	39	1
218	310	39	1
225	310	39	1
226	310	39	1
217	311	39	1
221	311	39	1
231	311	39	1
246	311	39	1
219	312	39	1
220	312	39	1
222	312	39	1
238	312	39	1
236	313	39	1
240	313	39	2
243	313	39	1
216	314	39	1
219	314	39	4
234	314	39	1
235	314	39	1
239	314	39	1
240	314	39	1
217	315	39	1
225	315	39	1
230	315	39	1
238	315	39	1
240	316	39	1
240	317	39	1
231	318	39	1
235	318	39	1
237	318	39	1
230	319	39	1
237	319	39	1
240	319	39	1
226	320	39	1
229	320	39	1
218	321	39	1
229	321	39	1
233	322	39	1
232	323	39	1
211	324	39	1
201	278	40	1
193	280	40	1
191	285	40	1
206	286	40	1
202	288	40	1
191	292	40	1
192	292	40	1
209	292	40	1
209	293	40	1
225	293	40	3
225	294	40	1
234	295	40	1
211	296	40	1
234	296	40	1
236	296	40	1
222	298	40	1
228	301	40	1
237	302	40	1
241	304	40	1
223	305	40	1
229	305	40	2
231	305	40	1
234	305	40	1
242	305	40	1
213	306	40	2
224	306	40	1
226	306	40	1
215	307	40	1
226	307	40	1
228	307	40	1
240	307	40	1
227	309	40	1
232	309	40	1
218	310	40	1
219	310	40	1
224	310	40	1
226	310	40	1
234	310	40	1
241	310	40	1
196	311	40	1
222	311	40	1
234	311	40	1
221	312	40	1
232	312	40	1
213	313	40	1
217	313	40	1
219	313	40	2
223	313	40	2
