x	y	z	SLBP independent Processing of Histone Pre-mRNAs
249	272	32	1
182	273	32	1
204	273	32	1
208	273	32	1
213	273	32	2
225	273	32	1
228	273	32	1
241	273	32	1
245	273	32	1
172	274	32	1
174	274	32	2
181	274	32	1
182	274	32	1
183	274	32	1
209	274	32	1
233	274	32	1
238	274	32	1
246	274	32	1
186	275	32	1
210	275	32	1
215	275	32	2
252	275	32	1
175	276	32	1
184	276	32	2
206	276	32	1
210	276	32	1
239	276	32	2
246	276	32	1
204	277	32	1
205	277	32	1
243	277	32	1
244	277	32	1
247	277	32	1
250	277	32	1
245	278	32	1
255	278	32	1
175	279	32	1
178	279	32	1
239	279	32	1
250	279	32	1
174	280	32	1
177	280	32	1
208	280	32	1
237	280	32	1
245	280	32	1
249	280	32	1
176	281	32	1
186	281	32	1
222	281	32	1
237	281	32	1
245	281	32	1
246	281	32	1
248	281	32	1
250	281	32	1
251	281	32	1
188	282	32	1
222	282	32	1
237	282	32	1
253	282	32	1
208	283	32	1
222	283	32	1
226	283	32	1
236	283	32	1
239	283	32	1
245	283	32	1
249	283	32	1
253	283	32	1
186	284	32	1
227	284	32	1
232	284	32	1
180	285	32	1
185	285	32	1
208	285	32	1
218	285	32	1
223	285	32	1
225	285	32	3
231	285	32	2
234	285	32	1
241	285	32	1
250	285	32	1
255	285	32	1
206	286	32	1
223	286	32	1
240	286	32	1
242	286	32	1
247	286	32	3
187	287	32	2
219	287	32	1
221	287	32	1
226	287	32	1
237	287	32	1
247	287	32	2
201	288	32	1
220	288	32	1
221	288	32	1
223	288	32	1
247	288	32	1
250	288	32	1
227	289	32	2
229	289	32	1
244	289	32	1
187	290	32	1
199	290	32	1
200	290	32	1
232	290	32	2
236	290	32	1
239	290	32	1
241	290	32	1
248	290	32	2
253	290	32	1
186	291	32	1
233.333333333333	291.333333333333	33	1
236	291	32	1
239	291	32	2
242	291	32	2
246	291	32	1
247	291	32	1
256	291	32	1
198	292	32	1
199	292	32	1
222	292	32	1
224	292	32	2
233	292	32	1
234	292	32	1
238	292	32	2
243	292	32	1
197	293	32	1
200	293	32	1
218	293	32	1
225	293	32	1
233	293	32	1
242	293	32	1
197	294	32	1
221	294	32	1
225	294	32	2
236	294	32	1
239	294	32	2
251	294	32	1
253	294	32	1
256	294	32	1
195	295	32	1
200	295	32	2
231	295	32	1
232	295	32	1
244	295	32	1
250	295	32	1
197	296	32	1
202	296	32	1
218	296	32	2
220	296	32	1
225	296	32	1
228	296	32	1
234	296	32	1
237	296	32	1
243	296	32	1
244	296	32	1
229	297	32	1
243	297	32	1
244	297	32	1
248	297	32	3
197	298	32	2
198	298	32	1
199	298	32	2
202	298	32	1
220	298	32	1
237	298	32	1
231	299	32	1
233	299	32	1
236	299	32	1
241	299	32	1
243	299	32	1
244	299	32	1
245	299	32	2
225	300	32	1
228	300	32	1
198	301	32	1
223	301	32	1
229	301	32	1
231	301	32	1
246	301	32	1
222	302	32	1
224	302	32	1
229	302	32	1
231	302	32	1
241	302	32	1
249	302	32	1
207	303	32	1
242	303	32	1
245	303	32	1
243	304	32	1
244	304	32	1
234	305	32	1
224	306	32	1
236	306	32	1
206	307	32	1
225	307	32	1
225	308	32	1
235	308	32	1
225	309	32	1
227	309	32	1
228	309	32	1
235	309	32	1
234	311	32	1
235	313	32	1
228	250	33	1
230	251	33	1
216	253	33	2
217	253	33	1
225	253	33	1
232	253	33	1
241	253	33	1
219	254	33	2
227	254	33	1
217	255	33	1
218	255	33	1
221	255	33	1
231	255	33	1
222	256	33	1
237	256	33	1
238	256	33	1
241	256	33	1
215	257	33	1
217	257	33	1
222	257	33	1
227	257	33	1
216	258	33	1
217	258	33	1
219	258	33	1
209	259	33	1
220	259	33	2
222	259	33	1
226	259	33	1
235	259	33	1
220	260	33	1
231	260	33	1
233	260	33	1
238	260	33	1
240	260	33	2
218	261	33	1
232	261	33	1
240	261	33	1
196	262	33	2
210	262	33	1
221	262	33	1
223	262	33	1
230	262	33	1
239	262	33	2
245	262	33	1
246	262	33	1
193	263	33	1
210	264	33	1
211	264	33	1
229	264	33	2
249	264	33	1
191	265	33	1
212	265	33	1
214	265	33	1
224	265	33	1
242	265	33	1
247	265	33	2
185	266	33	1
188	266	33	1
189	266	33	1
192	266	33	1
193	266	33	1
194	266	33	1
211	266	33	1
218	266	33	1
222	266	33	2
237	266	33	1
240	266	33	2
193	267	33	1
196	267	33	1
205	267	33	1
214	267	33	1
223	267	33	1
253	267	33	1
188	268	33	1
189	268	33	1
192	268	33	1
195	268	33	1
209	268	33	1
210	268	33	2
212	268	33	1
215	268	33	1
216	268	33	1
220	268	33	1
225	268	33	2
240	268	33	2
241	268	33	1
184	269	33	1
185	269	33	1
187	269	33	1
198	269	33	1
208	269	33	1
235	269	33	1
251	269	33	1
174	270	33	1
183	270	33	1
186	270	33	1
234	270	33	1
242	270	33	1
178	271	33	1
181	271	33	1
209	271	33	1
211	271	33	1
214	271	33	2
217	271	33	1
229	271	33	1
243	271	33	3
178	272	33	1
182	272	33	1
210	272	33	1
215	272	33	1
217	272	33	1
232	272	33	1
233	272	33	1
251	272	33	2
184	273	33	1
189	273	33	1
202	273	33	1
215	273	33	1
226	273	33	1
230	273	33	1
185	274	33	1
193	274	33	2
202	274	33	1
217	274	33	1
227	274	33	1
240	274	33	1
245	274	33	1
200	275	33	1
202	275	33	1
244	275	33	1
174	276	33	1
192	276	33	1
201	276	33	1
205	276	33	1
215	276	33	3
232	276	33	1
241	276	33	1
187	277	33	1
236	277	33	1
238	277	33	1
239	277	33	1
241	277	33	1
177	278	33	2
209	278	33	1
235	278	33	1
238	278	33	1
240	278	33	1
244	278	33	1
175	279	33	1
201	279	33	1
208	279	33	2
243	279	33	1
177	280	33	1
187	280	33	1
209	280	33	1
225	280	33	1
229	280	33	2
246	280	33	1
173	281	33	2
207	281	33	1
219	281	33	1
224	281	33	1
233	281	33	1
241	281	33	1
247	281	33	1
248	281	33	1
250	281	33	1
179	282	33	1
207	282	33	1
211	282	33	2
213	282	33	1
218	282	33	1
232	282	33	1
233	282	33	1
235	282	33	1
241	282	33	1
176	283	33	1
181	283	33	1
207	283	33	1
228	283	33	1
230	283	33	2
236	283	33	1
175	284	33	1
186	284	33	1
230	284	33	2
233	284	33	2
236	284	33	2
243	284	33	1
208	285	33	1
220	285	33	2
224	285	33	1
225	285	33	1
234	285	33	1
237.5	285.5	33.5	1
241	285	33	1
242	285	33	1
243	285	33	1
253	285	33	1
208	286	33	1
226	286	33	1
229	286	33	1
239	286	33	2
246	286	33	1
179	287	33	2
204	287	33	1
220	287	33	2
225	287	33	1
235	287	33	1
242	287	33	2
220	288	33	1
230	288	33	1
231	288	33	1
239	288	33	3
201	289	33	1
222	289	33	1
223	289	33	1
244	289	33	1
247	289	33	1
250	289	33	2
185	290	33	1
200	290	33	2
225	290	33	1
233	290	33	1
235	290	33	1
238	290	33	1
257	290	33	1
185	291	33	2
238	291	33	1
242	291	33	1
245	291	33	1
248	291	33	1
257	291	33	1
201	292	33	1
223	292	33	2
227	292	33	1
246	292	33	1
253	292	33	1
256	292	33	1
233	293	33	1
247	293	33	1
254	293	33	1
202	294	33	1
204	294	33	1
227	294	33	1
235	294	33	1
246	294	33	1
220	295	33	1
225	295	33	1
229	295	33	1
231	295	33	1
248	295	33	2
179	296	33	2
194	296	33	2
200	296	33	1
220	296	33	1
226	296	33	1
228	296	33	1
235	296	33	1
236	296	33	1
237	296	33	1
246	296	33	1
198	297	33	1
223	297	33	3
236	297	33	1
194	298	33	2
228	298	33	1
235	298	33	1
243	298	33	1
246	298	33	1
195	299	33	1
222	299	33	1
232	299	33	1
236	299	33	2
237	299	33	1
240	299	33	1
229	300	33	1
238	300	33	1
244	300	33	2
246	300	33	1
223	301	33	1
227	301	33	1
234	301	33	2
235	301	33	1
236	301	33	1
238	301	33	1
239	301	33	1
242	301	33	2
243	301	33	1
244	301	33	1
209	302	33	1
226	302	33	1
234	302	33	1
240	302	33	1
207	303	33	1
223	303	33	1
220	304	33	1
223	304	33	1
235	304	33	1
242	304	33	1
208	305	33	1
222	305	33	1
233	305	33	1
240	305	33	1
231	306	33	1
232	306	33	1
223	307	33	1
225	307	33	1
233	307	33	1
221	308	33	1
229	308	33	1
237	308	33	1
242	308	33	1
225	309	33	1
228	309	33	1
221	310	33	1
225	310	33	1
226	310	33	3
229	310	33	1
231	310	33	1
231	311	33	1
229	313	33	1
230	313	33	1
233	313	33	1
236	313	33	1
230	314	33	1
232	314	33	1
230	315	33	1
229	250	34	1
228	252	34	1
227	253	34	1
228	254	34	2
239	254	34	1
241	254	34	1
219	256	34	2
226	256	34	2
227	256	34	1
232	256	34	1
216	257	34	1
235	257	34	1
212	258	34	1
218	258	34	1
221	258	34	1
224	258	34	1
234	258	34	1
217	259	34	1
218	259	34	1
219	259	34	1
231	259	34	1
232	259	34	1
235	259	34	1
237	259	34	1
242	259	34	2
217	260	34	1
228	260	34	1
236	260	34	1
242	260	34	1
245	260	34	1
214	261	34	1
228	261	34	1
229	261	34	1
241	261	34	1
244	261	34	1
210	262	34	1
215	262	34	2
217	262	34	1
235	262	34	1
243	262	34	1
246	262	34	1
197	263	34	1
204	263	34	2
210	263	34	1
213	263	34	1
220	263	34	2
240	263	34	1
241	263	34	1
244	263	34	3
251	263	34	1
252	263	34	1
194	264	34	1
215	264	34	1
220	264	34	1
227	264	34	1
229	264	34	2
239	264	34	1
248	264	34	1
249	264	34	2
192	265	34	1
196	265	34	1
205	265	34	1
209	265	34	1
239	265	34	2
244	265	34	1
245	265	34	1
193	266	34	1
197	266	34	1
208	266	34	1
210	266	34	1
211	266	34	2
228	266	34	1
