x	y	z	NEP/NS2 Interacts with the Cellular Export Machinery
240.5	288.5	31.5	1
185	289	31	2
221	289	31	1
222	289	31	1
227	289	31	1
231	289	31	2
241	289	31	1
244	289	31	1
247	289	31	2
250	289	31	1
254	289	31	1
221	290	31	1
227	290	31	1
239	290	31	2
241	290	31	1
246	290	31	2
197	291	31	1
198	291	31	1
199	291	31	1
222	291	31	1
238	291	31	1
244	291	31	1
245	291	31	1
248	291	31	1
254	291	31	1
198	292	31	2
201	292	31	2
221	292	31	1
222	292	31	1
227	292	31	1
230	292	31	1
235	292	31	1
238	292	31	3
242	292	31	1
243	292	31	1
252	292	31	1
222	293	31	1
230	293	31	1
233	293	31	2
235	293	31	1
241	294	32.8	1
242	293	31	1
243	293	31	1
247	293	31	1
248	293	31	1
256	293	31	1
209	294	31	1
222	294	31	1
225	294	31	1
226	294	31	1
227	294	31	1
228	294	31	1
230	294	31	1
237	294	31	2
240	294	31	1
241	294	31	1
243	294	31	1
244	294	31	1
245	294	31	1
247	294	31	1
250	294	31	1
251	294	31	1
253	294	31	2
202	295	31	1
229	295	31	1
231	295	31	2
240	295	31	1
250	295	31	1
257	295	31	1
215	296	31	1
223	296	31	2
235	296	31	2
246	296	31	2
247	296	31	2
224	297	31	3
230	297	31	2
234	297	31	1
235	297	31	1
239	297	31	1
241	297	31	1
242	297	31	1
243	297	31	1
196	298	31	1
224	298	31	1
228	298	31	2
229	298	31	2
237	298	31	1
239	298	31	2
242	298	31	1
247	298	31	1
248	298	31	1
249	298	31	1
221	299	31	1
230	299	31	1
232	299	31	2
233	299	31	1
237	299	31	1
245	299	31	1
223	300	31	2
224	300	31	1
228	300	31	2
229	300	31	3
231	300	31	2
236	300	31	2
238	300	31	1
241	300	31	2
244	300	31	1
221	301	31	1
226	301	31	1
228	301	31	1
232	301	31	3
234	301	31	2
243	301	31	1
246	301	31	1
247	301	31	1
248	301	31	1
249	301	31	1
224	302	31	2
229	302	31	1
232	302	31	1
236	302	31	1
239	302	31	1
245	302	31	1
223	303	31	3
232	303	31	3
232	304	31	1
235	304	31	1
238	304	31	1
224	305	31	1
238	305	31	1
223	306	31	1
233	306	31	1
236	306	31	1
223	307	31	1
224	307	31	1
234	307	31	2
225	308	31	1
226	250	32	1
231	250	32	1
227	251	32	1
216	252	32	1
217	252	32	1
231	252	32	2
193	253	32	1
215	253	32	1
216	253	32	1
218	253	32	1
221	253	32	1
223	253	32	1
225	253	32	2
227	253	32	1
229	253	32	1
231	253	32	2
232	253	32	2
237	253	32	1
223	254	32	1
227	254	32	1
228	254	32	1
232	254	32	2
214	255	32	1
216	255	32	1
221	255	32	1
223	255	32	1
226	255	32	1
228	255	32	1
177	256	32	1
210	256	32	2
215	256	32	2
227	256	32	1
229	256	32	2
242	256	32	1
193	257	32	1
195	257	32	1
202	257	32	2
218	257	32	1
219	257	32	1
229	257	32	1
238	257	32	1
182	258	32	1
190	258	32	1
192	258	32	1
213	258	32	1
216	258	32	1
218	258	32	1
232	258	32	2
233	258	32	1
237	258	32	1
193	259	32	1
209	259	32	1
211	259	32	1
227	259	32	2
229	259	32	1
237	259	32	1
243	259	32	1
244	259	32	1
247	259	32	2
192	260	32	1
210	260	32	1
214	260	32	1
218	260	32	3
220	260	32	1
228	260	32	1
234	260	32	1
235	260	32	1
237	260	32	1
238	260	32	1
239	260	32	1
243	260	32	1
194	261	32	2
195	261	32	1
215	261	32	1
218	261	32	2
219	261	32	2
220	261	32	2
224	261	32	1
228	261	32	1
229	261	32	3
230	261	32	2
237	261	32	1
242	261	32	1
244	261	32	1
189	262	32	1
217	262	32	1
218	262	32	1
224	262	32	1
227	262	32	1
231	262	32	1
242	262	32	1
243	262	32	1
244	262	32	1
245	262	32	1
246	262	32	1
247	262	32	1
189	263	32	3
204	263	32	1
208	263	32	1
211	263	32	1
221	263	32	2
224	263	32	1
226	263	32	1
231	263	32	1
232	263	32	1
235	263	32	1
245	263	32	1
247	263	32	1
249	263	32	1
251	263	32	1
192	264	32	1
199	264	32	1
204	264	32	1
210	264	32	2
217	264	32	1
223	264	32	2
230	264	32	3
236	264	32	1
238	264	32	1
247	264	32	1
250	264	32	1
176	265	32	2
186	265	32	1
188	265	32	1
189	265	32	1
196	265	32	2
204	265	32	1
221	265	32	1
230	265	32	2
231	265	32	1
232	265	32	1
238	265	32	1
239	265	32	2
244	265	32	1
248	265	32	2
251	265	32	1
203	266	32	1
216	266	32	2
217	266	32	1
220	266	32	1
221	266	32	3
224	266	32	1
228	266	32	1
230	266	32	1
232	266	32	1
234	266	32	1
243	266	32	2
247	266	32	2
248	266	32	1
252	266	32	2
188	267	32	1
191	267	32	2
192	267	32	1
193	267	32	2
194	267	32	2
209	267	32	1
219	267	32	1
222	267	32	1
230	267	32	1
231	267	32	1
238	267	32	1
239	267	32	1
242	267	32	1
246	267	32	2
249	267	32	2
183	268	32	1
186	268	32	2
198	268	32	1
207	268	32	1
212	268	32	1
213	268	32	1
214	268	32	1
231	268	32	1
238	268	32	1
245	268	32	2
247	268	32	1
253	268	32	1
175	269	32	1
176	269	32	1
182	269	32	1
186	269	32	2
204	269	32	1
209	269	32	1
210	269	32	1
213	269	32	1
214	269	32	2
222	269	32	1
228	269	32	1
232	269	32	1
233	269	32	1
238	269	32	1
240	269	32	1
241	269	32	1
242	269	32	1
245	269	32	1
246	269	32	2
248	269	32	1
172	270	32	1
174	270	32	2
195	270	32	3
200	270	32	1
203	270	32	2
210	270	32	1
216	270	32	1
233	270	32	1
241	270	32	1
243	270	32	2
244	270	32	3
247	270	32	1
249	270	32	1
180	271	32	2
188	271	32	2
206	271	32	1
207	271	32	1
208	271	32	1
210	271	32	1
214	271	32	1
216	271	32	2
227	271	32	1
228	271	32	3
233	271	32	1
234	271	32	1
235	271	32	1
249	271	32	1
175	272	32	1
184	272	32	1
186	272	32	1
200	272	32	1
202	272	32	1
206	272	32	1
207	272	32	1
213	272	32	1
226	272	32	2
227	272	32	1
228	272	32	2
230	272	32	1
235	272	32	2
239	272	32	1
246	272	32	2
248	272	32	1
249	272	32	1
250	272	32	1
252	272	32	1
181	273	32	1
182	273	32	2
183	273	32	1
185	273	32	1
186	273	32	1
201	273	32	1
206	273	32	1
212	273	32	2
214	273	32	1
225	273	32	1
229	273	32	1
234	273	32	1
235	273	32	2
236	273	32	1
238	273	32	1
245	273	32	1
172	274	32	1
173	274	32	1
203	274	32	3
205	274	32	1
206	274	32	1
207	274	32	1
208	274	32	1
211	274	32	1
214	274	32	2
238	274	32	1
240	274	32	1
243	274	32	1
244	274	32	1
246	274	32	1
181	275	32	1
184	275	32	1
186	275	32	1
203	275	32	1
208	275	32	1
210	275	32	1
211	275	32	1
212	275	32	1
236	275	32	1
237	275	32	1
238	275	32	2
240	275	32	1
250	275	32	1
184	276	32	1
205	276	32	4
233	276	32	1
236	276	32	2
238	276	32	1
239	276	32	1
241	276	32	1
174	277	32	1
175	277	32	2
210	277	32	1
215	277	32	1
216	277	32	1
236	277	32	2
238	277	32	1
241	277	32	1
243	277	32	2
245	277	32	1
250	277	32	1
176	278	32	1
177	278	32	1
184	278	32	1
203	278	32	1
206	278	32	1
220	278	32	1
236	278	32	1
241	278	32	2
255	278	32	1
175	279	32	1
179	279	32	1
207	279	32	1
219	279	32	2
234	279	32	1
240	279	32	2
242	279	32	1
245	279	32	1
255	279	32	1
176	280	32	2
178	280	32	1
205	280	32	1
223	280	32	1
238	280	32	1
239	280	32	1
246	280	32	2
249	280	32	1
251	280	32	1
179	281	32	1
186	281	32	1
210	281	32	1
219	281	32	1
220	281	32	1
222	281	32	2
223	281	32	1
233	281	32	1
236	281	32	1
237	281	32	1
245	281	32	1
248	281	32	1
173	282	32	1
175	282	32	2
187	282	32	1
188	282	32	1
226	282	32	1
227	282	32	1
229	282	32	1
231	282	32	1
233	282	32	1
247	282	32	1
248	282	32	1
249	282	32	1
250	282	32	1
253	282	32	1
256	282	32	1
173	283	32	2
179	283	32	1
181	283	32	1
207	283	32	2
208	283	32	1
237	283	32	1
244	283	32	2
248	283	32	1
251	283	32	1
253	283	32	1
205	284	32	1
210	284	32	1
230	284	32	3
242	284	32	1
249	284	32	1
257	284	32	2
176	285	32	2
177	285	32	1
180	285	32	1
205	285	32	1
221	285	32	1
223	285	32	1
229	285	32	1
232	285	32	1
236	285	32	2
238	285	32	1
243	285	32	2
246	285	32	1
249	285	32	1
254	285	32	1
255	285	32	1
174	286	32	2
180	286	32	1
204	286	32	2
206	286	32	2
209	286	32	1
226	286	32	3
242	286	32	2
246	286	32	1
248	286	32	1
250	286	32	1
254	286	32	2
256	286	32	1
177	287	32	2
187	287	32	1
223	287	32	1
231	287	32	1
238	287	32	1
244	287	32	1
246	287	32	2
249	287	32	1
255	287	32	1
201	288	32	1
227	288	32	1
232	288	32	1
234	288	32	1
235	288	32	1
240	288	32	1
242	288	32	1
245	288	32	1
246	288	32	2
247	288	32	1
248	288	32	1
253	288	32	1
258	288	32	1
222	289	32	1
223	289	32	1
230	289	32	1
231	289	32	1
234	289	32	2
237	289	32	1
238	289	32	2
239	289	32	1
248	289	32	1
256	289	32	2
187	290	32	2
199	290	32	3
200	290	32	1
206	290	32	1
220	290	32	2
224	290	32	1
226	290	32	1
233	290	32	2
235	290	32	1
236	290	32	1
237	290	32	1
243	290	32	1
244	290	32	1
247	290	32	2
252	290	32	2
186	291	32	1
197	291	32	1
224	291	32	3
226	291	32	1
243	291	32	1
245	291	32	1
246	291	32	2
248	291	32	1
188	292	32	1
198	292	32	1
199	292	32	1
203	292	32	1
222	292	32	3
224	292	32	2
225	292	32	1
227	292	32	1
234	292	32	2
243	292	32	1
247	292	32	1
251	292	32	1
255	292	32	1
179	293	32	2
198	293	32	1
207	293	32	1
216	293	32	1
220	293	32	1
223	293	32	1
224	293	32	1
227	293	32	1
232	293	32	1
233	293	32	1
234	293	32	2
236	293	32	1
238	293	32	1
244	293	32	1
247	293	32	1
249	293	32	1
250	293	32	1
251	293	32	1
198	294	32	1
199	294	32	1
204	294	32	1
223	294	32	4
224	294	32	1
228	294	32	1
230	295	33	1
230	294	32	1
247	294	32	1
251	294	32	1
181	295	32	3
195	295	32	1
230	295	32	1
232	295	32	1
236	295	32	1
240	295	32	1
241	295	32	2
243	295	32	2
244	295	32	1
247	295	32	1
249	295	32	1
251	295	32	2
197	296	32	2
198	296	32	1
225	296	32	1
226	296	32	1
234	296	32	1
237	296	32	1
244	296	32	1
247	296	32	2
250	296	32	1
251	296	32	1
198	297	32	2
199	297	32	1
229	297	32	1
246	297	32	2
248	297	32	1
199	298	32	1
202	298	32	2
221	298	32	2
223	298	32	2
228	298	32	1
230	298	32	1
233	298	32	1
234	298	32	1
237	298	32	1
241	298	32	1
244	298	32	1
249	298	32	2
253	298	32	1
197	299	32	1
227	299	32	1
231	299	32	1
235	299	32	1
237	299	32	1
241	299	32	2
243	299	32	1
245	299	32	2
249	299	32	1
185	300	32	1
196	300	32	2
197	300	32	1
236	300	32	1
246	300	32	2
247	300	32	1
248	300	32	2
223	301	32	1
229	301	32	1
231	301	32	3
234	301	32	1
222	302	32	1
233	302	32	1
234	302	32	1
238	302	32	2
240	302	32	1
245	302	32	1
222	303	32	1
223	303	32	1
225	303	32	1
226	303	32	2
229	303	32	1
232	303	32	1
242	303	32	3
244	303	32	1
217	304	32	2
225	304	32	1
233	304	32	1
234	304	32	1
243	304	32	1
244	304	32	1
222	305	32	1
237	305	32	1
238	305	32	1
242	305	32	1
208	306	32	1
222	306	32	1
224	306	32	1
230	306	32	1
234	306	32	1
241	306	32	2
242	306	32	1
206	307	32	1
221	307	32	1
225	307	32	1
234	307	32	1
235	307	32	3
236	307	32	1
221	308	32	1
227	308	32	2
235	308	32	1
236	308	32	1
220	309	32	1
225	309	32	1
226	309	32	1
231	309	32	1
232	309	32	2
234	309	32	1
235	309	32	1
225	310	32	1
227	312	32	1
230	313	32	1
235	313	32	1
232	249	33	1
228	250	33	1
229	252	33	1
216	253	33	1
224	253	33	2
228	253	33	1
229	253	33	1
232	253	33	2
240	253	33	1
220	254	33	1
226	254	33	1
227	254	33	1
232	254	33	1
235	254	33	3
239	254	33	1
236	255	33	2
237	255	33	4
215	256	33	2
221	256	33	2
222	256	33	1
227	256	33	1
228	256	33	1
237	256	33	1
241	256	33	1
214	257	33	1
216	257	33	1
218	257	33	1
222	257	33	1
227	257	33	2
237	257	33	1
239	257	33	1
215	258	33	1
217	258	33	1
218	258	33	1
223	258	33	2
230	258	33	1
231	258	33	2
235	258	33	1
194	259	33	2
217	259	33	1
218	259	33	1
222	259	33	1
225	259	33	1
226	259	33	1
227	259	33	1
233	259	33	2
246	259	33	1
208	260	33	1
212	260	33	1
217	260	33	1
219	260	33	2
229	260	33	1
230	260	33	1
231	260	33	1
233	260	33	2
236	260	33	1
241	260	33	1
188	261	33	2
208	261	33	1
209	261	33	1
218	261	33	2
227	261	33	1
228	261	33	1
229	261	33	1
230	261	33	1
232	261	33	1
236	261	33	2
237	261	33	2
240	261	33	1
242	261	33	1
244	261	33	1
247	261	33	1
196	262	33	2
216	262	33	1
219	262	33	2
223	262	33	1
227	262	33	1
229	262	33	1
233	262	33	1
239	262	33	1
241	262	33	2
248	262	33	3
189	263	33	1
190	263	33	1
193	263	33	2
199	263	33	1
200	263	33	1
211	263	33	1
213	263	33	1
218	263	33	2
219	263	33	1
222	263	33	1
223	263	33	1
225	263	33	1
228	263	33	1
237	263	33	1
239	263	33	2
240	263	33	1
249	263	33	2
251	263	33	1
185	264	33	1
186	264	33	1
188	264	33	1
189	264	33	1
190	264	33	2
194	264	33	1
210	264	33	1
212	264	33	1
214	264	33	1
216	264	33	2
217	264	33	1
223	264	33	1
224	264	33	1
225	264	33	1
229	264	33	1
237	264	33	1
239	264	33	2
246	264	33	2
189	265	33	1
191	265	33	1
194	265	33	1
207	265	33	1
212	265	33	1
213	265	33	1
218	265	33	2
220	265	33	1
221	265	33	1
237	265	33	1
239	265	33	1
247	265	33	1
248	265	33	1
184	266	33	1
185	266	33	1
187	266	33	2
189	266	33	1
192	266	33	2
193	266	33	1
195	266	33	1
218	266	33	1
221	266	33	1
225	266	33	1
237	266	33	3
240	266	33	1
241	266	33	1
182	267	33	2
188	267	33	1
193	267	33	1
196	267	33	1
205	267	33	1
209	267	33	1
215	267	33	1
217	267	33	1
219	267	33	1
221	267	33	2
225	267	33	2
226	267	33	1
227	267	33	1
229	267	33	2
235	267	33	1
240	267	33	1
241	267	33	1
247	267	33	1
252	267	33	1
183	268	33	1
188	268	33	1
189	268	33	1
191	268	33	1
196	268	33	1
211	268	33	1
214	268	33	4
215	268	33	2
217	268	33	2
235	268	33	1
240	268	33	1
249	268	33	1
250	268	33	1
252	268	33	1
185	269	33	2
188	269	33	1
191	269	33	1
215	269	33	1
216	269	33	1
219	269	33	1
224	269	33	1
232	269	33	1
235	269	33	2
239	269	33	1
243	269	33	1
244	269	33	1
251	269	33	2
174	270	33	1
178	270	33	1
179	270	33	1
183	270	33	2
185	270	33	1
186	270	33	1
194	270	33	1
205	270	33	1
206	270	33	1
209	270	33	1
210	270	33	1
231	270	33	1
239	270	33	1
240	270	33	1
241	270	33	1
242	270	33	1
245	270	33	1
247	270	33	1
248	270	33	1
249	270	33	1
251	270	33	1
175	271	33	1
180	271	33	1
186	271	33	1
187	271	33	1
204	271	33	1
205	271	33	1
206	271	33	1
217	271	33	1
225	271	33	4
226	271	33	3
229	271	33	1
231	271	33	1
235	271	33	1
241	271	33	1
242	271	33	2
247	271	33	1
248	271	33	1
253	271	33	2
173	272	33	1
178	272	33	2
180	272	33	1
182	272	33	4
183	272	33	1
184	272	33	1
204	272	33	1
233	272	33	1
234	272	33	1
246	272	33	1
250	272	33	1
254	272	33	2
171	273	33	2
184	273	33	1
185	273	33	2
188	273	33	2
201	273	33	2
202	273	33	3
204	273	33	1
211	273	33	2
214	273	33	1
215	273	33	2
216	273	33	2
226	273	33	1
227	273	33	1
238	273	33	1
240	273	33	1
241	273	33	1
243	273	33	1
247	273	33	1
248	273	33	1
253	273	33	1
170	274	33	2
176	274	33	1
183	274	33	2
201	274	33	1
203	274	33	1
206	274	33	1
208	274	33	2
212	274	33	1
217	274	33	2
232	274	33	2
233	274	33	2
235	274	33	1
236	274	33	1
238	274	33	1
245	274	33	1
250	274	33	1
175	275	33	2
184	275	33	1
185	275	33	1
186	275	33	3
202	275	33	1
205	275	33	1
215	275	33	1
217	275	33	1
227	275	33	1
235	275	33	1
237	275	33	1
243	275	33	2
244	275	33	1
246	275	33	1
251	275	33	2
186	276	33	2
189	276	33	1
192	276	33	2
208	276	33	2
235	276	33	1
236	276	33	2
239	276	33	1
241	276	33	1
180	277	33	1
187	277	33	1
202	277	33	1
207	277	33	1
224	277	33	2
234	277	33	1
239	277	33	1
242	277	33	1
174	278	33	1
177	278	33	1
205	278	33	1
211	278	33	1
223	278	33	1
235	278	33	1
175	279	33	1
208	279	33	1
210	279	33	2
240	279	33	2
244	279	33	1
248	279	33	3
249	279	33	2
251	279	33	2
177	280	33	2
180	280	33	1
206	280	33	1
209	280	33	1
210	280	33	1
211	280	33	2
217	280	33	1
223	280	33	2
226	280	33	1
229	280	33	3
232	280	33	1
239	280	33	1
247	280	33	1
250	280	33	1
251	280	33	1
173	281	33	1
186	281	33	2
206	281	33	1
207	281	33	1
209	281	33	1
221	281	33	1
222	281	33	1
230	281	33	1
243	281	33	2
185	282	33	2
188	282	33	1
212	282	33	1
214	282	33	1
224	282	33	1
225	282	33	1
230	282	33	1
233	282	33	1
234	282	33	1
235	282	33	2
237	282	33	1
241	282	33	2
242	282	33	1
250	282	33	1
251	282	33	1
252	282	33	1
206	283	33	1
211	283	33	1
212	283	33	1
215	283	33	1
220	283	33	1
228	283	33	2
232	283	33	3
233	283	33	1
240	283	33	1
243	283	33	1
246	283	33	2
247	283	33	1
249	283	33	1
180	284	33	1
184	284	33	1
205	284	33	1
210	284	33	2
219	284	33	1
222	284	33	1
224	284	33	2
225	284	33	1
226	284	33	2
230	284	33	3
231	284	33	2
234	284	33	1
236	284	33	1
237	284	33	1
240	284	33	1
242	284	33	1
246	284	33	1
254	284	33	1
176	285	33	1
178	285	33	1
219	285	33	2
221	285	33	1
222	285	33	1
223	285	33	1
224	285	33	1
226	285	33	2
227	285	33	1
228	285	33	1
229	285	33	1
230	285	33	1
234	285	33	1
237.5	285.5	33.5	1
240	285	33	1
243	285	33	1
247	285	33	2
253	285	33	2
203	286	33	1
204	286	33	2
208	286	33	1
220	286	33	2
223	286	33	1
236	286	33	1
238	286	33	1
239	286	33	1
242	286	33	1
179	287	33	1
204	287	33	2
205	287	33	1
208	287	33	1
222	287	33	1
230	287	33	1
220	288	33	1
223	288	33	1
231	288	33	1
236	288	33	2
246	288	33	2
255	288	33	1
257	288	33	1
186	289	33	1
200	289	33	3
203	289	33	1
205	289	33	1
222	289	33	2
230	289	33	1
231	289	33	3
245	289	33	1
247	289	33	1
184	290	33	1
187	290	33	1
200	290	33	1
222	290	33	1
228	290	33	1
230	290	33	1
231	290	33	1
233	290	33	1
234	290	33	1
241	290	33	1
242	290	33	1
243	290	33	2
247	290	33	1
255	290	33	1
257	290	33	1
186	291	33	1
197	291	33	2
199	291	33	1
223	291	33	2
226	291	33	1
231	291	33	1
236	291	33	1
241	291	33	1
242	291	33	1
245	291	33	3
246	291	33	1
247	291	33	1
249	291	33	1
257	291	33	1
197	292	33	1
221	292	33	3
225	292	33	1
233	292	33	1
235	292	33	1
248	292	33	1
254	292	33	1
177	293	33	1
188	293	33	1
199	293	33	1
220	293	33	1
224	293	33	1
225	293	33	1
226	293	33	1
228	293	33	1
230	293	33	1
233	293	33	3
235	293	33	1
237	293	33	1
240	293	33	1
241	293	33	1
180	294	33	1
202	294	33	1
223	294	33	1
228	294	33	1
229	294	33	1
231	294	33	1
235	294	33	1
236	294	33	1
237	294	33	2
239	294	33	2
243	294	33	1
197	295	33	1
201	295	33	1
218	295	33	1
232	295	33	2
237	295	33	1
238	295	33	1
246	295	33	2
247	295	33	1
195	296	33	1
198	296	33	1
199	296	33	1
201	296	33	1
229	296	33	1
235	296	33	1
236	296	33	2
245	296	33	1
246	296	33	2
195	297	33	2
224	297	33	1
226	297	33	1
232	297	33	1
233	297	33	1
240	297	33	1
194	298	33	1
195	298	33	1
200	298	33	1
228	298	33	1
231	298	33	1
233	298	33	1
236	298	33	1
238	298	33	1
240	298	33	1
241	298	33	1
242	298	33	1
243	298	33	1
245	298	33	1
246	298	33	1
197	299	33	1
227	299	33	1
229	299	33	1
230	299	33	1
234	299	33	1
235	299	33	2
237	299	33	1
239	299	33	1
226	300	33	1
228	300	33	1
244	300	33	1
246	300	33	1
226	301	33	1
227	301	33	1
229	301	33	1
234	301	33	1
236	301	33	1
238	301	33	1
242	301	33	1
243	301	33	2
244	301	33	1
246	301	33	1
223	302	33	1
226	302	33	1
245	302	33	2
222	303	33	1
224	303	33	2
225	303	33	2
228	303	33	2
231	303	33	1
232	303	33	1
234	303	33	1
235	303	33	2
240	303	33	1
206	304	33	2
209	304	33	1
229	304	33	1
233	304	33	2
238	304	33	1
242	304	33	1
207	305	33	1
234	305	33	1
237	305	33	3
240	305	33	1
199	306	33	1
223	307	33	1
222	308	33	2
227	308	33	1
229	308	33	1
239	308	33	1
223	309	33	1
224	309	33	1
225	309	33	2
228	309	33	1
234	309	33	1
217	310	33	2
225	310	33	2
226	310	33	1
234	310	33	1
239	310	33	1
228	311	33	1
231	311	33	2
233	311	33	1
234	311	33	1
222	312	33	1
225	312	33	4
228	312	33	1
231	312	33	1
229	313	33	2
234	313	33	3
236	313	33	1
232	314	33	1
234	314	33	2
236	314	33	1
230	318	33	1
228	251	34	2
225	252	34	1
227	252	34	1
226	253	34	2
227	253	34	1
219	254	34	1
228	254	34	1
231	254	34	3
239	254	34	1
220	255	34	1
223	255	34	1
224	255	34	1
226	255	34	1
227	255	34	1
242	255	34	1
190	256	34	1
216	256	34	1
221	256	34	1
224	256	34	1
225	256	34	1
226	256	34	2
232	256	34	1
233	256	34	1
241	256	34	1
243	256	34	1
218	257	34	1
220	257	34	2
221	257	34	2
227	257	34	2
220	258	34	1
224	258	34	1
225	258	34	1
226	258	34	1
228	258	34	2
211	259	34	1
217	259	34	1
223	259	34	1
226	259	34	1
228	259	34	1
230	259	34	1
232	259	34	1
235	259	34	1
238	259	34	1
241	259	34	1
244	259	34	1
212	260	34	1
216	260	34	1
220	260	34	1
221	260	34	1
225	260	34	2
226	260	34	1
230	260	34	1
242	260	34	1
195	261	34	1
214	261	34	1
217	261	34	1
219	261	34	1
221	261	34	1
226	261	34	1
229	261	34	1
230	261	34	1
231	261	34	1
235	261	34	2
246	261	34	2
211	262	34	2
214	262	34	1
217	262	34	1
228	262	34	2
229	262	34	1
230	262	34	1
240	262	34	1
246	262	34	1
185	263	34	1
189	263	34	1
193	263	34	2
211	263	34	2
213	263	34	1
217	263	34	1
218	263	34	1
220	263	34	1
222	263	34	1
224	263	34	2
231	263	34	1
232	263	34	1
233	263	34	1
235	263	34	1
236	263	34	1
244	263	34	1
250	263	34	1
252	263	34	1
186	264	34	1
189	264	34	1
191	264	34	1
192	264	34	1
193	264	34	1
194	264	34	1
202	264	34	2
206	264	34	1
209	264	34	1
212	264	34	1
219	264	34	1
220	264	34	1
226	264	34	1
227	264	34	1
235	264	34	1
239	264	34	2
240	264	34	1
243	264	34	1
190	265	34	1
193	265	34	1
204	265	34	2
209	265	34	1
210	265	34	2
220	265	34	1
221	265	34	2
233	265	34	1
239	265	34	1
241	265	34	1
245	265	34	1
248	265	34	1
249	265	34	1
184	266	34	1
194	266	34	1
196	266	34	1
197	266	34	1
209	266	34	1
210	266	34	1
217	266	34	1
221	266	34	1
228	266	34	1
229	266	34	1
230	266	34	1
233	266	34	1
235	266	34	1
237	266	34	1
240	266	34	1
241	266	34	1
243	266	34	1
246	266	34	1
182	267	34	1
183	267	34	1
193	267	34	1
195	267	34	1
197	267	34	1
211	267	34	1
216	267	34	2
224	267	34	1
232	267	34	1
242	267	34	1
245	267	34	1
248	267	34	2
249	267	34	1
250	267	34	2
191	268	34	1
195	268	34	2
208	268	34	1
214	268	34	2
216	268	34	2
217	268	34	1
218	268	34	2
221	268	34	1
244	268	34	1
246	268	34	1
247	268	34	1
251	268	34	2
171	269	34	1
187	269	34	1
191	269	34	1
192	269	34	1
198	269	34	1
208	269	34	2
210	269	34	1
215	269	34	1
219	269	34	2
231	269	34	1
234	269	34	1
236	269	34	1
241	269	34	1
251	269	34	1
252	269	34	2
253	269	34	1
254	269	34	1
180	270	34	1
183	270	34	1
184	270	34	1
187	270	34	2
189	270	34	1
197	270	34	2
200	270	34	1
203	270	34	1
209	270	34	2
215	270	34	1
216	270	34	2
221	270	34	1
243	270	34	1
246	270	34	1
185	271	34	3
186	271	34	2
187	271	34	2
205	271	34	1
206	271	34	1
214	271	34	1
217	271	34	1
218	271	34	1
221	271	34	1
241	271	34	1
173	272	34	1
175	272	34	1
177	272	34	1
179	272	34	2
190	272	34	1
198	272	34	1
212	272	34	2
213	272	34	1
214	272	34	1
216	272	34	1
227	272	34	1
230	272	34	2
235	272	34	1
236	272	34	1
237	272	34	1
239	272	34	1
248	272	34	1
249	272	34	1
182	273	34	2
184	273	34	1
201	273	34	2
204	273	34	1
205	273	34	1
211	273	34	1
214	273	34	1
218	273	34	3
231	273	34	1
233	273	34	1
236	273	34	1
241	273	34	1
245	273	34	1
249	273	34	1
179	274	34	1
185	274	34	1
187	274	34	1
197	274	34	1
204	274	34	1
207	274	34	2
209	274	34	1
211	274	34	1
216	274	34	1
235	274	34	1
237	274	34	1
241	274	34	1
176	275	34	1
181	275	34	1
207	275	34	1
208	275	34	2
209	275	34	1
213	275	34	1
215	275	34	1
216	275	34	2
217	275	34	1
219	275	34	1
227	275	34	1
240	275	34	1
246	275	34	1
187	276	34	1
202	276	34	1
203	276	34	1
207	276	34	1
214	276	34	1
232	276	34	1
233	276	34	1
235	276	34	1
239	276	34	1
241	276	34	2
250	276	34	1
175	277	34	1
184	277	34	2
189	277	34	1
202	277	34	1
203	277	34	1
206	277	34	1
208	277	34	1
209	277	34	1
237	277	34	1
245	277	34	1
175	278	34	1
176	278	34	2
178	278	34	3
188	278	34	1
190	278	34	1
202	278	34	1
203	278	34	1
207	278	34	1
209	278	34	2
214	278	34	2
231	278	34	2
234	278	34	2
239	278	34	1
244	278	34	1
174	279	34	2
179	279	34	1
203	279	34	1
205	279	34	1
207	279	34	1
208	279	34	1
210	279	34	1
219	279	34	1
231	279	34	1
232	279	34	2
238	279	34	1
241	279	34	1
242	279	34	1
243	279	34	1
244	279	34	2
245	279	34	1
246	279	34	2
177	280	34	1
180	280	34	2
192	280	34	3
205	280	34	2
207	280	34	1
208	280	34	1
209	280	34	2
210	280	34	1
215	280	34	1
234	280	34	1
239	280	34	1
242	280	34	1
247	280	34	1
248	280	34	2
173	281	34	1
176	281	34	1
180	281	34	1
202	281	34	1
204	281	34	1
205	281	34	1
206	281	34	2
207	281	34	3
209	281	34	1
221	281	34	1
223	281	34	1
226	281	34	1
227	281	34	2
228	281	34	2
231	281	34	1
233	281	34	1
241	281	34	1
244	281	34	1
248	281	34	1
175	282	34	1
178	282	34	1
181	282	34	2
187	282	34	1
188	282	34	1
189	282	34	1
209	282	34	2
230	282	34	1
232	282	34	1
245	282	34	1
249	282	34	1
176	283	34	1
192	283	34	1
224	283	34	1
226	283	34	1
231	283	34	1
233	283	34	2
234	283	34	1
235	283	34	1
238	283	34	1
243	283	34	1
250	283	34	2
251	283	34	2
185	284	34	2
191	284	34	1
207	284	34	1
208	284	34	1
209	284	34	1
210	284	34	1
215	284	34	1
223	284	34	1
225	284	34	1
236	284	34	1
243	284	34	1
185	285	34	1
