x	y	z	Deposition of new CENPA-containing nucleosomes at the centromere
223	263	33	1
236	263	33	1
239	263	33	1
248	263	33	2
251	263	33	1
186	264	33	1
191	264	33	1
199	264	33	1
212	264	33	1
220	264	33	2
238	264	33	1
245	264	33	1
248	264	33	1
208	265	33	3
213	265	33	1
222	265	33	1
224	265	33	1
226	265	33	1
242	265	33	2
244	265	33	2
247	265	33	1
248	265	33	2
252	265	33	1
184	266	33	2
187	266	33	1
196	266	33	1
211	266	33	1
213	266	33	1
216	266	33	1
217	266	33	1
218	266	33	1
219	266	33	4
228	266	33	1
191	267	33	1
205	267	33	2
209	267	33	1
235	267	33	1
241	267	33	1
244	267	33	1
192	268	33	1
206	268	33	1
207	268	33	1
214	268	33	2
219	268	33	1
220	268	33	1
231	268	33	2
243	268	33	2
185	269	33	1
196	269	33	1
204	269	33	1
211	269	33	2
215	269	33	1
227	269	33	1
233	269	33	1
243	269	33	2
251	269	33	1
174	270	33	1
187	270	33	1
188	270	33	1
198	270	33	1
206	270	33	1
209	270	33	1
210	270	33	1
212	270	33	1
213	270	33	1
214	270	33	1
223	270	33	1
242	270	33	2
248	270	33	1
173	271	33	1
178	271	33	1
180	271	33	1
185	271	33	1
192	271	33	2
205	271	33	1
214	271	33	2
215	271	33	2
224	271	33	1
233	271	33	1
235	271	33	1
241	271	33	1
173	272	33	1
178	272	33	1
204	272	33	2
210	272	33	1
213	272	33	1
216	272	33	2
217	272	33	1
234	272	33	1
235	272	33	1
239	272	33	1
241	272	33	2
247	272	33	1
250	272	33	1
174	273	33	1
176	273	33	2
182	273	33	2
183	273	33	1
196	273	33	1
201	273	33	1
209	273	33	1
210	273	33	1
238	273	33	1
249	273	33	1
174	274	33	1
177	274	33	1
182	274	33	1
205	274	33	1
209	274	33	1
212	274	33	1
217	274	33	1
229	274	33	1
232	274	33	1
233	274	33	1
236	274	33	1
176	275	33	1
184	275	33	2
185	275	33	1
205	275	33	1
207	275	33	1
210	275	33	1
235	275	33	1
243	275	33	1
246	275	33	1
174	276	33	1
208	276	33	1
176	277	33	1
178	277	33	2
183	277	33	2
205	277	33	1
206	277	33	1
208	277	33	1
209	277	33	1
239	277	33	1
243	277	33	1
178	278	33	1
191	278	33	1
205	278	33	1
211	278	33	1
234	278	33	1
235	278	33	2
243	278	33	1
245	278	33	1
246	278	33	1
178	279	33	2
210	279	33	1
241	279	33	2
244	279	33	1
245	279	33	1
248	279	33	1
249	279	33	1
191	280	33	1
210	280	33	1
217	280	33	1
220	280	33	1
224	280	33	1
226	280	33	1
229	280	33	1
232	280	33	1
239	280	33	1
173	281	33	1
179	281	33	1
208	281	33	1
221	281	33	1
224	281	33	1
233	281	33	1
247	281	33	1
178	282	33	1
190	282	33	1
221	282	33	1
223	282	33	1
229	282	33	1
235	282	33	3
238	282	33	1
247	282	33	2
176	283	33	1
185	283	33	1
211	283	33	1
221	283	33	1
228	283	33	1
229	283	33	1
230	283	33	2
236	283	33	1
242	283	33	1
246	283	33	1
249	283	33	1
205	284	33	1
207	284	33	1
210	284	33	1
220	284	33	1
222	284	33	1
224	284	33	1
229	284	33	1
236	284	33	1
212	285	33	1
222	285	33	2
224	285	33	1
225	285	33	1
226	285	33	1
227	285	33	1
234	285	33	1
238	285	33	1
242	285	33	1
245	285	33	1
246	285	33	1
247	285	33	1
253	285	33	3
178	286	33	1
185	286	33	1
207	286	33	1
209	286	33	1
211	286	33	1
221	286	33	1
228	286	33	1
237	286	33	1
238	286	33	1
241.5	286.5	33.5	1
242	286	33	1
179	287	33	1
204	287	33	1
219	287	33	1
223	287	33	1
224	287	33	1
251	287	33	1
253	287	33	1
184	288	33	1
186	288	33	1
219	288	33	1
223	288	33	2
231	288	33	1
244	288	33	1
250	288	33	1
257	288	33	2
184	289	33	2
203	289	33	1
205	289	33	1
223	289	33	1
237	289	33	1
232	290	33	1
234	290	33	1
238	290	33	3
242	290	33	1
257	290	33	1
200	291	33	1
203	291	33	1
222	291	33	1
229	291	33	1
236	291	33	1
246	291	33	1
221	292	33	2
223	292	33	1
227	292	33	1
237	292	33	1
245	292	33	1
246	292	33	1
249	292	33	1
253	292	33	1
256	292	33	1
197	293	33	1
226	293	33	1
241	293	33	1
243	293	33	1
180	294	33	1
204	294	33	1
229	294	33	1
243	294	33	1
256	294	33	1
182	295	33	1
198	295	33	1
201	295	33	1
204	295	33	1
245	295	33	3
179	296	33	1
191	296	33	1
199	296	33	1
200	296	33	1
222	296	33	1
236	296	33	1
241	296	33	2
242	296	33	2
195	297	33	2
226	297	33	2
236	297	33	1
182	298	33	1
194	298	33	1
234	298	33	1
240	298	33	2
242	298	33	1
248	298	33	1
223	299	33	2
228	299	33	1
230	299	33	1
236	299	33	1
243	299	33	1
196	300	33	2
230	300	33	1
231	300	33	1
240	300	33	1
244	300	33	1
246	300	33	1
247	300	33	1
223	301	33	1
224	301	33	1
225	301	33	1
229	301	33	1
235	301	33	1
236	301	33	1
238	301	33	1
245	301	33	1
249	301	33	1
232	302	33	2
236	302	33	1
246	302	33	1
224	303	33	1
228	303	33	1
232	303	33	1
234	303	33	1
235	303	33	1
243	303	33	1
206	304	33	1
230	304	33	1
232	304	33	2
233	304	33	1
243	304	33	1
225	305	33	1
227	305	33	1
233	305	33	1
224	306	33	1
238	306	33	1
222	307	33	1
227	307	33	2
241	307	33	1
224	308	33	2
223	309	33	1
226	309	33	1
229	309	33	1
225	310	33	2
226	310	33	1
233	310	33	1
234	310	33	1
233	311	33	1
228	313	33	1
233	313	33	1
234	313	33	3
232	314	33	1
228	252	34	1
229	252	34	1
217	254	34	2
219	254	34	1
227	254	34	2
233	254	34	1
237	255	34	1
219	256	34	1
221	256	34	1
225	256	34	1
226	256	34	1
227	256	34	1
233	256	34	1
237	256	34	1
241	256	34	1
218	257	34	1
221	257	34	1
219	258	34	2
228	258	34	1
234	258	34	3
239	258	34	1
216	259	34	1
218	259	34	1
229	259	34	2
244	259	34	1
192	260	34	1
211	260	34	1
225	260	34	1
226	260	34	1
236	260	34	1
238	260	34	1
244	260	34	1
188	261	34	1
190	261	34	1
204	261	34	1
211	261	34	1
221	261	34	1
222	261	34	2
228	261	34	1
230	261	34	1
235	261	34	1
192	262	34	2
194	262	34	1
221	262	34	1
235	262	34	4
236	262	34	1
188	263	34	1
210	263	34	1
222	263	34	2
228	263	34	1
229	263	34	1
231	263	34	1
232	263	34	1
236	263	34	1
237	263	34	1
244	263	34	1
248	263	34	1
250	263	34	1
188	264	34	1
189	264	34	1
191	264	34	1
203	264	34	1
206	264	34	1
209	264	34	1
212	264	34	1
213	264	34	1
220	264	34	1
226	264	34	1
229	264	34	1
234	264	34	1
249	264	34	1
192	265	34	2
203	265	34	1
204	265	34	1
209	265	34	1
211	265	34	2
218	265	34	1
231	265	34	3
232	265	34	1
178	266	34	1
188	266	34	1
208	266	34	1
211	266	34	1
225	266	34	1
229	266	34	1
235	266	34	1
238	266	34	1
244	266	34	2
250	266	34	2
252	266	34	1
186	267	34	1
214	267	34	1
223	267	34	1
245	267	34	1
247	267	34	1
250	267	34	1
188	268	34	1
191	268	34	1
208	268	34	1
215	268	34	1
217	268	34	1
244	268	34	2
247	268	34	1
183	269	34	1
184	269	34	1
196	269	34	1
198	269	34	1
215	269	34	2
222	269	34	1
233	269	34	1
241	269	34	1
250	269	34	1
175	270	34	1
183	270	34	1
185	270	34	1
187	270	34	1
210	270	34	1
228	270	34	2
233	270	34	1
240	270	34	1
246	270	34	1
248	270	34	1
173	271	34	1
217	271	34	1
218	271	34	1
242	271	34	1
244	271	34	2
245	271	34	1
248	271	34	1
179	272	34	1
181	272	34	1
185	272	34	1
186	272	34	1
197	272	34	2
207	272	34	1
212	272	34	1
230	272	34	3
232	272	34	1
235	272	34	1
248	272	34	1
170	273	34	2
173	273	34	1
182	273	34	1
188	273	34	1
205	273	34	2
209	273	34	2
213	273	34	2
229	273	34	1
245	273	34	1
249	273	34	1
170	274	34	1
176	274	34	2
185	274	34	1
197	274	34	1
203	274	34	1
210	274	34	1
215	274	34	1
218	274	34	1
231	274	34	1
232	274	34	1
233	274	34	1
234	274	34	1
236	274	34	1
241	274	34	1
184	275	34	1
208	275	34	1
215	275	34	1
219	275	34	1
239	275	34	1
240	275	34	1
246	275	34	1
175	276	34	3
202	276	34	2
206	276	34	1
207	276	34	1
208	276	34	3
233	276	34	1
241	276	34	2
243	276	34	1
250	276	34	1
186	277	34	1
189	277	34	2
205	277	34	1
206	277	34	1
207	277	34	1
209	277	34	1
229	277	34	1
236	277	34	1
241	277	34	1
245	277	34	1
175	278	34	1
204	278	34	1
210	278	34	1
212	278	34	1
232	278	34	2
236	278	34	1
174	279	34	1
203	279	34	1
208	279	34	1
210	279	34	1
214	279	34	1
219	279	34	1
249	279	34	1
176	280	34	2
187	280	34	1
193	280	34	1
207	280	34	1
210	280	34	1
234	280	34	1
236	280	34	1
240	280	34	1
179	281	34	1
189	281	34	1
222	281	34	1
227	281	34	1
228	281	34	1
230	281	34	1
233	281	34	1
175	282	34	1
189	282	34	1
204	282	34	2
211	282	34	2
212	282	34	1
213	282	34	1
218	282	34	1
229	282	34	1
179	283	34	1
204	283	34	1
207	283	34	1
209	283	34	1
211	283	34	1
230	283	34	1
232	283	34	1
239	283	34	1
177	284	34	1
185	284	34	2
186	284	34	2
203	284	34	1
205	284	34	2
208	284	34	1
212	284	34	1
219	284	34	1
222	284	34	2
229	284	34	1
233	284	34	1
235	284	34	1
236	284	34	1
238	284	34	1
254	284	34	1
177	285	34	1
185	285	34	1
205	285	34	2
206	285	34	1
210	285	34	1
218	285	34	1
220	285	34	1
224	285	34	1
226	285	34	2
230	285	34	2
243	285	34	1
246	285	34	1
176	286	34	1
186	286	34	1
187	286	34	1
189	286	34	1
199	286	34	1
208	286	34	1
209	286	34	1
220	286	34	1
234	286	34	2
240	286	34	1
242	286	34	1
246	286	34	1
227	287	34	1
235	287	34	1
239	287	34	1
251	287	34	1
186	288	34	1
209	288	34	1
227	288	34	1
229	288	34	1
231	288	34	1
233	288	34	1
235	288	34	1
237	288	34	1
239	288	34	1
240	288	34	1
246	288	34	1
253	288	34	3
200	289	34	2
233	289	34	2
238	289	34	1
245	289	34	1
246	289	34	1
197	290	34	1
199	290	34	1
204	290	34	1
220	290	34	2
222	290	34	1
225	290	34	1
229	290	34	1
232	290	34	2
237	290	34	1
239	290	34	1
243	290	34	1
244	290	34	2
248	290	34	2
185	291	34	1
200	291	34	1
221	291	34	1
222	291	34	1
224	291	34	1
225	291	34	1
235	291	34	1
237	291	34	1
239	291	34	1
245	291	34	2
250	291	34	3
202	292	34	1
223	292	34	2
229	292	34	1
232	292	34	1
190	293	34	1
204	293	34	1
231	293	34	1
247	293	34	1
182	294	34	1
198	294	34	1
221	294	34	1
224	294	34	1
225	294	34	1
236	294	34	1
246	294	34	1
192	295	34	2
196	295	34	1
202	295	34	1
218	295	34	1
232	295	34	3
238	295	34	1
240	295	34	1
198	296	34	1
199	296	34	1
217	296	34	1
221	296	34	1
222	296	34	1
228	296	34	1
179	297	34	1
194	297	34	1
199	297	34	1
200	297	34	1
203	297	34	1
224	297	34	1
234	297	34	1
236	297	34	1
196	298	34	1
197	298	34	1
223	298	34	2
224	298	34	2
233	298	34	1
239	298	34	2
245	298	34	1
248	298	34	1
195	299	34	1
196	299	34	1
197	299	34	1
198	299	34	2
239	299	34	1
247	299	34	1
224	300	34	1
228	300	34	2
242	300	34	1
207	301	34	1
225	301	34	2
229	301	34	1
233	301	34	1
246	301	34	1
229	302	34	1
230	302	34	2
232	302	34	1
228	303	34	1
232	303	34	1
194	304	34	1
226	304	34	1
240	304	34	1
244	304	34	1
222	305	34	1
240	305	34	1
223	306	34	4
227	306	34	2
233	306	34	1
236	306	34	1
238	306	34	2
241	306	34	1
201	307	34	1
225	307	34	1
226	307	34	1
222	308	34	1
227	308	34	1
229	308	34	1
221	309	34	1
227	309	34	1
233	309	34	1
224	310	34	1
229	310	34	1
231	310	34	2
233	310	34	1
234	310	34	1
237	310	34	1
224	311	34	2
227	311	34	1
231	311	34	1
232	311	34	1
233	311	34	1
229	312	34	1
232	312	34	1
212	313	34	1
221	313	34	1
227	313	34	1
231	313	34	1
226	314	34	1
228	314	34	1
230	315	34	2
233	315	34	1
228	316	34	1
233	316	34	1
234	316	34	2
227	317	34	2
235	318	34	1
228	250	35	1
226	251	35	1
225	252	35	1
226	252	35	2
225	253	35	1
232	253	35	1
227	254	35	1
218	255	35	1
219	255	35	2
220	255	35	1
223	255	35	2
229	255	35	1
231	255	35	1
225	256	35	1
228	256	35	1
229	256	35	1
230	256	35	1
209	257	35	1
216	258	35	1
223	258	35	1
224	258	35	1
210	259	35	1
211	259	35	2
215	259	35	1
223	259	35	1
226.5	259.5	35.5	1
234	259	35	1
238	259	35	2
240	259	35	1
241	259	35	1
242	259	35	1
244	259	35	1
217	260	35	1
224	260	35	1
226	260	35	1
228	260	35	2
229	260	35	1
247	260	35	2
188	261	35	1
189	261	35	1
191	261	35	1
194	261	35	2
217	261	35	1
226	261	35	1
229	261	35	1
245	261	35	1
203	262	35	2
211	262	35	2
213	262	35	1
215	262	35	1
221	262	35	1
222	262	35	1
223	262	35	2
238	262	35	1
239	262	35	1
189	263	35	1
208	263	35	1
212	263	35	1
213	263	35	2
218	263	35	1
221	263	35	2
224	263	35	1
227	263	35	1
230	263	35	1
244	263	35	1
247	263	35	1
249	263	35	1
188	264	35	1
211	264	35	1
214	264	35	2
216	264	35	1
223	264	35	1
228	264	35	1
230	264	35	1
231	264	35	1
232	264	35	1
187	265	35	1
188	265	35	1
196	265	35	1
204	265	35	1
205	265	35	1
211	265	35	2
219	265	35	1
226	265	35	1
231	265	35	3
234	265	35	1
241	265	35	1
242	265	35	2
247	265	35	1
178	266	35	1
188	266	35	1
191	266	35	1
209	266	35	1
238	266	35	1
239	266	35	1
245	266	35	1
247	266	35	1
251	266	35	1
184	267	35	1
186	267	35	1
188	267	35	1
191	267	35	2
192	267	35	1
195	267	35	1
205	267	35	1
218	267	35	2
222	267	35	2
235	267	35	1
245	267	35	1
247	267	35	1
177	268	35	1
183	268	35	1
195	268	35	2
208	268	35	1
216	268	35	1
219	268	35	2
223	268	35	1
239	268	35	1
247	268	35	1
248	268	35	1
172	269	35	1
174	269	35	1
176	269	35	1
178	269	35	1
181	269	35	1
185	269	35	1
186	269	35	2
188	269	35	1
212	269	35	1
216	269	35	2
218	269	35	1
224	269	35	2
232	269	35	2
238	269	35	1
246	269	35	2
172	270	35	1
186	270	35	1
188	270	35	1
216	270	35	1
221	270	35	1
233	270	35	2
235	270	35	2
238	270	35	1
240	270	35	1
241	270	35	1
247	270	35	1
249	270	35	1
179	271	35	1
181	271	35	1
187	271	35	2
188	271	35	3
193	271	35	1
196	271	35	1
206	271	35	1
207	271	35	1
210	271	35	2
214	271	35	1
216	271	35	1
219	271	35	1
233	271	35	1
235	271	35	1
236	271	35	1
243	271	35	1
248	271	35	1
179	272	35	1
192	272	35	1
193	272	35	1
201	272	35	1
213	272	35	1
216	272	35	1
218	272	35	1
234	272	35	2
237	272	35	1
240	272	35	1
243	272	35	1
244	272	35	1
182	273	35	2
185	273	35	1
187	273	35	1
208	273	35	1
217	273	35	1
248	273	35	1
176	274	35	1
179	274	35	1
182	274	35	1
185	274	35	1
203	274	35	1
211	274	35	1
225	274	35	1
233	274	35	1
250	274	35	1
184	275	35	1
191	275	35	1
203	275	35	1
205	275	35	1
231	275	35	1
239	275	35	1
243	275	35	1
175	276	35	1
210	276	35	1
219	276	35	1
221	276	35	1
233	276	35	1
176	277	35	1
202	277	35	1
210	277	35	2
234	277	35	1
238	277	35	1
242	277	35	1
248	277	35	1
175	278	35	1
176	278	35	1
179	278	35	1
188	278	35	2
190	278	35	1
203	278	35	2
213	278	35	1
221	278	35	1
222	278	35	1
224	278	35	1
225	278	35	1
227	278	35	1
230	278	35	1
231	278	35	1
235	278	35	1
180	279	35	2
184	279	35	1
193	279	35	2
204	279	35	3
206	279	35	1
207	279	35	1
210	279	35	1
211	279	35	1
217	279	35	1
227	279	35	1
232	279	35	1
180	280	35	1
189	280	35	1
190	280	35	1
203	280	35	2
207	280	35	1
210	280	35	2
214	280	35	1
220	280	35	1
237	280	35	1
238	280	35	1
245	280	35	2
248	280	35	1
179	281	35	1
203	281	35	2
205	281	35	1
211	281	35	2
219	281	35	1
223	281	35	1
226	281	35	1
228	281	35	1
234	281	35	1
244	281	35	1
175	282	35	1
187	282	35	1
189	282	35	1
203	282	35	1
205	282	35	1
207	282	35	2
209	282	35	1
210	282	35	1
213	282	35	1
221	282	35	1
223	282	35	1
233	282	35	1
190	283	35	1
205	283	35	1
207	283	35	2
211	283	35	1
212	283	35	1
216	283	35	3
220	283	35	3
226	283	35	1
228	283	35	1
236	283	35	1
238	283	35	1
240	283	35	1
241	283	35	1
244	283	35	1
250	283	35	1
185	284	35	1
188	284	35	1
205	284	35	1
206	284	35	1
208	284	35	1
209	284	35	1
216	284	35	1
220	284	35	1
221	284	35	1
229	284	35	1
234	284	35	1
237	284	35	1
247	284	35	1
176	285	35	1
201	285	35	1
205	285	35	1
208	285	35	1
222	285	35	1
225	285	35	1
230	285	35	1
234	285	35	1
246	285	35	1
250	285	35	1
181	286	35	1
185	286	35	1
191	286	35	1
201	286	35	1
219	286	35	1
227	286	35	1
228	286	35	1
234	286	35	1
247	286	35	1
248	286	35	1
249	286	35	3
174	287	35	1
175	287	35	1
182	287	35	1
194	287	35	1
200	287	35	1
204	287	35	2
208	287	35	1
223	287	35	1
224	287	35	1
225	287	35	1
228	287	35	1
236	287	35	2
239	287	35	1
244	287	35	1
186	288	35	1
190	288	35	1
192	288	35	1
196	288	35	1
204	288	35	1
220	288	35	1
232	288	35	1
176	289	35	1
185	289	35	2
186	289	35	1
190	289	35	1
204	289	35	1
205	289	35	1
222	289	35	2
224	289	35	1
226	289	35	1
228	289	35	1
230	289	35	2
236	289	35	1
237	289	35	1
244	289	35	2
245	289	35	1
248	289	35	2
185	290	35	1
201	290	35	1
204	290	35	1
205	290	35	1
206	290	35	1
220	290	35	1
223	290	35	1
224	290	35	2
231	290	35	1
234	290	35	2
247	290	35	1
248	290	35	1
196	291	35	1
199	291	35	1
222	291	35	1
223	291	35	1
230	291	35	1
232	291	35	2
234	291	35	1
236	291	35	1
247	291	35	1
185	292	35	1
194	292	35	1
197	292	35	1
198	292	35	1
199	292	35	1
200	292	35	1
201	292	35	1
221	292	35	1
233	292	35	2
243	292	35	1
248	292	35	1
197	293	35	1
200	293	35	1
218	293	35	1
227	293	35	1
231	293	35	1
235	293	35	1
238	293	35	1
197	294	35	1
219	294	35	1
222	294	35	1
223	294	35	1
228	294	35	1
236	294	35	1
237	294	35	1
191	295	35	1
193	295	35	1
202	295	35	1
204	295	35	1
224	295	35	1
227	295	35	1
238	295	35	1
240	295	35	1
247	295	35	1
182	296	35	1
195	296	35	1
198	296	35	1
200	296	35	1
203	296	35	1
204	296	35	1
220	296	35	1
223	296	35	1
228	296	35	2
229	296	35	2
241	296	35	1
242	296	35	1
194	297	35	1
199	297	35	1
202	297	35	1
226	297	35	1
238	297	35	1
239	297	35	1
240	297	35	1
242	297	35	2
243	297	35	1
245	297	35	2
248	297	35	1
203	298	35	1
223	298	35	1
229	298	35	2
239	298	35	1
244	298	35	1
246	298	35	2
200	299	35	2
202	299	35	2
228	299	35	1
239	299	35	1
241	299	35	1
194	300	35	1
227	300	35	1
236	300	35	1
194	301	35	2
198	301	35	1
238	301	35	1
245	301	35	1
200	302	35	2
226	302	35	1
228	302	35	1
229	302	35	1
234	302	35	1
236	302	35	1
239	302	35	1
226	303	35	1
229	303	35	1
233	303	35	2
238	303	35	1
225	304	35	1
226	304	35	2
227	304	35	2
232	304	35	1
233	304	35	1
234	304	35	1
239	304	35	1
195	305	35	1
222	305	35	1
223	305	35	1
232	305	35	1
237	305	35	1
242	305	35	1
227	306	35	1
228	306	35	2
231	306	35	1
233	306	35	1
240	306	35	1
207	307	35	1
226	307	35	1
237	307	35	1
206	308	35	1
224	308	35	1
226	308	35	1
227	308	35	1
228	308	35	1
229	309	35	1
234	309	35	1
237	309	35	1
242	309	35	1
218	310	35	1
219	310	35	1
221	310	35	1
231	310	35	1
237	310	35	1
238	310	35	1
216	311	35	1
224	311	35	1
241	311	35	1
217	312	35	1
226	312	35	1
237	312	35	1
221	313	35	1
226	313	35	1
236	313	35	1
221	314	35	1
228	314	35	1
235	314	35	1
237	314	35	1
237	315	35	1
230	317	35	1
235	317	35	1
238	317	35	1
240	317	35	1
212	318	35	1
231	318	35	1
237	318	35	1
238	318	35	1
229	252	36	1
224	253	36	1
226	255	36	1
218	256	36	2
219	256	36	1
225	257	36	1
226	257	36	2
221	258	36	2
222	258	36	1
224	258	36	1
226	259	36	1
227	259	36	1
232	259	36	1
233	259	36	1
228	261	36	1
234	261	36	1
237	261	36	1
238	261	36	2
243	261	36	2
210	262	36	2
215	262	36	1
227	262	36	2
228	262	36	1
240	262	36	1
242	262	36	1
189	263	36	1
191	263	36	1
231	263	36	1
236	263	36	1
237	263	36	1
244	263	36	2
245	263	36	1
186	264	36	1
216	264	36	1
220	264	36	1
222	264	36	1
223	264	36	2
226	264	36	1
246	264	36	1
185	265	36	1
216	265	36	2
232	265	36	1
237	265	36	1
243	265	36	1
246	265	36	1
186	266	36	1
222	266	36	2
234	266	36	2
235	266	36	1
211	267	36	1
214	267	36	1
229	267	36	1
232	267	36	1
242	267	36	1
249	267	36	1
205	268	36	1
209	268	36	1
219	268	36	1
222	268	36	1
232	268	36	1
243	268	36	2
245	268	36	1
247	268	36	1
250	268	36	1
193	269	36	1
213	269	36	1
238	269	36	1
248	269	36	1
187	270	36	1
193	270	36	1
195	270	36	1
203	270	36	1
220	270	36	1
230	270	36	1
239	270	36	1
246	270	36	1
191	271	36	1
206	271	36	1
207	271	36	1
208	271	36	2
218	271	36	1
223	271	36	1
225	271	36	1
239	271	36	1
181	272	36	1
203	272	36	2
211	272	36	2
213	272	36	1
215	272	36	1
219	272	36	1
235	272	36	2
240	272	36	2
190	273	36	1
198	273	36	1
207	273	36	1
210	273	36	1
216	273	36	1
236	273	36	2
241	273	36	1
178	274	36	1
179	274	36	1
201	274	36	2
204	274	36	1
205	274	36	1
221	274	36	1
250	274	36	1
175	275	36	1
208	275	36	2
210	275	36	1
181	276	36	1
208	276	36	3
219	276	36	1
175	277	36	1
204	277	36	1
217	277	36	1
220	277	36	1
226	277	36	1
188	278	36	1
201	278	36	2
204	278	36	1
208	278	36	1
231	278	36	1
239	278	36	1
204	279	36	1
206	279	36	2
212	279	36	1
214	279	36	1
215	279	36	1
219	279	36	1
223	279	36	1
173	280	36	1
191	280	36	1
204	280	36	1
205	280	36	2
223	280	36	1
178	281	36	1
179	281	36	3
187	281	36	1
206	281	36	1
207	281	36	1
209	281	36	1
213	281	36	2
228	281	36	1
189	282	36	1
191	282	36	1
208	282	36	1
212	282	36	2
213	282	36	1
222	282	36	1
231	282	36	2
181	283	36	1
202	283	36	1
204	283	36	2
207	283	36	1
208	283	36	1
209	283	36	1
212	283	36	1
214	283	36	1
226	283	36	1
227	283	36	1
231	283	36	1
208	284	36	1
209	284	36	1
225	284	36	1
240	284	36	1
242	284	36	1
176	285	36	1
210	285	36	1
215	285	36	1
220	285	36	2
235	285	36	1
236	285	36	2
237	285	36	1
241	285	36	1
244	285	36	1
187	286	36	1
188	286	36	1
193	286	36	1
202	286	36	1
205	286	36	1
208	286	36	1
211	286	36	1
235	286	36	1
238	286	36	1
241	286	36	1
244	286	36	1
185	287	36	1
214	287	36	1
226	287	36	1
228	287	36	1
233	287	36	1
238	287	36	1
241	287	36	1
246	287	36	1
184	288	36	1
192	288	36	1
204	288	36	1
229	288	36	1
238	288	36	1
239	288	36	1
195	289	36	1
196	289	36	1
198	289	36	2
199	289	36	1
200	289	36	1
206	289	36	1
219	289	36	1
223	289	36	1
227	289	36	2
230	289	36	1
231	289	36	2
239	289	36	1
241	289	36	1
195	290	36	1
197	290	36	1
201	290	36	1
202	290	36	1
226	290	36	1
231	290	36	1
233	290	36	1
237	290	36	3
239	290	36	1
242	290	36	1
243	290	36	2
247	290	36	1
197	291	36	2
201	291	36	1
202	291	36	1
238	291	36	1
194	292	36	1
219	292	36	1
231	292	36	1
237	292	36	2
238	292	36	1
242	292	36	1
199	293	36	1
201	293	36	1
206	293	36	1
222	293	36	1
223	293	36	1
237	293	36	1
241	293	36	1
188	294	36	1
232	294	36	1
202	295	36	2
223	295	36	1
230	295	36	1
231	295	36	1
235	295	36	1
194	296	36	1
199	296	36	1
202	296	36	1
235	296	36	1
243	296	36	1
244	296	36	1
201	297	36	1
202	297	36	1
204	297	36	1
217	297	36	1
228	297	36	1
230	297	36	1
233	297	36	1
239	297	36	1
201	298	36	1
202	298	36	1
234	298	36	1
199	299	36	2
204	299	36	1
241	299	36	1
226	300	36	1
229	300	36	1
229	301	36	1
234	301	36	1
235	301	36	1
223	302	36	1
227	302	36	1
232	302	36	1
228	303	36	1
231	303	36	1
238	303	36	1
241	303	36	1
199	305	36	1
223	305	36	1
226	305	36	2
234	305	36	3
224	306	36	1
226	306	36	1
239	306	36	1
223	307	36	1
240	307	36	2
224	308	36	1
225	308	36	1
228	308	36	1
242	308	36	1
225	309	36	1
227	309	36	2
228	309	36	2
226	310	36	1
228	310	36	1
229	310	36	1
240	310	36	1
214	311	36	1
225	311	36	1
226	311	36	1
238	311	36	1
242	311	36	1
216	312	36	1
225	312	36	1
232	312	36	1
233	312	36	1
217	313	36	1
227	313	36	2
231	313	36	1
241	314	36	1
228	315	36	1
243	315	36	1
236	316	36	1
238	316	36	1
240	316	36	1
240	318	36	1
236	319	36	2
230	259	37	1
230	260	37	1
235	260	37	1
242	260	37	1
217	261	37	1
229	261	37	1
230	261	37	1
220	262	37	1
227	262	37	1
232	262	37	1
211	264	37	1
245	264	37	1
215	265	37	2
215	266	37	1
189	267	37	1
210	267	37	1
229	267	37	1
239	267	37	1
193	268	37	1
211	268	37	1
235	268	37	1
241	268	37	1
193	269	37	1
194	269	37	1
188	270	37	1
197	270	37	1
217	270	37	1
232	270	37	1
237	270	37	1
213	271	37	1
208	273	37	1
209	273	37	1
211	273	37	1
212	273	37	1
214	273	37	3
219	273	37	1
236	273	37	1
212	274	37	1
213	274	37	1
215	274	37	2
211	275	37	1
213	275	37	1
219	275	37	1
208	276	37	1
211	276	37	1
215	276	37	2
211	278	37	1
212	278	37	1
175	279	37	1
212	279	37	1
210	280	37	1
189	281	37	1
191	281	37	1
208	281	37	1
191	282	37	1
208	282	37	1
211	282	37	2
213	282	37	1
193	283	37	1
207	283	37	1
214	283	37	1
230	283	37	1
186	284	37	1
203	284	37	1
237	284	37	1
187	285	37	1
197	285	37	1
205	285	37	1
237	285	37	3
203	286	37	1
207	286	37	1
211	286	37	1
215	286	37	2
216	286	37	2
226	286	37	1
194	287	37	1
204	287	37	1
192	288	37	1
203	288	37	1
221	288	37	1
233	288	37	1
234	288	37	1
186	289	37	1
205	289	37	1
230	289	37	1
240	289	37	1
186	290	37	1
195	290	37	2
200	290	37	1
204	290	37	1
222	290	37	1
230	290	37	1
232	290	37	1
242	290	37	1
224	291	37	1
201	292	37	1
232	292	37	1
236	292	37	1
238	292	37	1
185	293	37	1
201	293	37	1
204	293	37	1
230	293	37	1
238	293	37	1
241	293	37	1
190	294	37	2
245	294	37	1
225	295	37	1
235	295	37	1
240	295	37	1
244	295	37	2
199	296	37	2
205	296	37	1
245	296	37	1
229	297	37	1
244	297	37	1
229	298	37	1
231	298	37	1
231	299	37	1
232	299	37	1
242	299	37	1
225	300	37	1
229	300	37	1
239	300	37	1
242	300	37	2
236	303	37	1
226	305	37	1
228	305	37	1
229	305	37	2
