x	y	z	Mitochondrial protein import
132	221	20	2
179	221	20	2
127	222	20	2
134	222	20	2
142	222	20	1
176	222	20	2
138	223	20	2
148	223	20	1
175	223	20	1
115	224	20	1
134	224	20	1
144	224	20	1
155	224	20	1
156	224	20	2
167	224	20	2
175	224	20	3
176	224	20	3
153	225	20	4
157	225	20	1
159	225	20	2
162	225	20	1
115	226	20	2
119	226	20	3
139	226	20	3
158	226	20	2
172	226	20	2
155	227	20	1
160	227	20	2
178	227	20	3
189	227	20	2
119	228	20	3
155	228	20	2
157	228	20	2
158	228	20	1
174	228	20	2
179	228	20	1
196	228	20	2
197	228	20	3
118	229	20	1
153	229	20	3
158	229	20	3
160	229	20	1
169	230	20	2
173	230	20	2
186	230	20	2
190	230	20	1
204	230	20	3
116	231	20	1
121	231	20	2
149	231	20	1
154	231	20	1
160	231	20	1
177	231	20	3
199	231	20	3
115	232	20	1
146	232	20	1
190	232	20	1
130	233	20	1
143	233	20	1
144	233	20	1
152	233	20	1
169	233	20	1
214	233	20	1
215	233	20	2
114	234	20	3
135	234	20	2
154	234	20	3
126	235	20	1
136	235	20	2
137	235	20	1
141	235	20	3
143	235	20	1
206	235	20	1
216	235	20	4
218	235	20	2
134	236	20	3
139	236	20	3
146	236	20	3
154	236	20	1
163	236	20	1
215	236	20	1
133	237	20	1
137	237	20	1
140	237	20	1
146	237	20	1
147	237	20	1
148	237	20	2
151	237	20	1
154	237	20	2
165	237	20	1
168	237	20	1
169	237	20	3
173	237	20	1
202	237	20	1
204	237	20	2
220	237	20	3
222	237	20	1
232	237	20	1
117	238	20	2
126	238	20	4
139	238	20	1
141	238	20	2
145	238	20	1
158	238	20	2
168	238	20	3
139	239	20	1
142	239	20	2
144	239	20	1
151	239	20	1
160	239	20	1
118	240	20	1
126	240	20	1
132	240	20	1
149	240	20	2
160	240	20	1
191	240	20	3
216	240	20	1
231	240	20	1
108	241	20	2
111	241	20	2
122	241	20	3
135	241	20	1
139	241	20	4
157	241	20	2
167	241	20	1
237	241	20	1
120	242	20	2
121	242	20	1
128	242	20	2
136	242	20	1
163	242	20	1
183	242	20	1
185	242	20	2
214	242	20	1
116	243	20	2
140	243	20	1
173	243	20	1
181	243	20	2
201	243	20	1
213	243	20	3
247	243	20	2
118	244	20	2
123	244	20	1
126	244	20	2
135	244	20	1
145	244	20	1
154	244	20	1
183	244	20	1
188	244	20	1
207	244	20	1
242	244	20	2
111	245	20	1
121	245	20	2
169	245	20	1
176	245	20	2
214	245	20	1
241	245	20	1
117	246	20	2
126	246	20	1
130	246	20	3
149	246	20	1
159	246	20	2
215	246	20	1
221	246	20	2
246	246	20	2
252	246	20	1
122	247	20	1
137	247	20	1
163	247	20	1
218	247	20	1
114	248	20	2
141	248	20	1
158	248	20	1
163	248	20	1
166	248	20	1
190	248	20	3
210	248	20	1
215	248	20	1
230	248	20	4
233	248	20	3
102	249	20	2
143	249	20	1
167	249	20	1
169	249	20	1
191	249	20	1
194	249	20	2
113	250	20	2
119	250	20	1
155	250	20	2
157	250	20	2
162	250	20	2
172	250	20	1
227	250	20	4
133	251	20	1
175	251	20	1
218	251	20	2
223	251	20	2
251	251	20	3
122	252	20	1
161	252	20	2
173	252	20	1
175	252	20	1
212	252	20	1
226	252	20	1
120	253	20	2
139	253	20	1
140	253	20	1
194	253	20	2
222	253	20	1
231	253	20	2
252	253	20	2
111	254	20	1
124	254	20	2
127	254	20	1
148	254	20	2
183	254	20	1
223	254	20	2
226	254	20	2
228	254	20	2
238	254	20	2
243	254	20	2
244	254	20	3
121	255	20	1
143	255	20	1
149	255	20	1
198	255	20	1
200	255	20	2
207	255	20	1
214	255	20	1
232	255	20	1
233	255	20	1
246	255	20	1
110	256	20	2
113	256	20	1
131	256	20	1
158	256	20	1
204	256	20	1
227	256	20	1
241	256	20	1
262	256	20	1
124	257	20	2
146	257	20	2
159	257	20	2
162	257	20	4
164	257	20	2
170	257	20	1
175	257	20	2
198	257	20	1
228	257	20	2
229	257	20	2
230	257	20	2
255	257	20	1
258	257	20	1
265	257	20	3
163	258	20	1
172	258	20	1
175	258	20	1
198	258	20	2
215	258	20	2
220	258	20	2
231	258	20	2
107	259	20	2
144	259	20	1
166	259	20	1
193	259	20	2
201	259	20	2
203	259	20	1
231	259	20	1
232	259	20	1
252	259	20	2
127	260	20	2
134	260	20	1
147	260	20	1
158	260	20	2
245	260	20	2
102	261	20	1
112	261	20	4
130	261	20	2
141	261	20	1
156	261	20	2
163	261	20	1
199	261	20	6
207	261	20	1
215	261	20	1
144	262	20	1
170	262	20	1
223	262	20	2
230	262	20	3
254	262	20	1
142	263	20	1
207	263	20	1
210	263	20	1
229	263	20	1
259	263	20	4
265	263	20	1
105	264	20	2
126	264	20	1
136	264	20	2
146	264	20	3
160	264	20	1
220	264	20	1
221	264	20	2
250	264	20	1
254	264	20	2
264	264	20	1
134	265	20	1
162	265	20	2
163	265	20	1
166	265	20	2
176	265	20	4
179	265	20	1
190	265	20	1
236	265	20	1
113	266	20	1
129	266	20	1
172	266	20	1
179	266	20	1
197	266	20	1
225	266	20	1
231	266	20	1
251	266	20	2
116	267	20	2
117	267	20	2
132	267	20	1
154	267	20	1
168	267	20	1
239	267	20	1
262	267	20	2
113	268	20	1
121	268	20	2
141	268	20	1
145	268	20	4
146	268	20	1
154	268	20	1
157	268	20	1
212	268	20	2
213	268	20	2
112	269	20	1
119	269	20	1
140	269	20	2
147	269	20	1
151	269	20	1
159	269	20	3
165	269	20	2
167	269	20	1
184	269	20	1
214	269	20	1
246	269	20	1
257	269	20	1
114	270	20	1
115	270	20	2
125	270	20	1
155	270	20	1
156	270	20	1
162	270	20	2
165	270	20	1
166	270	20	2
177	270	20	1
210	270	20	1
217	270	20	1
226	270	20	1
261	270	20	2
119	271	20	2
128	271	20	1
145	271	20	1
152	271	20	1
163	271	20	1
165	271	20	1
171	271	20	1
173	271	20	1
268	271	20	2
113	272	20	1
115	272	20	2
117	272	20	1
120	272	20	1
121	272	20	1
125	272	20	1
135	272	20	1
144	272	20	4
156	272	20	1
158	272	20	1
168	272	20	1
169	272	20	3
176	272	20	1
218	272	20	2
225	272	20	2
226	272	20	1
260	272	20	2
117	273	20	1
119	273	20	1
152	273	20	3
170	273	20	1
207	273	20	3
211	273	20	1
217	273	20	2
220	273	20	1
223	273	20	1
122	274	20	1
159	274	20	1
165	274	20	1
167	274	20	4
185	274	20	2
226	274	20	1
227	274	20	1
229	274	20	1
147	275	20	1
148	275	20	1
154	275	20	1
169	275	20	2
172	275	20	3
176	275	20	1
200	275	20	1
205	275	20	2
208	275	20	1
221	275	20	1
235	275	20	1
236	275	20	1
268	275	20	1
110	276	20	1
122	276	20	1
136	276	20	1
155	276	20	2
157	276	20	1
158	276	20	2
162	276	20	1
163	276	20	4
167	276	20	2
170	276	20	1
180	276	20	1
182	276	20	1
221	276	20	2
222	276	20	1
231	276	20	2
246	276	20	1
266	276	20	2
111	277	20	1
130	277	20	1
140	277	20	2
154	277	20	1
177	277	20	1
189	277	20	1
211	277	20	3
217	277	20	1
219	277	20	1
220	277	20	1
226	277	20	2
227	277	20	1
249	277	20	1
129	278	20	1
137	278	20	1
152	278	20	1
160	278	20	1
164	278	20	2
168	278	20	2
170	278	20	2
176	278	20	1
208	278	20	1
269	278	20	2
270	278	20	1
150	279	20	2
156	279	20	2
163	279	20	1
171	279	20	1
177	279	20	2
186	279	20	2
204	279	20	4
218	279	20	3
225	279	20	1
232	279	20	1
241	279	20	3
108	280	20	2
109	280	20	1
125	280	20	1
132	280	20	2
166	280	20	1
172	280	20	3
173	280	20	3
174	280	20	2
175	280	20	2
193	280	20	1
197	280	20	2
199	280	20	2
256	280	20	1
131	281	20	1
134	281	20	1
142	281	20	2
147	281	20	3
168	281	20	2
172	281	20	1
176	281	20	3
214	281	20	2
216	281	20	3
218	281	20	1
226	281	20	1
227	281	20	1
106	282	20	1
116	282	20	1
162	282	20	1
172	282	20	1
203	282	20	1
219	282	20	2
269	282	20	3
276	282	20	1
130	283	20	2
161	283	20	2
167	283	20	1
170	283	20	1
176	283	20	1
179	283	20	2
214	283	20	1
216	283	20	2
217	283	20	4
226	283	20	1
232	283	20	1
266	283	20	1
271	283	20	1
272	283	20	4
149	284	20	3
163	284	20	2
186	284	20	1
214	284	20	2
224	284	20	1
265	284	20	2
119	285	20	1
137	285	20	2
139	285	20	1
157	285	20	1
205	285	20	1
208	285	20	2
210	285	20	1
218	285	20	2
230	285	20	1
231	285	20	1
268	285	20	1
101	286	20	1
129	286	20	1
133	286	20	2
213	286	20	2
218	286	20	1
271	286	20	3
198	287	20	2
205	287	20	2
220	287	20	3
226	287	20	1
268	287	20	1
269	287	20	1
126	288	20	1
136	288	20	1
167	288	20	1
196	288	20	2
223	288	20	1
224	288	20	1
238	288	20	1
124	289	20	1
