x	y	z	Mitochondrial protein import
138	240	21	1
141	240	21	2
146	240	21	1
151	240	21	1
171	240	21	1
190	240	21	1
212	240	21	3
214	240	21	1
132	241	21	1
133	241	21	1
135	241	21	2
137	241	21	1
147	241	21	1
214	241	21	2
215	241	21	1
126	242	21	1
128	242	21	1
136	242	21	1
137	242	21	2
140	242	21	1
143	242	21	2
138	243	21	2
142	243	21	1
143	243	21	1
135	244	21	2
141	244	21	1
139	245	21	2
149	245	21	1
135	246	21	1
137	246	21	1
132	247	21	2
149	247	21	1
201	247	21	2
232	247	21	1
173	248	21	2
212	248	21	1
134	249	21	2
216	249	21	2
131	250	21	1
217	250	21	2
117	251	21	2
220	251	21	1
232	251	21	2
158	252	21	2
201	252	21	1
220	252	21	2
154	253	21	1
223	254	21	2
161	255	21	2
226	255	21	1
231	255	21	2
122	256	21	1
227	256	21	1
231	256	21	3
232	257	21	1
124	258	21	2
160	259	21	2
160	260	21	1
181	260	21	2
231	260	21	2
201	261	21	1
163	262	21	1
189	262	21	1
219	263	21	1
161	264	21	2
162	264	21	2
175	264	21	1
181	264	21	1
135	265	21	1
161	265	21	1
162	265	21	2
215	265	21	1
155	268	21	1
160	268	21	1
183	268	21	3
178	269	21	3
115	270	21	1
126	270	21	1
156	270	21	1
119	271	21	2
120	271	21	2
159	271	21	1
117	272	21	2
129	272	21	1
149	272	21	2
159	272	21	1
163	272	21	2
165	272	21	2
167	272	21	2
173	272	21	1
120	273	21	1
122	273	21	1
133	273	21	1
177	273	21	1
165	275	21	1
175	275	21	3
219	275	21	1
116	276	21	2
136	276	21	1
165	276	21	1
169	276	21	2
175	276	21	1
219	276	21	1
221	276	21	1
119	277	21	1
169	277	21	2
172	277	21	1
219	277	21	1
171	278	21	1
218	278	21	1
221	278	21	1
169	279	21	2
177	279	21	3
178	279	21	1
216	279	21	1
225	279	21	2
266	279	21	1
125	280	21	2
167	280	21	3
177	280	21	1
204	280	21	1
219	280	21	3
227	280	21	1
175	281	21	1
226	281	21	1
140	282	21	1
173	282	21	2
215	282	21	2
224	282	21	1
173	283	21	1
217	283	21	1
215	284	21	1
230	284	21	1
123	285	21	1
223	285	21	2
237	285	21	2
220	286	21	1
223	287	21	1
251	287	21	3
134	288	21	1
186	288	21	1
205	288	21	1
271	288	21	1
219	290	21	1
220	290	21	1
222	290	21	1
178	291	21	1
271	292	21	1
216	293	21	2
142	294	21	1
193	294	21	1
194	294	21	1
218	294	21	2
235	294	21	1
269	294	21	1
140	295	21	1
271	295	21	1
126	296	21	2
156	296	21	2
193	296	21	1
218	296	21	1
154	297	21	1
214	297	21	1
250	297	21	1
162	298	21	1
230	298	21	2
232	298	21	1
131	300	21	3
211	300	21	2
239	300	21	1
267	300	21	2
230	301	21	3
252	301	21	3
105	303	21	1
186	303	21	1
240	303	21	2
266	304	21	1
96	305	21	1
209	305	21	1
210	305	21	1
223	305	21	2
241	305	21	1
242	305	21	2
181	306	21	1
203	306	21	3
231	306	21	1
258	306	21	2
204	307	21	2
207	307	21	1
210	307	21	1
236	307	21	1
238	307	21	1
260	307	21	1
180	308	21	1
201	308	21	1
205	308	21	3
231	308	21	1
240	308	21	1
256	308	21	1
259	308	21	1
264	308	21	1
100	309	21	2
200	309	21	1
264	309	21	1
265	309	21	3
112	310	21	1
132	310	21	3
149	310	21	1
166	310	21	2
180	310	21	1
186	310	21	3
231	310	21	1
252	310	21	1
257	310	21	2
93	311	21	1
177	311	21	1
199	311	21	1
204	311	21	1
148	312	21	1
201	312	21	2
172	314	21	1
175	314	21	2
260	314	21	1
115	315	21	1
163	315	21	1
258	315	21	2
265	315	21	2
181	316	21	2
203	316	21	1
237	316	21	1
254	316	21	1
260	316	21	1
178	317	21	1
180	317	21	1
200	317	21	1
232	317	21	1
146	318	21	1
177	318	21	1
182	318	21	1
152	319	21	1
241	319	21	1
257	320	21	2
258	320	21	1
118	321	21	1
187	321	21	1
249	321	21	2
258	321	21	1
178	322	21	1
126	323	21	1
179	323	21	1
181	323	21	2
185	323	21	1
192	323	21	1
243	323	21	1
180	324	21	1
186	324	21	2
187	324	21	1
190	325	21	3
195	325	21	2
199	325	21	1
202	325	21	2
181	326	21	1
94	327	21	2
180	327	21	2
99	329	21	1
100	329	21	2
157	329	21	1
98	330	21	2
131	330	21	2
228	330	21	1
105	331	21	1
141	331	21	3
230	331	21	1
257	331	21	1
260	331	21	1
138	332	21	1
181	332	21	1
210	333	21	2
259	333	21	1
255	334	21	1
134	335	21	1
177	336	21	2
211	336	21	1
259	336	21	1
175	337	21	1
145	338	21	2
176	338	21	1
180	338	21	2
240	338	21	1
242	339	21	1
160	340	21	1
175	340	21	1
177	340	21	1
237	340	21	2
225	341	21	1
169	342	21	1
240	344	21	2
243	345	21	2
180	346	21	1
173	349	21	1
231	350	21	3
221	354	21	1
179	355	21	1
181	355	21	2
169	356	21	1
175	356	21	1
168	359	21	1
179	360	21	1
197	363	21	2
191	364	21	1
126	226	22	1
154	230	22	1
131	234	22	1
134	234	22	1
140	234	22	1
136	235	22	1
142	235	22	1
145	235	22	2
148	235	22	1
136	236	22	2
140	236	22	1
130	237	22	1
133	237	22	1
135	237	22	1
129	238	22	1
141	238	22	2
146	238	22	1
141	239	22	1
152	240	22	2
154	240	22	1
216	240	22	2
132	241	22	1
133	241	22	1
139	241	22	1
140	241	22	1
148	241	22	2
214	241	22	1
215	241	22	2
129	242	22	1
131	242	22	1
132	242	22	1
134	242	22	1
135	242	22	1
136	243	22	3
139	243	22	1
149	243	22	2
145	244	22	1
136	245	22	1
132	246	22	1
135	247	22	1
219	251	22	1
223	252	22	1
221	254	22	1
226	254	22	1
150	256	22	1
163	256	22	2
196	256	22	2
199	257	22	1
160	258	22	3
163	258	22	1
161	263	22	1
160	264	22	2
121	267	22	1
122	267	22	1
132	267	22	2
122	269	22	1
121	270	22	1
125	270	22	1
158	270	22	1
165	270	22	2
179	270	22	1
156	271	22	1
116	272	22	2
120	272	22	1
155	272	22	1
168	272	22	1
165	273	22	1
170	273	22	2
174	273	22	2
156	274	22	1
165	274	22	1
177	274	22	1
227	275	22	2
176	276	22	1
177	276	22	1
170	277	22	1
170	278	22	1
227	278	22	1
169	279	22	1
230	279	22	1
170	280	22	1
174	280	22	2
224	280	22	1
170	281	22	2
167	282	22	3
170	282	22	2
202	284	22	1
271	284	22	2
271	287	22	1
219	288	22	1
224	288	22	1
271	289	22	2
217	290	22	1
218	293	22	1
241	293	22	2
266	294	22	1
269	294	22	1
217	295	22	1
217	297	22	1
216	299	22	4
214	300	22	2
267	300	22	1
210	301	22	2
238	302	22	2
212	303	22	1
238	303	22	1
185	304	22	2
185	305	22	2
258	305	22	1
238	306	22	1
204	307	22	1
205	307	22	1
238	307	22	1
203	308	22	1
207	308	22	2
235	308	22	1
238	308	22	3
260	308	22	1
201	309	22	3
207	310	22	1
259	310	22	1
260	310	22	1
231	311	22	1
264	311	22	1
258	312	22	1
260	312	22	1
175	313	22	1
233	313	22	1
261	313	22	2
261	314	22	1
261	315	22	2
236	317	22	1
256	317	22	2
258	317	22	2
176	318	22	1
258	318	22	1
184	320	22	1
182	321	22	1
191	321	22	1
257	321	22	1
259	322	22	3
187	323	22	2
197	323	22	2
259	323	22	1
183	324	22	2
184	324	22	1
194	324	22	2
184	325	22	1
259	326	22	1
260	326	22	1
199	328	22	1
200	328	22	1
99	329	22	1
201	329	22	2
103	330	22	1
184	330	22	1
94	331	22	2
100	332	22	3
180	334	22	1
259	334	22	1
177	338	22	1
240	343	22	1
243	343	22	1
244	344	22	3
180	360	22	1
157	225	23	1
180	225	23	2
158	226	23	3
154	228	23	1
157	229	23	2
152	231	23	1
158	231	23	1
144	233	23	1
134	234	23	2
143	234	23	3
146	234	23	1
140	235	23	1
141	235	23	1
143	235	23	1
146	235	23	1
142	237	23	1
130	238	23	1
133	238	23	1
140	238	23	2
150	238	23	1
217	238	23	1
138	239	23	1
130	240	23	1
142	240	23	1
135	241	23	1
138	241	23	1
140	241	23	1
141	241	23	2
145	241	23	1
149	241	23	2
138	242	23	2
215	242	23	2
130	243	23	1
134	243	23	1
140	243	23	1
139	244	23	3
142	244	23	1
145	244	23	1
134	246	23	1
218	250	23	1
222	252	23	1
222	253	23	1
223	254	23	1
197	255	23	2
226	255	23	1
163	256	23	1
198	256	23	1
228	257	23	1
178	258	23	1
220	262	23	1
119	264	23	1
124	267	23	1
162	267	23	1
127	268	23	1
163	268	23	2
122	269	23	1
240	269	23	1
120	270	23	2
166	271	23	1
167	272	23	1
177	272	23	1
165	273	23	1
168	273	23	1
179	274	23	1
226	274	23	2
167	275	23	1
224	275	23	1
140	276	23	1
174	277	23	1
176	277	23	2
168	278	23	1
176	278	23	2
177	278	23	1
175	279	23	2
219	279	23	1
174	281	23	5
177	281	23	2
210	281	23	2
173	282	23	1
206	282	23	1
174	283	23	1
172	284	23	1
176	284	23	1
226	284	23	1
202	285	23	2
271	286	23	1
220	291	23	3
222	291	23	1
220	293	23	3
271	293	23	1
217	294	23	1
219	294	23	1
266	294	23	1
269	294	23	1
266	295	23	1
218	296	23	2
269	297	23	1
266	298	23	1
267	298	23	1
190	299	23	1
215	299	23	1
264	299	23	1
236	301	23	3
211	302	23	1
266	302	23	2
212	304	23	1
234	305	23	2
265	305	23	1
206	306	23	1
241	306	23	1
185	307	23	1
205	307	23	2
207	307	23	2
240	307	23	1
241	307	23	1
262	307	23	3
262	308	23	1
181	309	23	1
203	309	23	1
176	310	23	3
230	311	23	1
234	311	23	2
240	311	23	1
260	311	23	2
176	313	23	3
258	313	23	1
262	313	23	1
204	314	23	1
232	314	23	1
257	314	23	1
263	314	23	1
245	315	23	2
257	315	23	1
258	315	23	1
265	315	23	1
172	316	23	1
258	316	23	2
261	316	23	1
264	316	23	1
256	317	23	3
257	317	23	1
258	317	23	1
265	317	23	1
184	318	23	3
258	318	23	1
259	318	23	2
261	318	23	1
262	318	23	1
166	319	23	1
258	319	23	2
183	321	23	1
187	321	23	1
187	322	23	1
182	323	23	2
178	324	23	2
186	325	23	1
188	325	23	2
183	326	23	1
192	326	23	2
259	326	23	1
99	327	23	1
184	327	23	1
96	329	23	1
183	329	23	1
259	329	23	1
180	330	23	1
259	330	23	1
102	331	23	1
260	331	23	1
260	332	23	1
182	333	23	3
192	334	23	1
175	336	23	1
260	336	23	1
240	345	23	2
242	345	23	1
182	221	24	2
181	222	24	1
180	223	24	1
179	224	24	1
160	225	24	2
174	226	24	1
178	226	24	1
157	227	24	2
156	229	24	1
157	229	24	1
158	229	24	1
162	231	24	2
149	232	24	2
141	234	24	1
143	234	24	1
135	235	24	1
136	235	24	1
151	236	24	1
137	238	24	3
146	238	24	1
149	238	24	1
151	238	24	1
132	239	24	1
145	239	24	1
108	240	24	1
140	241	24	1
142	241	24	2
140	242	24	1
143	242	24	1
226	242	24	1
139	243	24	2
149	243	24	1
131	244	24	1
137	244	24	1
139	244	24	1
146	244	24	1
147	244	24	1
135	245	24	1
141	246	24	1
142	246	24	2
227	246	24	1
228	247	24	3
215	248	24	1
139	249	24	2
140	249	24	2
216	249	24	2
222	251	24	1
134	252	24	2
220	253	24	1
222	253	24	1
197	257	24	2
199	258	24	1
118	260	24	1
225	260	24	1
116	262	24	3
119	262	24	1
124	262	24	1
219	262	24	1
120	263	24	1
121	263	24	1
217	263	24	1
221	263	24	2
117	264	24	2
118	264	24	2
119	264	24	3
122	264	24	1
163	264	24	1
117	265	24	2
124	265	24	1
127	265	24	1
117	266	24	2
119	266	24	2
215	266	24	1
123	267	24	2
166	268	24	1
210	268	24	1
127	270	24	2
131	271	24	1
181	271	24	2
128	272	24	1
166	272	24	1
165	273	24	1
177	273	24	1
166	274	24	1
179	274	24	1
178	275	24	1
171	276	24	1
181	276	24	2
170	277	24	3
176	277	24	2
177	277	24	1
220	277	24	1
175	278	24	2
178	278	24	1
180	278	24	2
171	279	24	2
173	279	24	2
179	279	24	1
168	280	24	1
170	280	24	2
174	280	24	2
168	281	24	2
177	284	24	1
206	284	24	1
204	285	24	1
276	286	24	1
276	287	24	2
275	288	24	2
201	289	24	2
275	289	24	2
276	289	24	2
274	290	24	1
275	290	24	2
197	291	24	2
198	291	24	1
275	291	24	1
269	292	24	2
271	293	24	3
271	295	24	1
236	297	24	2
266	298	24	1
268	298	24	1
213	299	24	1
264	299	24	1
189	300	24	1
238	300	24	1
265	301	24	1
235	302	24	1
240	302	24	1
242	302	24	2
263	302	24	2
237	303	24	1
188	304	24	1
235	304	24	1
236	304	24	1
241	304	24	3
240	305	24	2
241	305	24	1
259	305	24	1
263	305	24	1
264	305	24	2
206	306	24	1
238	306	24	1
262	306	24	1
266	306	24	1
259	307	24	1
260	307	24	1
263	307	24	1
265	307	24	1
202	308	24	1
259	309	24	1
260	309	24	2
178	310	24	1
204	310	24	1
240	310	24	1
206	311	24	1
234	311	24	1
200	312	24	1
239	312	24	2
257	312	24	1
177	313	24	1
209	313	24	2
175	314	24	1
