x	y	z	RNA Polymerase II Promoter Escape
232	280	31	1
235	280	31	3
236	280	31	1
245	280	31	1
248	280	31	1
176	281	31	1
206	281	31	1
219	281	31	1
222	281	31	1
224	281	31	1
228	281	31	1
243	281	31	1
244	281	31	1
250	281	31	2
173	282	31	1
179	282	31	1
181	282	31	1
220	282	31	1
221	282	31	1
235	282	31	1
239	282	31	2
241	282	31	2
249	282	31	2
250	282	31	1
252	282	31	1
254	282	31	2
256	282	31	2
176	283	31	2
179	283	31	1
184	283	31	1
218	283	31	1
219	283	31	1
221	283	31	2
224	283	31	1
234	283	31	2
236	283	31	1
239	283	31	2
241	283	31	1
242	283	31	1
243	283	31	1
175	284	31	1
176	284	31	1
177	284	31	2
179	284	31	1
180	284	31	1
181	284	31	1
182	284	31	1
206	284	31	1
219	284	31	1
220	284	31	1
223	284	31	2
231	284	31	1
235	284	31	1
236	284	31	1
238	284	31	1
243	284	31	2
254	284	31	1
177	285	31	1
183	285	31	3
218	285	31	1
220	285	31	2
223	285	31	1
225	285	31	1
226	285	31	1
229	285	31	1
234	285	31	1
236	285	31	1
238	285.5	31.5	1
243	285	31	1
244	285	31	1
247	285	31	1
252	285	31	1
256	285	31	4
218	286	31	1
220	286	31	1
221	286	31	1
229	286	31	1
239	286	31	1
240	286	31	1
244	286	31	1
252	286	31	1
219	287	31	1
222	287	31	1
227	287	31	1
229	287	31	1
234	287	31	1
236	287	31	1
237	287	31	1
239	287	31	1
246	287	31	1
251	287	31	2
252	287	31	1
253	287	31	1
256	287	31	2
221	288	31	1
231	288	31	1
245	288	31	1
247	288	31	1
205	289	31	1
224	289	31	2
227	289	31	1
243	289	31	1
244	289	31	1
245	289	31	1
200	290	31	2
221	290	31	1
222	290	31	2
225	290	31	1
243	290	31	1
248	290	31	1
198	291	31	2
199	291	31	2
200	291	31	1
223	291	31	2
226	291	31	1
227	291	31	2
235	291	31	3
244	291	31	1
247	291	31	1
199	292	31	2
226	292	31	1
230	292	31	1
231	292	31	1
232	292	31	1
235	292	31	1
238	292	31	1
252	292	31	1
256	292	31	1
223	293	31	2
225	293	31	1
233	293	31	2
235	293	31	1
236	293	31	2
238	293	31	3
239	293	31	1
241	294	32.8	1
242	293	31	1
247	293	31	1
248	293	31	1
253	293	31	1
226	294	31	1
227	294	31	1
230	294	31	1
232	294	31	1
240	294	31	3
243	294	31	1
251	294	31	1
198	295	31	1
220	295	31	1
221	295	31	2
222	295	31	1
223	295	31	1
226	295	31	2
231	295	31	1
235	295	31	1
241	295	31	1
242	295	31	1
243	295	31	1
244	295	31	1
250	295	31	1
197	296	31	1
199	296	31	1
215	296	31	2
222	296	31	1
223	296	31	1
225	296	31	1
228	296	31	1
229	296	31	1
246	296	31	1
252	296	31	1
253	296	31	1
254	296	31	1
221	297	31	1
225	297	31	1
226	297	31	1
230	297	31	2
231	297	31	2
234	297	31	1
246	297	31	1
205	298	31	2
226	298	31	1
228	298	31	1
229	298	31	1
232	298	31	1
237	298	31	1
245	298	31	1
249	298	31	2
251	298	31	1
252	298	31	1
221	299	31	1
224	299	31	1
236	299	31	1
237	299	31	1
246	299	31	1
248	299	31	1
224	300	31	1
229	300	31	1
231	300	31	2
235	300	31	1
237	300	31	1
249	300	31	1
227	301	31	1
230	301	31	1
232	301	31	3
233	301	31	2
237	301	31	1
241	301	31	1
243	301	31	1
220	302	31	1
232	302	31	2
242	302	31	1
243	302	31	3
245	302	31	2
223	303	31	1
237	303	31	1
239	303	31	1
242	303	31	1
245	303	31	2
246	303	31	1
243	304	31	1
244	304	31	1
223	305	31	1
235	305	31	1
236	305	31	1
223	306	31	1
231	306	31	1
233	306	31	2
223	307	31	1
234	307	31	1
237	307	31	1
223	308	31	1
226	251	32	1
227	251	32	1
217	252	32	1
226	252	32	1
231	252	32	1
193	253	32	1
217	253	32	1
224	253	32	1
229	253	32	1
231	253	32	1
216	254	32	1
223	254	32	1
228	254	32	1
232	254	32	1
235	254	32	2
239	254	32	1
215	255	32	1
216	255	32	2
217	255	32	1
224	255	32	1
232	255	32	1
234	255	32	1
235	255	32	2
237	255	32	1
210	256	32	1
219	256	32	2
227	256	32	1
234	256	32	1
236	256	32	1
240	256	32	1
195	257	32	1
202	257	32	1
221	257	32	1
238	257	32	1
190	258	32	1
193	258	32	1
216	258	32	1
217	258	32	1
219	258	32	1
226	258	32	1
228	258	32	1
232	258	32	1
233	258	32	1
188	259	32	1
192	259	32	1
193	259	32	1
209	259	32	1
215	259	32	1
219	259	32	1
220	259	32	2
222	259	32	1
227	259	32	1
229	259	32	1
231	259	32	1
237	259	32	1
242	259	32	1
245	259	32	1
182	260	32	1
211	260	32	1
218	260	32	2
222	260	32	1
228	260	32	1
230	260	32	2
235	260	32	1
236	260	32	1
237	260	32	1
240	260	32	1
242	260	32	1
244	260	32	1
195	261	32	1
211	261	32	2
219	261	32	1
222	261	32	1
228	261	32	1
230	261	32	1
231	261	32	2
239	261	32	1
244	261	32	1
245	261	32	1
197	262	32	1
209	262	32	1
210	262	32	2
215.5	262.5	32.5	1
216	262	32	1
218	262	32	1
225	262	32	1
230	262	32	2
231	262	32	1
236	262	32	1
242	262	32	1
243	262	32	1
244	262	32	2
245	262	32	1
198	263	32	1
200	263	32	1
204	263	32	2
212	263	32	1
215	263	32	1
216	263	32	1
218	263	32	1
221	263	32	1
222	263	32	1
228	263	32	1
230	263	32	1
231	263	32	1
243	263	32	2
245	263	32	1
250	263	32	1
186	264	32	1
199	264	32	1
200	264	32	1
202	264	32	1
210	264	32	1
212	264	32	2
214	264	32	2
216	264	32	1
221	264	32	1
230	264	32	1
233	264	32	1
239	264	32	1
244	264	32	1
245	264	32	2
246	264	32	1
250	264	32	2
184	265	32	2
185	265	32	1
186	265	32	2
189	265	32	1
204	265	32	2
213	265	32	2
215	265	32	1
226	265	32	2
230	265	32	1
232	265	32	1
233	265	32	1
234	265	32	2
238	265	32	3
251	265	32	1
186	266	32	2
195	266	32	1
197	266	32	2
213	266	32	1
214	266	32	1
216	266	32	1
218	266	32	2
221	266	32	1
224	266	32	2
228	266	32	1
230	266	32	1
234	266	32	1
235	266	32	1
236	266	32	1
243	266	32	1
251	266	32	1
252	266	32	1
182	267	32	1
183	267	32	1
184	267	32	1
186	267	32	1
191	267	32	1
208	267	32	1
209	267	32	1
216	267	32	2
225	267	32	1
229	267	32	1
230	267	32	2
233	267	32	1
240	267	32	2
242	267	32	2
243	267	32	1
245.5	267.5	32.5	2
248	267	32	1
186	268	32	2
189	268	32	1
193	268	32	2
198	268	32	2
206	268	32	1
212	268	32	2
215	268	32	1
216	268	32	1
219	268	32	1
220	268	32	1
233	268	32	2
238	268	32	1
239	268	32	1
241	268	32	1
243	268	32	1
253	268	32	1
186	269	32	1
191	269	32	1
204	269	32	1
228	269	32	1
232	269	32	2
243	269	32	2
246	269	32	1
248	269	32	1
249	269	32	1
172	270	32	1
173	270	32	1
180	270	32	1
187	270	32	3
206	270	32	2
207	270	32	1
212	270	32	1
214	270	32	1
216	270	32	1
222	270	32	2
232	270	32	1
234	270	32	1
239	270	32	2
241	270	32	2
244	270	32	1
173	271	32	1
176	271	32	1
186	271	32	1
211	271	32	1
213	271	32	2
216	271	32	1
227	271	32	1
231	271	32	1
233	271	32	2
234	271	32	1
235	271	32	2
240	271	32	1
241	271	32	1
246	271	32	4
247	271	32	1
251	271	32	1
173	272	32	2
181	272	32	1
183	272	32	1
184	272	32	1
186	272	32	1
198	272	32	1
206	272	32	1
211	272	32	1
212	272	32	1
213	272	32	1
214	272	32	3
230	272	32	3
237	272	32	1
239	272	32	1
245	272	32	1
248	272	32	1
252	272	32	1
255	272	32	1
186	273	32	1
208	273	32	1
209	273	32	1
210	273	32	3
211	273	32	1
213	273	32	1
228	273	32	2
229	273	32	2
235	273	32	1
240	273	32	1
243	273	32	1
245	273	32	1
249	273	32	1
172	274	32	1
173	274	32	2
174	274	32	1
179	274	32	1
181	274	32	1
182	274	32	1
202	274	32	2
205	274	32	1
235	274	32	2
236	274	32	1
244	274	32	1
250	274	32	1
252	274	32	1
183	275	32	2
186	275	32	1
208	275	32	2
212	275	32	1
226	275	32	1
240	275	32	1
249	275	32	1
252	275	32	2
174	276	32	1
175	276	32	1
203	276	32	1
206	276	32	1
228	276	32	1
235	276	32	1
236	276	32	1
238	276	32	2
241	276	32	2
242	276	32	2
214	277	32	1
236	277	32	1
237	277	32	1
238	277	32	2
243	277	32	1
254	277	32	1
176	278	32	3
177	278	32	1
184	278	32	1
225	278	32	1
234	278	32	2
235	278	32	2
236	278	32	1
237	278	32	1
239	278	32	1
244	278	32	1
245	278	32	1
175	279	32	1
177	279	32	2
179	279	32	1
207	279	32	1
219	279	32	1
242	279	32	1
243	279	32	1
245	279	32	1
247	279	32	1
250	279	32	1
173	280	32	1
177	280	32	1
189	280	32	1
208	280	32	1
238	280	32	1
240	280	32	1
241	280	32	1
242	280	32	1
245	280	32	2
246	280	32	2
181	281	32	1
186	281	32	2
217	281	32	2
219	281	32	2
220	281	32	1
223	281	32	1
226	281	32	2
242	281	32	2
246	281	32	1
251	281	32	1
254	281	32	1
175	282	32	2
178	282	32	1
222	282	32	1
224	282	32	1
240	282	32	3
241	282	32	1
242	282	32	1
245	282	32	1
247	282	32	1
248	282	32	1
249	282	32	3
178	283	32	1
179	283	32	1
207	283	32	1
221	283	32	1
226	283	32	1
242	283	32	1
245	283	32	2
249	283	32	1
253	283	32	2
177	284	32	1
179	284	32	1
184	284	32	1
206	284	32	1
208	284	32	1
219	284	32	1
220	284	32	1
225	284	32	1
229	284	32	1
236	284	32	1
237	284	32	2
244	284	32	1
247	284	32	1
249	284	32	1
252	284	32	1
254	284	32	1
177	285	32	1
178	285	32	2
204	285	32	2
206	285	32	1
208	285	32	1
219	285	32	1
220	285	32	1
236	285	32	1
240	285	32	1
243	285	32	1
255	285	32	1
174	286	32	2
175	286	32	2
178	286	32	1
180	286	32	1
183	286	32	1
206	286	32	1
207	286	32	1
218	286	32	1
223	286	32	2
224	286	32	1
228	286	32	1
236	286	32	1
239	286	32	1
242	286	32	1
246	286	32	2
249	286	32	1
250	286	32	1
177	287	32	2
220	287	32	1
221	287	32	1
225	287	32	1
226	287	32	1
227	287	32	1
234	287	32	2
240	287	32	2
243	287	32	1
244	287	32	1
245	287	32	1
248	287	32	1
250	287	32	1
256	287	32	1
201	288	32	1
202	288	32	1
222	288	32	1
226	288	32	1
227	288	32	1
239	288	32	1
242	288	32	2
245	288	32	1
246	288	32	1
249	288	32	3
185	289	32	2
201	289	32	1
224	289	32	1
231	289	32	1
238	289	32	1
243	289	32	1
247	289	32	1
185	290	32	1
187	290	32	4
199	290	32	1
200	290	32	1
206	290	32	1
226	290	32	1
233	290	32	1
235	290	32	1
236	290	32	4
237	290	32	1
239	290	32	1
243	290	32	1
247	290	32	2
253	290	32	1
255	290	32	1
231	291	32	1
233.333333333333	291.333333333333	33	2
246	291	32	2
247	291	32	1
250	291	32	1
188	292	32	2
197	292	32	2
201	292	32	1
203	292	32	1
218	292	32	1
221	292	32	1
223	292	32	1
227	292	32	1
228	292	32	1
243	292	32	1
250	292	32	1
251	292	32	1
256	292	32	1
257	292	32	1
179	293	32	1
197	293	32	1
199	293	32	1
200	293	32	1
218	293	32	1
221	293	32	1
223	293	32	2
224	293	32	1
225	293	32	3
234	293	32	1
236	293	32	1
241	293	32	1
242	293	32	1
244	293	32	1
248	293	32	1
251	293	32	1
204	294	32	1
221	294	32	2
223	294	32	2
230	294	32	1
231	294	32	1
233	294	32	1
235	294	32	1
237	294	32	1
181	295	32	2
195	295	32	1
200	295	32	1
220	295	32	1
227	295	32	1
230	295	32	2
231	295	32	1
240	295	32	1
249	295	32	1
197	296	32	1
198	296	32	3
200	296	32	1
202	296	32	1
218	296	32	1
220	296	32	1
223	296	32	1
225	296	32	1
229	296	32	2
232	296	32	1
234	296	32	1
237	296	32	1
243	296	32	1
247	296	32	1
250	296	32	1
183	297	32	1
198	297	32	3
199	297	32	1
225	297	32	1
227	297	32	1
241	297	32	1
246	297	32	1
248	297	32	1
250	297	32	1
254	297	32	3
195	298	32	1
197	298	32	2
198	298	32	1
202	298	32	1
219	298	32	2
220	298	32	1
221	298	32	2
228	298	32	2
232	298	32	1
238	298	32	1
239	298	32	1
241	298	32	1
244	298	32	1
247	298	32	1
248	298	32	1
251	298	32	2
252	298	32	1
196	299	32	1
226	299	32	1
233	299	32	1
240	299	32	2
241	299	32	1
243	299	32	1
245	299	32	2
247	299	32	1
248	299	32	1
185	300	32	1
197	300	32	2
225	300	32	1
227	300	32	1
228	300	32	1
235	300	32	2
236	300	32	3
246	300	32	1
221	301	32	1
224	301	32	1
225	301	32	1
237	301	32	1
239	301	32	1
241	301	32	1
248	301	32	2
230	302	32	2
233	302	32	1
234	302	32	1
240	302	32	2
243	302	32	1
245	302	32	2
207	303	32	1
225	303	32	1
232	303	32	1
242	303	32	1
225	304	32	1
231	304	32	1
235	304	32	1
241	304	32	1
243	304	32	1
244	304	32	1
245	304	32	1
204	305	32	2
222	305	32	1
237	305	32	1
242	305	32	1
208	306	32	1
230	306	32	1
225	307	32	1
236	307	32	1
237	307	32	1
220	308	32	1
235	308	32	1
236	308	32	2
220	309	32	1
227	309	32	1
235	309	32	1
225	310	32	2
227	310	32	1
225	311	32	1
234	311	32	1
227	312	32	1
229	312	32	1
232	312	32	1
235	313	32	2
228	249	33	1
226	251	33	1
227	252	33	1
231	252	33	1
240	252	33	1
221	253	33	1
224	253	33	2
237	253	33	1
193	254	33	1
217	254	33	1
220	254	33	1
226	254	33	1
232	254	33	1
239	254	33	2
240	254	33	1
218	255	33	1
223	255	33	1
237	255	33	2
222	256	33	1
228	256	33	1
237	256	33	2
240	256	33	1
214	257	33	1
217	257	33	2
218	257	33	1
221	257	33	1
227	257	33	3
230	257	33	1
239	257	33	1
215	258	33	1
220	258	33	1
222	258	33	2
226	258	33	1
231	258	33	2
232	258	33	1
243	258	33	1
189	259	33	1
194	259	33	1
211	259	33	1
216	259	33	2
220	259	33	2
223	259	33	1
226	259	33	1
228	259	33	1
232	259	33	2
237	259	33	1
244	259	33	1
246	259	33	1
208	260	33	2
212	260	33	1
217	260	33	1
219	260	33	2
233	260	33	2
237	260	33	1
239	260	33	3
243	260	33	1
246	260	33	1
195	261	33	1
214	261	33	1
224	261	33	1
227	261	33	2
228	261	33	1
232	261	33	1
234	261	33	2
235	261	33	1
238	261	33	1
240	261	33	1
242	261	33	1
244	261	33	1
245	261	33	1
192	262	33	1
210	262	33	1
211	262	33	1
212	262	33	1
216	262	33	1
218	262	33	1
221	262	33	1
223	262	33	2
224	262	33	1
229	262	33	2
233	262	33	1
236	262	33	1
238	262	33	1
183	263	33	1
185	263	33	1
203	263	33	1
217	263	33	1
218	263	33	1
220	263	33	1
222	263	33	1
223	263	33	1
224	263	33	1
225	263	33	1
227	263	33	1
231	263	33	1
233	263	33	1
238	263	33	1
240	263	33	2
242	263	33	1
244	263	33	1
248	263	33	1
249	263	33	1
251	263	33	1
187	264	33	1
190	264	33	2
194	264	33	1
215	264	33	1
216	264	33	2
217	264	33	1
218	264	33	1
220	264	33	1
221	264	33	1
224	264	33	1
228	264	33	1
235	264	33	1
239	264	33	1
242	264	33	1
250	264	33	2
188	265	33	1
207	265	33	2
208	265	33	1
211	265	33	1
214	265	33	1
220	265	33	1
222	265	33	2
225	265	33	2
233	265	33	1
248	265	33	1
252	265	33	1
185	266	33	1
186	266	33	1
187	266	33	1
190	266	33	1
191	266	33	1
192	266	33	1
194	266	33	2
195	266	33	2
204	266	33	1
215	266	33	1
217	266	33	1
220	266	33	1
224	266	33	1
241	266	33	3
247	266	33	1
250	266	33	1
182	267	33	1
183	267	33	1
184	267	33	1
186	267	33	1
188	267	33	1
193	267	33	1
196	267	33	1
209	267	33	2
214	267	33	2
215	267	33	2
216	267	33	2
223	267	33	1
225	267	33	1
226	267	33	2
231	267	33	1
247	267	33	1
248	267	33	2
250	267	33	3
253	267	33	1
206	268	33	1
208	268	33	1
209	268	33	1
211	268	33	1
213	268	33	2
218	268	33	1
224	268	33	1
231	268	33	1
235	268	33	1
241	268	33	1
249	268	33	1
185	269	33	1
188	269	33	1
191	269	33	1
198	269	33	1
204	269	33	3
208	269	33	1
209	269	33	1
211	269	33	1
227	269	33	1
232	269	33	1
234	269	33	1
241	269	33	1
244	269	33	1
250	269	33	2
179	270	33	1
184	270	33	2
186	270	33	1
198	270	33	1
207	270	33	2
209	270	33	1
214	270	33	1
215	270	33	2
223	270	33	1
231	270	33	1
234	270	33	1
241	270	33	1
242	270	33	1
247	270	33	1
175	271	33	1
179	271	33	2
181	271	33	1
185	271	33	1
186	271	33	1
187	271	33	2
205	271	33	1
206	271	33	1
208	271	33	2
210	271	33	1
215	271	33	1
216	271	33	1
217	271	33	2
226	271	33	1
231	271	33	1
239	271	33	1
241	271	33	1
242	271	33	2
244	271	33	1
248	271	33	1
177	272	33	1
182	272	33	1
183	272	33	1
185	272	33	1
201	272	33	1
231	272	33	1
232	272	33	1
233	272	33	1
237	272	33	1
242	272	33	1
246	272	33	1
249	272	33	1
251	272	33	1
254	272	33	1
173	273	33	1
183	273	33	1
190	273	33	2
196	273	33	1
209	273	33	1
214	273	33	1
235	273	33	1
247	273	33	1
248	273	33	1
170	274	33	1
176	274	33	1
183	274	33	1
185	274	33	1
186	274	33	1
201	274	33	1
203	274	33	2
204	274	33	1
211	274	33	1
212	274	33	1
232	274	33	1
236	274	33	1
237	274	33	1
242	274	33	1
243	274	33	1
184	275	33	2
200	275	33	1
205	275	33	1
207	275	33	2
210	275	33	1
211	275	33	1
212	275	33	2
213	275	33	1
217	275	33	2
227	275	33	1
235	275	33	1
240	275	33	1
243	275	33	1
244	275	33	1
250	275	33	1
174	276	33	1
177	276	33	1
201	276	33	1
206	276	33	1
214	276	33	2
235	276	33	1
237	276	33	1
241	276	33	1
243	276	33	1
178	277	33	2
183	277	33	1
187	277	33	3
206	277	33	1
207	277	33	1
208	277	33	1
216	277	33	3
224	277	33	1
236	277	33	1
237	277	33	1
246	277	33	1
176	278	33	2
177	278	33	1
178	278	33	1
191	278	33	2
204	278	33	3
205	278	33	1
207	278	33	1
209	278	33	1
210	278	33	1
223	278	33	2
245	278	33	1
246	278	33	2
175	279	33	1
207	279	33	1
210	279	33	1
220	279	33	1
244	279	33	1
248	279	33	1
249	279	33	1
175	280	33	1
191	280	33	1
203	280	33	1
210	280	33	2
211	280	33	1
221	280	33	2
226	280	33	1
229	280	33	1
239	280	33	1
241	280	33	2
242	280	33	2
247	280	33	1
248	280	33	1
250	280	33	1
251	280	33	1
173	281	33	2
175	281	33	1
180	281	33	1
207	281	33	1
208	281	33	1
225	281	33	1
230	281	33	1
233	281	33	1
234	281	33	1
241	281	33	1
243	281	33	1
178	282	33	1
179	282	33	2
185	282	33	1
188	282	33	1
209	282	33	2
218	282	33	1
226	282	33	1
229	282	33	2
230	282	33	1
232	282	33	1
233	282	33	1
234	282	33	1
241	282	33	1
245	282	33	1
247	282	33	1
248	282	33	1
179	283	33	1
185	283	33	2
189	283	33	2
207	283	33	2
211	283	33	1
215	283	33	1
218	283	33	1
226	283	33	3
227	283	33	1
228	283	33	1
237	283	33	1
239	283	33	1
240	283	33	2
249	283	33	1
175	284	33	1
180	284	33	1
186	284	33	1
210	284	33	1
211	284	33	1
219	284	33	1
224	284	33	1
231	284	33	1
235	284	33	1
236	284	33	1
240	284	33	2
244	284	33	1
248	284	33	2
254	284	33	1
175	285	33	1
176	285	33	1
178	285	33	1
202	285	33	1
212	285	33	1
220	285	33	2
222	285	33	2
227	285	33	1
230	285	33	1
234	285	33	1
241	285	33	1
246	285	33	1
247	285	33	1
253	285	33	1
254	285	33	1
188	286	33	2
203	286	33	1
209	286	33	1
211	286	33	1
218	286	33	3
219	286	33	1
220	286	33	2
221	286	33	2
228	286	33	2
238	286	33	1
244	286	33	2
248	286	33	1
249	286	33	1
198	287	33	1
204	287	33	2
205	287	33	1
225	287	33	1
233	287	33	1
244	287	33	1
246	287	33	1
251	287	33	1
253	287	33	2
186	288	33	2
187	288	33	1
202	288	33	1
219	288	33	1
220	288	33	1
226	288	33	1
230	288	33	1
234	288	33	1
236	288	33	1
244	288	33	1
247	288	33	1
249	288	33	1
250	288	33	1
184	289	33	1
202	289	33	2
205	289	33	1
223	289	33	1
224	289	33	1
231	289	33	2
235	289	33	1
245	289	33	2
246	289	33	1
249	289	33	2
184	290	33	2
202	290	33	2
222	290	33	1
223	290	33	1
228	290	33	1
231	290	33	1
246	290	33	1
250	290	33	1
255	290	33	1
257	290	33	1
185	291	33	1
186	291	33	1
198	291	33	2
199	291	33	1
226	291	33	1
229	291	33	1
234	291	33	1
237	291	33	1
240	291	33	1
241	291	33	1
247	291	33	1
200	292	33	1
202	292	33	1
221	292	33	1
227	292	33	1
228	292	33	1
232	292	33	1
235	292	33	1
236	292	33	1
238	292	33	1
239	292	33	2
246	292	33	2
247	292	33	1
248	292	33	1
249	292	33	1
253	292	33	1
256	292	33	1
197	293	33	3
199	293	33	1
223	293	33	1
228	293	33	1
234	293	33	1
239	293	33	1
243	293	33	1
177	294	33	1
180	294	33	1
202	294	33	1
204	294	33	2
223	294	33	1
235	294	33	1
236	294	33	2
237	294	33	2
243	294	33	1
243	295	33	1
254	295	33	1
180	296	33	1
194	296	33	1
229	296	33	1
233	296	33	1
236	296	33	1
241	296	33	1
245	296	33	1
195	297	33	3
196	297	33	1
223	297	33	1
224	297	33	1
227	297	33	1
228	297	33	1
231	297	33	1
233	297	33	2
234	297	33	2
242	297	33	1
233	298	33	1
243	298	33	1
196	299	33	1
223	299	33	1
224	299	33	1
227	299	33	2
229	299	33	1
230	299	33	2
232	299	33	2
237	299	33	2
246	299	33	1
196	300	33	1
230	300	33	1
231	300	33	1
238	300	33	1
247	300	33	1
196	301	33	1
223	301	33	1
227	301	33	1
235	301	33	1
238	301	33	1
243	301	33	1
209	302	33	1
225	302	33	2
226	302	33	2
227	302	33	2
229	302	33	2
230	302	33	2
234	302	33	2
240	302	33	2
243	302	33	1
246	302	33	1
222	303	33	1
223	303	33	1
224	303	33	1
228	303	33	1
231	303	33	1
232	303	33	1
237	303	33	1
240	303	33	1
241	303	33	1
242	303	33	3
233	304	33	1
235	304	33	1
236	304	33	1
237	304	33	1
242	304	33	1
237	305	33	1
240	305	33	1
199	306	33	1
220	306	33	1
223	306	33	1
235	306	33	1
236	306	33	1
238	306	33	1
201	307	33	2
221	307	33	1
225	307	33	1
233	307	33	2
234	307	33	1
217	308	33	1
224	308	33	1
229	308	33	2
240	308	33	1
242	308	33	1
223	309	33	2
224	309	33	1
226	309	33	1
235	309	33	1
237	309	33	2
217	310	33	1
221	310	33	1
227	310	33	1
228	310	33	1
229	310	33	1
234	310	33	3
218	311	33	4
224	311	33	1
226	311	33	1
236	311	33	1
228	312	33	1
231	312	33	1
232	312	33	2
223	313	33	1
228	313	33	1
229	313	33	1
230	313	33	2
233	313	33	1
234	313	33	1
235	313	33	1
228	314	33	1
228	251	34	1
226	252	34	1
228	252	34	1
226	253	34	2
232	253	34	1
217	254	34	1
225	254	34	3
228	254	34	1
233	254	34	1
239	254	34	2
241	254	34	1
218	255	34	2
223	255	34	1
190	256	34	1
215	256	34	1
232	256	34	1
241	256	34	1
243	256	34	1
210	257	34	1
216	257	34	1
217	257	34	1
218	257	34	1
219	257	34	1
225	257	34	1
228	257	34	2
237	257	34	2
241	257	34	1
216	258	34	2
218	258	34	1
221	258	34	1
224	258	34	1
225	258	34	1
234	258	34	2
235	258	34	1
244	258	34	2
209	259	34	1
217	259	34	1
218	259	34	4
223	259	34	2
227	259	34	1
228	259	34	3
233	259	34	2
211	260	34	1
212	260	34	1
214	260	34	1
215	260	34	1
219	260	34	1
220	260	34	1
221	260	34	1
223	260	34	1
225	260	34	2
226	260	34	2
228	260	34	2
230	260	34	1
236	260	34	2
240	260	34	1
242	260	34	2
244	260	34	2
195	261	34	1
217	261	34	2
219	261	34	1
222	261	34	1
229	261	34	1
230	261	34	2
240	261	34	1
244	261	34	1
192	262	34	2
194	262	34	1
217	262	34	2
220	262	34	2
223	262	34	1
224	262	34	1
229	262	34	1
238	262	34	1
243	262	34	1
247	262	34	1
250	262	34	1
188	263	34	1
193	263	34	2
204	263	34	1
213	263	34	1
214	263	34	1
216	263	34	1
219	263	34	1
220	263	34	3
222	263	34	1
224	263	34	1
226	263	34	1
231	263	34	1
234	263	34	1
239	263	34	1
241	263	34	1
249	263	34	1
251	263	34	1
252	263	34	1
186	264	34	1
189	264	34	1
191	264	34	1
192	264	34	1
193	264	34	1
200	264	34	1
203	264	34	1
205	264	34	1
206	264	34	1
209	264	34	2
210	264	34	1
213	264	34	2
214	264	34	1
221	264	34	1
224	264	34	1
229	264	34	1
235	264	34	1
236	264	34	2
240	264	34	1
247	264	34	1
248	264	34	1
188	265	34	1
189	265	34	1
190	265	34	1
207	265	34	1
211	265	34	1
217	265	34	1
219	265	34	1
221	265	34	1
222	265	34	1
223	265	34	2
226	265	34	1
230	265	34	1
234	265	34	1
239	265	34	1
248	265	34	1
249	265	34	3
175	266	34	2
193	266	34	1
195	266	34	1
196	266	34	1
197	266	34	2
208	266	34	2
225	266	34	1
228	266	34	1
229	266	34	1
233	266	34	1
237	266	34	1
242	266	34	1
244	266	34	1
249	266	34	1
251	266	34	1
183	267	34	2
191	267	34	1
192	267	34	1
206	267	34	1
209	267	34	1
210	267	34	2
214	267	34	1
216	267	34	1
217	267	34	1
218	267	34	1
220	267	34	1
221	267	34	2
228	267	34	1
229	267	34	2
230	267	34	1
231	267	34	2
235	267	34	1
239	267	34	2
242	267	34	1
243	267	34	1
246	267	34	1
247	267	34	2
173	268	34	1
188	268	34	1
191	268	34	1
195	268	34	1
210	268	34	2
215	268	34	2
216	268	34	1
217	268	34	1
218	268	34	1
220	268	34	1
221	268	34	1
227	268	34	1
233	268	34	1
246	268	34	1
247	268	34	2
252	268	34	2
175	269	34	1
185	269	34	2
187	269	34	1
191	269	34	1
196	269	34	1
197	269	34	1
198	269	34	1
209	269	34	1
212	269	34	1
217	269	34	2
219	269	34	1
232	269	34	1
235	269	34	1
242	269	34	2
243	269	34	1
244	269	34	1
245	269	34	2
251	269	34	1
175	270	34	1
183	270	34	3
187	270	34	2
188	270	34	1
206	270	34	1
210	270	34	1
223	270	34	1
228	270	34	1
231	270	34	1
239	270	34	1
243	270	34	3
245	270	34	1
246	270	34	1
249	270	34	1
179	271	34	1
180	271	34	1
185	271	34	1
186	271	34	1
212	271	34	1
216	271	34	1
217	271	34	3
226	271	34	1
230	271	34	1
235	271	34	2
239	271	34	1
241	271	34	1
244	271	34	1
176	272	34	1
177	272	34	1
183	272	34	1
188	272	34	1
198	272	34	1
206	272	34	1
212	272	34	1
213	272	34	2
214	272	34	1
225	272	34	1
227	272	34	1
228	272	34	1
230	272	34	1
236	272	34	1
237	272	34	1
238	272	34	2
240	272	34	1
170	273	34	1
176	273	34	1
181	273	34	2
182	273	34	1
204	273	34	1
207	273	34	2
208	273	34	2
210	273	34	3
212	273	34	2
214	273	34	1
215	273	34	2
219	273	34	2
229	273	34	1
233	273	34	2
236	273	34	1
243	273	34	1
245	273	34	1
248	273	34	1
176	274	34	2
179	274	34	1
180	274	34	1
182	274	34	2
186	274	34	1
203	274	34	1
207	274	34	1
212	274	34	1
218	274	34	1
231	274	34	1
232	274	34	1
236	274	34	1
238	274	34	1
239	274	34	1
240	274	34	1
250	274	34	1
183	275	34	1
203	275	34	1
209	275	34	1
215	275	34	1
216	275	34	1
217	275	34	2
219	275	34	3
226	275	34	2
231	275	34	1
237	275	34	1
239	275	34	1
245	275	34	1
177	276	34	1
180	276	34	1
202	276	34	1
206	276	34	1
207	276	34	3
