x	y	z	RNA Polymerase II Promoter Escape
210	276	34	1
211	276	34	2
219	276	34	1
233	276	34	3
235	276	34	1
241	276	34	1
244	276	34	1
250	276	34	2
176	277	34	1
182	277	34	1
183	277	34	1
184	277	34	1
202	277	34	1
204	277	34	2
208	277	34	1
211	277	34	1
215	277	34	1
229	277	34	1
235	277	34	2
244	277	34	1
245	277	34	1
175	278	34	2
176	278	34	1
188	278	34	1
190	278	34	2
193	278	34	1
208	278	34	1
211	278	34	1
212	278	34	1
231	278	34	1
243	278	34	3
174	279	34	1
175	279	34	1
181	279	34	2
192	279	34	1
217	279	34	1
219	279	34	1
223	279	34	1
227	279	34	1
231	279	34	3
232	279	34	1
236	279	34	1
246	279	34	3
174	280	34	1
175	280	34	1
177	280	34	1
181	280	34	1
193	280	34	2
207	280	34	2
210	280	34	1
215	280	34	2
224	280	34	1
236	280	34	1
238	280	34	1
248	280	34	2
249	280	34	1
175	281	34	1
176	281	34	1
177	281	34	1
179	281	34	2
191	281	34	1
192	281	34	1
202	281	34	1
206	281	34	1
207	281	34	1
208	281	34	1
221	281	34	1
228	281	34	1
230	281	34	1
232	281	34	1
233	281	34	1
237	281	34	1
244	281	34	1
248	281	34	1
250	281	34	1
181	282	34	2
182	282	34	1
187	282	34	1
206	282	34	1
208	282	34	1
210	282	34	1
211	282	34	1
213	282	34	1
220	282	34	3
222	282	34	1
226	282	34	1
229	282	34	2
232	282	34	2
240	282	34	2
245	282	34	1
249	282	34	1
179	283	34	1
215	283	34	1
218	283	34	2
227	283	34	1
232	283	34	1
233	283	34	1
237	283	34	1
239	283	34	1
243	283	34	1
245	283	34	1
249	283	34	1
253	283	34	2
178	284	34	1
184	284	34	1
185	284	34	1
205	284	34	1
206	284	34	1
207	284	34	3
211	284	34	1
215	284	34	1
222	284	34	1
223	284	34	1
224	284	34	1
226	284	34	1
227	284	34	2
229	284	34	1
233	284	34	3
234	284	34	1
243	284	34	1
246	284	34	1
254	284	34	1
181	285	34	2
187	285	34	1
206	285	34	2
211	285	34	1
220	285	34	1
226	285	34	1
231	285	34	1
232	285	34	1
237	285	34	2
238	285	34	1
240	285	34	1
242	285	34	2
245	285	34	1
177	286	34	1
199	286	34	1
205	286	34	2
207	286	34	2
213	286	34	1
222	286	34	1
226	286	34	1
199	287	34	1
207	287	34	1
208	287	34	1
219	287	34	1
222	287	34	1
225	287	34	1
226	287	34	1
231	287	34	1
234	287	34	2
235	287	34	1
238	287	34	1
239	287	34	1
247	287	34	3
251	287	34	2
176	288	34	1
184	288	34	1
187	288	34	1
200	288	34	1
202	288	34	1
209	288	34	1
220	288	34	1
221	288	34	1
223	288	34	1
224	288	34	1
226	288	34	1
235	288	34	1
238	288	34	1
245	288	34	1
246	288	34	1
247	288	34	1
253	288	34	1
255	288	34	2
199	289	34	1
228	289	34	1
233	289	34	2
235	289	34	2
242	289	34	1
249	289	34	2
176	290	34	1
204	290	34	1
220	290	34	1
223	290	34	1
225	290	34	1
235	290	34	1
246	290	34	1
248	290	34	2
253	290	34	1
182	291	34	1
199	291	34	1
200	291	34	3
222	291	34	1
225	291	34	1
239	291	34	1
241	291	34	1
248	291	34	1
250	291	34	1
187	292	34	1
198	292	34	1
199	292	34	2
201	292	34	1
202	292	34	1
204	292	34	1
223	292	34	1
228	292	34	2
229	292	34	2
232	292	34	2
238	292	34	2
241	292	34	1
243	292	34	1
252	292	34	1
182	293	34	1
190	293	34	1
202	293	34	1
205	293	34	1
222	293	34	1
223	293	34	1
224	293	34	3
227	293	34	1
230	293	34	1
231	293	34	1
233	293	34	1
242	293	34	3
244	293	34	1
177	294	34	1
183	294	34	1
220	294	34	1
221	294	34	1
223	294	34	1
225	294	34	1
229	294	34	1
237	294	34	1
243	294	34	1
246	294	34	1
192	295	34	1
196	295	34	1
197	295	34	1
202	295	34	1
203	295	34	2
225	295	34	1
228	295	34	1
236	295	34	1
239	295	34	1
194	296	34	1
196	296	34	1
201	296	34	1
205	296	34	5
221	296	34	1
225	296	34	1
228	296	34	1
229	296	34	1
234	296	34	1
237	296	34	1
238	296	34	1
239	296	34	1
240	296	34	1
241	296	34	1
242	296	34	1
245	296	34	1
179	297	34	1
194	297	34	1
196	297	34	1
200	297	34	1
203	297	34	2
204	297	34	1
219	297	34	2
221	297	34	2
223	297	34	1
232	297	34	1
235	297	34	1
237	297	34	1
242	297	34	1
243	297	34	1
194	298	34	1
196	298	34	1
197	298	34	1
200	298	34	1
203	298	34	1
220	298	34	2
233	298	34	2
235	298	34	2
236	298	34	1
239	298	34	2
242	298	34	1
244	298	34	2
245	298	34	1
246	298	34	1
248	298	34	1
195	299	34	1
196	299	34	2
197	299	34	1
200	299	34	1
226	299	34	1
227	299	34	1
243	299	34	3
244	299	34	1
247	299	34	1
224	300	34	2
233	300	34	1
236	300	34	2
237	300	34	1
242	300	34	1
198	301	34	1
207	301	34	1
225	301	34	2
231	301	34	1
232	301	34	1
233	301	34	1
236	301	34	1
243	301	34	1
245	301	34	1
226	302	34	1
232	302	34	2
239	302	34	1
243	302	34	1
229	303	34	1
231	303	34	2
235	303	34	2
241	303	34	1
244	303	34	1
245	303	34	1
194	304	34	1
199	304	34	1
226	304	34	1
230	304	34	1
232	304	34	1
233	304	34	1
236	304	34	1
240	304	34	1
227	305	34	1
229	305	34	2
235	305	34	1
236	305	34	1
237	305	34	1
223	306	34	1
227	306	34	1
232	306	34	1
233	306	34	1
236	306	34	1
241	306	34	1
244	306	34	1
223	307	34	2
226	307	34	2
232	307	34	1
240	307	34	2
241	307	34	1
242	307	34	1
243	307	34	1
226	308	34	1
229	308	34	1
233	308	34	1
237	308	34	1
243	308	34	1
221	309	34	2
222	309	34	1
223	309	34	1
225	309	34	1
227	309	34	2
237	309	34	1
216	310	34	1
224	310	34	1
226	310	34	1
227	310	34	1
231	310	34	1
238	310	34	1
239	310	34	3
240	310	34	1
218	311	34	1
231	311	34	1
221	312	34	2
222	312	34	1
228	312	34	2
236	312	34	2
212	313	34	1
225	313	34	2
226	313	34	1
227	313	34	2
228	313	34	1
231	313	34	1
232	313	34	1
233	313	34	1
232	314	34	2
229	315	34	1
230	315	34	1
233	315	34	2
238	315	34	1
226	316	34	2
230	316	34	1
232	316	34	1
233	316	34	1
234	316	34	1
227	317	34	1
235	318	34	1
226	250	35	2
228	250	35	1
226	251	35	1
228	251	35	1
226	252	35	1
229	252	35	1
221	253	35	1
224	253	35	1
226	253	35	1
223	254	35	1
225	254	35	1
226	254	35	2
209	255	35	1
219	255	35	1
224	255	35	1
230	255	35	2
231	255	35	1
216	256	35	1
226	256	35	2
228	256	35	1
229	256	35	1
230	256	35	1
241	256	35	2
209	257	35	1
210	257	35	1
216	257	35	1
221	257	35	1
225	257	35	1
226	257	35	1
227	257	35	2
241	257	35	1
203	258	35	2
216	258	35	2
225	258	35	1
227	258	35	1
229	258	35	1
232	258	35	1
234	258	35	1
237	258	35	1
242	258	35	1
244	258	35	1
182	259	35	1
190	259	35	2
210	259	35	1
217	259	35	1
218	259	35	1
219	259	35	1
221	259	35	1
222	259	35	1
223	259	35	1
225	259	35	1
226.5	259.5	35.5	2
227	259	35	1
244	259	35	1
210	260	35	2
215	260	35	1
222	260	35	1
223	260	35	2
224	260	35	1
225	260	35	1
231	260	35	1
233	260	35	2
235	260	35	2
236	260	35	1
239	260	35	1
240	260	35	2
241	260	35	1
242	260	35	1
243	260	35	1
245	260	35	1
188	261	35	2
193	261	35	1
194	261	35	1
208	261	35	1
215	261	35	1
219	261	35	1
222	261	35	1
223	261	35	1
228	261	35	2
232	261	35	1
234	261	35	1
236	261	35	1
240	261	35	2
243	261	35	2
203	262	35	2
207	262	35	3
210	262	35	2
211	262	35	1
213	262	35	1
215	262	35	2
219	262	35	2
220	262	35	1
222	262	35	1
223	262	35	1
228	262	35	1
230	262	35	1
231	262	35	1
236	262	35	2
239	262	35	2
188	263	35	1
190	263	35	1
210	263	35	1
213	263	35	1
214	263	35	1
216	263	35	1
217	263	35	2
220	263	35	2
225	263	35	2
226	263	35	1
227	263	35	1
231	263	35	1
233	263	35	1
240	263	35	1
249	263	35	1
190	264	35	1
192	264	35	1
211	264	35	1
212	264	35	1
214	264	35	1
221	264	35	1
222	264	35	1
226	264	35	1
227	264	35	1
228	264	35	1
230	264	35	3
233	264	35	1
235	264	35	1
237	264	35	1
238	264	35	1
248	264	35	2
250	264	35	1
184	265	35	1
185	265	35	1
187	265	35	1
190	265	35	1
208	265	35	1
216	265	35	1
218	265	35	1
219	265	35	1
220	265	35	1
238	265	35	1
249	265	35	2
183	266	35	2
184	266	35	2
190	266	35	2
191	266	35	2
192	266	35	1
194	266	35	1
205	266	35	1
209	266	35	1
219	266	35	2
228	266	35	1
230	266	35	1
233	266	35	2
236	266	35	1
239	266	35	2
251	266	35	1
191	267	35	1
196	267	35	1
205	267	35	1
214	267	35	2
215	267	35	2
218	267	35	1
220	267	35	1
222	267	35	1
223	267	35	1
225	267	35	1
229	267	35	2
231	267	35	1
235	267	35	2
238	267	35	1
239	267	35	2
243	267	35	3
248	267	35	1
193	268	35	1
194	268	35	1
195	268	35	1
203	268	35	1
206	268	35	1
207	268	35	1
208	268	35	1
210	268	35	1
213	268	35	1
215	268	35	1
220	268	35	1
225	268	35	1
229	268	35	2
241	268	35	1
242	268	35	1
245	268	35	2
246	268	35	1
249	268	35	1
250	268	35	1
174	269	35	1
185	269	35	2
186	269	35	2
197	269	35	1
214	269	35	1
215	269	35	1
216	269	35	1
218	269	35	2
220	269	35	1
235	269	35	1
239	269	35	1
240	269	35	2
244	269	35	1
245	269	35	2
246	269	35	1
247	269	35	2
173	270	35	1
178	270	35	1
181	270	35	1
186	270	35	1
191	270	35	1
196	270	35	2
198	270	35	1
199	270	35	1
202	270	35	1
212	270	35	2
213	270	35	1
227	270	35	1
231	270	35	1
235	270	35	1
236	270	35	1
240	270	35	1
244	270	35	1
171	271	35	3
183	271	35	2
192	271	35	1
194	271	35	1
198	271	35	2
199	271	35	1
206	271	35	1
217	271	35	1
218	271	35	1
228	271	35	1
234	271	35	1
235	271	35	1
241	271	35	1
247	271	35	2
248	271	35	1
250	271	35	2
173	272	35	4
180	272	35	1
183	272	35	1
189	272	35	1
191	272	35	1
192	272	35	1
193	272	35	1
201	272	35	1
203	272	35	1
206	272	35	1
208	272	35	1
210	272	35	1
215	272	35	1
229	272	35	1
231	272	35	1
232	272	35	1
233	272	35	1
235	272	35	2
239	272	35	1
240	272	35	2
243	272	35	1
173	273	35	2
176	273	35	1
182	273	35	1
184	273	35	2
206	273	35	1
212	273	35	1
215	273	35	1
228	273	35	1
230	273	35	1
231	273	35	1
232	273	35	2
234	273	35	1
238	273	35	1
245	273	35	1
248	273	35	1
171	274	35	1
178	274	35	1
181	274	35	2
182	274	35	1
186	274	35	1
187	274	35	1
196	274	35	1
201	274	35	1
215	274	35	1
225	274	35	1
239	274	35	1
241	274	35	1
176	275	35	2
186	275	35	2
189	275	35	1
205	275	35	1
210	275	35	1
214	275	35	3
238	275	35	1
239	275	35	2
242	275	35	1
175	276	35	1
186	276	35	1
187	276	35	1
188	276	35	1
202	276	35	1
203	276	35	1
204	276	35	1
210	276	35	2
212	276	35	1
217	276	35	1
218	276	35	1
219	276	35	1
220	276	35	2
221	276	35	2
222	276	35	1
230	276	35	1
240	276	35	1
242	276	35	1
243	276	35	1
244	276	35	1
248	276	35	1
176	277	35	1
178	277	35	1
182	277	35	1
183	277	35	1
188	277	35	1
204	277	35	1
210	277	35	1
215	277	35	2
218	277	35	1
232	277	35	2
238	277	35	1
242	277	35	2
244	277	35	1
179	278	35	2
187	278	35	1
190	278	35	2
195	278	35	2
198	278	35	1
210	278	35	1
213	278	35	1
215	278	35	2
224	278	35	1
225	278	35	1
229	278	35	2
234	278	35	2
236	278	35	1
245	278	35	1
180	279	35	1
190	279	35	2
193	279	35	1
195	279	35	1
203	279	35	1
204	279	35	2
205	279	35	2
206	279	35	1
212	279	35	1
217	279	35	2
221	279	35	1
227	279	35	2
232	279	35	1
235	279	35	1
237	279	35	2
190	280	35	1
191	280	35	1
193	280	35	1
194	280	35	1
199	280	35	1
206	280	35	1
211	280	35	4
212	280	35	4
219	280	35	1
221	280	35	2
224	280	35	1
234	280	35	1
245	280	35	2
179	281	35	1
180	281	35	1
191	281	35	1
204	281	35	1
208	281	35	1
219	281	35	1
223	281	35	1
226	281	35	2
228	281	35	1
229	281	35	2
239	281	35	1
245	281	35	1
248	281	35	1
186	282	35	2
208	282	35	1
218	282	35	1
219	282	35	1
221	282	35	1
223	282	35	1
224	282	35	1
225	282	35	1
227	282	35	2
229	282	35	1
231	282	35	1
244	282	35	1
173	283	35	1
175	283	35	1
180	283	35	3
181	283	35	1
190	283	35	1
204	283	35	2
205	283	35	2
208	283	35	1
211	283	35	2
215	283	35	1
216	283	35	1
218	283	35	1
221	283	35	2
222	283	35	1
227	283	35	1
238	283	35	3
240	283	35	1
244	283	35	1
185	284	35	1
203	284	35	1
207	284	35	1
212	284	35	1
215	284	35	1
220	284	35	1
221	284	35	1
222	284	35	1
224	284	35	2
226	284	35	2
236	284	35	1
237	284	35	2
241	284	35	1
246	284	35	1
247	284	35	1
180	285	35	1
182	285	35	1
188	285	35	3
206	285	35	1
207	285	35	3
217	285	35	1
218	285	35	1
226	285	35	1
234	285	35	1
240	285	35	2
248	285	35	1
183	286	35	1
196	286	35	1
198	286	35	1
201	286	35	1
204	286	35	1
205	286	35	1
208	286	35	2
211	286	35	1
216	286	35	1
218	286	35	1
220	286	35	1
221	286	35	1
224	286	35	1
225	286	35	1
227	286	35	2
229	286	35	1
244	286	35	1
246	286	35	1
247	286	35	1
249	286	35	1
186	287	35	1
187	287	35	1
206	287	35	1
208	287	35	1
220	287	35	1
224	287	35	3
229	287	35	1
230	287	35	3
237	287	35	1
243	287	35	1
244	287	35	2
247	287	35	1
176	288	35	1
183	288	35	1
186	288	35	1
189	288	35	1
190	288	35	1
194	288	35	1
195	288	35	1
199	288	35	1
205	288	35	1
218	288	35	1
230	288	35	1
236	288	35	1
238	288	35	1
239	288	35	2
245	288	35	1
174	289	35	1
187	289	35	1
188	289	35	1
189	289	35	1
220	289	35	1
221	289	35	1
222	289	35	2
224	289	35	1
226	289	35	1
228	289	35	2
237	289	35	1
239	289	35	1
245	289	35	1
246	289	35	1
184	290	35	1
186	290	35	1
187	290	35	2
190	290	35	1
195	290	35	2
198	290	35	1
199	290	35	1
201	290	35	1
225	290	35	1
227	290	35	1
231	290	35	1
234	290	35	2
241	290	35	1
245	290	35	1
179	291	35	1
195	291	35	2
198	291	35	1
205	291	35	1
206	291	35	1
223	291	35	1
225	291	35	2
229	291	35	2
234	291	35	1
239	291	35	2
241	291	35	1
242	291	35	1
244	291	35	1
247	291	35	2
174	292	35	1
182	292	35	1
193	292	35	1
198	292	35	1
203	292	35	1
221	292	35	1
222	292	35	1
224	292	35	1
230	292	35	1
232	292	35	1
238	292	35	1
245	292	35	1
250	292	35	1
195	293	35	1
198	293	35	1
218	293	35	1
225	293	35	1
227	293	35	1
230	293	35	1
231	293	35	1
236	293	35	1
239	293	35	2
188	294	35	1
190	294	35	1
195	294	35	2
197	294	35	2
199	294	35	1
204	294	35	1
218	294	35	1
219	294	35	1
222	294	35	1
228	294	35	1
231	294	35	1
236	294	35	1
194	295	35	1
224	295	35	1
226	295	35	2
228	295	35	3
230	295	35	1
233	295	35	1
238	295	35	1
240	295	35	1
241	295	35	1
244	295	35	1
247	295	35	1
249	295	35	1
180	296	35	1
193	296	35	1
199	296	35	2
203	296	35	1
204	296	35	1
217	296	35	1
219	296	35	1
229	296	35	1
235	296	35	2
236	296	35	1
241	296	35	1
197	297	35	1
199	297	35	1
202	297	35	1
222	297	35	1
226	297	35	1
227	297	35	1
229	297	35	1
230	297	35	1
233	297	35	1
237	297	35	1
238	297	35	2
239	297	35	1
242	297	35	1
191	298	35	2
194	298	35	1
196	298	35	1
200	298	35	1
219	298	35	2
220	298	35	1
222	298	35	1
223	298	35	1
228	298	35	4
229	298	35	1
245	298	35	2
247	298	35	1
228	299	35	1
238	299	35	1
240	299	35	1
242	299	35	1
194	300	35	1
197	300	35	1
228	300	35	3
233	300	35	1
198	301	35	1
227	301	35	1
231	301	35	1
233	301	35	1
235	301	35	1
236	301	35	3
238	301	35	1
241	301	35	3
242	301	35	2
244	301	35	2
222	302	35	1
223	302	35	1
224	302	35	1
240	302	35	1
242	302	35	1
244	302	35	2
199	303	35	1
226	303	35	2
234	303	35	1
238	303	35	1
241	303	35	1
243	303	35	1
244	303	35	1
191	304	35	1
207	304	35	1
221	304	35	2
226	304	35	1
228	304	35	1
233	304	35	1
244	304	35	1
223	305	35	1
225	305	35	1
234	305	35	1
237	305	35	1
240	305	35	1
241	305	35	1
242	305	35	1
228	306	35	3
230	306	35	1
232	306	35	1
235	306	35	2
221	307	35	2
222	307	35	2
223	307	35	2
225	307	35	1
226	307	35	2
232	307	35	1
234	307	35	1
236	307	35	1
237	307	35	1
240	307	35	1
242	307	35	2
243	307	35	1
203	308	35	1
206	308	35	1
220	308	35	1
224	308	35	2
231	308	35	1
232	308	35	1
236	308	35	1
241	308	35	1
229	309	35	1
242	309	35	2
219	310	35	1
220	310	35	1
222	310	35	1
223	310	35	1
225	310	35	1
229	310	35	1
231	310	35	1
238	310	35	1
222	311	35	1
223	311	35	1
224	311	35	1
230	311	35	1
213	312	35	1
217	312	35	1
229	312	35	1
231	312	35	1
232	312	35	4
234	312	35	1
226	313	35	1
234	313	35	1
236	313	35	1
240	313	35	1
230	315	35	1
235	315	35	2
236	315	35	1
238	315	35	1
240	315	35	1
230	317	35	1
235	317	35	1
238	317	35	1
240	317	35	1
212	318	35	1
233	318	35	1
238	318	35	1
232	319	35	1
233	319	35	1
229	252	36	1
223	255	36	1
224	255	36	1
226	255	36	1
219	256	36	1
225	256	36	2
226	256	36	2
216	257	36	1
224	257	36	1
227	257	36	1
222	258	36	2
223	258	36	1
224	258	36	2
226	258	36	1
228	258	36	2
217	259	36	1
219	259	36	1
226	259	36	3
227	259	36	1
228	259	36	1
230	259	36	1
232	259	36	1
237	259	36	1
217	260	36	1
223	260	36	2
224	260	36	1
228	260	36	1
229	260	36	1
232	260	36	3
238	260	36	2
211	261	36	1
220	261	36	2
230	261	36	1
232	261	36	1
242	261	36	1
210	262	36	1
217	262	36	1
227	262	36	1
229	262	36	1
230	262	36	2
231	262	36	1
238	262	36	1
242	262	36	1
193	263	36	2
225	263	36	1
229	263	36	1
231	263	36	1
234	263	36	1
235	263	36	1
236	263	36	1
239	263	36	2
249	263	36	1
186	264	36	2
209	264	36	1
210	264	36	1
212	264	36	2
213	264	36	1
215	264	36	1
217	264	36	1
218	264	36	1
226	264	36	2
230	264	36	2
233	264	36	2
234	264	36	1
238	264	36	2
239	264	36	1
240	264	36	2
243	264	36	1
196	265	36	2
209	265	36	1
211	265	36	1
215	265	36	2
224	265	36	2
230	265	36	1
231	265	36	1
232	265	36	1
233	265	36	1
235	265	36	1
245	265	36	1
188	266	36	1
189	266	36	2
195	266	36	1
211	266	36	1
223	266	36	1
226	266	36	1
238	266	36	1
248	266	36	3
186	267	36	1
192	267	36	1
193	267	36	1
195	267	36	1
196	267	36	2
208	267	36	1
209	267	36	3
212	267	36	2
214	267	36	1
218	267	36	2
232	267	36	1
233	267	36	1
239	267	36	3
242	267	36	1
206	268	36	1
210	268	36	1
213	268	36	1
222	268	36	1
236	268	36	1
237	268	36	1
239	268	36	3
243	268	36	1
247	268	36	1
185	269	36	1
186	269	36	2
188	269	36	1
194	269	36	1
210	269	36	1
213	269	36	1
215	269	36	1
219	269	36	1
222	269	36	1
225	269	36	1
229	269	36	1
232	269	36	2
237	269	36	1
238	269	36	1
240	269	36	1
188	270	36	1
194	270	36	1
195	270	36	1
198	270	36	1
212	270	36	2
213	270	36	1
235	270	36	1
237	270	36	1
238	270	36	1
244	270	36	1
178	271	36	1
181	271	36	1
191	271	36	1
193	271	36	1
198	271	36	3
211	271	36	2
212	271	36	1
216	271	36	3
217	271	36	2
220	271	36	2
225	271	36	1
233	271	36	1
238	271	36	2
239	271	36	1
177	272	36	1
181	272	36	3
185	272	36	1
206	272	36	1
208	272	36	1
211	272	36	1
213	272	36	1
214	272	36	1
218	272	36	1
219	272	36	1
235	272	36	1
236	272	36	1
240	272	36	2
178	273	36	1
185	273	36	1
198	273	36	1
208	273	36	1
212	273	36	1
216	273	36	1
217	273	36	1
232	273	36	1
235	273	36	1
238	273	36	1
178	274	36	1
185	274	36	1
205	274	36	1
214	274	36	2
215	274	36	1
216	274	36	1
217	274	36	2
220	274	36	1
221	274	36	1
236	274	36	1
240	274	36	1
250	274	36	1
175	275	36	1
211	275	36	1
212	275	36	1
214	275	36	2
216	275	36	1
217	275	36	1
218	275	36	1
219	275	36	2
220	275	36	1
231	275	36	2
180	276	36	1
203	276	36	3
204	276	36	1
206	276	36	1
207	276	36	1
212	276	36	1
219	276	36	1
220	276	36	1
237	276	36	1
240	276	36	1
204	277	36	1
205	277	36	2
206	277	36	1
208	277	36	2
210	277	36	2
211	277	36	1
214	277	36	2
215	277	36	1
223	277	36	1
226	277	36	1
181	278	36	2
188	278	36	2
208	278	36	1
211	278	36	1
214	278	36	1
223	278	36	1
224	278	36	3
239	278	36	1
179	279	36	1
192	279	36	1
214	279	36	2
223	279	36	3
174	280	36	1
192	280	36	1
193	280	36	1
199	280	36	3
206	280	36	1
210	280	36	1
213	280	36	1
215	280	36	1
223	280	36	1
224	280	36	1
232	280	36	1
178	281	36	1
190	281	36	1
191	281	36	1
192	281	36	1
211	281	36	1
212	281	36	1
229	281	36	3
243	281	36	3
189	282	36	1
206	282	36	1
208	282	36	1
215	282	36	1
221	282	36	1
222	282	36	1
226	282	36	2
187	283	36	1
209	283	36	1
214	283	36	2
216	283	36	1
219	283	36	1
222	283	36	1
225	283	36	1
230	283	36	2
231	283	36	1
177	284	36	1
187	284	36	2
188	284	36	2
201	284	36	1
210	284	36	1
211	284	36	1
213	284	36	2
214	284	36	1
215	284	36	1
220	284	36	1
224	284	36	1
231	284	36	1
232	284	36	1
239	284	36	2
190	285	36	2
191	285	36	3
201	285	36	1
208	285	36	1
212	285	36	1
223	285	36	2
227	285	36	1
231	285	36	1
234	285	36	1
236	285	36	2
241	285	36	1
244	285	36	1
189	286	36	1
198	286	36	1
207	286	36	1
208	286	36	1
209	286	36	1
225	286	36	2
229	286	36	1
236	286	36	1
244	286	36	1
176	287	36	1
185	287	36	1
190	287	36	2
191	287	36	2
198	287	36	1
208	287	36	1
219	287	36	1
222	287	36	1
226	287	36	1
227	287	36	1
231	287	36	1
233	287	36	1
243	287	36	1
244	287	36	1
245	287	36	1
202	288	36	1
219	288	36	1
224	288	36	1
229	288	36	1
230	288	36	1
239	288	36	1
241	288	36	1
244	288	36	1
245	288	36	1
184	289	36	1
195	289	36	1
199	289	36	1
201	289	36	1
223	289	36	1
231	289	36	3
239	289	36	1
241	289	36	3
243	289	36	1
195	290	36	1
200	290	36	2
201	290	36	1
204	290	36	1
222	290	36	2
226	290	36	1
231	290	36	1
237	290	36	1
239	290	36	1
197	291	36	1
199	291	36	1
202	291	36	2
221	291	36	1
232	291	36	1
233	291	36	1
234	291	36	1
238	291	36	2
239	291	36	1
245	291	36	1
187	292	36	3
208	292	36	1
221	292	36	1
225	292	36	2
231	292	36	1
232	292	36	1
233	292	36	1
239	292	36	1
244	292	36	1
182	293	36	1
196	293	36	3
197	293	36	1
202	293	36	1
207	293	36	1
222	293	36	1
227	293	36	2
231	293	36	1
235	293	36	1
182	294	36	1
202	294	36	1
225	294	36	2
227	294	36	1
228	294	36	2
230	294	36	1
233	294	36	1
237	294	36	1
198	295	36	1
204	295	36	1
229	295	36	2
230	295	36	1
231	295	36	2
232	295	36	1
233	295	36	1
237	295	36	1
238	295	36	1
242	295	36	2
194	296	36	1
230	296	36	2
231	296	36	1
234	296	36	1
237	296	36	2
244	296	36	4
204	297	36	1
217	297	36	1
228	297	36	1
230	297	36	1
231	297	36	1
233	297	36	1
234	297	36	1
235	297	36	2
239	297	36	1
242	297	36	1
203	298	36	2
233	298	36	1
236	298	36	2
240	298	36	1
241	298	36	1
244	298	36	1
196	299	36	1
200	299	36	1
204	299	36	1
232	299	36	1
239	299	36	2
241	299	36	1
244	299	36	1
226	300	36	1
229	300	36	1
245	300	36	1
227	301	36	3
233	301	36	1
240	301	36	1
231	302	36	1
232	302	36	1
233	302	36	1
228	303	36	2
232	303	36	1
233	303	36	2
242	303	36	1
245	303	36	1
230	304	36	1
223	305	36	1
234	305	36	1
242	305	36	1
222	306	36	2
239	306	36	1
241	306	36	1
222	307	36	2
223	307	36	1
226	307	36	2
242	307	36	2
225	308	36	1
239	308	36	2
241	308	36	1
229	309	36	1
230	309	36	1
232	309	36	1
216	310	36	2
221	310	36	2
228	310	36	2
231	310	36	1
234	310	36	1
240	310	36	2
214	311	36	1
217	311	36	1
223	311	36	1
226	311	36	1
229	311	36	1
236	311	36	1
213	312	36	2
216	312	36	2
226	312	36	1
235	312	36	1
240	312	36	2
225	313	36	1
229	313	36	3
231	313	36	1
235	313	36	2
238	313	36	1
226	314	36	2
228	314	36	1
232	314	36	2
234	314	36	1
236	314	36	4
238	314	36	3
228	315	36	1
230	315	36	1
238	315	36	1
228	316	36	2
236	316	36	1
238	316	36	1
227	317	36	1
237	317	36	1
233	318	36	2
236	318	36	1
238	318	36	1
227	257	37	1
230	259	37	1
224	260	37	2
234	260	37	2
242	260	37	1
217	261	37	1
227	261	37	1
229	261	37	1
229	262	37	1
231	262	37	1
217	263	37	1
211	264	37	1
215	264	37	1
237	264	37	1
207	265	37	1
246	265	37	2
194	266	37	2
212	266	37	2
215	266	37	1
243	266	37	1
183	267	37	1
189	267	37	2
191	267	37	1
214	267	37	1
229	267	37	1
233	267	37	1
188	268	37	1
211	268	37	1
217	268	37	1
219	268	37	1
236	268	37	1
238	268	37	1
240	268	37	1
193	269	37	1
204	269	37	1
211	269	37	1
236	269	37	1
188	270	37	2
197	270	37	3
210	270	37	1
215	270	37	1
216	270	37	1
220	270	37	1
235	270	37	1
237	270	37	1
187	271	37	3
195	271	37	1
196	271	37	2
207	271	37	1
220	271	37	1
221	271	37	1
207	272	37	1
213	272	37	1
215	272	37	1
209	273	37	1
214	273	37	2
215	273	37	1
216	273	37	1
219	273	37	1
236	273	37	2
208	274	37	1
210	274	37	1
213	274	37	2
215	274	37	1
211	275	37	1
213	275	37	1
215	275	37	1
216	275	37	2
219	275	37	1
208	276	37	1
214	276	37	2
206	277	37	2
214	277	37	1
217	277	37	2
218	277	37	2
195	278	37	1
206	278	37	1
212	278	37	1
215	278	37	1
210	279	37	2
212	279	37	1
214	279	37	1
217	279	37	1
208	280	37	1
209	280	37	1
189	281	37	1
191	281	37	2
193	281	37	1
208	281	37	1
210	281	37	1
212	281	37	1
191	282	37	1
213	282	37	2
219	282	37	1
189	283	37	1
207	283	37	1
214	283	37	1
227	283	37	1
230	283	37	1
186	284	37	1
202	284	37	2
205	284	37	2
206	284	37	1
212	284	37	1
186	285	37	1
187	285	37	1
201	285	37	1
202	285	37	1
206	285	37	2
210	285	37	1
237	285	37	2
239	285	37	2
187	286	37	1
200	286	37	1
202	286	37	2
203	286	37	1
207	286	37	1
219	286	37	1
225	286	37	1
226	286	37	1
232	286	37	1
234	286	37	1
188	287	37	1
193	287	37	1
194	287	37	1
202	287	37	1
204	287	37	1
219	287	37	1
220	287	37	1
221	287	37	1
237	287	37	3
238	287	37	2
190	288	37	1
193	288	37	1
195	288	37	1
196	288	37	1
201	288	37	1
202	288	37	1
203	288	37	1
234	288	37	1
236	288	37	2
238	288	37	1
240	288	37	1
195	289	37	1
200	289	37	1
201	289	37	3
203	289	37	1
