x	y	z	Regulation of APC/C activators between G1/S and early anaphase
235	298	34	1
236	298	34	1
237	298	34	1
239	298	34	1
241	298	34	1
242	298	34	1
245	298	34	1
246	298	34	1
248	298	34	1
251	298	34	1
180	299	34	1
195	299	34	2
198	299	34	3
200	299	34	1
203	299	34	1
207	299	34	1
224	299	34	2
226	299	34	1
227	299	34	1
228	299	34	1
236	299	34	1
243	299	34	3
244	299	34	1
247	299	34	1
225	300	34	1
230	300	34	1
236	300	34	1
237	300	34	1
241	300	34	1
243	300	34	5
244	300	34	1
207	301	34	1
224	301	34	1
225	301	34	1
227	301	34	2
229	301	34	1
232	301	34	1
233	301	34	1
240	301	34	1
242	301	34	1
243	301	34	1
244	301	34	1
245	301	34	1
223	302	34	1
228	302	34	2
229	302	34	1
237	302	34	1
239	302	34	1
242	302	34	1
243	302	34	1
227	303	34	2
228	303	34	2
236	303	34	3
237	303	34	1
240	303	34	2
241	303	34	1
243	303	34	1
244	303	34	1
245	303	34	2
199	304	34	1
226	304	34	1
227	304	34	1
230	304	34	1
231	304	34	2
236	304	34	1
237	304	34	1
244	304	34	1
222	305	34	3
225	305	34	1
227	305	34	1
228	305	34	1
229	305	34	1
236	305	34	1
237	305	34	2
203	306	34	2
222	306	34	1
223	306	34	1
224	306	34	1
226	306	34	3
227	306	34	1
230	306	34	2
235	306	34	2
244	306	34	1
201	307	34	2
206	307	34	2
221	307	34	1
223	307	34	1
224	307	34	2
226	307	34	1
232	307	34	1
234	307	34	1
235	307	34	1
236	307	34	1
237	307	34	2
240	307	34	2
243	307	34	1
227	308	34	2
233	308	34	1
242	308	34	2
243	308	34	2
224	309	34	2
227	309	34	1
228	309	34	1
229	309	34	1
232	309	34	1
233	309	34	1
234	309	34	1
235	309	34	2
237	309	34	1
242	309	34	2
216	310	34	3
226	310	34	3
227	310	34	2
234	310	34	6
236	310	34	1
239	310	34	1
240	310	34	1
218	311	34	1
222	311	34	1
228	311	34	2
230	311	34	1
235	311	34	2
222	312	34	2
224	312	34	1
225	312	34	1
226	312	34	1
228	312	34	1
229	312	34	1
235	312	34	1
224	313	34	2
225	313	34	1
226	313	34	1
227	313	34	1
228	313	34	2
231	313	34	2
232	313	34	3
234	313	34	1
225	314	34	2
229	314	34	1
232	314	34	2
234	314	34	3
228	315	34	2
229	315	34	1
231	315	34	1
233	315	34	2
238	315	34	2
226	316	34	2
228	316	34	1
230	316	34	1
227	317	34	1
231	317	34	1
232	317	34	1
233	317	34	1
211	318	34	3
237	318	34	2
226	250	35	1
228	250	35	1
225	251	35	1
227	251	35	1
223	252	35	2
225	252	35	1
226	252	35	2
221	253	35	1
223	253	35	1
224	253	35	2
225	253	35	1
224	254	35	1
226	254	35	3
230	254	35	1
231	254	35	2
235	254	35	1
240	254	35	2
218	255	35	2
222	255	35	2
223	255	35	1
224	255	35	1
225	255	35	1
227	255	35	1
215	256	35	1
216	256	35	1
218	256	35	1
221	256	35	2
222	256	35	3
225	256	35	1
228	256	35	1
230	256	35	3
240	256	35	2
241	256	35	1
191	257	35	2
210	257	35	1
215	257	35	1
216	257	35	1
221	257	35	1
224	257	35	1
225	257	35	1
226	257	35	1
230	257	35	1
240	257	35	1
203	258	35	3
218	258	35	1
221	258	35	1
222	258	35	3
224	258	35	1
225	258	35	2
227	258	35	1
229	258	35	2
230	258	35	1
232	258	35	1
234	258	35	1
235	258	35	2
239	258	35	2
182	259	35	1
190	259	35	1
211	259	35	1
218	259	35	1
220	259	35	2
221	259	35	1
222	259	35	1
223	259	35	3
224	259	35	1
225	259	35	1
228	259	35	1
229	259	35	1
231	259	35	1
233	259	35	5
238	259	35	1
240	259	35	2
241	259	35	2
244	259	35	1
190	260	35	1
191	260	35	1
210	260	35	1
212	260	35	1
217	260	35	2
218	260	35	1
221	260	35	1
222	260	35	1
227	260	35	1
228	260	35	1
229	260	35	3
230	260	35	2
231	260	35	1
233	260	35	1
235	260	35	2
237	260	35	1
238	260	35	2
239	260	35	1
241	260	35	1
245	260	35	1
247	260	35	1
191	261	35	1
193	261	35	1
194	261	35	1
208	261	35	1
211	261	35	2
215	261	35	1
217	261	35	1
218	261	35	1
220	261	35	1
222	261	35	1
224	261	35	1
226	261	35	1
232	261	35	1
233	261	35	1
234	261	35	1
240	261	35	3
243	261	35	1
244	261	35	1
245	261	35	1
246	261	35	1
190	262	35	1
203	262	35	1
206	262	35	1
207	262	35	5
211	262	35	2
221	262	35	1
222	262	35	2
223	262	35	1
226	262	35	1
230	262	35	1
233	262	35	1
237	262	35	1
239	262	35	1
240	262	35	2
241	262	35	3
189	263	35	2
190	263	35	1
191	263	35	3
192	263	35	3
196	263	35	1
205	263	35	1
212	263	35	1
214	263	35	2
216	263	35	1
217	263	35	2
220	263	35	1
221	263	35	1
224	263	35	2
225	263	35	4
226	263	35	1
227	263	35	1
230	263	35	2
231	263	35	2
236	263	35	2
237	263	35	2
241	263	35	2
243	263	35	2
245	263	35	1
246	263	35	4
248	263	35	1
249	263	35	1
250	263	35	1
186	264	35	1
188	264	35	1
190	264	35	1
191	264	35	1
192	264	35	1
200	264	35	1
209	264	35	1
211	264	35	1
217	264	35	2
219	264	35	1
220	264	35	1
221	264	35	2
222	264	35	1
223	264	35	1
224	264	35	1
225	264	35	1
226	264	35	1
227	264	35	1
232	264	35	2
236	264	35	1
237	264	35	2
238	264	35	1
239	264	35	2
242	264	35	2
243	264	35	2
248	264	35	1
249	264	35	1
178	265	35	2
185	265	35	3
191	265	35	1
193	265	35	1
196	265	35	1
200	265	35	1
202	265	35	1
205	265	35	1
207	265	35	2
211	265	35	2
212	265	35	3
213	265	35	1
214	265	35	3
216	265	35	2
217	265	35	1
218	265	35	1
220	265	35	1
223	265	35	1
224	265	35	1
231	265	35	2
232	265	35	1
234	265	35	1
183	266	35	3
184	266	35	2
187	266	35	1
188	266	35	2
191	266	35	4
192	266	35	2
194	266	35	2
195	266	35	2
196	266	35	2
205	266	35	1
208	266	35	2
210	266	35	2
211	266	35	1
214	266	35	1
219	266	35	1
223	266	35	1
228	266	35	2
229	266	35	2
230	266	35	2
234	266	35	3
236	266	35	1
240	266	35	2
242	266	35	1
246	266	35	1
250	266	35	2
251	266	35	1
184	267	35	1
186	267	35	1
187	267	35	1
188	267	35	3
192	267	35	2
194	267	35	1
195	267	35	1
196	267	35	3
206	267	35	1
207	267	35	1
214	267	35	2
216	267	35	1
217	267	35	1
219	267	35	1
220	267	35	1
225	267	35	1
226	267	35	1
227	267	35	2
231	267	35	2
232	267	35	1
235	267	35	1
238	267	35	1
243	267	35	1
246	267	35	1
247	267	35	1
248	267	35	2
249	267	35	1
250	267	35	1
177	268	35	1
185	268	35	2
186	268	35	1
187	268	35	1
195	268	35	2
196	268	35	1
203	268	35	1
206	268	35	1
207	268	35	1
208	268	35	1
209	268	35	1
210	268	35	1
213	268	35	1
214	268	35	1
215	268	35	1
216	268	35	1
218	268	35	2
219	268	35	1
234	268	35	1
238	268	35	2
240	268	35	1
241	268	35	1
243	268	35	1
245	268	35	2
246	268	35	1
247	268	35	1
249	268	35	1
250	268	35	1
252	268	35	1
174	269	35	2
178	269	35	2
184	269	35	1
186	269	35	1
188	269	35	1
193	269	35	2
194	269	35	1
197	269	35	1
201	269	35	1
210	269	35	1
214	269	35	1
215	269	35	3
216	269	35	1
218	269	35	1
220	269	35	1
222	269	35	2
234	269	35	1
235	269	35	2
239	269	35	2
240	269	35	1
244	269	35	2
245	269	35	1
246	269	35	1
247	269	35	1
249	269	35	1
250	269	35	1
173	270	35	2
178	270	35	1
181	270	35	1
187	270	35	1
188	270	35	1
189	270	35	1
190	270	35	1
193	270	35	1
196	270	35	3
202	270	35	1
206	270	35	1
212	270	35	1
213	270	35	2
216	270	35	1
217	270	35	1
223	270	35	1
231	270	35	1
235	270	35	2
236	270	35	1
240	270	35	2
244	270	35	1
248	270	35	1
249	270	35	1
250	270	35	2
171	271	35	2
176	271	35	1
183	271	35	1
185	271	35	1
187	271	35	1
188	271	35	1
189	271	35	2
192	271	35	1
193	271	35	1
194	271	35	1
195	271	35	1
196	271	35	1
198	271	35	1
199	271	35	1
201	271	35	1
207	271	35	1
209	271	35	2
210	271	35	2
212	271	35	2
218	271	35	3
220	271	35	1
225	271	35	2
228	271	35	1
231	271	35	1
238	271	35	4
240	271	35	2
243	271	35	1
174	272	35	1
179	272	35	2
183	272	35	2
197	272	35	1
202	272	35	2
203	272	35	1
205	272	35	1
206	272	35	1
208	272	35	2
210	272	35	2
214	272	35	1
216	272	35	3
222	272	35	3
231	272	35	1
237	272	35	1
243	272	35	1
176	273	35	1
178	273	35	1
179	273	35	1
184	273	35	2
185	273	35	3
186	273	35	1
204	273	35	1
206	273	35	2
208	273	35	1
209	273	35	1
212	273	35	2
217	273	35	1
218	273	35	2
227	273	35	2
228	273	35	1
230	273	35	1
234	273	35	1
242	273	35	2
245	273	35	1
248	273	35	1
171	274	35	1
179	274	35	1
183	274	35	2
185	274	35	1
186	274	35	1
187	274	35	1
196	274	35	3
202	274	35	2
203	274	35	1
204	274	35	1
207	274	35	1
211	274	35	2
212	274	35	1
217	274	35	1
218	274	35	2
224	274	35	1
225	274	35	2
228	274	35	3
231	274	35	1
232	274	35	2
233	274	35	1
234	274	35	1
238	274	35	2
239	274	35	2
242	274	35	1
243	274	35	1
176	275	35	1
185	275	35	1
186	275	35	2
189	275	35	1
200	275	35	1
207	275	35	1
209	275	35	1
212	275	35	2
214	275	35	1
218	275	35	1
219	275	35	2
220	275	35	1
225	275	35	1
231	275	35	2
235	275	35	2
237	275	35	1
238	275	35	1
240	275	35	1
245	275	35	1
177	276	35	2
188	276	35	1
203	276	35	1
204	276	35	1
209	276	35	2
210	276	35	1
211	276	35	1
212	276	35	1
217	276	35	1
219	276	35	2
221	276	35	1
222	276	35	1
230	276	35	2
232	276	35	1
233	276	35	1
239	276	35	1
240	276	35	1
243	276	35	1
244	276	35	3
173	277	35	1
175	277	35	1
176	277	35	2
183	277	35	3
187	277	35	1
204	277	35	2
205	277	35	1
208	277	35	1
210	277	35	1
213	277	35	2
215	277	35	1
218	277	35	1
220	277	35	1
234	277	35	1
237	277	35	1
238	277	35	1
242	277	35	1
244	277	35	1
248	277	35	1
176	278	35	3
179	278	35	1
183	278	35	2
188	278	35	3
190	278	35	2
195	278	35	2
202	278	35	1
203	278	35	1
205	278	35	1
210	278	35	2
214	278	35	2
215	278	35	1
216	278	35	1
222	278	35	1
224	278	35	3
225	278	35	1
230	278	35	1
231	278	35	1
233	278	35	1
234	278	35	1
236	278	35	1
243	278	35	2
244	278	35	1
172	279	35	1
179	279	35	2
184	279	35	1
190	279	35	1
193	279	35	1
194	279	35	1
195	279	35	1
201	279	35	2
203	279	35	1
205	279	35	1
206	279	35	1
207	279	35	1
209	279	35	2
211	279	35	1
212	279	35	2
221	279	35	1
222	279	35	1
227	279	35	1
232	279	35	2
235	279	35	1
238	279	35	1
241	279	35	1
245	279	35	2
246	279	35	1
172	280	35	1
173	280	35	1
177	280	35	1
189	280	35	1
193	280	35	1
194	280	35	1
199	280	35	1
206	280	35	1
210	280	35	2
211	280	35	1
212	280	35	2
214	280	35	1
215	280	35	2
219	280	35	2
220	280	35	3
221	280	35	1
226	280	35	1
233	280	35	1
238	280	35	1
245	280	35	1
173	281	35	2
179	281	35	2
187	281	35	2
191	281	35	3
206	281	35	1
207	281	35	2
212	281	35	1
219	281	35	1
223	281	35	1
224	281	35	1
226	281	35	2
230	281	35	1
245	281	35	1
173	282	35	1
179	282	35	1
186	282	35	1
187	282	35	1
189	282	35	1
205	282	35	3
208	282	35	1
213	282	35	3
214	282	35	2
215	282	35	1
218	282	35	2
219	282	35	2
221	282	35	1
223	282	35	1
224	282	35	1
226	282	35	1
232	282	35	2
233	282	35	1
242	282	35	2
180	283	35	2
181	283	35	1
187	283	35	1
188	283	35	1
189	283	35	1
190	283	35	1
191	283	35	1
203	283	35	1
205	283	35	1
207	283	35	4
208	283	35	1
210	283	35	1
212	283	35	1
215	283	35	1
218	283	35	3
220	283	35	2
221	283	35	1
226	283	35	1
228	283	35	1
232	283	35	2
236	283	35	5
240	283	35	2
241	283	35	1
244	283	35	2
250	283	35	1
176	284	35	2
177	284	35	2
181	284	35	2
185	284	35	1
186	284	35	2
189	284	35	2
200	284	35	3
203	284	35	1
205	284	35	1
206	284	35	2
208	284	35	2
212	284	35	1
215	284	35	1
216	284	35	1
218	284	35	2
221	284	35	1
222	284	35	2
224	284	35	1
225	284	35	1
226	284	35	2
229	284	35	1
230	284	35	2
232	284	35	1
233	284	35	2
234	284	35	1
236	284	35	2
237	284	35	2
241	284	35	1
242	284	35	3
247	284	35	1
248	284	35	1
249	284	35	1
176	285	35	2
180	285	35	1
182	285	35	2
185	285	35	1
188	285	35	1
198	285	35	1
206	285	35	2
209	285	35	1
221	285	35	1
224	285	35	1
226	285	35	1
231	285	35	1
234	285	35	1
241	285	35	2
243	285	35	1
245	285	35	2
246	285	35	1
178	286	35	2
181	286	35	1
185	286	35	1
186	286	35	1
187	286	35	3
196	286	35	2
198	286	35	1
199	286	35	2
201	286	35	1
204	286	35	2
205	286	35	2
215	286	35	2
218	286	35	1
219	286	35	1
220	286	35	1
221	286	35	1
223	286	35	1
233	286	35	1
234	286	35	1
238	286	35	2
243	286	35	1
244	286	35	1
174	287	35	3
182	287	35	1
186	287	35	2
188	287	35	1
189	287	35	3
194	287	35	3
196	287	35	2
198	287	35	1
199	287	35	2
200	287	35	2
203	287	35	1
208	287	35	1
220	287	35	1
226	287	35	2
228	287	35	1
229	287	35	1
230	287	35	3
244	287	35	1
246	287	35	1
247	287	35	1
176	288	35	1
183	288	35	1
185	288	35	1
186	288	35	2
190	288	35	2
194	288	35	2
195	288	35	3
196	288	35	1
200	288	35	1
201	288	35	2
205	288	35	2
219	288	35	1
220	288	35	2
221	288	35	2
222	288	35	1
224	288	35	1
228	288	35	1
230	288	35	2
232	288	35	1
236	288	35	1
237	288	35	4
239	288	35	1
245	288	35	1
246	288	35	1
174	289	35	2
175	289	35	1
176	289	35	1
177	289	35	1
184	289	35	2
185	289	35	1
186	289	35	1
187	289	35	1
188	289	35	1
190	289	35	1
193	289	35	1
195	289	35	1
200	289	35	1
205	289	35	1
207	289	35	1
221	289	35	2
224	289	35	2
225	289	35	1
226	289	35	2
228	289	35	1
230	289	35	1
237	289	35	1
246	289	35	2
248	289	35	1
250	289	35	1
185	290	35	1
187	290	35	1
190	290	35	2
197	290	35	2
198	290	35	1
206	290	35	1
231	290	35	1
234	290	35	4
235	290	35	2
241	290	35	2
242	290	35	2
244	290	35	1
245	290	35	2
247	290	35	2
248	290	35	1
176	291	35	1
185	291	35	1
187	291	35	1
191	291	35	1
194	291	35	2
195	291	35	1
196	291	35	1
198	291	35	3
200	291	35	2
201	291	35	1
223	291	35	3
224	291	35	2
229	291	35	1
232	291	35	1
234	291	35	1
236	291	35	2
237	291	35	2
183	292	35	1
186	292	35	1
193	292	35	1
194	292	35	1
199	292	35	2
200	292	35	2
205	292	35	1
220	292	35	1
221	292	35	4
222	292	35	1
225	292	35	1
226	292	35	1
228	292	35	1
230	292	35	1
231	292	35	2
232	292	35	2
233	292	35	1
235	292	35	1
247	292	35	1
248	292	35	1
250	292	35	1
195	293	35	2
196	293	35	1
201	293	35	5
203	293	35	1
206	293	35	2
225	293	35	1
227	293	35	1
229	293	35	2
230	293	35	1
232	293	35	2
233	293	35	1
235	293	35	1
236	293	35	1
242	293	35	1
183	294	35	1
185	294	35	2
197	294	35	1
198	294	35	1
218	294	35	1
222	294	35	1
223	294	35	3
234	294	35	2
236	294	35	2
239	294	35	1
241	294	35	1
245	294	35	1
181	295	35	1
193	295	35	1
197	295	35	1
202	295	35	1
203	295	35	1
224	295	35	1
225	295	35	1
226	295	35	2
227	295	35	1
230	295	35	1
240	295	35	3
241	295	35	1
242	295	35	1
244	295	35	1
248	295	35	2
249	295	35	1
181	296	35	2
182	296	35	1
193	296	35	2
196	296	35	1
197	296	35	2
200	296	35	1
205	296	35	1
217	296	35	2
220	296	35	1
221	296	35	2
228	296	35	1
229	296	35	1
235	296	35	1
236	296	35	2
238	296	35	2
245	296	35	1
196	297	35	2
200	297	35	1
219	297	35	1
222	297	35	1
226	297	35	2
228	297	35	2
229	297	35	2
230	297	35	2
236	297	35	1
238	297	35	2
239	297	35	1
240	297	35	1
242	297	35	1
244	297	35	2
248	297	35	1
181	298	35	1
191	298	35	3
194	298	35	3
197	298	35	1
198	298	35	1
200	298	35	2
203	298	35	1
219	298	35	1
222	298	35	1
223	298	35	1
229	298	35	1
244	298	35	2
246	298	35	2
199	299	35	1
202	299	35	1
227	299	35	1
229	299	35	1
236	299	35	2
238	299	35	1
240	299	35	1
242	299	35	2
245	299	35	1
194	300	35	1
195	300	35	1
224	300	35	1
226	300	35	1
227	300	35	1
228	300	35	1
233	300	35	1
236	300	35	4
237	300	35	2
239	300	35	1
242	300	35	1
196	301	35	2
198	301	35	1
224	301	35	2
227	301	35	1
228	301	35	1
229	301	35	1
233	301	35	1
236	301	35	2
237	301	35	1
238	301	35	1
239	301	35	3
241	301	35	3
243	301	35	1
199	302	35	1
200	302	35	2
222	302	35	2
223	302	35	1
224	302	35	1
227	302	35	1
228	302	35	1
231	302	35	1
233	302	35	1
236	302	35	1
238	302	35	2
239	302	35	3
242	302	35	2
225	303	35	1
226	303	35	3
227	303	35	2
232	303	35	1
233	303	35	1
236	303	35	2
241	303	35	1
242	303	35	2
244	303	35	1
191	304	35	1
207	304	35	1
223	304	35	1
226	304	35	2
227	304	35	2
228	304	35	1
232	304	35	1
233	304	35	2
234	304	35	1
235	304	35	1
241	304	35	1
243	304	35	1
244	304	35	1
195	305	35	1
207	305	35	1
222	305	35	3
225	305	35	3
232	305	35	1
233	305	35	1
235	305	35	1
236	305	35	1
238	305	35	2
240	305	35	1
199	306	35	1
206	306	35	2
220	306	35	2
222	306	35	2
225	306	35	1
227	306	35	1
228	306	35	1
229	306	35	1
230	306	35	1
233	306	35	1
236	306	35	2
207	307	35	1
221	307	35	1
222	307	35	1
224	307	35	3
226	307	35	1
232	307	35	2
236	307	35	2
237	307	35	1
239	307	35	1
240	307	35	1
203	308	35	2
206	308	35	1
220	308	35	1
221	308	35	4
222	308	35	2
224	308	35	1
227	308	35	1
232	308	35	1
237	308	35	1
239	308	35	1
222	309	35	1
228	309	35	2
229	309	35	1
234	309	35	2
235	309	35	1
238	309	35	1
242	309	35	1
219	310	35	2
221	310	35	3
225	310	35	1
227	310	35	1
231	310	35	1
232	310	35	1
234	310	35	1
235	310	35	3
236	310	35	1
237	310	35	2
214	311	35	1
215	311	35	1
216	311	35	1
221	311	35	2
222	311	35	1
223	311	35	3
228	311	35	3
229	311	35	2
232	311	35	4
234	311	35	2
237	311	35	2
238	311	35	1
225	312	35	1
229	312	35	1
231	312	35	1
232	312	35	1
234	312	35	1
242	312	35	1
217	313	35	2
223	313	35	1
226	313	35	1
234	313	35	2
237	313	35	1
238	313	35	1
240	313	35	2
221	314	35	1
228	314	35	1
230	314	35	1
232	314	35	2
233	314	35	2
235	314	35	2
236	314	35	1
235	315	35	2
236	315	35	1
237	315	35	1
238	315	35	1
210	316	35	1
232	316	35	1
236	316	35	1
227	317	35	1
233	317	35	1
234	317	35	1
237	317	35	1
239	317	35	1
240	317	35	2
231	318	35	2
233	318	35	1
238	318	35	1
232	319	35	3
233	319	35	1
224	253	36	1
225	253	36	1
229	254	36	2
224	255	36	1
226	255	36	2
219	256	36	2
223	256	36	1
216	257	36	1
217	257	36	3
219	257	36	1
225	257	36	1
226	257	36	1
220	258	36	3
222	258	36	3
224	258	36	1
225	258	36	1
227	258	36	1
228	258	36	1
231	258	36	2
232	258	36	2
217	259	36	1
220	259	36	2
222	259	36	1
223	259	36	1
224	259	36	1
225	259	36	2
228	259	36	2
232	259	36	2
233	259	36	2
237	259	36	1
217	260	36	1
223	260	36	2
224	260	36	2
225	260	36	1
229	260	36	1
230	260	36	1
232	260	36	1
237	260	36	1
238	260	36	1
240	260	36	1
211	261	36	1
217	261	36	1
220	261	36	1
222	261	36	2
223	261	36	1
224	261	36	2
230	261	36	1
234	261	36	1
237	261	36	2
242	261	36	1
190	262	36	2
192	262	36	1
214	262	36	1
215	262	36	1
217	262	36	1
222	262	36	1
223	262	36	2
224	262	36	1
226	262	36	4
229	262	36	1
232	262	36	1
240	262	36	1
245	262	36	1
189	263	36	2
191	263	36	1
210	263	36	1
216	263	36	1
219	263	36	1
225	263	36	1
226	263	36	2
227	263	36	1
231	263	36	1
234	263	36	1
235	263	36	1
236	263	36	1
242	263	36	2
249	263	36	1
186	264	36	3
191	264	36	2
206	264	36	2
209	264	36	2
210	264	36	1
212	264	36	1
213	264	36	2
214	264	36	2
215	264	36	1
218	264	36	1
220	264	36	2
222	264	36	2
223	264	36	2
225	264	36	1
226	264	36	2
230	264	36	3
232	264	36	1
233	264	36	1
234	264	36	1
238	264	36	2
240	264	36	1
242	264	36	1
243	264	36	1
246	264	36	2
249	264	36	2
250	264	36	1
196	265	36	2
207	265	36	2
209	265	36	1
211	265	36	3
216	265	36	1
226	265	36	1
230	265	36	1
231	265	36	2
232	265	36	3
233	265	36	1
234	265	36	2
237	265	36	1
242	265	36	1
186	266	36	1
188	266	36	1
191	266	36	1
193	266	36	1
195	266	36	1
196	266	36	1
205	266	36	1
207	266	36	3
208	266	36	2
211	266	36	2
221	266	36	1
222	266	36	1
223	266	36	2
228	266	36	2
229	266	36	2
230	266	36	1
233	266	36	1
234	266	36	4
235	266	36	2
241	266	36	2
243	266	36	2
186	267	36	1
192	267	36	2
193	267	36	1
195	267	36	2
196	267	36	1
208	267	36	2
211	267	36	1
216	267	36	2
218	267	36	2
232	267	36	1
233	267	36	1
236	267	36	1
239	267	36	2
240	267	36	1
188	268	36	1
189	268	36	1
191	268	36	3
193	268	36	1
195	268	36	1
205	268	36	1
211	268	36	1
213	268	36	1
214	268	36	2
215	268	36	1
219	268	36	1
223	268	36	2
233	268	36	1
236	268	36	1
239	268	36	1
240	268	36	1
241	268	36	1
243	268	36	2
250	268	36	1
188	269	36	3
191	269	36	1
193	269	36	3
194	269	36	1
200	269	36	3
210	269	36	1
213	269	36	3
216	269	36	4
218	269	36	1
219	269	36	1
222	269	36	1
229	269	36	2
233	269	36	1
234	269	36	1
236	269	36	1
248	269	36	1
172	270	36	1
187	270	36	2
188	270	36	1
189	270	36	1
191	270	36	2
192	270	36	2
194	270	36	1
195	270	36	2
198	270	36	2
203	270	36	1
206	270	36	2
211	270	36	1
212	270	36	2
216	270	36	2
217	270	36	2
220	270	36	1
230	270	36	2
231	270	36	1
237	270	36	1
238	270	36	3
241	270	36	2
244	270	36	1
246	270	36	1
176	271	36	2
192	271	36	1
198	271	36	1
207	271	36	1
211	271	36	1
212	271	36	1
215	271	36	1
216	271	36	1
217	271	36	1
233	271	36	1
236	271	36	1
238	271	36	1
249	271	36	1
177	272	36	2
179	272	36	2
185	272	36	1
190	272	36	1
193	272	36	1
197	272	36	1
203	272	36	1
206	272	36	1
208	272	36	1
213	272	36	1
214	272	36	1
218	272	36	1
235	272	36	1
240	272	36	1
181	273	36	1
185	273	36	2
190	273	36	1
191	273	36	2
198	273	36	1
204	273	36	2
205	273	36	1
207	273	36	1
208	273	36	1
210	273	36	1
235	273	36	1
238	273	36	1
241	273	36	1
179	274	36	1
205	274	36	1
206	274	36	1
208	274	36	2
209	274	36	2
215	274	36	1
217	274	36	2
218	274	36	2
220	274	36	2
236	274	36	2
240	274	36	1
175	275	36	1
184	275	36	1
205	275	36	1
206	275	36	1
207	275	36	1
208	275	36	1
209	275	36	1
212	275	36	2
216	275	36	1
217	275	36	2
218	275	36	1
220	275	36	4
231	275	36	1
243	275	36	2
177	276	36	1
180	276	36	2
206	276	36	1
211	276	36	3
213	276	36	1
214	276	36	1
215	276	36	1
216	276	36	1
217	276	36	1
219	276	36	1
222	276	36	2
228	276	36	3
237	276	36	1
175	277	36	2
204	277	36	1
205	277	36	1
206	277	36	1
208	277	36	3
210	277	36	1
214	277	36	1
215	277	36	1
223	277	36	2
232	277	36	2
181	278	36	1
204	278	36	1
208	278	36	1
210	278	36	1
211	278	36	2
213	278	36	1
224	278	36	1
239	278	36	1
173	279	36	1
179	279	36	1
187	279	36	1
192	279	36	1
201	279	36	2
204	279	36	2
208	279	36	2
209	279	36	1
211	279	36	3
215	279	36	1
220	279	36	1
231	279	36	1
234	279	36	2
174	280	36	2
191	280	36	1
193	280	36	1
199	280	36	1
204	280	36	1
205	280	36	1
207	280	36	1
212	280	36	1
213	280	36	1
215	280	36	1
219	280	36	2
224	280	36	3
226	280	36	1
234	280	36	1
173	281	36	2
187	281	36	1
189	281	36	1
191	281	36	2
192	281	36	1
200	281	36	1
204	281	36	2
206	281	36	1
207	281	36	1
213	281	36	1
214	281	36	2
217	281	36	1
221	281	36	1
223	281	36	3
224	281	36	3
172	282	36	1
175	282	36	2
181	282	36	2
190	282	36	1
201	282	36	3
205	282	36	1
213	282	36	1
220	282	36	2
221	282	36	3
222	282	36	1
231	282	36	1
232	282	36	2
181	283	36	1
187	283	36	2
202	283	36	2
204	283	36	1
205	283	36	1
208	283	36	1
209	283	36	1
210	283	36	1
211	283	36	1
212	283	36	2
216	283	36	1
225	283	36	1
231	283	36	2
239	283	36	1
176	284	36	1
177	284	36	1
188	284	36	2
201	284	36	1
202	284	36	1
205	284	36	1
208	284	36	1
209	284	36	2
211	284	36	2
220	284	36	1
224	284	36	2
225	284	36	1
233	284	36	3
240	284	36	1
245	284	36	1
176	285	36	1
191	285	36	1
202	285	36	1
205	285	36	2
208	285	36	1
215	285	36	3
217	285	36	1
218	285	36	1
220	285	36	2
221	285	36	1
223	285	36	3
224	285	36	1
226	285	36	1
227	285	36	1
233	285	36	1
235	285	36	1
236	285	36	1
241	285	36	1
242	285	36	1
243	285	36	2
189	286	36	1
198	286	36	2
200	286	36	1
201	286	36	1
202	286	36	1
203	286	36	1
204	286	36	1
205	286	36	1
207	286	36	1
208	286	36	1
209	286	36	2
211	286	36	2
213	286	36	1
216	286	36	3
218	286	36	1
222	286	36	4
224	286	36	1
225	286	36	1
229	286	36	2
231	286	36	1
235	286	36	1
236	286	36	1
238	286	36	2
240	286	36	1
241	286	36	2
243	286	36	1
176	287	36	1
177	287	36	2
190	287	36	4
199	287	36	2
202	287	36	1
203	287	36	1
204	287	36	1
208	287	36	1
219	287	36	1
220	287	36	1
221	287	36	2
222	287	36	1
225	287	36	2
227	287	36	3
230	287	36	2
233	287	36	1
234	287	36	1
236	287	36	1
239	287	36	1
243	287	36	1
244	287	36	2
245	287	36	1
246	287	36	1
248	287	36	1
176	288	36	2
184	288	36	1
185	288	36	1
188	288	36	1
192	288	36	1
194	288	36	1
196	288	36	1
206	288	36	1
210	288	36	2
223	288	36	1
224	288	36	2
230	288	36	1
233	288	36	2
234	288	36	1
238	288	36	1
239	288	36	1
240	288	36	2
241	288	36	2
242	288	36	1
243	288	36	1
244	288	36	1
187	289	36	1
196	289	36	2
198	289	36	1
199	289	36	1
219	289	36	1
223	289	36	2
231	289	36	1
234	289	36	1
235	289	36	1
237	289	36	1
240	289	36	1
242	289	36	1
244	289	36	1
185	290	36	1
197	290	36	3
201	290	36	2
203	290	36	4
206	290	36	2
220	290	36	2
222	290	36	1
225	290	36	2
231	290	36	1
234	290	36	2
238	290	36	1
239	290	36	1
242	290	36	1
243	290	36	1
186	291	36	2
194	291	36	1
199	291	36	1
201	291	36	1
204	291	36	2
222	291	36	1
231	291	36	2
232	291	36	1
233	291	36	1
234	291	36	3
239	291	36	2
240	291	36	1
242	291	36	2
245	291	36	1
174	292	36	1
187	292	36	1
189	292	36	3
203	292	36	1
207	292	36	1
219	292	36	1
220	292	36	1
