x	y	z	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
253	292	33	1
228	293	33	1
235	293	33	2
237	293	33	1
240	293	33	1
241	293	33	1
246	293	33	1
254	293	33	3
239	294	33	2
243	294	33	1
245	294	33	2
198	295	33	1
218	295	33	1
229	295	33	1
235	295	33	1
237	295	33	1
238	295	33	1
243	295	33	1
246	295	33	1
254	295	33	1
199	296	33	1
220	296	33	1
226	296	33	1
229	296	33	1
233	296	33	2
236	296	33	1
237	296	33	1
252	296	33	1
197	297	33	1
198	297	33	1
224	297	33	1
227	297	33	1
233	297	33	1
234	297	33	1
241	297	33	1
246	297	33	1
182	298	33	1
220	298	33	1
223	298	33	1
228	298	33	1
242	298	33	1
243	298	33	1
197	299	33	1
222	299	33	2
227	299	33	1
241	299	33	1
225	300	33	1
237	300	33	1
238	300	33	2
244	300	33	1
226	301	33	1
227	301	33	1
228	301	33	1
235	301	33	1
236	301	33	1
238	301	33	1
245	301	33	1
209	302	33	1
225	302	33	1
227	302	33	1
228	302	33	1
236	302	33	3
237	302	33	2
244	302	33	1
246	302	33	1
207	303	33	1
224	303	33	1
231	303	33	1
232	303	33	1
233	303	33	1
236	303	33	1
222	305	33	1
238	305	33	1
240	305	33	1
232	306	33	1
238	306	33	1
201	307	33	1
206	307	33	1
221	307	33	1
222	307	33	1
217	308	33	1
222	308	33	1
237	308	33	1
221	309	33	1
224	309	33	1
234	309	33	1
237	309	33	1
221	310	33	1
225	310	33	1
227	310	33	1
238	310	33	2
218	311	33	1
235	311	33	1
225	312	33	1
228	312	33	1
225	313	33	1
235	313	33	1
228	314	33	1
230	314	33	1
226	250	34	1
229	250	34	2
228	252	34	1
228	253	34	2
232	253	34	1
219	254	34	2
231	254	34	1
239	254	34	1
241	254	34	1
242	255	34	2
218	256	34	1
221	256	34	1
232	256	34	1
241	256	34	1
237	257	34	1
242	257	34	1
200	258	34	2
216	258	34	1
217	258	34	1
225	258	34	1
232	258	34	1
234	258	34	1
237	258	34	1
239	258	34	1
209	259	34	1
218	259	34	1
227	259	34	2
230	259	34	1
234	259	34	1
241	259	34	1
192	260	34	1
211	260	34	2
212	260	34	1
214	260	34	1
223	260	34	1
240	260	34	1
242	260	34	1
243	260	34	1
188	261	34	1
215	261	34	1
220	261	34	2
226	261	34	1
242	261	34	1
210	262	34	1
223	262	34	1
226	262	34	1
234	262	34	1
235	262	34	1
236	262	34	1
250	262	34	1
185	263	34	2
219	263	34	1
222	263	34	1
225	263	34	1
227	263	34	2
232	263	34	1
240	263	34	1
250	263	34	1
193	264	34	1
194	264	34	1
205	264	34	1
206	264	34	1
213	264	34	2
219	264	34	1
221	264	34	2
222	264	34	1
224	264	34	1
243	264	34	1
244	264	34	1
248	264	34	1
249	264	34	2
188	265	34	1
191	265	34	1
196	265	34	2
213	265	34	2
220	265	34	1
223	265	34	1
226	265	34	1
228	265	34	1
231	265	34	1
243	265	34	1
250	265	34	1
186	266	34	1
188	266	34	1
217	266	34	1
220	266	34	1
228	266	34	1
241	266	34	1
250	266	34	2
251	266	34	1
188	267	34	2
193	267	34	1
194	267	34	1
208	267	34	1
221	267	34	1
224	267	34	1
235	267	34	1
246	267	34	1
188	268	34	1
191	268	34	1
193	268	34	1
194	268	34	1
240	268	34	1
245	268	34	2
247	268	34	1
175	269	34	1
176	269	34	1
184	269	34	1
185	269	34	1
204	269	34	1
209	269	34	1
213	269	34	1
216	269	34	1
222	269	34	1
236	269	34	1
249	269	34	1
183	270	34	1
201	270	34	1
209	270	34	1
214	270	34	1
178	271	34	2
179	271	34	1
206	271	34	1
220	271	34	1
234	271	34	1
175	272	34	1
197	272	34	1
198	272	34	1
228	272	34	1
184	273	34	1
188	273	34	1
210	273	34	1
211	273	34	1
218	273	34	1
229	273	34	1
233	273	34	1
249	273	34	1
178	274	34	1
180	274	34	1
185	274	34	1
197	274	34	1
213	274	34	1
215	274	34	1
233	274	34	2
234	274	34	1
235	274	34	1
238	274	34	1
176	275	34	1
179	275	34	1
201	275	34	1
206	275	34	1
214	275	34	1
215	275	34	1
217	275	34	2
226	275	34	1
235	275	34	1
177	276	34	2
180	276	34	1
206	276	34	1
207	276	34	1
229	276	34	1
233	276	34	1
236	276	34	1
242	276	34	1
175	277	34	1
207	277	34	1
212	277	34	1
213	277	34	1
241	277	34	1
188	278	34	1
201	278	34	1
214	278	34	1
226	278	34	1
236	278	34	1
210	279	34	1
227	279	34	2
231	279	34	1
237	279	34	2
246	279	34	1
247	279	34	1
176	280	34	1
209	280	34	1
221	280	34	1
224	280	34	1
234	280	34	1
192	281	34	1
204	281	34	1
207	281	34	2
228	281	34	2
181	282	34	1
182	282	34	1
206	282	34	1
218	282	34	1
251	282	34	1
209	283	34	1
232	283	34	1
235	283	34	1
237	283	34	2
250	283	34	2
191	284	34	1
205	284	34	1
208	284	34	1
210	284	34	2
223	284	34	1
226	284	34	1
233	284	34	1
245	284	34	1
247	284	34	1
248	284	34	1
249	284	34	1
177	285	34	1
181	285	34	1
185	285	34	2
202	285	34	1
211	285	34	1
221	285	34	1
226	285	34	1
229	285	34	1
240	285	34	1
188	286	34	1
207	286	34	1
209	286	34	1
222	286	34	1
240	286	34	1
247	286	34	1
255	286	34	1
199	287	34	1
208	287	34	1
219	287	34	1
235	287	34	1
243	287	34	2
252	287	34	1
184	288	34	1
187	288	34	1
204	288	34	2
205	288	34	1
209	288	34	1
224	288	34	1
229	288	34	1
233	288	34	1
245	288	34	1
247	288	34	2
223	289	34	1
228	289	34	2
230	289	34	1
232	289	34	1
233	289	34	2
245	289	34	1
246	289	34	1
248	289	34	1
257	289	34	1
186	290	34	1
187	290	34	1
222	290	34	1
224	290	34	1
230	290	34	1
253	290	34	1
185	291	34	1
235	291	34	1
237	291	34	1
242	291	34	3
245	291	34	1
187	292	34	1
202	292	34	2
225	292	34	1
226	292	34	1
227	292	34	1
244	292	34	1
182	293	34	1
223	293	34	1
225	293	34	3
229	293	34	1
233	293	34	1
237	293	34	1
243	293	34	2
248	293	34	1
198	294	34	1
220	294	34	1
223	294	34	1
237	294	34	2
246	294	34	1
222	295	34	1
224	295	34	1
225	295	34	1
230	295	34	1
239	295	34	1
244	295	34	1
199	296	34	1
205	296	34	1
221	296	34	1
222	296	34	2
223	296	34	1
237	296	34	1
238	296	34	1
239	296	34	1
240	296	34	1
179	297	34	1
203	297	34	1
224	297	34	1
227	297	34	1
233	297	34	1
236	297	34	1
237	297	34	1
182	298	34	1
196	298	34	1
182	299	34	1
199	299	34	1
200	299	34	1
241	299	34	1
244	299	34	1
245	299	34	1
228	300	34	1
229	300	34	2
237	300	34	2
242	300	34	1
243	300	34	2
246	300	34	2
242	301	34	1
229	302	34	1
237	302	34	1
227	303	34	1
232	303	34	1
235	303	34	1
237	303	34	2
239	303	34	1
245	303	34	1
227	304	34	1
232	304	34	1
233	304	34	1
229	305	34	1
233	305	34	1
236	305	34	1
239	305	34	1
224	306	34	1
236	306	34	2
244	306	34	1
224	307	34	1
225	307	34	2
226	307	34	1
230	307	34	1
240	307	34	1
241	307	34	1
227	308	34	1
243	308	34	1
223	309	34	1
228	309	34	1
229	309	34	1
233	309	34	1
237	309	34	2
242	309	34	1
216	310	34	1
232	310	34	1
240	310	34	1
228	311	34	1
233	311	34	1
236	311	34	1
226	312	34	1
235	312	34	1
225	313	34	1
232	313	34	2
235	313	34	1
230	315	34	1
233	315	34	1
232	316	34	1
232	317	34	1
237	318	34	2
226	250	35	1
228	251	35	1
223	252	35	1
225	252	35	2
226	252	35	1
221	253	35	1
219	255	35	1
220	255	35	1
224	255	35	1
220	256	35	1
241	256	35	3
209	257	35	1
224	257	35	1
227	257	35	1
230	257	35	1
222	258	35	1
224	258	35	1
226	258	35	1
239	258	35	1
240	258	35	1
244	258	35	2
218	259	35	1
221	259	35	1
222	259	35	2
223	259	35	1
229	259	35	1
244	259	35	1
214	260	35	1
216	260	35	1
225	260	35	1
231	260	35	2
236	260	35	4
237	260	35	1
238	260	35	1
241	260	35	1
243	260	35	1
247	260	35	1
189	261	35	1
211	261	35	1
212	261	35	2
224	261	35	2
229	261	35	1
230	261	35	1
240	261	35	1
245	261	35	1
190	262	35	2
210	262	35	3
215	262	35	1
220	262	35	1
226	262	35	1
236	262	35	2
241	262	35	1
243	262	35	1
188	263	35	1
191	263	35	1
205	263	35	2
211	263	35	1
230	263	35	1
235	263	35	2
243	263	35	2
188	264	35	1
213	264	35	1
214	264	35	1
216	264	35	3
220	264	35	2
221	264	35	1
226	264	35	1
229	264	35	1
230	264	35	1
232	264	35	1
242	264	35	1
245	264	35	2
178	265	35	1
185	265	35	1
196	265	35	1
213	265	35	1
219	265	35	1
225	265	35	1
226	265	35	1
232	265	35	2
241	265	35	1
242	265	35	1
245	265	35	2
186	266	35	2
194	266	35	1
211	266	35	1
229	266	35	1
233	266	35	2
234	266	35	2
236	266	35	1
238	266	35	1
184	267	35	1
186	267	35	1
190	267	35	1
212	267	35	1
231	267	35	1
233	267	35	1
242	267	35	1
245	267	35	1
250	267	35	1
187	268	35	2
196	268	35	1
207	268	35	2
209	268	35	1
218	268	35	2
220	268	35	1
223	268	35	1
234	268	35	1
241	268	35	1
249	268	35	2
250	268	35	2
172	269	35	1
174	269	35	1
244	269	35	1
179	270	35	1
181	270	35	1
188	270	35	1
191	270	35	1
193	270	35	1
198	270	35	1
207	270	35	1
214	270	35	1
221	270	35	1
241	270	35	1
244	270	35	1
247	270	35	1
176	271	35	1
192	271	35	1
212	271	35	1
217	271	35	1
220	271	35	1
228	271	35	1
231	271	35	1
237	271	35	1
245	271	35	1
249	271	35	1
190	272	35	1
197	272	35	1
205	272	35	1
216	272	35	1
217	272	35	1
229	272	35	1
241	272	35	2
244	272	35	1
204	273	35	1
228	273	35	1
232	273	35	1
234	273	35	1
235	273	35	1
238	273	35	1
190	274	35	1
207	274	35	1
210	274	35	1
218	274	35	1
224	274	35	1
233	274	35	1
235	274	35	1
245	274	35	1
189	275	35	1
191	275	35	1
203	275	35	1
209	275	35	1
214	275	35	1
235	275	35	2
237	275	35	1
178	276	35	1
188	276	35	1
202	276	35	1
243	276	35	1
173	277	35	1
185	277	35	1
241	277	35	1
242	277	35	1
171	278	35	1
175	278	35	1
202	278	35	1
204	278	35	1
210	278	35	1
213	278	35	1
216	278	35	1
223	278	35	1
236	278	35	1
177	279	35	1
180	279	35	1
184	279	35	1
212	279	35	1
221	279	35	1
233	279	35	1
175	280	35	1
179	280	35	1
180	280	35	1
206	280	35	1
220	280	35	1
221	280	35	1
223	280	35	1
234	280	35	1
237	280	35	1
245	280	35	1
174	281	35	1
179	281	35	2
205	281	35	1
206	281	35	1
213	281	35	1
232	281	35	1
248	281	35	1
186	282	35	1
190	282	35	2
203	282	35	1
205	282	35	1
208	282	35	1
210	282	35	1
218	282	35	1
225	282	35	1
229	282	35	1
232	282	35	1
244	282	35	1
171	283	35	1
181	283	35	1
187	283	35	2
189	283	35	1
203	283	35	2
210	283	35	1
220	283	35	1
223	283	35	1
228	283	35	1
229	283	35	1
232	283	35	1
233	283	35	2
236	283	35	2
247	283	35	1
181	284	35	2
186	284	35	1
200	284	35	1
216	284	35	1
230	284	35	1
238	284	35	1
245	284	35	1
187	285	35	1
218	285	35	1
221	285	35	1
226	285	35	1
229	285	35	1
231	285	35	1
240	285	35	1
243	285	35	1
248	285	35	1
185	286	35	1
186	286	35	1
188	286	35	1
208	286	35	1
211	286	35	1
216	286	35	1
218	286	35	1
223	286	35	1
244	286	35	1
248	286	35	1
249	286	35	1
182	287	35	1
185	287	35	1
196	287	35	1
199	287	35	2
205	287	35	2
223	287	35	1
225	287	35	1
176	288	35	1
188	288	35	1
192	288	35	1
196	288	35	1
204	288	35	1
219	288	35	1
220	288	35	1
232	288	35	1
238	288	35	1
239	288	35	1
247	288	35	1
174	289	35	1
190	289	35	1
204	289	35	1
235	289	35	1
248	289	35	2
185	290	35	1
186	290	35	1
187	290	35	1
197	290	35	1
198	290	35	1
199	290	35	1
203	290	35	1
205	290	35	1
232	290	35	1
241	290	35	1
247	290	35	1
187	291	35	1
198	291	35	1
234	291	35	1
244	291	35	2
174	292	35	1
187	292	35	1
198	292	35	1
230	292	35	1
231	292	35	1
232	292	35	2
182	293	35	1
195	293	35	1
197	293	35	2
200	293	35	1
223	293	35	1
227	293	35	1
231	293	35	1
234	293	35	1
246	293	35	1
181	294	35	2
188	294	35	1
190	294	35	1
218	294	35	1
226	294	35	2
234	294	35	1
245	294	35	1
194	295	35	1
245	295	35	1
193	296	35	1
195	296	35	1
196	296	35	1
198	296	35	1
217	296	35	1
222	296	35	1
236	296	35	2
237	296	35	1
238	296	35	1
242	296	35	2
245	296	35	2
198	297	35	1
199	297	35	2
202	297	35	1
229	297	35	1
235	297	35	1
238	297	35	1
245	297	35	1
247	297	35	1
181	298	35	1
196	298	35	1
239	298	35	1
247	298	35	1
200	299	35	1
228	299	35	1
229	299	35	1
194	300	35	1
195	300	35	2
196	301	35	1
228	301	35	1
233	301	35	1
239	301	35	1
241	301	35	1
244	301	35	1
245	301	35	1
224	302	35	1
227	302	35	3
233	302	35	1
234	302	35	1
244	302	35	1
229	303	35	1
234	303	35	2
236	303	35	1
238	303	35	1
191	304	35	2
232	304	35	1
233	304	35	2
239	304	35	1
243	304	35	1
244	304	35	1
223	305	35	1
227	305	35	1
229	305	35	1
234	305	35	1
235	305	35	1
238	305	35	2
241	305	35	2
232	306	35	1
240	306	35	1
234	307	35	1
203	308	35	1
222	308	35	1
224	308	35	1
229	308	35	1
231	308	35	1
237	308	35	1
222	309	35	1
223	309	35	1
237	309	35	1
219	310	35	1
232	311	35	2
236	311	35	1
237	311	35	1
238	311	35	1
213	312	35	1
231	312	35	1
217	313	35	3
226	313	35	2
235	314	35	1
236	314	35	1
236	315	35	3
237	315	35	1
234	316	35	1
227	317	35	1
233	317	35	1
238	317	35	1
240	317	35	1
219	256	36	1
219	257	36	1
221	258	36	1
224	258	36	1
219	259	36	1
223	259	36	1
224	259	36	1
225	259	36	1
228	259	36	1
230	259	36	1
212	260	36	1
216	260	36	2
226	260	36	1
232	260	36	1
235	260	36	1
238	260	36	1
240	260	36	4
211	261	36	1
217	261	36	1
223	261	36	2
224	261	36	1
228	261	36	1
190	262	36	1
192	262	36	1
210	262	36	1
219	262	36	1
221	262	36	2
222	262	36	1
224	262	36	1
227	262	36	1
193	263	36	1
211	263	36	2
222	263	36	1
229	263	36	1
234	263	36	1
242	263	36	1
245	263	36	1
249	263	36	1
188	264	36	1
191	264	36	1
214	264	36	1
231	264	36	1
239	264	36	2
243	264	36	1
246	264	36	1
188	265	36	2
196	265	36	1
208	265	36	2
215	265	36	1
222	265	36	1
224	265	36	1
232	265	36	2
233	265	36	1
193	266	36	1
222	266	36	1
226	266	36	1
234	266	36	1
235	266	36	1
244	266	36	1
193	267	36	1
194	267	36	1
195	267	36	1
196	267	36	1
211	267	36	3
216	267	36	1
218	267	36	1
219	267	36	1
236	267	36	1
191	268	36	1
194	268	36	1
195	268	36	1
197	268	36	1
213	268	36	1
233	268	36	1
239	268	36	1
241	268	36	1
186	269	36	1
194	269	36	2
216	269	36	2
237	269	36	1
196	270	36	1
213	270	36	2
216	270	36	1
230	270	36	1
231	270	36	1
239	270	36	2
241	270	36	1
248	270	36	1
176	271	36	1
191	271	36	1
198	271	36	1
211	271	36	1
215	271	36	1
216	271	36	1
218	271	36	1
233	271	36	2
236	271	36	1
185	272	36	1
190	272	36	1
193	272	36	1
203	272	36	1
207	272	36	1
230	272	36	1
236	272	36	2
240	272	36	1
181	273	36	1
191	273	36	1
207	273	36	1
210	273	36	1
210	274	36	1
211	274	36	1
214	274	36	1
216	274	36	2
218	274	36	1
221	274	36	1
250	274	36	1
205	275	36	1
212	275	36	1
218	275	36	1
177	276	36	1
180	276	36	1
222	276	36	2
228	276	36	1
189	277	36	1
205	277	36	1
211	277	36	1
214	277	36	1
215	277	36	1
226	277	36	1
188	278	36	2
202	278	36	1
208	278	36	1
211	278	36	1
214	278	36	1
173	279	36	2
179	279	36	2
193	279	36	2
215	279	36	1
204	280	36	2
210	280	36	2
232	280	36	1
178	281	36	1
190	281	36	1
200	281	36	1
208	281	36	1
243	281	36	1
181	282	36	1
189	282	36	1
206	282	36	2
208	282	36	1
213	282	36	1
215	282	36	1
222	282	36	1
226	282	36	1
231	282	36	1
209	283	36	1
216	283	36	1
222	283	36	2
230	283	36	1
241	283	36	1
206	284	36	1
233	284	36	1
242	284	36	1
245	284	36	1
208	285	36	3
215	285	36	1
223	285	36	1
226	285	36	1
247	285	36	1
189	286	36	1
193	286	36	1
203	286	36	2
209	286	36	1
211	286	36	1
218	286	36	1
231	286	36	1
240	286	36	1
244	286	36	1
177	287	36	1
185	287	36	1
190	287	36	1
229	287	36	1
231	287	36	1
241	287	36	1
176	288	36	1
192	288	36	1
199	288	36	1
202	288	36	2
206	288	36	1
219	288	36	1
231	288	36	1
240	288	36	1
241	288	36	2
243	288	36	1
244	288	36	2
245	288	36	1
230	289	36	1
241	289	36	1
203	290	36	1
234	290	36	1
239	290	36	1
243	290	36	1
196	291	36	1
201	291	36	1
222	291	36	1
244	291	36	1
206	292	36	1
219	292	36	1
220	292	36	1
225	292	36	1
226	292	36	1
227	292	36	1
229	292	36	1
232	292	36	1
233	292	36	1
239	292	36	1
199	293	36	1
200	293	36	1
206	293	36	1
222	293	36	1
223	293	36	1
235	293	36	1
236	293	36	1
237	293	36	1
240	293	36	1
241	293	36	1
198	294	36	1
202	294	36	1
227	294	36	1
231	294	36	1
244	294	36	2
197	295	36	1
201	295	36	1
237	295	36	1
239	295	36	1
244	295	36	1
245	295	36	1
196	296	36	1
199	296	36	1
200	296	36	1
228	296	36	1
234	296	36	1
243	296	36	1
244	296	36	2
217	297	36	1
219	297	36	1
228	297	36	1
229	297	36	1
233	297	36	1
242	297	36	1
199	298	36	1
234	298	36	1
245	298	36	3
228	299	36	2
232	299	36	1
236	299	36	1
225	300	36	1
241	300	36	1
244	300	36	1
245	300	36	1
226	301	36	1
244	301	36	1
225	302	36	1
244	302	36	1
225	303	36	1
242	303	36	1
233	304	36	1
222	306	36	1
239	306	36	1
243	306	36	1
222	307	36	1
224	308	36	1
227	308	36	1
239	308	36	1
225	309	36	1
228	309	36	1
229	309	36	1
233	309	36	2
242	309	36	1
221	310	36	1
240	310	36	1
226	311	36	1
232	311	36	1
235	311	36	1
236	311	36	1
216	312	36	2
221	312	36	1
236	312	36	1
216	313	36	1
230	313	36	1
231	313	36	1
230	314	36	2
232	314	36	1
238	314	36	1
242	314	36	1
230	315	36	1
233	315	36	1
235	315	36	1
228	316	36	1
240	316	36	1
238	317	36	1
240	318	36	2
238	319	36	2
228	258	37	1
227	259	37	1
230	260	37	2
235	260	37	1
226	261	37	1
227	261	37	1
229	262	37	1
231	262	37	2
245	264	37	1
246	265	37	1
212	266	37	1
188	267	37	1
229	267	37	1
237	267	37	1
219	268	37	1
241	268	37	1
218	269	37	1
190	270	37	1
192	270	37	1
196	270	37	1
235	270	37	2
237	270	37	1
187	271	37	1
194	271	37	1
218	271	37	1
219	271	37	1
214	272	37	1
208	273	37	3
212	274	37	1
213	274	37	1
214	275	37	1
208	276	37	1
209	276	37	1
188	277	37	1
210	277	37	1
214	277	37	1
181	278	37	1
212	278	37	1
210	279	37	1
212	279	37	1
216	279	37	1
215	280	37	1
213	281	37	1
214	281	37	1
223	281	37	1
191	282	37	1
201	283	37	1
228	283	37	1
203	284	37	1
186	285	37	1
187	285	37	1
198	285	37	1
204	285	37	1
237	285	37	1
187	286	37	1
188	286	37	1
204	286	37	2
207	286	37	2
215	286	37	1
216	286	37	1
220	286	37	1
226	286	37	3
230	286	37	1
232	286	37	1
234	286	37	1
187	287	37	1
204	287	37	1
219	287	37	1
220	287	37	1
204	288	37	1
224	288	37	1
236	288	37	1
237	288	37	1
238	288	37	1
205	289	37	1
221	289	37	1
223	289	37	1
232	289	37	1
199	290	37	1
200	290	37	1
222	290	37	1
195	291	37	2
204	292	37	1
197	293	37	1
201	293	37	1
207	293	37	1
223	293	37	1
241	293	37	1
205	294	37	1
230	294	37	1
225	295	37	1
231	295	37	1
201	296	37	1
203	296	37	1
234	296	37	1
235	296	37	1
237	296	37	1
240	296	37	1
242	296	37	1
220	297	37	1
232	297	37	1
242	298	37	1
243	298	37	1
241	299	37	1
243	299	37	1
245	299	37	1
231	300	37	1
235	300	37	1
240	300	37	1
244	300	37	1
232	301	37	2
244	302	37	1
230	303	37	1
236	303	37	1
236	305	37	1
242	305	37	1
226	307	37	1
239	307	37	1
225	308	37	1
227	308	37	1
241	308	37	2
229	309	37	1
225	310	37	1
216	311	37	1
221	311	37	1
222	311	37	1
226	311	37	2
227	312	37	1
229	312	37	1
230	312	37	1
231	312	37	1
240	312	37	1
227	313	37	1
229	313	37	1
237	313	37	1
234	314	37	2
235	314	37	2
237	314	37	1
235	317	37	1
232	319	37	1
238	319	37	1
226	259	38	1
224	262	38	1
227	262	38	1
238	262	38	1
230	265	38	1
214	266	38	1
213	268	38	1
211	269	38	1
217	269	38	1
218	269	38	1
218	270	38	1
232	270	38	2
211	271	38	1
217	271	38	1
215	272	38	1
218	272	38	1
215	273	38	1
211	274	38	1
213	274	38	1
217	274	38	1
189	275	38	1
211	276	38	1
207	277	38	2
211	277	38	1
214	277	38	1
215	277	38	1
203	278	38	1
206	278	38	1
214	278	38	1
221	278	38	1
222	278	38	1
194	279	38	1
209	280	38	1
211	280	38	1
214	280	38	1
221	280	38	1
210	281	38	1
211	281	38	1
213	281	38	1
214	282	38	1
215	282	38	1
222	282	38	1
223	282	38	1
219	283	38	1
188	284	38	2
193	284	38	1
199	284	38	1
222	284	38	1
190	285	38	2
191	285	38	1
201	285	38	1
208	285	38	2
212	285	38	1
232	285	38	1
193	286	38	1
206	286	38	2
205	287	38	1
219	287	38	1
190	288	38	1
202	288	38	1
207	288	38	1
209	288	38	2
185	289	38	1
195	289	38	1
200	289	38	1
217	289	38	1
219	289	38	1
200	290	38	3
203	290	38	1
216	290	38	1
224	290	38	1
238	290	38	1
200	291	38	1
207	291	38	1
210	291	38	1
220	291	38	1
194	292	38	1
196	292	38	1
199	292	38	1
208	292	38	1
211	292	38	1
236	292	38	1
200	293	38	1
204	293	38	1
206	293	38	1
234	293	38	1
199	294	38	1
204	294	38	2
217	294	38	1
225	294	38	1
226	294	38	1
228	294	38	1
234	294	38	1
236	294	38	1
239	294	38	1
192	295	38	1
207	295	38	1
218	295	38	1
221	295	38	1
225	295	38	1
241	295	38	1
198	296	38	1
202	296	38	1
204	296	38	1
206	296	38	1
217	296	38	1
222	296	38	2
228	296	38	1
234	296	38	1
235	296	38	1
242	296	38	1
195	297	38	2
219	297	38	1
229	297	38	2
230	297	38	1
231	297	38	1
233	297	38	2
241	297	38	1
244	297	38	1
230	298	38	1
231	298	38	1
237	298	38	1
243	298	38	1
244	298	38	1
204	299	38	1
231	299	38	1
235	299	38	1
236	299	38	1
241	299	38	1
244	299	38	1
204	300	38	1
228	300	38	1
233	301	38	1
237	302	38	1
228	303	38	1
231	303	38	1
225	304	38	1
227	304	38	1
233	304	38	1
234	304	38	1
240	304	38	1
246	304	38	1
230	305	38	1
233	305	38	1
234	305	38	1
244	305	38	1
232	306	38	1
236	306	38	1
193	307	38	1
224	307	38	1
239	307	38	1
241	307	38	3
223	308	38	1
226	308	38	1
235	308	38	1
239	308	38	1
241	308	38	1
242	308	38	1
233	309	38	1
217	310	38	1
220	310	38	1
224	310	38	1
226	310	38	1
228	310	38	1
232	310	38	1
233	310	38	1
217	311	38	1
220	311	38	1
226	311	38	1
230	311	38	1
231	311	38	1
235	311	38	3
219	312	38	1
230	312	38	1
234	312	38	1
240	312	38	1
221	313	38	1
241	313	38	1
245	313	38	1
232	314	38	1
237	314	38	3
229	315	38	1
236	315	38	1
238	315	38	1
243	315	38	2
226	316	38	1
228	316	38	1
236	316	38	1
230	317	38	1
237	317	38	2
240	317	38	1
243	317	38	1
235	318	38	1
231	319	38	1
237	319	38	1
229	320	38	1
212	321	38	2
229	321	38	1
220	322	38	1
232	323	38	1
215	265	39	1
192	270	39	1
216	270	39	1
189	273	39	1
215	273	39	1
214	274	39	1
214	275	39	2
218	276	39	1
214	277	39	1
220	278	39	1
218	280	39	1
204	281	39	1
223	281	39	1
190	282	39	1
214	282	39	1
191	285	39	1
196	286	39	1
199	286	39	1
205	286	39	2
206	286	39	1
218	288	39	1
201	289	39	1
203	289	39	1
239	289	39	1
197	290	39	1
200	290	39	1
204	290	39	1
211	290	39	1
215	290	39	1
193	291	39	1
213	291	39	1
233	291	39	2
211	292	39	1
221	292	39	1
239	292	39	1
209	293	39	1
221	293	39	1
224	293	39	1
227	293	39	1
238	293	39	1
202	294	39	1
204	294	39	1
228	294	39	1
237	294	39	2
207	295	39	1
216	295	39	1
226	295	39	1
236	295	39	2
219	296	39	1
239	296	39	1
194	297	39	1
196	297	39	1
197	297	39	1
203	297	39	1
205	297	39	1
220	297	39	1
223	297	39	1
224	297	39	1
230	297	39	1
233	297	39	1
240	297	39	1
241	297	39	1
202	298	39	1
219	298	39	1
223	298	39	1
233	298	39	1
226	299	39	1
233	299	39	1
230	300	39	1
233	300	39	1
229	301	39	1
233	301	39	2
234	301	39	1
226	302	39	1
231	302	39	1
226	303	39	1
230	303	39	1
239	303	39	1
244	304	39	1
229	305	39	1
236	305	39	1
241	305	39	1
214	307	39	1
223	307	39	1
243	308	39	1
216	309	39	1
218	309	39	1
226	309	39	1
227	309	39	2
228	309	39	2
233	309	39	1
239	309	39	1
240	309	39	2
219	310	39	1
221	310	39	1
225	310	39	1
242	310	39	3
218	311	39	1
226	311	39	1
231	311	39	1
232	311	39	1
233	311	39	1
239	312	39	2
217	313	39	1
224	313	39	1
227	313	39	1
229	313	39	1
239	313	39	1
240	313	39	1
243	313	39	1
216	314	39	1
217	314	39	1
239	314	39	1
240	314	39	1
241	314	39	1
238	315	39	1
239	315	39	1
242	315	39	1
236	316	39	1
244	316	39	1
231	318	39	1
228	319	39	1
230	319	39	1
237	319	39	2
241	320	39	1
215	321	39	2
219	321	39	1
230	321	39	1
233	321	39	1
230	322	39	1
234	323	39	2
212	327	39	1
214	274	40	1
201	278	40	1
191	285	40	1
204	285	40	1
206	286	40	2
194	287	40	1
204	287	40	1
193	288	40	1
202	288	40	1
210	288	40	1
211	290	40	1
192	292	40	1
209	292	40	1
221	292	40	1
207	293	40	1
234	293	40	1
217	294	40	1
227	294	40	1
227	295	40	1
241	295	40	1
203	296	40	1
211	296	40	1
215	296	40	1
241	297	40	1
203	298	40	1
214	299	40	1
225	299	40	1
229	299	40	1
230	301	40	2
233	302	40	1
228	303	40	1
229	304	40	1
242	305	40	1
213	306	40	1
227	307	40	1
238	307	40	1
223	308	40	1
225	308	40	1
239	308	40	1
215	309	40	1
222	310	40	1
224	310	40	2
225	310	40	1
226	310	40	1
242	310	40	1
196	311	40	1
219	311	40	1
220	311	40	1
241	311	40	2
217	312	40	1
229	312	40	1
232	312	40	2
220	313	40	1
223	313	40	2
236	313	40	1
225	314	40	1
238	314	40	1
242	314	40	1
235	315	40	1
239	315	40	1
234	316	40	1
236	316	40	1
237	316	40	1
240	316	40	1
218	317	40	1
226	317	40	1
246	318	40	1
221	319	40	1
230	319	40	2
238	319	40	1
239	319	40	1
212	325	40	1
226	292	41	1
209	294	41	2
213	294	41	2
213	297	41	1
235	301	41	1
228	304	41	1
232	304	41	1
224	305	41	1
228	305	41	1
231	305	41	1
223	306	41	3
227	307	41	1
229	307	41	1
224	308	41	1
241	308	41	1
196	309	41	1
224	309	41	1
222	310	41	1
224	310	41	1
240	310	41	2
222	311	41	1
233	311	41	1
217	312	41	1
221	312	41	1
242	312	41	1
