x	y	z	Activation of BH3-only proteins
240	286	21	1
232	278	24	1
246	284	24	1
244	287	24	1
251	287	24	1
244	291	24	1
232	265	25	1
231	268	25	2
236	268	25	1
238	270	25	1
228	272	25	2
238	273	25	2
232	274	25	1
233	274	25	1
235	275	25	1
237	275	25	1
238	275	25	1
232.5	276.5	25.5	1
248	276	25	1
231	277	25	1
232	277	25	1
247	277	25	1
232	278	25	1
236	278	25	2
237	278	25	1
239	279	25	1
240	279	25	1
241	279	25	3
247	279	25	1
249	279	25	1
239	280	25	1
235	281	25	1
248	281	25	1
235	282	25	1
237	282	25	1
238	282	25	1
247	282	25	1
249	282	25	1
232	283	25	1
234	283	25	2
236	283	25	1
241	283	25	1
213	284	25	1
234	284	25	2
237	284	25	2
243	284	25	2
247	284	25	1
249	284	25	1
250	284	25	1
252	284	25	1
234	285	25	1
239	285	25	4
246	285	25	1
250	285	25	1
232	286	25	1
233	286	25	1
242	286	25	1
249	287	25	1
252	287	25	1
224	288	25	1
250	289	25	1
252	289	25	1
235	290	25	1
236	290	25	1
240	290	25	3
235	291	25	1
238	291	25	1
242	291	25	1
237	292	25	1
239	292	25	1
239	293	25	1
244	293	25	1
237	295	25	1
245	295	25	1
239	296	25	1
242	296	25	1
227	300	25	1
240	300	25	1
239	302	25	2
229	264	26	1
231	264	26	1
237	266	26	1
233	268	26	1
228	270	26	1
250	270	26	1
235	271	26	1
236	271	26	3
217	272	26	1
226	272	26	3
239	272	26	1
236	274	26	1
238	274	26	1
232	275	26	1
233	275	26	1
236	275	26	1
245	275	26	1
234	276	26	1
213	277	26	1
231	277	26	1
249	277	26	2
231	278	26	1
232	278	26	1
234	278	26	2
236	278	26	1
237	278	26	2
239	278	26	1
243	278	26	2
207	279	26	1
231	279	26	1
236	279	26	1
236	280	26	1
240	280	26	1
241	280	26	1
247	280	26	2
239	281	26	1
240	281	26	2
244	281	26	1
249	281	26	1
215	282	26	1
233	282	26	1
242	282	26	2
245	282	26	1
250	282	26	2
253	282	26	2
227	283	26	1
233	283	26	1
238	283	26	1
239	283	26	2
241	283	26	1
249	283	26	1
212	284	26	2
214	284	26	1
232	284	26	1
235	284	26	1
236	284	26	1
237	284	26	1
241	284	26	1
246	284	26	1
252	284	26	1
211	285	26	2
232	285	26	1
240	285	26	1
244	285	26	1
246	285	26	1
247	285	26	1
236	286	26	1
237	286	26	1
238	286	26	1
240	286	26	1
242	286	26	1
246	286	26	2
249	286	26	1
250	286	26	1
252	286	26	1
254	286	26	1
224	287	26	1
237	287	26	1
247	287	26	2
252	287	26	1
223	289	26	1
227	289	26	1
232	289	26	2
238	289	26	1
250	289	26	2
225	290	26	1
236	290	26	1
237	290	26	1
240	290	26	1
244	290	26	1
226	291	26	1
238	292	26	1
239	292	26	1
237	293	26	1
238	293	26	1
247	293	26	1
253	293	26	1
240	294	26	1
241	294	26	1
222	295	26	1
240	295	26	1
242	295	26	1
244	295	26	1
245	295	26	1
236	297	26	1
242	297	26	1
242	298	26	1
239	299	26	1
240	299	26	1
225	300	26	1
227	300	26	1
236	300	26	1
182	255	27	1
183	258	27	1
188	259	27	1
226	259	27	1
228	259	27	1
229	259	27	1
184	260	27	1
235	260	27	2
237	260	27	1
185	261	27	1
186	261	27	1
230	261	27	1
235	261	27	1
237	261	27	1
184	262	27	2
186	262	27	1
236	262	27	2
238	262	27	1
181	263	27	1
210	263	27	1
215	263	27	1
231	263	27	1
235	263	27	1
224	264	27	1
226	264	27	1
228	264	27	1
230	264	27	1
181	265	27	1
225	265	27	1
226	265	27	1
233	265	27	1
234	265	27	2
237	265	27	1
217	266	27	1
227	266	27	1
231	266	27	1
232	266	27	1
234	266	27	1
179	267	27	1
182	267	27	1
226	267	27	1
229	267	27	1
233	267	27	1
241	267	27	1
250	267	27	1
229	268	27	1
234	268	27	1
239	268	27	1
248	268	27	1
228	269	27	1
234	269	27	4
236	269	27	1
238	269	27	2
218	270	27	1
227	270	27	1
232	270	27	1
234	270	27	1
240	270	27	1
206	271	27	1
211	271	27	1
222	271	27	2
223	271	27	1
232	271	27	1
239	271	27	2
240	271	27	1
247	271	27	1
249	271	27	1
176	272	27	1
179	272	27	1
206	272	27	1
207	272	27	1
222	272	27	1
228	272	27	2
236	272	27	1
239	272	27	1
205	273	27	1
213	273	27	1
220	273	27	1
239	273	27	1
240	273	27	1
251	273	27	1
179	274	27	1
207	274	27	1
213	274	27	1
221	274	27	1
224	274	27	1
229	274	27	1
231	274	27	1
233	274	27	2
236	274	27	1
243	274	27	1
250	274	27	1
218	275	27	2
230	275	27	1
232	275	27	1
236	275	27	1
238	275	27	1
242	275	27	1
245	275	27	1
247	275	27	1
250	275	27	1
208	276	27	1
210	276	27	1
214	276	27	1
217	276	27	1
219	276	27	1
222	276	27	2
238	276	27	1
240	276	27	1
244	276	27	1
247	276	27	1
204	277	27	1
205	277	27	1
211	277	27	1
224	277	27	1
232	277	27	1
237	277	27	1
240	277	27	1
246	277	27	1
204	278	27	2
210	278	27	2
214	278	27	2
220	278	27	2
230	278	27	1
233	278	27	2
239	278	27	1
231	279	27	2
232	279	27	1
235	279	27	1
236	279	27	1
237	279	27	1
252	279	27	1
205	280	27	2
235	280	27	1
236	280	27	1
241	280	27	1
