x	y	z	The NLRP3 inflammasome
229	259	32	1
242	259	32	1
216	260	32	1
228	260	32	1
244	261	32	1
246	261	32	2
196	262	32	1
216	262	32	2
221	262.666666666667	33	1
224	262	32	1
227	262	32	1
230	262	32	1
238	262	32	1
246	262	32	1
212	263	32	1
215	263	32	1
218	263	32	2
225	263	32	1
227	263	32	1
228	263	32	1
250	263	32	1
189	264	32	1
192	264	32	1
200	264	32	1
222	264	32	1
238	264	32	1
189	265	32	1
198	265	32	1
204	265	32	1
206	265	32	1
211	265	32	3
213	265	32	1
216	265	32	1
231	265	32	1
184	266	32	1
186	266	32	1
237	266	32	1
245	266	32	1
247	266	32	1
183	267	32	1
191	267	32	1
211	267	32	1
216	267	32	1
225	267	32	1
229	267	32	1
233	267	32	1
246	267	32	1
188	268	32	1
207	268	32	2
228	268	32	1
175	269	32	1
176	269	32	2
182	269	32	1
187	269	32	1
241	269	32	2
252	269	32	1
196	270	32	1
231	270	32	1
248	270	32	1
174	271	32	1
186	271	32	1
188	271	32	1
202	271	32	1
208	271	32	1
216	271	32	1
234	271	32	1
235	271	32	1
212	272	32	1
240	272	32	1
243	272	32	2
255	272	32	1
183	273	32	1
201	273	32	1
210	273	32	1
212	273	32	1
249	273	32	1
181	274	32	1
183	274	32	1
209	274	32	1
211	274	32	1
213	274	32	3
233	274	32	1
240	275	32	1
215	276	32	1
238	276	32	2
243	276	32	1
214	277	32	1
237	277	32	2
243	277	32	1
247	277	32	1
204	278	32	1
237	278	32	1
248	278	32	1
250	278	32	1
205	279	32	1
173	280	32	1
176	280	32	1
189	280	32	1
229	280	32	1
232	280	32	1
173	281	32	1
210	281	32	1
217	281	32	1
232	281	32	1
234	281	32	1
240	281	32	1
174	282	32	1
187	282	32	1
226	282	32	1
229	282	32	1
248	282	32	3
256	282	32	1
211	283	32	1
222	283	32	1
226	283	32	2
238	283	32	1
244	283	32	1
253	283	32	1
254	283	32	1
177	284	32	1
219	284	32	1
220	284	32	1
221	284	32	1
222	284	32	1
240	284	32	1
247	284	32	1
185	285	32	1
208	285	32	1
221	285	32	1
229	285	32	1
232	285	32	1
233	285	32	1
236	285	32	1
243	285	32	1
249	285	32	1
253	285	32	1
255	285	32	1
177	286	32	1
224	286	32	1
227	286	32	1
228	286	32	1
229	286	32	1
234	286	32	1
239	286	32	1
243	286	32	1
249	286	32	1
177	287	32	1
226	287	32	1
241	287	32	1
254	287	32	1
256	287	32	1
202	288	32	1
223	288	32	1
225	288	32	1
231	288	32	1
234	288	32	1
244	288	32	1
246	288	32	1
249	288	32	1
250	288	32	1
226	289	32	1
243	289	32	1
247	289	32	1
229	290	32	1
237	290	32	1
243	290	32	1
245	290	32	1
246	290	32	1
198	291	32	1
222	291	32	1
226	291	32	1
242	291	32	1
188	292	32	1
197	292	32	1
227	292	32	1
199	293	32	1
218	293	32	1
222	293	32	1
223	293	32	1
229	293	32	1
234	293	32	1
236	293	32	1
248	293	32	1
256	293	32	1
199	294	32	1
202	294	32	1
204	294	32	1
221	294	32	1
223	294	32	1
225	294	32	1
228	294	32	1
233	294	32	1
238	294	32	1
245	294	32	1
253	294	32	1
256	294	32	1
220	295	32	1
231	295	32	1
244	295	32	1
248	295	32	1
197	296	32	1
241	296	32	1
242	296	32	1
219	297	32	1
226	297	32	2
233	297	32	3
242	297	32	1
250	297	32	1
255	297	32	1
198	298	32	1
227	298	32	1
228	298	32	1
230	298	32	1
239	298	32	1
249	298	32	1
250	298	32	1
226	299	32	1
244	299	32	1
248	299	32	1
225	300	32	1
236	300	32	2
244	300	32	1
245	300	32	2
223	301	32	1
225	301	32	1
227	301	32	1
236	301	32	1
224	302	32	1
233	302	32	1
242	302	32	1
247	302	32	1
249	302	32	1
217	304	32	1
231	304	32	1
235	304	32	1
236	304	32	1
206	307	32	1
225	307	32	1
221	308	32	2
227	308	32	1
236	308	32	1
225	309	32	1
228	309	32	1
234	309	32	1
225	310	32	1
231	310	32	1
232	312	32	1
231	252	33	1
217	253	33	1
232	253	33	1
237	253	33	1
240	253	33	1
227	254	33	1
232	254	33	1
217	255	33	1
219	255	33	1
236	255	33	1
221	256	33	1
222	256	33	1
228	256	33	1
232	256	33	1
214	257	33	1
219	257	33	1
230	257	33	1
235	257	33	1
223	258	33	1
232	258	33	1
235	258	33	1
243	258	33	1
244	258	33	1
189	259	33	1
215	259	33	1
226	259	33	1
228	259	33	1
229	259	33	1
239	259	33	1
242	259	33	1
246	259	33	1
208	260	33	1
220	260	33	1
224	260	33	1
243	260	33	1
193	261	33	1
218	261	33	2
227	261	33	1
237	261	33	1
239	261	33	1
247	261	33	1
214	262	33	2
215	262	33	1
216	262	33	1
221	262	33	1
238	262	33	1
243	262	33	1
245	262	33	1
250	262	33	1
185	263	33	1
224	263	33	1
228	263	33	1
231	263	33	1
185	264	33	1
191	264	33	1
192	264	33	1
195	264	33	1
211	264	33	1
214	264	33	1
224	264	33	1
250	264	33	1
188	265	33	1
194	265	33	2
224	265	33	1
229	265	33	1
242	265	33	1
243	265	33	1
248	265	33	1
252	265	33	1
184	266	33	1
195	266	33	1
214	266	33	1
222	266	33	2
224	266	33	1
246	266	33	1
183	267	33	1
186	267	33	1
191	267	33	1
192	267	33	1
202	267	33	1
214	267	33	1
250	267	33	1
188	268	33	1
189	268	33	1
208	268	33	1
218	268	33	1
194	269	33	1
204	269	33	1
233	269	33	1
235	269	33	1
245	269	33	1
207	270	33	1
214	270	33	1
233	270	33	2
177	271	33	1
242	271	33	2
246	271	33	2
173	272	33	1
183	272	33	1
186	272	33	1
225	272	33	1
232	272	33	1
247	272	33	1
254	272	33	1
183	273	33	1
201	273	33	1
203	273	33	1
209	273	33	1
243	273	33	1
170	274	33	1
190	274	33	2
193	274	33	1
203	274	33	1
204	274	33	1
206	274	33	1
211	274	33	2
212	274	33	1
214	274	33	1
229	274	33	1
237	274	33	2
235	275	33	1
176	276	33	1
177	276	33	1
201	276	33	2
206	276	33	1
236	276	33	2
180	277	33	1
206	277	33	1
224	277	33	1
243	277	33	1
245	277	33	1
246	277	33	1
204	278	33	1
210	278	33	1
237	278	33	1
245	278	33	1
175	279	33	1
176	279	33	1
178	279	33	1
240	279	33	2
244	279	33	1
245	279	33	1
251	279	33	1
187	280	33	1
207	280	33	1
229	280	33	1
247	280	33	1
248	280	33	2
249	280	33	1
250	280	33	1
207	281	33	1
222	281	33	1
223	281	33	1
243	281	33	1
245	281	33	1
177	282	33	1
188	282	33	1
214	282	33	1
224	282	33	1
233	282	33	1
241	282	33	1
247	282	33	1
185	283	33	1
207	283	33	1
220	283	33	1
221	283	33	1
237	283	33	1
242	283	33	1
246	283	33	1
250	283	33	1
186	284	33	1
205	284	33	2
235	284	33	1
240	284	33	1
248	284	33	1
202	285	33	1
206	285	33	2
212	285	33	1
221	285	33	1
228	285	33	1
240	285	33	1
242	285	33	1
246	285	33	1
204	286	33	2
220	286	33	1
237	286	33	1
249	286	33	1
208	287	33	1
224	287	33	1
228	287	33	1
187	288	33	2
202	288	33	1
219	288	33	1
223	288	33	1
233	288	33	1
234	288	33	1
249	288	33	1
257	288	33	1
230	289	33	1
232	289	33	1
241.5	289.5	33.5	1
184	290	33	1
234	290	33	2
235	290	33	1
229	291	33	1
232	291	33	1
240	291	33	1
227	292	33	1
246	292	33	1
247	292	33	1
177	293	33	1
199	293	33	2
225	293	33	2
254	293	33	1
202	294	33	1
213	294	33	1
236	294	33	1
251	294	33	1
201	295	33	1
245	295	33	1
247	295	33	1
253	295	33	1
195	296	33	1
198	296	33	1
222	296	33	2
230	296	33	1
242	296	33	2
198	297	33	2
223	297	33	2
226	297	33	1
246	297	33	1
246	298	33	1
195	299	33	1
198	299	33	1
201	299	33	2
228	299	33	1
245	299	33	1
247	299	33	1
228	300	33	1
229	300	33	1
240	300	33	1
226	301	33	1
227	301	33	1
237	301	33	1
239	301	33	1
246	301	33	1
249	301	33	2
226	302	33	1
234	302	33	1
236	302	33	1
242	303	33	1
243	303	33	1
206	304	33	1
220	304	33	1
223	304	33	1
232	304	33	1
227	305	33	1
233	305	33	1
235	305	33	1
240	305	33	1
235	306	33	1
238	306	33	1
206	307	33	1
226	307	33	1
234	307	33	1
233	308	33	1
239	308	33	3
224	309	33	1
225	309	33	1
229	309	33	1
232	309	33	1
235	309	33	1
237	309	33	1
225	310	33	1
226	310	33	1
227	310	33	1
233	311	33	1
236	311	33	1
238	311	33	1
222	312	33	1
225	312	33	1
226	312	33	1
228	313	33	2
235	313	33	1
237	313	33	1
226	250	34	1
229	251	34	1
226	252	34	1
229	253	34	2
241	254	34	1
227	256	34	1
233	256	34	1
237	256	34	1
210	257	34	1
225	257	34	1
201	258	34	1
222	258	34	1
225	258	34	1
211	259	34	1
216	259	34	1
223	259	34	1
241	259	34	1
212	260	34	1
218	260	34	1
219	260	34	1
220	260	34	1
230	260	34	1
235	260	34	1
220	261	34	2
225	261	34	1
230	261	34	1
235	261	34	1
246	261	34	1
189	262	34	1
214	262	34	1
219	262	34	2
221	262	34	1
224	262	34	1
238	262	34	1
192	263	34	1
193	263	34	1
207	263	34	1
213	263	34	1
216	263	34	1
226	263	34	1
233	263	34	1
244	263	34	1
250	263	34	1
251	263	34	2
200	264	34	1
235	264	34	1
245	264	34	1
247	264	34	1
223	265	34	1
234	265	34	1
243	265	34	1
244	265	34	2
250	265	34	1
178	266	34	1
186	266	34	1
214	266	34	1
220	266	34	1
227	266	34	1
228	266	34	1
235	266	34	1
237	266	34	1
242	266	34	1
250	266	34	1
189	267	34	1
191	267	34	1
209	267	34	1
215	267	34	1
220	267	34	1
232	267	34	1
189	268	34	1
210	268	34	1
215	268	34	1
227	268	34	1
244	268	34	1
245	268	34	1
249	268	34	1
251	268	34	1
188	269	34	1
213	269	34	1
215	269	34	1
230	269	34	1
243	269	34	1
254	269	34	1
175	270	34	1
179	270	34	1
180	270	34	1
183	270	34	1
184	270	34	1
187	270	34	1
195	270	34	1
205	270	34	1
210	270	34	1
215	270	34	1
218	270	34	1
239	270	34	1
244	270	34	1
245	270	34	1
180	271	34	1
188	271	34	1
211	271	34	1
213	271	34	1
230	271	34	1
240	271	34	1
185	272	34	1
190	272	34	1
197	272	34	2
247	272	34	1
248	272	34	1
209	273	34	1
210	273	34	1
213	273	34	1
249	273	34	1
182	274	34	1
186	274	34	1
207	274	34	1
212	274	34	2
233	274	34	2
234	274	34	1
187	276	34	1
203	276	34	1
206	276	34	1
237	276	34	1
183	277	34	1
184	277	34	1
205	277	34	1
176	278	34	1
204	278	34	1
211	278	34	1
226	278	34	1
231	278	34	1
174	279	34	1
176	279	34	1
180	279	34	1
237	279	34	1
244	279	34	1
174	280	34	1
193	280	34	1
208	280	34	1
234	280	34	1
246	280	34	1
174	281	34	1
179	281	34	1
208	281	34	1
227	281	34	1
175	282	34	1
181	282	34	1
188	282	34	1
204	282	34	1
206	282	34	1
208	282	34	1
224	282	34	1
230	282	34	1
251	282	34	1
206	283	34	1
207	283	34	1
211	283	34	1
227	283	34	1
253	283	34	1
205	284	34	3
208	284	34	1
220	284	34	1
226	284	34	1
233	284	34	1
234	284	34	1
242	284	34	2
247	284	34	1
210	285	34	1
224	285	34	1
231	285	34	1
232	285	34	1
177	286	34	1
188	286	34	1
189	286	34	1
202	286	34	1
220	286	34	1
222	286	34	1
240	286	34	1
242	286	34	1
246	286	34	1
247	286	34	1
184	287	34	2
188	287	34	1
190	287	34	1
226	287	34	1
227	287	34	1
228	287	34	1
231	287	34	1
235	287	34	1
239	287	34	1
251	287	34	1
184	288	34	1
206	288	34	1
223	288	34	1
238	288	34	1
247	288	34	1
185	289	34	1
230	289	34	1
235	289	34	1
241	289	34	1
248	289	34	1
199	290	34	1
220	290	34	1
239	290	34	1
240	290	34	1
186	291	34	1
199	291	34	1
221	291	34	1
231	291	34	1
246	291	34	1
248	291	34	1
249	291	34	1
250	291	34	1
198	292	34	1
199	292	34	1
203	292	34	2
222	292	34	2
225	292	34	1
226	292	34	1
230	292	34	1
231	292	34	1
232	292	34	1
236	292	34	1
241	292	34	1
247	292	34	2
252	292	34	1
202	293	34	1
224	293	34	1
235	293	34	1
237	293	34	1
243	293	34	1
244	293	34	1
177	294	34	1
197	294	34	1
217	294	34	1
221	294	34	1
223	294	34	1
226	294	34	1
237	294	34	1
242	294	34	1
192	295	34	1
196	295	34	1
197	295	34	1
202	295	34	1
222	295	34	1
229	295	34	1
233	295	34	2
239	295	34	2
182	296	34	1
200	296	34	1
221	296	34	1
225	296	34	1
238	296	34	1
241	296	34	1
245	296	34	1
195	297	34	1
219	297	34	1
231	297	34	1
238	297	34	1
239	297	34	1
245	297	34	1
220	298	34	1
228	298	34	1
233	298	34	1
241	298	34	1
242	299	34	1
