x	y	z	Cholesterol biosynthesis
241	285	26	1
244	285	26	1
246	285	26	1
247	285	26	3
252	285	26	1
254	285	26	2
255	285	26	2
216	286	26	3
225	286	26	2
232	286	26	2
234	286	26	2
235	286	26	1
236	286	26	2
237	286	26	1
238	286	26	2
241	286	26	1
242	286	26	1
243	286	26	2
246	286	26	2
247	286	26	1
248	286	26	1
249	286	26	1
250	286	26	2
251	286	26	1
252	286	26	1
254	286	26	2
223	287	26	1
224	287	26	1
234	287	26	1
236	287	26	4
243	287	26	1
247	287	26	1
249	287	26	2
250	287	26	2
251	287	26	1
252	287	26	2
253	287	26	1
232	288	26	1
236	288	26	1
240	288	26	2
241	288	26	2
245	288	26	1
248	288	26	1
250	288	26	1
252	288	26	1
253	288	26	1
222	289	26	2
231	289	26	1
232	289	26	3
233	289	26	2
235	289	26	2
236	289	26	1
237	289	26	2
240	289	26	2
242	289	26	4
243	289	26	2
248	289	26	1
250	289	26	1
252	289	26	1
227	290	26	1
236	290	26	1
237	290	26	1
238	290	26	1
239	290	26	2
240	290	26	2
242	290	26	4
243	290	26	2
222	291	26	1
226	291	26	1
229	291	26	1
235	291	26	2
236	291	26	2
238	291	26	2
239	291	26	1
240	291	26	1
242	291	26	2
244	291	26	2
245	291	26	1
246	291	26	3
249	291	26	1
226	292	26	2
237	292	26	2
239	292	26	1
240	292	26	1
242	292	26	1
244	292	26	1
247	292	26	1
249	292	26	1
250	292	26	1
251	292	26	1
252	292	26	1
234	293	26	2
236	293	26	1
237	293	26	1
238	293	26	4
239	293	26	1
240	293	26	3
244	293	26	5
247	293	26	2
253	293	26	2
220	294	26	3
237	294	26	4
239	294	26	2
240	294	26	1
241	294	26	1
242	294	26	2
244	294	26	1
245	294	26	1
249	294	26	4
221	295	26	1
237	295	26	1
239	295	26	1
243	295	26	2
244	295	26	1
248	295	26	2
254	295	26	1
235	296	26	1
240	296	26	1
243	296	26	3
244	296	26	2
239	297	26	2
240	297	26	1
242	297	26	3
244	297	26	2
245	297	26	3
246	297	26	3
235	298	26	2
236	298	26	1
240	298	26	2
246	298	26	2
236	299	26	1
239	299	26	2
240	299	26	2
241	299	26	1
243	299	26	2
225	300	26	1
227	300	26	1
236	300	26	1
241	300	26	2
235	301	26	1
184	256	27	1
183	257	27	2
181	258	27	1
183	258	27	1
215	258	27	2
232	258	27	1
180	259	27	1
184	259	27	1
226	259	27	3
228	259	27	2
229	259	27	2
231	259	27	1
232	259	27	1
183	260	27	3
184	260	27	1
186	260	27	1
226	260	27	4
227	260	27	2
234	260	27	2
177	261	27	3
180	261	27	1
182	261	27	3
183	261	27	1
185	261	27	2
186	261	27	2
187	261	27	2
220	261	27	4
222	261	27	1
227	261	27	2
228	261	27	3
229	261	27	2
230	261	27	1
231	261	27	1
234	261	27	1
235	261	27	2
236	261	27	3
237	261	27	2
239	261	27	2
177	262	27	1
182	262	27	1
184	262	27	2
186	262	27	1
232	262	27	1
236	262	27	3
175	263	27	1
178	263	27	1
179	263	27	1
182	263	27	1
184	263	27	4
210	263	27	3
211	263	27	1
215	263	27	1
220	263	27	2
227	263	27	1
231	263	27	1
232	263	27	3
233	263	27	1
234	263	27	2
235	263	27	1
236	263	27	1
238	263	27	2
239	263	27	1
175	264	27	1
186	264	27	1
209	264	27	2
219	264	27	2
222	264	27	2
224	264	27	1
226	264	27	1
228	264	27	2
229	264	27	3
230	264	27	1
231	264	27	1
232	264	27	1
234	264	27	1
237	264	27	1
238	264	27	2
239	264	27	1
184	265	27	2
230	265	27	4
231	265	27	1
232	265	27	1
234	265	27	4
236	265	27	2
237	265	27	2
238	265	27	3
239	265	27	1
178	266	27	1
179	266	27	1
180	266	27	4
201	266	27	1
215	266	27	1
217	266	27	2
219	266	27	1
224	266	27	2
227	266	27	1
228	266	27	1
230	266	27	2
231	266	27	1
235	266	27	1
179	267	27	1
217	267	27	1
226	267	27	3
228	267	27	1
229	267	27	1
230	267	27	2
232	267	27	1
233	267	27	2
234	267	27	2
235	267	27	1
236	267	27	5
239	267	27	1
250	267	27	2
179	268	27	3
180	268	27	2
181	268	27	2
197	268	27	1
214	268	27	3
215	268	27	4
216	268	27	1
219	268	27	1
222	268	27	2
224	268	27	1
225	268	27	2
226	268	27	2
227	268	27	1
229	268	27	4
231	268	27	1
232	268	27	2
233	268	27	1
234	268	27	3
235	268	27	1
236	268	27	2
238	268	27	4
241	268	27	4
243	268	27	3
247	268	27	1
177	269	27	2
178	269	27	1
179	269	27	3
180	269	27	1
182	269	27	4
201	269	27	1
207	269	27	3
211	269	27	2
215	269	27	1
218	269	27	2
225	269	27	1
227	269	27	1
229	269	27	1
232	269	27	1
235	269	27	1
236	269	27	2
238	269	27	3
242	269	27	2
243	269	27	2
252	269	27	2
178	270	27	5
181	270	27	3
184	270	27	2
192	270	27	1
207	270	27	3
215	270	27	1
217	270	27	1
218	270	27	2
221	270	27	1
226	270	27	2
227	270	27	2
230	270	27	1
231	270	27	3
232	270	27	1
234	270	27	1
237	270	27	2
239	270	27	2
240	270	27	1
243	270	27	1
244	270	27	1
248	270	27	2
250	270	27	1
177	271	27	2
182	271	27	2
208	271	27	1
209	271	27	1
210	271	27	1
211	271	27	3
215	271	27	1
216	271	27	2
222	271	27	2
223	271	27	4
225	271	27	1
228	271	27	2
230	271	27	3
231	271	27	1
232	271	27	1
234	271	27	1
236	271	27	1
237	271	27	1
238	271	27	2
240	271	27	2
242	271	27	1
243	271	27	1
247	271	27	2
248	271	27	3
176	272	27	1
179	272	27	1
181	272	27	2
203	272	27	3
204	272	27	2
207	272	27	1
208	272	27	3
214	272	27	1
215	272	27	1
216	272	27	1
217	272	27	2
220	272	27	1
222	272	27	2
223	272	27	2
228	272	27	2
229	272	27	1
230	272	27	2
232	272	27	2
234	272	27	1
235	272	27	1
236	272	27	1
238	272	27	1
239	272	27	1
241	272	27	4
247	272	27	3
249	272	27	1
250	272	27	2
251	272	27	2
183	273	27	1
205	273	27	1
206	273	27	1
210	273	27	1
212	273	27	3
213	273	27	1
214	273	27	1
215	273	27	1
217	273	27	1
220	273	27	1
223	273	27	2
227	273	27	3
229	273	27	1
232	273	27	1
235	273	27	1
237	273	27	1
238	273	27	1
239	273	27	1
240	273	27	2
247	273	27	1
248	273	27	1
249	273	27	3
251	273	27	2
253	273	27	1
177	274	27	1
178	274	27	1
179	274	27	5
182	274	27	3
206	274	27	2
208	274	27	1
209	274	27	1
213	274	27	2
214	274	27	1
224	274	27	4
226	274	27	1
227	274	27	1
228	274	27	1
229	274	27	2
231	274	27	1
232	274	27	3
233	274	27	3
235	274	27	3
237	274	27	1
238	274	27	1
239	274	27	2
240	274	27	5
243	274	27	1
247	274	27	1
250	274	27	1
252	274	27	2
254	274	27	1
182	275	27	1
184	275	27	2
185	275	27	3
206	275	27	4
208	275	27	2
212	275	27	1
213	275	27	1
214	275	27	1
216	275	27	1
217	275	27	2
218	275	27	2
220	275	27	1
223	275	27	1
224	275	27	2
228	275	27	1
230	275	27	1
233	275	27	1
235	275	27	2
236	275	27	2
237	275	27	2
238	275	27	1
239	275	27	1
242	275	27	1
245	275	27	1
247	275	27	1
249	275	27	2
252	275	27	1
254	275	27	1
177	276	27	2
204	276	27	2
205	276	27	1
206	276	27	1
207	276	27	3
208	276	27	1
209	276	27	1
212	276	27	3
213	276	27	1
214	276	27	3
215	276	27	1
217	276	27	3
219	276	27	1
220	276	27	3
222	276	27	1
230	276	27	1
232	276	27	2
233	276	27	2
234	276	27	1
239	276	27	2
245	276	27	2
246	276	27	2
250	276	27	1
252	276	27	2
204	277	27	1
205	277	27	2
207	277	27	3
208	277	27	3
210	277	27	1
211	277	27	2
213	277	27	1
215	277	27	1
218	277	27	2
219	277	27	1
224	277	27	4
227	277	27	1
231	277	27	2
233	277	27	2
235	277	27	2
236	277	27	2
237	277	27	2
239	277	27	3
243	277	27	1
244	277	27	1
245	277	27	1
249	277	27	2
252	277	27	2
209	278	27	1
210	278	27	2
220	278	27	1
221	278	27	2
224	278	27	1
225	278	27	1
227	278	27	1
230	278	27	1
231	278	27	1
232	278	27	1
233	278	27	2
234	278	27	1
240	278	27	2
244	278	27	2
245	278	27	2
246	278	27	3
248	278	27	2
249	278	27	1
250	278	27	2
251	278	27	1
252	278	27	2
201	279	27	1
207	279	27	1
208	279	27	1
210	279	27	4
219	279	27	4
220	279	27	1
230	279	27	1
232	279	27	1
236	279	27	2
238	279	27	2
239	279	27	1
240	279	27	3
242	279	27	3
243	279	27	1
247	279	27	1
248	279	27	1
252	279	27	1
257	279	27	3
205	280	27	1
206	280	27	3
207	280	27	2
208	280	27	1
209	280	27	1
210	280	27	1
232	280	27	1
233	280	27	1
234	280	27	1
235	280	27	1
238	280	27	1
239	280	27	2
240	280	27	3
241	280	27	3
242	280	27	1
243	280	27	1
244	280	27	1
247	280	27	1
248	280	27	2
249	280	27	4
250	280	27	2
252	280	27	1
256	280	27	2
206	281	27	4
209	281	27	4
210	281	27	2
217	281	27	2
218	281	27	2
222	281	27	3
229	281	27	1
230	281	27	1
233	281	27	3
234	281	27	1
236	281	27	1
237	281	27	1
239	281	27	3
240	281	27	2
246	281	27	2
248	281	27	2
249	281	27	2
251	281	27	2
252	281	27	2
254	281	27	1
256	281	27	1
257	281	27	1
210	282	27	1
214	282	27	2
215	282	27	1
216	282	27	1
217	282	27	2
227	282	27	1
233	282	27	2
235	282	27	2
237	282	27	1
240	282	27	3
241	282	27	1
242	282	27	1
244	282	27	1
245	282	27	1
248	282	27	1
249	282	27	1
250	282	27	1
252	282	27	3
254	282	27	2
201	283	27	2
206	283	27	5
207	283	27	2
208	283	27	1
209	283	27	1
210	283	27	1
215	283	27	1
216	283	27	1
218	283	27	2
221	283	27	2
227	283	27	2
228	283	27	1
232	283	27	1
234	283	27	4
235	283	27	2
236	283	27	2
238	283	27	3
239	283	27	3
240	283	27	2
241	283	27	1
242	283	27	1
243	283	27	1
244	283	27	2
248	283	27	1
249	283	27	1
253	283	27	1
254	283	27	2
255	283	27	1
256	283	27	1
205	284	27	1
207	284	27	3
208	284	27	1
209	284	27	2
212	284	27	1
214	284	27	2
215	284	27	1
230	284	27	2
232	284	27	3
235	284	27	1
238	284	27	1
240	284	27	1
241	284	27	3
243	284	27	1
249	284	27	1
251	284	27	1
252	284	27	2
253	284	27	2
254	284	27	1
255	284	27	3
256	284	27	2
199	285	27	2
204	285	27	2
206	285	27	2
208	285	27	1
210	285	27	1
211	285	27	1
213	285	27	1
219	285	27	1
223	285	27	2
224	285	27	2
233	285	27	2
234	285	27	2
235	285	27	3
236	285	27	1
237	285	27	3
238	285	27	1
239	285	27	1
240	285	27	1
241	285	27	3
245	285	27	1
247	285	27	2
250	285	27	2
253	285	27	1
254	285	27	1
256	285	27	3
204	286	27	1
208	286	27	1
209	286	27	2
211	286	27	1
212	286	27	2
218	286	27	3
220	286	27	1
222	286	27	3
224	286	27	1
235	286	27	2
241	286	27	2
244	286	27	1
245	286	27	2
246	286	27	1
247	286	27	1
249	286	27	2
252	286	27	1
254	286	27	1
255	286	27	3
256	286	27	1
207	287	27	1
214	287	27	2
219	287	27	2
222	287	27	1
227	287	27	5
228	287	27	4
231	287	27	3
232	287	27	2
233	287	27	1
236	287	27	2
240	287	27	3
241	287	27	1
243	287	27	1
246	287	27	1
247	287	27	3
248	287	27	5
249	287	27	1
250	287	27	2
252	287	27	1
253	287	27	1
256	287	27	2
207	288	27	4
211	288	27	2
214	288	27	2
223	288	27	1
224	288	27	3
225	288	27	1
229	288	27	1
231	288	27	1
232	288	27	1
233	288	27	1
234	288	27	4
235	288	27	2
236	288	27	3
238	288	27	1
241	288	27	4
242	288	27	1
244	288	27	2
245	288	27	1
247	288	27	2
250	288	27	2
255	288	27	2
203	289	27	3
209	289	27	1
219	289	27	2
222	289	27	1
226	289	27	3
230	289	27	2
231	289	27	6
232	289	27	1
234	289	27	2
235	289	27	3
236	289	27	1
237	289	27	2
239	289	27	2
240	289	27	2
243	289	27	2
246	289	27	2
248	289	27	2
251	289	27	1
252	289	27	2
253	289	27	3
256	289	27	1
207	290	27	2
219	290	27	2
222	290	27	2
224	290	27	1
225	290	27	2
227	290	27	2
230	290	27	1
231	290	27	3
233	290	27	2
234	290	27	1
235	290	27	1
236	290	27	1
239	290	27	4
240	290	27	3
241	290	27	1
246	290	27	1
247	290	27	2
249	290	27	3
250	290	27	3
251	290	27	1
252	290	27	3
210	291	27	3
213	291	27	2
221	291	27	3
222	291	27	2
224	291	27	1
225	291	27	1
227	291	27	2
228	291	27	1
230	291	27	1
233	291	27	1
234	291	27	1
237	291	27	5
239	291	27	2
240	291	27	1
241	291	27	2
242	291	27	2
247	291	27	1
248	291	27	3
249	291	27	1
250	291	27	1
251	291	27	1
252	291	27	2
211	292	27	2
212	292	27	2
213	292	27	1
218	292	27	1
223	292	27	1
225	292	27	2
226	292	27	2
227	292	27	2
228	292	27	1
230	292	27	1
234	292	27	2
237	292	27	2
238	292	27	1
241	292	27	1
244	292	27	2
246	292	27	2
248	292	27	1
249	292	27	1
250	292	27	3
251	292	27	1
254	292	27	1
210	293	27	4
211	293	27	2
218	293	27	2
220	293	27	2
221	293	27	1
224	293	27	1
225	293	27	3
226	293	27	1
229	293	27	2
234	293	27	3
237	293	27	1
240	293	27	1
242	293	27	2
245	293	27	5
248	293	27	1
249	293	27	3
250	293	27	3
253	293	27	1
213	294	27	1
217	294	27	2
220	294	27	2
224	294	27	1
231	294	27	1
235	294	27	1
236	294	27	1
237	294	27	1
244	294	27	1
245	294	27	1
246	294	27	2
248	294	27	3
249	294	27	4
250	294	27	1
252	294	27	2
253	294	27	2
254	294	27	3
257	294	27	1
211	295	27	3
218	295	27	1
219	295	27	2
222	295	27	2
223	295	27	1
243	295	27	2
244	295	27	2
246	295	27	1
249	295	27	3
251	295	27	1
252	295	27	1
255	295	27	1
211	296	27	1
221	296	27	2
236	296	27	2
237	296	27	1
238	296	27	1
239	296	27	2
240	296	27	1
241	296	27	2
244	296	27	1
245	296	27	1
246	296	27	3
247	296	27	1
249	296	27	1
252	296	27	4
217	297	27	2
221	297	27	1
225	297	27	1
236	297	27	2
237	297	27	1
240	297	27	1
242	297	27	4
243	297	27	1
244	297	27	1
246	297	27	3
248	297	27	2
251	297	27	2
252	297	27	1
253	297	27	1
221	298	27	2
223	298	27	1
235	298	27	1
237	298	27	1
238	298	27	1
239	298	27	1
241	298	27	1
244	298	27	6
247	298	27	1
248	298	27	1
215	299	27	1
223	299	27	2
226	299	27	1
230	299	27	1
236	299	27	2
237	299	27	2
240	299	27	1
243	299	27	1
245	299	27	1
246	299	27	1
247	299	27	2
252	299	27	1
227	300	27	1
235	300	27	3
236	300	27	1
237	300	27	1
238	300	27	1
239	300	27	2
241	300	27	2
242	300	27	1
244	300	27	2
247	300	27	3
248	300	27	1
224	301	27	1
227	301	27	2
236	301	27	1
238	301	27	2
239	301	27	1
240	301	27	2
241	301	27	2
250	301	27	1
226	302	27	2
238	302	27	2
239	302	27	1
244	302	27	2
241	303	27	2
235	304	27	2
236	304	27	2
237	304	27	1
244	304	27	1
235	305	27	1
237	305	27	2
230	262	28	2
232	264	28	1
234	265	28	1
231	267	28	1
234	267	28	3
237	268	28	1
238	268	28	1
236	269	28	1
237	269	28	2
238	269	28	2
235	270	28	1
236	270	28	1
236	271	28	1
237	271	28	1
206	272	28	2
233	272	28	2
234	272	28	1
236	272	28	1
250	272	28	1
211	273	28	1
235	273	28	1
214	274	28	3
234	274	28	3
233	276	28	1
235	276	28	1
237	276	28	1
238	276	28	1
235	277	28	2
236	277	28	3
237	277	28	1
238	277	28	3
236	278	28	2
237	278	28	3
210	279	28	1
248	279	28	4
235	280	28	2
251	280	28	2
210	281	28	1
235	281	28	4
248	281	28	2
250	281	28	1
235	282	28	1
246	282	28	4
249	282	28	2
237	283	28	1
238	283	28	1
247	283	28	2
249	283	28	1
246	284	28	1
248	284	28	1
250	284	28	2
254	284	28	2
242	285	28	2
245	285	28	3
248	285	28	1
232	286	28	1
235	286	28	1
247	286	28	1
248	286	28	2
245	287	28	1
246	287	28	1
248	287	28	4
251	287	28	1
244	288	28	3
245	288	28	1
227	289	28	1
228	289	28	4
231	289	28	2
243	289	28	3
246	289	28	2
247	289	28	2
249	289	28	2
226	290	28	1
237	290	28	2
240	290	28	1
242	290	28	4
244	290	28	3
237	291	28	3
239	291	28	2
240	291	28	2
241	291	28	1
245	291	28	1
247	291	28	3
249	291	28	1
250	291	28	1
239	292	28	3
242	292	28	1
245	292	28	2
247	292	28	2
248	292	28	1
250	292	28	1
240	293	28	1
243	293	28	2
248	293	28	1
250	293	28	3
240	294	28	2
241	294	28	1
242	294	28	3
245	294	28	2
249	294	28	3
250	294	28	1
242	295	28	2
240	296	28	1
239	297	28	1
240	298	28	1
240	299	28	2
225	300	28	1
236	300	28	3
240	300	28	1
229	255	29	1
233	256	29	3
235	256	29	1
182	257	29	3
235	257	29	3
181	258	29	1
190	258	29	3
228	258	29	3
233	258	29	1
234	258	29	4
235	258	29	2
237	258	29	1
182	259	29	1
188	259	29	4
229	259	29	2
230	259	29	1
238	259	29	2
182	260	29	2
234	260	29	2
240	260	29	1
183	261	29	2
226	261	29	1
229	261	29	2
230	261	29	1
231	261	29	4
220	262	29	1
221	262	29	2
229	262	29	1
248	262	29	2
222	263	29	3
232	263	29	1
234	263	29	1
245	263	29	1
248	263	29	1
215	264	29	1
216	264	29	4
224	264	29	1
226	264	29	3
229	264	29	2
231	264	29	2
232	264	29	1
237	264	29	2
238	264	29	1
245	264	29	1
248	264	29	2
181	265	29	2
226	265	29	1
232	265	29	2
234	265	29	1
235	265	29	2
239	265	29	1
249	265	29	2
178	266	29	2
195	266	29	2
197	266	29	2
226	266	29	1
228	266	29	1
229	266	29	3
232	266	29	3
234	266	29	3
236	266	29	1
237	266	29	2
245	266	29	1
250	266	29	1
192	267	29	2
193	267	29	1
196	267	29	3
197	267	29	1
214	267	29	2
226	267	29	1
231	267	29	1
234	267	29	2
236	267	29	1
237	267	29	1
249	267	29	1
194	268	29	2
217	268	29	1
226	268	29	3
231	268	29	1
234	268	29	1
237	268	29	1
238	268	29	2
239	268	29	1
244	268	29	1
250	268	29	2
193	269	29	4
196	269	29	2
204	269	29	4
232	269	29	2
234	269	29	2
237	269	29	1
240	269	29	2
248	269	29	3
175	270	29	2
178	270	29	3
196	270	29	1
198	270	29	1
200	270	29	1
215	270	29	3
227	270	29	1
234	270	29	2
237	270	29	1
238	270	29	3
239	270	29	1
250	270	29	1
203	271	29	2
204	271	29	2
233	271	29	1
235	271	29	3
237	271	29	2
238	271	29	1
240	271	29	1
241	271	29	1
242	271	29	1
249	271	29	1
214	272	29	1
215	272	29	1
232	272	29	1
233	272	29	1
234	272	29	2
238	272	29	1
239	272	29	2
249	272	29	1
251	272	29	4
207	273	29	2
211	273	29	1
225	273	29	1
236	273	29	1
180	274	29	4
206	274	29	2
213	274	29	1
232	274	29	1
235	274	29	2
238	274	29	3
239	274	29	2
240	274	29	1
247	274	29	2
250	274	29	3
184	275	29	2
215	275	29	1
231	275	29	1
235	275	29	2
237	275	29	2
239	275	29	2
240	275	29	2
241	275	29	1
242	275	29	2
245	275	29	1
204	276	29	1
205	276	29	1
206	276	29	3
208	276	29	3
228	276	29	2
232	276	29	3
234	276	29	2
237	276	29	2
238	276	29	2
240	276	29	1
241	276	29	1
246	276	29	1
249	276	29	3
250	276	29	1
205	277	29	1
232	277	29	2
236	277	29	2
237	277	29	1
238	277	29	1
239	277	29	3
240	277	29	1
247	277	29	1
250	277	29	4
251	277	29	2
239	278	29	2
244	278	29	1
245	278	29	1
247	278	29	1
250	278	29	1
206	279	29	4
234	279	29	1
238	279	29	1
245	279	29	1
247	279	29	2
249	279	29	1
252	279	29	1
205	280	29	1
233	280	29	1
234	280	29	3
235	280	29	1
241	280	29	1
246	280	29	2
247	280	29	2
249	280	29	1
250	280	29	1
251	280	29	2
252	280	29	1
254	280	29	2
256	280	29	1
208	281	29	2
224	281	29	2
233	281	29	1
234	281	29	2
235	281	29	1
237	281	29	1
241	281	29	2
243	281	29	1
246	281	29	2
247	281	29	2
249	281	29	1
206	282	29	1
212	282	29	3
233	282	29	1
235	282	29	3
244	282	29	2
245	282	29	1
246	282	29	2
249	282	29	1
250	282	29	1
254	282	29	1
215	283	29	2
232	283	29	1
234	283	29	3
236	283	29	2
237	283	29	1
238	283	29	3
239	283	29	1
241	283	29	1
244	283	29	3
245	283	29	1
247	283	29	2
248	283	29	2
249	283	29	1
250	283	29	2
251	283	29	2
211	284	29	3
220	284	29	2
222	284	29	2
232	284	29	1
233	284	29	1
234	284	29	3
235	284	29	2
240	284	29	2
241	284	29	1
242	284	29	2
248	284	29	1
252	284	29	1
255	284	29	1
219	285	29	1
226	285	29	1
227	285	29	1
234	285	29	1
238	285	29	1
239	285	29	1
240	285	29	1
241	285	29	3
243	285	29	1
244	285	29	1
246	285	29	2
250	285	29	1
254	285	29	2
211	286	29	3
232	286	29	1
233	286	29	1
234	286	29	3
235	286	29	1
236	286	29	2
240	286	29	1
241	286	29	1
242	286	29	2
243	286	29	1
247	286	29	2
248	286	29	2
249	286	29	2
225	287	29	3
226	287	29	2
233	287	29	1
236	287	29	1
238	287	29	2
240	287	29	3
241	287	29	2
244	287	29	1
246	287	29	1
224	288	29	3
225	288	29	1
226	288	29	1
228	288	29	2
234	288	29	4
235	288	29	2
236	288	29	2
240	288	29	1
241	288	29	3
243	288	29	1
244	288	29	1
246	288	29	1
253	288	29	1
225	289	29	4
227	289	29	1
228	289	29	4
236	289	29	1
240	289	29	2
243	289	29	2
244	289	29	2
245	289	29	1
250	289	29	1
254	289	29	1
222	290	29	1
228	290	29	1
237	290	29	1
239	290	29	2
242	290	29	1
245	290	29	1
246	290	29	1
