x	y	z	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
232	278	24	1
237	278	24	1
251	287	24	1
243	288	24	1
244	288	24	1
244	289	24	1
248	289	24	1
232	265	25	1
231	268	25	1
239	272	25	1
232	274	25	1
235	275	25	1
236	275	25	1
232.5	276.5	25.5	2
234	276	25	1
233	277	25	1
235	277	25	1
232	279	25	1
233	279	25	1
235	279	25	1
236	280	25	1
231	281	25	2
248	281	25	1
231	282	25	1
232	282	25	1
235	282	25	1
237	282	25	1
238	282	25	2
245	282	25	1
238	283	25	1
239	283	25	1
240	283	25	1
243	283	25	1
233	284	25	2
234	284	25	1
236	284	25	1
237	284	25	1
241	284	25	1
215	285	25	2
235	285	25	1
236	285	25	1
237	285	25	1
239	285	25	1
248	285	25	1
252	285	25	1
242	286	25	1
245	286	25	1
250	286	25	1
223	287	25	1
246	287	25	1
235	288	25	2
239	288	25	1
241	289	25	1
244	289	25	1
236	290	25	1
237	290	25	1
238	290	25	1
246	290	25	1
226	291	25	2
235	291	25	1
238	292	25	1
250	292	25	1
239	293	25	1
239	294	25	2
240	294	25	1
243	294	25	2
234	295	25	1
237	295	25	1
241	295	25	1
239	296	25	1
242	296	25	1
244	296	25	1
238	300	25	1
239	300	25	1
229	262	26	1
231	264	26	1
234	270	26	1
236	270	26	1
237	270	26	1
229	271	26	1
236	271	26	1
215	272	26	1
224	272	26	2
230	272	26	1
239	272	26	1
237	273	26	1
233	274	26	1
238	274	26	1
233	275	26	1
249	275	26	1
232	276	26	1
210	277	26	1
231	277	26	2
237	278	26	1
243	278	26	1
249	278	26	1
207	279	26	1
231	279	26	2
240	279	26	1
241	279	26	1
233	280	26	1
238	280	26	1
241	280	26	1
242	280	26	1
247	280	26	1
248	280	26	1
217	281	26	1
232	281	26	1
249	282	26	1
253	282	26	1
209	283	26	1
241	283	26	1
243	283	26	1
211	285	26	1
214	285	26	1
240	285	26	1
250	285	26	1
253	285	26	1
254	285	26	1
237	286	26	2
238	286	26	1
242	286	26	1
243	286	26	2
223	287	26	1
224	287	26	2
232	287	26	3
236	287	26	1
239	287	26	1
232	288	26	1
241	288	26	1
243	288	26	2
252	288	26	1
222	289	26	1
227	289	26	1
234	289	26	1
242	289	26	1
228	290	26	1
238	291	26	1
244	291	26	2
226	292	26	1
237	292	26	1
238	292	26	2
252	292	26	1
239	293	26	2
244	293	26	1
246	293	26	1
239	294	26	1
240	294	26	2
244	294	26	1
234	295	26	1
254	295	26	1
239	296	26	1
240	296	26	1
244	296	26	1
239	297	26	1
240	297	26	1
236	299	26	1
239	299	26	1
240	299	26	1
241	299	26	1
235	301	26	2
182	255	27	1
184	255	27	1
183	258	27	1
215	258	27	1
180	259	27	2
183	259	27	1
226	259	27	1
183	260	27	2
184	260	27	1
226	260	27	1
240	260	27	1
182	261	27	1
184	262	27	1
227	262	27	1
229	262	27	1
232	262	27	1
181	263	27	1
185	263	27	1
211	263	27	2
215	263	27	1
235	263	27	1
236	263	27	1
222	264	27	1
221	265	27	1
215	266	27	1
226	266	27	1
230	266	27	2
237	266	27	1
179	267	27	2
214	267	27	1
226	267	27	1
231	267	27	1
234	267	27	1
235	267	27	1
240	267	27	1
241	267	27	1
250	267	27	1
197	268	27	1
219	268	27	1
224	268	27	1
227	268	27	1
228	268	27	2
230	268	27	3
231	268	27	2
237	268	27	1
240	268	27	3
241	268	27	1
248	268	27	1
178	269	27	1
211	269	27	1
213	269	27	1
225	269	27	2
229	269	27	2
233	269	27	2
236	269	27	1
237	269	27	3
252	269	27	1
197	270	27	1
207	270	27	1
217	270	27	1
227	270	27	1
228	270	27	2
239	270	27	1
240	270	27	1
178	271	27	1
180	271	27	2
209	271	27	1
222	271	27	1
231	271	27	1
239	271	27	2
249	271	27	2
181	272	27	1
208	272	27	1
213	272	27	1
223	272	27	1
225	272	27	1
229	272	27	1
230	272	27	1
231	272	27	1
235	272	27	1
236	272	27	1
240	272	27	1
247	272	27	1
251	272	27	1
183	273	27	1
217	273	27	1
231	273	27	1
213	274	27	1
214	274	27	1
233	274	27	1
235	274	27	1
239	274	27	2
247	274	27	1
222	275	27	1
223	275	27	1
232	275	27	1
233	275	27	1
235	275	27	2
236	275	27	1
237	275	27	1
242	275	27	1
249	275	27	1
252	275	27	1
207	276	27	1
208	276	27	1
245	276	27	1
252	276	27	1
207	277	27	1
210	277	27	1
218	277	27	1
231	277	27	1
239	277	27	1
244	277	27	2
246	277	27	1
208	278	27	1
211	278	27	2
224	278	27	1
231	278	27	1
238	278	27	3
244	278	27	1
201	279	27	2
219	279	27	1
232	279	27	1
234	279	27	1
235	279	27	1
237	279	27	1
239	279	27	1
241	279	27	1
244	279	27	2
248	279	27	1
249	279	27	1
250	279	27	1
252	279	27	1
204	280	27	1
206	280	27	2
207	280	27	2
209	280	27	2
214	280	27	1
238	280	27	1
240	280	27	1
247	280	27	1
248	280	27	1
252	280	27	1
256	280	27	1
206	281	27	1
209	281	27	2
228	281	27	1
229	281	27	1
233	281	27	1
238	281	27	1
213	282	27	1
214	282	27	1
217	282	27	1
236	282	27	1
239	282	27	1
244	282	27	1
249	282	27	1
250	282	27	1
253	282	27	1
207	283	27	1
215	283	27	2
218	283	27	1
221	283	27	1
232	283	27	2
238	283	27	1
242	283	27	1
249	283	27	1
254	283	27	1
205	284	27	1
210	284	27	1
212	284	27	1
213	284	27	1
214	284	27	1
215	284	27	1
232	284	27	2
240	284	27	2
251	284	27	1
252	284	27	2
255	284	27	2
257	284	27	1
200	285	27	1
204	285	27	1
215	285	27	1
245	285	27	1
255	285	27	2
207	286	27	1
208	286	27	1
209	286	27	1
214	286	27	1
233	286	27	1
235	286	27	1
240	286	27	1
241	286	27	1
244	286	27	1
249	286	27	1
255	286	27	1
256	286	27	1
210	287	27	2
243	287	27	1
247	287	27	1
252	287	27	1
228	288	27	1
241	288	27	1
243	288	27	1
246	288	27	1
210	289	27	1
222	289	27	1
225	289	27	1
230	289	27	1
234	289	27	1
240	289	27	1
246	289	27	1
248	289	27	1
254	289	27	1
256	289	27	1
207	290	27	1
214	290	27	3
221	290	27	1
225	290	27	1
231	290	27	1
233	290	27	1
236	290	27	1
241	290	27	1
246	290	27	1
221	291	27	1
228	291	27	2
229	291	27	1
236	291	27	2
237	291	27	1
242	291	27	1
248	291	27	1
212	292	27	1
222	292	27	4
223	292	27	1
224	292	27	1
225	292	27	1
228	292	27	1
229	292	27	1
230	292	27	1
244	292	27	1
250	292	27	2
253	292	27	1
210	293	27	1
221	293	27	1
224	293	27	1
227	293	27	1
247	293	27	1
250	293	27	1
217	294	27	1
224	294	27	1
225	294	27	3
245	294	27	1
246	294	27	1
250	294	27	1
221	295	27	1
239	295	27	1
243	295	27	1
252	295	27	1
255	295	27	1
255	296	27	1
