x	y	z	CREB1 phosphorylation through the activation of Adenylate Cyclase
251	294	32	1
256	294	32	1
195	295	32	1
218	295	32	2
243	295	32	1
244	295	32	1
245	295	32	1
253	295	32	1
200	296	32	1
226	296	32	2
232	296	32	2
234	296	32	1
241	296	32	1
245	296	32	1
250	296	32	3
251	296	32	1
255	296	32	1
198	297	32	1
227	297	32	2
234	297	32	1
249	297	32	1
254	297	32	1
195	298	32	1
197	298	32	1
198	298	32	1
202	298	32	1
220	298	32	1
221	298	32	1
227	298	32	1
237	298	32	1
196	299	32	1
197	299	32	1
226	299	32	1
228	299	32	1
243	299	32	1
245	299	32	1
197	300	32	1
225	300	32	2
248	300	32	2
231	301	32	2
233	301	32	2
240	301	32	1
241	301	32	1
243	301	32	1
244	301	32	1
248	301	32	1
249	301	32	1
224	302	32	3
229	302	32	2
231	302	32	1
233	302	32	1
238	302	32	1
223	303	32	1
229	303	32	1
232	303	32	1
234	303	32	1
241	303	32	1
220	304	32	2
230	304	32	1
231	304	32	1
234	304	32	1
235	304	32	5
237	304	32	1
238	304	32	1
241	304	32	1
204	305	32	1
226	305	32	1
235	305	32	1
238	305	32	1
208	306	32	1
222	306	32	2
230	306	32	2
233	306	32	1
221	307	32	1
236	307	32	1
221	308	32	1
235	308	32	2
236	308	32	1
226	309	32	2
232	309	32	1
235	309	32	1
225	310	32	1
225	311	32	1
234	311	32	1
232	312	32	1
231	252	33	1
222	253	33	1
193	254	33	1
217	254	33	1
230	254	33	2
236	254	33	1
223	255	33	2
224	255	33	1
235	255	33	2
237	255	33	1
215	256	33	1
221	256	33	1
222	256	33	1
223	256	33	1
227	256	33	2
232	256	33	2
237	256	33	1
238	256	33	1
240	256	33	1
217	257	33	1
218	257	33	2
221	257	33	1
224	257	33	1
227	257	33	1
230	257	33	1
215	258	33	1
218	258	33	1
221	258	33	1
239	258	33	2
242	258	33	1
201	259	33	1
209	259	33	1
213	259	33	1
216	259	33	2
217	259	33	1
218	259	33	1
225	259	33	1
226	259	33	1
227	259	33	1
232	259	33	1
208	260	33	3
217	260	33	2
231	260	33	1
238	260	33	1
239	260	33	1
240	260	33	1
246	260	33	1
220	261	33	1
225	261	33	1
228	261	33	2
230	261	33	1
240	261	33	1
210	262	33	1
211	262	33	1
212	262	33	1
214	262	33	1
218	262	33	1
236	262	33	1
239	262	33	1
241	262	33	1
242	262	33	1
243	262	33	1
245	262	33	1
250	262	33	1
189	263	33	1
190	263	33	1
193	263	33	1
199	263	33	1
214	263	33	1
218	263	33	1
220	263	33	1
228	263	33	1
240	263	33	1
187	264	33	1
188	264	33	1
191	264	33	1
211	264	33	1
215	264	33	1
217	264	33	1
225	264	33	1
237	264	33	1
238	264	33	1
239	264	33	1
248	264	33	1
186	265	33	1
210	265	33	1
211	265	33	1
212	265	33	1
219	265	33	1
229	265	33	2
242	265	33	1
243	265	33	1
247	265	33	1
248	265	33	2
251	265	33	1
189	266	33	1
190	266	33	1
194	266	33	2
214	266	33	1
215	266	33	2
216	266	33	1
218	266	33	1
219	266	33	1
228	266	33	1
230	266	33	1
240	266	33	1
241	266	33	1
249	266	33	1
184	267	33	1
186	267	33	1
197	267	33	1
210	267	33	1
212	267	33	1
214	267	33	2
217	267	33	1
221	267	33	1
231	267	33	1
242	267	33	2
244	267	33	1
247	267	33	1
206	268	33	1
218	268	33	2
245	268	33	2
191	269	33	2
201	269	33	1
204	269	33	1
209	269	33	1
211	269	33	2
224	269	33	1
227	269	33	1
232	269	33	1
239	269	33	1
241	269	33	1
243	269	33	1
246	269	33	2
251	269	33	1
174	270	33	1
179	270	33	1
187	270	33	1
212	270	33	1
223	270	33	1
242	270	33	1
244	270	33	1
251	270	33	1
252	270	33	1
180	271	33	1
181	271	33	1
192	271	33	1
210	271	33	4
215	271	33	1
224	271	33	1
241	271	33	2
242	271	33	1
246	271	33	1
176	272	33	1
177	272	33	1
178	272	33	1
182	272	33	1
184	272	33	1
187	272	33	1
201	272	33	2
234	272	33	1
247	272	33	1
250	272	33	1
251	272	33	1
181	273	33	1
203	273	33	2
205	273	33	1
211	273	33	2
213	273	33	1
227	273	33	1
241	273	33	1
174	274	33	1
181	274	33	1
205	274	33	1
206	274	33	1
208	274	33	1
210	274	33	1
236	274	33	1
243	274	33	1
245	274	33	1
250	274	33	1
186	275	33	1
200	275	33	1
206	275	33	1
207	275	33	2
213	275	33	1
215	275	33	3
227	275	33	1
235	275	33	1
237	275	33	1
241	275	33	1
244	275	33	1
250	275	33	1
251	275	33	1
174	276	33	1
186	276	33	1
201	276	33	1
205	276	33	1
208	276	33	1
237	276	33	2
243	276	33	1
173	277	33	2
178	277	33	1
183	277	33	1
187	277	33	1
202	277	33	1
224	277	33	1
227	277	33	1
232	277	33	1
236	277	33	1
237	277	33	1
244	277	33	1
247	277	33	1
205	278	33	1
223	278	33	4
239	278	33	1
176	279	33	1
210	279	33	1
222	279	33	1
244	279	33	1
245	279	33	1
175	280	33	1
176	280	33	1
210	280	33	1
221	280	33	1
241	280	33	1
249	280	33	1
175	281	33	1
176	281	33	1
186	281	33	1
206	281	33	1
207	281	33	1
219	281	33	1
239	281	33	1
244	281	33	2
245	281	33	1
248	281	33	2
250	281	33	1
177	282	33	1
178	282	33	1
213	282	33	1
222	282	33	1
223	282	33	1
224	282	33	1
230	282	33	1
234	282	33	1
238	282	33	1
242	282	33	1
243	282	33	1
189	283	33	1
212	283	33	1
225	283	33	3
227	283	33	1
232	283	33	1
238	283	33	1
243	283	33	1
246	283	33	1
250	283	33	2
253	283	33	1
176	284	33	1
210	284	33	1
231	284	33	1
234	284	33	1
244	284	33	1
248	284	33	1
254	284	33	1
175	285	33	1
178	285	33	1
202	285	33	1
206	285	33	1
212	285	33	2
222	285	33	1
225	285	33	2
227	285	33	2
233	285	33	1
234	285	33	1
236	285	33	2
237.5	285.5	33.5	1
238	285	33	1
240	285	33	1
245	285	33	1
253	285	33	1
254	285	33	1
185	286	33	1
203	286	33	1
207	286	33	1
226	286	33	1
228	286	33	1
230	286	33	1
236	286	33	1
237	286	33	1
242	286	33	1
244	286	33	1
245	286	33	1
179	287	33	2
205	287	33	1
220	287	33	2
222	287	33	1
224	287	33	3
229	287	33	1
236	287	33	2
251	287	33	2
223	288	33	2
245	288	33	1
249	288	33	1
184	289	33	1
200	289	33	1
222	289	33	1
230	289	33	1
244	289	33	1
246	289	33	1
197	290	33	1
207	290	33	1
222	290	33	1
225	290	33	1
231	290	33	1
232	290	33	2
234	290	33	1
235	290	33	1
238	290	33	2
248	290	33	1
185	291	33	1
199	291	33	1
222	291	33	1
225	291	33	1
247	291	33	1
257	291	33	1
200	292	33	1
239	292	33	1
254	292	33	1
256	292	33	1
230	293	33	1
177	294	33	1
187	294	33	1
223	294	33	1
231	294	33	1
235	294	33	1
237	294	33	1
244	294	33	1
246	294	33	2
256	294	33	1
201	295	33	1
225	295	33	1
228	295	33	1
229	295	33	2
238	295	33	1
250	295	33	1
179	296	33	1
194	296	33	1
226	296	33	1
231	296	33	1
241	296	33	1
255	296	33	1
196	297	33	1
202	297	33	1
224	297	33	1
225	297	33	1
227	297	33	1
231	297	33	1
234	297	33	1
246	297	33	1
182	298	33	2
194	298	33	1
195	298	33	1
198	298	33	1
236	298	33	1
238	298	33	2
243	298	33	2
196	299	33	2
197	299	33	2
223	299	33	1
229	299	33	1
236	299	33	1
237	299	33	2
239	299	33	1
241	299	33	1
245	299	33	2
247	299	33	1
196	300	33	1
229	300	33	1
230	300	33	1
246	300	33	1
227	301	33	2
229	301	33	2
237	301	33	1
244	301	33	1
225	302	33	1
231	302	33	1
232	302	33	1
237	302	33	1
245	302	33	1
225	303	33	2
228	303	33	1
231	303	33	1
232	303	33	1
233	303	33	1
234	303	33	1
206	304	33	1
220	304	33	1
227	304	33	2
229	304	33	1
230	304	33	1
238	304	33	1
239	304	33	1
207	305	33	2
225	305	33	1
227	305	33	1
235	305	33	1
240	305	33	1
199	306	33	2
238	306	33	1
242	306	33	1
201	307	33	2
223	307	33	1
234	307	33	1
237	308	33	2
221	309	33	1
224	309	33	2
225	309	33	1
226	309	33	1
228	309	33	1
224	310	33	1
226	310	33	1
233	310	33	1
239	310	33	2
226	311	33	1
227	311	33	1
228	311	33	1
225	312	33	1
225	313	33	2
228	314	33	1
232	314	33	1
230	315	33	1
228	251	34	1
226	252	34	1
226	253	34	1
228	253	34	1
229	253	34	1
226	254	34	1
228	254	34	1
218	255	34	1
224	255	34	1
226	255	34	1
230	255	34	2
237	255	34	1
227	256	34	1
241	256	34	1
216	257	34	1
219	257	34	1
221	257	34	1
223	257	34	1
241	257	34	1
243	257	34	1
200	258	34	1
216	258	34	1
220	258	34	1
226	258	34	1
227	258	34	1
228	258	34	1
233	258	34	2
237	258	34	1
217	259	34	1
244	259	34	1
192	260	34	2
214	260	34	1
215	260	34	1
224	260	34	1
226	260	34	1
229	260	34	1
235	260	34	1
237	260	34	1
238	260	34	1
242	260	34	1
190	261	34	1
195	261	34	2
211	261	34	1
214	261	34	1
220	261	34	1
223	261	34	1
235	261	34	1
242	261	34	1
246	261	34	1
192	262	34	1
193	262	34	1
210	262	34	1
216	262	34	3
217	262	34	1
226	262	34	1
229	262	34	1
233	262	34	1
235	262	34	1
238	262	34	1
240	262	34	1
250	262	34	1
206	263	34	1
207	263	34	1
211	263	34	1
213	263	34	1
218	263	34	2
234	263	34	1
236	263	34	1
238	263	34	1
249	263	34	1
252	263	34	2
187	264	34	1
203	264	34	1
205	264	34	1
213	264	34	1
215	264	34	3
219	264	34	1
227	264	34	1
239	264	34	1
249	264	34	2
176	265	34	3
187	265	34	1
207	265	34	1
213	265	34	1
243	265	34	1
245	265	34	1
178	266	34	1
184	266	34	1
194	266	34	1
196	266	34	2
208	266	34	1
210	266	34	1
225	266	34	1
237	266	34	1
240	266	34	1
241	266	34	2
243	266	34	2
246	266	34	1
249	266	34	1
251	266	34	1
208	267	34	1
211	267	34	1
216	267	34	1
217	267	34	1
218	267	34	1
220	267	34	1
221	267	34	1
224	267	34	2
240	267	34	1
243	267	34	1
247	267	34	1
188	268	34	1
191	268	34	1
194	268	34	1
207	268	34	1
214	268	34	1
215	268	34	1
245	268	34	1
246	268	34	1
247	268	34	1
250	268	34	2
171	269	34	1
176	269	34	2
187	269	34	1
188	269	34	1
189	269	34	1
191	269	34	1
192	269	34	1
193	269	34	2
194	269	34	1
197	269	34	1
208	269	34	1
209	269	34	1
212	269	34	1
213	269	34	1
216	269	34	1
217	269	34	2
219	269	34	2
232	269	34	1
233	269	34	1
235	269	34	1
236	269	34	1
248	269	34	1
249	269	34	1
179	270	34	1
185	270	34	1
189	270	34	2
196	270	34	1
200	270	34	1
201	270	34	1
205	270	34	1
214	270	34	1
215	270	34	1
216	270	34	1
218	270	34	1
241	270	34	1
243	270	34	1
173	271	34	1
187	271	34	1
188	271	34	1
206	271	34	2
212	271	34	1
226	271	34	2
230	271	34	2
234	271	34	1
239	271	34	1
246	271	34	1
248	271	34	1
250	271	34	1
176	272	34	2
179	272	34	1
186	272	34	1
197	272	34	2
203	272	34	1
211	272	34	1
212	272	34	1
228	272	34	1
229	272	34	1
240	272	34	1
245	272	34	1
197	273	34	1
204	273	34	1
205	273	34	1
207	273	34	1
210	273	34	1
212	273	34	1
214	273	34	1
216	273	34	1
231	273	34	1
239	273	34	1
245	273	34	1
183	274	34	1
187	274	34	1
206	274	34	1
215	274	34	3
218	274	34	1
226	274	34	1
232	274	34	1
233	274	34	1
235	274	34	1
237	274	34	1
179	275	34	1
207	275	34	1
208	275	34	1
213	275	34	2
216	275	34	1
217	275	34	2
219	275	34	1
227	275	34	1
231	275	34	1
233	275	34	1
238	275	34	1
245	275	34	1
246	275	34	2
174	276	34	1
184	276	34	2
212	276	34	1
219	276	34	1
237	276	34	2
175	277	34	1
203	277	34	1
206	277	34	1
207	277	34	1
236	277	34	2
238	277	34	1
241	277	34	1
244	277	34	2
178	278	34	1
202	278	34	1
212	278	34	1
243	278	34	1
244	278	34	1
176	279	34	1
177	279	34	1
192	279	34	1
204	279	34	1
207	279	34	1
227	279	34	1
232	279	34	2
244	279	34	1
173	280	34	1
177	280	34	1
224	280	34	2
234	280	34	1
236	280	34	1
248	280	34	1
249	280	34	1
177	281	34	1
179	281	34	1
192	281	34	2
203	281	34	1
206	281	34	1
207	281	34	1
228	281	34	1
232	281	34	1
233	281	34	1
248	281	34	1
250	281	34	1
214	282	34	1
215	282	34	1
226	282	34	1
229	282	34	1
232	282	34	1
235	282	34	2
251	282	34	1
179	283	34	1
181	283	34	1
204	283	34	1
206	283	34	1
208	283	34	1
218	283	34	1
232	283	34	1
233	283	34	1
237	283	34	1
247	283	34	1
251	283	34	1
176	284	34	1
178	284	34	1
205	284	34	1
211	284	34	3
224	284	34	2
229	284	34	1
231	284	34	1
233	284	34	1
238	284	34	1
245	284	34	2
246	284	34	1
254	284	34	1
176	285	34	1
177	285	34	1
181	285	34	1
202	285	34	1
205	285	34	1
210	285	34	1
218	285	34	1
221	285	34	1
232	285	34	2
233	285	34	1
246	285	34	1
177	286	34	1
186	286	34	1
187	286	34	1
188	286	34	1
189	286	34	1
190	286	34	1
202	286	34	1
203	286	34	1
208	286	34	1
222	286	34	1
224	286	34	2
226	286	34	1
243	286	34	2
199	287	34	1
208	287	34	1
209	287	34	2
219	287	34	1
226	287	34	1
227	287	34	1
236	287	34	1
238	287	34	1
251	287	34	1
177	288	34	1
185	288	34	1
200	288	34	3
202	288	34	2
220	288	34	2
223	288	34	1
224	288	34	1
227	288	34	2
228	288	34	1
230	288	34	2
231	288	34	1
235	288	34	1
239	288	34	1
240	288	34	1
247	288	34	1
253	288	34	1
199	289	34	1
203	289	34	1
219	289	34	1
228	289	34	1
230	289	34	1
185	290	34	1
187	290	34	1
203	290	34	1
225	290	34	1
240	290	34	1
247	290	34	1
253	290	34	2
182	291	34	1
185	291	34	2
200	291	34	2
223	291	34	1
229	291	34	1
235	291	34	3
244	291	34	1
247	291	34	1
255	291	34	1
187	292	34	1
198	292	34	1
203	292	34	1
223	292	34	1
228	292	34	2
229	292	34	1
231	292	34	2
238	292	34	1
241	292	34	2
242	292	34	1
247	292	34	1
190	293	34	1
204	293	34	1
205	293	34	1
207	293	34	1
222	293	34	1
223	293	34	1
231	293	34	1
241	293	34	1
243	293	34	1
251	293	34	1
190	294	34	1
195	294	34	2
221	294	34	1
224	294	34	1
246	294	34	2
198	295	34	3
202	295	34	1
203	295	34	1
222	295	34	1
224	295	34	1
225	295	34	1
229	295	34	2
230	295	34	1
239	295	34	1
184	296	34	1
198	296	34	1
201	296	34	1
217	296	34	1
221	296	34	1
229	296	34	1
242	296	34	1
244	296	34	1
195	297	34	1
199	297	34	1
219	297	34	1
224	297	34	1
232	297	34	1
234	297	34	1
244	297	34	1
245	297	34	1
203	298	34	1
220	298	34	3
233	298	34	1
234	298	34	1
182	299	34	3
200	299	34	1
207	299	34	1
242	299	34	2
224	300	34	1
225	300	34	2
226	300	34	1
230	300	34	1
236	300	34	1
239	300	34	1
244	300	34	3
196	301	34	1
207	301	34	1
224	301	34	1
225	301	34	1
227	301	34	1
232	301	34	2
233	301	34	1
241	301	34	2
244	301	34	1
228	302	34	2
232	302	34	1
243	302	34	1
226	303	34	1
229	303	34	1
240	303	34	1
245	303	34	3
231	304	34	1
232	304	34	1
237	304	34	1
241	304	34	1
199	305	34	1
222	305	34	1
226	305	34	1
229	305	34	1
232	305	34	1
240	305	34	1
203	306	34	1
223	306	34	2
235	306	34	1
238	306	34	2
223	307	34	1
224	307	34	1
225	307	34	2
230	307	34	1
235	307	34	1
243	307	34	1
225	308	34	1
226	308	34	1
232	308	34	1
236	308	34	2
237	308	34	1
240	308	34	1
224	309	34	1
227	309	34	2
228	309	34	2
237	309	34	1
221	310	34	1
222	310	34	2
224	310	34	1
226	310	34	2
229	310	34	1
230	310	34	1
232	310	34	1
233	310	34	1
236	310	34	1
240	310	34	1
241	310	34	1
224	311	34	1
235	311	34	1
222	312	34	1
226	312	34	1
229	312	34	1
232	312	34	1
235	312	34	1
221	313	34	1
225	313	34	2
228	313	34	2
231	313	34	1
232	313	34	1
234	313	34	1
225	314	34	1
228	314	34	2
229	314	34	1
227	315	34	1
229	315	34	1
230	315	34	1
228	316	34	1
230	316	34	1
233	316	34	1
231	317	34	1
226	250	35	1
228	251	35	2
223	252	35	1
226	252	35	1
221	253	35	1
225	253	35	1
226	253	35	1
227	254	35	1
219	255	35	2
223	255	35	2
231	255	35	1
215	256	35	2
228	256	35	1
241	256	35	1
209	257	35	2
224	257	35	1
225	257	35	1
203	258	35	2
221	258	35	1
224	258	35	1
229	258	35	1
235	258	35	1
240	258	35	1
242	258	35	1
182	259	35	1
190	259	35	1
218	259	35	1
221	259	35	1
222	259	35	1
223	259	35	3
233	259	35	1
240	259	35	2
241	259	35	1
242	259	35	1
210	260	35	2
215	260	35	1
217	260	35	1
221	260	35	1
225	260	35	1
228	260	35	1
235	260	35	1
242	260	35	1
189	261	35	1
193	261	35	2
216	261	35	2
218	261	35	1
219	261	35	1
222	261	35	1
223	261	35	1
228	261	35	1
234	261	35	1
236	261	35	1
237	261	35	2
190	262	35	1
193	262	35	1
213	262	35	1
232	262	35	2
238	262	35	2
243	262	35	1
188	263	35	2
208	263	35	1
214	263	35	1
216	263	35	1
218	263	35	2
224	263	35	1
226	263	35	1
234	263	35	1
236	263	35	1
240	263	35	1
241	263	35	1
245	263	35	1
247	263	35	1
250	263	35	1
186	264	35	2
188	264	35	2
191	264	35	1
211	264	35	1
213	264	35	1
216	264	35	1
217	264	35	2
224	264	35	2
231	264	35	1
240	264	35	1
243	264	35	2
245	264	35	1
189	265	35	1
191	265	35	1
195	265	35	2
200	265	35	1
205	265	35	1
220	265	35	1
222	265	35	1
224	265	35	1
234	265	35	1
239	265	35	1
241	265	35	1
245	265	35	1
191	266	35	1
210	266	35	1
226	266	35	1
228	266	35	1
233	266	35	1
236	266	35	1
239	266	35	1
240	266	35	1
184	267	35	1
188	267	35	1
212	267	35	2
216	267	35	1
222	267	35	1
223	267	35	2
232	267	35	1
193	268	35	1
196	268	35	1
202	268	35	1
206	268	35	3
209	268	35	1
214	268	35	1
216	268	35	1
217	268	35	1
219	268	35	1
222	268	35	1
241	268	35	1
242	268	35	2
246	268	35	1
248	268	35	1
250	268	35	2
252	268	35	1
185	269	35	2
191	269	35	1
214	269	35	1
216	269	35	1
232	269	35	1
248	269	35	2
172	270	35	1
185	270	35	1
187	270	35	1
195	270	35	1
196	270	35	1
206	270	35	1
210	270	35	1
223	270	35	2
231	270	35	1
235	270	35	1
238	270	35	1
173	271	35	1
179	271	35	1
181	271	35	1
196	271	35	1
206	271	35	1
209	271	35	2
214	271	35	1
220	271	35	1
235	271	35	1
238	271	35	1
242	271	35	1
243	271	35	1
249	271	35	1
179	272	35	2
182	272	35	1
189	272	35	1
190	272	35	2
206	272	35	1
207	272	35	1
210	272	35	1
217	272	35	1
218	272	35	2
229	272	35	1
232	272	35	1
238	272	35	1
173	273	35	1
182	273	35	1
186	273	35	1
204	273	35	2
206	273	35	1
212	273	35	2
228	273	35	1
234	273	35	1
235	273	35	1
245	273	35	1
170	274	35	2
171	274	35	1
184	274	35	2
190	274	35	1
201	274	35	2
210	274	35	2
213	274	35	2
224	274	35	1
235	274	35	1
236	274	35	1
239	274	35	3
243	274	35	1
176	275	35	1
189	275	35	1
203	275	35	1
218	275	35	1
235	275	35	1
175	276	35	1
203	276	35	1
206	276	35	1
220	276	35	1
232	276	35	1
239	276	35	1
240	276	35	1
244	276	35	1
248	276	35	1
173	277	35	1
204	277	35	1
208	277	35	1
210	277	35	1
218	277	35	1
234	277	35	1
235	277	35	1
238	277	35	2
242	277	35	1
244	277	35	1
175	278	35	2
179	278	35	1
190	278	35	1
195	278	35	1
204	278	35	1
213	278	35	1
214	278	35	1
215	278	35	1
224	278	35	1
225	278	35	1
227	278	35	1
238	278	35	1
244	278	35	1
179	279	35	1
184	279	35	1
190	279	35	1
192	279	35	1
206	279	35	1
229	279	35	1
235	279	35	1
236	279	35	1
180	280	35	1
189	280	35	1
199	280	35	1
211	280	35	2
214	280	35	1
223	280	35	1
237	280	35	1
245	280	35	1
174	281	35	3
211	281	35	1
213	281	35	1
216	281	35	1
217	281	35	1
221	281	35	2
226	281	35	4
229	281	35	1
235	281	35	1
244	281	35	1
175	282	35	1
207	282	35	1
210	282	35	1
213	282	35	1
216	282	35	2
221	282	35	2
224	282	35	1
227	282	35	1
232	282	35	1
233	282	35	1
242	282	35	1
180	283	35	1
183	283	35	1
187	283	35	1
188	283	35	1
204	283	35	1
207	283	35	1
208	283	35	2
211	283	35	1
212	283	35	1
215	283	35	1
218	283	35	1
222	283	35	1
228	283	35	1
232	283	35	1
233	283	35	2
181	284	35	2
186	284	35	1
200	284	35	1
208	284	35	1
209	284	35	1
212	284	35	2
218	284	35	1
222	284	35	1
230	284	35	1
236	284	35	1
243	284	35	1
245	284	35	2
176	285	35	1
178	285	35	1
180	285	35	1
182	285	35	1
185	285	35	1
188	285	35	1
200	285	35	1
203	285	35	1
205	285	35	1
217	285	35	2
221	285	35	1
226	285	35	1
236	285	35	1
245	285	35	2
174	286	35	1
178	286	35	1
201	286	35	2
202	286	35	1
207	286	35	1
208	286	35	2
215	286	35	2
227	286	35	2
233	286	35	2
236	286	35	1
247	286	35	1
174	287	35	1
175	287	35	1
182	287	35	1
186	287	35	1
199	287	35	1
200	287	35	1
203	287	35	1
204	287	35	1
221	287	35	1
223	287	35	1
224	287	35	2
225	287	35	1
237	287	35	1
176	288	35	1
183	288	35	1
185	288	35	1
192	288	35	1
200	288	35	1
220	288	35	1
239	288	35	1
245	288	35	1
187	289	35	1
193	289	35	1
195	289	35	1
204	289	35	1
224	289	35	1
225	289	35	2
226	289	35	1
236	289	35	1
241	289	35	1
243	289	35	1
245	289	35	2
248	289	35	1
250	289	35	1
187	290	35	1
199	290	35	1
200	290	35	1
205	290	35	1
206	290	35	1
223	290	35	1
245	290	35	1
248	290	35	1
195	291	35	1
216	291	35	1
226	291	35	1
230	291	35	1
236	291	35	1
247	291	35	1
188	292	35	1
193	292	35	1
194	292	35	1
199	292	35	1
200	292	35	1
201	292	35	3
232	292	35	1
243	292	35	1
248	292	35	1
250	292	35	1
200	293	35	1
225	293	35	1
181	294	35	1
199	294	35	1
204	294	35	1
220	294	35	1
221	294	35	1
224	294	35	1
237	294	35	1
245	294	35	1
193	295	35	1
197	295	35	2
220	295	35	1
227	295	35	1
230	295	35	2
238	295	35	1
244	295	35	1
182	296	35	1
198	296	35	1
200	296	35	1
201	296	35	1
217	296	35	2
228	296	35	1
229	296	35	1
235	296	35	1
243	296	35	1
194	297	35	1
198	297	35	1
199	297	35	1
202	297	35	1
222	297	35	1
226	297	35	1
229	297	35	1
233	297	35	1
244	297	35	1
221	298	35	2
229	298	35	1
244	298	35	1
246	298	35	1
247	298	35	1
229	299	35	1
240	299	35	1
195	300	35	2
224	300	35	1
226	300	35	1
236	300	35	1
224	301	35	1
228	301	35	1
229	301	35	1
231	301	35	1
233	301	35	1
235	301	35	1
237	301	35	2
238	301	35	1
241	301	35	1
242	301	35	1
244	301	35	2
222	302	35	1
225	302	35	1
236	302	35	1
239	302	35	1
242	302	35	1
244	302	35	1
199	303	35	1
227	303	35	1
229	303	35	1
242	303	35	1
243	303	35	1
207	304	35	2
233	304	35	1
234	304	35	1
244	304	35	1
229	305	35	1
230	305	35	2
199	306	35	1
206	306	35	1
222	306	35	1
229	306	35	1
230	306	35	1
232	306	35	1
236	306	35	1
195	307	35	1
207	307	35	1
221	307	35	1
224	307	35	1
231	307	35	1
238	307	35	1
242	307	35	1
231	308	35	1
239	308	35	1
241	308	35	1
202	309	35	1
223	309	35	1
238	309	35	3
219	310	35	2
220	310	35	1
221	310	35	1
222	310	35	2
225	310	35	1
227	310	35	1
231	310	35	1
215	311	35	1
216	311	35	1
222	311	35	1
230	311	35	2
238	311	35	1
229	312	35	1
237	312	35	1
223	313	35	1
228	313	35	1
232	313	35	1
236	313	35	1
237	313	35	1
238	313	35	1
227	314	35	1
232	314	35	1
230	315	35	2
233	317	35	2
234	317	35	1
239	317	35	1
231	318	35	1
238	318	35	1
224	253	36	1
225	253	36	2
228	253	36	1
229	254	36	1
224	255	36	2
218	256	36	1
219	256	36	1
217	257	36	1
226	257	36	1
228	257	36	1
218	258	36	1
232	258	36	1
217	259	36	2
219	259	36	1
222	259	36	1
225	259	36	1
226	259	36	1
228	259	36	1
232	259	36	1
217	260	36	2
219	260	36	1
228	260	36	1
216	261	36	1
226	261	36	1
230	261	36	1
237	261	36	1
210	262	36	1
217	262	36	1
222	262	36	1
224	262	36	1
229	262	36	1
240	262	36	1
244	262	36	1
229	263	36	1
233	263	36	1
234	263	36	1
240	263	36	1
206	264	36	1
213	264	36	1
223	264	36	1
231	264	36	1
233	264	36	1
234	264	36	1
243	264	36	1
185	265	36	1
194	265	36	1
211	265	36	3
233	265	36	2
248	265	36	1
191	266	36	1
195	266	36	1
205	266	36	1
216	266	36	1
220	266	36	1
231	266	36	1
237	266	36	1
244	266	36	1
248	266	36	1
186	267	36	1
194	267	36	1
210	267	36	2
218	267	36	2
221	267	36	1
240	267	36	1
249	267	36	1
189	268	36	1
191	268	36	1
196	268	36	1
205	268	36	1
209	268	36	1
211	268	36	1
213	268	36	1
222	268	36	1
238	268	36	1
240	268	36	1
241	268	36	1
188	269	36	1
194	269	36	2
208	269	36	1
214	269	36	1
215	269	36	1
233	269	36	1
234	269	36	2
172	270	36	1
187	270	36	1
188	270	36	1
189	270	36	1
198	270	36	1
203	270	36	1
217	270	36	2
221	270	36	1
231	270	36	1
235	270	36	1
244	270	36	1
176	271	36	1
181	271	36	1
191	271	36	1
206	271	36	1
217	271	36	1
223	271	36	1
239	271	36	1
177	272	36	1
199	272	36	1
230	272	36	1
232	272	36	1
239	272	36	1
240	272	36	1
178	273	36	1
186	273	36	2
204	273	36	1
209	273	36	2
212	273	36	1
217	273	36	1
232	273	36	2
235	273	36	1
176	274	36	1
179	274	36	1
185	274	36	1
218	274	36	1
220	274	36	2
221	274	36	1
233	274	36	1
239	274	36	1
184	275	36	1
205	275	36	2
208	275	36	1
210	275	36	1
214	275	36	1
216	275	36	1
217	275	36	1
217	276	36	1
220	276	36	1
237	276	36	1
241	276	36	1
204	277	36	1
206	277	36	1
214	277	36	1
220	277	36	1
226	277	36	1
188	278	36	1
211	278	36	1
213	278	36	1
219	278	36	1
223	278	36	1
187	279	36	1
206	279	36	1
214	279	36	1
215	279	36	3
174	280	36	1
199	280	36	1
204	280	36	1
223	280	36	1
224	280	36	1
226	280	36	1
232	280	36	1
173	281	36	1
187	281	36	1
192	281	36	1
222	281	36	2
223	281	36	2
229	281	36	1
230	281	36	1
243	281	36	1
175	282	36	1
181	282	36	1
208	282	36	1
209	282	36	1
214	282	36	1
231	282	36	1
232	282	36	1
204	283	36	2
216	283	36	2
218	283	36	1
222	283	36	1
188	284	36	1
206	284	36	1
209	284	36	1
214	284	36	1
221	284	36	1
224	284	36	1
226	284	36	1
240	284	36	1
242	284	36	1
199	285	36	1
221	285	36	1
223	285	36	1
227	285	36	1
233	285	36	1
234	285	36	2
237	285	36	1
238	285	36	1
240	285	36	1
242	285	36	2
244	285	36	1
247	285	36	1
198	286	36	1
209	286	36	1
216	286	36	2
218	286	36	2
222	286	36	1
234	286	36	1
235	286	36	2
238	286	36	1
241	286	36	1
242	286	36	2
201	287	36	1
204	287	36	1
208	287	36	1
219	287	36	1
227	287	36	1
231	287	36	1
233	287	36	1
184	288	36	2
185	288	36	1
187	288	36	2
196	288	36	1
203	288	36	1
219	288	36	2
224	288	36	1
229	288	36	1
231	288	36	1
234	288	36	1
238	288	36	1
241	288	36	1
