x	y	z	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
228	273	32	2
249	273	32	1
250	273	32	1
181	274	32	1
183	274	32	1
184	274	32	1
204	274	32	1
205	274	32	1
208	274	32	1
233	274	32	3
235	274	32	2
246	274	32	1
202	275	32	1
203	275	32	1
208	275	32	1
210	275	32	1
214	275	32	1
215	275	32	1
226	275	32	1
250	275	32	1
175	276	32	1
184	276	32	2
203	276	32	1
205	276	32	1
206	276	32	2
215	276	32	1
228	276	32	2
234	276	32	1
241	276	32	1
246	276	32	1
249	276	32	1
175	277	32	1
204	277	32	1
205	277	32	1
210	277	32	1
224	277	32	1
236	277	32	1
239	277	32	1
241	277	32	1
242	277	32	1
243	277	32	1
249	277	32	2
184	278	32	1
220	278	32	1
238	278	32	1
244	278	32	1
181	279	32	2
205	279	32	1
240	279	32	1
246	279	32	1
247	279	32	2
174	280	32	1
175	280	32	2
177	280	32	1
178	280	32	2
217	280	32	1
229	280	32	1
232	280	32	1
238	280	32	1
240	280	32	1
241	280	32	1
246	280	32	1
248	280	32	2
179	281	32	1
211	281	32	1
217	281	32	1
219	281	32	2
220	281	32	1
222	281	32	1
234	281	32	1
236	281	32	1
178	282	32	2
187	282	32	1
218	282	32	2
221	282	32	1
223	282	32	1
224	282	32	1
240	282	32	1
248	282	32	1
249	282	32	1
256	282	32	2
178	283	32	1
208	283	32	1
211	283	32	1
223	283	32	2
224	283	32	1
241	283	32	1
242	283	32	1
244	283	32	1
245	283	32	1
248	283	32	1
249	283	32	1
253	283	32	1
179	284	32	2
184	284	32	1
186	284	32	1
209	284	32	1
210	284	32	1
221	284	32	2
226	284	32	1
229	284	32	1
230	284	32	1
240	284	32	1
241	284	32	1
245	284	32	3
248	284	32	1
249	284	32	1
254	284	32	1
257	284	32	1
182	285	32	1
185	285	32	2
204	285	32	1
205	285	32	1
208	285	32	1
225	285	32	1
235	285	32	1
243	285	32	2
245	285	32	1
249	285	32	1
252	285	32	1
183	286	32	2
204	286	32	2
218	286	32	1
222	286	32	1
227	286	32	1
237	286	32	1
242	286	32	2
246	286	32	1
248	286	32	1
256	286	32	1
207	287	32	1
208	287	32	1
219	287	32	1
225	287	32	2
236.5	287.5	32.5	1
238	287	32	1
242	287	32	1
246	287	32	2
249	287	32	1
256	287	32	1
203	288	32	1
226	288	32	1
227	288	32	1
229	288	32	1
237	288	32	1
242	288	32	1
243	288	32	1
249	288	32	1
187	289	32	1
200	289	32	1
223	289	32	1
224	289	32	2
229	289	32	1
230	289	32	2
231	289	32	1
239	289	32	1
248	289	32	1
256	289	32	2
206	290	32	1
232	290	32	1
239	290	32	1
241	290	32	1
243	290	32	1
247	290	32	1
248	290	32	1
253	290	32	1
255	290	32	2
186	291	32	1
198	291	32	1
235	291	32	1
242	291	32	1
243	291	32	1
246	291	32	1
247	291	32	1
248	291	32	1
255	291	32	1
188	292	32	1
204	292	32	2
223	292	32	1
227	292	32	1
233	292	32	1
238	292	32	1
243	292	32	1
246	292	32	1
248	292	32	1
251	292	32	1
256	292	32	1
197	293	32	1
221	293	32	1
227	293	32	1
230	293	32	1
232	293	32	1
247	293	32	1
248	293	32	1
198	294	32	1
202	294	32	1
225	294	32	1
227	294	32	1
231	294	32	1
236	294	32	1
237	294	32	1
242	294	32	1
247	294	32	1
192	295	32	1
200	295	32	1
217	295	32	1
218	295	32	1
223	295	32	1
225	295	32	1
231	295	32	1
232	295	32	1
244	295	32	1
245	295	32	1
250	295	32	1
187	296	32	1
197	296	32	1
225	296	32	1
232	296	32	1
233	296	32	1
244	296	32	1
247	296	32	1
251	296	32	1
198	297	32	2
219	297	32	1
221	297	32	2
229	297	32	1
241	297	32	1
244	297	32	1
246	297	32	1
248	297	32	1
195	298	32	1
198	298	32	1
219	298	32	2
227	298	32	3
228	298	32	1
236	298	32	2
237	298	32	1
239	298	32	1
240	298	32	1
244	298	32	1
247	298	32	1
248	298	32	1
251	298	32	1
253	298	32	1
227	299	32	1
228	299	32	1
231	299	32	1
233	299	32	1
235	299	32	2
236	299	32	2
240	299	32	1
249	299	32	1
232	300	32	1
210	301	32	1
221	301	32	1
227	301	32	1
231	301	32	1
232	301	32	1
234	301	32	1
241	301	32	1
243	301	32	1
246	301	32	2
248	301	32	1
223	302	32	1
224	302	32	1
234	302	32	1
236	302	32	2
241	302	32	1
243	302	32	1
247	302	32	2
248	302	32	1
232	303	32	1
234	303	32	1
239	303	32	1
242	303	32	1
217	304	32	1
233	304	32	1
239	304	32	1
243	304	32	1
222	305	32	2
226	305	32	1
237	305	32	1
224	306	32	1
233	306	32	1
235	306	32	1
241	306	32	1
226	307	32	1
235	307	32	1
225	308	32	1
224	309	32	1
234	309	32	1
235	309	32	1
230	310	32	1
230	313	32	1
226	251	33	1
228	251	33	1
223	252	33	1
229	252	33	1
240	252	33	1
222	253	33	1
224	253	33	1
237	253	33	2
193	254	33	1
219	254	33	1
232	254	33	1
221	255	33	2
223	255	33	1
224	255	33	1
226	255	33	1
235	255	33	1
215	256	33	1
221	256	33	1
222	256	33	1
223	256	33	1
225	256	33	1
228	256	33	1
230	256	33	1
215	257	33	1
216	257	33	1
218	257	33	1
220	257	33	1
217	258	33	1
218	258	33	1
233	258	33	1
239	258	33	1
244	258	33	1
213	259	33	2
222	259	33	2
223	259	33	2
226	259	33	1
227	259	33	1
228	259	33	2
237	259	33	2
244	259	33	1
192	260	33	1
208	260	33	2
223	260	33	2
230	260	33	3
236	260	33	1
238	260	33	1
188	261	33	1
208	261	33	1
209	261	33	1
211	261	33	1
218	261	33	1
219	261	33	1
220	261	33	3
225	261	33	1
227	261	33	2
228	261	33	2
236	261	33	1
239	261	33	2
191	262	33	1
212	262	33	1
215	262	33	1
223	262	33	1
227	262	33	1
228	262	33	2
238	262	33	1
245	262	33	1
246	262	33	1
248	262	33	1
250	262	33	1
183	263	33	1
190	263	33	2
191	263	33	1
213	263	33	1
218	263	33	3
219	263	33	1
220	263	33	1
223	263	33	1
224	263	33	2
227	263	33	2
233	263	33	2
236	263	33	1
239	263	33	1
242	263	33	1
243	263	33	1
248	263	33	1
187	264	33	1
191	264	33	1
195	264	33	1
209	264	33	1
212	264	33	1
221	264	33	1
228	264	33	1
229	264	33	1
239	264	33	1
242	264	33	2
247	264	33	1
250	264	33	1
188	265	33	1
191	265	33	1
192	265	33	1
207	265	33	2
210	265	33	1
212	265	33	1
214	265	33	1
220	265	33	1
222	265	33	1
223	265	33	2
224	265	33	1
237	265	33	1
239	265	33	1
251	265	33	3
193	266	33	1
194	266	33	1
204	266	33	1
214	266	33	2
215	266	33	1
218	266	33	1
220	266	33	1
237	266	33	1
239	266	33	1
182	267	33	1
184	267	33	1
217	267	33	1
219	267	33	1
220	267	33	1
223	267	33	2
229	267	33	1
231	267	33	1
242	267	33	1
245	267	33	1
248	267	33	1
250	267	33	1
207	268	33	1
209	268	33	1
213	268	33	1
231	268	33	1
235	268	33	1
241	268	33	1
185	269	33	1
188	269	33	1
192	269	33	1
193	269	33	1
195	269	33	1
216	269	33	1
217	269	33	1
224	269	33	1
233	269	33	1
234	269	33	1
235	269	33	1
239	269	33	3
241	269	33	1
245	269	33	1
250	269	33	1
179	270	33	2
184	270	33	1
185	270	33	1
194	270	33	1
198	270	33	1
214	270	33	1
231	270	33	2
242	270	33	1
173	271	33	2
177	271	33	1
179	271	33	1
180	271	33	1
209	271	33	1
210	271	33	1
211	271	33	1
173	272	33	1
184	272	33	1
187	272	33	3
189	272	33	1
208	272	33	1
215	272	33	1
225	272	33	1
231	272	33	1
234	272	33	1
254	272	33	1
171	273	33	2
181	273	33	1
184	273	33	1
186	273	33	1
188	273	33	3
203	273	33	2
204	273	33	3
205	273	33	2
211	273	33	1
213	273	33	3
216	273	33	1
230	273	33	1
241	273	33	1
247	273	33	2
176	274	33	2
183	274	33	1
185	274	33	2
202	274	33	1
206	274	33	1
212	274	33	2
217	274	33	1
227	274	33	1
229	274	33	1
233	274	33	1
235	274	33	1
239	274	33	1
240	274	33	1
242	274	33	1
244	274	33	1
245	274	33	1
183	275	33	1
184	275	33	2
186	275	33	1
202	275	33	1
210	275	33	1
243	275	33	1
250	275	33	1
251	275	33	1
206	276	33	1
207	276	33	1
215	276	33	1
232	276	33	2
239	276	33	2
242	276	33	1
174	277	33	1
176	277	33	1
178	277	33	1
180	277	33	1
183	277	33	1
202	277	33	1
206	277	33	1
207	277	33	1
209	277	33	1
215	277	33	1
227	277	33	1
232	277	33	1
234	277	33	1
238	277	33	1
239	277	33	1
244	277	33	2
177	278	33	2
191	278	33	3
204	278	33	1
207	278	33	1
211	278	33	2
232	278	33	1
239	278	33	1
244	278	33	1
168	279	33	1
181	279	33	1
201	279	33	1
245	279	33	1
176	280	33	1
177	280	33	1
180	280	33	1
187	280	33	1
210	280	33	1
225	280	33	1
242	280	33	2
246	280	33	1
247	280	33	1
251	280	33	3
173	281	33	1
176	281	33	1
186	281	33	3
207	281	33	1
209	281	33	1
222	281	33	1
244	281	33	1
245	281	33	1
178	282	33	1
207	282	33	1
212	282	33	1
220	282	33	1
223	282	33	1
244	282	33	2
252	282	33	1
183	283	33	1
185	283	33	1
204	283	33	1
207	283	33	2
209	283	33	1
227	283	33	1
236	283	33	2
241	283	33	2
243	283	33	1
247	283	33	1
250	283	33	2
175	284	33	1
176	284	33	1
180	284	33	1
184	284	33	1
186	284	33	2
205	284	33	1
207	284	33	1
221	284	33	2
242	284	33	1
243	284	33	1
246	284	33	1
247	284	33	1
249	284	33	1
175	285	33	1
176	285	33	3
220	285	33	1
221	285	33	1
222	285	33	1
223	285	33	2
227	285	33	1
230	285	33	1
240	285	33	1
241	285	33	1
243	285	33	1
246	285	33	1
185	286	33	1
206	286	33	1
207	286	33	4
208	286	33	1
223	286	33	1
229	286	33	1
230	286	33	1
237	286	33	1
239	286	33	1
241.5	286.5	33.5	1
249	286	33	1
185	287	33	1
221	287	33	1
223	287	33	1
224	287	33	2
229	287	33	1
233	287	33	1
235	287	33	2
243	287	33	1
184	288	33	1
187	288	33	1
223	288	33	1
226	288	33	1
231	288	33	1
247	288	33	1
205	289	33	1
230	289	33	1
231	289	33	1
235	289	33	1
237	289	33	1
241.5	289.5	33.5	1
247	289	33	2
249	289	33	1
253	289	33	1
197	290	33	1
200	290	33	1
228	290	33	1
231	290	33	1
234	290	33	1
241	290	33	1
257	290	33	1
223	291	33	1
226	291	33	2
231	291	33	1
232	291	33	1
240	291	33	1
241	291	33	1
242	291	33	2
246	291	33	1
248	291	33	2
249	291	33	1
257	291	33	1
201	292	33	1
229	292	33	1
246	292	33	1
254	292	33	1
256	292	33	1
188	293	33	3
197	293	33	1
223	293	33	2
226	293	33	1
233	293	33	2
235	293	33	1
239	293	33	1
240	293	33	1
241	293	33	2
244	293	33	1
247	293	33	1
254	293	33	1
195	294	33	1
199	294	33	1
204	294	33	1
213	294	33	2
223	294	33	1
231	294	33	1
235	294	33	1
237	294	33	3
238	294	33	1
239	294	33	1
228	295	33	1
231	295	33	1
233	295	33	1
235	295	33	1
237	295	33	1
243	295	33	1
253	295	33	1
254	295	33	1
180	296	33	2
200	296	33	1
201	296	33	1
222	296	33	1
225	296	33	1
229	296	33	3
236	296	33	1
241	296	33	2
242	296	33	1
245	296	33	1
246	296	33	1
255	296	33	1
196	297	33	1
197	297	33	2
227	297	33	1
235	297	33	2
245	297	33	1
195	298	33	1
226	298	33	1
228	298	33	1
236	298	33	2
239	298	33	1
240	298	33	1
241	298	33	2
196	299	33	1
198	299	33	1
228	299	33	1
230	299	33	1
235	299	33	1
239	299	33	1
240	299	33	1
243	299	33	1
226	300	33	1
227	300	33	1
230	300	33	2
238	300	33	1
240	300	33	1
244	300	33	1
226	301	33	1
227	301	33	1
228	301	33	1
245	301	33	1
199	302	33	1
211	302	33	1
225	302	33	1
231	302	33	1
236	302	33	1
246	302	33	1
231	303	33	1
233	303	33	1
235	303	33	1
236	303	33	1
241	303	33	1
220	304	33	1
231	304	33	1
235	304	33	2
239	304	33	1
242	304	33	1
220	306	33	1
224	306	33	1
232	306	33	1
236	306	33	4
224	307	33	1
222	308	33	1
227	308	33	1
239	308	33	1
240	308	33	1
225	309	33	1
226	309	33	1
229	309	33	2
234	309	33	1
217	310	33	1
224	310	33	1
226	310	33	1
229	310	33	2
234	310	33	1
238	310	33	1
226	311	33	1
230	311	33	1
232	311	33	1
234	311	33	1
238	311	33	1
222	312	33	2
228	312	33	1
231	312	33	1
228	313	33	1
230	313	33	1
234	313	33	1
232	314	33	2
236	314	33	1
229	250	34	1
224	252	34	1
225	253	34	1
227	253	34	1
229	253	34	1
232	253	34	1
225	254	34	1
231	254	34	1
233	254	34	2
239	254	34	1
241	254	34	1
220	255	34	1
221	255	34	2
215	256	34	2
216	256	34	1
226	256	34	1
227	256	34	2
233	256	34	1
241	256	34	1
216	257	34	2
217	257	34	1
218	257	34	1
220	257	34	2
221	257	34	1
227	257	34	1
201	258	34	1
212	258	34	2
219	258	34	1
220	258	34	1
222	258	34	1
225	258	34	3
227	258	34	2
233	258	34	1
237	258	34	1
241	258	34	2
242	258	34	1
209	259	34	2
211	259	34	1
216	259	34	1
222	259	34	1
223	259	34	1
226	259	34	1
228	259	34	1
234	259	34	1
235	259	34	1
192	260	34	1
211	260	34	2
212	260	34	1
218	260	34	1
220	260	34	1
224	260	34	1
226	260	34	1
235	260	34	1
236	260	34	1
238	260	34	1
243	260	34	1
245	260	34	2
188	261	34	1
195	261	34	1
214	261	34	2
217	261	34	1
246	261	34	1
189	262	34	1
192	262	34	1
214	262	34	2
219	262	34	1
223	262	34	1
224	262	34	1
226	262	34	1
236	262	34	1
238	262	34	1
240	262	34	1
243	262	34	1
188	263	34	1
204	263	34	1
210	263	34	1
218	263	34	1
222	263	34	1
226	263	34	1
227	263	34	2
231	263	34	1
232	263	34	1
234	263	34	1
240	263	34	1
241	263	34	1
244	263	34	1
187	264	34	1
189	264	34	1
201	264	34	2
203	264	34	1
205	264	34	1
209	264	34	1
212	264	34	2
215	264	34	1
216	264	34	1
219	264	34	3
224	264	34	1
228	264	34	1
229	264	34	1
233	264	34	1
234	264	34	1
237	264	34	1
242	264	34	1
243	264	34	1
191	265	34	1
193	265	34	1
210	265	34	1
213	265	34	1
223	265	34	1
230	265	34	1
231	265	34	1
234	265	34	1
244	265	34	2
245	265	34	1
184	266	34	1
194	266	34	1
210	266	34	2
214	266	34	1
241	266	34	1
246	266	34	2
249	266	34	1
250	266	34	1
188	267	34	2
189	267	34	1
191	267	34	1
193	267	34	1
208	267	34	2
210	267	34	1
211	267	34	1
216	267	34	1
218	267	34	1
220	267	34	1
242	267	34	1
245	267	34	2
247	267	34	1
176	268	34	1
193	268	34	1
194	268	34	2
195	268	34	1
207	268	34	1
220	268	34	1
227	268	34	1
231	268	34	1
244	268	34	1
245	268	34	2
175	269	34	1
182	269	34	1
192	269	34	1
194	269	34	1
197	269	34	1
208	269	34	1
213	269	34	1
215	269	34	1
217	269	34	1
218	269	34	1
230	269	34	2
234	269	34	1
242	269	34	1
244	269	34	1
245	269	34	2
248	269	34	1
252	269	34	1
253	269	34	1
184	270	34	1
188	270	34	1
203	270	34	2
231	270	34	1
239	270	34	1
180	271	34	1
182	271	34	1
186	271	34	1
187	271	34	3
188	271	34	1
189	271	34	1
206	271	34	1
209	271	34	1
212	271	34	1
217	271	34	1
218	271	34	1
220	271	34	1
226	271	34	2
235	271	34	1
240	271	34	1
248	271	34	1
175	272	34	1
182	272	34	2
186	272	34	1
188	272	34	2
190	272	34	1
203	272	34	1
216	272	34	1
218	272	34	1
226	272	34	2
235	272	34	1
238	272	34	1
176	273	34	1
203	273	34	1
204	273	34	1
205	273	34	2
207	273	34	1
209	273	34	1
213	273	34	1
218	273	34	1
245	273	34	1
248	273	34	1
174	274	34	1
176	274	34	1
179	274	34	1
180	274	34	1
185	274	34	1
186	274	34	1
187	274	34	1
197	274	34	1
206	274	34	1
207	274	34	1
211	274	34	1
215	274	34	1
217	274	34	1
218	274	34	3
236	274	34	1
237	274	34	1
241	274	34	1
184	275	34	3
185	275	34	1
201	275	34	2
207	275	34	1
217	275	34	1
226	275	34	1
231	275	34	2
233	275	34	1
235	275	34	1
245	275	34	1
180	276	34	1
184	276	34	1
187	276	34	2
208	276	34	1
209	276	34	1
244	276	34	1
175	277	34	2
176	277	34	1
184	277	34	1
202	277	34	1
203	277	34	1
204	277	34	1
209	277	34	1
212	277	34	1
213	277	34	1
215	277	34	1
234	277	34	1
235	277	34	1
237	277	34	2
201	278	34	1
202	278	34	1
204	278	34	1
205	278	34	1
206	278	34	1
214	278	34	1
232	278	34	2
234	278	34	1
179	279	34	1
192	279	34	1
207	279	34	1
209	279	34	1
210	279	34	1
215	279	34	1
217	279	34	2
223	279	34	2
227	279	34	1
231	279	34	1
238	279	34	1
242	279	34	1
247	279	34	1
249	279	34	1
173	280	34	1
177	280	34	1
204	280	34	1
205	280	34	1
215	280	34	2
233	280	34	1
234	280	34	1
238	280	34	2
246	280	34	1
247	280	34	1
175	281	34	1
176	281	34	1
202	281	34	2
206	281	34	2
208	281	34	1
209	281	34	1
210	281	34	1
222	281	34	1
223	281	34	1
231	281	34	1
232	281	34	1
250	281	34	1
175	282	34	1
178	282	34	1
179	282	34	2
182	282	34	1
208	282	34	2
214	282	34	2
223	282	34	1
233	282	34	1
235	282	34	1
249	282	34	1
176	283	34	1
181	283	34	2
187	283	34	1
192	283	34	1
204	283	34	1
208	283	34	1
209	283	34	1
215	283	34	1
219	283	34	1
224	283	34	1
227	283	34	1
235	283	34	1
177	284	34	1
206	284	34	1
207	284	34	2
208	284	34	1
209	284	34	2
211	284	34	2
212	284	34	1
220	284	34	1
222	284	34	1
223	284	34	1
233	284	34	1
247	284	34	2
248	284	34	1
177	285	34	1
179	285	34	1
188	285	34	1
203	285	34	1
208	285	34	1
230	285	34	1
232	285	34	1
237	285	34	1
248	285	34	1
177	286	34	2
186	286	34	1
190	286	34	1
204	286	34	1
209	286	34	1
222	286	34	1
231	286	34	1
242	286	34	1
243	286	34	1
254	286	34	2
187	287	34	1
207	287	34	1
208	287	34	1
224	287	34	1
226	287	34	1
233	287	34	1
239	287	34	1
176	288	34	2
177	288	34	2
185	288	34	1
187	288	34	1
200	288	34	2
201	288	34	1
222	288	34	1
223	288	34	1
227	288	34	1
230	288	34	1
231	288	34	1
245	288	34	1
247	288	34	1
199	289	34	2
202	289	34	1
223	289	34	1
224	289	34	1
241	289	34	2
242	289	34	1
245	289	34	2
187	290	34	1
229	290	34	3
233	290	34	1
246	290	34	1
248	290	34	1
186	291	34	1
199	291	34	1
200	291	34	1
202	291	34	1
221	291	34	1
224	291	34	2
231	291	34	1
237	291	34	2
244	291	34	1
187	292	34	1
202	292	34	1
229	292	34	1
230	292	34	2
231	292	34	1
232	292	34	1
234	292	34	2
238	292	34	1
242	292	34	1
243	292	34	1
197	293	34	1
223	293	34	1
227	293	34	1
230	293	34	1
232	293	34	1
238	293	34	1
242	293	34	1
244	293	34	1
183	294	34	1
190	294	34	1
199	294	34	1
223	294	34	2
225	294	34	1
229	294	34	1
235	294	34	1
242	294	34	1
245	294	34	1
246	294	34	1
222	295	34	1
228	295	34	1
229	295	34	1
239	295	34	1
194	296	34	1
205	296	34	1
217	296	34	1
223	296	34	3
229	296	34	1
242	296	34	1
244	296	34	1
245	296	34	1
179	297	34	2
194	297	34	1
224	297	34	1
231	297	34	1
232	297	34	2
234	297	34	1
236	297	34	4
243	297	34	1
244	297	34	1
196	298	34	1
197	298	34	1
203	298	34	1
228	298	34	2
234	298	34	1
236	298	34	1
244	298	34	2
248	298	34	2
182	299	34	1
196	299	34	1
197	299	34	1
198	299	34	1
207	299	34	1
236	299	34	1
245	299	34	1
226	300	34	2
242	300	34	1
243	300	34	1
244	300	34	1
207	301	34	2
225	301	34	2
229	301	34	1
240	301	34	2
244	301	34	1
245	301	34	1
229	302	34	1
236	302	34	1
242	302	34	1
229	303	34	1
231	303	34	1
235	303	34	1
236	303	34	2
239	303	34	1
241	303	34	1
243	303	34	1
227	304	34	1
231	304	34	1
232	304	34	1
236	304	34	1
240	304	34	2
223	305	34	1
230	305	34	1
232	305	34	1
236	305	34	1
239	305	34	1
198	306	34	1
225	306	34	2
230	306	34	1
234	306	34	1
235	306	34	2
241	306	34	1
242	306	34	1
244	306	34	1
206	307	34	1
225	307	34	1
237	307	34	1
242	307	34	1
243	307	34	2
225	308	34	1
233	308	34	1
242	308	34	1
227	309	34	1
233	309	34	1
234	309	34	1
235	309	34	1
228	310	34	1
229	310	34	1
232	310	34	2
234	310	34	1
237	310	34	1
239	310	34	1
228	312	34	1
235	312	34	5
236	312	34	1
212	313	34	1
224	313	34	1
226	313	34	1
227	313	34	1
232	313	34	1
234	313	34	1
236	313	34	1
229	314	34	1
232	314	34	1
228	315	34	1
229	315	34	1
230	315	34	1
233	315	34	1
238	315	34	2
235	318	34	2
224	251	35	1
225	251	35	1
226	251	35	1
226	252	35	1
219	253	35	1
221	253	35	2
225	253	35	1
219	254	35	1
221	254	35	1
223	254	35	1
230	254	35	1
235	254	35	1
221	255	35	1
225	255	35	2
227	255	35	1
215	256	35	1
221	256	35	1
223	256	35	1
225	256	35	1
229	256	35	1
230	256	35	1
240	256	35	1
191	257	35	1
210	257	35	1
223	257	35	1
225	257	35	1
216	258	35	1
221	258	35	2
232	258	35	1
239	258	35	1
201	259	35	1
218	259	35	1
219	259	35	1
221	259	35	1
225	259	35	1
226.5	259.5	35.5	1
233	259	35	1
234	259	35	1
239	259	35	1
242	259	35	1
190	260	35	2
210	260	35	1
215	260	35	1
216	260	35	2
222	260	35	1
224	260	35	1
228	260	35	1
231	260	35	1
234	260	35	3
235	260	35	2
236	260	35	2
239	260	35	1
244	260	35	1
245	260	35	1
191	261	35	1
194	261	35	1
210	261	35	1
217	261	35	1
220	261	35	1
221	261	35	1
227	261	35	1
231	261	35	1
233	261	35	1
240	261	35	1
241	261	35	1
242	261	35	1
207	262	35	1
210	262	35	1
213	262	35	1
222	262	35	1
226	262	35	1
236	262	35	1
237	262	35	1
189	263	35	1
191	263	35	1
192	263	35	1
196	263	35	1
210	263	35	1
217	263	35	3
222	263	35	1
226	263	35	1
238	263	35	1
240	263	35	1
243	263	35	2
244	263	35	1
248	263	35	1
250	263	35	1
186	264	35	1
200	264	35	1
212	264	35	1
213	264	35	1
217	264	35	1
219	264	35	2
236	264	35	1
239	264	35	2
242	264	35	1
243	264	35	1
185	265	35	1
187	265	35	1
189	265	35	1
190	265	35	1
196	265	35	1
200	265	35	1
202	265	35	1
208	265	35	2
209	265	35	3
211	265	35	1
216	265	35	1
222	265	35	1
224	265	35	1
228	265	35	1
238	265	35	1
239	265	35	1
243	265	35	1
245	265	35	1
183	266	35	1
187	266	35	3
192	266	35	1
195	266	35	1
197	266	35	1
204	266	35	1
214	266	35	1
228	266	35	1
234	266	35	1
238	266	35	1
239	266	35	1
242	266	35	1
251	266	35	1
184	267	35	1
185	267	35	2
186	267	35	2
187	267	35	1
192	267	35	2
206	267	35	2
207	267	35	1
209	267	35	2
210	267	35	1
212	267	35	1
216	267	35	2
217	267	35	2
219	267	35	1
220	267	35	1
226	267	35	1
227	267	35	1
228	267	35	1
229	267	35	1
232	267	35	2
235	267	35	1
238	267	35	1
242	267	35	1
177	268	35	1
183	268	35	3
188	268	35	1
193	268	35	1
195	268	35	1
196	268	35	1
202	268	35	1
209	268	35	1
214	268	35	1
219	268	35	1
225	268	35	1
232	268	35	2
233	268	35	1
234	268	35	1
240	268	35	1
241	268	35	2
243	268	35	1
246	268	35	2
176	269	35	1
178	269	35	1
180	269	35	1
181	269	35	1
184	269	35	1
188	269	35	1
191	269	35	1
197	269	35	1
210	269	35	1
218	269	35	3
232	269	35	1
234	269	35	1
239	269	35	1
244	269	35	2
246	269	35	1
173	270	35	1
176	270	35	1
185	270	35	1
186	270	35	1
189	270	35	2
191	270	35	2
195	270	35	1
199	270	35	1
206	270	35	1
207	270	35	1
212	270	35	1
216	270	35	1
217	270	35	3
241	270	35	3
243	270	35	1
248	270	35	2
173	271	35	1
180	271	35	1
181	271	35	1
183	271	35	1
185	271	35	1
192	271	35	1
194	271	35	1
199	271	35	1
201	271	35	1
205	271	35	1
210	271	35	2
218	271	35	1
233	271	35	1
235	271	35	1
238	271	35	2
245	271	35	1
249	271	35	1
250	271	35	1
178	272	35	2
180	272	35	1
183	272	35	2
185	272	35	1
189	272	35	1
197	272	35	2
207	272	35	2
208	272	35	1
210	272	35	2
218	272	35	1
229	272	35	1
233	272	35	1
179	273	35	1
185	273	35	1
186	273	35	2
187	273	35	1
212	273	35	1
215	273	35	1
216	273	35	1
217	273	35	1
227	273	35	1
230	273	35	1
232	273	35	1
234	273	35	1
171	274	35	1
173	274	35	1
203	274	35	1
213	274	35	2
236	274	35	1
250	274	35	1
185	275	35	1
189	275	35	1
191	275	35	1
203	275	35	2
220	275	35	1
239	275	35	1
245	275	35	1
177	276	35	1
178	276	35	2
203	276	35	1
206	276	35	1
218	276	35	1
219	276	35	1
232	276	35	3
239	276	35	1
240	276	35	1
242	276	35	3
173	277	35	2
188	277	35	1
204	277	35	2
205	277	35	1
206	277	35	1
211	277	35	1
218	277	35	1
230	277	35	1
171	278	35	1
183	278	35	1
188	278	35	1
216	278	35	1
223	278	35	1
225	278	35	1
230	278	35	1
234	278	35	1
238	278	35	1
243	278	35	1
177	279	35	1
184	279	35	2
192	279	35	1
193	279	35	1
232	279	35	1
234	279	35	1
237	279	35	1
245	279	35	1
174	280	35	1
190	280	35	2
191	280	35	2
211	280	35	1
219	280	35	1
221	280	35	1
226	280	35	1
237	280	35	1
238	280	35	1
180	281	35	1
203	281	35	1
204	281	35	1
206	281	35	1
211	281	35	1
214	281	35	1
228	281	35	3
245	281	35	2
173	282	35	1
175	282	35	1
187	282	35	1
210	282	35	1
214	282	35	1
216	282	35	1
219	282	35	1
220	282	35	1
222	282	35	2
224	282	35	1
225	282	35	1
229	282	35	1
244	282	35	1
245	282	35	1
191	283	35	1
203	283	35	1
204	283	35	1
205	283	35	1
208	283	35	1
209	283	35	1
211	283	35	2
212	283	35	1
215	283	35	1
226	283	35	1
233	283	35	1
240	283	35	1
181	284	35	1
186	284	35	1
188	284	35	2
214	284	35	1
218	284	35	1
220	284	35	1
221	284	35	1
222	284	35	2
233	284	35	2
241	284	35	1
246	284	35	2
176	285	35	1
180	285	35	1
187	285	35	1
189	285	35	1
201	285	35	1
205	285	35	1
207	285	35	1
217	285	35	1
222	285	35	1
240	285	35	2
241	285	35	2
243	285	35	1
178	286	35	1
181	286	35	1
201	286	35	1
204	286	35	1
211	286	35	1
213	286	35	1
229	286	35	1
231	286	35	1
234	286	35	1
243	286	35	1
174	287	35	1
182	287	35	1
185	287	35	1
186	287	35	1
187	287	35	1
188	287	35	1
198	287	35	2
199	287	35	2
200	287	35	1
206	287	35	1
221	287	35	1
225	287	35	1
228	287	35	2
239	287	35	2
244	287	35	1
247	287	35	1
183	288	35	1
188	288	35	1
196	288	35	1
218	288	35	1
219	288	35	2
221	288	35	1
224	288	35	2
228	288	35	1
232	288	35	1
236	288	35	1
237	288	35	1
242	288	35	1
175	289	35	1
188	289	35	1
190	289	35	2
207	289	35	2
224	289	35	1
226	289	35	1
228	289	35	1
230	289	35	1
235	289	35	1
237	289	35	1
243	289	35	1
245	289	35	1
248	289	35	1
186	290	35	2
187	290	35	1
195	290	35	2
200	290	35	1
203	290	35	2
204	290	35	1
223	290	35	1
227	290	35	2
235	290	35	2
238	290	35	1
243	290	35	1
244	290	35	1
245	290	35	2
179	291	35	1
185	291	35	1
198	291	35	1
202	291	35	1
222	291	35	3
223	291	35	1
232	291	35	1
242	291	35	2
235	292	35	1
247	292	35	1
185	293	35	2
