x	y	z	Integration of energy metabolism
241	299	27	1
242	299	27	1
248	299	27	1
249	299	27	2
227	300	27	1
228	300	27	1
231	300	27	1
235	300	27	2
236	300	27	1
241	300	27	2
242	300	27	1
244	300	27	1
237	301	27	1
239	301	27	2
243	301	27	1
234	302	27	1
235	304	27	1
236	304	27	1
237	304	27	1
238	304	27	1
243	304	27	1
235	305	27	2
230	262	28	1
232	264	28	1
231	266	28	1
234	266	28	1
235	266	28	1
231	267	28	2
236	267	28	2
231	268	28	1
237	268	28	2
236	269	28	1
238	269	28	1
237	271	28	1
206	272	28	2
233	272	28	1
234	272	28	1
214	274	28	2
232	274	28	1
235	274	28	2
249	275	28	1
234	276	28	2
235	277	28	1
238	277	28	2
236	278	28	1
210	279	28	2
235	281	28	1
252	281	28	1
234	282	28	2
246	283	28	1
247	283	28	1
249	283	28	1
254	283	28	2
235	284	28	1
246	284	28	2
254	284	28	2
239	285	28	1
240	285	28	2
242	285	28	1
245	285	28	1
248	285	28	1
235	286	28	2
237	286	28	1
246	286	28	2
247	286	28	1
249	286	28	1
245	287	28	1
246	287	28	1
248	287	28	1
251	287	28	2
242	288	28	1
244	288	28	1
228	289	28	2
243	289	28	1
226	290	28	1
237	290	28	1
242	290	28	1
244	290	28	1
237	291	28	1
241	291	28	1
249	291	28	2
250	291	28	1
239	292	28	2
241	292	28	2
245	292	28	1
243	293	28	2
248	293	28	3
249	293	28	1
241	294	28	1
245	294	28	2
249	294	28	1
250	294	28	1
251	294	28	1
245	297	28	1
240	298	28	1
240	299	28	1
229	255	29	2
234	256	29	1
235	256	29	1
235	257	29	1
233	258	29	3
234	258	29	1
235	258	29	1
230	259	29	1
238	259	29	1
234	260	29	1
240	260	29	1
183	261	29	1
187	261	29	2
226	261	29	1
229	261	29	2
221	262	29	1
227	262	29	1
229	262	29	1
222	263	29	1
245	263	29	1
215	264	29	1
216	264	29	1
226	264	29	1
229	264	29	1
230	264	29	1
231	264	29	1
232	264	29	1
245	264	29	1
235	265	29	2
239	265	29	1
249	265	29	2
197	266	29	2
226	266	29	1
228	266	29	1
234	266	29	1
236	266	29	2
250	266	29	1
192	267	29	2
193	267	29	1
194	267	29	1
226	267	29	1
230	267	29	1
231	267	29	1
232	267	29	1
234	267	29	1
241	267	29	1
249	267	29	2
201	268	29	1
226	268	29	1
235	268	29	1
236	268	29	2
250	268	29	1
180	269	29	1
193	269	29	1
196	269	29	1
234	269	29	1
240	269	29	1
248	269	29	1
178	270	29	1
198	270	29	1
200	270	29	2
232	270	29	1
237	270	29	2
238	270	29	1
203	271	29	1
204	271	29	1
214	271	29	1
229	271	29	1
234	271	29	1
235	271	29	2
238	271	29	1
241	271	29	1
242	271	29	1
215	272	29	1
224	272	29	3
232	272	29	1
234	272	29	2
239	272	29	2
241	272	29	1
249	272	29	1
207	273	29	2
238	273	29	1
180	274	29	2
232	274	29	1
235	274	29	1
239	274	29	1
240	274	29	2
215	275	29	1
237	275	29	1
238	275	29	1
239	275	29	1
240	275	29	2
241	275	29	2
204	276	29	1
205	276	29	1
206	276	29	4
208	276	29	1
228	276	29	1
234	276	29	1
250	276	29	1
232	277	29	1
234	277	29	1
236	277	29	1
237	277	29	1
238	277	29	1
250	277	29	1
251	277	29	1
237	278	29	1
238	278	29	1
245	278	29	1
247	278	29	1
247	279	29	1
249	279	29	1
254	279	29	1
234	280	29	1
235	280	29	1
236	280	29	1
245	280	29	1
251	280	29	2
234	281	29	1
235	281	29	1
237	281	29	2
246	281	29	1
249	281	29	2
250	281	29	1
206	282	29	1
235	282	29	1
241	282	29	1
245	282	29	1
250	282	29	1
254	282	29	1
209	283	29	1
215	283	29	2
231	283	29	1
234	283	29	1
238	283	29	1
239	283	29	1
241	283	29	1
247	283	29	2
248	283	29	2
211	284	29	2
220	284	29	1
233	284	29	1
235	284	29	1
246	284	29	1
248	284	29	1
252	284	29	1
255	284	29	1
256	284	29	2
226	285	29	1
238	285	29	1
239	285	29	1
254	285	29	1
211	286	29	2
232	286	29	1
234	286	29	2
235	286	29	2
236	286	29	1
242	286	29	4
247	286	29	1
248	286	29	1
252	286	29	3
226	287	29	2
231	287	29	1
232	287	29	1
233	287	29	2
244	287	29	1
247	287	29	1
249	287	29	1
225	288	29	2
232	288	29	1
233	288	29	2
234	288	29	2
236	288	29	2
242	288	29	1
245	288	29	1
249	288	29	1
237	289	29	1
240	289	29	1
243	289	29	1
247	289	29	2
250	289	29	1
224	290	29	2
225	290	29	1
238	290	29	1
243	290	29	1
246	290	29	2
247	290	29	1
226	291	29	1
238	291	29	2
241	291	29	1
245	291	29	2
246	291	29	1
247	291	29	1
248	291	29	2
236	292	29	1
237	292	29	1
243	292	29	1
247	292	29	1
249	292	29	2
250	292	29	1
257	292	29	2
224	293	29	1
242	293	29	1
247	293	29	2
248	293	29	1
249	293	29	3
252	293	29	1
221	294	29	1
242	294	29	1
243	294	29	1
246	294	29	1
248	294	29	1
251	294	29	1
247	295	29	1
219	296	29	1
239	296	29	1
249	296	29	2
238	297	29	1
239	297	29	1
242	297	29	1
245	297	29	1
246	297	29	1
248	297	29	2
224	298	29	1
226	298	29	1
237	298	29	1
248	298	29	2
222	299	29	1
226	299	29	1
227	299	29	1
240	299	29	1
252	299	29	1
235	300	29	1
236	300	29	1
237	300	29	1
247	300	29	1
221	301	29	2
223	301	29	1
227	301	29	3
230	301	29	2
238	301	29	1
241	301	29	2
240	303	29	1
237	304	29	2
236	305	29	1
229	250	30	2
225	251	30	1
233	252	30	1
228	253	30	1
232	253	30	2
230	254	30	1
232	254	30	1
233	254	30	3
235	254	30	1
236	254	30	1
238	254	30	1
215	255	30	2
227	255	30	1
234	255	30	2
204	256	30	1
229	256	30	1
231	256	30	1
232	256	30	1
233	256	30	1
235	256	30	1
236	256	30	1
181	257	30	1
215	257	30	1
228	257	30	1
236	257	30	1
237	257	30	1
239	257	30	2
175	258	30	1
176	258	30	1
203	258	30	1
229	258	30	2
233	258	30	1
236	258	30	1
237	258	30	1
238	258	30	1
239	258	30	1
189	259	30	1
195	259	30	1
214	259	30	1
218	259	30	1
220	259	30	1
229	259	30	1
230	259	30	2
235	259	30	1
238	259	30	1
241	259	30	1
184	260	30	2
190	260	30	1
196	260	30	1
206	260	30	1
216	260	30	1
217	260	30	1
231	260	30	1
232	260	30	1
236	260	30	1
239	260	30	1
184	261	30	1
186	261	30	1
194	261	30	3
199	261	30	2
208	261	30	1
218	261	30	2
219	261	30	1
224	261	30	2
226	261	30	1
227	261	30	2
229	261	30	1
230	261	30	1
231	261	30	1
232	261	30	1
238	261	30	1
239	261	30	1
249	261	30	2
188	262	30	1
216	262	30	1
218	262	30	2
219	262	30	1
220	262	30	1
226	262	30	2
227	262	30	1
230	262	30	1
240	262	30	1
246	262	30	1
248	262	30	2
249	262	30	1
185	263	30	2
188	263	30	1
210	263	30	1
211	263	30	1
218	263	30	1
222	263	30	1
228	263	30	1
232	263	30	1
233	263	30	1
240	263	30	2
178	264	30	1
188	264	30	1
222	264	30	1
227	264	30	1
228	264	30	1
231	264	30	1
232	264	30	1
233	264	30	1
239	264	30	1
241	264	30	1
246	264	30	3
249	264	30	2
250	264	30	1
183	265	30	1
193	265	30	1
196	265	30	1
197	265	30	1
200	265	30	2
205	265	30	1
208	265	30	1
211	265	30	1
213	265	30	1
233	265	30	1
234	265	30	2
236	265	30	2
238	265	30	1
239	265	30	2
246	265	30	2
247	265	30	1
195	266	30	2
215	266	30	1
226	266	30	2
228	266	30	1
229	266	30	1
231	266	30	1
232	266	30	1
238	266	30	2
239.5	266.5	30.5	1
241	266	30	1
247	266	30	1
249	266	30	1
176	267	30	2
189	267	30	1
192	267	30	2
196	267	30	1
198	267	30	1
199	267	30	1
202	267	30	1
209	267	30	1
214	267	30	3
228	267	30	1
229	267	30	3
238	267	30	3
240	267	30	1
244	267	30	2
246	267	30	1
248	267	30	2
250	267	30	1
188	268	30	1
190	268	30	1
191	268	30	2
194	268	30	1
206	268	30	1
207	268	30	2
216	268	30	2
223	268	30	1
228	268	30	1
230	268	30	1
235	268	30	1
238	268	30	1
239	268	30	2
241	268	30	1
244	268	30	1
246	268	30	1
177	269	30	1
182	269	30	3
191	269	30	1
193	269	30	3
194	269	30	1
196	269	30	1
198	269	30	1
213	269	30	3
215	269	30	1
216	269	30	1
233	269	30	1
238	269	30	1
240	269	30	1
244	269	30	1
250	269	30	1
178	270	30	1
181	270	30	1
183	270	30	2
184	270	30	1
187	270	30	3
194	270	30	1
195	270	30	1
197	270	30	1
200	270	30	1
201	270	30	1
215	270	30	1
223	270	30	2
227	270	30	1
231	270	30	1
235	270	30	2
249	270	30	1
250	270	30	1
181	271	30	2
183	271	30	1
185	271	30	1
187	271	30	2
193	271	30	1
200	271	30	1
201	271	30	1
206	271	30	1
207	271	30	1
211	271	30	1
232	271	30	1
244	271	30	1
247	271	30	2
181	272	30	1
197	272	30	2
203	272	30	1
207	272	30	1
224	272	30	1
227	272	30	1
236	272	30	1
240	272	30	1
244	272	30	1
247	272	30	2
250	272	30	1
182	273	30	2
208	273	30	1
213	273	30	1
214	273	30	1
232	273	30	2
233	273	30	2
234	273	30	1
235	273	30	1
236	273	30	1
239	273	30	1
240	273	30	1
241	273	30	1
181	274	30	1
183	274	30	1
209	274	30	2
214	274	30	1
233	274	30	3
244	274	30	1
251	274	30	1
179	275	30	2
183	275	30	2
203	275	30	1
211	275	30	1
212	275	30	1
215	275	30	1
235	275	30	1
236	275	30	1
239	275	30	1
242	275	30	4
250	275	30	1
179	276	30	2
205	276	30	1
233	276	30	1
235	276	30	3
243	276	30	1
248	276	30	1
253	276	30	2
180	277	30	1
206	277	30	1
208	277	30	1
232	277	30	1
235	277	30	1
237	277	30	1
238	277	30	1
241	277	30	1
247	277	30	1
251	277	30	2
204	278	30	1
205	278	30	2
208	278	30	1
235	278	30	1
237	278	30	1
247	278	30	2
248	278	30	1
219	279	30	1
236	279	30	1
240	279	30	1
243	279	30	2
245	279	30	1
247	279	30	1
248	279	30	1
249	279	30	1
251	279	30	1
175	280	30	1
178	280	30	2
183	280	30	1
226	280	30	1
232	280	30	1
233	280	30	1
235	280	30	1
239	280	30	2
242	280	30	1
244	280	30	1
252	280	30	1
181	281	30	1
214	281	30	1
217	281	30	2
223	281	30	1
224	281	30	1
240	281	30	2
241	281	30	1
242	281	30	1
243	281	30	2
244	281	30	1
245	281	30	1
247	281	30	2
252	281	30	1
172	282	30	1
174	282	30	1
177	282	30	1
187	282	30	1
213	282	30	3
215	282	30	1
221	282	30	1
234	282	30	1
236	282	30	1
241	282	30	1
244	282	30	1
246	282	30	1
247	282	30	1
248	282	30	1
252	282	30	1
254	282	30	1
179	283	30	1
205	283	30	1
209	283	30	1
232	283	30	1
239	283	30	2
240	283	30	1
246	283	30	2
248	283	30	1
249	283	30	2
250	283	30	1
254	283	30	1
257	283	30	1
177	284	30	1
181	284	30	2
219	284	30	1
220	284	30	1
226	284	30	1
231	284	30	2
238	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
249	284	30	1
252	284	30	2
253	284	30	2
254	284	30	1
256	284	30	1
206	285	30	1
211	285	30	1
220	285	30	1
227	285	30	1
233	285	30	1
234	285	30	1
236	285	30	1
242	285	30	1
254	285	30	1
224	286	30	3
225	286	30	1
226	286	30	1
228	286	30	2
229	286	30	1
230	286	30	1
243	286	30	1
245	286	30	1
248	286	30	1
249	286	30	1
251	286	30	1
252	286	30	2
255	286	30	1
256	286	30	1
257	286	30	1
219	287	30	1
224	287	30	2
225	287	30	2
231	287	30	1
234	287	30	1
238.5	287.5	30.5	1
243	287	30	2
244	287	30	1
248	287	30	2
199	288	30	1
221	288	30	1
225	288	30	1
226	288	30	2
228	288	30	2
233	288	30	1
236	288	30	1
247	288	30	1
199	289	30	1
200	289	30	2
221	289	30	1
228	289	30	1
231	289	30	2
233	289	30	2
237	289	30	3
238	289	30	1
239	289	30	1
248	289	30	2
252	289	30	1
256	289	30	1
224	290	30	2
225	290	30	3
233	290	30	1
236	290	30	2
239	290	30	2
240	290	30	1
241	290	30	1
246	290	30	2
253	290	30	1
257	290	30	1
198	291	30	1
222	291	30	2
229	291	30	3
234	291	30	1
235	291	30	1
238	291	30	1
239	291	30	3
241	291	30	1
247	291	30	2
248	291	30	2
250	291	30	1
255	291	30	1
199	292	30	1
220	292	30	3
232	292	30	1
235	292	30	1
241	292	30	1
245	292	30	2
247	292	30	1
251	292	30	3
257	292	30	2
201	293	30	1
221	293	30	1
222	293	30	1
223	293	30	2
229	293	30	2
232	293	30	2
233	293	30	1
238	293	30	1
241	293	30	1
244	293	30	1
245	293	30	3
246	293	30	1
247	293	30	1
225	294	30	2
227	294	30	1
236	294	30	1
238	294	30	2
243	294	30	1
244	294	30	2
245	294	30	2
251	294	30	2
257	294	30	1
258	294	30	1
220	295	30	1
229	295	30	1
234	295	30	1
243	295	30	1
244	295	30	2
247	295	30	1
251	295	30	1
253	295	30	1
254	295	30	2
255	295	30	1
256	295	30	1
257	295	30	1
186	296	30	3
222	296	30	1
228	296	30	1
232	296	30	1
233	296	30	1
241	296	30	1
243	296	30	1
246	296	30	1
252	296	30	2
220	297	30	1
221	297	30	1
223	297	30	1
226	297	30	4
229	297	30	1
232	297	30	1
238	297	30	2
239	297	30	1
240	297	30	1
244	297	30	1
245	297	30	1
246	297	30	1
250	297	30	1
252	297	30	2
221	298	30	1
225	298	30	1
227	298	30	1
228	298	30	2
229	298	30	1
232	298	30	2
233	298	30	3
235	298	30	1
236	298	30	1
240	298	30	1
242	298	30	1
245	298	30	1
246	298	30	2
247	298	30	2
250	298	30	1
251	298	30	1
252	298	30	1
218	299	30	1
221	299	30	1
230	299	30	2
250	299	30	3
252	299	30	2
214	300	30	1
222	300	30	2
225	300	30	1
228	300	30	1
232	300	30	1
233	300	30	1
242	300	30	3
247	300	30	1
223	301	30	1
236	301	30	3
240	301	30	1
241	301	30	1
242	301	30	2
243	301	30	2
251	301	30	1
223	302	30	1
229	302	30	1
231	302	30	2
237	302	30	3
238	302	30	1
242	302	30	2
225	303	30	1
238	303	30	1
239	303	30	1
243	303	30	1
220	304	30	1
233	304	30	1
237	304	30	1
238	304	30	3
242	304	30	1
233	305	30	2
238	306	30	1
226	249	31	1
224	250	31	1
226	250	31	2
227	250	31	1
235	250	31	1
229	251	31	1
226	252	31	3
229	252	31	1
235	252	31	1
239	252	31	1
224	253	31	1
227	253	31	1
228	253	31	1
232	253	31	1
238	253	31	1
235	254	31	2
195	255	31	2
230	255	31	1
235	255	31	1
238	255	31	1
240	255	31	1
236	256	31	1
239	256	31	1
177	257	31	1
215	257	31	1
218	257	31	2
229	257	31	2
232	257	31	1
233	257	31	1
236	257	31	1
237	257	31	1
188	258	31	1
215	258	31	1
216	258	31	1
228	258	31	1
229	258	31	1
231	258	31	2
234	258	31	1
235	258	31	1
237	258	31	1
239	258	31	1
240	258	31	1
188	259	31	3
206	259	31	1
216	259	31	1
227	259	31	1
229	259	31	1
