Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
14467,obj14468-val51617,51617,0,191.0,285.0,38.0,191.0,285.0,38.0,191,285,38,191,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14468,obj14469-val51618,51618,0,192.0,285.0,38.0,192.0,285.0,38.0,192,285,38,192,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14469,obj14470-val51619,51619,0,193.0,285.0,38.0,193.0,285.0,38.0,193,285,38,193,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14470,obj14471-val51620,51620,0,195.0,285.0,38.0,195.0,285.0,38.0,195,285,38,195,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14471,obj14472-val51621,51621,0,201.0,285.0,38.0,201.0,285.0,38.0,201,285,38,201,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14472,obj14473-val51622,51622,0,202.0,285.0,38.0,202.0,285.0,38.0,202,285,38,202,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14473,obj14474-val51623,51623,0,204.0,285.0,38.0,204.0,285.0,38.0,204,285,38,204,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14474,obj14475-val51624,51624,0,205.0,285.0,38.0,205.0,285.0,38.0,205,285,38,205,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14475,obj14476-val51625,51625,0,208.0,285.0,38.0,208.0,285.0,38.0,208,285,38,208,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14476,obj14477-val51626,51626,0,212.0,285.0,38.0,212.0,285.0,38.0,212,285,38,212,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14477,obj14478-val51627,51627,0,215.0,285.0,38.0,215.0,285.0,38.0,215,285,38,215,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14478,obj14479-val51628,51628,0,216.0,285.0,38.0,216.0,285.0,38.0,216,285,38,216,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14479,obj14480-val51629,51629,0,217.0,285.0,38.0,217.0,285.0,38.0,217,285,38,217,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14480,obj14481-val51630,51630,0,232.0,285.0,38.0,232.0,285.0,38.0,232,285,38,232,285,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14481,obj14482-val51631,51631,0,188.0,286.0,38.0,188.0,286.0,38.0,188,286,38,188,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14482,obj14483-val51632,51632,0,193.0,286.0,38.0,193.0,286.0,38.0,193,286,38,193,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14483,obj14484-val51633,51633,0,196.0,286.0,38.0,196.0,286.0,38.0,196,286,38,196,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14484,obj14485-val51634,51634,0,198.0,286.0,38.0,198.0,286.0,38.0,198,286,38,198,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14485,obj14486-val51635,51635,0,203.0,286.0,38.0,203.0,286.0,38.0,203,286,38,203,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14486,obj14487-val51636,51636,0,204.0,286.0,38.0,204.0,286.0,38.0,204,286,38,204,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14487,obj14488-val51637,51637,0,205.0,286.0,38.0,205.0,286.0,38.0,205,286,38,205,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14488,obj14489-val51638,51638,0,206.0,286.0,38.0,206.0,286.0,38.0,206,286,38,206,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14489,obj14490-val51639,51639,0,208.0,286.0,38.0,208.0,286.0,38.0,208,286,38,208,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14490,obj14491-val51640,51640,0,211.0,286.0,38.0,211.0,286.0,38.0,211,286,38,211,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14491,obj14492-val51641,51641,0,216.0,286.0,38.0,216.0,286.0,38.0,216,286,38,216,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14492,obj14493-val51642,51642,0,218.0,286.0,38.0,218.0,286.0,38.0,218,286,38,218,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14493,obj14494-val51643,51643,0,219.0,286.0,38.0,219.0,286.0,38.0,219,286,38,219,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14494,obj14495-val51644,51644,0,221.0,286.0,38.0,221.0,286.0,38.0,221,286,38,221,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14495,obj14496-val51645,51645,0,230.0,286.0,38.0,230.0,286.0,38.0,230,286,38,230,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14496,obj14497-val51646,51646,0,232.0,286.0,38.0,232.0,286.0,38.0,232,286,38,232,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14497,obj14498-val51647,51647,0,233.0,286.0,38.0,233.0,286.0,38.0,233,286,38,233,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14498,obj14499-val51648,51648,0,237.0,286.0,38.0,237.0,286.0,38.0,237,286,38,237,286,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14499,obj14500-val51649,51649,0,188.0,287.0,38.0,188.0,287.0,38.0,188,287,38,188,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14500,obj14501-val51650,51650,0,192.0,287.0,38.0,192.0,287.0,38.0,192,287,38,192,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14501,obj14502-val51651,51651,0,193.0,287.0,38.0,193.0,287.0,38.0,193,287,38,193,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14502,obj14503-val51652,51652,0,195.0,287.0,38.0,195.0,287.0,38.0,195,287,38,195,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14503,obj14504-val51653,51653,0,198.0,287.0,38.0,198.0,287.0,38.0,198,287,38,198,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14504,obj14505-val51654,51654,0,202.0,287.0,38.0,202.0,287.0,38.0,202,287,38,202,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14505,obj14506-val51655,51655,0,204.0,287.0,38.0,204.0,287.0,38.0,204,287,38,204,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14506,obj14507-val51656,51656,0,205.0,287.0,38.0,205.0,287.0,38.0,205,287,38,205,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14507,obj14508-val51657,51657,0,207.0,287.0,38.0,207.0,287.0,38.0,207,287,38,207,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14508,obj14509-val51658,51658,0,215.0,287.0,38.0,215.0,287.0,38.0,215,287,38,215,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14509,obj14510-val51659,51659,0,217.0,287.0,38.0,217.0,287.0,38.0,217,287,38,217,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14510,obj14511-val51660,51660,0,219.0,287.0,38.0,219.0,287.0,38.0,219,287,38,219,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14511,obj14512-val51661,51661,0,220.0,287.0,38.0,220.0,287.0,38.0,220,287,38,220,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14512,obj14513-val51662,51662,0,222.0,287.0,38.0,222.0,287.0,38.0,222,287,38,222,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14513,obj14514-val51663,51663,0,230.0,287.0,38.0,230.0,287.0,38.0,230,287,38,230,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14514,obj14515-val51664,51664,0,232.0,287.0,38.0,232.0,287.0,38.0,232,287,38,232,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14515,obj14516-val51665,51665,0,238.0,287.0,38.0,238.0,287.0,38.0,238,287,38,238,287,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14516,obj14517-val51666,51666,0,187.0,288.0,38.0,187.0,288.0,38.0,187,288,38,187,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14517,obj14518-val51667,51667,0,188.0,288.0,38.0,188.0,288.0,38.0,188,288,38,188,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14518,obj14519-val51668,51668,0,189.0,288.0,38.0,189.0,288.0,38.0,189,288,38,189,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14519,obj14520-val51669,51669,0,190.0,288.0,38.0,190.0,288.0,38.0,190,288,38,190,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14520,obj14521-val51670,51670,0,192.0,288.0,38.0,192.0,288.0,38.0,192,288,38,192,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14521,obj14522-val51671,51671,0,193.0,288.0,38.0,193.0,288.0,38.0,193,288,38,193,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14522,obj14523-val51672,51672,0,197.0,288.0,38.0,197.0,288.0,38.0,197,288,38,197,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14523,obj14524-val51673,51673,0,202.0,288.0,38.0,202.0,288.0,38.0,202,288,38,202,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14524,obj14525-val51674,51674,0,205.0,288.0,38.0,205.0,288.0,38.0,205,288,38,205,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14525,obj14526-val51675,51675,0,206.0,288.0,38.0,206.0,288.0,38.0,206,288,38,206,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14526,obj14527-val51676,51676,0,207.0,288.0,38.0,207.0,288.0,38.0,207,288,38,207,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14527,obj14528-val51677,51677,0,209.0,288.0,38.0,209.0,288.0,38.0,209,288,38,209,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14528,obj14529-val51678,51678,0,214.0,288.0,38.0,214.0,288.0,38.0,214,288,38,214,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14529,obj14530-val51679,51679,0,218.0,288.0,38.0,218.0,288.0,38.0,218,288,38,218,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14530,obj14531-val51680,51680,0,219.0,288.0,38.0,219.0,288.0,38.0,219,288,38,219,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14531,obj14532-val51681,51681,0,220.0,288.0,38.0,220.0,288.0,38.0,220,288,38,220,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14532,obj14533-val51682,51682,0,224.0,288.0,38.0,224.0,288.0,38.0,224,288,38,224,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14533,obj14534-val51683,51683,0,235.0,288.0,38.0,235.0,288.0,38.0,235,288,38,235,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14534,obj14535-val51684,51684,0,236.0,288.0,38.0,236.0,288.0,38.0,236,288,38,236,288,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14535,obj14536-val51685,51685,0,185.0,289.0,38.0,185.0,289.0,38.0,185,289,38,185,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14536,obj14537-val51686,51686,0,186.0,289.0,38.0,186.0,289.0,38.0,186,289,38,186,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14537,obj14538-val51687,51687,0,187.0,289.0,38.0,187.0,289.0,38.0,187,289,38,187,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14538,obj14539-val51688,51688,0,189.0,289.0,38.0,189.0,289.0,38.0,189,289,38,189,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14539,obj14540-val51689,51689,0,190.0,289.0,38.0,190.0,289.0,38.0,190,289,38,190,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14540,obj14541-val51690,51690,0,192.0,289.0,38.0,192.0,289.0,38.0,192,289,38,192,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14541,obj14542-val51691,51691,0,193.0,289.0,38.0,193.0,289.0,38.0,193,289,38,193,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14542,obj14543-val51692,51692,0,195.0,289.0,38.0,195.0,289.0,38.0,195,289,38,195,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14543,obj14544-val51693,51693,0,200.0,289.0,38.0,200.0,289.0,38.0,200,289,38,200,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14544,obj14545-val51694,51694,0,201.0,289.0,38.0,201.0,289.0,38.0,201,289,38,201,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14545,obj14546-val51695,51695,0,203.0,289.0,38.0,203.0,289.0,38.0,203,289,38,203,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14546,obj14547-val51696,51696,0,204.0,289.0,38.0,204.0,289.0,38.0,204,289,38,204,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14547,obj14548-val51697,51697,0,207.0,289.0,38.0,207.0,289.0,38.0,207,289,38,207,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
14548,obj14549-val51698,51698,0,208.0,289.0,38.0,208.0,289.0,38.0,208,289,38,208,289,38,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
