x	y	z	Processing of Capped Intronless Pre-mRNA
173	272	32	1
177	272	32	1
181	272	32	1
184	272	32	1
186	272	32	1
201	272	32	1
202	272	32	1
205	272	32	2
211	272	32	1
212	272	32	1
214	272	32	2
225	272	32	1
227	272	32	3
230	272	32	1
245	272	32	1
246	272	32	1
255	272	32	1
181	273	32	1
183	273	32	1
185	273	32	1
204	273	32	1
228	273	32	1
235	273	32	1
243	273	32	1
246	273	32	1
179	274	32	1
182	274	32	1
204	274	32	1
206	274	32	2
211	274	32	1
235	274	32	1
236	274	32	1
238	274	32	2
244	274	32	1
246	274	32	1
181	275	32	1
202	275	32	3
203	275	32	2
208	275	32	1
213	275	32	1
216	275	32	1
236	275	32	1
240	275	32	1
203	276	32	2
205	276	32	1
235	276	32	2
241	276	32	1
243	276	32	1
246	276	32	1
249	276	32	1
204	277	32	1
224	277	32	1
241	277	32	1
242	277	32	1
244	277	32	2
247	277	32	1
177	278	32	3
203	278	32	1
235	278	32	3
241	278	32	1
245	278	32	2
246	278	32	1
248	278	32	2
255	278	32	1
178	279	32	1
179	279	32	2
220	279	32	1
223	279	32	2
236	279	32	2
242	279	32	1
246	279	32	2
247	279	32	1
177	280	32	3
189	280	32	2
205	280	32	1
222	280	32	2
245	280	32	1
173	281	32	1
179	281	32	1
186	281	32	1
231	281	32	1
232	281	32	1
233	281	32	1
234	281	32	2
251	281	32	1
204	282	32	1
221	282	32	1
227	282	32	1
229	282	32	1
232	282	32	1
241	282	32	1
242	282	32	1
245	282	32	1
250	282	32	1
251	282	32	2
211	283	32	2
221	283	32	1
224	283	32	1
237	283	32	1
240	283	32	1
245	283	32	1
248	283	32	1
176	284	32	1
177	284	32	1
179	284	32	1
210	284	32	2
234	284	32	1
237	284	32	1
247	284	32	1
254	284	32	1
177	285	32	1
180	285	32	1
185	285	32	1
205	285	32	1
206	285	32	1
218	285	32	1
220	285	32	1
230	285	32	1
233	285	32	1
235	285	32	1
237	285	32	1
238	285	32	1
243	285	32	1
175	286	32	1
177	286	32	2
206	286	32	2
218	286	32	1
221	286	32	1
224	286	32	1
228	286	32	1
229	286	32	2
231	286	32	1
236	286	32	1
247	286	32	1
252	286	32	1
176	287	32	1
207	287	32	1
208	287	32	1
219	287	32	1
222	287	32	1
220	288	32	2
222	288	32	1
225	288	32	2
236	288	32	2
245	288	32	1
246	288	32	1
185	289	32	2
223	289	32	1
224	289	32	2
227	289	32	1
234	289	32	1
187	290	32	1
199	290	32	1
206	290	32	1
221	290	32	1
225	290	32	1
226	290	32	1
239	290	32	2
241	290	32	1
244	290	32	1
245	290	32	1
246	290	32	1
186	291	32	1
226	291	32	3
229	291	32	1
231	291	32	2
233.333333333333	291.333333333333	33	1
235	291	32	1
236	291	32	1
238	291	32	1
239	291	32	1
241	291	32	1
245	291	32	1
250	291	32	1
197	292	32	2
199	292	32	2
201	292	32	2
218	292	32	1
229	292	32	1
251	292	32	1
252	292	32	2
254	292	32	3
255	292	32	1
256	292	32	1
197	293	32	1
198	293	32	1
200	293	32	1
222	293	32	1
227	293	32	2
230	293	32	2
232	293	32	2
237	293	32	1
249	293	32	1
180	294	32	1
225	294	32	1
227	294	32	1
230	294	32	1
237	294	32	2
238	294	32	2
244	294	32	2
246	294	32	1
247	294	32	1
251	294	32	2
200	295	32	1
223	295	32	1
225	295	32	4
229	295	32	1
232	295	32	2
240	295	32	1
245	295	32	1
247	295	32	1
187	296	32	1
226	296	32	1
228	296	32	1
232	296	32	1
235	296	32	1
241	296	32	2
249	296	32	1
252	296	32	2
230	297	32	1
234	297	32	1
241	297	32	1
250	297	32	1
251	297	32	1
199	298	32	1
223	298	32	1
227	298	32	1
232	298	32	3
233	298	32	1
237	298	32	1
238	298	32	1
239	298	32	1
241	298	32	1
244	298	32	1
249	298	32	1
250	298	32	1
252	298	32	2
197	299	32	1
233	299	32	1
236	299	32	2
241	299	32	1
242	299	32	1
243	299	32	4
244	299	32	1
247	299	32	1
248	299	32	2
237	300	32	1
239	300	32	2
246	300	32	1
210	301	32	1
224	301	32	1
225	301	32	1
227	301	32	3
237	301	32	1
241	301	32	1
246	301	32	1
222	302	32	1
223	302	32	1
241	302	32	2
248	302	32	1
249	302	32	1
207	303	32	1
235	303	32	1
239	303	32	1
242	303	32	1
220	304	32	1
231	304	32	1
234	304	32	1
238	304	32	2
243	304	32	1
245	304	32	1
238	305	32	1
242	305	32	1
230	306	32	1
234	306	32	1
237	307	32	1
229	308	32	1
227	309	32	1
231	309	32	1
225	310	32	1
225	311	32	2
229	312	32	1
230	313	32	1
228	249	33	1
232	249	33	1
227	251	33	1
227	252	33	1
222	253	33	1
224	253	33	1
229	253	33	1
223	254	33	1
225	254	33	1
231	254	33	1
236	254	33	1
224	255	33	2
231	255	33	3
215	256	33	1
216	256	33	1
222	256	33	3
225	256	33	1
228	256	33	1
230	256	33	1
232	256	33	1
238	256	33	2
241	256	33	2
217	257	33	1
221	257	33	1
227	257	33	1
230	257	33	1
237	257	33	1
215	258	33	1
216	258	33	1
217	258	33	1
218	258	33	1
220	258	33	1
230	258	33	2
231	258	33	2
232	258	33	3
235	258	33	2
189	259	33	1
211	259	33	1
213	259	33	1
223	259	33	1
225	259	33	2
228	259	33	1
244	259	33	1
192	260	33	1
217	260	33	1
224	260	33	1
229	260	33	1
231	260	33	1
236	260	33	1
240	260	33	1
243	260	33	1
246	260	33	3
205	261	33	1
214	261	33	1
220	261	33	1
222	261	33	1
228	261	33	1
232	261	33	2
234	261	33	1
235	261	33	1
236	261	33	1
237	261	33	1
242	261	33	2
245	261	33	1
196	262	33	3
214	262	33	1
221	262	33	1
224	262	33	1
228	262	33	1
233	262	33	1
238	262	33	1
243	262	33	2
245	262	33	1
249	262	33	1
189	263	33	1
191	263	33	1
199	263	33	1
211	263	33	1
215	263	33	1
222	263	33	1
228	263	33	3
231	263	33	1
238	263	33	2
240	263	33	1
243	263	33	2
195	264	33	2
209	264	33	1
210	264	33	1
215	264	33	1
225	264	33	1
226	264	33	2
228	264	33	4
231	264	33	1
233	264	33	1
239	264	33	1
242	264	33	1
245	264	33	2
246	264	33	1
247	264	33	1
248	264	33	1
185	265	33	1
188	265	33	1
208	265	33	1
211	265	33	1
218	265	33	1
220	265	33	1
221	265	33	1
222	265	33	1
223	265	33	1
225	265	33	1
229	265	33	1
235	265	33	2
239	265	33	2
243	265	33	1
245	265	33	1
248	265	33	1
252	265	33	1
185	266	33	1
188	266	33	1
193	266	33	1
214	266	33	1
216	266	33	2
220	266	33	1
228	266	33	1
242	266	33	1
246	266	33	1
247	266	33	1
182	267	33	1
183	267	33	1
188	267	33	1
191	267	33	1
209	267	33	2
216	267	33	1
220	267	33	1
223	267	33	1
225	267	33	1
226	267	33	1
235	267	33	1
240	267	33	2
242	267	33	2
246	267	33	1
248	267	33	1
183	268	33	1
193	268	33	2
207	268	33	1
209	268	33	1
212	268	33	1
213	268	33	1
214	268	33	1
217	268	33	1
219	268	33	1
231	268	33	1
232	268	33	1
241	268	33	1
242	268	33	1
243	268	33	1
245	268	33	1
187	269	33	2
204	269	33	1
211	269	33	1
216	269	33	1
235	269	33	1
239	269	33	2
244	269	33	1
246	269	33	1
251	269	33	2
179	270	33	1
184	270	33	1
187	270	33	1
188	270	33	1
198	270	33	1
206	270	33	1
214	270	33	1
216	270	33	1
242	270	33	1
247	270	33	1
251	270	33	1
175	271	33	2
210	271	33	1
217	271	33	1
229	271	33	1
240	271	33	2
241	271	33	1
242	271	33	2
246	271	33	1
248	271	33	1
172	272	33	1
175	272	33	1
176	272	33	2
177	272	33	1
183	272	33	1
184	272	33	1
186	272	33	1
187	272	33	1
203	272	33	4
204	272	33	1
208	272	33	1
234	272	33	1
235	272	33	1
237	272	33	2
240	272	33	1
251	272	33	1
254	272	33	2
173	273	33	1
174	273	33	1
181	273	33	2
184	273	33	1
186	273	33	1
196	273	33	1
205	273	33	2
210	273	33	1
214	273	33	1
215	273	33	1
226	273	33	1
227	273	33	2
235	273	33	1
239	273	33	1
241	273	33	1
243	273	33	1
247	273	33	1
174	274	33	1
182	274	33	2
190	274	33	1
203	274	33	2
204	274	33	1
206	274	33	2
207	274	33	1
210	274	33	1
212	274	33	1
232	274	33	1
238	274	33	1
242	274	33	1
250	274	33	1
184	275	33	1
200	275	33	2
207	275	33	1
213	275	33	1
214	275	33	1
227	275	33	1
239	275	33	1
242	275	33	2
177	276	33	1
186	276	33	1
189	276	33	1
192	276	33	1
235	276	33	1
239	276	33	1
176	277	33	1
178	277	33	1
202	277	33	1
207	277	33	1
209	277	33	1
224	277	33	1
232	277	33	1
237	277	33	1
239	277	33	1
245	277	33	1
246	277	33	1
177	278	33	1
223	278	33	1
234	278	33	1
235	278	33	1
243	278	33	1
245	278	33	1
246	278	33	2
168	279	33	2
201	279	33	2
208	279	33	1
210	279	33	1
222	279	33	1
231	279	33	1
245	279	33	1
175	280	33	1
180	280	33	1
187	280	33	1
191	280	33	1
207	280	33	1
246	280	33	1
247	280	33	1
173	281	33	1
179	281	33	1
204	281	33	1
207	281	33	1
223	281	33	2
243	281	33	3
244	281	33	1
250	281	33	1
175	282	33	1
185	282	33	1
188	282	33	1
190	282	33	1
205	282	33	1
218	282	33	1
220	282	33	1
223	282	33	1
234	282	33	1
238	282	33	1
242	282	33	1
243	282	33	1
244	282	33	1
245	282	33	1
248	282	33	1
250	282	33	1
251	282	33	3
204	283	33	1
206	283	33	1
220	283	33	1
236	283	33	1
241	283	33	1
242	283	33	1
243	283	33	1
246	283	33	1
249	283	33	1
184	284	33	1
187	284	33	1
207	284	33	1
211	284	33	1
220	284	33	1
224	284	33	1
225	284	33	1
226	284	33	1
229	284	33	2
233	284	33	1
235	284	33	2
236	284	33	1
237	284	33	1
241	284	33	1
248	284	33	1
175	285	33	1
178	285	33	1
206	285	33	1
219	285	33	1
224	285	33	1
225	285	33	1
227	285	33	1
230	285	33	1
232	285	33	1
233	285	33	3
243	285	33	1
248	285	33	1
178	286	33	1
185	286	33	2
201	286	33	1
207	286	33	1
208	286	33	1
211	286	33	1
218	286	33	1
219	286	33	1
235	286	33	1
236	286	33	1
237	286	33	1
239	286	33	1
243	286	33	2
244	286	33	2
245	286	33	2
246	286	33	1
222	287	33	2
229	287	33	1
243	287	33	1
246	287	33	1
184	288	33	3
223	288	33	1
230	288	33	1
231	288	33	1
245	288	33	3
246	288	33	1
255	288	33	1
257	288	33	1
184	289	33	1
186	289	33	1
200	289	33	1
205	289	33	1
223	289	33	1
247	289	33	1
250	289	33	3
187	290	33	1
202	290	33	1
225	290	33	1
235	290	33	2
238	290	33	1
242	290	33	2
257	290	33	1
203	291	33	1
225	291	33	1
226	291	33	1
234	291	33	1
241	291	33	1
245	291	33	1
248	291	33	1
249	291	33	1
183	292	33	1
221	292	33	1
227	292	33	1
232	292	33	1
233	292	33	1
238	292	33	1
245	292	33	2
247	292	33	1
249	292	33	1
225	293	33	1
229	293	33	1
230	293	33	1
235	293	33	1
239	293	33	1
243	293	33	1
254	293	33	1
187	294	33	2
202	294	33	1
204	294	33	1
213	294	33	1
228	294	33	1
237	294	33	1
245	294	33	1
246	294	33	1
252	294	33	1
256	294	33	1
182	295	33	1
204	295	33	1
218	295	33	1
225	295	33	1
232	295	33	2
235	295	33	1
243	295	33	1
245	295	33	1
246	295	33	1
250	295	33	1
179	296	33	1
195	296	33	1
199	296	33	1
200	296	33	2
226	296	33	1
231	296	33	1
241	296	33	1
198	297	33	1
233	297	33	1
234	297	33	1
236	297	33	1
241	297	33	2
245	297	33	1
182	298	33	1
195	298	33	2
198	298	33	1
231	298	33	1
233	298	33	1
236	298	33	1
239	298	33	1
240	298	33	1
246	298	33	2
197	299	33	1
198	299	33	1
201	299	33	1
222	299	33	2
229	299	33	1
247	299	33	1
226	300	33	1
227	300	33	1
237	300	33	1
244	300	33	1
196	301	33	1
225	301	33	1
226	301	33	1
227	301	33	1
228	301	33	2
236	301	33	1
243	301	33	1
245	301	33	1
246	301	33	1
211	302	33	1
223	302	33	1
226	302	33	1
228	302	33	1
230	302	33	1
236	302	33	1
243	302	33	1
246	302	33	1
207	303	33	2
231	303	33	1
233	303	33	1
235	303	33	2
241	303	33	1
206	304	33	1
209	304	33	1
231	304	33	1
232	304	33	1
236	304	33	1
207	305	33	3
230	305	33	1
235	305	33	2
240	305	33	1
220	306	33	1
230	306	33	1
242	306	33	1
201	307	33	1
221	307	33	1
222	307	33	1
226	307	33	1
234	307	33	1
235	307	33	2
227	308	33	1
235	308	33	1
239	308	33	3
233	309	33	1
235	309	33	1
217	310	33	2
221	310	33	1
225	310	33	1
229	310	33	1
227	311	33	2
230	311	33	1
231	311	33	1
232	311	33	1
233	311	33	1
236	311	33	3
238	311	33	2
225	312	33	1
226	312	33	1
228	312	33	1
231	312	33	1
223	313	33	1
234	314	33	2
235	314	33	1
230	315	33	1
228	251	34	4
229	251	34	2
226	252	34	1
227	252	34	1
227	253	34	2
228	253	34	1
225	254	34	1
227	254	34	1
241	254	34	1
226	255	34	2
242	255	34	2
215	256	34	1
218	256	34	1
221	256	34	1
224	256	34	3
233	256	34	1
241	256	34	1
210	257	34	1
225	257	34	1
227	257	34	2
235	257	34	1
241	257	34	1
243	257	34	2
218	258	34	1
223	258	34	1
224	258	34	1
227	258	34	1
228	258	34	1
234	258	34	2
237	258	34	2
241	258	34	1
244	258	34	1
189	259	34	1
216	259	34	2
217	259	34	1
220	259	34	1
223	259	34	1
226	259	34	1
227	259	34	1
229	259	34	1
231	259	34	1
242	259	34	1
211	260	34	2
215	260	34	1
216	260	34	1
220	260	34	2
224	260	34	1
225	260	34	2
229	260	34	1
237	260	34	1
240	260	34	2
244	260	34	1
245	260	34	1
204	261	34	1
211	261	34	1
215	261	34	1
219	261	34	1
221	261	34	1
222	261	34	2
228	261	34	1
240	261	34	1
244	261	34	1
211	262	34	3
214	262	34	1
220	262	34	1
221	262	34	2
228	262	34	1
229	262	34	1
235	262	34	1
250	262	34	2
189	263	34	1
193	263	34	1
214	263	34	1
216	263	34	1
220	263	34	1
225	263	34	1
226	263	34	1
227	263	34	1
234	263	34	1
237	263	34	1
249	263	34	1
251	263	34	1
194	264	34	2
200	264	34	2
205	264	34	1
210	264	34	1
215	264	34	1
216	264	34	1
219	264	34	1
221	264	34	1
222	264	34	1
223	264	34	1
226	264	34	1
234	264	34	2
235	264	34	1
237	264	34	1
240	264	34	2
248	264	34	1
191	265	34	1
192	265	34	1
210	265	34	1
211	265	34	1
219	265	34	1
223	265	34	1
229	265	34	1
230	265	34	3
233	265	34	1
241	265	34	1
243	265	34	2
244	265	34	1
248	265	34	1
250	265	34	1
178	266	34	1
184	266	34	2
186	266	34	1
194	266	34	1
196	266	34	1
209	266	34	2
217	266	34	1
225	266	34	1
229	266	34	2
237	266	34	1
244	266	34	1
252	266	34	2
191	267	34	1
193	267	34	1
206	267	34	1
214	267	34	1
216	267	34	1
221	267	34	1
223	267	34	1
230	267	34	1
235	267	34	3
240	267	34	1
243	267	34	1
173	268	34	2
189	268	34	1
194	268	34	1
210	268	34	1
215	268	34	1
220	268	34	1
222	268	34	2
231	268	34	1
240	268	34	1
246	268	34	1
247	268	34	1
249	268	34	2
176	269	34	1
185	269	34	1
187	269	34	1
188	269	34	2
194	269	34	1
196	269	34	2
197	269	34	1
208	269	34	1
210	269	34	1
212	269	34	1
217	269	34	1
230	269	34	1
232	269	34	1
236	269	34	1
243	269	34	1
249	269	34	1
251	269	34	1
253	269	34	1
254	269	34	1
192	270	34	1
203	270	34	1
206	270	34	1
210	270	34	2
214	270	34	1
217	270	34	1
249	270	34	1
172	271	34	1
173	271	34	1
181	271	34	2
185	271	34	2
211	271	34	1
214	271	34	1
217	271	34	1
220	271	34	2
221	271	34	1
231	271	34	1
239	271	34	2
242	271	34	2
245	271	34	1
247	271	34	1
250	271	34	1
175	272	34	1
182	272	34	1
184	272	34	1
205	272	34	1
206	272	34	1
207	272	34	1
212	272	34	1
218	272	34	1
226	272	34	1
227	272	34	1
228	272	34	1
240	272	34	1
241	272	34	1
247	272	34	1
181	273	34	1
184	273	34	2
204	273	34	1
205	273	34	1
210	273	34	1
211	273	34	1
214	273	34	2
218	273	34	1
229	273	34	2
230	273	34	1
231	273	34	1
243	273	34	1
248	273	34	1
249	273	34	2
185	274	34	1
187	274	34	1
197	274	34	1
207	274	34	1
213	274	34	1
235	274	34	1
238	274	34	2
250	274	34	1
179	275	34	1
201	275	34	1
203	275	34	2
213	275	34	2
214	275	34	1
215	275	34	1
216	275	34	1
217	275	34	1
233	275	34	1
235	275	34	1
240	275	34	1
245	275	34	1
177	276	34	1
202	276	34	1
206	276	34	1
212	276	34	1
219	276	34	1
237	276	34	1
241	276	34	1
175	277	34	2
189	277	34	1
205	277	34	1
207	277	34	1
213	277	34	1
229	277	34	1
236	277	34	1
244	277	34	3
175	278	34	2
178	278	34	3
193	278	34	1
201	278	34	1
206	278	34	1
207	278	34	1
210	278	34	1
226	278	34	1
232	278	34	1
239	278	34	2
177	279	34	1
179	279	34	2
180	279	34	1
208	279	34	2
209	279	34	1
231	279	34	1
236	279	34	1
237	279	34	1
238	279	34	1
242	279	34	2
176	280	34	2
192	280	34	1
221	280	34	1
233	280	34	1
234	280	34	2
235	280	34	2
238	280	34	2
240	280	34	1
242	280	34	1
175	281	34	1
179	281	34	1
203	281	34	1
204	281	34	1
209	281	34	1
213	281	34	1
221	281	34	1
223	281	34	1
226	281	34	1
231	281	34	1
245	281	34	1
175	282	34	1
178	282	34	1
179	282	34	1
182	282	34	1
204	282	34	1
206	282	34	1
223	282	34	1
224	282	34	3
230	282	34	1
235	282	34	1
245	282	34	2
248	282	34	1
176	283	34	1
187	283	34	1
192	283	34	1
204	283	34	1
219	283	34	4
224	283	34	1
230	283	34	1
234	283	34	1
238	283	34	1
239	283	34	1
249	283	34	1
250	283	34	1
251	283	34	2
253	283	34	1
191	284	34	1
203	284	34	1
208	284	34	3
214	284	34	1
215	284	34	1
222	284	34	1
223	284	34	1
226	284	34	1
229	284	34	1
237	284	34	1
242	284	34	1
249	284	34	2
185	285	34	1
206	285	34	2
209	285	34	2
221	285	34	1
222	285	34	1
223	285	34	1
230	285	34	1
237	285	34	2
242	285	34	1
176	286	34	1
187	286	34	1
188	286	34	1
190	286	34	1
199	286	34	1
204	286	34	1
208	286	34	1
213	286	34	1
220	286	34	2
226	286	34	1
228	286	34	2
234	286	34	1
237	286	34	1
247	286	34	1
254	286	34	1
187	287	34	1
190	287	34	2
219	287	34	1
222	287	34	1
223	287	34	1
236	287	34	1
252	287	34	2
177	288	34	1
185	288	34	1
199	288	34	1
202	288	34	1
224	288	34	2
229	288	34	1
231	288	34	1
246	288	34	1
184	289	34	1
203	289	34	1
235	289	34	2
246	289	34	2
185	290	34	1
187	290	34	1
203	290	34	1
204	290	34	1
220	290	34	1
224	290	34	1
225	290	34	1
230	290	34	1
240	290	34	1
244	290	34	1
246	290	34	1
199	291	34	1
225	291	34	1
229	291	34	2
235	291	34	1
247	291	34	1
248	291	34	1
187	292	34	2
200	292	34	1
202	292	34	1
203	292	34	2
221	292	34	1
223	292	34	1
226	292	34	1
229	292	34	2
231	292	34	1
236	292	34	1
188	293	34	1
194	293	34	1
196	293	34	2
202	293	34	1
204	293	34	1
229	293	34	1
231	293	34	1
241	293	34	1
242	293	34	1
244	293	34	1
251	293	34	1
182	294	34	1
183	294	34	1
195	294	34	2
201	294	34	1
220	294	34	3
223	294	34	1
243	294	34	1
194	295	34	2
203	295	34	1
204	295	34	2
231	295	34	1
232	295	34	1
239	295	34	2
196	296	34	1
201	296	34	1
205	296	34	1
217	296	34	1
221	296	34	1
222	296	34	1
225	296	34	1
228	296	34	2
237	296	34	1
238	296	34	2
240	296	34	1
243	296	34	2
245	296	34	1
194	297	34	1
204	297	34	1
224	297	34	1
227	297	34	1
232	297	34	1
234	297	34	1
235	297	34	1
236	297	34	1
237	297	34	1
238	297	34	1
245	297	34	1
224	298	34	2
233	298	34	1
236	298	34	1
241	298	34	1
242	298	34	1
244	298	34	2
245	298	34	1
180	299	34	1
195	299	34	1
203	299	34	1
207	299	34	1
226	299	34	1
227	299	34	1
228	299	34	1
241	299	34	1
245	299	34	1
233	300	34	1
237	300	34	1
243	300	34	1
196	301	34	1
197	301	34	1
224	301	34	1
227	301	34	1
229	301	34	1
232	301	34	1
244	301	34	1
230	302	34	1
237	302	34	1
239	302	34	1
243	302	34	1
229	303	34	1
235	303	34	1
243	303	34	2
244	303	34	2
245	303	34	1
199	304	34	1
226	304	34	1
232	304	34	1
235	304	34	1
237	304	34	1
244	304	34	2
222	305	34	1
223	305	34	1
225	305	34	1
229	305	34	1
233	305	34	2
240	305	34	1
203	306	34	2
223	306	34	2
228	306	34	2
236	306	34	1
242	306	34	1
244	306	34	1
201	307	34	1
223	307	34	1
243	307	34	1
224	308	34	1
227	308	34	1
229	308	34	1
233	308	34	1
241	308	34	1
242	308	34	1
220	309	34	1
222	309	34	1
223	309	34	1
224	309	34	1
227	309	34	1
228	309	34	1
221	310	34	1
222	310	34	1
227	310	34	1
229	310	34	1
231	310	34	1
238	310	34	1
240	310	34	1
231	311	34	1
235	311	34	1
216	312	34	1
224	312	34	1
225	312	34	1
228	312	34	1
232	312	34	1
235	312	34	1
212	313	34	1
221	313	34	1
235	313	34	1
232	314	34	1
227	315	34	1
230	315	34	1
231	315	34	1
233	315	34	1
230	316	34	1
234	316	34	1
231	317	34	1
211	318	34	1
235	318	34	1
237	318	34	1
229	250	35	3
225	252	35	1
226	252	35	1
229	252	35	2
219	253	35	1
225	253	35	1
226	253	35	1
229	253	35	1
219	254	35	1
225	254	35	1
227	254	35	1
231	254	35	3
219	255	35	1
222	255	35	2
223	255	35	1
224	255	35	1
226	255	35	1
227	255	35	1
229	255	35	1
230	255	35	1
218	256	35	1
222	256	35	1
237	257	35	1
241	257	35	1
243	257	35	1
223	258	35	1
224	258	35	1
239	258	35	1
182	259	35	1
201	259	35	1
217	259	35	1
220	259	35	1
225	259	35	1
229	259	35	1
230	259	35	2
233	259	35	2
240	259	35	1
210	260	35	1
212	260	35	2
214	260	35	1
216	260	35	1
218	260	35	1
222	260	35	1
226	260	35	1
231	260	35	1
233	260	35	1
240	260	35	1
241	260	35	1
247	260	35	1
208	261	35	1
215	261	35	1
218	261	35	1
220	261	35	1
222	261	35	2
226	261	35	1
237	261	35	1
238	261	35	2
245	261	35	1
246	261	35	1
190	262	35	2
206	262	35	1
222	262	35	1
224	262	35	2
230	262	35	1
237	262	35	1
241	262	35	2
245	262	35	1
208	263	35	1
209	263	35	1
222	263	35	2
224	263	35	1
226	263	35	1
227	263	35	2
231	263	35	1
238	263	35	2
243	263	35	1
246	263	35	1
248	263	35	1
209	264	35	1
212	264	35	1
216	264	35	1
223	264	35	1
224	264	35	1
227	264	35	2
229	264	35	1
236	264	35	2
237	264	35	2
238	264	35	1
248	264	35	1
249	264	35	2
250	264	35	2
184	265	35	1
185	265	35	1
190	265	35	1
194	265	35	1
216	265	35	1
218	265	35	1
220	265	35	1
222	265	35	1
225	265	35	1
231	265	35	1
233	265	35	1
234	265	35	1
245	265	35	1
247	265	35	1
178	266	35	1
184	266	35	1
187	266	35	1
188	266	35	1
194	266	35	1
204	266	35	1
206	266	35	1
208	266	35	1
209	266	35	3
210	266	35	1
226	266	35	1
229	266	35	1
233	266	35	2
234	266	35	1
236	266	35	1
243	266	35	1
186	267	35	1
187	267	35	1
188	267	35	1
189	267	35	2
196	267	35	1
207	267	35	1
217	267	35	1
223	267	35	1
225	267	35	1
227	267	35	1
228	267	35	3
231	267	35	1
233	267	35	1
185	268	35	1
193	268	35	1
195	268	35	1
196	268	35	1
208	268	35	1
215	268	35	1
220	268	35	1
232	268	35	1
234	268	35	1
238	268	35	1
239	268	35	1
240	268	35	2
241	268	35	1
246	268	35	1
252	268	35	1
174	269	35	1
184	269	35	1
185	269	35	1
193	269	35	1
196	269	35	2
212	269	35	1
220	269	35	3
224	269	35	1
232	269	35	1
235	269	35	4
245	269	35	1
246	269	35	1
181	270	35	1
188	270	35	1
190	270	35	1
206	270	35	1
207	270	35	1
217	270	35	1
220	270	35	1
233	270	35	1
239	270	35	1
240	270	35	1
244	270	35	1
248	270	35	1
250	270	35	1
195	271	35	1
198	271	35	1
199	271	35	1
205	271	35	1
209	271	35	1
213	271	35	2
220	271	35	1
228	271	35	1
231	271	35	1
233	271	35	1
238	271	35	1
242	271	35	1
245	271	35	1
247	271	35	1
180	272	35	1
183	272	35	1
190	272	35	1
192	272	35	1
206	272	35	1
208	272	35	2
209	272	35	1
231	272	35	1
238	272	35	1
181	273	35	1
182	273	35	1
206	273	35	1
209	273	35	1
212	273	35	1
228	273	35	1
230	273	35	1
235	273	35	1
173	274	35	1
182	274	35	2
185	274	35	1
186	274	35	2
187	274	35	1
190	274	35	1
203	274	35	1
211	274	35	1
213	274	35	1
224	274	35	1
238	274	35	2
178	275	35	1
212	275	35	1
213	275	35	1
219	275	35	1
177	276	35	2
187	276	35	1
203	276	35	1
210	276	35	2
211	276	35	1
212	276	35	1
217	276	35	1
242	276	35	1
173	277	35	1
175	277	35	1
176	277	35	1
182	277	35	1
188	277	35	1
208	277	35	1
211	277	35	1
213	277	35	1
220	277	35	2
238	277	35	1
241	277	35	1
242	277	35	1
175	278	35	1
190	278	35	1
210	278	35	1
213	278	35	2
215	278	35	1
222	278	35	1
231	278	35	1
236	278	35	1
238	278	35	1
245	278	35	1
172	279	35	2
179	279	35	1
184	279	35	1
190	279	35	1
193	279	35	1
206	279	35	1
214	279	35	1
227	279	35	1
235	279	35	1
238	279	35	1
173	280	35	1
177	280	35	1
179	280	35	1
189	280	35	2
199	280	35	2
205	280	35	1
206	280	35	1
207	280	35	1
217	280	35	1
224	280	35	2
234	280	35	2
173	281	35	1
204	281	35	1
205	281	35	1
208	281	35	1
211	281	35	1
213	281	35	1
214	281	35	1
217	281	35	1
222	281	35	1
224	281	35	1
226	281	35	1
229	281	35	1
232	281	35	1
234	281	35	1
239	281	35	1
248	281	35	1
179	282	35	1
186	282	35	2
203	282	35	1
205	282	35	1
207	282	35	1
214	282	35	1
218	282	35	1
220	282	35	2
221	282	35	1
225	282	35	1
244	282	35	1
181	283	35	1
183	283	35	3
203	283	35	1
204	283	35	1
208	283	35	1
209	283	35	1
210	283	35	2
215	283	35	1
216	283	35	1
220	283	35	1
222	283	35	1
228	283	35	1
233	283	35	2
243	283	35	1
246	283	35	2
247	283	35	1
176	284	35	1
177	284	35	1
189	284	35	1
200	284	35	1
204	284	35	1
205	284	35	2
209	284	35	1
212	284	35	2
220	284	35	1
221	284	35	1
224	284	35	1
225	284	35	1
244	284	35	1
247	284	35	1
176	285	35	1
182	285	35	1
206	285	35	1
220	285	35	1
222	285	35	1
225	285	35	1
226	285	35	1
229	285	35	1
232	285	35	1
234	285	35	2
242	285	35	1
248	285	35	1
178	286	35	1
181	286	35	1
186	286	35	1
187	286	35	1
188	286	35	1
191	286	35	1
201	286	35	1
209	286	35	1
211	286	35	1
215	286	35	2
219	286	35	2
221	286	35	1
223	286	35	1
224	286	35	1
225	286	35	1
227	286	35	1
248	286	35	1
249	286	35	3
186	287	35	1
187	287	35	1
194	287	35	1
196	287	35	2
204	287	35	1
206	287	35	1
230	287	35	1
237	287	35	3
239	287	35	1
243	287	35	1
247	287	35	1
188	288	35	1
194	288	35	1
196	288	35	1
204	288	35	1
205	288	35	1
219	288	35	2
221	288	35	2
223	288	35	1
224	288	35	1
228	288	35	1
237	288	35	1
246	288	35	1
174	289	35	1
177	289	35	1
184	289	35	2
188	289	35	1
190	289	35	1
199	289	35	2
224	289	35	1
228	289	35	1
239	289	35	2
244	289	35	1
248	289	35	1
250	289	35	1
185	290	35	2
195	290	35	1
199	290	35	1
