x	y	z	Factors involved in megakaryocyte development and platelet production
203	273	30	1
204	273	30	1
206	273	30	2
210	273	30	1
214	273	30	1
232	273	30	3
233	273	30	2
235	273	30	1
239	273	30	1
177	274	30	2
181	274	30	1
182	274	30	1
185	274	30	1
233	274	30	2
234	274	30	1
238	274	30	1
247	274	30	1
251	274	30	2
175	275	30	2
179	275	30	1
182	275	30	1
184	275	30	1
185	275	30	1
203	275	30	1
211	275	30	1
212	275	30	1
235	275	30	1
236	275	30	4
240	275	30	4
242	275	30	2
251	275	30	1
179	276	30	2
207	276	30	2
232	276	30	1
233	276	30	1
235	276	30	1
236	276	30	4
238	276	30	1
240	276	30	1
241	276	30	2
249	276	30	2
253	276	30	2
174	277	30	1
205	277	30	1
208	277	30	2
232	277	30	1
235	277	30	2
241	277	30	1
245	277	30	1
250	277	30	1
251	277	30	2
175	278	30	1
190	278	30	1
201	278	30	1
203	278	30	1
204	278	30	2
205	278	30	1
226	278	30	1
230	278	30	1
236	278	30	4
237	278	30	2
243	278	30	1
247	278	30	1
248	278	30	1
249	278	30	2
253	278	30	1
206	279	30	1
219	279	30	1
234	279	30	1
235	279	30	3
237	279	30	1
238	279	30	3
241	279	30	4
243	279	30	1
244	279	30	1
246	279	30	1
251	279	30	2
254	279	30	1
183	280	30	1
206	280	30	1
226	280	30	1
232	280	30	1
238	280	30	1
239	280	30	2
241	280	30	1
246	280	30	2
248	280	30	1
252	280	30	1
254	280	30	2
173	281	30	1
214	281	30	2
218	281	30	1
223	281	30	1
233	281	30	1
235	281	30	1
237	281	30	1
240	281	30	1
242	281	30	1
243	281	30	1
244	281	30	1
245	281	30	3
246	281	30	2
247	281	30	1
251	281	30	1
252	281	30	2
254	281	30	2
174	282	30	1
177	282	30	2
179	282	30	1
181	282	30	2
182	282	30	1
187	282	30	2
210	282	30	2
219	282	30	1
220	282	30	1
223	282	30	1
229	282	30	1
232	282	30	2
234	282	30	2
239	282	30	1
240	282	30	2
245	282	30	3
246	282	30	1
247	282	30	1
250	282	30	3
251	282	30	2
252	282	30	1
256	282	30	2
202	283	30	1
219	283	30	2
220	283	30	1
222	283	30	1
223	283	30	1
239	283	30	1
240	283	30	1
241	283	30	1
244	283	30	1
246	283	30	2
249	283	30	1
254	283	30	1
257	283	30	2
173	284	30	2
181	284	30	1
219	284	30	1
225	284	30	1
226	284	30	1
236	284	30	1
242	284	30	4
243	284	30	1
244	284	30	1
249	284	30	1
251	284	30	1
252	284	30	1
253	284	30	1
254	284	30	1
256	284	30	1
220	285	30	3
222.5	285.5	30.5	1
226	285	30	2
227	285	30	1
229	285	30	2
234	285	30	2
245	285.666666666667	31	3
246	285	30	2
248	285	30	1
251	285	30	1
254	285	30	3
205	286	30	1
219	286	30	1
225	286	30	1
227	286	30	1
228	286	30	1
229	286	30	1
230	286	30	1
234	286	30	1
235	286	30	1
236	286	30	1
239	286	30	1
240	286	30	1
243	286	30	1
245	286	30	1
246	286	30	1
248	286	30	3
249	286	30	1
251	286	30	2
207	287	30	2
219	287	30	1
220	287	30	2
222	287	30	1
224	287	30	2
233	287	30	1
234	287	30	2
237	287.5	30.5	2
238.5	287.5	30.5	1
243	287	30	1
244	287	30	2
251	287	30	4
254	287	30	1
255	287	30	1
199	288	30	1
221	288	30	1
225	288	30	1
228	288	30	3
229	288	30	1
231	288	30	1
233	288	30	1
235	288	30	1
237	288	30	1
239	288	30	2
241	288	30	1
247	288	30	2
248	288	30	3
249	288	30	1
250	288	30	1
252	288	30	3
184	289	30	1
201	289	30	2
224	289	30	1
226	289	30	5
232	289	30	1
233	289	30	2
235	289	30	1
237	289	30	2
238	289	30	1
243	289	30	2
245	289	30	1
246	289	30	1
247	289	30	1
248	289	30	1
250	289	30	1
256	289	30	1
220	290	30	2
224	290	30	1
226	290	30	1
231	290	30	1
232	290	30	1
233	290	30	1
239	290	30	1
240	290	30	2
241	290	30	3
244	290	30	2
245	290	30	2
250	290	30	1
253	290	30	1
197	291	30	1
223	291	30	1
225	291	30	1
227	291	30	1
234	291	30	2
238	291	30	1
241	291	30	1
242	291	30	1
244	291	30	1
245	291	30	1
247	291	30	1
248	291	30	2
249	291	30	3
250	291	30	1
251	291	30	1
255	291	30	3
197	292	30	1
198	292	30	2
199	292	30	4
203	292	30	1
220	292	30	1
224	292	30	1
228	292	30	1
229	292	30	1
231	292	30	2
236	292	30	2
238	292	30	1
241	292	30	1
243	292	30	1
245	292	30	1
246	292	30	1
247	292	30	1
201	293	30	1
220	293	30	1
222	293	30	1
224	293	30	1
229	293	30	3
231	293	30	1
232	293	30	2
233	293	30	3
234	293	30	2
236	293	30	1
238	293	30	1
241	293	30	1
244	293	30	1
253	293	30	1
189	294	30	1
210	294	30	1
221	294	30	1
230	294	30	2
231	294	30	1
232	294	30	1
235	294	30	1
236	294	30	1
237	294	30	1
241	294	30	1
245	294	30	1
246	294	30	2
249	294	30	1
250	294	30	1
253	294	30	1
258	294	30	1
218	295	30	1
221	295	30	1
227	295	30	1
228	295	30	2
234	295	30	1
241	295	30	1
243	295	30	1
247	295	30	1
252	295	30	1
253	295	30	1
255	295	30	1
256	295	30	1
222	296	30	1
226	296	30	2
232	296	30	1
233	296	30	2
234	296	30	1
235	296	30	2
241	296	30	1
242	296	30	1
243	296	30	1
244	296	30	2
246	296	30	1
247	296	30	1
221	297	30	1
231	297	30	1
238	297	30	1
243	297	30	1
244	297	30	1
246	297	30	1
250	297	30	1
252	297	30	1
220	298	30	1
221	298	30	3
222	298	30	1
224	298	30	3
228	298	30	1
230	298	30	1
231	298	30	1
233	298	30	3
235	298	30	3
237	298	30	1
239	298	30	1
240	298	30	1
248	298	30	1
250	298	30	1
215	299	30	1
216	299	30	1
224	299	30	2
225	299	30	2
227	299	30	1
236	299	30	2
240	299	30	1
242	299	30	1
247	299	30	1
222	300	30	1
223	300	30	1
226	300	30	1
227	300	30	1
228	300	30	1
230	300	30	2
232	300	30	2
236	300	30	1
240	300	30	2
242	300	30	2
251	300	30	2
223	301	30	1
226	301	30	1
235	301	30	1
241	301	30	2
242	301	30	1
247	301	30	1
248	301	30	2
249	301	30	1
251	301	30	1
223	302	30	1
226	302	30	1
229	302	30	1
231	302	30	1
236	302	30	2
239	302	30	2
240	302	30	1
247	302	30	2
248	302	30	1
225	303	30	2
237	303	30	1
239	303	30	1
241	303	30	1
243	303	30	1
244	303	30	1
220	304	30	1
233	304	30	2
235	304	30	1
238	304	30	2
223	305	30	2
236	305	30	1
240	305	30	1
238	306	30	2
240	306	30	1
226	249	31	2
226	250	31	1
235	250	31	1
215	251	31	1
229	251	31	1
235	251	31	1
216	252	31	1
226	252	31	1
235	252	31	1
239	252	31	1
193	253	31	1
215	253	31	2
228	253	31	1
232	253	31	2
233	253	31	1
238	253	31	2
193	254	31	3
229	254	31	1
238	254	31	1
191	255	31	4
195	255	31	1
215	255	31	3
226	255	31	2
233	255	31	1
235	255	31	3
236	255	31	1
237	255	31	1
240	255	31	1
207	256	31	2
215	256	31	3
236	256	31	2
177	257	31	1
202	257	31	1
214	257	31	2
218	257	31	2
229	257	31	1
232	257	31	1
236	257	31	1
188	258	31	1
190	258	31	1
216	258	31	1
231	258	31	2
237	258	31	1
239	258	31	1
240	258	31	2
188	259	31	1
206	259	31	2
209	259	31	1
218	259	31	1
219	259	31	1
226	259	31	2
227	259	31	2
229	259	31	3
230	259	31	1
231	259	31	1
232	259	31	1
242	259	31	2
186	260	31	2
187	260	31	1
190	260	31	2
195	260	31	3
218	260	31	3
220	260	31	1
227	260	31	1
228	260	31	1
231	260	31	1
234	260	31	1
235	260	31	2
237	260	31	3
238	260	31	1
240	260	31	1
241	260	31	1
242	260	31	2
244	260	31	1
245	260	31	1
246	260	31	1
184	261	31	1
187	261	31	1
188	261	31	1
211	261	31	1
213	261	31	1
216	261	31	1
224	261	31	1
226	261	31	2
228	261	31	1
237	261	31	2
239	261	31	1
243	261	31	2
193	262	31	1
194	262	31	2
195	262	31	3
207	262	31	1
216	262	31	1
217	262	31	1
219	262	31	1
221	262	31	1
223	262	31	1
225	262	31	4
233	262	31	1
235	262	31	1
236	262	31	1
242	262	31	2
246	262	31	1
186	263	31	1
188	263	31	2
193	263	31	1
200	263	31	2
216	263	31	1
218	263	31	2
220	263	31	1
221	263	31	1
222	263	31	4
223	263	31	1
226	263	31	1
227	263	31	1
232	263	31	2
233	263	31	1
235	263	31	1
236	263	31	1
238	263	31	1
240	263	31	1
245	263	31	1
248	263	31	1
249	263	31	1
178	264	31	1
185	264	31	1
187	264	31	1
189	264	31	1
190	264	31	3
197	264	31	1
199	264	31	1
204	264	31	1
209	264	31	1
210	264	31	1
214	264	31	3
216	264	31	4
217	264	31	2
221	264	31	2
222	264	31	2
223	264	31	2
224	264	31	1
226	264	31	1
227	264	31	1
228	264	31	1
231	264	31	1
232	264	31	3
237	264	31	2
238	264	31	2
245	264	31	1
246	264	31	1
249	264	31	1
184	265	31	1
185	265	31	1
186	265	31	2
196	265	31	1
205	265	31	2
214	265	31	1
215	265	31	1
222	265	31	3
223	265	31	1
232	265	31	2
233	265	31	1
234	265	31	1
235	265	31	3
239	265	31	2
240	265	31	2
243	265	31	2
245	265	31	1
189	266	31	1
191	266	31	2
193	266	31	2
194	266	31	2
198	266	31	2
211	266	31	1
215	266	31	1
219	266	31	2
220	266	31	1
221	266	31	2
232	266	31	2
233	266	31	2
236	266	31	2
241	266	31	3
243	266	31	1
245	266	31	3
246	266	31	1
248	266	31	2
251	266	31	1
176	267	31	1
182	267	31	3
183	267	31	2
194	267	31	1
195	267	31	1
196	267	31	2
197	267	31	2
199	267	31	1
211	267	31	1
216	267	31	1
219	267	31	4
222	267	31	1
223	267	31	2
227	267	31	1
228	267	31	1
229	267	31	2
230	267	31	2
231	267	31	1
236	267	31	3
237	267	31	1
238	267	31	1
241	267	31	2
244	267	31	3
246	267	31	1
247	267	31	1
183	268	31	3
184	268	31	2
193	268	31	1
198	268	31	1
205	268	31	1
210	268	31	1
215	268	31	2
216	268	31	1
219	268	31	3
220	268	31	1
224	268	31	1
225	268	31	1
232	268	31	1
234	268	31	1
238	268	31	1
240	268	31	1
241	268	31	2
247	268	31	1
193	269	31	1
194	269	31	1
198	269	31	1
199	269	31	1
204	269	31	1
213	269	31	1
232	269	31	3
234	269	31	2
239	269	31	1
240	269	31	1
242	269	31	1
246	269	31	3
247	269	31	1
249	269	31	1
252	269	31	2
180	270	31	2
181	270	31	2
183	270	31	1
185	270	31	2
186	270	31	1
194	270	31	2
198	270	31	1
200	270	31	1
207	270	31	2
212	270	31	1
215	270	31	4
217	270	31	1
234	270	31	2
248	270	31	1
171	271	31	1
174	271	31	1
176	271	31	1
178	271	31	1
185	271	31	1
198	271	31	2
199	271	31	1
200	271	31	3
203	271	31	2
204	271	31	1
209	271	31	1
212	271	31	1
214	271	31	1
215	271	31	1
216	271	31	1
217	271	31	1
224	271	31	1
232	271	31	1
237	271	31	2
238	271	31	1
239	271	31	1
241	271	31	1
244	271	31	1
247	271	31	1
176	272	31	1
183	272	31	2
203	272	31	2
208	272	31	1
210	272	31	1
214	272	31	1
216	272	31	1
227	272	31	1
230	272	31	1
236	272	31	1
239	272	31	2
240	272	31	1
248	272	31	1
250	272	31	1
251	272	31	1
254	272	31	2
176	273	31	1
181	273	31	1
183	273	31	1
184	273	31	1
207	273	31	1
210	273	31	4
211	273	31	1
212	273	31	1
215	273	31	1
229	273	31	1
234	273	31	1
239	273	31	1
240	273	31	2
242	273	31	1
244	273	31	2
249	273	31	1
250	273	31	1
175	274	31	1
179	274	31	1
180	274	31	1
182	274	31	1
209	274	31	1
213	274	31	1
214	274	31	1
216	274	31	2
225	274	31	1
226	274	31	1
230	274	31	2
232	274	31	1
237	274	31	1
241	274	31	1
244	274	31	2
247	274	31	2
250	274	31	1
252	274	31	2
182	275	31	1
184	275	31	3
201	275	31	1
205	275	31	1
211	275	31	1
229	275	31	1
231	275	31	1
236	275	31	1
239	275	31	1
250	275	31	1
176	276	31	2
184	276	31	2
198	276	31	1
205	276	31	1
226	276	31	1
234	276	31	1
236	276	31	2
240	276	31	1
241	276	31	2
243	276	31	1
244	276	31	2
252	276	31	1
174	277	31	1
204	277	31	2
205	277	31	1
209	277	31	1
233	277	31	1
235	277	31	1
236	277	31	2
240	277	31	1
243	277	31	1
244	277	31	1
245	277	31	2
247	277	31	2
249	277	31	1
203	278	31	2
207	278	31	2
208	278	31	2
236	278	31	1
243	278	31	2
246	278	31	1
249	278	31	1
178	279	31	1
180	279	31	2
205	279	31	1
206	279	31	2
208	279	31	1
234	279	31	1
235	279	31	1
236	279	31	1
237	279	31	2
242	279	31	2
243	279	31	1
244	279	31	2
246	279	31	2
249	279	31	1
253	279	31	1
254	279	31	1
175	280	31	1
205	280	31	1
219	280	31	3
221	280	31	1
232	280	31	1
236	280	31	1
237	280	31	1
238	280	31	1
241	280	31	2
246	280	31	2
248	280	31	2
176	281	31	1
184	281	31	1
206	281	31	1
220	281	31	3
222	281	31	1
223	281	31	2
231	281	31	1
234	281	31	1
235	281	31	1
236	281	31	2
239	281	31	2
243	281	31	1
250	281	31	1
175	282	31	1
181	282	31	2
219	282	31	2
220	282	31	1
225	282	31	3
231	282	31	2
232	282	31	1
234	282	31	1
239	282	31	1
241	282	31	2
244	282	31	2
245	282	31	2
247	282	31	1
250	282	31	1
256	282	31	1
179	283	31	1
181	283	31	2
182	283	31	3
224	283	31	2
231	283	31	1
233	283	31	2
236	283	31	2
239	283	31	1
240	283	31	1
242	283	31	2
251	283	31	1
252	283	31	2
253	283	31	1
175	284	31	1
176	284	31	1
177	284	31	1
180	284	31	2
181	284	31	4
182	284	31	2
206	284	31	1
212	284	31	1
219	284	31	3
220	284	31	5
231	284	31	1
235	284	31	3
238	284	31	3
241	284	31	2
249	284	31	1
250	284	31	1
254	284	31	1
257	284	31	1
173	285	31	1
178	285	31	1
179	285	31	1
183	285	31	1
206	285	31	2
219	285	31	3
223	285	31	2
226	285	31	1
229	285	31	1
233	285	31	1
235	285	31	1
238	285.5	31.5	1
243	285	31	2
245	285	31	2
247	285	31	1
248	285	31	1
178	286	31	2
204	286	31	2
218	286	31	2
219	286	31	3
220	286	31	2
224	286	31	1
225	286	31	1
231	286	31	1
237	286	31	1
238	286	31	2
239	286	31	2
240	286	31	1
244	286	31	1
246	286	31	1
252	286	31	1
220	287	31	1
221	287	31	1
223	287	31	1
224	287	31	3
227	287	31	1
228	287	31	1
229	287	31	1
231	287	31	2
237	287	31	1
238	287	31	1
239	287	31	1
240	287	31	1
243	287	31	2
250	287	31	1
251	287	31	1
186	288	31	2
187	288	31	1
220	288	31	1
221	288	31	1
223	288	31	2
225	288	31	1
226	288	31	1
230	288	31	1
233	288	31	2
234	288	31	2
240.5	288.5	31.5	1
244	288	31	2
245	288	31	5
246	288	31	1
185	289	31	3
200	289	31	1
205	289	31	1
226	289	31	2
227	289	31	1
231	289	31	1
232	289	31	1
237	289	31	2
238	289	31	2
240	289	31	1
243	289	31	1
244	289	31	2
247	289	31	2
252	289	31	1
200	290	31	1
221	290	31	2
222	290	31	2
225	290	31	2
226	290	31	1
227	290	31	2
230	290	31	2
231	290	31	1
234	290	31	1
235	290	31	1
239	290	31	1
240	290	31	1
241	290	31	1
197	291	31	2
198	291	31	1
199	291	31	2
200	291	31	1
204	291	31	2
222	291	31	3
223	291	31	1
228	291	31	1
231	291	31	2
237	291	31	1
238	291	31	2
242	291	31	2
244	291	31	1
247	291	31	1
249	291	31	2
198	292	31	2
199	292	31	1
226	292	31	2
227	292	31	1
231	292	31	1
232	292	31	1
235	292	31	1
236	292	31	1
243	292	31	2
250	292	31	1
251	292	31	1
252	292	31	1
257	292	31	1
222	293	31	1
223	293	31	1
225	293	31	1
228	293	31	2
229	293	31	1
232	293	31	1
233	293	31	1
235	293	31	1
236	293	31	3
238	293	31	2
239	293	31	1
247	293	31	1
253	293	31	1
198	294	31	3
220	294	31	1
222	294	31	1
224	294	31	2
226	294	31	1
227	294	31	3
228	294	31	1
232	294	31	3
233	294	31	1
237	294	31	1
240	294	31	1
241	294	31	2
243	294	31	1
244	294	31	1
246	294	31	2
247	294	31	1
250	294	31	1
198	295	31	1
202	295	31	1
220	295	31	1
221	295	31	1
223	295	31	2
226	295	31	2
228	295	31	1
231	295	31	1
235	295	31	1
240	295	31	2
241	295	31	3
242	295	31	1
243	295	31	2
244	295	31	3
248	295	31	1
250	295	31	1
252	295	31	2
255	295	31	1
215	296	31	1
223	296	31	1
225	296	31	1
228	296	31	2
229	296	31	2
235	296	31	3
242	296	31	2
243	296	31	2
245	296	31	1
246	296	31	2
247	296	31	2
252	296	31	3
253	296	31	2
254	296	31	1
221	297	31	1
223	297	31	1
224	297	31	1
225	297	31	2
226	297	31	2
227	297	31	1
230	297	31	1
234	297	31	2
236	297	31	2
239	297	31	1
243	297	31	1
246	297	31	2
248	297	31	2
252	297	31	1
196	298	31	2
205	298	31	2
224	298	31	1
228	298	31	1
232	298	31	1
237	298	31	1
240	298	31	1
242	298	31	1
248	298	31	1
251	298	31	1
253	298	31	2
229	299	31	1
230	299	31	1
232	299	31	1
233	299	31	1
236	299	31	1
240	299	31	2
246	299	31	2
248	299	31	1
218	300	31	1
224	300	31	1
226	300	31	2
227	300	31	2
229	300	31	2
230	300	31	1
231	300	31	1
235	300	31	1
236	300	31	2
237	300	31	1
244	300	31	1
249	300	31	1
216	301	31	2
221	301	31	1
224	301	31	1
225	301	31	2
226	301	31	2
227	301	31	1
228	301	31	1
232	301	31	1
233	301	31	1
236	301	31	1
237	301	31	2
241	301	31	2
243	301	31	1
245	301	31	1
246	301	31	1
247	301	31	2
248	301	31	3
220	302	31	1
222	302	31	3
223	302	31	2
226	302	31	1
231	302	31	2
232	302	31	1
236	302	31	1
239	302	31	2
243	302	31	1
244	302	31	2
248	302	31	3
223	303	31	1
224	303	31	1
231	303	31	1
232	303	31	1
234	303	31	1
235	303	31	1
237	303	31	1
241	303	31	1
242	303	31	1
244	303	31	1
245	303	31	1
247	303	31	1
232	304	31	1
237	304	31	1
224	305	31	2
234	305	31	1
238	305	31	1
242	305	31	1
223	306	31	3
231	306	31	1
236	306	31	2
234	307	31	1
237	307	31	2
225	308	31	3
226	309	31	3
231	250	32	3
226	251	32	1
227	251	32	2
228	251	32	1
229	251	32	1
214	252	32	1
217	252	32	1
226	252	32	1
193	253	32	1
214	253	32	2
215	253	32	2
216	253	32	4
217	253	32	1
225	253	32	1
227	253	32	1
232	253	32	2
237	253	32	2
215	254	32	1
226	254	32	1
228	254	32	1
230	254	32	1
236	254	32	1
239	254	32	1
214	255	32	1
215	255	32	1
216	255	32	2
217	255	32	1
224	255	32	1
226	255	32	1
227	255	32	1
232	255	32	1
236	255	32	1
240	255	32	1
177	256	32	1
210	256	32	1
215	256	32	1
216	256	32	1
219	256	32	1
227	256	32	2
232	256	32	3
234	256	32	2
236	256	32	2
237	256	32	3
192	257	32	1
193	257	32	1
202	257	32	2
203	257	32	1
210	257	32	2
218	257	32	1
228	257	32	1
230	257	32	1
238	257	32	1
240	257	32	1
182	258	32	1
192	258	32	1
193	258	32	1
213	258	32	3
216	258	32	1
218	258	32	1
220	258	32	1
226	258	32	2
230	258	32	1
231	258	32	3
233	258	32	1
239	258	32	1
240	258	32	1
241	258	32	1
246	258	32	4
188	259	32	1
191	259	32	4
201	259	32	3
207	259	32	2
211	259	32	1
214	259	32	2
217	259	32	1
219	259	32	3
220	259	32	1
227	259	32	2
230	259	32	1
231	259	32	1
234	259	32	2
242	259	32	2
243	259	32	1
244	259	32	1
245	259	32	1
182	260	32	1
192	260	32	1
210	260	32	1
211	260	32	1
214	260	32	3
216	260	32	1
218	260	32	1
221	260	32	1
222	260	32	1
234	260	32	2
236	260	32	3
237	260	32	1
238	260	32	2
239	260	32	4
240	260	32	1
242	260	32	2
245	260	32	1
248	260	32	1
186	261	32	1
194	261	32	3
210	261	32	1
212	261	32	1
215	261	32	1
224	261	32	1
226	261	32	1
228	261	32	1
229	261	32	2
230	261	32	1
238	261	32	1
239	261	32	2
242	261	32	1
244	261	32	1
245	261	32	2
246	261	32	2
186	262	32	2
196	262	32	3
197	262	32	1
198	262	32	1
210	262	32	1
216	262	32	1
217	262	32	1
218	262	32	2
224	262	32	1
227	262	32	1
230	262	32	2
231	262	32	3
236	262	32	2
242	262	32	1
246	262	32	4
247	262	32	2
248	262	32	2
249	262	32	2
184	263	32	1
189	263	32	1
200	263	32	2
220	263	32	1
221	263	32	1
222	263	32	1
226	263	32	1
230	263	32	2
231	263	32	1
236	263	32	1
242	263	32	3
243	263	32	1
249	263	32	1
188	264	32	3
190	264	32	1
191	264	32	1
192	264	32	2
194	264	32	1
199	264	32	2
210	264	32	3
212	264	32	1
230	264	32	1
232	264	32	1
238	264	32	1
247	264	32	1
248	264	32	1
250	264	32	1
185	265	32	3
187	265	32	2
188	265	32	2
189	265	32	1
192	265	32	2
194	265	32	1
196	265	32	1
203	265	32	1
212	265	32	1
213	265	32	1
215	265	32	1
217	265	32	2
218	265	32	1
222	265	32	2
224	265	32	1
229	265	32	1
230	265	32	1
231	265	32	1
233	265	32	2
238	265	32	1
239	265	32	1
248	265	32	2
249	265	32	4
188	266	32	1
195	266	32	1
197	266	32	2
212	266	32	1
214	266	32	2
224	266	32	1
228	266	32	1
230	266	32	3
232	266	32	2
234	266	32	3
235	266	32	1
236	266	32	2
237	266	32	2
241	266	32	2
243	266	32	1
245	266	32	1
248	266	32	4
252	266	32	1
182	267	32	1
186	267	32	1
188	267	32	2
191	267	32	1
192	267	32	2
194	267	32	1
196	267	32	1
197	267	32	3
211	267	32	1
215	267	32	2
216	267	32	1
219	267	32	1
225	267	32	1
229	267	32	2
230	267	32	1
233	267	32	1
237	267	32	1
238	267	32	1
242	267	32	2
243	267	32	1
247	267	32	1
248	267	32	1
249	267	32	1
194	268	32	1
198	268	32	3
207	268	32	2
212	268	32	1
215	268	32	2
216	268	32	1
224	268	32	1
228	268	32	1
231	268	32	1
233	268	32	1
238	268	32	1
239	268	32	1
243	268	32	1
245	268	32	1
247	268	32	1
248	268	32	1
180	269	32	1
184	269	32	2
186	269	32	1
187	269	32	1
191	269	32	1
193	269	32	1
196	269	32	1
209	269	32	1
210	269	32	1
218	269	32	1
222	269	32	1
232	269	32	1
233	269	32	2
238	269	32	2
243	269	32	1
250	269	32	1
251	269	32	1
174	270	32	2
180	270	32	1
181	270	32	2
185	270	32	2
196	270	32	2
197	270	32	3
201	270	32	2
203	270	32	1
206	270	32	1
207	270	32	1
210	270	32	1
211	270	32	2
214	270	32	1
216	270	32	3
231	270	32	1
241	270	32	2
244	270	32	3
247	270	32	3
174	271	32	1
175	271	32	2
176	271	32	3
177	271	32	1
182	271	32	3
184	271	32	3
186	271	32	2
208	271	32	1
209	271	32	1
210	271	32	2
211	271	32	2
212	271	32	1
213	271	32	1
215	271	32	2
227	271	32	2
228	271	32	1
233	271	32	1
235	271	32	2
240	271	32	2
243	271	32	1
247	271	32	1
249	271	32	1
173	272	32	1
176	272	32	1
177	272	32	1
181	272	32	2
182	272	32	1
183	272	32	3
184	272	32	2
185	272	32	2
198	272	32	2
200	272	32	1
201	272	32	2
203	272	32	2
206	272	32	1
208	272	32	1
210	272	32	2
212	272	32	3
225	272	32	1
228	272	32	2
230	272	32	2
235	272	32	1
237	272	32	3
238	272	32	1
239	272	32	3
240	272	32	1
241	272	32	2
245	272	32	1
246	272	32	1
248	272	32	1
250	272	32	2
251	272	32	1
252	272	32	1
255	272	32	1
181	273	32	3
182	273	32	2
183	273	32	2
185	273	32	1
186	273	32	2
207	273	32	1
211	273	32	1
212	273	32	1
213	273	32	1
215	273	32	1
228	273	32	1
229	273	32	1
234	273	32	1
236	273	32	1
239	273	32	2
241	273	32	1
246	273	32	2
249	273	32	1
250	273	32	3
173	274	32	2
174	274	32	1
181	274	32	1
182	274	32	1
183	274	32	1
184	274	32	5
203	274	32	1
210	274	32	1
213	274	32	1
233	274	32	1
241	274	32	1
243	274	32	1
244	274	32	1
246	274	32	2
252	274	32	2
183	275	32	1
202	275	32	3
203	275	32	2
208	275	32	1
211	275	32	2
212	275	32	1
213	275	32	2
214	275	32	3
216	275	32	2
238	275	32	2
240	275	32	1
247	275	32	1
249	275	32	1
250	275	32	3
252	275	32	1
203	276	32	1
205	276	32	1
210	276	32	2
233	276	32	1
234	276	32	2
235	276	32	1
236	276	32	3
239	276	32	1
241	276	32	1
242	276	32	1
249	276	32	1
205	277	32	1
215	277	32	1
237	277	32	1
239	277	32	1
240	277	32	1
242	277	32	1
243	277	32	2
244	277	32	1
247	277	32	2
248	277	32	2
250	277	32	2
176	278	32	3
177	278	32	1
184	278	32	1
206	278	32	2
220	278	32	2
224	278	32	2
234	278	32	1
235	278	32	1
240	278	32	1
241	278	32	1
243	278	32	1
245	278	32	1
246	278	32	1
248	278	32	1
250	278	32	1
175	279	32	1
178	279	32	1
179	279	32	2
207	279	32	1
214	279	32	1
236	279	32	1
237	279	32	1
239	279	32	2
240	279	32	1
241	279	32	2
243	279	32	1
244	279	32	2
245	279	32	1
246	279	32	1
247	279	32	3
250	279	32	1
174	280	32	1
175	280	32	2
178	280	32	1
189	280	32	4
208	280	32	1
217	280	32	1
219	280	32	1
220	280	32	1
237	280	32	3
241	280	32	1
242	280	32	1
246	280	32	1
248	280	32	1
249	280	32	1
251	280	32	1
175	281	32	1
176	281	32	2
181	281	32	1
182	281	32	1
217	281	32	1
219	281	32	2
220	281	32	1
221	281	32	2
223	281	32	2
226	281	32	2
231	281	32	2
236	281	32	2
239	281	32	1
241	281	32	2
242	281	32	1
243	281	32	2
244	281	32	1
246	281	32	1
250	281	32	3
251	281	32	2
252	281	32	1
175	282	32	1
178	282	32	1
182	282	32	1
188	282	32	1
204	282	32	1
218	282	32	1
222	282	32	1
223	282	32	1
224	282	32	2
226	282	32	2
227	282	32	1
232	282	32	1
233	282	32	1
237	282	32	1
240	282	32	1
242	282	32	1
244	282	32	1
246	282	32	1
248	282	32	1
249	282	32	2
254	282	32	1
173	283	32	1
178	283	32	1
207	283	32	3
211	283	32	1
221	283	32	2
222	283	32	2
224	283	32	1
226	283	32	1
237	283	32	2
239	283	32	1
241	283	32	1
242	283	32	2
245	283	32	1
248	283	32	1
177	284	32	1
179	284	32	3
181	284	32	1
186	284	32	1
205	284	32	2
208	284	32	1
210	284	32	1
220	284	32	1
221	284	32	4
222	284	32	3
225	284	32	3
230	284	32	2
232	284	32	2
236	284	32	1
240	284	32	1
241	284	32	1
242	284	32	1
244	284	32	2
247	284	32	1
248	284	32	1
252	284	32	1
254	284	32	1
179	285	32	2
185	285	32	4
205	285	32	1
206	285	32	1
218	285	32	2
219	285	32	2
221	285	32	2
222	285	32	2
223	285	32	1
225	285	32	1
229	285	32	3
230	285	32	4
232	285	32	2
233	285	32	1
235	285	32	3
240	285	32	3
241	285	32	2
244	285	32	3
253	285	32	1
255	285	32	1
180	286	32	1
204	286	32	1
206	286	32	2
207	286	32	1
209	286	32	1
221	286	32	2
222	286	32	1
223	286	32	1
224	286	32	1
226	286	32	2
227	286	32	2
228	286	32	1
229	286	32	1
237	286	32	2
242	286	32	1
246	286	32	1
247	286	32	1
249	286	32	3
254	286	32	2
256	286	32	1
176	287	32	1
207	287	32	2
208	287	32	1
220	287	32	1
221	287	32	1
222	287	32	2
224	287	32	3
225	287	32	2
226	287	32	1
228	287	32	1
231	287	32	2
233	287	32	1
240	287	32	1
242	287	32	2
244	287	32	1
245	287	32	2
246	287	32	3
247	287	32	1
248	287	32	1
255	287	32	2
256	287	32	1
202	288	32	1
203	288	32	1
220	288	32	2
222	288	32	1
223	288	32	1
226	288	32	1
227	288	32	2
231	288	32	1
234	288	32	2
235	288	32	1
240	288	32	1
