x	y	z	Factors involved in megakaryocyte development and platelet production
215	265	26	3
232	265	26	2
234	265	26	1
237	266	26	2
230	267	26	3
235	267	26	1
233	268	26	1
235	268	26	1
236	268	26	1
241	268	26	1
228	269	26	1
229	269	26	1
237	269	26	2
228	270	26	1
233	270	26	2
238	270	26	1
240	270	26	2
235	271	26	2
236	271	26	1
240	271	26	1
223	272	26	1
226	272	26	1
232	272	26	2
234	272	26	1
236	272	26	1
231	273	26	1
237	273	26	1
239	273	26	1
248	273	26	2
249	273	26	1
231	274	26	2
233	274	26	1
236	274	26	1
238	274	26	1
235	275	26	1
237	275	26	2
246	275	26	1
231	276	26	1
232	276	26	1
233	276	26	3
235	276	26	2
237	276	26	1
238	276	26	2
244	276	26	1
207	277	26	1
210	277	26	1
213	277	26	1
230	277	26	1
231	277	26	1
232	277	26	2
234	277	26	1
240	277	26	2
231	278	26	1
232	278	26	2
233	278	26	1
234	278	26	2
237	278	26	1
239	278	26	1
240	278	26	1
243	278	26	1
252	278	26	2
233	279	26	2
237	279	26	1
239	279	26	1
246	279	26	2
230	280	26	2
232	280	26	2
236	280	26	3
240	280	26	1
242	280	26	2
247	280	26	1
248	280	26	1
217	281	26	1
231	281	26	1
232	281	26	1
236	281	26	2
237	281	26	4
239	281	26	1
244	281	26	1
246	281	26	2
247	281	26	1
249	281	26	2
208	282	26	1
209	282	26	1
215	282	26	1
234	282	26	1
235	282	26	2
245	282	26	2
247	282	26	1
253	282	26	1
254	282	26	1
209	283	26	1
227	283	26	2
231	283	26	1
234	283	26	1
238	283	26	1
239	283	26	1
241	283	26	1
243	283	26	1
245	283	26	1
246	283	26	1
248	283	26	4
252	283	26	1
254	283	26	2
212	284	26	2
215	284	26	1
232	284	26	1
236	284	26	2
237	284	26	3
238	284	26	1
241	284	26	3
243	284	26	1
244	284	26	1
245	284	26	1
246	284	26	2
248	284	26	1
211	285	26	2
212	285	26	1
214	285	26	3
232	285	26	1
234	285	26	1
236	285	26	1
244	285	26	2
252	285	26	2
225	286	26	2
234	286	26	1
235	286	26	1
237	286	26	1
238	286	26	1
241	286	26	1
243	286	26	2
246	286	26	1
248	286	26	1
250	286	26	5
252	286	26	2
253	286	26	1
224	287	26	3
232	287	26	2
236	287	26	1
238	287	26	1
239	287	26	3
243	287	26	1
248	287	26	2
251	287	26	1
252	287	26	1
253	287	26	2
232	288	26	1
235	288	26	1
236	288	26	1
241	288	26	2
243	288	26	1
245	288	26	1
250	288	26	1
222	289	26	1
227	289	26	1
231	289	26	1
233	289	26	1
234	289	26	1
235	289	26	1
236	289	26	2
237	289	26	1
238	289	26	1
242	289	26	2
248	289	26	1
252	289	26	1
227	290	26	1
228	290	26	1
237	290	26	2
239	290	26	1
243	290	26	2
244	290	26	1
229	291	26	3
232	291	26	1
235	291	26	1
236	291	26	1
237	291	26	1
239	291	26	1
242	291	26	1
244	291	26	1
246	291	26	1
250	291	26	1
227	292	26	1
237	292	26	3
238	292	26	2
239	292	26	1
240	292	26	2
244	292	26	1
245	292	26	1
246	292	26	3
249	292	26	1
250	292	26	1
252	292	26	1
254	292	26	1
225	293	26	3
234	293	26	2
237	293	26	2
238	293	26	2
239	293	26	1
244	293	26	1
246	293	26	1
253	293	26	2
235	294	26	3
237	294	26	1
239	294	26	1
240	294	26	1
241	294	26	2
242	294	26	2
249	294	26	1
221	295	26	1
241	295	26	1
248	295	26	1
254	295	26	2
235	296	26	1
242	296	26	1
243	296	26	1
237	297	26	1
245	297	26	2
246	297	26	1
236	298	26	1
239	298	26	1
242	298	26	1
236	299	26	1
239	299	26	2
225	300	26	2
236	300	26	1
227	301	26	3
235	301	26	1
182	255	27	2
184	255	27	2
184	256	27	1
181	258	27	2
184	258	27	1
232	258	27	1
180	259	27	3
183	259	27	1
185	259	27	1
188	259	27	1
228	259	27	1
229	259	27	1
231	259	27	3
232	259	27	1
176	260	27	3
181	260	27	4
183	260	27	1
233	260	27	1
235	260	27	1
237	260	27	2
240	260	27	1
180	261	27	2
182	261	27	1
183	261	27	1
184	261	27	3
185	261	27	1
187	261	27	3
220	261	27	1
222	261	27	1
228	261	27	1
231	261	27	2
232	261	27	1
234	261	27	3
235	261	27	4
237	261	27	2
239	261	27	3
177	262	27	2
182	262	27	2
184	262	27	1
227	262	27	1
229	262	27	3
232	262	27	1
233	262	27	1
238	262	27	1
175	263	27	1
178	263	27	1
179	263	27	1
181	263	27	1
182	263	27	2
184	263	27	1
210	263	27	2
227	263	27	1
230	263	27	2
231	263	27	1
232	263	27	1
234	263	27	2
235	263	27	1
238	263	27	2
239	263	27	2
244	263	27	1
175	264	27	1
176	264	27	2
180	264	27	2
209	264	27	1
222	264	27	2
224	264	27	3
228	264	27	1
234	264	27	1
237	264	27	4
239	264	27	1
240	264	27	1
181	265	27	2
221	265	27	1
226	265	27	2
230	265	27	2
231	265	27	2
232	265	27	1
233	265	27	1
237	265	27	1
238	265	27	2
239	265	27	1
178	266	27	1
201	266	27	2
219	266	27	1
221	266	27	1
224	266	27	1
226	266	27	2
228	266	27	1
232	266	27	1
235	266	27	1
179	267	27	1
217	267	27	3
226	267	27	1
228	267	27	1
229	267	27	1
231	267	27	1
234	267	27	1
235	267	27	1
240	267	27	2
179	268	27	1
181	268	27	1
207	268	27	1
214	268	27	1
216	268	27	1
217	268	27	1
223	268	27	1
225	268	27	3
226	268	27	1
228	268	27	2
230	268	27	1
231	268	27	1
233	268	27	3
235	268	27	1
236	268	27	1
237	268	27	1
239	268	27	2
241	268	27	1
243	268	27	1
177	269	27	1
207	269	27	1
213	269	27	2
214	269	27	1
225	269	27	1
227	269	27	1
229	269	27	1
231	269	27	1
233	269	27	2
234	269	27	2
236	269	27	1
238	269	27	2
239	269	27	1
252	269	27	1
178	270	27	1
179	270	27	1
181	270	27	2
184	270	27	1
207	270	27	1
226	270	27	1
228	270	27	1
231	270	27	1
233	270	27	1
234	270	27	2
238	270	27	2
239	270	27	1
242	270	27	1
244	270	27	1
248	270	27	1
250	270	27	2
207	271	27	1
210	271	27	1
211	271	27	1
216	271	27	1
223	271	27	1
226	271	27	2
232	271	27	1
233	271	27	1
237	271	27	1
240	271	27	1
243	271	27	1
248	271	27	1
249	271	27	1
250	271	27	1
176	272	27	1
179	272	27	1
181	272	27	5
203	272	27	2
207	272	27	1
208	272	27	1
214	272	27	2
217	272	27	2
220	272	27	1
222	272	27	1
225	272	27	2
227	272	27	2
229	272	27	2
230	272	27	1
234	272	27	2
236	272	27	1
237	272	27	3
239	272	27	1
241	272	27	2
247	272	27	3
249	272	27	1
250	272	27	1
251	272	27	2
183	273	27	1
203	273	27	2
206	273	27	2
207	273	27	1
213	273	27	2
214	273	27	1
215	273	27	1
217	273	27	1
238	273	27	2
239	273	27	2
240	273	27	1
241	273	27	2
251	273	27	1
178	274	27	2
182	274	27	1
204	274	27	2
207	274	27	4
209	274	27	2
211	274	27	1
214	274	27	1
216	274	27	2
221	274	27	3
224	274	27	1
227	274	27	1
228	274	27	2
231	274	27	1
232	274	27	2
235	274	27	2
237	274	27	1
238	274	27	2
241	274	27	2
250	274	27	1
254	274	27	1
182	275	27	1
184	275	27	1
185	275	27	1
208	275	27	1
212	275	27	2
214	275	27	4
216	275	27	1
217	275	27	4
220	275	27	1
222	275	27	1
223	275	27	1
224	275	27	2
232	275	27	1
236	275	27	1
238	275	27	1
239	275	27	1
240	275	27	1
244	275	27	3
245	275	27	1
246	275	27	1
247	275	27	1
250	275	27	2
252	275	27	1
177	276	27	1
204	276	27	1
206	276	27	2
208	276	27	2
209	276	27	1
211	276	27	1
212	276	27	1
215	276	27	1
220	276	27	2
227	276	27	1
239	276	27	1
246	276	27	2
247	276	27	1
250	276	27	1
204	277	27	3
207	277	27	3
211	277	27	2
212	277	27	2
213	277	27	1
219	277	27	2
233	277	27	1
235	277	27	1
236	277	27	1
237	277	27	1
238	277	27	2
239	277	27	2
249	277	27	1
250	277	27	2
203	278	27	1
206	278	27	3
208	278	27	2
209	278	27	1
210	278	27	2
220	278	27	2
221	278	27	2
227	278	27	2
229	278	27	1
230	278	27	2
233	278	27	1
235	278	27	2
239	278	27	2
240	278	27	2
245	278	27	1
246	278	27	1
248	278	27	2
249	278	27	2
210	279	27	1
219	279	27	1
220	279	27	3
230	279	27	2
232	279	27	1
234	279	27	1
235	279	27	1
237	279	27	1
238	279	27	3
239	279	27	1
240	279	27	1
242	279	27	1
244	279	27	1
246	279	27	2
247	279	27	1
250	279	27	1
251	279	27	3
205	280	27	2
206	280	27	1
207	280	27	2
209	280	27	1
214	280	27	2
235	280	27	1
240	280	27	1
241	280	27	1
242	280	27	1
243	280	27	1
244	280	27	2
245	280	27	2
247	280	27	1
250	280	27	2
256	280	27	1
209	281	27	1
214	281	27	1
215	281	27	1
218	281	27	1
229	281	27	2
230	281	27	2
231	281	27	2
233	281	27	3
234	281	27	2
236	281	27	1
237	281	27	2
238	281	27	5
239	281	27	3
240	281	27	1
244	281	27	1
245	281	27	1
248	281	27	1
249	281	27	2
257	281	27	2
205	282	27	2
206	282	27	1
212	282	27	2
213	282	27	1
214	282	27	1
216	282	27	3
217	282	27	1
227	282	27	2
229	282	27	1
231	282	27	3
233	282	27	1
235	282	27	1
237	282	27	3
238	282	27	2
241	282	27	1
243	282	27	1
244	282	27	1
249	282	27	2
254	282	27	3
201	283	27	1
207	283	27	1
208	283	27	2
209	283	27	1
210	283	27	1
215	283	27	2
216	283	27	1
218	283	27	1
227	283	27	2
228	283	27	1
231	283	27	2
232	283	27	2
234	283	27	2
239	283	27	1
242	283	27	1
243	283	27	2
244	283	27	1
245	283	27	3
249	283	27	1
251	283	27	3
253	283	27	2
255	283	27	1
205	284	27	1
207	284	27	3
209	284	27	1
210	284	27	1
214	284	27	1
249	284	27	1
250	284	27	2
251	284	27	1
252	284	27	2
253	284	27	1
255	284	27	2
256	284	27	2
200	285	27	2
204	285	27	1
208	285	27	1
209	285	27	2
213	285	27	2
219	285	27	1
234	285	27	1
235	285	27	1
236	285	27	1
237	285	27	1
238	285	27	3
239	285	27	1
241	285	27	2
245	285	27	2
249	285	27	1
253	285	27	3
254	285	27	3
206	286	27	1
208	286	27	1
211	286	27	1
212	286	27	1
218	286	27	2
220	286	27	1
222	286	27	1
224	286	27	1
225	286	27	1
226	286	27	2
233	286	27	1
234	286	27	3
236	286	27	2
237	286	27	1
239	286	27	1
240	286	27	1
245	286	27	1
247	286	27	2
248	286	27	1
249	286	27	1
251	286	27	1
252	286	27	1
255	286	27	1
256	286	27	1
258	286	27	2
219	287	27	2
221	287	27	2
223	287	27	1
227	287	27	1
231	287	27	1
232	287	27	1
233	287	27	1
234	287	27	1
238	287	27	1
239	287	27	1
241	287	27	2
242	287	27	2
243	287	27	2
246	287	27	3
248	287	27	1
250	287	27	4
252	287	27	1
253	287	27	1
256	287	27	1
204	288	27	2
224	288	27	1
225	288	27	1
231	288	27	1
232	288	27	2
233	288	27	1
234	288	27	2
235	288	27	1
236	288	27	1
237	288	27	1
238	288	27	1
242	288	27	1
243	288	27	1
244	288	27	2
246	288	27	1
250	288	27	2
251	288	27	1
252	288	27	1
253	288	27	1
255	288	27	1
210	289	27	1
219	289	27	1
222	289	27	1
224	289	27	1
225	289	27	1
227	289	27	1
231	289	27	1
233	289	27	3
234	289	27	1
236	289	27	2
237	289	27	1
239	289	27	1
241	289	27	1
242	289	27	1
243	289	27	2
246	289	27	3
248	289	27	2
249	289	27	1
252	289	27	2
254	289	27	2
207	290	27	1
219	290	27	2
225	290	27	1
226	290	27	1
230	290	27	1
231	290	27	2
233	290	27	2
236	290	27	1
237	290	27	1
239	290	27	1
243	290	27	1
244	290	27	2
249	290	27	1
250	290	27	1
251	290	27	3
252	290	27	2
211	291	27	2
213	291	27	1
222	291	27	1
225	291	27	1
227	291	27	1
228	291	27	1
230	291	27	1
233	291	27	1
234	291	27	1
235	291	27	1
237	291	27	2
238	291	27	2
239	291	27	2
242	291	27	2
246	291	27	1
247	291	27	1
248	291	27	2
249	291	27	1
250	291	27	2
257	291	27	2
211	292	27	1
212	292	27	2
213	292	27	1
219	292	27	1
222	292	27	4
224	292	27	1
225	292	27	2
228	292	27	1
234	292	27	1
235	292	27	3
237	292	27	3
239	292	27	2
247	292	27	2
250	292	27	1
253	292	27	1
211	293	27	1
218	293	27	1
220	293	27	1
222	293	27	1
225	293	27	2
226	293	27	5
227	293	27	2
229	293	27	1
234	293	27	1
238	293	27	1
239	293	27	2
240	293	27	1
242	293	27	3
243	293	27	1
245	293	27	2
247	293	27	1
250	293	27	1
253	293	27	2
254	293	27	1
256	293	27	1
211	294	27	2
213	294	27	1
219	294	27	1
224	294	27	1
235	294	27	2
236	294	27	1
244	294	27	2
246	294	27	1
252	294	27	1
254	294	27	1
257	294	27	1
218	295	27	2
221	295	27	1
223	295	27	1
239	295	27	2
241	295	27	2
244	295	27	1
246	295	27	2
247	295	27	1
250	295	27	1
251	295	27	1
252	295	27	1
255	295	27	1
211	296	27	1
237	296	27	3
240	296	27	1
241	296	27	1
246	296	27	2
249	296	27	1
220	297	27	1
225	297	27	2
239	297	27	1
240	297	27	3
243	297	27	2
244	297	27	3
245	297	27	3
251	297	27	2
252	297	27	2
235	298	27	1
241	298	27	1
243	298	27	2
244	298	27	1
248	298	27	2
226	299	27	2
241	299	27	1
245	299	27	1
247	299	27	1
249	299	27	1
226	300	27	1
228	300	27	1
231	300	27	1
236	300	27	2
237	300	27	2
239	300	27	2
241	300	27	1
247	300	27	4
248	300	27	1
235	301	27	3
236	301	27	1
237	301	27	1
238	301	27	2
239	301	27	1
240	301	27	1
241	301	27	1
245	301	27	2
250	301	27	1
226	302	27	2
234	302	27	1
238	302	27	2
239	302	27	2
245	302	27	2
241	303	27	1
236	304	27	1
237	304	27	1
238	304	27	2
243	304	27	1
244	304	27	1
235	305	27	2
231	264	28	1
231	266	28	1
232	266	28	1
234	266	28	1
235	266	28	3
231	267	28	1
236	267	28	1
231	268	28	1
237	268	28	1
237	269	28	2
238	269	28	3
235	270	28	3
236	270	28	2
250	270	28	2
237	271	28	1
240	271	28	2
233	272	28	1
234	272	28	2
250	272	28	1
211	273	28	2
235	273	28	1
214	274	28	1
232	274	28	1
234	274	28	2
249	275	28	1
234	276	28	3
235	276	28	3
237	276	28	1
236	277	28	1
237	277	28	1
236	278	28	1
237	279	28	3
235	280	28	1
239	280	28	2
235	281	28	2
248	281	28	2
250	281	28	1
235	282	28	1
246	282	28	2
251	282	28	1
237	283	28	1
246	283	28	1
247	283	28	1
249	283	28	2
235	284	28	1
246	284	28	2
248	284	28	1
238	285	28	2
240	285	28	1
242	285	28	3
244	285	28	1
245	285	28	1
248	285	28	2
232	286	28	1
235	286	28	2
248	286	28	1
249	286	28	2
244	287	28	1
245	287	28	1
248	287	28	1
251	287	28	1
224	288	28	1
238	288	28	1
242	288	28	2
249	289	28	3
253	289	28	1
240	290	28	1
242	290	28	3
239	291	28	1
241	291	28	2
245	291	28	2
248	291	28	1
250	291	28	1
240	292	28	1
241	292	28	1
242	292	28	1
247	292	28	2
243	293	28	1
249	293	28	2
242	294	28	2
245	294	28	1
249	294	28	1
251	294	28	1
240	295	28	1
241	295	28	1
242	295	28	1
240	299	28	2
236	300	28	1
233	256	29	2
234	256	29	1
182	257	29	1
228	258	29	1
233	258	29	2
234	258	29	1
182	259	29	1
238	259	29	1
181	260	29	2
182	260	29	2
234	260	29	1
240	260	29	1
183	261	29	4
187	261	29	1
199	261	29	1
226	261	29	1
229	261	29	1
231	261	29	1
220	262	29	1
227	262	29	2
229	262	29	1
222	263	29	2
232	263	29	1
248	263	29	1
178	264	29	2
215	264	29	1
216	264	29	1
224	264	29	1
226	264	29	1
230	264	29	1
232	264	29	2
237	264	29	1
238	264	29	4
245	264	29	2
181	265	29	1
215	265	29	1
226	265	29	1
232	265	29	1
239	265	29	2
249	265	29	1
197	266	29	1
226	266	29	2
232	266	29	1
234	266	29	1
236	266	29	1
237	266	29	2
245	266	29	3
248	266	29	1
192	267	29	1
193	267	29	1
197	267	29	1
199	267	29	1
214	267	29	2
226	267	29	1
230	267	29	1
231	267	29	2
232	267	29	1
234	267	29	1
235	267	29	1
237	267	29	2
201	268	29	2
217	268	29	1
234	268	29	3
235	268	29	1
237	268	29	1
238	268	29	1
239	268	29	2
193	269	29	1
232	269	29	1
240	269	29	3
248	269	29	1
175	270	29	1
178	270	29	4
198	270	29	1
227	270	29	1
230	270	29	1
232	270	29	1
234	270	29	1
235	270	29	1
237	270	29	1
173	271	29	1
182	271	29	1
204	271	29	3
216	271	29	1
233	271	29	2
235	271	29	1
238	271	29	1
242	271	29	1
251	271	29	1
211	272	29	2
213	272	29	1
214	272	29	1
215	272	29	1
224	272	29	1
232	272	29	2
234	272	29	2
236	272	29	3
238	272	29	1
239	272	29	2
241	272	29	1
245	272	29	2
249	272	29	1
251	272	29	3
211	273	29	1
212	273	29	2
225	273	29	2
236	273	29	1
238	273	29	1
249	273	29	1
180	274	29	1
232	274	29	1
234	274	29	1
235	274	29	2
236	274	29	1
247	274	29	2
250	274	29	1
206	275	29	2
231	275	29	1
232	275	29	2
236	275	29	2
238	275	29	2
239	275	29	1
241	275	29	2
242	275	29	1
245	275	29	3
206	276	29	1
208	276	29	1
228	276	29	3
233	276	29	1
234	276	29	1
237	276	29	2
238	276	29	1
241	276	29	2
246	276	29	1
249	276	29	1
250	276	29	3
252	276	29	1
205	277	29	1
234	277	29	1
236	277	29	1
237	277	29	1
240	277	29	1
247	277	29	2
250	277	29	1
204	278	29	1
237	278	29	3
244	278	29	2
250	278	29	1
234	279	29	2
235	279	29	1
236	279	29	1
246	279	29	2
247	279	29	2
248	279	29	2
249	279	29	1
252	279	29	1
256	279	29	1
205	280	29	1
233	280	29	3
236	280	29	2
237	280	29	1
241	280	29	1
246	280	29	1
247	280	29	1
250	280	29	1
252	280	29	1
208	281	29	3
214	281	29	1
224	281	29	1
233	281	29	3
237	281	29	1
246	281	29	1
248	281	29	1
249	281	29	1
250	281	29	1
251	281	29	2
206	282	29	1
213	282	29	1
233	282	29	1
235	282	29	1
242	282	29	3
244	282	29	1
248	282	29	3
250	282	29	1
251	282	29	2
209	283	29	1
215	283	29	2
237	283	29	1
239	283	29	2
241	283	29	1
245	283	29	2
247	283	29	2
248	283	29	1
249	283	29	1
250	283	29	2
211	284	29	1
220	284	29	1
232	284	29	1
235	284	29	1
237	284	29	5
238	284	29	1
244	284	29	1
245	284	29	2
246	284	29	1
248	284	29	1
250	284	29	1
226	285	29	1
234	285	29	2
236	285	29	2
239	285	29	1
240	285	29	1
242	285	29	1
244	285	29	1
246	285	29	2
247	285	29	1
248	285	29	1
250	285	29	1
211	286	29	1
232	286	29	2
233	286	29	1
235	286	29	1
236	286	29	1
240	286	29	1
252	286	29	2
225	287	29	1
228	287	29	2
231	287	29	1
232	287	29	1
233	287	29	2
234	287	29	2
236	287	29	3
238	287	29	2
241	287	29	1
245	287	29	1
246	287	29	1
225	288	29	1
226	288	29	1
233	288	29	1
240	288	29	1
242	288	29	2
243	288	29	1
245	288	29	1
246	288	29	1
227	289	29	1
234	289	29	1
236	289	29	2
237	289	29	1
240	289	29	1
243	289	29	2
244	289	29	1
245	289	29	1
246	289	29	3
247	289	29	1
250	289	29	1
222	290	29	2
224	290	29	2
226	290	29	2
228	290	29	2
230	290	29	2
237	290	29	1
238	290	29	1
239	290	29	2
240	290	29	1
243	290	29	1
247	290	29	3
222	291	29	2
224	291	29	1
225	291	29	1
226	291	29	1
238	291	29	2
239	291	29	1
245	291	29	1
246	291	29	1
248	291	29	1
250	291	29	1
236	292	29	1
237	292	29	1
239	292	29	1
241	292	29	1
243	292	29	1
245	292	29	2
248	292	29	2
249	292	29	3
257	292	29	1
225	293	29	2
237	293	29	1
239	293	29	3
246	293	29	1
247	293	29	3
248	293	29	2
252	293	29	1
224	294	29	1
236	294	29	2
238	294	29	1
241	294	29	2
242	294	29	1
243	294	29	1
244	294	29	2
245	294	29	1
246	294	29	2
248	294	29	3
249	294	29	2
251	294	29	2
221	295	29	1
240	295	29	2
241	295	29	2
243	295	29	2
244	295	29	1
219	296	29	2
239	296	29	3
255	296	29	1
227	297	29	1
239	297	29	2
240	297	29	2
247	297	29	1
248	297	29	1
221	298	29	1
226	298	29	1
237	298	29	1
238	298	29	1
239	298	29	2
245	298	29	2
247	298	29	1
249	298	29	2
222	299	29	1
226	299	29	1
227	299	29	2
239	299	29	1
240	299	29	1
241	299	29	3
252	299	29	1
221	300	29	1
225	300	29	3
226	300	29	1
227	300	29	1
235	300	29	1
236	300	29	1
237	300	29	1
240	300	29	1
221	301	29	1
223	301	29	1
224	301	29	1
230	301	29	2
238	301	29	1
241	301	29	1
247	301	29	1
235	302	29	1
240	303	29	3
237	304	29	3
236	305	29	1
228	251	30	1
232	253	30	1
237	253	30	4
232	254	30	3
233	254	30	2
191	255	30	2
215	255	30	2
227	255	30	1
229	255	30	1
232	255	30	2
237	255	30	1
204	256	30	1
230	256	30	2
231	256	30	1
233	256	30	1
235	256	30	4
236	256	30	3
183	257	30	1
190	257	30	1
204	257	30	1
209	257	30	1
227	257	30	1
236	257	30	1
237	257	30	1
239	257	30	1
240	257	30	2
181	258	30	1
186	258	30	1
215	258	30	1
226	258	30	2
227	258	30	1
228	258	30	1
233	258	30	1
237	258	30	2
238	258	30	1
183	259	30	3
189	259	30	1
195	259	30	2
205	259	30	1
206	259	30	1
209	259	30	1
214	259	30	1
216	259	30	2
226	259	30	2
227	259	30	1
229	259	30	2
230	259	30	1
231	259	30	1
232	259	30	4
234	259	30	2
235	259	30	2
237	259	30	1
238	259	30	1
216	260	30	1
223	260	30	1
227	260	30	1
232	260	30	2
238	260	30	1
239	260	30	2
240	260	30	1
245	260	30	1
187	261	30	2
188	261	30	1
194	261	30	2
196	261	30	1
198	261	30	2
199	261	30	1
212	261	30	1
218	261	30	3
219	261	30	1
224	261	30	2
226	261	30	1
231	261	30	1
236	261	30	2
238	261	30	2
239	261	30	1
244	261	30	2
179	262	30	2
186	262	30	1
187	262	30	1
193	262	30	2
209	262	30	1
216	262	30	1
218	262	30	2
220	262	30	3
221	262	30	2
223	262	30	3
227	262	30	1
230	262	30	2
240	262	30	1
248	262	30	1
249	262	30	1
179	263	30	1
186	263	30	1
188	263	30	1
189	263	30	1
193	263	30	1
197	263	30	1
210	263	30	1
215	263	30	1
218	263	30	1
219	263	30	1
222	263	30	1
226	263	30	2
227	263	30	2
228	263	30	1
230	263	30	2
233	263	30	1
234	263	30	2
246	263	30	1
247	263	30	1
248	263	30	3
249	263	30	1
188	264	30	1
225	264	30	1
227	264	30	2
228	264	30	1
229	264	30	3
233	264	30	2
238	264	30	3
245	264	30	2
246	264	30	1
249	264	30	1
191	265	30	1
193	265	30	2
196	265	30	1
200	265	30	4
210	265	30	2
213	265	30	1
214	265	30	3
217	265	30	1
219	265	30	1
228	265	30	3
230	265	30	3
232	265	30	1
233	265	30	1
236	265	30	2
242	265	30	2
244	265	30	1
246	265	30	1
248	265	30	2
184	266	30	1
188	266	30	1
193	266	30	2
195	266	30	1
197	266	30	1
213	266	30	1
219	266	30	1
228	266	30	1
229	266	30	2
230	266	30	1
231	266	30	2
232	266	30	2
238	266	30	1
239.5	266.5	30.5	1
247	266	30	2
249	266	30	1
176	267	30	2
182	267	30	1
191	267	30	2
192	267	30	1
194	267	30	2
196	267	30	1
202	267	30	1
208	267	30	1
209	267	30	2
214	267	30	1
219	267	30	3
225	267	30	1
228	267	30	4
231	267	30	1
232	267	30	2
235	267	30	2
237	267	30	2
239	267	30	1
241	267	30	1
244	267	30	1
247	267	30	1
248	267	30	2
249	267	30	1
250	267	30	2
172	268	30	1
189	268	30	1
190	268	30	2
191	268	30	2
194	268	30	2
196	268	30	1
206	268	30	2
207	268	30	3
213	268	30	3
223	268	30	1
226	268	30	1
228	268	30	2
231	268	30	1
235	268	30	1
237	268	30	1
239	268	30	2
241	268	30	1
243	268	30	1
245	268	30	1
247	268	30	1
248	268	30	1
172	269	30	1
180	269	30	1
182	269	30	2
193	269	30	1
194	269	30	3
197	269	30	1
198	269	30	1
199	269	30	2
213	269	30	2
214	269	30	1
219	269	30	1
233	269	30	2
236	269	30	2
238	269	30	1
239	269	30	1
243	269	30	1
244	269	30	2
245	269	30	1
249	269	30	2
252	269	30	2
186	270	30	1
196	270	30	2
200	270	30	2
207	270	30	1
215	270	30	1
217	270	30	1
227	270	30	1
230	270	30	1
232	270	30	1
245	270	30	2
249	270	30	1
250	270	30	1
181	271	30	1
185	271	30	1
193	271	30	2
194	271	30	1
200	271	30	1
201	271	30	4
204	271	30	2
207	271	30	1
208	271	30	1
212	271	30	3
216	271	30	1
232	271	30	1
234	271	30	1
238	271	30	2
239	271	30	3
243	271	30	3
244	271	30	2
247	271	30	1
249	271	30	1
179	272	30	1
203	272	30	2
206	272	30	2
207	272	30	1
224	272	30	3
227	272	30	1
233	272	30	2
235	272	30	2
238	272	30	2
245	272	30	1
181	273	30	2
182	273	30	1
183	273	30	1
