x	y	z	STING mediated induction of host immune responses
182	261	33	2
214	261	33	1
229	261	33	1
230	261	33	2
231	261	33	1
236	261	33	1
238	261	33	1
191	262	33	1
192	262	33	1
196	262	33	1
209	262	33	1
218	262	33	1
224	262	33	2
226	262	33	1
229	262	33	1
233	262	33	1
236	262	33	1
246	262	33	1
183	263	33	1
190	263	33	1
198	263	33	2
199	263	33	1
218	263	33	1
220	263	33	1
233	263	33	1
237	263	33	1
245	263	33	1
193	264	33	1
195	264	33	1
210	264	33	1
212	264	33	1
214	264	33	1
217	264	33	2
218	264	33	1
223	264	33	1
233	264	33	1
238	264	33	1
239	264	33	1
246	264	33	1
247	264	33	1
212	265	33	1
229	265	33	1
237	265	33	1
239	265	33	2
243	265	33	1
244	265	33	1
245	265	33	1
185	266	33	1
188	266	33	1
190	266	33	2
191	266	33	2
195	266	33	1
196	266	33	1
197	266	33	1
204	266	33	1
208	266	33	1
224	266	33	1
239	266	33	2
240	266	33	1
241	266	33	1
250	266	33	1
184	267	33	1
188	267	33	2
192	267	33	1
194	267	33	1
209	267	33	2
214	267	33	1
217	267	33	2
219	267	33	1
228	267	33	1
235	267	33	1
242	267	33	1
250	267	33	1
188	268	33	1
193	268	33	1
215	268	33	1
219	268	33	1
187	269	33	1
192	269	33	1
195	269	33	1
208	269	33	1
217	269	33	1
235	269	33	1
244	269	33	1
246	269	33	1
250	269	33	1
174	270	33	1
187	270	33	1
206	270	33	1
240	270	33	1
177	271	33	1
179	271	33	1
181	271	33	1
217	271	33	1
225	271	33	1
235	271	33	1
238	271	33	1
240	271	33	3
242	271	33	2
177	272	33	1
178	272	33	1
182	272	33	1
187	272	33	1
204	272	33	1
208	272	33	1
215	272	33	1
225	272	33	1
233	272	33	1
254	272	33	1
186	273	33	1
210	273	33	1
213	273	33	1
216	273	33	1
240	273	33	1
243	273	33	1
185	274	33	2
193	274	33	2
205	274	33	1
214	274	33	1
226	274	33	1
227	274	33	1
232	274	33	1
250	274	33	1
207	275	33	1
211	275	33	1
212	275	33	1
213	275	33	1
215	275	33	2
227	275	33	2
240	275	33	1
241	275	33	1
242	275	33	2
243	275	33	2
201	276	33	1
207	276	33	1
208	276	33	1
237	276	33	1
239	276	33	1
240	276	33	1
173	277	33	1
180	277	33	1
187	277	33	1
207	277	33	1
236	277	33	1
238	277	33	1
244	277	33	1
246	277	33	1
174	278	33	1
177	278	33	1
237	278	33	1
238	278	33	1
245	278	33	1
201	279	33	1
240	279	33	1
174	280	33	1
177	280	33	1
187	280	33	2
206	280	33	1
211	280	33	1
217	280	33	1
221	280	33	1
223	280	33	2
224	280	33	1
225	280	33	1
239	280	33	1
247	280	33	1
175	281	33	1
179	281	33	1
186	281	33	2
208	281	33	2
249	281	33	1
250	281	33	2
175	282	33	1
178	282	33	2
218	282	33	1
231	282	33	1
233	282	33	1
235	282	33	2
242	282	33	1
243	282	33	1
247	282	33	1
204	283	33	1
206	283	33	1
207	283	33	1
218	283	33	1
227	283	33	1
229	283	33	1
239	283	33	1
180	284	33	1
184	284	33	1
187	284	33	1
188	284	33	2
207	284	33	1
219	284	33	1
231	284	33	1
234	284	33	1
237	284	33	1
242	284	33	1
244	284	33	1
246	284	33	1
254	284	33	1
175	285	33	1
206	285	33	1
226	285	33	1
227	285	33	1
246	285	33	2
253	285	33	1
178	286	33	1
188	286	33	1
203	286	33	1
209	286	33	1
223	286	33	1
228	286	33	1
236	286	33	1
237	286	33	2
238	286	33	1
239	286	33	1
243	286	33	1
245	286	33	1
246	286	33	1
255	286	33	1
234	287	33	1
242	287	33	1
244	287	33	1
245	287	33	1
253	287	33	1
184	288	33	1
187	288	33	1
196	288	33	1
202	288	33	1
219	288	33	1
231	288	33	1
239	288	33	1
255	288	33	1
184	289	33	1
202	289	33	1
203	289	33	1
205	289	33	2
223	289	33	1
241.5	289.5	33.5	1
244	289	33	1
249	289	33	1
185	290	33	1
199	290	33	1
202	290	33	1
222	290	33	1
232	290	33	1
248	290	33	1
257	290	33	1
186	291	33	1
201	291	33	1
229	291	33	1
231	291	33	1
238	291	33	1
240	291	33	2
241	291	33	1
242	291	33	1
248	291	33	1
257	291	33	1
197	292	33	1
200	292	33	1
202	292	33	1
228	292	33	1
242	292	33	1
253	292	33	1
230	293	33	1
233	293	33	1
241	293	33	1
202	294	33	1
227	294	33	1
228	294	33	1
237	294	33	1
238	294	33	1
244	294	33	1
245	294	33	1
251	294	33	1
237	295	33	1
238	295	33	1
247	295	33	1
179	296	33	1
198	296	33	1
199	296	33	1
200	296	33	1
225	296	33	1
228	296	33	2
229	296	33	1
241	296	33	1
255	296	33	1
198	297	33	1
202	297	33	1
225	297	33	1
228	297	33	1
235	297	33	1
245	297	33	1
200	298	33	1
223	298	33	1
238	298	33	2
239	298	33	2
241	298	33	1
243	298	33	2
227	299	33	1
234	299	33	1
235	299	33	1
236	299	33	1
242	299	33	1
243	299	33	1
247	299	33	1
223	301	33	1
224	301	33	1
234	301	33	1
236	301	33	1
243	301	33	1
246	301	33	1
209	302	33	1
240	303	33	1
223	304	33	1
231	304	33	3
235	304	33	1
237	304	33	1
239	304	33	2
207	305	33	2
225	305	33	1
230	305	33	1
237	305	33	1
206	307	33	1
222	307	33	1
224	307	33	2
241	307	33	1
220	308	33	1
221	308	33	1
229	308	33	1
221	309	33	1
223	309	33	1
224	309	33	1
228	309	33	1
217	310	33	1
224	310	33	1
228	310	33	1
231	310	33	1
218	311	33	1
226	311	33	1
231	311	33	1
232	311	33	1
234	311	33	1
235	311	33	1
238	311	33	1
225	312	33	2
228	313	33	1
228	314	33	1
230	315	33	1
230	318	33	1
226	252	34	1
225	253	34	1
228	253	34	1
229	253	34	1
233	254	34	1
235	254	34	1
241	254	34	1
218	255	34	1
220	255	34	1
237	255	34	1
215	256	34	1
218	256	34	1
223	256	34	1
233	256	34	1
210	257	34	1
217	257	34	2
223	257	34	1
227	257	34	1
243	257	34	1
220	258	34	1
224	258	34	2
234	258	34	1
239	258	34	2
241	258	34	1
219	259	34	2
220	259	34	1
222	259	34	1
223	259	34	2
228	259	34	2
231	259	34	1
234	259	34	1
216	260	34	2
230	260	34	1
235	260	34	1
238	260	34	1
242	260	34	1
243	260	34	1
190	261	34	1
217	261	34	1
219	261	34	1
220	261	34	1
223	261	34	1
226	261	34	1
228	261	34	1
241	261	34	1
189	262	34	1
192	262	34	1
210	262	34	2
211	262	34	2
223	262	34	1
228	262	34	1
235	262	34	1
236	262	34	2
238	262	34	2
240	262	34	1
243	262	34	2
244	262	34	1
185	263	34	2
193	263	34	1
206	263	34	1
214	263	34	1
220	263	34	3
224	263	34	1
228	263	34	1
236	263	34	1
244	263	34	1
187	264	34	1
188	264	34	1
200	264	34	1
232	264	34	1
233	264	34	1
236	264	34	1
240	264	34	1
242	264	34	1
244	264	34	1
245	264	34	1
248	264	34	1
249	264	34	2
187	265	34	2
190	265	34	1
203	265	34	1
204	265	34	1
205	265	34	1
211	265	34	1
229	265	34	1
241	265	34	1
244	265	34	1
251	265	34	1
208	266	34	2
211	266	34	2
220	266	34	2
229	266	34	1
238	266	34	1
244	266	34	1
249	266	34	2
251	266	34	1
196	267	34	1
197	267	34	1
206	267	34	1
218	267	34	1
220	267	34	1
231	267	34	1
232	267	34	1
240	267	34	1
242	267	34	2
243	267	34	1
246	267	34	1
248	267	34	1
249	267	34	2
183	268	34	1
195	268	34	1
207	268	34	1
215	268	34	1
217	268	34	1
245	268	34	1
250	268	34	1
251	268	34	1
175	269	34	1
191	269	34	1
192	269	34	1
194	269	34	1
197	269	34	1
215	269	34	1
234	269	34	2
241	269	34	1
245	269	34	1
184	270	34	2
185	270	34	1
186	270	34	1
187	270	34	2
189	270	34	1
192	270	34	2
197	270	34	1
199	270	34	1
210	270	34	1
241	270	34	1
242	270	34	1
243	270	34	2
249	270	34	1
177	271	34	1
180	271	34	1
181	271	34	1
188	271	34	1
210	271	34	1
212	271	34	1
213	271	34	1
215	271	34	1
217	271	34	1
230	271	34	1
245	271	34	1
250	271	34	1
177	272	34	1
179	272	34	1
181	272	34	1
183	272	34	1
203	272	34	1
216	272	34	1
218	272	34	1
228	272	34	1
237	272	34	1
241	272	34	1
248	272	34	1
188	273	34	1
211	273	34	1
214	273	34	1
249	273	34	1
185	274	34	1
207	274	34	1
215	274	34	1
226	274	34	1
240	274	34	2
246	274	34	1
176	275	34	1
179	275	34	1
181	275	34	1
183	275	34	2
203	275	34	1
208	275	34	2
226	275	34	1
231	275	34	1
235	275	34	1
246	275	34	1
208	276	34	2
212	276	34	1
219	276	34	1
237	276	34	1
183	277	34	1
203	277	34	1
205	277	34	1
209	277	34	1
237	277	34	1
175	278	34	1
186	278	34	1
190	278	34	1
206	278	34	1
209	278	34	2
211	278	34	1
174	279	34	1
176	279	34	1
208	279	34	1
236	279	34	2
241	279	34	1
243	279	34	1
247	279	34	1
174	280	34	1
175	280	34	2
188	280	34	2
224	280	34	1
233	280	34	1
238	280	34	1
240	280	34	3
248	280	34	1
249	280	34	1
180	281	34	1
191	281	34	1
204	281	34	2
207	281	34	1
226	281	34	2
232	281	34	1
245	281	34	1
181	282	34	1
189	282	34	1
190	282	34	1
206	282	34	1
218	282	34	1
223	282	34	1
248	282	34	1
175	283	34	1
192	283	34	1
204	283	34	1
210	283	34	1
219	283	34	1
222	283	34	2
224	283	34	1
228	283	34	1
230	283	34	1
232	283	34	1
243	283	34	2
245	283	34	1
251	283	34	1
178	284	34	1
191	284	34	2
209	284	34	2
214	284	34	1
219	284	34	1
226	284	34	1
236	284	34	1
238	284	34	1
246	284	34	1
249	284	34	1
179	285	34	1
181	285	34	2
202	285	34	1
205	285	34	1
226	285	34	1
238	285	34	1
243	285	34	1
247	285	34	1
248	285	34	1
189	286	34	1
222	286	34	1
224	286	34	1
239	286	34	2
248	286	34	1
187	287	34	2
207	287	34	2
208	287	34	1
219	287	34	1
224	287	34	2
228	287	34	1
234	287	34	1
239	287	34	2
251	287	34	1
177	288	34	1
186	288	34	1
200	288	34	1
222	288	34	1
223	288	34	2
226	288	34	1
227	288	34	2
230	288	34	3
231	288	34	1
235	288	34	1
237	288	34	1
238	288	34	2
246	288	34	1
175	289	34	1
224	289	34	1
228	289	34	2
230	289	34	1
233	289	34	1
248	289	34	1
249	289	34	1
257	289	34	1
186	290	34	1
187	290	34	1
204	290	34	1
220	290	34	1
239	290	34	1
185	291	34	1
200	291	34	1
202	291	34	2
221	291	34	2
234	291	34	1
235	291	34	1
236	291	34	3
248	291	34	1
199	292	34	2
222	292	34	1
225	292	34	1
232	292	34	1
234	292	34	1
241	292	34	2
244	292	34	1
188	293	34	1
202	293	34	1
207	293	34	1
251	293	34	1
182	294	34	1
183	294	34	1
197	294	34	1
235	294	34	1
179	295	34	1
192	295	34	1
196	295	34	1
203	295	34	3
218	295	34	2
228	295	34	1
238	295	34	1
182	296	34	1
183	296	34	1
202	296	34	1
205	296	34	1
222	296	34	1
230	296	34	1
239	296	34	1
241	296	34	1
243	296	34	1
194	297	34	2
219	297	34	1
220	297	34	1
231	297	34	1
234	297	34	1
237	297	34	1
243	297	34	2
196	298	34	1
224	298	34	1
233	298	34	1
235	298	34	2
237	298	34	1
182	299	34	2
199	299	34	1
207	299	34	1
224	299	34	1
232	299	34	1
241	299	34	1
244	299	34	1
224	300	34	1
230	300	34	1
242	300	34	1
243	300	34	1
246	300	34	1
227	301	34	1
241	301	34	1
243	301	34	1
230	302	34	1
236	302	34	1
237	302	34	1
239	302	34	2
242	302	34	1
227	303	34	2
229	303	34	1
243	303	34	1
226	304	34	1
231	304	34	1
233	304	34	1
235	304	34	1
236	304	34	1
237	304	34	1
222	305	34	1
230	305	34	1
224	306	34	1
225	306	34	1
226	306	34	1
227	306	34	1
230	306	34	1
232	306	34	1
201	307	34	1
221	307	34	1
223	307	34	2
224	307	34	1
226	307	34	1
232	307	34	1
241	307	34	1
242	307	34	1
222	308	34	1
237	308	34	1
242	308	34	1
243	308	34	1
216	310	34	2
224	310	34	1
233	310	34	1
232	311	34	1
236	311	34	1
225	312	34	2
234	313	34	1
228	314	34	1
229	314	34	1
230	314	34	2
232	314	34	1
229	315	34	1
233	315	34	1
233	316	34	1
228	250	35	2
224	251	35	1
225	251	35	1
226	251	35	1
226	252	35	1
224	253	35	2
219	254	35	1
223	254	35	1
224	254	35	1
230	254	35	1
235	254	35	1
209	255	35	1
218	255	35	2
225	255	35	1
227	255	35	1
240	256	35	2
221	257	35	1
243	257	35	1
216	258	35	1
217	258	35	1
218	258	35	1
221	258	35	1
224	258	35	2
228	258	35	1
232	258	35	1
211	259	35	2
218	259	35	1
219	259	35	1
224	259	35	1
230	259	35	1
231	259	35	1
240	259	35	1
190	260	35	1
215	260	35	1
217	260	35	1
218	260	35	1
231	260	35	1
233	260	35	1
234	260	35	1
237	260	35	1
239	260	35	1
243	260	35	2
245	260	35	2
208	261	35	1
215	261	35	1
222	261	35	1
224	261	35	1
227	261	35	1
230	261	35	1
234	261	35	1
235	261	35	2
236	261	35	1
243	261	35	1
207	262	35	1
210	262	35	1
221	262	35	1
232	262	35	1
237	262	35	1
239	262	35	2
188	263	35	1
190	263	35	2
196	263	35	1
205	263	35	2
208	263	35	1
213	263	35	1
217	263	35	1
221	263	35	2
227	263	35	1
238	263	35	1
241	263	35	1
245	263	35	2
190	264	35	1
211	264	35	1
226	264	35	1
227	264	35	1
233	264	35	1
235	264	35	1
237	264	35	1
238	264	35	1
239	264	35	1
242	264	35	1
243	264	35	2
245	264	35	1
188	265	35	1
191	265	35	1
195	265	35	1
208	265	35	1
209	265	35	1
245	265	35	1
187	266	35	2
196	266	35	1
206	266	35	1
211	266	35	1
230	266	35	1
233	266	35	1
240	266	35	1
241	266	35	1
242	266	35	1
250	266	35	1
251	266	35	1
176	267	35	1
191	267	35	1
192	267	35	1
206	267	35	2
210	267	35	2
215	267	35	1
225	267	35	1
232	267	35	1
238	267	35	1
243	267	35	1
246	267	35	1
177	268	35	1
186	268	35	1
187	268	35	1
192	268	35	1
202	268	35	2
205	268	35	1
209	268	35	1
217	268	35	1
218	268	35	1
220	268	35	1
238	268	35	1
242	268	35	1
180	269	35	1
186	269	35	2
194	269	35	1
213	269	35	1
235	269	35	1
239	269	35	1
248	269	35	1
250	269	35	1
179	270	35	1
185	270	35	1
189	270	35	1
195	270	35	1
196	270	35	1
212	270	35	1
214	270	35	1
223	270	35	1
235	270	35	1
237	270	35	1
247	270	35	1
176	271	35	1
178	271	35	1
183	271	35	1
186	271	35	1
192	271	35	2
207	271	35	1
220	271	35	1
225	271	35	1
240	271	35	1
243	271	35	1
248	271	35	1
249	271	35	1
250	271	35	1
182	272	35	3
214	272	35	1
219	272	35	1
229	272	35	1
237	272	35	1
240	272	35	1
241	272	35	2
244	272	35	1
246	272	35	1
205	273	35	1
206	273	35	2
218	273	35	1
228	273	35	1
239	273	35	1
242	273	35	1
245	273	35	1
176	274	35	1
211	274	35	2
215	274	35	1
176	275	35	1
186	275	35	1
191	275	35	1
200	275	35	1
203	275	35	1
205	275	35	1
218	275	35	1
231	275	35	1
242	275	35	1
243	275	35	1
202	276	35	1
210	276	35	1
211	276	35	1
217	276	35	2
222	276	35	1
237	276	35	1
244	276	35	1
183	277	35	1
187	277	35	1
202	277	35	1
211	277	35	1
215	277	35	1
220	277	35	2
232	277	35	1
178	278	35	1
203	278	35	1
214	278	35	1
215	278	35	1
221	278	35	1
227	278	35	1
233	278	35	1
243	278	35	1
244	278	35	1
247	278	35	1
179	279	35	1
203	279	35	1
204	279	35	1
212	279	35	1
233	279	35	1
172	280	35	1
174	280	35	1
191	280	35	1
199	280	35	2
203	280	35	1
208	280	35	1
217	280	35	1
219	280	35	1
220	280	35	1
223	280	35	1
224	280	35	1
234	280	35	2
246	280	35	1
191	281	35	1
208	281	35	1
217	281	35	1
223	281	35	1
226	281	35	1
232	281	35	1
234	281	35	2
235	281	35	1
239	281	35	2
245	281	35	1
190	282	35	2
203	282	35	1
207	282	35	2
208	282	35	1
209	282	35	1
215	282	35	1
218	282	35	1
231	282	35	1
233	282	35	1
244	282	35	1
183	283	35	1
189	283	35	1
191	283	35	1
204	283	35	1
205	283	35	1
214	283	35	1
226	283	35	1
233	283	35	1
236	283	35	1
181	284	35	1
186	284	35	1
188	284	35	1
189	284	35	1
206	284	35	2
207	284	35	1
216	284	35	1
218	284	35	1
219	284	35	1
225	284	35	1
232	284	35	1
237	284	35	1
178	285	35	1
198	285	35	1
201	285	35	1
203	285	35	1
218	285	35	1
231	285	35	1
240	285	35	1
243	285	35	1
246	285	35	1
250	285	35	1
188	286	35	1
202	286	35	1
207	286	35	1
211	286	35	1
216	286	35	1
238	286	35	1
243	286	35	2
182	287	35	1
187	287	35	1
199	287	35	1
200	287	35	1
226	287	35	1
233	287	35	4
243	287	35	1
246	287	35	1
189	288	35	1
196	288	35	1
200	288	35	2
218	288	35	2
228	288	35	1
232	288	35	1
242	288	35	1
247	288	35	1
174	289	35	1
190	289	35	1
205	289	35	1
221	289	35	1
222	289	35	1
225	289	35	1
228	289	35	1
235	289	35	1
236	289	35	1
246	289	35	1
248	289	35	1
184	290	35	1
195	290	35	1
197	290	35	1
203	290	35	1
204	290	35	1
205	290	35	1
220	290	35	2
222	290	35	1
227	290	35	1
231	290	35	2
244	290	35	1
247	290	35	1
248	290	35	1
176	291	35	1
179	291	35	1
183	291	35	1
202	291	35	1
225	291	35	1
230	291	35	1
234	291	35	1
237	291	35	2
244	291	35	1
183	292	35	2
199	292	35	1
201	292	35	1
204	292	35	1
205	292	35	2
222	292	35	2
228	292	35	1
229	292	35	1
233	292	35	2
243	292	35	1
185	293	35	1
195	293	35	3
235	293	35	1
246	293	35	1
187	294	35	1
198	294	35	1
201	294	35	1
204	294	35	2
226	294	35	1
237	294	35	2
239	294	35	2
241	294	35	1
194	295	35	1
204	295	35	2
226	295	35	1
227	295	35	1
231	295	35	1
249	295	35	1
201	296	35	1
203	296	35	1
205	296	35	1
219	296	35	1
220	296	35	1
223	296	35	1
228	296	35	1
229	296	35	1
238	296	35	1
243	296	35	1
200	297	35	1
202	297	35	1
219	297	35	1
222	297	35	1
227	297	35	1
230	297	35	1
237	297	35	1
243	297	35	1
197	298	35	1
221	298	35	1
222	298	35	1
241	298	35	1
244	298	35	1
199	299	35	1
202	299	35	1
238	299	35	1
242	299	35	1
195	300	35	2
224	300	35	1
227	300	35	1
242	300	35	1
227	301	35	1
228	301	35	1
237	301	35	1
238	301	35	1
244	301	35	1
199	302	35	1
200	302	35	1
223	302	35	1
230	302	35	1
233	302	35	2
240	302	35	1
234	303	35	1
238	303	35	1
241	303	35	1
243	303	35	1
191	304	35	3
227	304	35	1
228	304	35	1
240	304	35	1
243	304	35	1
207	305	35	1
238	305	35	1
241	305	35	2
242	305	35	1
220	306	35	1
225	306	35	1
228	306	35	1
195	307	35	1
221	307	35	1
222	307	35	1
223	307	35	1
225	307	35	1
226	307	35	1
231	307	35	1
232	307	35	1
242	307	35	1
203	308	35	1
224	308	35	1
228	308	35	1
231	308	35	1
239	308	35	1
222	309	35	1
229	309	35	1
218	310	35	1
221	310	35	1
222	310	35	1
225	310	35	1
227	310	35	1
229	310	35	1
230	310	35	1
234	310	35	1
235	310	35	1
237	310	35	1
238	310	35	1
213	311	35	1
215	311	35	1
223	311	35	1
232	311	35	1
237	311	35	1
238	311	35	2
241	311	35	1
217	312	35	1
226	312	35	1
242	312	35	1
221	313	35	1
229	313	35	1
237	313	35	1
238	313	35	1
234	314	35	1
230	315	35	1
234	315	35	1
237	315	35	1
238	315	35	2
210	316	35	1
232	316	35	2
234	316	35	1
236	316	35	1
238	316	35	1
235	317	35	1
238	317	35	1
240	317	35	1
212	318	35	1
236	318	35	1
232	319	35	1
240	319	35	1
224	253	36	1
229	254	36	1
223	255	36	1
226	255	36	1
219	257	36	2
218	258	36	1
222	258	36	1
224	258	36	1
221	259	36	1
226	259	36	1
223	260	36	1
224	260	36	1
228	260	36	1
230	260	36	1
235	260	36	1
238	260	36	1
211	261	36	1
218	261	36	1
226	261	36	1
228	261	36	3
229	261	36	1
242	261	36	1
192	262	36	1
210	262	36	1
221	262	36	1
226	262	36	2
242	262	36	1
222	263	36	2
233	263	36	2
236	263	36	2
240	263	36	1
186	264	36	1
191	264	36	1
210	264	36	1
213	264	36	1
218	264	36	1
223	264	36	1
188	265	36	1
191	265	36	1
207	265	36	1
216	265	36	1
226	265	36	1
248	265	36	1
205	266	36	1
208	266	36	2
211	266	36	1
215	266	36	1
216	266	36	1
217	266	36	1
223	266	36	2
231	266	36	1
235	266	36	1
237	266	36	1
243	266	36	1
248	266	36	1
192	267	36	1
194	267	36	1
195	267	36	1
196	267	36	1
209	267	36	2
217	267	36	1
219	267	36	1
221	267	36	1
240	267	36	2
209	268	36	1
214	268	36	1
236	268	36	1
239	268	36	2
240	268	36	1
213	269	36	1
214	269	36	1
248	269	36	1
249	269	36	2
187	270	36	1
192	270	36	1
196	270	36	1
212	270	36	1
235	270	36	1
237	270	36	1
246	270	36	1
248	270	36	1
178	271	36	1
193	271	36	1
198	271	36	1
206	271	36	2
207	271	36	1
208	271	36	1
211	271	36	1
223	271	36	1
233	271	36	1
248	271	36	1
175	272	36	1
178	272	36	1
185	272	36	1
190	272	36	1
207	272	36	1
211	272	36	1
217	272	36	2
218	272	36	1
233	272	36	1
239	272	36	2
240	272	36	1
185	273	36	1
186	273	36	1
198	273	36	1
208	273	36	1
210	273	36	1
178	274	36	1
206	274	36	1
209	274	36	1
212	274	36	2
213	274	36	1
206	275	36	1
209	275	36	1
210	275	36	1
180	276	36	1
208	276	36	1
237	276	36	1
175	277	36	1
189	277	36	1
207	277	36	1
208	277	36	1
210	277	36	1
214	277	36	1
217	277	36	1
181	278	36	1
202	278	36	1
208	278	36	1
213	278	36	1
223	278	36	2
224	278	36	1
192	279	36	1
193	279	36	1
209	279	36	1
204	280	36	1
208	280	36	2
210	280	36	2
176	281	36	1
190	281	36	1
193	281	36	1
207	281	36	1
211	281	36	2
214	281	36	1
217	281	36	1
221	281	36	1
224	281	36	1
228	281	36	1
230	281	36	1
243	281	36	1
172	282	36	2
181	282	36	1
215	282	36	1
220	282	36	1
226	282	36	1
208	283	36	1
211	283	36	1
212	283	36	1
215	283	36	1
219	283	36	1
233	283	36	1
240	283	36	1
177	284	36	1
199	284	36	1
209	284	36	1
224	284	36	1
231	284	36	1
232	284	36	1
239	284	36	1
242	284	36	1
220	285	36	2
221	285	36	1
224	285	36	1
226	285	36	1
231	285	36	2
235	285	36	2
237	285	36	1
243	285	36	1
244	285	36	1
216	286	36	2
218	286	36	1
222	286	36	1
234	286	36	1
235	286	36	1
236	286	36	1
238	286	36	1
239	286	36	1
240	286	36	1
241	286	36	1
244	286	36	1
177	287	36	1
190	287	36	2
204	287	36	1
205	287	36	1
208	287	36	1
221	287	36	1
222	287	36	1
226	287	36	2
229	287	36	1
238	287	36	1
176	288	36	2
199	288	36	1
203	288	36	1
206	288	36	1
234	288	36	1
238	288	36	1
242	288	36	1
203	289	36	1
235	289	36	1
239	289	36	1
240	289	36	1
241	289	36	1
187	290	36	1
195	290	36	1
200	290	36	1
201	290	36	1
231	290	36	1
240	290	36	1
247	290	36	1
199	291	36	1
202	291	36	1
204	291	36	1
232	291	36	1
233	291	36	1
237	291	36	1
238	291	36	1
240	291	36	1
241	291	36	1
245	291	36	1
198	292	36	1
219	292	36	2
227	292	36	1
230	292	36	1
233	292	36	1
235	292	36	1
237	292	36	1
182	293	36	1
196	293	36	1
199	293	36	1
207	293	36	1
231	293	36	1
234	293	36	2
237	293	36	1
239	293	36	1
182	294	36	1
187	294	36	1
190	294	36	1
195	294	36	1
198	294	36	1
199	294	36	1
227	294	36	2
228	294	36	1
230	294	36	1
196	295	36	1
197	295	36	1
199	295	36	1
218	295	36	2
229	295	36	1
235	295	36	1
239	295	36	1
196	296	36	1
205	296	36	1
227	296	36	1
228	296	36	1
235	296	36	2
238	296	36	1
195	297	36	1
201	297	36	1
202	297	36	1
229	297	36	1
231	297	36	1
235	297	36	1
236	297	36	1
239	297	36	1
201	298	36	1
205	298	36	1
229	298	36	1
245	298	36	1
200	299	36	2
232	299	36	2
240	299	36	1
225	300	36	2
228	300	36	1
230	300	36	3
232	300	36	1
237	300	36	1
241	300	36	1
245	300	36	1
223	301	36	2
225	301	36	1
227	301	36	1
230	301	36	1
232	301	36	2
234	301	36	1
235	301	36	2
244	301	36	2
226	302	36	1
227	302	36	1
235	302	36	1
245	303	36	1
227	304	36	3
235	304	36	1
199	305	36	1
242	306	36	1
234	307	36	2
241	307	36	1
222	308	36	1
224	308	36	2
227	308	36	2
237	308	36	2
225	309	36	1
227	309	36	1
229	309	36	2
232	309	36	2
233	309	36	2
221	310	36	1
224	310	36	1
227	310	36	1
228	310	36	2
229	310	36	2
243	310	36	1
213	311	36	1
215	311	36	1
217	311	36	1
226	311	36	1
231	311	36	1
242	311	36	1
216	312	36	1
221	312	36	1
232	312	36	1
235	312	36	1
240	312	36	2
226	313	36	1
234	313	36	1
225	314	36	1
230	314	36	1
232	314	36	1
236	314	36	1
238	314	36	1
230	315	36	1
233	315	36	1
242	315	36	2
236	316	36	1
242	316	36	1
230	318	36	1
232	319	36	1
239	319	36	1
227	260	37	2
228	260	37	1
235	260	37	1
242	260	37	1
226	261	37	2
228	261	37	1
230	261	37	1
220	262	37	1
229	262	37	1
230	262	37	1
217	263	37	1
211	264	37	1
224	264	37	1
231	264	37	1
246	265	37	1
210	267	37	1
214	267	37	1
229	267	37	1
188	268	37	1
215	268	37	1
204	269	37	1
210	269	37	2
236	269	37	1
239	269	37	1
212	270	37	1
235	270	37	1
187	271	37	1
192	271	37	1
195	271	37	1
196	271	37	1
215	271	37	2
196	272	37	1
207	272	37	1
216	272	37	1
210	274	37	1
231	274	37	1
208	275	37	1
213	275	37	1
216	275	37	1
217	276	37	1
204	277	37	2
220	277	37	1
212	278	37	1
175	279	37	2
195	279	37	1
215	279	37	1
216	279	37	1
192	281	37	1
211	282	37	1
219	282	37	1
193	283	37	1
211	283	37	1
186	284	37	1
196	284	37	2
195	285	37	1
202	285	37	1
239	285	37	2
199	286	37	1
215	286	37	4
216	286	37	1
232	286	37	1
241	286	37	3
187	287	37	1
191	287	37	1
219	287	37	1
220	287	37	1
222	287	37	1
234	287	37	1
236	287	37	1
238	287	37	1
240	287	37	3
186	288	37	1
195	288	37	1
201	288	37	1
204	288	37	1
205	288	37	1
236	288	37	1
186	289	37	1
205	289	37	1
219	289	37	1
223	289	37	1
232	289	37	1
234	289	37	1
239	289	37	1
240	289	37	1
186	290	37	1
197	290	37	1
200	290	37	1
233	290	37	2
195	291	37	1
203	291	37	1
233	291	37	1
225	292	37	1
232	292	37	1
190	293	37	1
201	293	37	3
206	293	37	1
207	293	37	1
225	293	37	1
226	293	37	2
239	293	37	1
223	294	37	1
228	294	37	1
232	294	37	1
233	294	37	1
235	294	37	2
238	294	37	1
197	295	37	2
225	295	37	1
229	295	37	1
234	295	37	1
235	295	37	1
236	295	37	1
203	296	37	1
217	296	37	1
228	296	37	1
235	296	37	1
237	296	37	1
242	296	37	1
245	296	37	1
227	297	37	1
232	297	37	2
234	297	37	1
243	297	37	1
199	298	37	2
202	298	37	1
230	298	37	1
232	298	37	1
240	298	37	2
242	298	37	1
241	299	37	1
243	299	37	2
225	300	37	1
229	300	37	1
230	300	37	1
232	300	37	1
235	300	37	1
236	300	37	1
239	300	37	1
244	300	37	1
241	301	37	1
228	303	37	1
227	304	37	2
228	304	37	1
226	305	37	1
228	305	37	2
242	305	37	1
225	307	37	1
241	307	37	1
243	307	37	1
235	308	37	1
220	309	37	1
224	309	37	1
226	309	37	1
217	310	37	2
224	310	37	2
227	310	37	2
229	310	37	1
219	311	37	1
