x	y	z	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
247	267	32	1
249	267	32	1
252	267	32	1
198	268	32	1
207	268	32	1
225	268	32	1
176	269	32	1
180	269	32	1
181	269	32	1
182	269	32	1
187	269	32	1
209	269	32	1
222	269	32	1
228	269	32	2
233	269	32	1
239	269	32	1
180	270	32	1
214	270	32	1
239	270	32	1
249	270	32	2
176	271	32	1
177	271	32	1
184	271	32	1
207	271	32	1
209	271	32	1
214	271	32	1
215	271	32	1
231	271	32	1
233	271	32	2
237	271	32	1
243	271	32	1
247	271	32	1
249	271	32	1
250	271	32	1
175	272	32	1
177	272	32	1
198	272	32	1
209	272	32	1
211	272	32	1
212	272	32	1
227	272	32	1
251	272	32	1
183	273	32	1
201	273	32	1
213	273	32	1
215	273	32	1
234	273	32	1
236	273	32	1
240	273	32	1
241	273	32	1
245	273	32	1
254	273	32	1
173	274	32	1
202	274	32	1
203	274	32	1
208	274	32	2
209	274	32	1
202	275	32	1
208	275	32	1
216	275	32	1
226	275	32	1
238	275	32	1
250	275	32	1
205	276	32	1
210	276	32	1
174	277	32	1
205	277	32	1
240	277	32	2
247	277	32	1
177	278	32	1
224	278	32	1
225	278	32	1
235	278	32	1
240	278	32	1
178	279	32	2
181	279	32	1
214	279	32	1
223	279	32	1
234	279	32	1
241	279	32	1
242	279	32	2
243	279	32	1
246	279	32	1
173	280	32	1
220	280	32	1
238	280	32	1
239	280	32	1
246	280	32	1
175	281	32	1
179	281	32	1
223	281	32	1
226	281	32	1
239	281	32	2
240	281	32	1
175	282	32	1
182	282	32	1
220	282	32	2
232	282	32	2
237	282	32	1
241	282	32	1
242	282	32	2
246	282	32	1
249	282	32	1
251	282	32	1
178	283	32	1
181	283	32	1
221	283	32	1
224	283	32	2
239	283	32	2
254	283	32	1
178	284	32	1
179	284	32	1
181	284	32	1
206	284	32	1
229	284	32	1
233	284	32	2
242	284	32	1
252	284	32	2
176	285	32	1
205	285	32	1
220	285	32	1
221	285	32	1
222	285	32	1
223	285	32	1
225	285	32	1
233	285	32	1
243	285	32	1
244	285	32	1
245	285	32	1
254	285	32	1
174	286	32	1
183	286	32	1
204	286	32	1
207	286	32	1
227	286	32	1
229	286	32	2
239	286	32	1
250	286	32	1
219	287	32	1
221	287	32	1
223	287	32	1
224	287	32	1
227	287	32	1
231	287	32	1
243	287	32	2
245	287	32	1
246	287	32	1
201	288	32	1
223	288	32	1
229	288	32	1
231	288	32	1
234	288	32	1
239	288	32	1
200	289	32	1
234	289	32	1
200	290	32	1
206	290	32	1
222	290	32	1
224	290	32	1
230	290	32	1
232	290	32	1
234	290	32	1
236	290	32	1
244	290	32	1
245	290	32	1
247	290	32	1
250	290	32	1
252	290	32	1
253	290	32	1
198	291	32	1
222	291	32	1
224	291	32	1
243	291	32	1
244	291	32	1
245	291	32	1
255	291	32	1
224	292	32	1
225	292	32	1
238	292	32	1
242	292	32	1
243	292	32	1
255	292	32	1
198	293	32	1
199	293	32	1
225	293	32	1
228	293	32	1
230	293	32	1
244	293	32	1
245	293	32	1
180	294	32	1
221	294	32	1
223	294	32	2
224	294	32	1
225	294	32	1
245	294	32	1
252	294	32	1
195	295	32	2
223	295	32	1
224	295	32	2
226	295	32	1
228	295	32	1
232	295	32	1
236	295	32	1
240	295	32	1
241	295	32	1
243	295	32	1
249	295	32	1
220	296	32	1
233	296	32	1
249	296	32	2
251	296	32	1
198	297	32	1
221	297	32	1
226	297	32	2
227	297	32	1
230	297	32	3
241	297	32	1
219	298	32	1
238	298	32	1
240	298	32	1
241	298	32	1
197	299	32	1
226	299	32	1
228	299	32	1
241	299	32	2
185	300	32	1
197	300	32	1
235	300	32	1
236	300	32	1
244	300	32	1
227	301	32	1
234	301	32	1
235	301	32	2
236	301	32	1
245	301	32	1
246	301	32	1
248	301	32	1
249	301	32	1
224	302	32	1
230	302	32	1
243	302	32	3
247	302	32	1
249	302	32	1
239	303	32	2
241	303	32	1
220	304	32	1
244	304	32	1
245	304	32	1
208	306	32	1
234	306	32	1
235	306	32	1
237	306	32	2
234	307	32	1
236	307	32	1
223	308	32	1
220	309	32	1
225	309	32	1
227	309	32	1
230	310	32	1
233	310	32	1
230	313	32	1
230	251	33	1
227	252	33	1
231	252	33	2
229	253	33	1
240	253	33	1
193	254	33	2
220	254	33	2
230	254	33	1
218	255	33	1
237	255	33	2
215	256	33	1
225	256	33	1
228	256	33	1
237	256	33	1
238	256	33	1
241	256	33	1
221	257	33	1
227	257	33	1
239	257	33	1
217	258	33	1
219	258	33	1
226	258	33	1
234	258	33	1
239	258	33	1
243	258	33	1
211	259	33	2
217	259	33	1
226	259	33	1
244	259	33	1
223	260	33	1
238	260	33	1
240	260	33	1
193	261	33	1
214	261	33	1
218	261	33	2
222	261	33	1
226	261	33	1
232	261	33	1
236	261	33	1
240	261	33	1
191	262	33	1
226	262	33	1
229	262	33	1
230	262	33	1
231	262	33	1
236	262	33	1
242	262	33	1
243	262	33	1
246	262	33	1
248	262	33	2
249	262	33	1
183	263	33	2
189	263	33	1
200	263	33	1
212	263	33	1
213	263	33	1
214	263	33	1
219	263	33	1
222	263	33	2
233	263	33	1
236	263	33	1
237	263	33	1
239	263	33	1
243	263	33	1
194	264	33	1
210	264	33	1
218	264	33	1
223	264	33	1
224	264	33	1
229	264	33	1
245	264	33	1
246	264	33	1
189	265	33	1
212	265	33	2
220	265	33	1
221	265	33	1
244	265	33	1
190	266	33	1
204	266	33	1
220	266	33	2
240	266	33	1
250	266	33	1
194	267	33	1
197	267	33	1
214	267	33	1
235	267	33	1
241	267	33	1
244	267	33	1
252	267	33	1
189	268	33	1
196	268	33	2
210	268	33	1
214	268	33	2
215	268	33	1
252	268	33	2
184	269	33	1
191	269	33	1
194	269	33	1
201	269	33	1
215	269	33	1
243	269	33	1
251	269	33	1
184	270	33	1
205	270	33	1
241	270	33	2
245	270	33	1
247	270	33	1
192	271	33	1
215	271	33	2
216	271	33	1
233	271	33	1
240	271	33	1
248	271	33	1
244	272	33	1
245	272	33	1
246	272	33	1
174	273	33	1
176	273	33	1
181	273	33	1
186	273	33	1
215	273	33	1
227	273	33	1
253	273	33	1
174	274	33	2
205	274	33	2
209	274	33	1
210	274	33	1
211	274	33	1
212	274	33	1
245	274	33	1
176	275	33	2
200	275	33	1
206	275	33	1
243	275	33	1
244	275	33	1
205	276	33	1
241	276	33	1
242	276	33	1
244	276	33	1
183	277	33	1
202	277	33	1
206	277	33	2
208	277	33	1
210	277	33	1
224	277	33	1
232	277	33	1
236	277	33	1
245	277	33	2
176	278	33	1
177	278	33	1
205	278	33	1
207	278	33	1
211	278	33	1
234	278	33	2
235	278	33	1
237	278	33	1
201	279	33	1
207	279	33	1
234	279	33	1
248	279	33	1
176	280	33	1
206	280	33	1
214	280	33	1
217	280	33	1
229	280	33	1
232	280	33	1
239	280	33	1
247	280	33	1
249	280	33	1
250	280	33	1
173	281	33	1
180	281	33	1
204	281	33	1
223	281	33	1
224	281	33	1
230	281	33	1
239	281	33	1
248	281	33	1
212	282	33	1
214	282	33	1
233	282	33	1
237	282	33	1
245	282	33	1
248	282	33	1
252	282	33	1
253	282	33	1
174	283	33	1
176	283	33	1
179	283	33	1
212	283	33	1
229	283	33	1
233	283	33	3
238	283	33	1
249	283	33	1
250	283	33	1
206	284	33	1
219	284	33	2
222	284	33	1
226	284	33	1
244	284	33	1
204	285	33	1
208	285	33	1
220	285	33	1
234	285	33	1
242	285	33	2
246	285	33	1
253	285	33	1
254	285	33	1
178	286	33	1
201	286	33	1
225	286	33	1
237	286	33	1
238	286	33	1
241.5	286.5	33.5	1
246	286	33	1
227	287	33	1
233	287	33	2
235	287	33	1
184	288	33	1
187	288	33	1
219	288	33	1
236	288	33	1
245	288	33	1
249	288	33	1
222	289	33	1
223	289	33	1
224	289	33	1
234	289	33	1
245	289	33	2
185	290	33	1
197	290	33	1
200	290	33	2
207	290	33	1
233	290	33	1
235	290	33	1
186	291	33	1
198	291	33	1
201	291	33	1
223	291	33	1
232	291	33	1
242	291	33	1
233	292	33	3
239	292	33	1
246	292	33	1
249	292	33	1
253	292	33	1
197	293	33	1
220	293	33	1
223	293	33	1
235	293	33	2
240	293	33	1
247	293	33	1
223	294	33	1
229	294	33	1
235	294	33	1
238	294	33	1
220	295	33	1
225	295	33	1
246	295	33	1
247	295	33	1
180	296	33	1
194	296	33	1
195	296	33	1
220	296	33	1
223	296	33	2
230	296	33	2
241	296	33	1
195	297	33	1
196	297	33	1
202	297	33	1
224	297	33	2
226	297	33	1
234	297	33	1
240	297	33	1
233	298	33	1
244	298	33	1
245	298	33	1
195	299	33	1
236	299	33	1
196	300	33	1
227	300	33	1
223	301	33	1
245	301	33	1
246	301	33	1
211	302	33	1
225	302	33	1
231	302	33	1
232	302	33	1
234	302	33	1
246	302	33	1
225	303	33	1
232	303	33	1
236	303	33	2
240	303	33	1
230	304	33	1
231	304	33	2
236	304	33	1
239	304	33	2
243	304	33	1
225	305	33	1
233	305	33	1
238	305	33	1
240	305	33	2
223	306	33	1
232	306	33	1
237	306	33	1
226	307	33	1
234	307	33	1
222	308	33	2
229	308	33	1
233	308	33	1
237	308	33	2
242	308	33	1
232	309	33	1
234	309	33	1
235	309	33	1
224	310	33	1
231	310	33	2
233	310	33	2
218	311	33	1
232	311	33	1
234	311	33	1
229	313	33	1
228	314	33	1
232	314	33	1
234	314	33	2
228	251	34	1
229	251	34	1
229	252	34	1
