x	y	z	Mitochondrial protein import
151	295	20	2
196	295	20	1
198	295	20	1
218	295	20	2
220	295	20	1
266	295	20	4
271	295	20	1
116	296	20	1
131	296	20	1
143	296	20	2
145	296	20	1
162	296	20	1
170	296	20	2
193	296	20	1
194	296	20	3
196	296	20	1
202	296	20	1
216	296	20	2
270	296	20	2
133	297	20	1
137	297	20	3
151	297	20	1
201	297	20	3
249	297	20	1
256	297	20	1
268	297	20	4
270	297	20	1
110	298	20	1
123	298	20	2
153	298	20	2
159	298	20	1
165	298	20	1
189	298	20	1
192	298	20	1
237	298	20	1
246	298	20	3
265	298	20	1
269	298	20	1
129	299	20	1
134	299	20	2
156	299	20	2
161	299	20	2
194	299	20	2
219	299	20	3
257	299	20	2
270	299	20	2
174	300	20	1
191	300	20	1
266	300	20	3
118	301	20	2
155	301	20	2
159	301	20	1
161	301	20	1
186	301	20	2
216	301	20	2
233	301	20	1
240	301	20	2
268	301	20	1
114	302	20	1
116	302	20	1
187	302	20	1
213	302	20	1
223	302	20	1
252	302	20	1
261	302	20	2
127	303	20	1
141	303	20	1
150	303	20	3
156	303	20	2
187	303	20	1
194	303	20	2
222	303	20	1
234	303	20	1
266	303	20	1
96	304	20	1
157	304	20	2
158	304	20	2
174	304	20	2
193	304	20	1
203	304	20	1
234	304	20	1
237	304	20	2
238	304	20	2
239	304	20	3
243	304	20	1
256	304	20	1
262	304	20	1
124	305	20	1
130	305	20	3
206	305	20	2
234	305	20	2
237	305	20	1
249	305	20	1
252	305	20	4
258	305	20	3
127	306	20	3
136	306	20	3
146	306	20	3
177	306	20	3
182	306	20	2
191	306	20	1
209	306	20	1
236	306	20	1
240	306	20	1
246	306	20	3
249	306	20	1
258	306	20	1
259	306	20	1
261	306	20	1
100	307	20	1
118	307	20	3
128	307	20	2
142	307	20	2
158	307	20	1
166	307	20	1
177	307	20	3
182	307	20	1
213	307	20	1
227	307	20	2
229	307	20	1
234	307	20	3
239	307	20	2
171	308	20	1
184	308	20	1
186	308	20	1
197	308	20	1
200	308	20	2
201	308	20	2
208	308	20	1
220	308	20	1
227	308	20	1
229	308	20	1
232	308	20	1
235	308	20	2
257	308	20	1
130	309	20	1
134	309	20	2
202	309	20	1
203	309	20	1
205	309	20	1
263	309	20	1
267	309	20	1
268	309	20	1
118	310	20	2
182	310	20	2
198	310	20	1
241	310	20	1
245	310	20	2
255	310	20	1
143	311	20	3
152	311	20	2
201	311	20	1
210	311	20	2
230	311	20	1
238	311	20	2
246	311	20	2
264	311	20	3
93	312	20	2
100	312	20	1
173	312	20	2
202	312	20	2
205	312	20	1
233	312	20	1
247	312	20	1
256	312	20	1
260	312	20	1
94	313	20	1
115	313	20	1
139	313	20	1
158	313	20	1
181	313	20	2
182	313	20	1
197	313	20	2
201	313	20	2
212	313	20	1
217	313	20	3
229	313	20	1
241	313	20	2
250	313	20	1
262	313	20	1
142	314	20	5
201	314	20	1
207	314	20	2
210	314	20	1
259	314	20	2
124	315	20	2
133	315	20	2
148	315	20	5
156	315	20	1
159	315	20	2
169	315	20	2
175	315	20	1
180	315	20	1
215	315	20	1
240	315	20	1
250	315	20	1
260	315	20	2
262	315	20	1
263	315	20	4
265	315	20	1
119	316	20	1
126	316	20	1
146	316	20	1
177	316	20	1
178	316	20	1
202	316	20	1
203	316	20	1
204	316	20	1
232	316	20	2
234	316	20	1
235	316	20	1
244	316	20	2
256	316	20	1
257	316	20	1
113	317	20	3
115	317	20	2
129	317	20	1
145	317	20	2
152	317	20	4
177	317	20	4
212	317	20	1
232	317	20	2
267	317	20	1
98	318	20	2
113	318	20	1
121	318	20	1
129	318	20	1
133	318	20	1
172	318	20	2
185	318	20	2
187	318	20	1
198	318	20	1
237	318	20	2
247	318	20	1
256	318	20	1
261	318	20	1
100	319	20	1
140	319	20	2
153	319	20	2
168	319	20	1
193	319	20	1
237	319	20	1
242	319	20	1
258	319	20	1
120	320	20	1
141	320	20	3
168	320	20	1
179	320	20	2
180	320	20	2
182	320	20	2
187	320	20	2
195	320	20	1
200	320	20	2
204	320	20	2
234	320	20	1
243	320	20	1
250	320	20	1
259	320	20	1
183	321	20	1
195	321	20	1
196	321	20	1
213	321	20	3
237	321	20	1
254	321	20	1
264	321	20	1
97	322	20	1
157	322	20	3
185	322	20	3
187	322	20	1
190	322	20	1
193	322	20	2
198	322	20	1
226	322	20	1
99	323	20	1
106	323	20	1
108	323	20	1
111	323	20	3
118	323	20	1
153	323	20	1
164	323	20	1
180	323	20	2
186	323	20	2
193	323	20	2
194	323	20	2
198	323	20	1
214	323	20	1
222	323	20	2
233	323	20	1
234	323	20	2
236	323	20	2
237	323	20	1
264	323	20	1
165	324	20	1
173	324	20	1
177	324	20	3
185	324	20	2
193	324	20	2
196	324	20	1
198	324	20	1
200	324	20	1
203	324	20	1
224	324	20	1
101	325	20	2
111	325	20	1
126	325	20	1
179	325	20	1
181	325	20	3
185	325	20	1
187	325	20	1
190	325	20	1
195	325	20	1
196	325	20	2
207	325	20	2
216	325	20	3
228	325	20	3
258	325	20	2
130	326	20	1
188	326	20	2
191	326	20	1
199	326	20	1
201	326	20	1
212	326	20	1
214	326	20	1
217	326	20	1
219	326	20	1
240	326	20	3
261	326	20	4
106	327	20	1
139	327	20	3
145	327	20	2
179	327	20	1
244	327	20	1
256	327	20	1
258	327	20	1
120	328	20	1
135	328	20	1
144	328	20	1
167	328	20	2
173	328	20	1
179	328	20	1
181	328	20	4
198	328	20	1
200	328	20	1
221	328	20	2
257	328	20	1
261	328	20	3
98	329	20	1
106	329	20	4
158	329	20	2
169	329	20	1
179	329	20	1
180	329	20	1
199	329	20	1
221	329	20	1
97	330	20	2
124	330	20	1
129	330	20	1
150	330	20	3
157	330	20	2
181	330	20	1
195	330	20	1
213	330	20	1
258	330	20	1
259	330	20	1
262	330	20	2
100	331	20	2
118	331	20	2
145	331	20	1
177	331	20	1
179	331	20	2
180	331	20	4
240	331	20	2
249	331	20	1
255	331	20	2
104	332	20	1
113	332	20	1
114	332	20	1
172	332	20	1
176	332	20	1
179	332	20	2
180	332	20	4
191	332	20	1
192	332	20	2
198	332	20	1
216	332	20	1
218	332	20	2
226	332	20	1
232	332	20	2
260	332	20	4
96	333	20	1
117	333	20	2
132	333	20	1
137	333	20	2
157	333	20	2
161	333	20	2
175	333	20	1
176	333	20	1
179	333	20	1
210	333	20	1
227	333	20	1
235	333	20	1
261	333	20	2
143	334	20	1
153	334	20	1
160	334	20	1
177	334	20	1
183	334	20	1
186	334	20	2
205	334	20	1
244	334	20	1
253	334	20	3
256	334	20	3
179	335	20	4
182	335	20	1
210	335	20	1
239	335	20	1
246	335	20	1
134	336	20	1
137	336	20	2
163	336	20	1
169	336	20	2
175	336	20	2
188	336	20	1
194	336	20	1
199	336	20	2
207	336	20	1
222	336	20	2
224	336	20	1
260	336	20	1
220	337	20	1
236	337	20	4
246	337	20	1
169	338	20	2
183	338	20	4
190	338	20	1
198	338	20	2
173	339	20	1
186	339	20	1
242	339	20	1
249	339	20	1
201	340	20	3
233	340	20	2
248	340	20	2
157	341	20	2
167	341	20	1
213	341	20	2
230	341	20	1
237	341	20	1
238	341	20	1
242	341	20	1
246	341	20	3
173	342	20	1
185	342	20	1
217	342	20	1
227	342	20	1
210	343	20	2
243	343	20	2
245	343	20	2
178	344	20	2
181	344	20	1
244	344	20	2
183	345	20	1
209	345	20	2
223	345	20	1
240	345	20	2
243	345	20	2
187	346	20	1
213	346	20	3
217	346	20	3
190	347	20	1
198	347	20	2
201	347	20	1
202	347	20	1
161	348	20	1
173	348	20	1
192	348	20	2
232	348	20	3
186	349	20	1
190	349	20	1
192	349	20	1
195	349	20	1
229	349	20	2
169	350	20	1
184	350	20	3
221	350	20	3
237	350	20	2
206	351	20	2
178	352	20	1
183	352	20	2
186	352	20	1
216	352	20	2
231	352	20	2
173	353	20	3
184	353	20	1
212	353	20	1
224	353	20	1
231	353	20	1
170	354	20	3
178	354	20	4
208	354	20	2
230	354	20	1
200	355	20	2
218	355	20	2
180	357	20	1
198	357	20	2
199	357	20	1
220	357	20	1
169	358	20	1
211	358	20	2
171	359	20	1
175	359	20	1
176	359	20	2
191	359	20	1
218	359	20	1
176	360	20	1
180	360	20	2
219	360	20	1
176	361	20	2
199	361	20	1
182	362	20	2
193	364	20	3
159	225	21	1
175	225	21	2
183	226	21	3
146	228	21	1
161	228	21	1
182	228	21	1
154	229	21	2
154	230	21	1
110	231	21	1
129	231	21	1
137	231	21	2
134	235	21	1
140	235	21	2
217	235	21	3
131	236	21	1
133	236	21	1
140	236	21	1
141	236	21	1
146	236	21	4
131	237	21	1
132	237	21	1
136	237	21	1
137	237	21	1
146	237	21	1
154	237	21	1
191	237	21	1
131	238	21	1
148	238	21	2
151	238	21	1
200	238	21	1
131	239	21	1
136	239	21	1
178	239	21	1
126	240	21	1
127	240	21	2
128	240	21	1
146	240	21	1
151	240	21	1
214	240	21	1
126	241	21	1
129	241	21	2
132	241	21	2
133	241	21	1
134	241	21	4
137	241	21	2
174	241	21	1
214	241	21	2
215	241	21	1
126	242	21	1
128	242	21	1
137	242	21	1
143	242	21	2
215	242	21	4
109	243	21	2
116	243	21	2
129	243	21	2
138	243	21	1
143	243	21	1
213	243	21	1
132	244	21	3
102	245	21	1
116	245	21	1
139	245	21	1
194	245	21	3
217	245	21	1
135	246	21	1
137	246	21	1
132	247	21	1
197	247	21	1
201	247	21	1
232	247	21	1
134	249	21	1
216	249	21	2
218	249	21	2
126	250	21	2
217	250	21	1
217	251	21	1
232	251	21	1
158	252	21	2
201	252	21	1
219	252	21	1
220	252	21	1
154	253	21	2
197	253	21	3
225	253	21	1
199	254	21	1
225	254	21	3
228	254	21	2
161	255	21	1
169	255	21	1
223	255	21	2
226	255	21	4
230	255	21	2
122	256	21	1
227	256	21	1
231	256	21	1
107	257	21	1
197	257	21	2
200	257	21	2
232	257	21	1
124	258	21	1
252	258	21	1
160	259	21	1
163	259	21	2
160	260	21	1
181	260	21	1
196	260	21	1
231	260	21	2
130	261	21	2
201	261	21	1
163	262	21	1
189	262	21	1
133	263	21	1
219	263	21	2
161	264	21	2
163	264	21	1
175	264	21	3
181	264	21	2
135	265	21	1
158	265	21	1
222	265	21	1
161	266	21	1
221	266	21	1
162	267	21	1
164	267	21	1
124	269	21	2
154	269	21	1
177	269	21	1
178	269	21	1
208	269	21	2
115	270	21	1
120	270	21	3
126	270	21	1
164	270	21	2
115	271	21	1
159	271	21	1
124	272	21	1
125	272	21	1
129	272	21	1
149	272	21	1
158	272	21	1
166	272	21	2
167	272	21	1
173	272	21	1
182	272	21	1
120	273	21	1
133	273	21	2
151	273	21	1
177	273	21	1
178	273	21	2
225	273	21	1
149	274	21	1
176	274	21	1
227	274	21	1
236	274	21	1
265	274	21	1
114	275	21	2
165	275	21	1
175	275	21	1
177	275	21	1
179	275	21	1
219	275	21	1
136	276	21	3
165	276	21	4
175	276	21	1
219	276	21	2
221	276	21	1
223	276	21	1
267	276	21	1
119	277	21	1
169	277	21	1
172	277	21	1
218	277	21	1
219	277	21	2
124	278	21	1
157	278	21	1
171	278	21	2
169	279	21	1
170	279	21	1
177	279	21	2
186	279	21	1
216	279	21	1
218	279	21	2
220	279	21	1
225	279	21	2
266	279	21	2
125	280	21	2
167	280	21	1
168	280	21	2
172	280	21	2
174	280	21	1
177	280	21	1
204	280	21	2
219	280	21	1
227	280	21	1
175	281	21	1
219	281	21	1
225	281	21	3
226	281	21	1
140	282	21	2
170	282	21	1
215	282	21	2
217	282	21	1
220	282	21	2
271	282	21	1
150	283	21	2
173	283	21	1
206	284	21	2
215	284	21	1
224	284	21	2
125	285	21	1
180	285	21	1
101	286	21	2
217	286	21	1
220	286	21	3
223	286	21	1
152	287	21	1
219	287	21	1
223	287	21	2
134	288	21	3
205	288	21	2
224	288	21	2
271	288	21	1
217	289	21	1
220	290	21	2
221	290	21	2
222	290	21	2
178	291	21	1
218	291	21	2
219	291	21	1
244	292	21	2
271	292	21	2
196	293	21	1
187	294	21	1
193	294	21	1
235	294	21	1
269	294	21	1
140	295	21	3
215	295	21	1
217	295	21	4
218	295	21	2
245	295	21	1
193	296	21	1
150	297	21	1
154	297	21	1
194	297	21	2
214	297	21	1
217	297	21	1
250	297	21	3
262	297	21	3
162	298	21	2
177	298	21	1
230	298	21	1
131	300	21	1
153	300	21	1
211	300	21	2
214	300	21	1
239	300	21	1
267	300	21	2
230	301	21	1
252	301	21	1
269	301	21	1
270	301	21	1
189	302	21	2
236	302	21	1
264	302	21	1
105	303	21	3
146	303	21	1
186	303	21	2
207	303	21	2
186	304	21	1
187	304	21	1
190	304	21	2
240	304	21	1
266	304	21	2
204	305	21	2
209	305	21	2
210	305	21	1
241	305	21	1
203	306	21	1
209	306	21	1
203	307	21	2
207	307	21	1
236	307	21	1
238	307	21	1
180	308	21	1
201	308	21	2
205	308	21	3
231	308	21	1
232	308	21	2
240	308	21	1
259	308	21	1
261	308	21	1
170	309	21	5
239	309	21	1
264	309	21	1
166	310	21	1
230	310	21	1
231	310	21	4
252	310	21	1
257	310	21	1
93	311	21	1
212	311	21	1
260	311	21	1
148	312	21	4
167	312	21	1
179	312	21	1
199	312	21	2
201	312	21	1
230	312	21	3
256	312	21	1
258	312	21	1
200	313	21	1
238	313	21	1
241	313	21	2
261	313	21	2
172	314	21	1
182	314	21	2
203	314	21	1
205	314	21	1
230	314	21	1
256	314	21	1
260	314	21	1
115	315	21	1
163	315	21	1
179	315	21	2
211	315	21	1
214	315	21	2
256	315	21	2
257	315	21	1
258	315	21	1
265	315	21	1
203	316	21	1
208	316	21	1
254	316	21	1
256	316	21	2
260	316	21	1
166	317	21	1
178	317	21	1
180	317	21	1
232	317	21	1
257	317	21	2
264	317	21	2
146	318	21	1
177	318	21	1
182	318	21	1
240	318	21	1
260	318	21	1
264	318	21	1
266	318	21	1
166	319	21	2
184	319	21	2
92	320	21	1
258	320	21	1
132	321	21	1
167	321	21	3
183	321	21	1
185	321	21	1
256	321	21	2
258	321	21	1
260	321	21	1
182	322	21	2
187	322	21	2
199	322	21	1
258	322	21	2
259	322	21	2
98	323	21	1
126	323	21	1
181	323	21	4
185	323	21	2
200	323	21	1
243	323	21	1
261	323	21	3
149	324	21	1
178	324	21	1
180	324	21	1
187	324	21	2
195	324	21	2
196	324	21	1
181	325	21	2
186	325	21	1
187	325	21	1
202	325	21	1
96	326	21	2
181	326	21	1
189	326	21	2
94	327	21	2
180	327	21	2
188	327	21	3
202	328	21	1
260	328	21	1
99	329	21	2
100	329	21	2
98	330	21	2
131	330	21	2
228	330	21	1
153	331	21	1
260	331	21	1
138	332	21	1
181	332	21	1
220	333	21	2
223	334	21	3
255	334	21	2
259	334	21	3
237	335	21	2
259	335	21	1
142	336	21	1
173	336	21	1
177	336	21	2
178	336	21	1
211	336	21	3
259	336	21	2
260	336	21	4
175	337	21	1
177	337	21	1
163	340	21	2
231	340	21	1
237	340	21	1
225	341	21	1
239	342	21	1
240	344	21	1
244	344	21	3
241	345	21	1
173	349	21	1
221	354	21	1
168	359	21	1
179	360	21	2
181	362	21	1
197	363	21	1
191	364	21	1
154	229	22	2
154	230	22	1
162	230	22	1
131	234	22	1
140	234	22	1
147	234	22	1
136	235	22	1
145	235	22	1
148	235	22	2
133	236	22	1
136	236	22	1
140	236	22	2
133	237	22	3
135	237	22	3
143	237	22	1
134	238	22	1
141	238	22	2
146	238	22	1
144	239	22	1
149	239	22	2
125	240	22	1
129	240	22	2
139	240	22	2
141	240	22	1
216	240	22	2
132	241	22	1
136	241	22	2
137	241	22	1
139	241	22	1
146	241	22	2
150	241	22	1
117	242	22	1
129	242	22	1
131	242	22	1
132	242	22	1
215	242	22	2
136	243	22	1
136	244	22	1
133	245	22	2
135	247	22	4
216	249	22	1
217	250	22	1
216	251	22	1
223	252	22	1
221	254	22	1
161	255	22	1
150	256	22	1
163	256	22	1
196	256	22	1
161	257	22	3
163	257	22	2
160	258	22	2
197	258	22	1
162	259	22	1
162	260	22	1
163	261	22	1
160	264	22	2
163	264	22	1
119	267	22	1
120	267	22	2
121	267	22	1
122	267	22	1
132	267	22	1
160	267	22	1
157	268	22	1
162	268	22	3
122	269	22	2
155	269	22	1
121	270	22	2
122	270	22	1
125	270	22	1
158	270	22	1
165	270	22	1
179	270	22	1
119	271	22	1
156	271	22	1
164	271	22	3
165	271	22	1
176	271	22	2
116	272	22	2
120	272	22	1
155	272	22	1
168	272	22	3
177	272	22	1
165	273	22	2
170	273	22	2
177	273	22	2
179	273	22	2
154	274	22	1
156	274	22	1
165	274	22	1
168	274	22	2
169	274	22	3
177	274	22	1
165	275	22	1
177	275	22	1
178	275	22	2
227	275	22	4
177	276	22	2
170	277	22	1
169	278	22	5
170	278	22	2
176	278	22	4
190	278	22	1
171	279	22	2
178	279	22	3
226	279	22	3
167	280	22	1
168	280	22	1
178	280	22	1
224	280	22	1
227	280	22	1
172	281	22	2
167	282	22	1
170	282	22	1
172	282	22	2
175	282	22	1
226	282	22	2
271	284	22	4
224	285	22	1
271	287	22	2
271	289	22	1
198	290	22	1
222	292	22	1
241	293	22	3
217	295	22	1
215	296	22	1
269	296	22	1
217	297	22	2
219	297	22	1
220	297	22	2
268	297	22	1
216	299	22	2
214	300	22	1
189	301	22	3
211	301	22	4
212	303	22	1
238	303	22	1
266	303	22	1
268	303	22	3
210	304	22	4
263	304	22	2
185	305	22	1
236	305	22	1
240	305	22	4
232	306	22	1
238	306	22	2
264	306	22	1
205	307	22	2
207	307	22	1
234	307	22	1
238	307	22	1
207	308	22	1
238	308	22	1
206	309	22	2
208	309	22	1
207	310	22	1
209	310	22	2
259	310	22	4
260	310	22	2
264	311	22	1
176	312	22	2
258	312	22	1
260	312	22	2
175	313	22	1
261	313	22	1
200	314	22	1
