x	y	z	G alpha (i) signalling events
246	261	32	2
186	262	32	1
189	262	32	1
196	262	32	2
198	262	32	1
203	262	32	1
209	262	32	1
210	262	32	3
215.5	262.5	32.5	2
221	262.666666666667	33	1
224	262	32	1
225	262	32	1
227	262	32	1
228	262	32	1
230	262	32	2
231	262	32	2
235	262	32	2
236	262	32	1
243	262	32	1
244	262	32	1
246	262	32	1
248	262	32	2
250	262	32	1
184	263	32	1
194	263	32	3
200	263	32	1
208	263	32	4
211	263	32	1
213	263	32	1
215	263	32	2
216	263	32	1
218	263	32	2
220	263	32	1
221	263	32	3
227	263	32	3
228	263	32	1
231	263	32	1
232	263	32	2
233	263	32	1
237	263	32	2
241	263	32	3
242	263	32	3
247	263	32	3
249	263	32	1
250	263	32	1
251	263	32	2
186	264	32	2
188	264	32	4
190	264	32	1
192	264	32	1
194	264	32	1
199	264	32	1
202	264	32	2
204	264	32	2
214	264	32	3
215	264	32	3
216	264	32	1
217	264	32	3
222	264	32	2
224	264	32	4
227	264	32	1
230	264	32	2
231	264	32	1
233	264	32	3
238	264	32	2
239	264	32	1
240	264	32	1
244	264	32	5
246	264	32	2
247	264	32	2
248	264	32	1
176	265	32	3
184	265	32	3
185	265	32	5
187	265	32	1
192	265	32	2
193	265	32	2
195	265	32	2
198	265	32	2
203	265	32	2
213	265	32	1
215	265	32	1
216	265	32	2
217	265	32	1
218	265	32	1
220	265	32	1
221	265	32	2
224	265	32	1
226	265	32	1
231	265	32	3
234	265	32	3
235	265	32	2
239	265	32	1
243	265	32	2
244	265	32	1
248	265	32	1
249	265	32	1
184	266	32	3
186	266	32	1
188	266	32	1
194	266	32	2
196	266	32	2
197	266	32	1
203	266	32	1
212	266	32	2
216	266	32	1
218	266	32	2
221	266	32	1
222	266	32	2
229	266	32	2
237	266	32	1
238	266	32	3
239	266	32	2
240	266	32	1
245	266	32	1
247	266	32	2
252	266	32	1
182	267	32	4
183	267	32	1
184	267	32	2
186	267	32	1
188	267	32	1
191	267	32	2
194	267	32	1
196	267	32	1
197	267	32	1
209	267	32	1
211	267	32	1
215	267	32	2
216	267	32	2
219	267	32	1
221	267	32	2
225	267	32	2
228	267	32	1
229	267	32	1
231	267	32	1
233	267	32	1
240	267	32	3
242	267	32	2
245.5	267.5	32.5	1
246	267	32	2
247	267	32	2
248	267	32	2
249	267	32	3
183	268	32	3
186	268	32	2
189	268	32	1
194	268	32	2
195	268	32	1
198	268	32	2
206	268	32	1
207	268	32	2
211	268	32	3
213	268	32	2
214	268	32	3
215	268	32	1
216	268	32	2
224	268	32	1
225	268	32	1
238	268	32	2
239	268	32	2
241	268	32	2
245	268	32	1
246	268	32	1
175	269	32	2
176	269	32	1
177	269	32	1
180	269	32	1
181	269	32	2
182	269	32	2
184	269	32	2
186	269	32	1
187	269	32	1
193	269	32	1
194	269	32	2
209	269	32	2
210	269	32	1
211	269	32	2
213	269	32	3
214	269	32	2
218	269	32	1
222	269	32	3
223	269	32	4
228	269	32	1
233	269	32	1
239	269	32	3
240	269	32	4
241	269	32	4
242	269	32	1
243	269	32	1
244	269	32	1
246	269	32	1
250	269	32	1
251	269	32	2
252	269	32	1
172	270	32	1
174	270	32	2
180	270	32	1
181	270	32	3
184	270	32	1
196	270	32	1
200	270	32	1
201	270	32	4
203	270	32	1
206	270	32	1
210	270	32	1
211	270	32	1
212	270	32	1
216	270	32	1
222	270	32	1
224	270	32	2
227	270	32	2
231	270	32	1
232	270	32	1
234	270	32	2
241	270	32	1
244	270	32	1
245	270	32	1
248	270	32	1
173	271	32	2
174	271	32	2
175	271	32	4
176	271	32	2
182	271	32	1
183	271	32	1
196	271	32	1
202	271	32	2
208	271	32	1
209	271	32	1
211	271	32	1
212	271	32	1
214	271	32	1
215	271	32	1
216	271	32	1
227	271	32	2
228	271	32	1
231	271	32	2
234	271	32	1
238	271	32	1
239	271	32	2
240	271	32	1
249	271	32	1
251	271	32	2
173	272	32	1
175	272	32	1
177	272	32	1
181	272	32	1
183	272	32	1
185	272	32	1
186	272	32	1
198	272	32	2
201	272	32	2
203	272	32	1
206	272	32	2
208	272	32	3
209	272	32	1
212	272	32	3
213	272	32	3
214	272	32	3
225	272	32	3
227	272	32	2
228	272	32	1
230	272	32	1
234	272	32	2
239	272	32	2
240	272	32	1
241	272	32	2
243	272	32	1
246	272	32	3
248	272	32	1
252	272	32	2
255	272	32	1
174	273	32	2
183	273	32	3
185	273	32	2
201	273	32	2
204	273	32	1
207	273	32	1
209	273	32	1
210	273	32	1
211	273	32	3
212	273	32	2
213	273	32	1
215	273	32	2
225	273	32	2
228	273	32	2
229	273	32	1
235	273	32	3
236	273	32	1
238	273	32	2
239	273	32	1
241	273	32	3
243	273	32	4
245	273	32	2
250	273	32	1
172	274	32	1
173	274	32	2
174	274	32	1
181	274	32	1
182	274	32	1
184	274	32	1
202	274	32	1
204	274	32	3
205	274	32	1
206	274	32	1
209	274	32	1
215	274	32	1
233	274	32	1
234	274	32	1
235	274	32	1
236	274	32	1
238	274	32	1
240	274	32	1
241	274	32	1
244	274	32	2
246	274	32	2
250	274	32	1
252	274	32	3
181	275	32	1
183	275	32	1
208	275	32	2
212	275	32	1
213	275	32	1
215	275	32	2
216	275	32	1
226	275	32	1
235	275	32	1
237	275	32	1
238	275	32	2
249	275	32	1
252	275	32	2
174	276	32	2
184	276	32	3
204	276	32	1
210	276	32	1
215	276	32	2
228	276	32	1
233	276	32	5
234	276	32	1
235	276	32	1
236	276	32	1
238	276	32	4
239	276	32	1
241	276	32	1
174	277	32	1
176	277	32	1
204	277	32	1
216	277	32	1
224	277	32	1
236	277	32	2
239	277	32	1
240	277	32	2
243	277	32	1
244	277	32	2
245	277	32	2
249	277	32	1
250	277	32	3
254	277	32	1
175	278	32	1
176	278	32	1
177	278	32	1
184	278	32	4
203	278	32	1
204	278	32	1
206	278	32	1
220	278	32	1
225	278	32	1
235	278	32	1
236	278	32	2
238	278	32	1
239	278	32	1
241	278	32	2
244	278	32	3
246	278	32	3
249	278	32	2
250	278	32	1
255	278	32	2
178	279	32	3
179	279	32	3
214	279	32	3
219	279	32	1
220	279	32	2
223	279	32	1
234	279	32	1
236	279	32	3
239	279	32	1
240	279	32	3
241	279	32	2
242	279	32	1
243	279	32	1
244	279	32	3
245	279	32	1
246	279	32	2
247	279	32	3
250	279	32	3
173	280	32	1
175	280	32	1
177	280	32	1
178	280	32	3
180	280	32	1
205	280	32	1
208	280	32	1
217	280	32	2
219	280	32	2
221	280	32	2
222	280	32	2
223	280	32	1
229	280	32	3
238	280	32	2
240	280	32	2
242	280	32	1
245	280	32	2
246	280	32	1
249	280	32	2
251	280	32	2
175	281	32	2
176	281	32	1
181	281	32	1
186	281	32	4
210	281	32	1
219	281	32	3
221	281	32	1
223	281	32	2
226	281	32	2
231	281	32	3
233	281	32	1
236	281	32	2
237	281	32	1
239	281	32	1
241	281	32	1
242	281	32	1
243	281	32	2
244	281	32	3
248	281	32	1
251	281	32	2
252	281	32	1
254	281	32	5
173	282	32	1
174	282	32	1
187	282	32	1
188	282	32	2
204	282	32	1
218	282	32	3
221	282	32	3
223	282	32	1
224	282	32	1
226	282	32	2
240	282	32	1
241	282	32	1
245	282	32	1
246	282	32	1
247	282	32	3
249	282	32	1
250	282	32	1
251	282	32	2
253	282	32	1
254	282	32	1
173	283	32	3
175	283	32	1
178	283	32	1
179	283	32	1
181	283	32	1
208	283	32	1
221	283	32	2
223	283	32	1
236	283	32	1
237	283	32	3
244	283	32	1
245	283	32	3
249	283	32	1
254	283	32	4
176	284	32	1
177	284	32	1
178	284	32	2
181	284	32	1
186	284	32	1
205	284	32	2
206	284	32	4
208	284	32	1
209	284	32	2
210	284	32	2
219	284	32	1
227	284	32	1
237	284	32	3
240	284	32	1
242	284	32	1
245	284	32	2
248	284	32	1
249	284	32	1
251	284	32	1
252	284	32	1
254	284	32	3
257	284	32	2
177	285	32	1
178	285	32	2
179	285	32	1
180	285	32	2
185	285	32	2
205	285	32	2
206	285	32	1
208	285	32	1
215	285	32	1
218	285	32	2
220	285	32	2
221	285	32	3
222	285	32	1
225	285	32	2
229	285	32	3
230	285	32	2
233	285	32	1
234	285	32	1
235	285	32	2
236	285	32	1
237	285	32	1
238	285	32	2
240	285	32	2
241	285	32	1
245	285	32	2
246	285	32	1
250	285	32	1
253	285	32	1
254	285	32	2
175	286	32	1
180	286	32	2
183	286	32	3
204	286	32	2
207	286	32	1
219	286	32	1
222	286	32	2
223	286	32	1
227	286	32	1
229	286	32	2
231	286	32	1
234	286	32	1
236	286	32	3
239	286	32	3
242	286	32	1
246	286	32	2
247	286	32	1
248	286	32	1
249	286	32	2
252	286	32	4
254	286	32	1
256	286	32	1
187	287	32	1
208	287	32	2
220	287	32	2
221	287	32	1
224	287	32	1
226	287	32	2
227	287	32	2
228	287	32	1
231	287	32	3
233	287	32	1
237	287	32	1
238	287	32	1
240	287	32	2
241	287	32	3
242	287	32	1
243	287	32	1
244	287	32	1
245	287	32	1
246	287	32	1
247	287	32	1
248	287	32	1
250	287	32	1
254	287	32	1
256	287	32	1
201	288	32	1
203	288	32	1
220	288	32	1
221	288	32	2
222	288	32	2
223	288	32	1
227	288	32	1
229	288	32	2
232	288	32	3
234	288	32	1
235	288	32	1
236	288	32	1
242	288	32	2
243	288	32	1
244	288	32	2
245	288	32	2
246	288	32	1
247	288	32	1
248	288	32	3
249	288	32	4
250	288	32	2
253	288	32	1
187	289	32	3
200	289	32	1
201	289	32	3
222	289	32	2
223	289	32	2
224	289	32	1
229	289	32	1
231	289	32	2
233	289	32	1
234	289	32	2
237	289	32	1
239	289	32	1
242	289	32	2
243	289	32	1
244	289	32	1
248	289	32	1
256	289	32	2
185	290	32	2
187	290	32	1
199	290	32	2
200	290	32	2
206	290	32	1
220	290	32	2
221	290	32	1
226	290	32	1
229	290	32	1
230	290	32	2
231	290	32	1
232	290	32	2
234	290	32	2
236	290	32	2
237	290	32	1
239	290	32	1
241	290	32	2
243	290	32	2
245	290	32	2
246	290	32	2
247	290	32	2
250	290	32	2
252	290	32	1
253	290	32	2
197	291	32	1
198	291	32	1
200	291	32	3
223	291	32	1
224	291	32	3
226	291	32	1
233.333333333333	291.333333333333	33	2
235	291	32	1
238	291	32	3
239	291	32	2
242	291	32	1
243	291	32	1
244	291	32	2
245	291	32	4
246	291	32	2
248	291	32	1
250	291	32	3
255	291	32	2
256	291	32	2
188	292	32	3
197	292	32	1
198	292	32	3
199	292	32	1
203	292	32	1
204	292	32	2
221	292	32	2
222	292	32	1
227	292	32	2
229	292	32	1
233	292	32	1
236.75	292.75	33	1
246	292	32	1
248	292	32	1
250	292	32	1
251	292	32	2
256	292	32	1
257	292	32	2
197	293	32	1
198	293	32	1
199	293	32	5
200	293	32	2
216	293	32	3
220	293	32	1
221	293	32	3
222	293	32	1
224	293	32	4
225	293	32	1
227	293	32	1
228	293	32	1
229	293	32	1
230	293	32	2
234	293	32	2
236	293	32	1
238	293	32	3
241	293	32	1
242	293	32	4
244	293	32	1
245	293	32	1
248	293	32	1
249	293	32	1
250	293	32	2
253	293	32	1
256	293	32	1
199	294	32	2
224	294	32	2
227	294	32	1
228	294	32	3
230	295	33	2
230	294	32	1
231	294	32	1
235	294	32	1
238	294	32	1
239	294	32	2
242	294	32	1
244	294	32	1
245	294	32	3
246	294	32	2
247	294	32	2
252	294	32	1
256	294	32	1
218	295	32	4
220	295	32	1
224	295	32	1
225	295	32	1
226	295	32	2
227	295	32	1
228	295	32	1
230	295	32	1
232	295	32	1
239	295	32	2
240	295	32	1
243	295	32	3
244	295	32	1
245	295	32	1
247	295	32	1
248	295	32	1
250	295	32	1
251	295	32	1
253	295	32	1
197	296	32	1
198	296	32	1
220	296	32	1
223	296	32	2
228	296	32	1
231	296	32	1
233	296	32	1
234	296	32	2
235	296	32	2
241	296	32	2
242	296	32	1
244	296	32	1
245	296	32	2
249	296	32	2
250	296	32	1
252	296	32	1
198	297	32	1
199	297	32	1
219	297	32	1
226	297	32	1
227	297	32	3
229	297	32	2
233	297	32	2
234	297	32	3
236	297	32	1
241	297	32	2
242	297	32	2
246	297	32	1
247	297	32	2
248	297	32	1
249	297	32	1
251	297	32	2
254	297	32	1
255	297	32	1
197	298	32	1
198	298	32	1
219	298	32	1
221	298	32	2
223	298	32	1
227	298	32	1
228	298	32	1
230	298	32	2
234	298	32	1
236	298	32	1
238	298	32	1
239	298	32	1
240	298	32	1
244	298	32	3
246	298	32	1
247	298	32	2
248	298	32	2
250	298	32	2
251	298	32	1
253	298	32	3
196	299	32	1
226	299	32	5
228	299	32	1
235	299	32	1
236	299	32	2
237	299	32	3
240	299	32	1
241	299	32	2
242	299	32	1
244	299	32	1
245	299	32	1
247	299	32	1
248	299	32	2
249	299	32	1
185	300	32	1
196	300	32	1
197	300	32	2
225	300	32	1
227	300	32	1
235	300	32	3
239	300	32	3
244	300	32	2
245	300	32	1
247	300	32	2
248	300	32	1
221	301	32	1
223	301	32	1
224	301	32	1
225	301	32	3
227	301	32	3
229	301	32	2
231	301	32	1
234	301	32	1
235	301	32	1
239	301	32	1
240	301	32	1
241	301	32	2
243	301	32	2
248	301	32	1
222	302	32	2
223	302	32	1
224	302	32	1
230	302	32	3
233	302	32	2
236	302	32	2
238	302	32	1
239	302	32	1
241	302	32	1
242	302	32	1
247	302	32	2
248	302	32	3
207	303	32	2
223	303	32	1
225	303	32	3
226	303	32	2
229	303	32	2
232	303	32	2
239	303	32	1
244	303	32	1
220	304	32	1
225	304	32	2
231	304	32	1
233	304	32	2
234	304	32	2
236	304	32	1
238	304	32	1
239	304	32	1
241	304	32	2
243	304	32	1
244	304	32	2
245	304	32	1
204	305	32	1
234	305	32	2
235	305	32	1
237	305	32	2
242	305	32	1
208	306	32	2
222	306	32	2
234	306	32	1
236	306	32	1
237	306	32	2
242	306	32	2
206	307	32	3
221	307	32	2
225	307	32	4
226	307	32	1
234	307	32	1
236	307	32	2
220	308	32	1
223	308	32	2
227	308	32	3
220	309	32	3
225	309	32	1
227	309	32	5
228	309	32	2
231	309	32	1
234	309	32	2
235	309	32	1
227	310	32	1
229	310	32	1
230	310	32	3
225	311	32	2
234	311	32	1
232	312	32	3
235	313	32	1
228	249	33	2
232	249	33	1
226	251	33	1
228	251	33	1
230	251	33	2
223	252	33	1
226	252	33	1
227	252	33	1
240	252	33	2
221	253	33	1
222	253	33	1
224	253	33	2
228	253	33	1
229	253	33	1
231	253	33	4
232	253	33	2
237	253	33	2
240	253	33	2
241	253	33	2
219	254	33	3
220	254	33	1
223	254	33	1
225	254	33	1
227	254	33	2
232	254	33	1
235	254	33	1
236	254	33	1
239	254	33	1
218	255	33	1
219	255	33	1
220	255	33	3
221	255	33	1
235	255	33	2
236	255	33	2
237	255	33	3
215	256	33	1
216	256	33	1
237	256	33	1
238	256	33	5
240	256	33	1
241	256	33	2
216	257	33	1
217	257	33	1
218	257	33	1
219	257	33	1
220	257	33	2
221	257	33	1
222	257	33	1
224	257	33	1
230	257	33	1
235	257	33	1
239	257	33	1
215	258	33	2
217	258	33	2
219	258	33	1
220	258	33	1
221	258	33	1
226	258	33	2
230	258	33	1
232	258	33	1
233	258	33	1
234	258	33	1
239	258	33	2
242	258	33	1
243	258	33	2
244	258	33	3
194	259	33	2
211	259	33	3
218	259	33	1
220	259	33	2
222	259	33	1
223	259	33	1
224	259	33	2
225	259	33	3
226	259	33	1
229	259	33	1
231	259	33	2
232	259	33	1
233	259	33	1
235	259	33	3
237	259	33	2
239	259	33	2
242	259	33	1
243	259	33	3
244	259	33	2
246	259	33	1
192	260	33	1
208	260	33	2
212	260	33	1
219	260	33	2
220	260	33	1
224	260	33	1
229	260	33	1
230	260	33	1
231	260	33	2
237	260	33	5
238	260	33	2
239	260	33	2
240	260	33	2
241	260	33	1
243	260	33	1
193	261	33	1
195	261	33	1
205	261	33	1
208	261	33	1
209	261	33	2
214	261	33	1
216	261	33	2
217.5	261.5	33.5	2
219	261	33	3
220	261	33	2
222	261	33	2
225	261	33	1
227	261	33	1
228	261	33	1
229	261	33	1
230	261	33	1
231	261	33	1
232	261	33	1
234	261	33	1
235	261	33	1
236	261	33	3
237	261	33	1
238	261	33	1
240	261	33	1
241	261	33	2
244	261	33	4
245	261	33	2
247	261	33	2
192	262	33	1
203	262	33	2
209	262	33	1
210	262	33	1
211	262	33	3
212	262	33	1
215	262	33	1
216	262	33	3
218	262	33	1
219	262	33	3
223	262	33	1
224	262	33	1
226	262	33	2
228	262	33	2
230	262	33	1
236	262	33	2
239	262	33	1
240	262	33	1
241	262	33	3
245	262	33	1
248	262	33	2
249	262	33	2
250	262	33	1
183	263	33	1
185	263	33	3
188	263	33	2
191	263	33	2
193	263	33	1
199	263	33	1
200	263	33	1
203	263	33	1
211	263	33	1
214	263	33	1
215	263	33	2
217	263	33	1
219	263	33	1
223	263	33	1
225	263	33	2
228	263	33	2
233	263	33	1
237	263	33	2
239	263	33	1
240	263	33	3
243	263	33	3
244	263	33	2
245	263	33	1
248	263	33	1
249	263	33	1
251	263	33	2
185	264	33	3
188	264	33	1
189	264	33	2
190	264	33	1
191	264	33	2
194	264	33	2
195	264	33	1
199	264	33	4
211	264	33	1
212	264	33	1
216	264	33	2
217	264	33	2
218	264	33	2
220	264	33	1
221	264	33	1
223	264	33	1
224	264	33	2
225	264	33	1
226	264	33	3
231	264	33	3
233	264	33	3
237	264	33	3
239	264	33	1
242	264	33	1
248	264	33	1
185	265	33	1
186	265	33	1
188	265	33	2
189	265	33	1
192	265	33	1
195	265	33	1
207	265	33	5
208	265	33	1
210	265	33	2
212	265	33	1
213	265	33	1
214	265	33	1
217	265	33	1
218	265	33	1
219	265	33	1
220	265	33	1
221	265	33	1
222	265	33	1
223	265	33	1
233	265	33	1
237	265	33	1
242	265	33	1
243	265	33	2
244	265	33	1
245	265	33	3
248	265	33	2
252	265	33	2
184	266	33	2
190	266	33	1
194	266	33	1
195	266	33	1
208	266	33	4
214	266	33	2
217	266	33	2
218	266	33	1
219	266	33	4
220	266	33	2
221	266	33	1
222	266	33	2
224	266	33	1
225	266	33	1
228	266	33	1
230	266	33	2
237	266	33	4
240	266	33	2
241	266	33	1
246	266	33	2
247	266	33	1
249	266	33	1
250	266	33	2
183	267	33	3
184	267	33	3
186	267	33	2
191	267	33	3
192	267	33	1
196	267	33	1
197	267	33	1
200	267	33	4
209	267	33	3
210	267	33	3
214	267	33	2
215	267	33	1
216	267	33	2
217	267	33	1
219	267	33	1
221	267	33	2
223	267	33	1
225	267	33	1
227	267	33	1
229	267	33	2
240	267	33	1
242	267	33	1
245	267	33	3
246	267	33	2
247	267	33	1
248	267	33	1
250	267	33	1
252	267	33	1
253	267	33	2
183	268	33	1
188	268	33	2
192	268	33	1
193	268	33	2
195	268	33	1
196	268	33	1
206	268	33	2
207	268	33	1
210	268	33	1
211	268	33	2
212	268	33	1
213	268	33	1
214	268	33	2
215	268	33	3
217	268	33	1
219	268	33	2
224	268	33	1
225	268	33	3
226	268	33	1
231	268	33	2
235	268	33	2
240	268	33	1
243	268	33	1
245	268	33	1
249	268	33	1
252	268	33	1
188	269	33	1
191	269	33	2
192	269	33	1
193	269	33	2
196	269	33	1
198	269	33	2
201	269	33	1
204	269	33	3
209	269	33	2
211	269	33	2
212	269	33	1
215	269	33	1
219	269	33	1
227	269	33	1
233	269	33	1
234	269	33	2
235	269	33	1
239	269	33	3
240	269	33	2
245	269	33	1
246	269	33	2
250	269	33	2
251	269	33	2
174	270	33	1
178	270	33	4
184	270	33	2
186	270	33	2
187	270	33	1
188	270	33	2
194	270	33	1
205	270	33	1
206	270	33	3
207	270	33	1
213	270	33	1
214	270	33	1
215	270	33	2
231	270	33	3
240	270	33	1
241	270	33	2
242	270	33	1
243	270	33	1
247	270	33	1
248	270	33	1
173	271	33	1
178	271	33	3
179	271	33	3
180	271	33	2
182	271	33	2
187	271	33	1
190	271	33	1
205	271	33	2
209	271	33	1
210	271	33	1
211	271	33	2
214	271	33	1
215	271	33	1
217	271	33	2
224	271	33	1
225	271	33	2
233	271	33	1
235	271	33	2
239	271	33	1
240	271	33	2
241	271	33	2
243	271	33	3
244	271	33	1
245	271	33	1
253	271	33	1
172	272	33	1
173	272	33	2
178	272	33	1
180	272	33	2
183	272	33	1
184	272	33	1
185	272	33	1
186	272	33	1
189	272	33	2
201	272	33	1
203	272	33	1
204	272	33	1
208	272	33	2
213	272	33	2
216	272	33	1
217	272	33	2
225	272	33	2
231	272	33	2
232	272	33	1
233	272	33	1
234	272	33	1
235	272	33	1
237	272	33	2
239	272	33	1
240	272	33	2
241	272	33	1
244	272	33	1
245	272	33	2
246	272	33	1
247	272	33	3
249	272	33	1
250	272	33	2
171	273	33	3
174	273	33	1
176	273	33	1
181	273	33	1
184	273	33	1
185	273	33	1
188	273	33	1
189	273	33	1
190	273	33	1
196	273	33	1
201	273	33	1
202	273	33	4
205	273	33	1
211	273	33	2
213	273	33	2
214	273	33	2
215	273	33	1
216	273	33	1
226	273	33	2
227	273	33	1
230	273	33	1
238	273	33	1
243	273	33	1
247	273	33	1
248	273	33	1
249	273	33	3
253	273	33	2
169	274	33	2
176	274	33	1
177	274	33	1
182	274	33	1
183	274	33	1
185	274	33	1
193	274	33	1
202	274	33	1
203	274	33	1
204	274	33	2
205	274	33	2
206	274	33	1
207	274	33	4
209	274	33	2
210	274	33	2
211	274	33	1
214	274	33	1
217	274	33	4
226	274	33	1
229	274	33	3
232	274	33	3
233	274	33	1
236	274	33	1
239	274	33	1
242	274	33	2
243	274	33	1
245	274	33	1
176	275	33	1
185	275	33	1
186	275	33	2
188	275	33	2
200	275	33	2
205	275	33	1
207	275	33	2
209	275	33	1
213	275	33	1
214	275	33	1
215	275	33	1
216	275	33	1
217	275	33	1
227	275	33	1
235	275	33	1
237	275	33	3
242	275	33	4
243	275	33	2
250	275	33	1
251	275	33	1
176	276	33	1
186	276	33	2
189	276	33	1
190	276	33	1
192	276	33	1
205	276	33	4
206	276	33	2
207	276	33	4
208	276	33	1
214	276	33	1
235	276	33	3
237	276	33	2
241	276	33	1
243	276	33	1
244	276	33	1
174	277	33	1
176	277	33	1
178	277	33	2
180	277	33	1
183	277	33	1
187	277	33	3
202	277	33	2
205	277	33	1
206	277	33	1
207	277	33	3
208	277	33	1
209	277	33	1
210	277	33	1
211	277	33	3
215	277	33	1
216	277	33	1
227	277	33	3
232	277	33	1
236	277	33	1
237	277	33	4
238	277	33	1
241	277	33	1
242	277	33	1
243	277	33	1
245	277	33	1
176	278	33	3
177	278	33	3
178	278	33	1
204	278	33	1
205	278	33	1
207	278	33	1
209	278	33	2
211	278	33	1
223	278	33	1
232	278	33	1
235	278	33	1
238	278	33	1
239	278	33	1
240	278	33	1
243	278	33	2
244	278	33	1
245	278	33	3
246	278	33	1
175	279	33	3
176	279	33	1
178	279	33	1
181	279	33	2
201	279	33	1
207	279	33	3
208	279	33	1
210	279	33	2
222	279	33	1
231	279	33	2
234	279	33	1
240	279	33	3
244	279	33	1
245	279	33	2
248	279	33	2
249	279	33	2
251	279	33	1
174	280	33	3
175	280	33	2
177	280	33	1
180	280	33	1
203	280	33	1
206	280	33	3
207	280	33	1
210	280	33	1
211	280	33	1
214	280	33	2
223	280	33	2
224	280	33	1
225	280	33	1
226	280	33	1
229	280	33	2
232	280	33	1
237	280	33	3
241	280	33	1
246	280	33	2
247	280	33	1
248	280	33	1
249	280	33	1
250	280	33	1
175	281	33	1
178	281	33	1
179	281	33	1
186	281	33	1
206	281	33	3
207	281	33	1
208	281	33	2
209	281	33	4
217	281	33	1
219	281	33	2
221	281	33	1
222	281	33	2
223	281	33	2
224	281	33	1
225	281	33	2
243	281	33	1
245	281	33	2
248	281	33	1
249	281	33	1
175	282	33	1
177	282	33	1
178	282	33	2
179	282	33	1
188	282	33	2
190	282	33	4
207	282	33	4
209	282	33	1
214	282	33	1
218	282	33	2
221	282	33	2
222	282	33	1
225	282	33	2
226	282	33	1
229	282	33	1
230	282	33	1
232	282	33	1
233	282	33	1
238	282	33	2
242	282	33	1
244	282	33	4
245	282	33	1
247	282	33	1
250	282	33	4
252	282	33	1
253	282	33	1
174	283	33	3
176	283	33	1
179	283	33	2
181	283	33	4
183	283	33	1
185	283	33	2
189	283	33	3
204	283	33	2
207	283	33	1
209	283	33	2
212	283	33	3
215	283	33	1
218	283	33	1
226	283	33	1
228	283	33	1
229	283	33	1
230	283	33	1
232	283	33	1
233	283	33	2
236	283	33	3
237	283	33	1
239	283	33	1
240	283	33	3
242	283	33	1
243	283	33	2
246	283	33	3
247	283	33	1
250	283	33	1
176	284	33	2
184	284	33	1
205	284	33	1
206	284	33	1
207	284	33	1
208	284	33	2
209	284	33	2
210	284	33	1
211	284	33	2
219	284	33	2
222	284	33	1
225	284	33	1
226	284	33	2
229	284	33	1
230	284	33	2
233	284	33	3
235	284	33	2
236	284	33	1
237	284	33	1
241	284	33	2
243	284	33	2
244	284	33	1
249	284	33	1
252	284	33	2
175	285	33	1
178	285	33	1
204	285	33	2
206	285	33	1
212	285	33	1
221	285	33	2
222	285	33	1
223	285	33	2
225	285	33	2
226	285	33	2
227	285	33	1
228	285	33	1
229	285	33	1
230	285	33	3
232	285	33	2
233	285	33	1
241	285	33	2
242	285	33	1
243	285	33	1
245	285	33	3
246	285	33	1
247	285	33	3
248	285	33	1
253	285	33	1
254	285	33	2
178	286	33	2
185	286	33	1
201	286	33	2
203	286	33	3
206	286	33	1
207	286	33	1
208	286	33	1
209	286	33	3
218	286	33	2
220	286	33	4
221	286	33	1
223	286	33	2
228	286	33	4
230	286	33	2
238	286	33	2
241.5	286.5	33.5	1
248	286	33	1
249	286	33	1
255	286	33	3
179	287	33	2
185	287	33	2
199	287	33	1
204	287	33	1
220	287	33	3
221	287	33	2
222	287	33	1
225	287	33	2
226	287	33	1
227	287	33	2
230	287	33	1
233	287	33	2
234	287	33	2
236	287	33	2
242	287	33	1
243	287	33	1
244	287	33	1
246	287	33	1
247	287	33	1
184	288	33	1
196	288	33	4
202	288	33	1
219	288	33	1
220	288	33	1
223	288	33	3
226	288	33	1
230	288	33	1
231	288	33	1
236	288	33	1
239	288	33	3
245	288	33	1
246	288	33	1
248	288	33	1
249	288	33	2
250	288	33	1
255	288	33	5
257	288	33	1
184	289	33	2
186	289	33	1
200	289	33	1
201	289	33	2
202	289	33	1
205	289	33	1
223	289	33	2
224	289	33	1
230	289	33	1
232	289	33	1
241.5	289.5	33.5	1
244	289	33	1
246	289	33	1
250	289	33	1
253	289	33	3
184	290	33	1
187	290	33	1
197	290	33	1
199	290	33	1
200	290	33	1
202	290	33	1
222	290	33	1
228	290	33	1
231	290	33	1
235	290	33	1
236	290	33	1
238	290	33	1
239	290	33	2
241	290	33	2
243	290	33	1
246	290	33	1
248	290	33	4
257	290	33	3
198	291	33	2
201	291	33	2
203	291	33	1
222	291	33	1
223	291	33	1
225	291	33	2
226	291	33	1
229	291	33	1
236	291	33	1
238	291	33	1
240	291	33	1
241	291	33	1
244	291	33	1
246	291	33	2
248	291	33	2
249	291	33	1
257	291	33	2
197	292	33	1
200	292	33	1
221	292	33	2
223	292	33	1
225	292	33	1
226	292	33	1
227	292	33	2
228	292	33	1
232	292	33	1
233	292	33	2
235	292	33	1
236	292	33	3
238	292	33	2
242	292	33	1
246	292	33	1
248	292	33	1
249	292	33	1
253	292	33	1
254	292	33	1
256	292	33	2
188	293	33	2
199	293	33	1
220	293	33	1
224	293	33	1
226	293	33	1
228	293	33	2
230	293	33	1
234	293	33	1
237	293	33	2
239	293	33	2
240	293	33	1
248	293	33	2
252	293	33	2
254	293	33	1
227	294	33	1
228	294	33	1
229	294	33	1
231	294	33	1
238	294	33	1
239	294	33	3
251	294	33	2
252	294	33	1
256	294	33	3
182	295	33	3
