x	y	z	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
244	289	29	1
254	289	29	1
237	290	29	1
245	290	29	1
246	290	29	1
222	291	29	1
241	291	29	1
246	291	29	1
247	291	29	1
241	292	29	1
242	292	29	1
250	292	29	1
222	293	29	1
224	293	29	1
221	294	29	1
241	294	29	1
241	295	29	1
219	296	29	1
239	296	29	1
249	296	29	2
227	297	29	1
239	297	29	1
248	297	29	1
219	298	29	1
222	299	29	1
221	300	29	1
239	300	29	1
247	300	29	2
228	253	30	1
233	254	30	1
191	255	30	1
237	255	30	1
229	256	30	1
240	257	30	1
176	258	30	1
228	258	30	1
229	258	30	1
209	259	30	1
216	259	30	1
241	259	30	1
184	260	30	1
190	260	30	1
197	260	30	1
206	260	30	1
228	260	30	1
194	261	30	1
230	261	30	1
236	261	30	1
244	261	30	1
249	261	30	1
186	262	30	1
209	262	30	1
218	262	30	2
227	262	30	2
247	262	30	1
227	263	30	1
231	264	30	1
238	264	30	1
240	264	30	1
245	264	30	1
250	264	30	1
200	265	30	1
217	265	30	1
230	265	30	1
246	265	30	1
247	265	30	1
188	266	30	2
211	266	30	1
212	266	30	1
215	266	30	1
226	266	30	1
228	266	30	1
230	266	30	1
243	266	30	1
247	266	30	1
198	267	30	1
208	267	30	1
225	267	30	1
229	267	30	1
236	267	30	1
244	267	30	2
182	268	30	2
190	268	30	1
205	268	30	1
207	268	30	1
230	268	30	1
231	268	30	1
237	268	30	2
246	268	30	1
249	268	30	1
193	269	30	1
204	269	30	2
235	269	30	1
252	269	30	1
178	270	30	1
179	270	30	1
201	270	30	1
216	270	30	2
217	270	30	1
183	271	30	1
185	271	30	1
201	271	30	1
206	271	30	2
216	271	30	1
233	271	30	1
234	271	30	1
244	271	30	2
247	271	30	1
179	272	30	1
182	272	30	1
184	272	30	1
206	272	30	1
223	272	30	1
245	272	30	1
204	273	30	1
227	273	30	1
231	273	30	1
239	273	30	1
185	274	30	1
211	274	30	1
229	274	30	1
234	274	30	1
251	274	30	1
183	275	30	1
184	275	30	1
242	275	30	1
244	275	30	2
207	276	30	1
235	276	30	1
241	276	30	1
235	277	30	1
239	277	30	1
236	278	30	1
243	278	30	1
246	278	30	1
236	279	30	1
238	279	30	1
240	279	30	1
254	279	30	1
232	280	30	1
233	280	30	1
236	280	30	1
242	280	30	1
217	281	30	1
234	281	30	1
242	281	30	1
249	281	30	1
233	282	30	1
236	282	30	1
239	282	30	1
244	282	30	2
246	282	30	1
247	282	30	1
205	283	30	1
240	283	30	1
250	283	30	1
180	284	30	1
226	284	30	1
220	285	30	1
225	285	30	1
226	285	30	3
180	286	30	1
206	286	30	1
223	286	30	1
229	286	30	1
230	286	30	1
249	286	30	1
255	286	30	1
207	287	30	1
224	287	30	1
238.5	287.5	30.5	1
254	287	30	1
226	288	30	1
232	288	30	1
236	288	30	1
238	288	30	1
249	288	30	1
250	288	30	1
253	288	30	1
199	289	30	1
232	289	30	1
238	289	30	1
252	289	30	1
198	290	30	1
220	290	30	1
231	290	30	1
235	290	30	1
241	290	30	1
225	291	30	1
235	291	30	1
223	292	30	1
231	292	30	1
247	292	30	1
251	292	30	1
257	292	30	1
241	293	30	1
189	294	30	1
225	294	30	2
231	294	30	1
243	294	30	1
252	294	30	1
227	295	30	2
228	295	30	2
234	296	30	1
247	296	30	1
244	297	30	1
248	297	30	1
227	298	30	1
233	298	30	1
235	298	30	1
241	298	30	1
248	298	30	1
215	299	30	1
218	299	30	1
224	299	30	1
246	299	30	1
247	299	30	1
250	299	30	1
218	300	30	1
241	300	30	1
249	300	30	1
235	301	30	1
247	301	30	1
249	301	30	1
240	303	30	1
241	303	30	1
246	303	30	1
236	304	30	3
236	306	30	1
238	306	30	1
226	250	31	1
224	253	31	1
229	254	31	1
226	255	31	1
229	255	31	1
240	255	31	1
214	257	31	1
216	257	31	1
230	257	31	1
239	257	31	1
230	258	31	1
235	258	31	1
237	258	31	1
219	259	31	1
190	260	31	1
195	260	31	2
237	260	31	2
239	260	31	1
240	260	31	1
181	261	31	2
184	261	31	1
193	261	31	1
195	261	31	1
213	261	31	1
224	261	31	1
227	261	31	1
237	261	31	1
246	261	31	1
249	261	31	1
186	262	31	1
194	262	31	1
195	262	31	1
217	262	31	1
218	262	31	1
225	262	31	1
233	262	31	1
235	262	31	1
246	262	31	1
211	263	31	1
216	263	31	1
217	263	31	1
197	264	31	1
204	264	31	1
214	264	31	1
217	264	31	1
185	265	31	1
196	265	31	1
213	265	31	2
214	265	31	2
231	265	31	1
234	265	31	1
236	265	31	2
238	265	31	1
248	265	31	1
217	266	31	1
220	266	31	1
229	266	31	1
251	266	31	1
193	267	31	1
223	267	31	1
224	267	31	2
229	267	31	1
230	267	31	1
233	267	31	1
246	267	31	1
193	268	31	1
213	268	31	2
222	268	31	1
234	268	31	1
240	268	31	1
182	269	31	1
183	269	31	1
191	269	31	1
199	269	31	2
201	269	31	1
213	269	31	1
252	269	31	1
185	270	31	1
207	270	31	1
239	270	31	1
174	271	31	1
177	271	31	1
182	271	31	1
215	271	31	1
238	271	31	1
203	272	31	1
225	272	31	1
254	272	31	1
176	273	31	1
209	273	31	1
212	273	31	1
229	273	31	1
234	273	31	1
236	273	31	1
237	273	31	1
242	273	31	1
244	273	31	1
175	274	31	1
179	274	31	1
182	274	31	1
211	274	31	1
213	274	31	1
241	274	31	1
184	275	31	1
237	275	31	1
239	275	31	1
243	275	31	1
181	276	31	2
241	276	31	1
244	276	31	1
174	277	31	1
174	278	31	1
207	278	31	2
236	278	31	1
249	278	31	1
237	279	31	1
247	279	31	1
254	279	31	1
208	280	31	1
245	280	31	1
249	280	31	1
204	281	31	1
222	281	31	1
236	281	31	1
250	281	31	1
180	282	31	1
181	282	31	1
219	282	31	1
221	282	31	1
232	282	31	1
234	282	31	1
244	282	31	1
248	282	31	1
182	283	31	2
239	283	31	1
182	284	31	1
222	284	31	2
223	284	31	1
224	284	31	1
237	284	31	1
178	285	31	1
179	285	31	1
222	285	31	1
224	285	31	1
244	285	31	1
247	285	31	1
219	286	31	1
222	286	31	1
244	286	31	1
224	287	31	1
236	287	31	1
246	287	31	1
248	287	31	1
187	288	31	1
221	288	31	1
241	288	31	1
242	288	31	1
251	288	31	1
222	289	31	1
244	289	31	1
221	290	31	1
234	290	31	1
197	291	31	1
222	291	31	1
230	291	31	1
237	291	31	1
238	291	31	1
240	291	31	1
226	292	31	1
230	292	31	2
243	292	31	1
250	292	31	1
254	292	31	1
198	293	31	1
229	293	31	1
248	293	31	1
253	293	31	1
198	294	31	1
220	294	31	1
233	294	31	1
252	294	31	1
202	295	31	1
223	295	31	1
232	295	31	1
242	295	31	1
244	295	31	1
252	295	31	1
257	295	31	1
199	296	31	1
223	296	31	1
234	296	31	1
252	296	31	1
242	297	31	1
205	298	31	1
226	298	31	1
251	298	31	1
253	298	31	1
224	299	31	1
238	300	31	1
247	300	31	1
248	300	31	2
245	301	31	1
246	301	31	1
226	302	31	1
232	302	31	1
235	302	31	1
246	302	31	1
244	303	31	1
232	304	31	1
234	305	31	1
237	305	31	1
225	308	31	1
226	251	32	1
227	251	32	1
227	252	32	1
193	253	32	1
223	253	32	1
224	253	32	1
237	253	32	1
240	253	32	1
223	254	32	1
225	254	32	1
215	255	32	1
216	255	32	1
227	255	32	1
234	255	32	1
238	255	32	1
195	257	32	1
219	257	32	1
221	257	32	1
219	258	32	3
220	258	32	1
226	258	32	1
228	258	32	1
231	258	32	1
232	258	32	2
192	259	32	1
222	259	32	1
247	259	32	2
237	260	32	1
240	260	32	1
243	260	32	1
194	261	32	1
210	261	32	2
219	261	32	1
224	261	32	1
245	261	32	1
219	262	32	1
225	262	32	1
230	262	32	1
240	262	32	1
246	262	32	1
245	263	32	1
247	263	32	1
190	264	32	1
191	264	32	1
194	264	32	1
230	264	32	1
232	264	32	1
238	264	32	1
246	264	32	1
187	265	32	1
193	265	32	2
212	265	32	1
243	265	32	1
186	266	32	1
212	266	32	1
235	266	32	1
239	266	32	1
182	267	32	1
183	267	32	1
205	267	32	1
221	267	32	1
222	267	32	1
247	267	32	2
211	268	32	2
220	268	32	2
228	268	32	1
239	268	32	1
241	268	32	1
196	269	32	1
213	269	32	1
222	269	32	1
232	269	32	1
244	269	32	1
173	270	32	1
184	270	32	1
206	270	32	1
211	270	32	1
222	270	32	1
234	270	32	1
241	270	32	1
243	270	32	1
245	270	32	2
228	271	32	1
233	271	32	1
238	271	32	1
244	271	32	1
249	271	32	1
181	272	32	1
182	272	32	1
184	272	32	1
200	272	32	1
202	272	32	1
213	272	32	1
243	272	32	2
246	272	32	1
250	272	32	1
181	273	32	1
185	273	32	1
201	273	32	1
234	273	32	1
243	273	32	1
249	273	32	1
173	274	32	1
182	274	32	1
183	274	32	1
208	274	32	1
246	274	32	1
202	275	32	1
212	275	32	2
216	275	32	1
210	276	32	1
234	276	32	1
176	277	32	1
214	277	32	1
241	277	32	1
175	278	32	1
236	278	32	1
240	278	32	1
243	278	32	1
177	279	32	1
178	279	32	2
181	279	32	1
240	279	32	1
245	279	32	1
255	279	32	2
174	280	32	1
180	280	32	1
205	280	32	1
248	280	32	1
175	281	32	1
217	281	32	1
221	281	32	1
232	281	32	2
233	281	32	1
244	281	32	2
250	281	32	1
251	281	32	1
179	282	32	1
222	282	32	1
229	282	32	1
244	282	32	1
248	282	32	1
249	282	32	1
175	283	32	1
221	283	32	1
238	283	32	1
242	283	32	1
244	283	32	1
249	283	32	1
177	284	32	1
208	284	32	1
209	284	32	1
237	284	32	1
248	284	32	1
252	284	32	3
254	284	32	1
180	285	32	1
185	285	32	1
205	285	32	1
219	285	32	1
225	285	32	1
238	285	32	1
254	285	32	1
183	286	32	1
207	286	32	1
219	286	32	1
226	286	32	1
231	286	32	1
236	286	32	1
242	286	32	1
254	286	32	1
177	287	32	1
220	287	32	1
222	287	32	1
223	287	32	1
224	287	32	1
231	287	32	2
240	287	32	1
245	287	32	1
256	287	32	1
202	288	32	1
203	288	32	1
222	288	32	1
231	288	32	1
236	288	32	1
243	288	32	1
249	288	32	1
224	289	32	1
229	289	32	1
237	289	32	1
248	289	32	1
253	289	32	1
185	290	32	1
233	290	32	1
186	291	32	1
197	291	32	2
236	291	32	1
242	291	32	2
243	291	32	3
198	293	32	1
221	293	32	1
222	293	32	1
228	293	32	1
232	293	32	1
237	293	32	1
244	293	32	2
247	293	32	1
224	294	32	1
247	294	32	1
252	294	32	1
256	294	32	1
231	295	32	2
236	295	32	1
239	295	32	1
240	295	32	1
249	295	32	1
187	296	32	1
229	296	32	1
231	296	32	1
242	296	32	1
252	296	32	1
219	297	32	1
226	297	32	1
243	297	32	1
250	297	32	2
197	298	32	1
233	298	32	2
238	298	32	1
239	298	32	1
240	298	32	1
251	298	32	1
253	298	32	1
249	299	32	1
232	300	32	1
221	301	32	1
234	301	32	1
240	301	32	2
233	302	32	1
240	302	32	1
248	302	32	1
226	303	32	1
229	303	32	1
220	304	32	1
221	305	32	1
238	305	32	1
222	306	32	1
230	306	32	1
233	306	32	1
234	306	32	1
206	307	32	1
223	308	32	1
229	308	32	1
234	309	32	1
225	311	32	1
234	311	32	1
229	312	32	1
229	252	33	1
221	253	33	1
224	253	33	1
225	253	33	2
228	253	33	1
240	253	33	1
226	254	33	1
231	254	33	1
222	256	33	1
228	256	33	1
241	256	33	1
215	257	33	1
217	257	33	1
227	257	33	1
237	257	33	1
222	258	33	2
231	258	33	1
194	259	33	1
232	259	33	1
233	259	33	1
243	259	33	1
215	260	33	1
217	260	33	1
223	260	33	1
231	260	33	1
205	261	33	1
214	261	33	1
218	261	33	1
230	261	33	1
236	261	33	1
191	262	33	1
192	262	33	1
219	262	33	1
224	262	33	1
231	262	33	1
240	262	33	1
191	263	33	2
200	263	33	1
214	263	33	1
248	263	33	1
187	264	33	1
190	264	33	1
199	264	33	1
216	264	33	1
228	264	33	1
189	265	33	1
191	265	33	1
210	265	33	1
211	265	33	2
222	265	33	1
226	265	33	1
235	265	33	1
237	265	33	1
188	266	33	1
195	266	33	1
221	266	33	1
225	266	33	1
241	266	33	1
242	266	33	1
184	267	33	1
196	267	33	1
200	267	33	1
210	267	33	1
247	267	33	1
253	267	33	1
188	268	33	1
209	268	33	1
224	268	33	1
231	268	33	1
242	268	33	1
184	269	33	1
188	269	33	1
196	269	33	1
217	269	33	1
234	269	33	1
245	269	33	2
174	270	33	1
187	270	33	2
212	270	33	1
233	270	33	1
247	270	33	1
249	270	33	1
187	271	33	1
205	271	33	1
208	271	33	1
224	271	33	1
225	271	33	1
239	271	33	1
244	271	33	1
184	272	33	1
208	272	33	1
215	272	33	1
217	272	33	1
173	273	33	1
174	273	33	1
213	273	33	1
190	274	33	1
205	274	33	1
208	274	33	1
209	274	33	1
229	274	33	1
236	274	33	1
202	275	33	1
213	275	33	1
215	275	33	1
217	275	33	1
174	276	33	1
190	276	33	1
201	276	33	2
237	276	33	1
239	276	33	1
216	277	33	1
224	277	33	1
232	277	33	1
234	277	33	1
245	277	33	1
177	278	33	1
204	278	33	1
210	278	33	1
239	278	33	1
201	279	33	2
234	279	33	3
245	279	33	1
248	279	33	1
249	279	33	1
180	280	33	2
187	280	33	1
203	280	33	1
209	280	33	2
214	280	33	1
173	281	33	1
217	281	33	1
221	281	33	1
241	281	33	1
245	281	33	1
175	282	33	1
210	282	33	1
211	282	33	1
213	282	33	1
224	282	33	1
229	282	33	1
238	282	33	1
244	282	33	1
207	283	33	1
226	283	33	1
243	283	33	1
253	283	33	1
188	284	33	1
208	284	33	1
209	284	33	1
210	284	33	1
241	284	33	1
243	284	33	1
244	284	33	1
246	284	33	1
249	284	33	1
206	285	33	1
208	285	33	1
219	285	33	1
225	285	33	2
227	285	33	1
236	285	33	1
238	285	33	2
240	285	33	1
242	285	33	1
246	285	33	1
247	285	33	1
209	286	33	1
218	286	33	1
219	286	33	1
226	286	33	1
229	286	33	2
245	286	33	1
179	287	33	1
208	287	33	1
220	287	33	1
230	287	33	1
234	287	33	1
236	287	33	1
187	288	33	1
220	288	33	1
226	288	33	1
247	288	33	1
244	289	33	1
249	289	33	1
200	290	33	1
223	290	33	1
234	290	33	1
238	290	33	1
239	290	33	1
223	291	33	1
226	291	33	1
248	291	33	1
249	291	33	1
183	292	33	1
200	292	33	1
229	292	33	1
233	292	33	2
237	292	33	1
242	292	33	1
246	292	33	1
225	293	33	1
230	293	33	1
233	293	33	1
241	293	33	1
246	293	33	1
252	293	33	1
199	294	33	1
223	294	33	1
231	294	33	1
243	294	33	1
182	295	33	1
199	295	33	1
220	295	33	1
232	295	33	1
245	295	33	1
248	295	33	1
201	296	33	1
226	296	33	1
228	296	33	1
231	296	33	1
233	296	33	2
235	296	33	1
243	296	33	2
245	296	33	1
234	297	33	1
246	297	33	1
200	298	33	1
228	298	33	1
231	298	33	1
235	298	33	2
198	299	33	2
222	299	33	1
227	299	33	1
228	299	33	2
243	299	33	1
245	299	33	1
225	300	33	1
236	300	33	1
238	300	33	1
224	301	33	1
239	301	33	1
209	302	33	1
230	302	33	1
243	302	33	1
207	303	33	1
229	303	33	1
233	303	33	2
236	303	33	1
209	304	33	1
220	304	33	1
223	304	33	2
222	305	33	1
199	306	33	1
236	306	33	2
237	306	33	1
222	307	33	1
224	307	33	1
235	307	33	1
217	308	33	1
224	308	33	2
225	309	33	1
229	309	33	1
225	310	33	1
228	310	33	3
231	310	33	1
228	311	33	1
234	311	33	1
236	311	33	1
234	313	33	1
234	314	33	1
228	251	34	1
226	252	34	1
230	252	34	1
239	254	34	1
223	255	34	2
237	255	34	1
190	256	34	1
215	256	34	1
216	256	34	1
243	256	34	1
218	257	34	1
241	257	34	1
201	258	34	1
224	258	34	1
222	259	34	1
229	259	34	1
231	259	34	1
237	259	34	3
241	259	34	1
192	260	34	1
216	260	34	1
217	260	34	1
204	261	34	1
220	261	34	1
222	261	34	1
228	261	34	1
244	261	34	1
211	262	34	2
220	262	34	1
224	262	34	1
234	262	34	1
243	262	34	1
192	263	34	1
224	263	34	1
227	263	34	1
244	263	34	1
193	264	34	1
203	264	34	1
217	264	34	1
222	264	34	1
224	264	34	1
226	264	34	1
237	264	34	2
239	264	34	1
244	264	34	1
247	264	34	1
176	265	34	1
204	265	34	2
207	265	34	1
249	265	34	1
250	265	34	1
175	266	34	1
178	266	34	1
196	266	34	1
246	266	34	1
250	266	34	2
191	267	34	1
208	267	34	1
214	267	34	1
215	267	34	1
246	267	34	1
191	268	34	1
194	268	34	1
233	268	34	1
244	268	34	1
245	268	34	1
171	269	34	1
182	269	34	2
188	269	34	3
193	269	34	1
198	269	34	1
212	269	34	1
213	269	34	1
215	269	34	1
222	269	34	1
242	269	34	1
249	269	34	1
250	269	34	1
251	269	34	1
252	269	34	2
253	269	34	1
187	270	34	3
188	270	34	1
189	270	34	1
209	270	34	1
216	270	34	1
240	270	34	1
243	270	34	1
177	271	34	1
187	271	34	1
189	271	34	1
206	271	34	1
213	271	34	1
221	271	34	1
230	271	34	1
248	271	34	1
249	271	34	1
177	272	34	1
179	272	34	1
229	272	34	1
240	272	34	1
170	273	34	1
211	273	34	1
231	273	34	2
249	273	34	1
209	274	34	1
213	274	34	1
218	274	34	1
236	274	34	1
238	274	34	1
241	274	34	1
179	275	34	1
185	275	34	1
209	275	34	1
213	275	34	1
214	275	34	1
215	275	34	1
239	275	34	1
240	275	34	1
246	275	34	1
206	276	34	1
244	276	34	1
250	276	34	1
186	277	34	1
229	277	34	1
234	277	34	2
190	278	34	1
202	278	34	1
207	278	34	1
211	278	34	1
239	278	34	2
244	278	34	1
176	279	34	2
215	279	34	1
217	279	34	1
242	279	34	1
175	280	34	1
192	280	34	1
204	280	34	1
236	280	34	1
238	280	34	1
239	280	34	1
248	280	34	1
175	281	34	1
176	281	34	1
203	281	34	1
222	281	34	1
228	281	34	1
248	281	34	2
179	282	34	1
182	282	34	1
190	282	34	1
233	282	34	1
175	283	34	1
187	283	34	1
211	283	34	1
215	283	34	1
218	283	34	1
222	283	34	1
228	283	34	1
231	283	34	2
234	283	34	1
239	283	34	1
243	283	34	1
249	283	34	2
250	283	34	1
178	284	34	1
191	284	34	1
206	284	34	1
209	284	34	1
226	284	34	1
227	284	34	1
229	284	34	2
233	284	34	2
241	284	34	1
254	284	34	1
202	285	34	1
209	285	34	2
221	285	34	1
233	285	34	1
243	285	34	1
176	286	34	1
189	286	34	1
199	286	34	1
202	286	34	1
204	286	34	1
218	286	34	1
229	286	34	1
231	286	34	1
255	286	34	1
184	287	34	1
219	287	34	1
222	287	34	1
236	287	34	1
243	287	34	1
176	288	34	1
187	288	34	1
205	288	34	1
231	288	34	1
240	288	34	1
248	288	34	1
249	288	34	1
257	289	34	2
182	290	34	1
220	290	34	1
229	290	34	2
233	290	34	1
199	291	34	1
237	291	34	2
223	292	34	1
241	292	34	2
227	293	34	1
230	293	34	1
242	293	34	1
182	294	34	1
236	294	34	1
237	294	34	1
246	294	34	1
184	295	34	1
197	295	34	1
182	296	34	1
221	296	34	2
222	296	34	1
228	296	34	1
195	297	34	1
200	297	34	1
229	297	34	1
235	297	34	1
248	298	34	1
207	299	34	1
228	299	34	1
246	300	34	1
196	301	34	1
240	301	34	1
242	301	34	1
244	301	34	2
223	302	34	1
228	302	34	2
236	302	34	1
239	302	34	1
242	302	34	2
236	303	34	1
244	303	34	1
227	304	34	1
244	304	34	1
199	305	34	1
204	305	34	1
223	305	34	1
223	306	34	1
226	306	34	1
206	307	34	2
225	307	34	2
236	307	34	1
226	308	34	1
224	309	34	1
235	309	34	1
237	309	34	1
216	310	34	1
224	310	34	1
238	310	34	1
222	311	34	1
232	311	34	1
230	312	34	1
231	313	34	1
235	313	34	1
225	314	34	1
226	314	34	2
227	315	34	1
230	315	34	2
232	317	34	1
235	318	34	1
224	251	35	1
226	252	35	1
219	253	35	2
223	253	35	1
225	253	35	1
219	254	35	1
224	254	35	1
209	255	35	1
240	256	35	1
241	256	35	1
243	256	35	1
224	257	35	1
222	258	35	1
226	258	35	1
211	259	35	1
222	259	35	1
225	259	35	1
238	259	35	1
191	260	35	2
214	260	35	2
221	260	35	1
222	260	35	1
231	260	35	1
244	260	35	1
208	261	35	1
212	261	35	1
215	261	35	1
241	261	35	1
203	262	35	2
206	262	35	1
222	262	35	1
231	262	35	1
232	262	35	1
191	263	35	1
205	263	35	1
209	263	35	1
219	263	35	2
220	263	35	1
222	263	35	1
226	263	35	2
231	263	35	2
233	263	35	1
240	263	35	1
246	263	35	2
188	264	35	3
