x	y	z	DNA Replication
254	294	27	2
218	295	27	1
221	295	27	1
223	295	27	1
226	295	27	2
239	295	27	1
241	295	27	2
243	295	27	1
249	295	27	1
251	295	27	1
255	295	27	1
211	296	27	1
236	296	27	1
240	296	27	1
255	296	27	1
237	297	27	1
239	297	27	1
240	297	27	1
244	297	27	1
245	297	27	1
248	297	27	1
249	297	27	1
224	298	27	1
237	298	27	2
241	298	27	2
226	299	27	1
229	299	27	1
237	299	27	3
239	299	27	1
240	299	27	1
242	299	27	1
226	300	27	1
236	300	27	1
238	300	27	1
241	300	27	1
247	300	27	1
224	301	27	1
234	301	27	1
235	301	27	1
239	301	27	1
243	301	27	2
245	301	27	2
251	301	27	1
237	302	27	1
244	302	27	2
245	302	27	1
238	304	27	2
243	304	27	2
232	264	28	1
231	266	28	1
232	266	28	1
234	266	28	1
236	268	28	1
238	268	28	1
236	269	28	1
237	270	28	1
237	271	28	1
240	271	28	1
234	272	28	1
250	272	28	1
235	273	28	1
233	276	28	2
238	276	28	1
235	277	28	1
237	279	28	1
235	280	28	1
241	280	28	2
252	281	28	2
235	282	28	1
247	282	28	1
251	282	28	2
249	283	28	1
248	284	28	1
254	284	28	1
242	285	28	1
245	285	28	1
248	285	28	1
235	286	28	1
237	286	28	3
248	287	28	1
251	287	28	1
231	289	28	1
245	289	28	1
249	289	28	1
253	289	28	1
242	290	28	1
244	290	28	1
226	291	28	2
241	291	28	1
245	291	28	1
248	291	28	1
250	291	28	1
241	292	28	1
242	292	28	1
247	292	28	1
243	293	28	1
249	293	28	1
242	294	28	1
245	294	28	1
250	294	28	1
239	297	28	1
240	298	28	1
240	299	28	2
236	300	28	1
190	258	29	1
228	258	29	1
235	258	29	1
229	259	29	1
182	260	29	1
183	261	29	1
187	261	29	1
199	261	29	1
229	261	29	1
229	262	29	1
222	263	29	2
178	264	29	2
215	264	29	1
224	264	29	2
245	264	29	1
248	264	29	1
215	265	29	1
226	265	29	4
232	265	29	1
234	265	29	1
239	265	29	1
195	266	29	1
226	266	29	1
229	266	29	2
232	266	29	1
192	267	29	2
196	267	29	2
199	267	29	1
232	267	29	1
234	267	29	1
236	267	29	2
237	267	29	2
194	268	29	1
238	268	29	1
239	268	29	2
193	269	29	1
204	269	29	1
237	269	29	1
248	269	29	1
178	270	29	1
231	270	29	1
232	270	29	1
238	270	29	2
182	271	29	1
204	271	29	2
214	271	29	1
229	271	29	1
235	271	29	2
242	271	29	1
232	272	29	2
233	272	29	1
234	272	29	1
249	272	29	1
211	273	29	1
238	273	29	1
206	274	29	1
214	274	29	2
232	274	29	1
233	274	29	2
234	274	29	1
236	274	29	1
238	274	29	1
247	274	29	1
250	274	29	2
241	275	29	1
242	275	29	2
245	275	29	1
205	276	29	1
206	276	29	1
237	276	29	1
238	276	29	1
232	277	29	1
237	277	29	1
238	277	29	1
247	277	29	2
251	277	29	2
236	278	29	1
237	278	29	1
238	278	29	1
250	278	29	1
206	279	29	1
235	279	29	1
245	279	29	1
246	279	29	1
249	279	29	1
205	280	29	2
234	280	29	1
235	280	29	1
236	280	29	1
238	280	29	1
241	280	29	1
245	280	29	1
247	280	29	1
249	280	29	2
208	281	29	1
224	281	29	2
232	281	29	1
235	281	29	1
237	281	29	1
246	281	29	1
247	281	29	2
248	281	29	1
233	282	29	2
235	282	29	2
245	282	29	1
248	282	29	1
209	283	29	1
237	283	29	1
238	283	29	1
247	283	29	1
233	284	29	2
235	284	29	1
237	284	29	1
244	284	29	1
248	284	29	2
226	285	29	1
238	285	29	2
242	285	29	1
243	285	29	1
244	285	29	3
247	285	29	2
248	285	29	1
253	285	29	1
236	286	29	1
242	286	29	1
243	286	29	1
249	286	29	1
228	287	29	1
231	287	29	1
241	287	29	1
244	287	29	1
245	287	29	1
246	287	29	1
225	288	29	2
226	288	29	1
228	288	29	3
232	288	29	1
234	288	29	1
236	288	29	1
240	288	29	1
244	288	29	1
253	288	29	1
237	290	29	1
245	290	29	1
246	290	29	1
225	291	29	2
239	291	29	1
241	291	29	1
245	291	29	1
246	291	29	1
225	292	29	1
238	292	29	2
239	292	29	1
241	292	29	1
242	292	29	1
249	292	29	1
250	292	29	4
257	292	29	1
222	293	29	1
239	293	29	2
249	293	29	3
224	294	29	2
243	294	29	1
220	295	29	2
244	295	29	1
245	295	29	1
249	296	29	1
238	297	29	2
239	297	29	1
242	297	29	2
245	297	29	1
248	297	29	1
224	298	29	1
237	298	29	1
239	298	29	1
222	299	29	1
226	299	29	2
240	299	29	1
252	299	29	1
227	300	29	2
236	300	29	1
237	300	29	2
239	300	29	2
223	301	29	2
224	301	29	2
225	301	29	1
230	301	29	1
236	301	29	1
247	301	29	1
250	302	29	2
229	250	30	2
215	252	30	1
233	252	30	1
228	253	30	2
231	253	30	1
232	253	30	1
237	253	30	1
230	254	30	1
233	254	30	1
230	255	30	1
236	255	30	1
237	255	30	1
229	256	30	1
233	256	30	1
192	257	30	1
209	257	30	2
215	257	30	1
228	257	30	1
229	257	30	1
237	257	30	1
239	257	30	1
175	258	30	1
228	258	30	1
236	258	30	1
237	258	30	1
238	258	30	1
239	258	30	1
183	259	30	1
189	259	30	1
195	259	30	1
205	259	30	1
206	259	30	1
209	259	30	1
216	259	30	1
224	259	30	1
227	259	30	1
238	259	30	1
241	259	30	2
186	260	30	1
196	260	30	1
216	260	30	2
225	260	30	1
228	260	30	1
235	260	30	1
236	260	30	2
237	260	30	1
194	261	30	1
209	261	30	2
218	261	30	1
219	261	30	1
225	261	30	1
226	261	30	2
229	261	30	1
236	261	30	1
238	261	30	2
239	261	30	1
241	261	30	2
246	261	30	1
249	261	30	2
187	262	30	2
188	262	30	1
193	262	30	1
222	262	30	2
223	262	30	1
230	262	30	1
248	262	30	3
179	263	30	1
211	263	30	1
215	263	30	1
219	263	30	1
224	263	30	1
226	263	30	1
227	263	30	1
228	263	30	1
234	263	30	2
242	263	30	1
247	263	30	1
178	264	30	2
186	264	30	1
227	264	30	1
238	264	30	1
239	264	30	1
240	264	30	1
241	264	30	1
245	264	30	1
249	264	30	1
192	265	30	1
200	265	30	2
210	265	30	1
214	265	30	1
231	265	30	2
234	265	30	1
238	265	30	1
242	265	30	1
244	265	30	1
189	266	30	1
193	266	30	2
194	266	30	1
212	266	30	1
215	266	30	1
219	266	30	1
228	266	30	1
238	266	30	1
240	266	30	1
243	266	30	1
182	267	30	1
191	267	30	1
196	267	30	1
202	267	30	1
209	267	30	1
214	267	30	2
219	267	30	1
225	267	30	1
229	267	30	1
231	267	30	1
235	267	30	1
238	267	30	1
250	267	30	1
188	268	30	1
189	268	30	2
190	268	30	1
191	268	30	1
195	268	30	1
207	268	30	1
223	268	30	1
226	268	30	1
237	268	30	1
239	268	30	3
178	269	30	1
180	269	30	1
191	269	30	2
197	269	30	3
222	269	30	1
235	269	30	1
237	269	30	2
238	269	30	1
239	269	30	1
242	269	30	1
249	269	30	1
250	269	30	1
252	269	30	1
181	270	30	1
183	270	30	1
184	270	30	1
186	270	30	1
197	270	30	3
200	270	30	2
214	270	30	1
215	270	30	1
216	270	30	1
223	270	30	1
235	270	30	1
244	270	30	1
245	270	30	1
249	270	30	1
185	271	30	1
193	271	30	3
194	271	30	1
198	271	30	1
201	271	30	1
204	271	30	1
207	271	30	1
212	271	30	1
216	271	30	1
232	271	30	1
180	272	30	1
182	272	30	1
184	272	30	2
203	272	30	1
206	272	30	1
207	272	30	2
223	272	30	2
224	272	30	1
235	272	30	2
238	272	30	1
239	272	30	1
240	272	30	2
242	272	30	3
244	272	30	1
245	272	30	1
250	272	30	1
182	273	30	2
231	273	30	1
233	273	30	2
235	273	30	2
236	273	30	1
180	274	30	1
185	274	30	1
208	274	30	1
211	274	30	1
214	274	30	2
234	274	30	1
236	274	30	1
238	274	30	1
175	275	30	1
179	275	30	1
182	275	30	1
183	275	30	1
184	275	30	1
203	275	30	2
212	275	30	1
215	275	30	1
236	275	30	1
238	275	30	1
239	275	30	1
251	275	30	1
232	276	30	1
233	276	30	1
238	276	30	1
239	276	30	1
243	276	30	1
249	276	30	1
180	277	30	1
232	277	30	2
235	277	30	1
237	277	30	1
238	277	30	3
241	277	30	1
245	277	30	2
175	278	30	1
190	278	30	1
205	278	30	1
208	278	30	1
235	278	30	1
237	278	30	1
248	278	30	1
206	279	30	1
236	279	30	1
241	279	30	1
248	279	30	1
249	279	30	1
250	279	30	1
251	279	30	2
252	279	30	1
254	279	30	1
175	280	30	1
176	280	30	1
178	280	30	2
183	280	30	1
206	280	30	2
226	280	30	1
248	280	30	2
254	280	30	1
235	281	30	1
247	281	30	1
249	281	30	1
251	281	30	1
172	282	30	1
174	282	30	1
177	282	30	2
181	282	30	1
187	282	30	1
210	282	30	1
215	282	30	1
233	282	30	1
235	282	30	1
236	282	30	1
239	282	30	1
240	282	30	2
241	282	30	1
247	282	30	2
253	282	30	1
205	283	30	1
219	283	30	1
220	283	30	2
232	283	30	2
234	283	30	1
240	283	30	1
242	283	30	1
249	283	30	2
180	284	30	1
181	284	30	1
225	284	30	1
230	284	30	2
233	284	30	1
238	284	30	1
240	284	30	1
241.666666666667	284.666666666667	31	1
242	284	30	1
243	284	30	2
244	284	30	2
220	285	30	1
222.5	285.5	30.5	1
225	285	30	1
227	285	30	1
233	285	30	2
234	285	30	1
237	285	30	1
242	285	30	1
246	285	30	1
255	285	30	2
205	286	30	2
219	286	30	1
222	286	30	1
223	286	30	1
224	286	30	1
227	286	30	1
230	286	30	1
231	286	30	1
239	286	30	1
244	286	30	1
245	286	30	1
246	286	30	1
249	286	30	1
251	286	30	1
233	287	30	1
238.5	287.5	30.5	1
246	287	30	1
255	287	30	1
221	288	30	1
225	288	30	1
234	288	30	1
235	288	30	1
236	288	30	2
239	288	30	2
244	288	30	1
246	288	30	1
248	288	30	1
250	288	30	2
252	288	30	1
201	289	30	1
221	289	30	1
226	289	30	1
232	289	30	1
234	289	30	1
239	289	30	2
245	289	30	1
246	289	30	2
247	289	30	1
248	289	30	1
250	289	30	1
252	289	30	1
220	290	30	2
224	290	30	1
231	290	30	1
232	290	30	1
239	290	30	1
241	290	30	1
246	290	30	1
232	291	30	1
235	291	30	1
239	291	30	1
248	291	30	1
251	291	30	1
194	292	30	1
220	292	30	1
223	292	30	2
224	292	30	1
226	292	30	1
237	292	30	1
238	292	30	2
241	292	30	1
243	292	30	1
245	292	30	2
247	292	30	1
248	292	30	1
251	292	30	1
223	293	30	1
225	293	30	2
229	293	30	2
233	293	30	2
236	293	30	1
238	293	30	1
241	293	30	2
244	293	30	1
247	293	30	1
253	293	30	2
225	294	30	1
226	294	30	2
227	294	30	1
229	294	30	1
230	294	30	1
231	294	30	2
233	294	30	1
236	294	30	1
241	294	30	1
251	294	30	1
253	294	30	1
258	294	30	1
221	295	30	1
226	295	30	1
234	295	30	4
244	295	30	1
251	295	30	1
252	295	30	2
255	295	30	1
257	295	30	1
186	296	30	1
220	296	30	1
226	296	30	1
239	296	30	1
243	296	30	1
246	296	30	1
247	296	30	2
252	296	30	1
223	297	30	2
239	297	30	1
243	297	30	1
246	297	30	2
215	298	30	2
222	298	30	1
225	298	30	1
227	298	30	1
233	298	30	1
237	298	30	1
250	298	30	2
216	299	30	1
218	299	30	1
221	299	30	1
224	299	30	1
225	299	30	2
230	299	30	1
236	299	30	1
240	299	30	1
247	299	30	1
250	299	30	1
222	300	30	1
226	300	30	1
231	300	30	1
233	300	30	1
242	300	30	1
249	300	30	1
235	301	30	1
240	301	30	1
243	301	30	1
244	301	30	2
245	301	30	1
226	302	30	1
229	302	30	1
239	302	30	1
240	302	30	1
242	302	30	1
248	302	30	1
217	303	30	2
225	303	30	1
237	303	30	1
240	303	30	1
241	303	30	1
220	304	30	1
233	304	30	1
234	304	30	2
235	304	30	3
236	304	30	1
233	305	30	1
238	305	30	1
236	306	30	1
240	306	30	1
226	249	31	1
224	250	31	2
224	253	31	2
228	253	31	1
237	253	31	1
238	253	31	1
229	254	31	1
231	254	31	1
235	254	31	1
238	254	31	1
195	255	31	1
226	255	31	1
234	255	31	1
235	255	31	1
236	255	31	1
207	256	31	1
216	256	31	2
236	256	31	1
214	257	31	1
236	257	31	1
239	257	31	1
240	257	31	1
188	258	31	1
190	258	31	1
215	258	31	1
227	258	31	1
228	258	31	2
231	258	31	1
237	258	31	1
188	259	31	1
216	259	31	3
218	259	31	1
227	259	31	1
212	260	31	2
218	260	31	2
235	260	31	2
239	260	31	1
242	260	31	2
181	261	31	1
184	261	31	1
188	261	31	1
193	261	31	2
224	261	31	1
230	261	31	1
243	261	31	1
186	262	31	1
210	262	31	3
219	262	31	1
220	262	31	2
233	262	31	1
242	262	31	1
248	262	31	1
186	263	31	1
198	263	31	1
211	263	31	1
215	263	31	1
217	263	31	2
222	263	31	1
226	263	31	1
234	263	31	1
238	263	31	2
185	264	31	1
188	264	31	2
197	264	31	1
209	264	31	1
214	264	31	1
215	264	31	1
217	264	31	2
218	264	31	1
221	264	31	1
222	264	31	1
223	264	31	2
224	264	31	1
232	264	31	1
240	264	31	1
194	265	31	2
200	265	31	1
213	265	31	1
222	265	31	1
223	265	31	1
229	265	31	3
233	265	31	1
234	265	31	1
245	265	31	1
248	265	31	1
186	266	31	1
187	266	31	2
194	266	31	1
211	266	31	1
213	266	31	1
219	266	31	1
221	266	31	2
228	266	31	1
232	266	31	2
243	266	31	1
247	266	31	1
248	266	31	2
251	266	31	2
176	267	31	1
177	267	31	1
186	267	31	1
197	267	31	1
199	267	31	1
217	267	31	2
222	267	31	1
227	267	31	1
233	267	31	1
235	267	31	1
238	267	31	1
244	267	31	1
246	267	31	2
215	268	31	2
220	268	31	1
225	268	31	1
231	268	31	1
234	268	31	1
240	268	31	1
243	268	31	2
244	268	31	1
245	268	31	1
247	268	31	1
183	269	31	1
193	269	31	1
194	269	31	1
209	269	31	1
210	269	31	1
213	269	31	1
214	269	31	1
242	269	31	1
243	269	31	1
249	269	31	1
252	269	31	1
181	270	31	1
207	270	31	1
212	270	31	1
215	270	31	1
216	270	31	1
242	270	31	1
249	270	31	1
172	271	31	1
176	271	31	1
182	271	31	1
184	271	31	1
203	271	31	1
215	271	31	1
216	271	31	1
235	271	31	1
244	271	31	1
245	271	31	1
246	271	31	1
182	272	31	1
184	272	31	1
185	272	31	2
204	272	31	1
208	272	31	1
212	272	31	1
216	272	31	1
218	272	31	3
225	272	31	1
226	272	31	1
241	272	31	1
248	272	31	1
181	273	31	1
207	273	31	1
210	273	31	1
212	273	31	1
229	273	31	1
237	273	31	1
239	273	31	1
175	274	31	1
180	274	31	1
210	274	31	1
213	274	31	2
214	274	31	1
216	274	31	1
225	274	31	1
226	274	31	2
230	274	31	1
232	274	31	1
239	274	31	1
241	274	31	1
247	274	31	1
184	275	31	1
211	275	31	1
229	275	31	2
237	275	31	1
205	276	31	1
226	276	31	2
233	276	31	1
236	276	31	1
239	276	31	2
241	276	31	1
243	276	31	1
244	276	31	1
253	276	31	1
233	277	31	1
244	277	31	1
174	278	31	1
177	278	31	1
178	278	31	2
180	278	31	1
238	278	31	2
240	278	31	1
245	278	31	1
246	278	31	1
175	279	31	1
180	279	31	1
207	279	31	1
208	279	31	1
236	279	31	1
246	279	31	1
249	279	31	1
254	279	31	1
176	280	31	1
208	280	31	1
219	280	31	1
236	280	31	1
246	280	31	1
247	280	31	1
248	280	31	1
251	280	31	1
179	281	31	1
181	281	31	1
204	281	31	1
220	281	31	2
223	281	31	1
228	281	31	1
235	281	31	1
240	281	31	1
254	281	31	1
175	282	31	1
179	282	31	1
181	282	31	1
221	282	31	3
234	282	31	1
235	282	31	2
238	282	31	1
241	282	31	1
245	282	31	1
248	282	31	1
249	282	31	1
253	282	31	2
254	282	31	1
256	282	31	1
209	283	31	1
218	283	31	2
219	283	31	1
223	283	31	1
224	283	31	2
231	283	31	1
235	283	31	1
236	283	31	1
243	283	31	3
251	283	31	4
253	283	31	1
175	284	31	1
177	284	31	1
179	284	31	1
180	284	31	1
219	284	31	2
222	284	31	1
236	284	31	1
238	284	31	1
241	284	31	2
249	284	31	1
250	284	31	1
256	284	31	1
173	285	31	2
177	285	31	2
178	285	31	1
218	285	31	3
219	285	31	1
220	285	31	1
224	285	31	1
225	285	31	2
226	285	31	3
234	285	31	2
235	285	31	1
240	285	31	1
244	285	31	1
247	285	31	1
248	285	31	1
253	285	31	1
218	286	31	1
221	286	31	1
225	286	31	1
237	286	31	1
240	286	31	1
246	286	31	1
220	287	31	1
221	287	31	1
227	287	31	1
230	287	31	1
236	287	31	1
237	287	31	1
238	287	31	1
248	287	31	1
250	287	31	1
252	287	31	1
221	288	31	2
223	288	31	1
228	288	31	1
230	288	31	1
233	288	31	1
241	288	31	1
253	288	31	1
185	289	31	1
200	289	31	2
205	289	31	1
224	289	31	1
227	289	31	2
233	289	31	1
234	289	31	1
235	289	31	1
241	289	31	1
244	289	31	1
250	289	31	1
221	290	31	1
225	290	31	1
226	290	31	2
227	290	31	1
231	290	31	2
232	290	31	2
240	290	31	1
243	290	31	1
250	290	31	1
197	291	31	1
198	291	31	1
199	291	31	2
223	291	31	1
231	291	31	1
235	291	31	1
237	291	31	1
238	291	31	1
240	291	31	1
247	291	31	1
248	291	31	1
249	291	31	1
254	291	31	2
226	292	31	2
230	292	31	1
235	292	31	1
236	292	31	1
238	292	31	2
246	292	31	1
251	292	31	1
253	292	31	1
257	292	31	1
221	293	31	1
229	293	31	1
231	293	31	1
234	293	31	1
235	293	31	2
237	293	31	1
239	293	31	1
247	293	31	1
256	293	31	1
209	294	31	1
222	294	31	1
226	294	31	2
228	294	31	1
233	294	31	1
237	294	31	3
243	294	31	1
244	294	31	3
245	294	31	4
250	294	31	1
253	294	31	1
221	295	31	1
222	295	31	2
231	295	31	1
232	295	31	2
234	295	31	1
247	295	31	1
250	295	31	2
252	295	31	1
188	296	31	1
225	296	31	2
228	296	31	1
229	296	31	1
235	296	31	1
236	296	31	1
240	296	31	1
