x	y	z	Detoxification of Reactive Oxygen Species
133	263	20	2
163	263	20	1
210	263	20	1
254	264	20	2
264	264	20	1
134	265	20	1
147	265	20	1
163	265	20	1
166	265	20	3
179	265	20	2
236	265	20	1
120	266	20	1
126	266	20	1
170	266	20	1
184	266	20	1
117	267	20	2
132	267	20	1
266	267	20	1
109	268	20	2
141	268	20	1
145	268	20	1
146	268	20	1
209	268	20	1
213	268	20	1
159	269	20	1
167	269	20	2
184	269	20	1
214	269	20	1
100	270	20	1
113	270	20	2
250	270	20	1
261	270	20	1
119	271	20	1
152	271	20	1
159	271	20	1
201	271	20	1
222	271	20	3
107	272	20	1
113	272	20	1
115	272	20	1
135	272	20	1
144	272	20	2
162	272	20	2
166	272	20	1
168	272	20	1
225	272	20	1
264	272	20	2
117	273	20	1
152	273	20	1
211	273	20	1
220	273	20	1
170	274	20	1
185	274	20	3
226	274	20	3
154	275	20	1
169	275	20	2
174	275	20	1
176	275	20	1
205	275	20	1
226	275	20	1
136	276	20	1
167	276	20	1
170	276	20	1
174	276	20	1
231	276	20	1
246	276	20	1
266	276	20	1
140	277	20	1
177	277	20	1
219	277	20	2
227	277	20	1
262	277	20	1
150	279	20	1
171	279	20	2
186	279	20	2
218	279	20	1
224	279	20	1
225	279	20	2
228	279	20	1
232	279	20	2
241	279	20	1
269	279	20	1
163	280	20	1
173	280	20	1
197	280	20	1
224	280	20	1
256	280	20	1
147	281	20	1
166	281	20	1
214	281	20	1
216	281	20	1
218	281	20	1
226	281	20	1
116	282	20	1
152	282	20	1
181	282	20	1
219	282	20	1
269	282	20	2
165	283	20	1
179	283	20	1
189	283	20	2
217	283	20	1
219	283	20	1
226	283	20	1
232	283	20	1
153	284	20	1
163	284	20	3
109	285	20	1
119	285	20	1
137	285	20	1
157	285	20	2
171	285	20	3
210	285	20	1
223	285	20	1
231	285	20	1
129	286	20	1
213	286	20	1
271	286	20	1
129	287	20	2
146	287	20	2
199	287	20	1
205	287	20	1
220	287	20	1
224	287	20	2
269	287	20	1
113	288	20	1
121	288	20	1
126	288	20	1
136	288	20	1
162	288	20	1
167	288	20	2
225	288	20	1
230	288	20	1
238	288	20	1
124	289	20	1
147	289	20	1
149	289	20	1
201	289	20	1
221	289	20	2
271	289	20	1
140	290	20	1
271	290	20	1
117	291	20	1
163	291	20	1
112	292	20	1
129	292	20	1
146	292	20	1
189	292	20	1
199	292	20	1
217	292	20	2
237	292	20	1
242	292	20	1
268	292	20	2
117	293	20	1
134	293	20	1
148	293	20	1
204	293	20	1
225	293	20	1
261	293	20	1
118	294	20	1
141	294	20	1
177	294	20	1
211	294	20	1
214	294	20	1
220	294	20	1
116	295	20	1
173	295	20	1
271	295	20	1
163	296	20	1
170	296	20	1
187	296	20	2
151	297	20	2
161	297	20	1
249	297	20	1
110	298	20	1
123	298	20	1
153	298	20	1
177	298	20	1
189	298	20	1
203	298	20	2
230	298	20	1
129	299	20	1
179	299	20	3
194	299	20	1
219	299	20	1
243	299	20	1
139	300	20	1
232	300	20	1
114	301	20	1
149	301	20	1
155	301	20	1
159	301	20	2
216	301	20	1
114	302	20	2
116	302	20	1
167	302	20	3
219	302	20	1
252	302	20	1
257	302	20	1
264	302	20	1
149	304	20	2
166	304	20	1
124	305	20	1
236	305	20	1
249	305	20	1
252	305	20	1
136	306	20	1
191	306	20	1
209	306	20	1
249	306	20	2
100	307	20	1
124	307	20	2
182	307	20	1
238	307	20	1
241	307	20	1
103	308	20	1
201	308	20	1
229	308	20	1
249	308	20	1
257	308	20	1
124	309	20	2
134	309	20	1
201	309	20	1
205	309	20	1
238	309	20	1
239	309	20	2
260	309	20	1
118	310	20	2
144	310	20	1
182	310	20	1
185	310	20	1
107	311	20	1
201	311	20	2
202	312	20	1
233	312	20	1
256	312	20	1
258	312	20	1
260	312	20	1
158	313	20	1
174	313	20	1
229	313	20	1
142	314	20	1
259	314	20	1
268	314	20	1
148	315	20	1
150	315	20	1
159	315	20	2
169	315	20	1
198	315	20	1
215	315	20	1
240	315	20	1
243	315	20	1
256	315	20	1
259	315	20	1
262	315	20	2
98	316	20	1
119	316	20	1
131	316	20	1
228	316	20	1
234	316	20	1
115	317	20	2
232	317	20	2
267	317	20	1
113	318	20	4
129	318	20	2
133	318	20	2
172	318	20	1
187	318	20	1
237	318	20	1
258	318	20	1
260	318	20	1
261	318	20	1
140	319	20	1
168	319	20	2
218	319	20	1
179	320	20	2
180	320	20	1
241	320	20	2
94	321	20	1
112	321	20	1
195	321	20	1
210	321	20	1
237	321	20	1
254	321	20	1
256	321	20	1
257	321	20	1
157	322	20	1
185	322	20	2
226	322	20	1
99	323	20	1
111	323	20	2
164	323	20	1
177	323	20	2
180	323	20	1
193	323	20	2
214	323	20	1
233	323	20	1
236	323	20	1
264	323	20	1
135	324	20	1
161	324	20	1
165	324	20	2
193	324	20	1
198	324	20	1
224	324	20	2
196	325	20	1
216	325	20	1
128	326	20	1
130	326	20	1
199	326	20	1
212	326	20	1
145	327	20	1
179	327	20	1
256	327	20	1
135	328	20	1
198	328	20	1
200	328	20	1
212	328	20	1
257	328	20	1
117	329	20	1
169	329	20	1
179	329	20	1
187	329	20	1
199	329	20	2
124	330	20	1
118	331	20	2
180	331	20	1
249	331	20	2
104	332	20	1
113	332	20	1
150	332	20	2
179	332	20	1
199	332	20	1
209	332	20	1
260	332	20	1
96	333	20	1
137	333	20	1
161	333	20	1
174	333	20	1
175	333	20	2
176	333	20	1
193	333	20	1
204	333	20	1
227	333	20	1
244	333	20	1
261	333	20	1
131	334	20	1
224	334	20	2
244	334	20	1
253	334	20	1
210	335	20	4
134	336	20	1
137	336	20	2
169	336	20	1
200	336	20	1
205	336	20	1
230	336	20	1
233	337	20	1
236	337	20	2
246	337	20	1
242	339	20	1
249	339	20	1
225	340	20	1
242	340	20	1
167	341	20	1
173	341	20	1
234	341	20	1
238	341	20	1
242	341	20	1
246	341	20	1
185	342	20	1
217	342	20	1
178	344	20	2
181	344	20	1
216	344	20	1
223	345	20	1
240	345	20	1
241	345	20	2
162	346	20	1
217	346	20	1
243	346	20	1
190	347	20	1
192	348	20	2
236	348	20	1
235	349	20	3
184	350	20	1
221	350	20	1
203	351	20	1
206	351	20	1
186	352	20	1
197	352	20	1
165	353	20	1
173	353	20	1
224	353	20	1
231	353	20	1
170	354	20	1
178	354	20	1
208	354	20	1
180	357	20	1
182	357	20	1
215	357	20	1
169	358	20	1
175	359	20	1
191	359	20	1
176	360	20	2
180	360	20	1
186	360	20	1
205	361	20	1
172	224	21	2
175	225	21	1
177	225	21	1
155	226	21	1
146	228	21	1
161	228	21	1
182	228	21	1
154	229	21	1
154	230	21	1
173	230	21	1
136	233	21	1
131	236	21	1
133	236	21	1
141	236	21	2
146	236	21	1
127	237	21	1
131	237	21	1
137	237	21	1
154	237	21	1
132	238	21	1
148	238	21	1
131	239	21	2
126	240	21	1
128	240	21	1
130	240	21	1
146	240	21	1
171	240	21	1
241	240	21	2
147	241	21	1
126	242	21	1
116	243	21	1
146	243	21	1
213	243	21	1
135	244	21	1
102	245	21	2
217	245	21	1
149	247	21	1
232	247	21	1
212	248	21	1
218	249	21	1
126	250	21	2
131	250	21	1
117	251	21	1
217	251	21	2
158	252	21	1
201	252	21	2
219	252	21	1
228	254	21	1
161	255	21	1
225	255	21	1
122	256	21	1
160	260	21	1
181	260	21	1
231	260	21	1
130	261	21	1
201	261	21	1
137	262	21	1
189	262	21	1
133	263	21	1
219	263	21	1
163	264	21	1
161	265	21	1
215	265	21	1
139	266	21	1
160	268	21	1
124	269	21	2
177	269	21	1
178	269	21	2
120	270	21	1
126	270	21	1
156	270	21	1
235	270	21	1
120	271	21	1
174	271	21	1
125	272	21	1
149	272	21	1
158	272	21	1
120	273	21	1
164	273	21	2
178	273	21	1
113	274	21	1
134	274	21	1
114	275	21	1
219	275	21	1
136	276	21	1
169	276	21	1
119	277	21	2
169	277	21	1
174	277	21	2
218	277	21	1
171	278	21	1
170	279	21	1
176	279	21	2
178	279	21	1
216	279	21	1
167	280	21	1
204	280	21	1
175	281	21	2
219	281	21	1
225	281	21	1
170	282	21	1
216	283	21	1
217	283	21	1
123	285	21	1
180	285	21	1
223	285	21	1
152	287	21	1
220	287	21	1
221	287	21	1
134	288	21	1
217	288	21	2
220	288	21	1
224	288	21	2
271	288	21	1
225	289	21	1
220	290	21	1
221	290	21	1
244	292	21	1
217	293	21	3
187	294	21	1
193	294	21	1
235	294	21	1
269	294	21	1
215	295	21	1
217	295	21	1
271	295	21	1
126	296	21	1
194	297	21	1
214	297	21	1
230	298	21	1
211	300	21	1
214	300	21	2
210	301	21	2
252	301	21	2
189	302	21	1
264	302	21	1
211	303	21	3
239	303	21	1
187	304	21	1
242	305	21	1
208	306	21	2
234	306	21	1
258	306	21	1
207	307	21	1
243	307	21	1
260	307	21	1
205	308	21	1
240	308	21	1
100	309	21	1
170	309	21	1
209	309	21	1
242	309	21	1
264	309	21	1
93	311	21	1
204	311	21	1
212	311	21	1
201	312	21	1
256	312	21	2
257	312	21	1
260	313	21	1
262	313	21	1
175	314	21	1
182	314	21	1
203	314	21	1
115	315	21	3
211	315	21	1
214	315	21	1
257	315	21	2
208	316	21	1
166	317	21	1
232	317	21	1
264	317	21	1
170	318	21	3
177	318	21	1
182	318	21	1
264	318	21	1
266	318	21	1
184	319	21	1
258	319	21	2
261	319	21	1
118	321	21	1
260	321	21	1
187	322	21	1
199	322	21	1
126	323	21	2
192	323	21	1
200	323	21	1
243	323	21	1
149	324	21	1
162	324	21	1
186	325	21	1
187	325	21	1
94	327	21	1
156	327	21	1
173	328	21	3
99	329	21	1
157	329	21	1
98	330	21	2
228	330	21	2
257	331	21	1
260	331	21	2
260	332	21	1
261	332	21	1
181	333	21	1
121	334	21	1
260	334	21	1
178	336	21	1
183	336	21	1
260	336	21	1
176	338	21	1
240	338	21	1
148	339	21	1
189	339	21	1
163	340	21	1
175	340	21	1
169	342	21	1
239	342	21	1
236	348	21	1
173	349	21	1
212	349	21	1
231	350	21	1
181	355	21	1
168	359	21	1
154	228	22	2
136	235	22	1
148	235	22	1
132	236	22	1
136	236	22	1
140	236	22	1
133	237	22	1
135	237	22	1
143	237	22	2
129	238	22	1
134	238	22	1
139	238	22	1
144	239	22	1
141	240	22	1
154	240	22	1
133	241	22	1
137	241	22	1
139	241	22	1
146	241	22	1
129	242	22	1
132	242	22	1
149	243	22	1
133	245	22	1
135	247	22	1
221	254	22	1
199	257	22	2
237	257	22	1
197	258	22	1
161	263	22	2
119	267	22	1
121	268	22	1
122	268	22	1
165	268	22	1
155	269	22	1
159	269	22	1
127	270	22	1
164	271	22	1
165	271	22	1
168	272	22	2
177	272	22	1
165	273	22	1
170	273	22	2
165	274	22	1
169	274	22	1
174	274	22	1
177	276	22	1
171	279	22	1
226	279	22	2
230	279	22	2
167	280	22	1
170	280	22	1
227	280	22	1
172	281	22	2
170	282	22	2
175	282	22	1
202	284	22	1
221	287	22	2
271	287	22	1
219	288	22	3
224	288	22	1
198	290	22	1
217	290	22	1
219	292	22	1
215	296	22	1
217	297	22	1
268	297	22	1
212	303	22	1
210	304	22	1
232	306	22	1
182	307	22	1
204	307	22	2
205	307	22	1
234	307	22	1
238	307	22	1
203	308	22	1
207	308	22	1
201	309	22	1
208	309	22	1
231	309	22	1
250	310	22	1
176	312	22	2
236	314	22	1
179	315	22	1
226	315	22	1
263	315	22	1
179	317	22	1
258	318	22	1
184	320	22	1
260	320	22	1
191	321	22	1
256	321	22	1
257	321	22	1
185	323	22	1
197	323	22	1
261	323	22	1
181	324	22	1
183	324	22	2
196	324	22	1
202	326	22	1
201	329	22	1
103	330	22	1
94	331	22	1
181	331	22	2
179	339	22	2
235	340	22	1
240	343	22	2
242	343	22	1
245	343	22	1
242	344	22	1
156	225	23	1
175	225	23	1
157	228	23	1
157	229	23	1
156	230	23	1
158	231	23	1
138	234	23	1
143	234	23	2
146	234	23	1
148	235	23	1
146	236	23	1
142	237	23	1
130	238	23	1
133	238	23	1
140	238	23	1
217	238	23	1
142	240	23	1
141	241	23	1
145	241	23	1
149	241	23	1
213	242	23	1
219	251	23	1
196	254	23	1
223	254	23	1
226	255	23	1
231	255	23	1
163	256	23	1
197	259	23	2
220	262	23	1
119	263	23	1
218	263	23	2
121	267	23	1
122	269	23	1
120	270	23	1
165	273	23	1
173	275	23	1
179	276	23	1
166	277	23	1
168	278	23	1
169	278	23	2
170	279	23	2
179	279	23	1
173	282	23	1
176	282	23	2
271	286	23	1
220	291	23	1
269	291	23	1
271	292	23	1
220	293	23	1
266	294	23	1
269	294	23	2
215	296	23	2
218	296	23	1
266	298	23	1
267	298	23	2
190	299	23	1
267	299	23	1
266	302	23	1
212	304	23	2
234	305	23	2
183	306	23	1
206	306	23	1
267	306	23	1
185	307	23	1
207	307	23	1
241	307	23	1
266	308	23	1
176	310	23	1
240	311	23	2
175	312	23	1
260	312	23	1
261	312	23	1
176	313	23	1
245	315	23	2
258	315	23	1
264	316	23	1
184	318	23	1
254	318	23	1
257	318	23	1
259	318	23	2
258	319	23	1
183	321	23	1
236	322	23	1
182	323	23	2
185	323	23	1
182	325	23	1
192	326	23	1
99	327	23	1
184	327	23	1
259	327	23	1
94	328	23	1
96	329	23	1
259	330	23	2
102	331	23	1
180	332	23	1
175	336	23	2
260	336	23	1
240	342	23	1
242	342	23	2
182	221	24	1
179	222	24	1
181	222	24	1
178	223	24	1
180	223	24	1
179	224	24	1
160	225	24	1
157	226	24	1
174	226	24	1
156	229	24	1
157	229	24	1
138	234	24	1
143	234	24	2
146	234	24	1
140	236	24	1
144	236	24	1
146	236	24	1
149	238	24	1
151	238	24	1
145	239	24	1
132	240	24	1
145	240	24	2
132	241	24	1
134	243	24	1
141	243	24	1
149	243	24	2
146	244	24	1
135	245	24	2
227	246	24	1
139	249	24	1
216	249	24	1
230	249	24	1
220	253	24	1
140	255	24	1
163	256	24	1
118	260	24	1
120	261	24	1
198	261	24	1
118	262	24	1
119	262	24	1
124	262	24	1
122	264	24	1
163	264	24	1
119	265	24	1
127	265	24	1
165	267	24	1
166	268	24	1
156	269	24	2
162	269	24	1
165	269	24	1
184	270	24	1
181	271	24	1
177	273	24	1
169	274	24	2
179	274	24	1
166	275	24	1
178	276	24	1
181	276	24	1
177	277	24	1
168	278	24	1
178	278	24	1
179	278	24	1
168	279	24	1
173	279	24	1
172	280	24	1
174	280	24	1
168	281	24	1
174	281	24	1
204	283	24	2
177	284	24	1
206	284	24	3
276	287	24	1
275	288	24	1
277	288	24	3
275	289	24	1
276	289	24	2
225	290	24	2
270	290	24	1
197	291	24	1
198	291	24	1
222	291	24	2
275	291	24	1
237	294	24	1
266	295	24	1
271	295	24	1
191	296	24	2
268	298	24	1
236	299	24	1
238	301	24	1
267	301	24	1
235	302	24	1
263	302	24	1
237	303	24	1
235	304	24	1
262	306	24	1
263	308	24	1
264	308	24	2
232	309	24	1
237	309	24	1
257	309	24	2
204	310	24	2
240	312	24	1
257	312	24	1
177	313	24	2
234	314	24	1
257	314	24	1
177	315	24	1
211	315	24	1
258	316	24	1
167	318	24	2
169	318	24	1
262	319	24	2
166	320	24	2
182	320	24	1
187	320	24	1
164	321	24	1
165	321	24	2
186	321	24	1
238	321	24	1
237	322	24	1
195	323	24	1
161	324	24	1
258	326	24	2
201	327	24	1
97	330	24	1
260	331	24	2
257	332	24	1
259	334	24	1
259	335	24	1
259	337	24	1
186	360	24	1
179	222	25	1
181	223	25	1
155	229	25	2
155	231	25	1
161	232	25	1
140	234	25	1
134	235	25	2
135	235	25	1
140	235	25	1
144	235	25	1
150	235	25	1
135	236	25	1
133	237	25	1
139	237	25	1
141	237	25	3
145	237	25	1
247	237	25	1
246	238	25	1
134	239	25	2
136	239	25	1
138	239	25	1
237	241	25	1
135	244	25	1
139	248	25	1
230	248	25	1
121	259	25	1
198	259	25	1
223	260	25	1
122	261	25	1
261	266	25	3
177	276	25	1
178	276	25	1
165	277	25	1
173	278	25	1
273	279	25	1
165	282	25	1
172	282	25	1
277	288	25	1
199	289	25	2
268	292	25	1
270	293	25	1
266	296	25	1
269	296	25	2
268	298	25	1
268	299	25	1
237	300	25	1
240	301	25	2
262	301	25	1
265	301	25	1
230	309	25	2
262	309	25	3
233	311	25	1
258	311	25	2
208	312	25	1
260	312	25	1
232	314	25	1
256	316	25	1
262	316	25	1
258	318	25	1
261	318	25	2
240	320	25	1
241	320	25	1
241	321	25	1
188	327	25	1
180	222	26	1
182	222	26	1
180	223	26	1
181	223	26	1
157	229	26	1
168	230	26	1
156	231	26	2
142	234	26	1
145	235	26	1
145	236	26	1
134	237	26	1
140	237	26	1
249	237	26	1
248	238	26	2
240	239	26	1
134	240	26	1
132	242	26	2
132	243	26	2
125	267	26	1
120	268	26	1
211	268	26	2
119	269	26	1
121	269	26	1
122	270	26	1
172	276	26	2
178	277	26	1
171	279	26	1
176	279	26	1
165	280	26	1
169	281	26	1
273	281	26	1
177	282	26	1
274	282	26	1
275	282	26	1
176	283	26	1
266	297	26	2
235	298	26	1
231	309	26	2
230	310	26	1
260	311	26	1
209	312	26	1
243	312	26	1
257	312	26	1
209	313	26	1
262	314	26	1
261	315	26	1
257	316	26	1
258	317	26	1
242	322	26	1
186	359	26	1
186	360	26	1
183	222	27	1
161	231	27	1
164	232	27	1
166	232	27	1
155	233	27	1
250	235	27	1
136	237	27	1
138	237	27	1
241	237	27	1
243	237	27	1
138	238	27	1
146	238	27	1
243	238	27	1
249	238	27	1
132	239	27	1
182	239	27	1
234	239	27	1
243	239	27	2
139	240	27	1
242	240	27	1
226	241	27	1
228	249	27	2
227	251	27	1
229	251	27	2
226	252	27	1
125	257	27	1
122	258	27	1
125	267	27	1
121	268	27	1
122	270	27	1
123	270	27	1
126	270	27	1
127	271	27	1
174	276	27	1
174	279	27	1
274	280	27	1
274	281	27	1
165	282	27	1
175	282	27	1
178	282	27	1
274	282	27	1
178	283	27	1
272	283	27	1
274	284	27	1
178	286	27	1
271	291	27	1
269	293	27	3
199	299	27	1
232	302	27	1
264	302	27	1
235	308	27	1
240	308	27	1
233	309	27	1
230	310	27	1
209	311	27	1
259	312	27	2
259	313	27	1
202	314	27	1
208	314	27	1
258	316	27	2
259	316	27	1
239	318	27	1
236	324	27	1
261	324	27	1
233	326	27	2
259	330	27	1
183	361	27	2
115	228	28	1
164	231	28	1
165	231	28	1
156	233	28	2
153	235	28	1
244	235	28	1
138	236	28	1
251	236	28	1
138	237	28	1
243	237	28	1
248	237	28	1
249	237	28	1
185	238	28	1
244	238	28	1
246	238	28	1
144	239	28	1
232	239	28	1
244	239	28	1
139	241	28	1
185	241	28	1
186	241	28	1
227	243	28	1
189	244	28	1
234	249	28	1
235	250	28	2
126	251	28	1
193	251	28	1
124	252	28	1
127	252	28	1
124	254	28	1
127	256	28	1
134	257	28	1
127	270	28	1
121	271	28	1
170	271	28	2
129	275	28	1
175	277	28	1
128	278	28	1
172	280	28	2
275	280	28	1
276	280	28	1
165	282	28	1
177	282	28	2
178	282	28	1
275	282	28	1
173	283	28	1
275	283	28	1
274	284	28	1
275	284	28	1
169	285	28	2
166	287	28	1
168	288	28	1
270	290	28	1
228	307	28	1
208	310	28	1
211	311	28	1
257	312	28	2
211	313	28	1
259	315	28	2
242	317	28	1
96	327	28	1
133	328	28	1
96	331	28	1
218	360	28	1
160	233	29	1
250	236	29	1
142	237	29	1
249	237	29	1
250	237	29	1
251	238	29	1
183	239	29	1
186	239	29	1
115	240	29	1
181	240	29	1
237	242	29	1
190	243	29	1
186	244	29	1
189	244	29	3
191	245	29	2
193	247	29	1
127	253	29	1
125	257	29	1
132	259	29	1
135	263	29	1
261	267	29	1
261	268	29	1
123	270	29	1
168	270	29	2
124	271	29	1
125	272	29	1
137	272	29	2
167	273	29	1
168	275	29	1
167	278	29	1
164	280	29	1
274	282	29	1
165	283	29	1
174	283	29	1
176	285	29	1
169	286	29	1
167	287	29	1
169	287	29	1
176	295	29	1
177	296	29	2
183	300	29	1
235	304	29	1
204	307	29	2
235	307	29	1
206	308	29	1
111	310	29	1
203	310	29	1
211	311	29	1
211	312	29	1
205	313	29	1
221	313	29	1
258	313	29	1
207	314	29	1
245	315	29	1
241	316	29	1
259	317	29	1
241	318	29	1
123	325	29	1
93	327	29	1
125	327	29	1
95	328	29	1
134	329	29	1
95	330	29	1
97	330	29	1
143	332	29	1
95	333	29	1
191	346	29	1
220	360	29	1
114	226	30	1
112	227	30	1
176	237	30	1
117	239	30	1
172	239	30	1
182	239	30	1
177	240	30	1
178	240	30	2
189	241	30	1
189	242	30	1
189	243	30	1
193	244	30	2
191	245	30	1
148	253	30	2
125	255	30	1
250	255	30	2
127	256	30	1
129	256	30	1
123	257	30	1
131	260	30	1
128	265	30	1
259	266	30	1
125	270	30	1
137	270	30	2
168	270	30	1
122	271	30	1
139	271	30	1
125	272	30	1
129	272	30	1
124	273	30	1
138	273	30	1
167	273	30	3
168	273	30	1
142	277	30	1
168	278	30	1
164	280	30	1
276	280	30	1
276	281	30	2
276	282	30	1
164	283	30	1
165	283	30	1
275	284	30	1
276	284	30	1
276	285	30	1
180	299	30	2
194	305	30	1
194	306	30	1
198	307	30	1
207	311	30	2
247	311	30	1
208	312	30	2
225	312	30	1
97	331	30	1
98	331	30	1
218	361	30	1
190	232	31	1
178	240	31	3
179	240	31	2
178	241	31	1
187	241	31	1
188	243	31	1
173	245	31	1
188	245	31	1
190	245	31	1
123	256	31	1
128	256	31	1
129	259	31	1
148	259	31	1
258	262	31	1
256	263	31	1
127	264	31	1
129	265	31	1
258	265	31	1
259	266	31	1
127	269	31	1
129	271	31	1
163	271	31	1
135	272	31	1
163	273	31	3
168	277	31	1
262	279	31	1
159	281	31	1
159	282	31	2
162	282	31	1
259	282	31	1
261	282	31	3
162	284	31	1
166	284	31	1
167	284	31	1
274	284	31	1
276	284	31	1
165	285	31	1
166	285	31	1
276	285	31	2
166	288	31	1
169	288	31	1
182	298	31	1
181	301	31	1
198	306	31	3
197	307	31	1
206	307	31	1
188	308	31	1
193	308	31	1
197	308	31	1
190	309	31	1
206	309	31	1
198	310	31	2
210	311	31	2
225	312	31	2
190	313	31	1
242	322	31	1
98	326	31	1
92	327	31	1
96	328	31	1
96	331	31	1
96	333	31	1
219	363	31	2
114	226	32	1
181	242	32	2
186	242	32	2
174	243	32	1
176	243	32	1
172	244	32	1
173	244	32	2
176	244	32	1
182	244	32	1
190	244	32	1
193	246	32	1
250	255	32	1
147	257	32	1
149	257	32	1
256	261	32	1
261	263	32	1
126	264	32	2
259	265	32	1
262	265	32	3
259	267	32	1
260	268	32	1
259	269	32	1
125	271	32	1
260	271	32	1
140	273	32	1
167	274	32	1
158	279	32	1
161	279	32	1
262	282	32	1
276	282	32	1
163	283	32	1
163	286	32	1
162	287	32	1
165	295	32	1
116	304	32	2
114	308	32	1
194	308	32	1
195	308	32	1
186	309	32	1
188	309	32	1
196	310	32	1
193	312	32	1
207	312	32	1
247	312	32	1
225	313	32	1
197	316	32	1
243	317	32	2
236	322	32	1
92	330	32	1
94	331	32	1
184	336	32	3
188	346	32	1
186	347	32	1
188	348	32	1
179	360	32	1
175	243	33	1
181	244	33	1
178	245	33	1
184	245	33	1
200	246	33	1
210	246	33	1
147	257	33	1
252	258	33	1
254	258	33	1
252	259	33	1
131	260	33	1
149	260	33	1
255	260	33	1
258	260	33	1
128	261	33	1
158	261	33	1
130	262	33	1
158	262	33	1
164	262	33	1
128	263	33	1
126	264	33	1
130	264	33	1
157	264	33	1
260	264	33	1
257	265	33	1
126	266	33	1
124	267	33	1
264	267	33	1
128	268	33	1
157	268	33	2
163	268	33	2
263	268	33	1
129	269	33	2
130	269	33	2
127	270	33	1
263	270	33	1
261	272	33	1
155	275	33	1
162	275	33	1
261	276	33	2
149	279	33	1
161	283	33	1
162	283	33	1
162	287	33	1
121	301	33	1
118	303	33	1
119	303	33	2
115	307	33	1
197	307	33	2
186	308	33	1
190	308	33	1
207	308	33	1
115	309	33	1
185	309	33	1
197	309	33	1
248	309	33	1
197	310	33	1
187	311	33	1
191	311	33	2
194	311	33	1
206	311	33	1
189	312	33	1
196	312	33	2
248	313	33	1
209	314	33	1
246	314	33	1
247	315	33	2
120	318	33	1
246	318	33	1
236	321	33	1
238	321	33	1
243	322	33	1
95	329	33	1
196	331	33	1
214	341	33	1
215	343	33	1
206	345	33	1
187	346	33	1
183	348	33	1
187	348	33	1
189	348	33	1
190	348	33	1
197	348	33	3
208	349	33	1
210	349	33	1
187	350	33	5
177	352	33	1
177	355	33	3
177	360	33	1
113	225	34	1
140	240	34	1
139	242	34	2
175	245	34	1
199	245	34	1
135	252	34	1
134	253	34	1
131	255	34	1
133	256	34	1
136	258	34	1
252	258	34	1
147	259	34	1
151	259	34	1
131	261	34	1
134	261	34	1
126	263	34	1
261	264	34	1
154	265	34	2
262	267	34	1
128	268	34	1
157	269	34	1
126	270	34	1
157	270	34	1
266	270	34	1
157	271	34	1
157	272	34	2
158	272	34	2
162	272	34	1
166	272	34	2
260	272	34	1
161	273	34	1
162	275	34	1
163	278	34	1
144	279	34	1
