x	y	z	The NLRP3 inflammasome
232	278	24	1
246	287	24	1
243	288	24	2
249	289	24	1
227	273	25	1
234	277	25	2
235	277	25	1
236	277	25	1
247	277	25	1
232	278	25	1
237	279	25	1
240	279	25	1
249	279	25	1
234	280	25	1
231	281	25	1
240	281	25	1
248	281	25	1
249	281	25	1
214	282	25	1
247	282	25	1
233	284	25	1
232	285	25	1
252	285	25	1
243	286	25	1
237	287	25	1
251	288	25	2
234	289	25	1
241	289	25	1
225	290	25	1
237	290	25	1
249	290	25	1
237	291	25	1
238	291	25	1
242	291	25	1
227	292	25	1
239	293	25	1
247	293	25	2
238	296	25	1
239	296	25	1
242	296	25	1
239	297	25	1
243	297	25	1
239	302	25	1
235	267	26	1
232	272	26	1
233	275	26	1
237	275	26	1
250	275	26	1
207	276	26	1
231	276	26	1
239	276	26	1
248	276	26	1
236	277	26	1
250	277	26	1
236	278	26	1
207	279	26	1
232	279	26	1
239	279	26	1
246	279	26	1
241	280	26	2
247	281	26	1
209	282	26	1
231	282	26	1
235	282	26	1
247	282	26	1
227	283	26	1
215	284	26	1
234	284	26	2
235	284	26	1
237	284	26	1
243	284	26	2
252	284	26	1
211	285	26	1
247	285	26	1
224	287	26	1
228	287	26	1
239	287	26	1
248	287	26	1
250	287	26	1
251	287	26	1
240	288	26	2
238	289	26	1
236	290	26	1
237	290	26	1
244	290	26	2
250	290	26	1
237	291	26	1
226	292	26	1
238	292	26	1
246	293	26	1
239	294	26	1
245	294	26	2
239	298	26	1
241	300	26	2
181	258	27	1
183	258	27	1
228	259	27	1
229	259	27	1
232	259	27	1
234	260	27	1
240	260	27	1
183	261	27	1
185	261	27	1
220	261	27	1
233	262	27	1
179	263	27	1
220	263	27	1
231	263	27	1
175	264	27	1
186	264	27	1
248	264	27	1
230	265	27	1
233	265	27	1
234	265	27	1
235	265	27	1
237	265	27	1
238	265	27	2
239	265	27	1
219	266	27	1
231	266	27	1
232	267	27	1
180	268	27	1
197	268	27	1
207	268	27	1
213	268	27	1
214	268	27	1
215	268	27	2
248	268	27	1
177	269	27	1
179	269	27	1
180	269	27	1
211	269	27	1
238	269	27	2
234	270	27	1
239	270	27	1
244	270	27	1
182	271	27	1
217	271	27	1
230	271	27	2
232	271	27	1
236	271	27	1
251	271	27	1
206	272	27	1
225	272	27	2
230	272	27	1
235	272	27	1
251	272	27	1
211	273	27	1
212	273	27	1
214	273	27	2
224	273	27	1
238	273	27	1
249	273	27	1
179	274	27	1
203	274	27	1
204	274	27	1
230	274	27	1
235	274	27	1
236	274	27	1
240	274	27	1
247	274	27	1
254	274	27	1
222	275	27	1
206	276	27	1
212	276	27	1
252	276	27	1
211	277	27	1
220	277	27	1
236	277	27	1
238	277	27	1
250	277	27	1
252	277	27	1
203	278	27	1
211	278	27	1
219	278	27	1
220	278	27	1
221	278	27	1
224	278	27	1
245	278	27	1
251	278	27	1
232	279	27	1
237	279	27	1
243	279	27	1
249	279	27	1
257	279	27	1
214	280	27	1
242	280	27	1
246	280	27	1
256	280	27	1
207	281	27	1
233	281	27	1
239	281	27	1
245	281	27	1
256	281	27	1
213	282	27	2
229	282	27	1
233	282	27	1
247	282	27	1
210	283	27	1
231	283	27	2
238	283	27	1
255	283	27	1
207	284	27	1
208	284	27	1
213	284	27	1
235	284	27	1
240	284	27	1
253	284	27	1
254	284	27	1
255	284	27	1
257	284	27	1
200	285	27	1
236	285	27	1
245	285	27	1
254	285	27	1
220	286	27	1
245	286	27	1
254	286	27	1
255	286	27	1
258	286	27	1
256	287	27	1
238	288	27	1
251	288	27	1
203	289	27	1
219	289	27	1
222	289	27	1
224	289	27	1
227	289	27	1
230	289	27	2
233	289	27	1
234	289	27	1
231	290	27	1
233	290	27	1
241	290	27	1
243	290	27	1
249	290	27	1
236	291	27	1
237	291	27	1
239	291	27	1
241	291	27	1
257	291	27	2
219	292	27	1
225	292	27	1
241	292	27	2
251	292	27	1
217	293	27	1
222	293	27	1
223	293	27	1
243	293	27	1
224	294	27	1
225	294	27	1
245	294	27	1
246	294	27	1
255	295	27	1
239	296	27	1
220	297	27	1
221	297	27	1
237	297	27	2
243	297	27	1
244	297	27	1
253	297	27	2
221	298	27	1
238	298	27	1
226	299	27	1
236	299	27	1
241	299	27	1
246	299	27	1
226	300	27	1
227	300	27	1
237	300	27	1
224	301	27	1
240	301	27	1
250	301	27	1
226	302	27	1
245	302	27	2
244	304	27	1
235	266	28	1
235	268	28	1
250	272	28	1
211	273	28	1
235	273	28	1
235	277	28	1
252	281	28	1
235	282	28	1
246	283	28	1
246	284	28	1
250	284	28	1
245	291	28	1
222	292	28	1
239	292	28	1
240	292	28	1
245	292	28	1
247	292	28	1
249	293	28	1
250	294	28	1
240	295	28	2
229	255	29	1
228	258	29	1
235	258	29	1
230	259	29	1
238	259	29	1
181	260	29	1
182	260	29	1
240	260	29	1
199	261	29	1
230	261	29	1
245	264	29	1
226	265	29	1
197	266	29	1
245	266	29	1
250	266	29	1
193	267	29	1
234	267	29	1
235	267	29	1
201	268	29	1
217	268	29	1
226	268	29	1
244	268	29	1
180	269	29	1
232	270	29	1
238	270	29	1
204	271	29	1
215	271	29	1
242	271	29	1
249	271	29	1
182	273	29	1
232	274	29	2
239	274	29	1
247	274	29	1
250	274	29	1
241	275	29	1
233	276	29	1
240	276	29	1
246	276	29	2
249	276	29	1
251	277	29	1
204	278	29	1
237	278	29	1
238	278	29	1
