x	y	z	Signaling by NODAL
245	263	32	1
247	263	32	1
251	263	32	1
189	264	32	1
192	264	32	2
202	264	32	1
210	264	32	1
212	264	32	1
214	264	32	1
215	264	32	1
216	264	32	1
217	264	32	1
230	264	32	1
239	264	32	1
245	264	32	2
250	264	32	1
184	265	32	1
185	265	32	1
186	265	32	1
193	265	32	1
196	265	32	1
203	265	32	1
206	265	32	1
212	265	32	1
213	265	32	1
215	265	32	2
217	265	32	1
220	265	32	1
226	265	32	2
230	265	32	2
232	265	32	1
233	265	32	1
235	265	32	1
243	265	32	1
244	265	32	1
249	265	32	1
251	265	32	1
195	266	32	2
203	266	32	1
213	266	32	1
216	266	32	1
218	266	32	1
229	266	32	1
230	266	32	1
234	266	32	1
243	266	32	1
247	266	32	1
251	266	32	1
182	267	32	1
183	267	32	1
186	267	32	1
188	267	32	1
191	267	32	1
192	267	32	1
196	267	32	3
215	267	32	1
229	267	32	1
233	267	32	1
240	267	32	1
248	267	32	1
183	268	32	2
189	268	32	1
193	268	32	1
198	268	32	1
206	268	32	1
213	268	32	1
216	268	32	3
219	268	32	1
228	268	32	1
233	268	32	1
238	268	32	1
246	268	32	1
247	268	32	1
248	268	32	1
252	268	32	1
253	268	32	1
184	269	32	1
186	269	32	2
194	269	32	1
214	269	32	1
218	269	32	1
222	269	32	1
228	269	32	1
232	269	32	1
238	269	32	1
242	269	32	1
246	269	32	1
173	270	32	1
180	270	32	1
201	270	32	3
206	270	32	1
207	270	32	1
214	270	32	1
216	270	32	1
222	270	32	1
233	270	32	1
234	270	32	1
243	270	32	1
248	270	32	1
174	271	32	1
175	271	32	1
184	271	32	1
186	271	32	1
196	271	32	1
202	271	32	1
207	271	32	1
208	271	32	1
209	271	32	1
210	271	32	1
212	271	32	1
216	271	32	1
231	271	32	1
233	271	32	1
237	271	32	1
240	271	32	2
246	271	32	1
249	271	32	1
173	272	32	1
177	272	32	1
182	272	32	1
183	272	32	1
205	272	32	1
209	272	32	1
210	272	32	2
211	272	32	1
216	272	32	1
225	272	32	2
239	272	32	1
240	272	32	1
244	272	32	1
248	272	32	1
181	273	32	1
207	273	32	2
211	273	32	1
212	273	32	2
213	273	32	1
228	273	32	1
235	273	32	1
236	273	32	1
238	273	32	1
239	273	32	1
240	273	32	1
241	273	32	1
243	273	32	1
245	273	32	1
246	273	32	1
249	273	32	1
250	273	32	1
174	274	32	1
183	274	32	1
184	274	32	1
207	274	32	1
210	274	32	1
211	274	32	1
214	274	32	2
234	274	32	1
236	274	32	1
237	274	32	1
241	274	32	2
243	274	32	1
181	275	32	1
183	275	32	1
184	275	32	1
203	275	32	1
208	275	32	1
213	275	32	1
236	275	32	1
240	275	32	2
250	275	32	1
175	276	32	1
204	276	32	2
205	276	32	1
228	276	32	1
233	276	32	1
235	276	32	1
236	276	32	1
242	276	32	1
204	277	32	1
205	277	32	1
224	277	32	1
242	277	32	1
247	277	32	1
249	277	32	1
184	278	32	1
203	278	32	1
204	278	32	1
238	278	32	1
246	278	32	1
214	279	32	1
234	279	32	1
236	279	32	2
243	279	32	1
244	279	32	1
245	279	32	1
250	279	32	1
173	280	32	1
178	280	32	1
208	280	32	1
217	280	32	1
220	280	32	1
221	280	32	1
222	280	32	1
229	280	32	1
232	280	32	1
239	280	32	1
242	280	32	1
246	280	32	2
248	280	32	1
249	280	32	1
251	280	32	2
176	281	32	1
211	281	32	1
219	281	32	1
220	281	32	1
222	281	32	1
226	281	32	2
232	281	32	1
233	281	32	1
239	281	32	1
242	281	32	1
243	281	32	2
244	281	32	1
251	281	32	1
252	281	32	1
178	282	32	1
182	282	32	1
187	282	32	1
218	282	32	1
220	282	32	1
222	282	32	1
240	282	32	2
246	282	32	1
247	282	32	1
254	282	32	3
256	282	32	1
175	283	32	1
179	283	32	2
211	283	32	1
221	283	32	2
222	283	32	1
237	283	32	1
238	283	32	1
242	283	32	1
248	283	32	2
177	284	32	1
181	284	32	1
184	284	32	2
219	284	32	2
221	284	32	1
222	284	32	1
225	284	32	1
227	284	32	1
233	284	32	1
237	284	32	2
247	284	32	1
248	284	32	1
251	284	32	1
176	285	32	1
177	285	32	3
182	285	32	1
204	285	32	1
206	285	32	1
208	285	32	1
218	285	32	1
219	285	32	1
220	285	32	1
221	285	32	3
229	285	32	1
230	285	32	1
233	285	32	1
235	285	32	2
237	285	32	1
243	285	32	2
246	285	32	1
252	285	32	1
174	286	32	2
175	286	32	1
177	286	32	1
183	286	32	1
206	286	32	1
219	286	32	2
222	286	32	1
228	286	32	1
240	286	32	1
247	286	32	1
248	286	32	1
249	286	32	2
254	286	32	1
256	286	32	1
187	287	32	1
208	287	32	1
223	287	32	1
224	287	32	1
231	287	32	1
241	287	32	2
244	287	32	1
245	287	32	1
246	287	32	1
247	287	32	1
223	288	32	2
225	288	32	1
231	288	32	1
236	288	32	1
240	288	32	1
243	288	32	1
244	288	32	1
245	288	32	1
247	288	32	1
248	288	32	2
250	288	32	1
258	288	32	1
185	289	32	1
226	289	32	1
230	289	32	1
231	289	32	1
238	289	32	1
248	289	32	1
199	290	32	1
206	290	32	2
224	290	32	2
229	290	32	1
232	290	32	1
239	290	32	1
241	290	32	1
244	290	32	1
246	290	32	1
250	290	32	2
252	290	32	2
197	291	32	1
233.333333333333	291.333333333333	33	1
241	291	32	1
243	291	32	1
245	291	32	1
248	291	32	1
250	291	32	1
254	291	32	1
255	291	32	1
188	292	32	1
197	292	32	1
199	292	32	1
218	292	32	1
221	292	32	1
223	292	32	1
229	292	32	1
233	292	32	1
236.75	292.75	33	1
238	292	32	1
243	292	32	1
248	292	32	2
249	292	32	1
255	292	32	1
257	292	32	1
179	293	32	1
198	293	32	1
221	293	32	1
223	293	32	1
236	293	32	1
238	293	32	1
244	293	32	1
247	293	32	1
250	293	32	1
253	293	32	1
202	294	32	2
224	294	32	1
227	294	32	1
230	295	33	1
230	294	32	2
233	294	32	1
235	294	32	1
242	294	32	1
251	294	32	1
192	295	32	1
217	295	32	1
226	295	32	2
228	295	32	1
229	295	32	1
232	295	32	1
236	295	32	2
239	295	32	1
240	295	32	1
247	295	32	1
253	295	32	1
198	296	32	1
230	296	32	1
232	296	32	1
233	296	32	2
234	296	32	1
243	296	32	1
247	296	32	1
250	296	32	2
225	297	32	1
230	297	32	1
236	297	32	1
243	297	32	1
246	297	32	1
249	297	32	1
250	297	32	1
251	297	32	1
197	298	32	2
199	298	32	1
227	298	32	1
237	298	32	1
239	298	32	1
249	298	32	1
252	298	32	1
253	298	32	1
196	299	32	1
197	299	32	1
226	299	32	1
231	299	32	2
233	299	32	1
237	299	32	1
243	299	32	1
244	299	32	1
249	299	32	2
185	300	32	1
227	300	32	1
236	300	32	1
244	300	32	2
248	300	32	1
198	301	32	1
210	301	32	1
225	301	32	1
229	301	32	1
240	301	32	1
243	301	32	1
244	301	32	1
245	301	32	1
246	301	32	1
223	302	32	2
230	302	32	1
233	302	32	1
234	302	32	1
236	302	32	1
240	302	32	1
207	303	32	1
222	303	32	1
241	303	32	1
217	304	32	1
231	304	32	1
233	304	32	1
235	304	32	1
238	304	32	1
239	304	32	1
244	304	32	1
245	304	32	1
222	305	32	1
235	305	32	2
237	305	32	1
222	306	32	1
224	306	32	1
236	306	32	1
237	306	32	1
242	306	32	1
221	307	32	1
222	307	32	1
235	307	32	1
236	307	32	1
221	308	32	1
225	308	32	1
229	308	32	1
224	309	32	1
227	309	32	2
225	310	32	1
231	310	32	2
233	310	32	1
225	311	32	1
234	311	32	1
227	312	32	1
232	312	32	1
230	313	32	2
228	249	33	1
240	252	33	1
216	253	33	1
218	253	33	1
221	253	33	1
229	253	33	1
225	254	33	1
217	255	33	1
219	255	33	1
231	255	33	1
235	255	33	1
236	255	33	1
216	256	33	1
228	256	33	1
240	256	33	1
241	256	33	1
216	257	33	1
218	257	33	1
222	257	33	2
227	257	33	2
239	257	33	1
215	258	33	1
216	258	33	1
217	258	33	1
219	258	33	1
222	258	33	1
223	258	33	1
230	258	33	1
232	258	33	1
233	258	33	1
213	259	33	1
218	259	33	1
223	259	33	1
229	259	33	2
231	259	33	2
237	259	33	2
215	260	33	3
224	260	33	1
229	260	33	1
233	260	33	3
237	260	33	1
188	261	33	1
193	261	33	1
208	261	33	2
211	261	33	1
216	261	33	1
219	261	33	2
226	261	33	2
232	261	33	1
234	261	33	2
235	261	33	2
236	261	33	1
240	261	33	1
247	261	33	1
209	262	33	1
211	262	33	1
223	262	33	1
226	262	33	2
231	262	33	4
233	262	33	1
240	262	33	2
241	262	33	1
250	262	33	1
183	263	33	1
188	263	33	1
193	263	33	1
203	263	33	1
211	263	33	1
218	263	33	1
224	263	33	1
231	263	33	1
237	263	33	1
243	263	33	1
251	263	33	1
185	264	33	1
194	264	33	1
199	264	33	1
209	264	33	1
212	264	33	1
214	264	33	1
217	264	33	1
220	264	33	2
224	264	33	1
239	264	33	1
245	264	33	1
249	264	33	1
185	265	33	1
188	265	33	1
192	265	33	1
195	265	33	1
208	265	33	1
211	265	33	1
212	265	33	1
219	265	33	1
221	265	33	1
243	265	33	1
248	265	33	2
251	265	33	1
252	265	33	1
184	266	33	1
187	266	33	1
189	266	33	1
192	266	33	2
194	266	33	1
196	266	33	1
204	266	33	1
211	266	33	1
217	266	33	1
222	266	33	1
225	266	33	1
228	266	33	1
237	266	33	1
242	266	33	1
249	266	33	1
250	266	33	1
183	267	33	1
192	267	33	1
194	267	33	1
197	267	33	1
205	267	33	1
209	267	33	1
214	267	33	1
216	267	33	1
219	267	33	1
221	267	33	1
223	267	33	1
226	267	33	1
227	267	33	1
231	267	33	1
240	267	33	1
244	267	33	2
247	267	33	1
248	267	33	1
253	267	33	2
183	268	33	1
189	268	33	2
195	268	33	1
196	268	33	2
212	268	33	2
215	268	33	1
219	268	33	1
220	268	33	1
224	268	33	1
231	268	33	1
235	268	33	1
240	268	33	1
242	268	33	1
249	268	33	1
187	269	33	1
193	269	33	2
198	269	33	1
217	269	33	1
224	269	33	1
234	269	33	2
240	269	33	1
246	269	33	1
251	269	33	3
178	270	33	1
183	270	33	1
184	270	33	3
186	270	33	1
187	270	33	1
188	270	33	1
198	270	33	1
206	270	33	1
207	270	33	1
210	270	33	1
212	270	33	3
213	270	33	1
215	270	33	1
223	270	33	1
231	270	33	1
247	270	33	1
249	270	33	1
252	270	33	1
178	271	33	1
186	271	33	1
190	271	33	2
204	271	33	1
214	271	33	1
231	271	33	1
235	271	33	1
239	271	33	2
241	271	33	1
243	271	33	1
244	271	33	1
180	272	33	1
182	272	33	1
215	272	33	1
232	272	33	1
233	272	33	1
234	272	33	1
239	272	33	1
241	272	33	1
249	272	33	1
251	272	33	1
182	273	33	1
184	273	33	1
185	273	33	1
186	273	33	1
190	273	33	1
196	273	33	1
201	273	33	2
210	273	33	1
213	273	33	2
215	273	33	1
230	273	33	1
240	273	33	1
241	273	33	2
249	273	33	3
190	274	33	1
193	274	33	1
203	274	33	1
205	274	33	1
211	274	33	1
217	274	33	1
229	274	33	1
237	274	33	1
244	274	33	1
185	275	33	1
207	275	33	1
211	275	33	2
213	275	33	1
215	275	33	2
217	275	33	1
227	275	33	2
237	275	33	1
240	275	33	2
243	275	33	1
189	276	33	1
206	276	33	2
236	276	33	1
240	276	33	1
241	276	33	2
242	276	33	1
202	277	33	1
211	277	33	1
215	277	33	1
234	277	33	2
237	277	33	1
244	277	33	3
245	277	33	1
247	277	33	1
176	278	33	1
211	278	33	1
234	278	33	1
238	278	33	1
207	279	33	1
220	279	33	1
231	279	33	1
243	279	33	1
244	279	33	2
176	280	33	1
177	280	33	1
203	280	33	1
210	280	33	2
211	280	33	1
217	280	33	1
221	280	33	1
224	280	33	1
247	280	33	2
251	280	33	1
176	281	33	3
179	281	33	1
180	281	33	2
206	281	33	1
207	281	33	1
209	281	33	1
219	281	33	1
221	281	33	2
224	281	33	1
233	281	33	2
239	281	33	1
248	281	33	1
249	281	33	1
177	282	33	1
188	282	33	1
205	282	33	1
210	282	33	1
212	282	33	2
214	282	33	2
224	282	33	1
225	282	33	1
226	282	33	1
229	282	33	3
237	282	33	1
242	282	33	2
244	282	33	1
247	282	33	1
252	282	33	2
174	283	33	2
176	283	33	1
185	283	33	2
204	283	33	1
218	283	33	1
221	283	33	1
232	283	33	1
233	283	33	1
236	283	33	4
242	283	33	1
250	283	33	1
253	283	33	2
187	284	33	1
208	284	33	3
209	284	33	1
211	284	33	1
219	284	33	2
221	284	33	1
226	284	33	1
231	284	33	1
234	284	33	1
236	284	33	1
237	284	33	1
242	284	33	1
244	284	33	2
246	284	33	1
178	285	33	1
204	285	33	1
208	285	33	1
219	285	33	1
234	285	33	1
237.5	285.5	33.5	1
242	285	33	1
243	285	33	1
254	285	33	1
208	286	33	1
209	286	33	2
221	286	33	1
225	286	33	1
228	286	33	1
236	286	33	2
238	286	33	3
243	286	33	1
249	286	33	1
198	287	33	1
219	287	33	1
222	287	33	1
223	287	33	1
226	287	33	1
244	287	33	1
246	287	33	1
253	287	33	1
186	288	33	1
202	288	33	1
219	288	33	1
220	288	33	1
244	288	33	2
245	288	33	1
186	289	33	2
201	289	33	1
202	289	33	1
232	289	33	1
234	289	33	1
237	289	33	1
253	289	33	1
184	290	33	1
185	290	33	1
197	290	33	1
231	290	33	2
235	290	33	2
239	290	33	2
246	290	33	1
247	290	33	2
257	290	33	1
186	291	33	2
197	291	33	1
200	291	33	1
222	291	33	1
231	291	33	1
233	291	33	1
240	291	33	1
241	291	33	2
246	291	33	2
257	291	33	1
183	292	33	1
221	292	33	1
229	292	33	3
247	292	33	2
249	292	33	2
254	292	33	1
177	293	33	1
188	293	33	1
220	293	33	3
224	293	33	1
225	293	33	1
234	293	33	2
239	293	33	1
240	293	33	1
243	293	33	1
244	293	33	1
248	293	33	1
204	294	33	2
213	294	33	2
227	294	33	1
229	294	33	1
231	294	33	1
235	294	33	1
236	294	33	1
238	294	33	1
245	294	33	2
251	294	33	1
204	295	33	3
225	295	33	1
232	295	33	2
233	295	33	1
237	295	33	1
243	295	33	1
248	295	33	1
250	295	33	1
254	295	33	1
179	296	33	2
199	296	33	2
200	296	33	1
201	296	33	3
233	296	33	1
252	296	33	1
255	296	33	1
195	297	33	2
231	297	33	1
235	297	33	1
240	297	33	2
241	297	33	1
242	297	33	1
182	298	33	1
196	298	33	2
226	298	33	1
228	298	33	1
231	298	33	1
234	298	33	1
236	298	33	1
241	298	33	2
242	298	33	1
243	298	33	1
246	298	33	1
195	299	33	1
196	299	33	2
224	299	33	1
229	299	33	1
237	299	33	1
240	299	33	1
247	299	33	1
226	300	33	1
227	301	33	1
234	301	33	1
238	301	33	1
240	301	33	1
241	301	33	1
243	301	33	1
199	302	33	1
211	302	33	1
223	302	33	1
225	302	33	1
226	302	33	1
232	302	33	1
237	302	33	1
246	302	33	1
207	303	33	2
222	303	33	1
224	303	33	1
233	303	33	1
235	303	33	1
240	303	33	1
242	303	33	1
243	303	33	1
209	304	33	1
229	304	33	1
230	304	33	1
231	304	33	1
235	304	33	1
237	304	33	1
242	304	33	1
208	305	33	1
233	305	33	1
235	305	33	1
240	305	33	1
231	306	33	1
222	307	33	1
223	307	33	1
217	308	33	1
224	308	33	2
239	308	33	1
222	309	33	1
224	309	33	1
226	309	33	1
228	309	33	1
232	309	33	1
227	310	33	1
234	310	33	1
224	311	33	1
231	311	33	1
232	311	33	1
238	311	33	2
225	312	33	1
225	313	33	1
230	313	33	1
234	313	33	1
235	313	33	1
237	313	33	1
230	314	33	1
224	252	34	1
226	252	34	1
225	253	34	1
219	254	34	1
235	254	34	1
223	255	34	1
224	255	34	1
230	255	34	2
219	256	34	2
225	256	34	1
226	256	34	2
227	256	34	2
237	256	34	1
219	257	34	1
235	257	34	1
237	257	34	2
242	257	34	1
200	258	34	1
201	258	34	1
212	258	34	1
217	258	34	1
222	258	34	2
225	258	34	1
235	258	34	1
237	258	34	1
240	258	34	1
244	258	34	1
209	259	34	1
218	259	34	2
223	259	34	1
226	259	34	1
230	259	34	1
231	259	34	1
234	259	34	1
237	259	34	1
219	260	34	1
220	260	34	1
224	260	34	1
228	260	34	1
236	260	34	1
245	260	34	1
190	261	34	1
195	261	34	1
204	261	34	1
211	261	34	1
214	261	34	1
216	261	34	1
217	261	34	1
222	261	34	1
226	261	34	1
228	261	34	1
229	261	34	1
240	261	34	2
246	261	34	1
190	262	34	1
192	262	34	1
193	262	34	2
211	262	34	1
221	262	34	2
224	262	34	2
229	262	34	1
238	262	34	1
241	262	34	1
244	262	34	1
245	262	34	1
185	263	34	1
192	263	34	1
193	263	34	1
204	263	34	1
219	263	34	1
220	263	34	1
222	263	34	2
225	263	34	1
231	263	34	1
232	263	34	2
233	263	34	1
235	263	34	1
240	263	34	1
248	263	34	1
249	263	34	3
252	263	34	1
193	264	34	1
202	264	34	1
205	264	34	1
206	264	34	1
209	264	34	1
219	264	34	1
222	264	34	1
233	264	34	1
236	264	34	1
239	264	34	1
242	264	34	1
244	264	34	1
176	265	34	1
188	265	34	2
192	265	34	1
207	265	34	1
209	265	34	1
210	265	34	1
211	265	34	2
213	265	34	3
226	265	34	2
228	265	34	2
232	265	34	1
251	265	34	1
175	266	34	1
178	266	34	2
186	266	34	1
195	266	34	1
196	266	34	2
204	266	34	1
208	266	34	1
210	266	34	1
220	266	34	1
235	266	34	1
242	266	34	1
249	266	34	1
182	267	34	1
183	267	34	1
194	267	34	1
195	267	34	1
197	267	34	2
209	267	34	1
210	267	34	1
217	267	34	1
224	267	34	1
231	267	34	1
242	267	34	1
246	267	34	1
247	267	34	1
249	267	34	1
189	268	34	2
193	268	34	1
208	268	34	1
218	268	34	2
240	268	34	1
247	268	34	1
249	268	34	2
250	268	34	1
251	268	34	1
187	269	34	1
189	269	34	2
191	269	34	1
194	269	34	1
196	269	34	2
197	269	34	1
210	269	34	1
215	269	34	1
220	269	34	1
222	269	34	1
241	269	34	1
243	269	34	2
184	270	34	1
185	270	34	1
187	270	34	1
189	270	34	1
192	270	34	2
196	270	34	1
199	270	34	1
205	270	34	1
206	270	34	1
209	270	34	1
217	270	34	1
228	270	34	1
233	270	34	1
239	270	34	1
240	270	34	1
243	270	34	2
244	270	34	1
246	270	34	1
173	271	34	1
175	271	34	1
177	271	34	2
178	271	34	1
180	271	34	1
185	271	34	1
187	271	34	1
201	271	34	1
206	271	34	1
210	271	34	1
213	271	34	1
215	271	34	1
241	271	34	1
177	272	34	1
180	272	34	1
182	272	34	1
184	272	34	2
203	272	34	1
206	272	34	1
213	272	34	1
230	272	34	1
235	272	34	1
237	272	34	1
238	272	34	1
247	272	34	1
248	272	34	1
188	273	34	2
205	273	34	1
207	273	34	2
208	273	34	1
209	273	34	2
213	273	34	2
214	273	34	1
215	273	34	1
216	273	34	1
231	273	34	1
236	273	34	1
239	273	34	1
241	273	34	1
248	273	34	1
170	274	34	1
179	274	34	1
180	274	34	2
204	274	34	1
206	274	34	3
231	274	34	2
235	274	34	1
239	274	34	1
250	274	34	1
179	275	34	4
181	275	34	2
183	275	34	1
189	275	34	1
201	275	34	2
207	275	34	1
209	275	34	1
214	275	34	1
240	275	34	1
174	276	34	1
177	276	34	1
187	276	34	1
209	276	34	1
211	276	34	2
212	276	34	2
229	276	34	1
232	276	34	1
237	276	34	1
239	276	34	1
245	276	34	1
250	276	34	1
183	277	34	1
184	277	34	1
186	277	34	1
189	277	34	1
204	277	34	1
208	277	34	2
211	277	34	1
212	277	34	1
235	277	34	1
244	277	34	1
176	278	34	2
203	278	34	1
206	278	34	1
212	278	34	1
214	278	34	1
231	278	34	1
236	278	34	1
243	278	34	2
174	279	34	1
176	279	34	1
177	279	34	1
180	279	34	1
208	279	34	1
209	279	34	2
210	279	34	1
215	279	34	1
227	279	34	1
238	279	34	2
243	279	34	1
245	279	34	1
247	279	34	1
187	280	34	1
193	280	34	2
204	280	34	2
208	280	34	1
210	280	34	1
215	280	34	1
234	280	34	1
238	280	34	1
239	280	34	1
240	280	34	1
246	280	34	1
248	280	34	2
175	281	34	1
202	281	34	1
206	281	34	1
207	281	34	1
209	281	34	1
229	281	34	1
245	281	34	2
250	281	34	1
188	282	34	1
206	282	34	1
208	282	34	1
215	282	34	1
226	282	34	1
230	282	34	1
232	282	34	1
233	282	34	1
248	282	34	1
249	282	34	1
251	282	34	1
175	283	34	3
176	283	34	1
179	283	34	3
181	283	34	1
187	283	34	1
192	283	34	1
207	283	34	3
208	283	34	1
210	283	34	1
223	283	34	1
227	283	34	1
232	283	34	2
237	283	34	1
238	283	34	1
225	284	34	1
226	284	34	1
227	284	34	2
235	284	34	1
236	284	34	2
242	284	34	2
245	284	34	1
246	284	34	1
247	284	34	1
249	284	34	1
185	285	34	1
188	285	34	1
204	285	34	2
205	285	34	1
209	285	34	1
221	285	34	1
222	285	34	1
223	285	34	1
224	285	34	1
231	285	34	1
233	285	34	1
176	286	34	1
199	286	34	1
203	286	34	1
207	286	34	1
208	286	34	3
218	286	34	2
226	286	34	1
239	286	34	2
242	286	34	1
246	286	34	1
247	286	34	1
187	287	34	1
223	287	34	1
225	287	34	1
231	287	34	1
239	287	34	2
245	287	34	1
247	287	34	1
199	288	34	1
221	288	34	1
226	288	34	1
229	288	34	1
230	288	34	1
240	288	34	1
245	288	34	2
249	288	34	3
253	288	34	2
255	288	34	1
175	289	34	1
200	289	34	1
203	289	34	1
219	289	34	1
224	289	34	1
242	289	34	1
248	289	34	1
182	290	34	1
185	290	34	2
187	290	34	1
197	290	34	1
198	290	34	1
199	290	34	1
203	290	34	1
204	290	34	1
224	290	34	1
230	290	34	1
232	290	34	3
237	290	34	1
240	290	34	1
243	290	34	1
247	290	34	1
186	291	34	1
200	291	34	2
224	291	34	1
235	291	34	1
187	292	34	1
201	292	34	1
203	292	34	2
204	292	34	1
225	292	34	1
226	292	34	1
229	292	34	1
233	292	34	2
234	292	34	1
235	292	34	1
243	292	34	1
247	292	34	2
190	293	34	1
197	293	34	1
202	293	34	1
207	293	34	1
223	293	34	2
244	293	34	1
247	293	34	1
195	294	34	1
199	294	34	1
220	294	34	1
221	294	34	1
229	294	34	1
235	294	34	1
245	294	34	1
194	295	34	2
197	295	34	2
198	295	34	2
202	295	34	1
218	295	34	2
224	295	34	1
225	295	34	1
228	295	34	1
231	295	34	1
232	295	34	2
240	295	34	2
196	296	34	1
199	296	34	1
201	296	34	1
221	296	34	1
223	296	34	1
225	296	34	1
234	296	34	1
236	296	34	1
237	296	34	1
245	296	34	1
179	297	34	1
223	297	34	1
225	297	34	1
236	297	34	1
238	297	34	1
242	297	34	1
247	297	34	1
196	298	34	1
220	298	34	1
223	298	34	1
228	298	34	1
233	298	34	2
234	298	34	1
235	298	34	1
241	298	34	1
245	298	34	1
251	298	34	1
182	299	34	1
200	299	34	2
207	299	34	1
239	299	34	1
243	299	34	1
244	299	34	1
245	299	34	1
226	300	34	1
230	300	34	1
241	300	34	1
198	301	34	1
229	301	34	1
232	301	34	1
236	301	34	1
243	301	34	1
230	302	34	1
237	302	34	1
226	303	34	1
228	303	34	1
229	303	34	1
232	303	34	1
235	303	34	1
239	303	34	1
240	303	34	1
243	303	34	1
244	303	34	1
245	303	34	1
226	304	34	2
227	304	34	1
237	304	34	1
243	304	34	2
244	304	34	3
229	305	34	1
230	305	34	1
232	305	34	1
237	305	34	3
239	305	34	1
198	306	34	1
230	306	34	2
233	306	34	1
235	306	34	1
236	306	34	1
238	306	34	1
206	307	34	3
221	307	34	1
224	307	34	2
232	307	34	1
237	307	34	2
240	307	34	1
241	307	34	1
242	307	34	1
243	307	34	1
224	308	34	1
225	308	34	1
226	308	34	3
227	308	34	1
229	308	34	1
236	308	34	2
237	308	34	1
243	308	34	1
224	309	34	1
229	309	34	1
234	309	34	1
242	309	34	1
226	310	34	2
232	310	34	1
234	310	34	2
236	310	34	1
238	310	34	1
239	310	34	1
232	311	34	2
233	311	34	1
216	312	34	1
224	312	34	1
228	312	34	1
232	312	34	1
221	313	34	1
225	313	34	2
228	313	34	1
232	313	34	1
234	313	34	1
235	313	34	1
228	314	34	3
229	314	34	2
230	314	34	1
234	314	34	1
228	315	34	1
229	315	34	1
233	315	34	1
226	316	34	1
230	316	34	1
233	316	34	4
227	317	34	3
235	318	34	1
237	318	34	1
225	251	35	1
223	252	35	1
225	252	35	1
229	252	35	1
219	253	35	2
221	253	35	1
229	253	35	1
219	254	35	1
224	254	35	3
227	254	35	1
235	254	35	1
209	255	35	2
219	255	35	1
223	255	35	1
224	255	35	1
226	255	35	1
230	255	35	1
222	256	35	1
229	256	35	1
243	256	35	1
223	257	35	2
225	257	35	1
226	257	35	1
230	257	35	1
241	257	35	1
221	258	35	1
222	258	35	1
227	258	35	1
228	258	35	1
237	258	35	1
242	258	35	1
190	259	35	1
210	259	35	1
220	259	35	1
221	259	35	1
222	259	35	1
224	259	35	1
226.5	259.5	35.5	1
227	259	35	1
228	259	35	1
229	259	35	1
230	259	35	1
234	259	35	1
238	259	35	1
239	259	35	1
241	259	35	1
242	259	35	1
244	259	35	1
190	260	35	1
212	260	35	1
218	260	35	1
222	260	35	2
225	260	35	1
235	260	35	1
236	260	35	1
238	260	35	1
243	260	35	1
247	260	35	1
210	261	35	1
216	261	35	1
222	261	35	1
227	261	35	1
230	261	35	1
234	261	35	1
238	261	35	1
242	261	35	2
244	261	35	1
245	261	35	1
246	261	35	1
193	262	35	1
203	262	35	2
208	262	35	1
215	262	35	1
219	262	35	2
220	262	35	1
222	262	35	1
226	262	35	1
230	262	35	1
238	262	35	1
245	262	35	1
188	263	35	1
196	263	35	1
205	263	35	1
208	263	35	1
209	263	35	1
216	263	35	1
218	263	35	1
220	263	35	1
224	263	35	1
227	263	35	1
234	263	35	1
235	263	35	2
238	263	35	1
240	263	35	1
243	263	35	1
245	263	35	1
246	263	35	1
188	264	35	1
192	264	35	1
209	264	35	1
211	264	35	1
216	264	35	1
220	264	35	1
221	264	35	1
224	264	35	1
225	264	35	1
226	264	35	1
230	264	35	2
234	264	35	1
235	264	35	1
238	264	35	1
249	264	35	2
185	265	35	1
187	265	35	1
195	265	35	1
202	265	35	1
205	265	35	1
211	265	35	1
216	265	35	1
219	265	35	2
220	265	35	1
225	265	35	1
234	265	35	1
238	265	35	1
242	265	35	1
183	266	35	1
184	266	35	2
195	266	35	1
196	266	35	1
211	266	35	1
214	266	35	1
221	266	35	1
223	266	35	1
226	266	35	1
240	266	35	1
247	266	35	1
184	267	35	1
186	267	35	1
189	267	35	1
190	267	35	1
212	267	35	2
215	267	35	1
219	267	35	1
220	267	35	1
222	267	35	2
223	267	35	1
225	267	35	1
228	267	35	1
231	267	35	1
239	267	35	1
246	267	35	1
177	268	35	1
187	268	35	1
192	268	35	1
196	268	35	1
203	268	35	1
206	268	35	2
209	268	35	1
210	268	35	1
214	268	35	1
216	268	35	1
217	268	35	1
219	268	35	1
220	268	35	1
223	268	35	1
225	268	35	1
229	268	35	1
233	268	35	1
239	268	35	1
241	268	35	1
242	268	35	1
243	268	35	1
245	268	35	1
250	268	35	3
172	269	35	2
178	269	35	1
185	269	35	2
186	269	35	1
194	269	35	2
215	269	35	2
216	269	35	1
218	269	35	1
220	269	35	1
232	269	35	1
238	269	35	1
239	269	35	1
246	269	35	1
248	269	35	1
176	270	35	1
181	270	35	1
191	270	35	1
194	270	35	1
195	270	35	1
196	270	35	2
206	270	35	1
214	270	35	1
216	270	35	1
217	270	35	1
221	270	35	2
239	270	35	1
241	270	35	2
248	270	35	1
180	271	35	1
187	271	35	1
189	271	35	1
190	271	35	1
194	271	35	1
195	271	35	1
199	271	35	1
201	271	35	3
205	271	35	1
210	271	35	1
212	271	35	1
220	271	35	1
237	271	35	1
245	271	35	1
250	271	35	1
176	272	35	1
185	272	35	1
189	272	35	1
201	272	35	1
202	272	35	1
203	272	35	1
213	272	35	1
