x	y	z	Signaling by NODAL
217	272	35	1
219	272	35	2
229	272	35	1
231	272	35	1
235	272	35	2
240	272	35	1
241	272	35	1
243	272	35	2
176	273	35	1
179	273	35	1
181	273	35	2
185	273	35	1
186	273	35	1
205	273	35	1
216	273	35	4
218	273	35	1
227	273	35	2
230	273	35	1
231	273	35	2
234	273	35	1
238	273	35	1
239	273	35	2
241	273	35	2
248	273	35	1
184	274	35	1
185	274	35	1
187	274	35	1
196	274	35	1
207	274	35	2
211	274	35	1
213	274	35	1
217	274	35	1
223	274	35	1
224	274	35	1
233	274	35	1
236	274	35	1
239	274	35	1
244	274	35	1
178	275	35	1
184	275	35	1
186	275	35	1
189	275	35	2
191	275	35	1
210	275	35	1
212	275	35	1
219	275	35	1
225	275	35	1
231	275	35	1
235	275	35	1
240	275	35	1
242	275	35	1
243	275	35	1
178	276	35	1
186	276	35	1
211	276	35	1
217	276	35	1
218	276	35	1
219	276	35	2
221	276	35	1
222	276	35	1
230	276	35	1
239	276	35	1
243	276	35	1
244	276	35	1
173	277	35	2
175	277	35	2
176	277	35	1
178	277	35	2
187	277	35	2
205	277	35	2
213	277	35	1
218	277	35	1
229	277	35	1
235	277	35	2
237	277	35	2
238	277	35	1
241	277	35	1
248	277	35	1
179	278	35	1
187	278	35	2
195	278	35	2
198	278	35	2
210	278	35	2
213	278	35	1
227	278	35	1
235	278	35	4
244	278	35	1
172	279	35	1
194	279	35	1
195	279	35	1
203	279	35	1
204	279	35	1
205	279	35	1
210	279	35	1
211	279	35	1
221	279	35	1
233	279	35	2
237	279	35	1
238	279	35	1
174	280	35	2
179	280	35	1
180	280	35	1
194	280	35	1
199	280	35	1
207	280	35	1
212	280	35	1
215	280	35	1
232	280	35	1
233	280	35	1
234	280	35	2
245	280	35	1
173	281	35	1
179	281	35	1
204	281	35	1
206	281	35	1
213	281	35	1
221	281	35	1
223	281	35	1
224	281	35	1
226	281	35	1
248	281	35	1
173	282	35	1
179	282	35	1
186	282	35	1
205	282	35	1
208	282	35	1
210	282	35	1
214	282	35	1
219	282	35	1
222	282	35	2
225	282	35	1
227	282	35	1
242	282	35	1
175	283	35	2
181	283	35	1
183	283	35	1
187	283	35	1
188	283	35	1
190	283	35	1
203	283	35	1
214	283	35	1
215	283	35	1
216	283	35	2
221	283	35	1
223	283	35	3
243	283	35	1
246	283	35	1
176	284	35	1
177	284	35	1
184	284	35	1
185	284	35	1
186	284	35	1
200	284	35	1
204	284	35	1
206	284	35	1
212	284	35	2
214	284	35	2
218	284	35	1
219	284	35	1
224	284	35	1
225	284	35	1
229	284	35	2
232	284	35	1
244	284	35	2
245	284	35	1
247	284	35	1
176	285	35	1
185	285	35	1
201	285	35	1
207	285	35	2
208	285	35	1
209	285	35	1
220	285	35	1
221	285	35	1
229	285	35	1
232	285	35	1
236	285	35	1
242	285	35	1
250	285	35	2
174	286	35	1
181	286	35	1
186	286	35	1
187	286	35	1
188	286	35	1
205	286	35	1
207	286	35	1
215	286	35	1
219	286	35	1
224	286	35	1
228	286	35	1
229	286	35	1
234	286	35	1
238	286	35	1
244	286	35	1
248	286	35	1
249	286	35	1
175	287	35	2
186	287	35	1
188	287	35	1
190	287	35	2
199	287	35	1
205	287	35	1
206	287	35	1
208	287	35	1
220	287	35	1
223	287	35	2
224	287	35	2
226	287	35	1
229	287	35	1
242	287	35	3
247	287	35	1
187	288	35	1
189	288	35	1
204	288	35	3
205	288	35	1
219	288	35	1
220	288	35	1
223	288	35	1
176	289	35	1
185	289	35	1
186	289	35	1
188	289	35	2
199	289	35	2
205	289	35	1
221	289	35	1
224	289	35	2
225	289	35	1
228	289	35	1
238	289	35	1
243	289	35	1
244	289	35	1
245	289	35	1
247	289	35	1
184	290	35	1
185	290	35	1
186	290	35	1
187	290	35	1
195	290	35	2
197	290	35	1
198	290	35	1
201	290	35	1
204	290	35	1
225	290	35	1
232	290	35	1
234	290	35	1
235	290	35	1
241	290	35	2
176	291	35	1
196	291	35	2
200	291	35	1
202	291	35	1
204	291	35	1
216	291	35	1
223	291	35	1
230	291	35	1
232	291	35	1
237	291	35	1
244	291	35	1
247	291	35	2
174	292	35	1
182	292	35	1
185	292	35	1
204	292	35	1
224	292	35	1
229	292	35	1
230	292	35	1
235	292	35	1
247	292	35	1
198	293	35	1
222	293	35	1
232	293	35	1
234	293	35	1
238	293	35	1
181	294	35	1
185	294	35	1
188	294	35	1
199	294	35	1
201	294	35	2
226	294	35	2
231	294	35	2
239	294	35	3
245	294	35	1
193	295	35	2
203	295	35	1
225	295	35	1
228	295	35	1
236	295	35	1
242	295	35	2
177	296	35	1
180	296	35	1
193	296	35	1
196	296	35	1
198	296	35	1
199	296	35	2
201	296	35	1
205	296	35	1
219	296	35	1
220	296	35	1
222	296	35	1
229	296	35	1
238	296	35	1
241	296	35	3
243	296	35	1
219	297	35	2
221	297	35	1
222	297	35	2
226	297	35	1
227	297	35	2
236	297	35	1
237	297	35	1
238	297	35	1
239	297	35	1
240	297	35	1
247	297	35	1
248	297	35	1
203	298	35	2
220	298	35	1
221	298	35	1
222	298	35	1
223	298	35	1
246	298	35	2
202	299	35	2
227	299	35	1
228	299	35	1
229	299	35	1
241	299	35	2
195	300	35	1
227	300	35	1
235	300	35	1
236	300	35	3
237	300	35	1
241	300	35	1
198	301	35	2
227	301	35	1
228	301	35	1
233	301	35	1
235	301	35	1
236	301	35	2
238	301	35	1
239	301	35	1
200	302	35	1
227	302	35	1
229	302	35	1
230	302	35	2
236	302	35	2
239	302	35	1
223	303	35	1
226	303	35	1
231	303	35	3
232	303	35	1
238	303	35	1
242	303	35	1
243	303	35	1
221	304	35	1
226	304	35	1
228	304	35	1
232	304	35	1
239	304	35	2
243	304	35	1
222	305	35	3
225	305	35	1
229	305	35	1
238	305	35	1
199	306	35	1
222	306	35	2
224	306	35	1
230	306	35	2
232	306	35	1
239	306	35	3
198	307	35	1
222	307	35	1
223	307	35	1
224	307	35	1
232	307	35	1
234	307	35	1
235	307	35	1
239	307	35	1
203	308	35	2
222	308	35	1
224	308	35	1
229	308	35	1
236	308	35	1
240	308	35	3
241	308	35	1
235	309	35	1
220	310	35	1
223	310	35	1
225	310	35	1
231	310	35	1
232	310	35	1
213	311	35	1
216	311	35	1
219	311	35	2
220	311	35	1
222	311	35	1
224	311	35	1
232	311	35	1
237	311	35	1
238	311	35	1
214	312	35	1
217	312	35	1
236	312	35	1
242	312	35	1
221	313	35	1
223	313	35	2
225	314	35	1
227	314	35	4
230	314	35	1
232	314	35	1
233	314	35	1
234	314	35	1
237	314	35	1
234	315	35	1
235	315	35	1
237	315	35	1
233	317	35	1
237	318	35	2
232	319	35	1
240	319	35	1
224	253	36	1
228	253	36	1
229	254	36	1
218	256	36	1
225	256	36	1
226	257	36	1
220	258	36	1
222	258	36	2
225	258	36	1
227	258	36	1
229	258	36	1
217	259	36	1
220	259	36	1
226	259	36	1
227	259	36	1
228	259	36	1
224	260	36	1
228	260	36	1
229	260	36	1
237	260	36	1
238	260	36	2
211	261	36	2
216	261	36	1
219	261	36	1
226	261	36	1
227	261	36	2
242	261	36	1
243	261	36	1
210	262	36	1
214	262	36	1
219	262	36	1
221	262	36	1
224	262	36	1
229	262	36	1
240	262	36	1
189	263	36	1
210	263	36	1
214	263	36	1
231	263	36	1
235	263	36	1
244	263	36	1
209	264	36	1
216	264	36	1
223	264	36	1
232	264	36	2
238	264	36	1
240	264	36	2
249	264	36	2
191	265	36	1
196	265	36	2
224	265	36	2
235	265	36	1
248	265	36	2
187	266	36	1
188	266	36	2
205	266	36	1
211	266	36	1
215	266	36	2
216	266	36	1
219	266	36	1
220	266	36	1
221	266	36	1
222	266	36	1
228	266	36	1
231	266	36	1
235	266	36	2
237	266	36	1
238	266	36	1
243	266	36	1
244	266	36	1
193	267	36	1
209	267	36	1
210	267	36	1
216	267	36	1
232	267	36	3
241	267	36	1
242	267	36	1
249	267	36	1
191	268	36	1
205	268	36	1
215	268	36	1
241	268	36	1
245	268	36	1
247	268	36	1
210	269	36	1
211	269	36	1
213	269	36	2
219	269	36	1
225	269	36	2
233	269	36	1
237	269	36	1
185	270	36	1
187	270	36	1
191	270	36	1
192	270	36	1
194	270	36	1
212	270	36	1
220	270	36	1
230	270	36	1
237	270	36	1
238	270	36	2
239	270	36	1
240	270	36	1
244	270	36	1
176	271	36	1
181	271	36	1
188	271	36	1
207	271	36	3
213	271	36	1
215	271	36	1
216	271	36	1
218	271	36	1
220	271	36	2
223	271	36	1
225	271	36	1
249	271	36	1
175	272	36	1
185	272	36	2
193	272	36	2
203	272	36	3
206	272	36	1
214	272	36	1
215	272	36	1
219	272	36	3
222	272	36	1
230	272	36	1
231	272	36	1
235	272	36	1
239	272	36	1
186	273	36	1
191	273	36	1
211	273	36	1
232	273	36	1
235	273	36	1
185	274	36	2
201	274	36	2
205	274	36	1
212	274	36	1
214	274	36	1
215	274	36	1
217	274	36	1
233	274	36	1
236	274	36	1
239	274	36	1
250	274	36	1
184	275	36	1
206	275	36	1
207	275	36	1
218	275	36	1
219	275	36	1
177	276	36	1
180	276	36	1
203	276	36	1
204	276	36	1
207	276	36	2
211	276	36	1
213	276	36	1
232	276	36	1
237	276	36	1
240	276	36	2
204	277	36	1
205	277	36	1
208	277	36	1
226	277	36	1
188	278	36	1
204	278	36	1
207	278	36	1
211	278	36	2
213	278	36	1
219	278	36	2
234	278	36	2
179	279	36	1
192	279	36	1
193	279	36	1
214	279	36	1
215	279	36	1
231	279	36	1
234	279	36	1
192	280	36	2
193	280	36	1
210	280	36	2
212	280	36	2
214	280	36	1
223	280	36	3
224	280	36	1
234	280	36	1
173	281	36	1
187	281	36	1
189	281	36	1
190	281	36	1
193	281	36	1
207	281	36	2
208	281	36	1
214	281	36	1
217	281	36	1
228	281	36	1
172	282	36	1
189	282	36	1
208	282	36	1
213	282	36	1
214	282	36	1
215	282	36	1
226	282	36	1
189	283	36	1
205	283	36	1
207	283	36	1
208	283	36	1
209	283	36	1
216	283	36	1
226	283	36	1
233	283	36	1
241	283	36	1
177	284	36	1
187	284	36	1
196	284	36	1
199	284	36	1
201	284	36	1
202	284	36	1
211	284	36	1
215	284	36	2
220	284	36	1
225	284	36	1
226	284	36	2
231	284	36	1
242	284	36	1
245	284	36	1
176	285	36	1
201	285	36	1
205	285	36	1
212	285	36	1
218	285	36	1
220	285	36	1
223	285	36	1
226	285	36	1
233	285	36	1
234	285	36	2
241	285	36	1
247	285	36	1
193	286	36	2
198	286	36	2
200	286	36	1
201	286	36	1
203	286	36	1
204	286	36	1
207	286	36	3
209	286	36	2
213	286	36	1
218	286	36	2
222	286	36	1
235	286	36	2
238	286	36	1
240	286	36	1
242	286	36	1
243	286	36	2
200	287	36	3
202	287	36	1
203	287	36	1
204	287	36	1
207	287	36	1
220	287	36	1
224	287	36	1
226	287	36	1
231	287	36	1
236	287	36	2
240	287	36	1
248	287	36	1
188	288	36	1
199	288	36	1
206	288	36	1
220	288	36	1
223	288	36	2
240	288	36	1
196	289	36	2
199	289	36	1
200	289	36	1
203	289	36	1
206	289	36	1
235	289	36	1
198	290	36	1
199	290	36	1
201	290	36	1
203	290	36	1
206	290	36	1
225	290	36	2
232	290	36	1
234	290	36	1
242	290	36	1
186	291	36	1
195	291	36	1
197	291	36	1
202	291	36	1
222	291	36	1
231	291	36	2
238	291	36	2
239	291	36	1
240	291	36	1
194	292	36	1
196	292	36	1
200	292	36	1
202	292	36	1
203	292	36	1
207	292	36	3
223	292	36	2
225	292	36	1
226	292	36	1
230	292	36	1
231	292	36	1
233	292	36	1
197	293	36	1
208	293	36	1
224	293	36	2
225	293	36	1
228	293	36	1
239	293	36	1
182	294	36	1
190	294	36	1
195	294	36	1
201	294	36	1
204	294	36	1
228	294	36	1
230	294	36	1
232	294	36	1
238	294	36	1
241	294	36	1
243	294	36	1
197	295	36	1
201	295	36	1
225	295	36	1
226	295	36	1
234	295	36	3
235	295	36	1
240	295	36	2
242	295	36	1
244	295	36	1
199	296	36	1
201	296	36	1
205	296	36	1
222	296	36	1
227	296	36	1
235	296	36	1
241	296	36	1
195	297	36	1
198	297	36	1
227	297	36	1
229	297	36	1
236	297	36	1
239	297	36	1
241	297	36	1
242	297	36	1
245	297	36	2
202	298	36	1
229	298	36	1
241	298	36	1
243	298	36	1
244	298	36	1
200	299	36	1
229	299	36	1
232	299	36	1
233	299	36	1
239	299	36	2
241	299	36	1
244	299	36	1
237	300	36	1
240	300	36	1
242	300	36	1
223	301	36	1
225	301	36	1
226	301	36	2
229	301	36	2
240	301	36	1
243	301	36	1
245	301	36	1
225	302	36	1
226	302	36	1
243	302	36	1
236	303	36	2
238	303	36	2
230	304	36	2
232	304	36	1
223	305	36	2
228	305	36	1
234	305	36	1
235	306	36	2
239	306	36	3
243	306	36	1
194	307	36	1
222	307	36	1
223	307	36	1
227	307	36	1
235	307	36	1
240	307	36	2
241	307	36	1
223	308	36	1
224	308	36	2
228	308	36	1
237	308	36	1
241	308	36	1
243	308	36	1
224	309	36	1
225	309	36	1
228	309	36	1
229	309	36	1
236	309	36	1
223	310	36	1
229	310	36	1
243	310	36	2
217	311	36	1
221	311	36	1
226	311	36	1
228	311	36	2
230	311	36	3
231	311	36	1
233	311	36	1
238	311	36	1
216	312	36	2
217	312	36	1
225	312	36	1
240	312	36	1
244	312	36	2
225	314	36	1
226	314	36	1
232	314	36	1
242	314	36	1
214	315	36	1
220	315	36	1
230	315	36	1
236	315	36	1
242	315	36	1
243	315	36	2
228	316	36	1
232	316	36	1
236	316	36	1
240	316	36	1
232	317	36	1
235	317	36	1
237	317	36	1
237	318	36	1
231	319	36	1
236	319	36	1
238	319	36	1
228	257	37	1
227	258	37	1
224	260	37	1
227	260	37	2
228	260	37	2
235	260	37	1
242	260	37	1
217	261	37	1
216	262	37	1
224	262	37	1
227	262	37	1
232	262	37	2
214	263	37	2
231	263	37	1
211	264	37	1
229	264	37	1
236	264	37	1
237	264	37	1
238	264	37	1
215	265	37	1
228	265	37	1
193	266	37	1
189	267	37	1
193	267	37	1
233	267	37	1
239	267	37	1
215	268	37	1
236	268	37	1
241	268	37	1
210	269	37	2
188	270	37	1
216	270	37	1
220	270	37	1
237	270	37	1
238	270	37	1
213	271	37	2
219	271	37	1
213	272	37	2
209	273	37	1
217	273	37	1
208	274	37	2
211	274	37	1
213	274	37	1
216	274	37	1
231	274	37	1
211	275	37	1
213	275	37	2
215	275	37	1
209	276	37	2
214	276	37	1
217	276	37	2
218	277	37	1
208	278	37	2
211	278	37	1
175	279	37	2
215	279	37	1
216	279	37	1
231	279	37	1
192	280	37	1
210	280	37	1
175	281	37	2
191	281	37	1
212	281	37	1
214	281	37	2
215	281	37	1
223	281	37	1
189	282	37	1
212	282	37	3
219	282	37	1
228	283	37	1
237	283	37	1
186	284	37	2
195	284	37	2
203	284	37	2
205	284	37	1
212	284	37	2
237	284	37	1
198	285	37	1
202	285	37	2
210	285	37	1
233	285	37	1
237	285	37	1
188	286	37	1
189	286	37	1
215	286	37	1
219	286	37	1
230	286	37	1
191	287	37	2
207	287	37	1
208	287	37	1
219	287	37	1
234	287	37	1
240	287	37	1
186	288	37	1
194	288	37	1
196	288	37	2
202	288	37	2
203	288	37	1
236	288	37	1
238	288	37	1
240	288	37	2
186	289	37	1
200	289	37	2
203	289	37	1
219	289	37	1
233	289	37	1
234	289	37	1
199	290	37	1
202	290	37	1
230	290	37	1
231	290	37	2
243	290	37	1
195	291	37	1
235	291	37	1
236	291	37	1
239	291	37	1
200	292	37	1
201	292	37	1
231	292	37	1
232	292	37	1
236	292	37	1
240	292	37	2
242	292	37	1
199	293	37	1
204	293	37	1
207	293	37	1
223	293	37	2
226	293	37	1
241	293	37	1
190	294	37	1
202	294	37	1
204	294	37	2
232	294	37	1
237	294	37	1
238	294	37	1
240	294	37	2
202	295	37	2
225	295	37	2
231	295	37	1
232	295	37	2
234	295	37	2
236	295	37	1
243	295	37	3
245	295	37	2
199	296	37	1
228	296	37	1
242	296	37	1
245	296	37	1
204	297	37	1
218	297	37	1
220	297	37	1
227	297	37	1
230	297	37	1
234	297	37	1
232	298	37	1
240	298	37	2
243	298	37	2
240	299	37	1
243	299	37	1
227	300	37	3
230	300	37	1
231	300	37	1
233	300	37	1
241	300	37	1
244	300	37	1
227	301	37	1
232	301	37	2
242	301	37	3
233	302	37	1
244	302	37	1
232	303	37	1
227	304	37	1
226	305	37	1
229	305	37	1
236	305	37	1
238	305	37	1
242	305	37	1
224	306	37	2
240	306	37	1
242	306	37	1
198	307	37	1
225	307	37	1
225	308	37	1
240	308	37	3
220	309	37	3
226	309	37	2
239	309	37	1
216	310	37	1
227	310	37	1
221	311	37	1
224	311	37	1
225	311	37	1
232	311	37	2
234	311	37	1
221	312	37	1
228	312	37	1
231	312	37	1
232	312	37	2
235	312	37	1
228	313	37	1
238	313	37	1
234	314	37	1
236	314	37	1
237	314	37	1
238	314	37	1
211	315	37	1
227	315	37	2
229	315	37	1
230	315	37	2
236	315	37	1
234	316	37	1
230	317	37	1
238	317	37	1
236	318	37	1
237	319	37	2
226	260	38	1
228	260	38	1
216	261	38	2
225	261	38	2
228	261	38	1
238	261	38	1
227	262	38	1
229	263	38	2
232	264	38	1
211	266	38	1
214	266	38	1
229	266	38	1
193	267	38	1
219	267	38	1
213	268	38	2
217	269	38	1
217	270	38	1
203	272	38	1
218	272	38	1
232	272	38	1
236	272	38	1
215	274	38	1
216	274	38	1
203	275	38	1
206	275	38	1
207	276	38	1
210	276	38	1
211	276	38	1
205	277	38	1
214	277	38	1
215	277	38	1
220	277	38	1
203	278	38	1
209	278	38	1
215	278	38	1
217	278	38	1
221	278	38	1
222	278	38	1
194	279	38	1
214	279	38	1
209	280	38	1
211	280	38	2
211	281	38	1
212	281	38	1
213	281	38	1
215	281	38	2
189	282	38	1
191	282	38	1
210	282	38	2
211	282	38	1
213	282	38	1
216	283	38	1
185	284	38	1
195	284	38	1
201	284	38	2
214	284	38	1
201	285	38	1
205	285	38	1
208	285	38	1
215	285	38	2
216	285	38	1
217	285	38	1
188	286	38	2
198	286	38	1
204	286	38	1
208	286	38	1
218	286	38	1
237	286	38	1
195	287	38	1
198	287	38	1
205	287	38	1
230	287	38	2
190	288	38	1
192	288	38	1
193	288	38	1
189	289	38	1
193	289	38	2
208	289	38	1
217	289	38	2
223	289	38	1
231	289	38	1
234	289	38	1
188	290	38	1
203	290	38	1
207	290	38	1
209	290	38	2
211	290	38	1
189	291	38	2
202	291	38	1
203	291	38	1
207	291	38	1
210	291	38	1
220	291	38	2
222	291	38	1
223	291	38	1
232	291	38	1
233	291	38	1
189	292	38	1
201	292	38	2
213	292	38	1
232	292	38	1
236	292	38	2
238	292	38	1
239	292	38	2
240	292	38	1
198	293	38	1
202	293	38	1
224	293	38	2
227	293	38	1
231	293	38	3
206	294	38	1
211	294	38	1
212	294	38	1
213	294	38	2
230	294	38	1
236	294	38	1
240	294	38	1
242	294	38	1
198	295	38	1
218	295	38	1
221	295	38	1
227	295	38	2
232	295	38	1
235	295	38	1
238	295	38	1
198	296	38	1
205	296	38	1
206	296	38	1
221	296	38	1
222	296	38	1
228	296	38	1
233	296	38	1
239	296	38	1
240	296	38	1
241	296	38	1
203	297	38	1
227	297	38	1
229	297	38	1
231	297	38	1
239	297	38	1
240	297	38	1
241	297	38	2
242	297	38	1
200	298	38	1
215	298	38	1
228	298	38	1
230	298	38	1
231	298	38	1
237	298	38	1
240	298	38	1
243	298	38	1
196	299	38	1
228	299	38	2
236	299	38	2
241	299	38	1
245	299	38	1
204	300	38	1
218	300	38	1
233	300	38	1
239	300	38	1
238	301	38	1
227	303	38	1
234	303	38	1
227	304	38	1
233	304	38	1
234	304	38	2
244	304	38	1
232	305	38	1
241	305	38	1
245	305	38	1
229	306	38	1
236	306	38	1
242	306	38	2
224	307	38	1
226	307	38	1
239	307	38	1
246	307	38	2
223	308	38	1
235	308	38	1
239	308	38	1
233	309	38	1
241	309	38	1
219	310	38	1
222	310	38	1
227	310	38	1
241	310	38	2
214	311	38	1
217	311	38	1
219	311	38	1
222	311	38	1
225	311	38	1
237	311	38	1
244	311	38	2
217	312	38	1
222	312	38	1
223	312	38	1
227	312	38	1
228	312	38	3
230	312	38	1
232	312	38	1
240	312	38	1
241	312	38	1
217	313	38	1
228	313	38	2
236	313	38	2
241	313	38	2
244	313	38	1
245	313	38	1
232	314	38	1
236	314	38	1
238	314	38	1
241	314	38	2
220	315	38	2
221	315	38	1
230	315	38	1
237	315	38	1
239	315	38	1
225	316	38	1
226	316	38	1
214	317	38	1
221	317	38	1
227	317	38	1
231	317	38	1
232	317	38	1
235	317	38	2
239	317	38	1
220	318	38	1
232	318	38	2
241	318	38	1
243	318	38	1
230	319	38	1
238	319	38	1
212	321	38	1
221	321	38	1
231	321	38	1
231	322	38	1
233	322	38	1
236	322	38	1
219	323	38	1
215	265	39	3
237	265	39	2
217	268	39	1
219	269	39	2
214	273	39	1
213	274	39	1
214	274	39	1
214	275	39	1
218	276	39	1
201	278	39	1
210	278	39	1
214	278	39	1
206	279	39	1
215	279	39	1
216	279	39	1
217	279	39	1
218	280	39	1
204	281	39	1
217	281	39	1
223	281	39	1
212	282	39	1
205	284	39	1
191	285	39	1
192	285	39	1
195	285	39	2
197	285	39	1
187	286	39	1
201	286	39	1
205	286	39	3
206	286	39	1
216	286	39	1
221	286	39	2
196	287	39	1
198	287	39	1
215	287	39	1
187	288	39	1
192	288	39	1
195	288	39	1
217	288	39	3
191	289	39	1
203	289	39	1
190	290	39	1
192	290	39	3
195	290	39	1
197	290	39	1
204	290	39	1
211	290	39	1
233	290	39	1
193	291	39	1
202	291	39	1
206	291	39	1
207	291	39	1
213	291	39	1
239	291	39	1
240	291	39	1
188	292	39	1
199	292	39	1
211	292	39	1
232	292	39	1
234	292	39	1
242	292	39	1
205	293	39	1
208	293	39	1
224	293	39	1
202	294	39	1
204	294	39	1
213	294	39	1
228	294	39	1
203	295	39	1
207	295	39	3
216	295	39	1
223	295	39	1
224	295	39	1
225	295	39	1
236	295	39	2
215	296	39	1
222	296	39	2
236	296	39	1
239	296	39	1
199	297	39	1
203	297	39	2
204	297	39	2
232	297	39	2
233	297	39	1
234	297	39	1
235	297	39	1
240	297	39	1
214	298	39	1
215	298	39	1
224	298	39	1
226	298	39	1
230	298	39	1
231	298	39	1
233	298	39	1
222	299	39	1
224	299	39	1
230	299	39	1
241	299	39	1
243	299	39	1
230	300	39	2
231	300	39	1
233	300	39	1
233	301	39	1
234	301	39	1
231	302	39	1
231	303	39	1
235	303	39	2
210	304	39	1
228	304	39	1
243	304	39	2
212	305	39	1
228	305	39	1
229	305	39	1
238	305	39	1
240	305	39	1
211	306	39	1
224	306	39	2
227	306	39	1
236	306	39	1
213	307	39	1
232	307	39	1
241	307	39	1
220	308	39	2
223	308	39	1
225	308	39	1
226	308	39	3
229	308	39	2
233	308	39	1
235	308	39	1
241	308	39	1
242	308	39	1
195	309	39	1
226	309	39	1
227	309	39	3
240	309	39	3
242	309	39	1
198	310	39	1
217	310	39	1
219	310	39	1
220	310	39	2
223	310	39	1
228	310	39	1
234	310	39	1
217	311	39	1
220	311	39	2
222	311	39	1
229	311	39	1
231	311	39	1
240	311	39	1
211	312	39	2
228	312	39	2
230	312	39	1
231	312	39	1
232	312	39	1
241	312	39	1
242	312	39	1
244	312	39	1
217	313	39	1
221	313	39	1
225	313	39	1
228	313	39	1
229	313	39	1
238	313	39	1
239	313	39	2
240	313	39	2
229	314	39	1
234	314	39	2
241	314	39	1
217	315	39	1
229	315	39	1
236	316	39	1
238	316	39	1
239	316	39	1
236	317	39	1
238	317	39	1
230	318	39	3
214	320	39	1
229	320	39	1
234	320	39	1
218	321	39	2
219	321	39	1
229	321	39	1
232	321	39	1
233	321	39	1
234	321	39	1
233	322	39	2
211	324	39	1
212	324	39	1
208	327	39	1
197	328	39	1
201	278	40	2
193	280	40	1
197	283	40	1
197	284	40	1
191	285	40	2
196	286	40	2
194	287	40	1
211	288	40	1
193	289	40	1
218	290	40	1
225	291	40	1
189	292	40	2
191	292	40	1
199	292	40	1
206	292	40	3
209	292	40	1
210	292	40	1
212	292	40	1
192	293	40	1
214	293	40	1
225	293	40	1
234	293	40	1
210	294	40	1
217	294	40	3
238	294	40	1
239	294	40	1
197	295	40	1
220	295	40	2
234	295	40	1
198	296	40	1
211	296	40	1
217	296	40	1
234	296	40	1
236	296	40	2
240	296	40	1
188	297	40	1
229	297	40	2
230	297	40	1
215	298	40	1
216	298	40	1
223	298	40	1
234	298	40	1
199	299	40	1
225	299	40	2
237	299	40	1
227	300	40	2
236	300	40	2
237	300	40	1
215	301	40	1
237	301	40	1
219	302	40	2
232	302	40	2
237	302	40	1
241	303	40	1
235	304	40	1
214	305	40	1
229	305	40	2
230	305	40	1
213	306	40	1
226	306	40	1
239	306	40	1
241	306	40	1
242	306	40	2
192	307	40	2
223	307	40	1
227	307	40	1
228	307	40	1
241	307	40	1
223	308	40	1
233	308	40	1
239	308	40	1
195	309	40	2
203	309	40	1
215	309	40	1
222	309	40	1
223	309	40	1
227	309	40	2
228	309	40	1
233	309	40	1
217	310	40	2
219	310	40	1
221	310	40	1
229	310	40	1
220	311	40	1
222	311	40	1
234	311	40	1
216	312	40	1
218	312	40	1
220	312	40	1
221	312	40	1
229	312	40	1
235	312	40	1
240	312	40	1
213	313	40	2
215	313	40	1
216	313	40	1
220	313	40	3
235	313	40	1
241	313	40	1
215	314	40	1
217	314	40	1
238	314	40	1
217	315	40	1
221	315	40	1
235	315	40	2
238	315	40	1
245	315	40	1
216	316	40	1
217	316	40	1
221	316	40	1
237	316	40	2
240	316	40	1
218	317	40	1
221	317	40	1
226	317	40	1
227	317	40	1
235	317	40	2
229	318	40	1
231	318	40	1
238	318	40	1
215	319	40	1
219	319	40	1
241	319	40	1
242	319	40	1
221	320	40	2
230	320	40	2
232	320	40	1
240	321	40	1
229	322	40	1
228	323	40	1
212	325	40	1
208	330	40	1
217	292	41	1
195	294	41	1
224	297	41	1
214	298	41	2
231	300	41	1
229	302	41	1
222	303	41	2
243	304	41	1
226	305	41	2
229	305	41	1
228	306	41	1
225	307	41	1
211	308	41	1
225	308	41	1
226	308	41	1
243	308	41	1
225	309	41	1
239	309	41	1
220	310	41	1
223	310	41	1
239	310	41	1
221	311	41	1
222	311	41	1
236	311	41	1
221	312	41	2
234	312	41	1
242	312	41	1
239	313	41	1
244	313	41	1
232	314	41	1
235	314	41	1
238	314	41	2
242	314	41	1
243	314	41	1
249	314	41	1
220	315	41	2
221	316	41	1
238	316	41	1
240	316	41	2
246	316	41	3
249	316	41	1
235	317	41	1
242	317	41	1
245	317	41	1
218	318	41	1
230	318	41	1
241	318	41	2
243	318	41	1
246	318	41	2
223	319	41	1
230	319	41	1
243	319	41	1
231	320	41	1
216	321	41	1
229	321	41	1
230	321	41	1
230	323	41	1
214	326	41	1
221	302	42	1
220	303	42	1
220	305	42	1
224	305	42	1
227	305	42	2
229	305	42	1
230	306	42	1
231	306	42	1
240	308	42	2
241	308	42	1
226	309	42	1
235	309	42	1
236	309	42	1
221	310	42	1
236	310	42	1
220	311	42	1
236	311	42	1
238	311	42	1
218	312	42	1
222	312	42	1
242	312	42	1
221	313	42	1
221	314	42	1
236	314	42	2
242	314	42	1
226	315	42	2
241	315	42	1
218	316	42	1
221	316	42	1
226	316	42	1
240	316	42	1
241	316	42	1
223	317	42	2
224	317	42	1
226	317	42	1
220	318	42	1
228	318	42	1
240	318	42	1
243	318	42	1
245	318	42	1
246	318	42	1
231	322	42	1
220	304	43	1
220	305	43	1
221	307	43	1
218	310	43	1
219	310	43	1
236	311	43	1
238	311	43	1
211	312	43	1
240	313	43	1
229	315	43	1
238	315	43	1
245	315	43	2
219	316	43	1
