x	y	z	Circadian Clock
218	263	31	1
220	263	31	1
221	263	31	1
222	263	31	1
228	263	31	2
230	263	31	1
233	263	31	2
235	263	31	2
236	263	31	1
238	263	31	1
244	263	31	2
245	263	31	2
178	264	31	1
185	264	31	1
187	264	31	1
190	264	31	2
194	264	31	1
199	264	31	2
204	264	31	1
209	264	31	1
210	264	31	1
214	264	31	1
215	264	31	2
217	264	31	1
222	264	31	1
223	264	31	2
224	264	31	1
226	264	31	2
227	264	31	1
231	264	31	1
234	264	31	2
239	264	31	2
245	264	31	2
185	265	31	1
194	265	31	1
200	265	31	1
205	265	31	2
213	265	31	1
229	265	31	1
232	265	31	1
235	265	31	2
238	265	31	3
243	265	31	1
245	265	31	1
246	265	31	2
248	265	31	1
250	265	31	1
189	266	31	1
194	266	31	1
211	266	31	1
212	266	31	1
213	266	31	1
219	266	31	1
228	266	31	1
231	266	31	1
233	266	31	2
241	266	31	1
243	266	31	1
248	266	31	1
251	266	31	1
183	267	31	1
192	267	31	1
194	267	31	1
196	267	31	1
224	267	31	1
228	267	31	1
229	267	31	1
230	267	31	1
231	267	31	2
232	267	31	1
236	267	31	1
237	267	31	3
238	267	31	1
246	267	31	2
247	267	31	1
188	268	31	1
193	268	31	1
198	268	31	2
210	268	31	1
216	268	31	2
224	268	31	2
225	268	31	2
231	268	31	3
232	268	31	1
241	268	31	1
243	268	31	2
245	268	31	1
247	268	31	1
173	269	31	1
182	269	31	1
183	269	31	1
198	269	31	3
204	269	31	1
206	269	31	2
210	269	31	1
234	269	31	1
235	269	31	1
243	269	31	2
252	269	31	1
181	270	31	2
183	270	31	3
185	270	31	1
186	270	31	1
194	270	31	1
196	270	31	2
201	270	31	2
207	270	31	2
216	270	31	1
217	270	31	1
231	270	31	2
234	270	31	1
237	270	31	1
240	270	31	1
249	270	31	2
178	271	31	1
185	271	31	1
200	271	31	1
204	271	31	2
212	271	31	2
216	271	31	1
224	271	31	2
231	271	31	1
232	271	31	1
235	271	31	1
239	271	31	2
240	271	31	1
241	271	31	3
245	271	31	1
246	271	31	1
247	271	31	1
249	271	31	1
176	272	31	1
182	272	31	1
183	272	31	1
185	272	31	2
206	272	31	1
208	272	31	1
211	272	31	1
214	272	31	1
218	272	31	2
225	272	31	1
234	272	31	1
237	272	31	2
243	272	31	1
254	272	31	1
184	273	31	1
210	273	31	1
214	273	31	1
215	273	31	1
235	273	31	2
237	273	31	1
238	273	31	3
242	273	31	1
248	273	31	1
249	273	31	1
250	273	31	1
175	274	31	2
185	274	31	2
205	274	31	1
210	274	31	1
211	274	31	1
213	274	31	1
214	274	31	1
225	274	31	1
229	274	31	2
232	274	31	2
236	274	31	1
237	274	31	1
239	274	31	1
241	274	31	1
243	274	31	1
247	274	31	1
250	274	31	1
182	275	31	1
201	275	31	1
205	275	31	1
211	275	31	1
229	275	31	1
235	275	31	1
238	275	31	1
241	275	31	2
243	275	31	1
244	275	31	1
184	276	31	1
198	276	31	1
226	276	31	1
233	276	31	1
234	276	31	2
237	276	31	1
238	276	31	1
246	276	31	2
252	276	31	1
204	277	31	1
233	277	31	2
234	277	31	1
235	277	31	2
237	277	31	1
238	277	31	1
243	277	31	2
244	277	31	1
204	278	31	1
207	278	31	1
208	278	31	1
224	278	31	1
236	278	31	2
237	278	31	2
238	278	31	1
240	278	31	2
245	278	31	1
247	278	31	1
180	279	31	2
205	279	31	1
208	279	31	1
216	279	31	1
234	279	31	1
236	279	31	1
244	279	31	1
253	279	31	1
254	279	31	1
175	280	31	1
217	280	31	1
221	280	31	1
236	280	31	1
237	280	31	1
246	280	31	2
249	280	31	1
181	281	31	1
219	281	31	1
222	281	31	2
224	281	31	1
228	281	31	3
233	281	31	2
234	281	31	1
237	281	31	1
240	281	31	1
241	281	31	1
244	281	31	2
245	281	31	2
250	281	31	2
173	282	31	1
178	282	31	1
179	282	31	2
180	282	31	1
206	282	31	1
219	282	31	1
221	282	31	1
225	282	31	2
232	282	31	1
234	282	31	2
241	282	31	2
244	282	31	2
245	282	31	2
246	282	31	1
247	282	31	1
256	282	31	2
208	283	31	1
219	283	31	1
223	283	31	3
231	283	31	2
232	283	31	2
233	283	31	1
234	283	31	1
236	283	31	1
244	283	31	2
177	284	31	2
179	284	31	2
181	284	31	2
219	284	31	2
223	284	31	2
231	284	31	1
236	284	31	3
237	284	31	2
244	284	31	1
249	284	31	3
250	284	31	2
254	284	31	2
173	285	31	1
178	285	31	1
206	285	31	1
218	285	31	1
220	285	31	1
224	285	31	3
225	285	31	1
226	285	31	1
235	285	31	1
243	285	31	1
244	285	31	2
245	285	31	1
248	285	31	1
251	285	31	1
252	285	31	1
253	285	31	1
180	286	31	1
218	286	31	1
219	286	31	3
221	286	31	1
227	286	31	1
229	286	31	1
244	286	31	1
252	286	31	2
190	287	31	1
219	287	31	1
221	287	31	1
223	287	31	1
225	287	31	1
226	287	31	1
227	287	31	1
229	287	31	2
230	287	31	1
234	287	31	3
236	287	31	1
240	287	31	1
241	287	31	2
250	287	31	2
251	287	31	1
253	287	31	1
187	288	31	1
225	288	31	1
226	288	31	1
228	288	31	1
230	288	31	2
231	288	31	2
234	288	31	1
245	288	31	1
249	288	31	1
221	289	31	1
225	289	31	2
226	289	31	1
231	289	31	1
234	289	31	2
238	289	31	2
241	289	31	1
243	289	31	2
245	289	31	1
246	289	31	1
225	290	31	1
227	290	31	2
231	290	31	1
234	290	31	1
235	290	31	2
237	290	31	1
243	290	31	1
246	290	31	1
197	291	31	1
198	291	31	1
200	291	31	3
222	291	31	3
226	291	31	1
227	291	31	1
229	291	31	1
231	291	31	1
237	291	31	2
238	291	31	1
245	291	31	1
248	291	31	1
255	291	31	1
199	292	31	1
230	292	31	1
231	292	31	1
232	292	31	1
236	292	31	1
238	292	31	1
242	292	31	1
243	292	31	1
252	292	31	1
254	292	31	1
257	292	31	1
222	293	31	1
229	293	31	2
230	293	31	1
231	293	31	3
232	293	31	2
233	293	31	1
234	293	31	1
235	293	31	2
238	293	31	1
239	293	31	1
247	293	31	1
248	293	31	2
256	293	31	1
202	294	31	1
209	294	31	1
221	294	31	2
222	294	31	1
224	294	31	3
227	294	31	1
232	294	31	1
237	294	31	3
242	294	31	1
246	294	31	1
251	294	31	1
252	294	31	2
253	294	31	3
198	295	31	2
202	295	31	1
221	295	31	1
222	295	31	1
225	295	31	1
226	295	31	1
232	295	31	2
241	295	31	2
242	295	31	1
243	295	31	1
244	295	31	1
247	295	31	1
257	295	31	1
215	296	31	2
223	296	31	1
225	296	31	2
228	296	31	1
229	296	31	1
231	296	31	1
235	296	31	2
236	296	31	2
240	296	31	1
242	296	31	1
245	296	31	1
246	296	31	2
248	296	31	1
250	296	31	2
221	297	31	1
224	297	31	2
234	297	31	2
235	297	31	1
236	297	31	1
241	297	31	1
252	297	31	1
196	298	31	2
223	298	31	1
228	298	31	1
232	298	31	1
239	298	31	1
240	298	31	2
242	298	31	1
245	298	31	1
250	298	31	2
252	298	31	1
229	299	31	1
232	299	31	1
233	299	31	2
237	299	31	1
240	299	31	2
245	299	31	1
246	299	31	1
251	299	31	1
223	300	31	1
224	300	31	2
226	300	31	1
228	300	31	1
229	300	31	1
230	300	31	3
231	300	31	1
232	300	31	2
235	300	31	1
236	300	31	1
250	300	31	1
221	301	31	1
228	301	31	2
234	301	31	2
245	301	31	1
246	301	31	1
247	301	31	1
248	301	31	1
249	301	31	1
222	302	31	1
224	302	31	1
229	302	31	1
231	302	31	2
235	302	31	2
236	302	31	2
240	302	31	1
242	302	31	2
245	302	31	5
223	303	31	2
224	303	31	2
233	303	31	1
235	303	31	1
242	303	31	1
243	303	31	1
244	303	31	1
245	303	31	1
232	304	31	1
237	304	31	1
238	304	31	2
224	305	31	2
234	305	31	2
235	305	31	1
238	305	31	1
242	305	31	1
223	306	31	1
233	306	31	2
234	307	31	1
231	250	32	1
215	251	32	2
226	251	32	1
217	252	32	1
214	253	32	1
216	253	32	1
223	253	32	1
231	253	32	2
237	253	32	1
232	254	32	1
235	254	32	1
215	255	32	1
216	255	32	1
217	255	32	2
218	255	32	1
224	255	32	1
228	255	32	1
235	255	32	1
240	255	32	2
177	256	32	1
210	256	32	1
216	256	32	1
227	256	32	1
234	256	32	2
242	256	32	2
192	257	32	1
195	257	32	2
202	257	32	1
209	257	32	1
218	257	32	3
230	257	32	1
232	257	32	1
238	257	32	1
240	257	32	2
193	258	32	1
207	258	32	1
214	258	32	2
215	258	32	1
217	258	32	1
219	258	32	1
240	258	32	1
246	258	32	1
188	259	32	2
191	259	32	1
192	259	32	1
193	259	32	2
201	259	32	2
213	259	32	2
217	259	32	1
227	259	32	1
237	259	32	1
247	259	32	1
211	260	32	1
214	260	32	1
216	260	32	1
221	260	32	1
222	260	32	1
230	260	32	1
234	260	32	1
235	260	32	1
236	260	32	2
237	260	32	1
238	260	32	1
242	260	32	1
244	260	32	1
245	260	32	1
246	260	32	1
248	260	32	2
186	261	32	1
212	261	32	2
216	261	32	1
217	261	32	1
222	261	32	1
224	261	32	1
226	261	32	1
230	261	32	1
237	261	32	1
238	261	32	1
245	261	32	1
246	261	32	1
186	262	32	1
189	262	32	1
194	262	32	1
196	262	32	1
197	262	32	1
198	262	32	1
209	262	32	1
210	262	32	1
215.5	262.5	32.5	2
217	262	32	1
219	262	32	1
224	262	32	2
227	262	32	1
228	262	32	1
235	262	32	1
242	262	32	1
243	262	32	1
245	262	32	2
247	262	32	1
249	262	32	1
189	263	32	1
200	263	32	1
208	263	32	1
211	263	32	1
215	263	32	1
216	263	32	1
220	263	32	1
221	263	32	1
224	263	32	1
225	263	32	2
227	263	32	1
228	263	32	1
233	263	32	1
237	263	32	1
241	263	32	1
245	263	32	1
249	263	32	2
251	263	32	1
186	264	32	1
188	264	32	1
189	264	32	1
192	264	32	1
193	264	32	1
194	264	32	1
200	264	32	2
204	264	32	2
214	264	32	1
223	264	32	3
224	264	32	1
228	264	32	1
232	264	32	1
239	264	32	1
244	264	32	2
245	264	32	2
246	264	32	1
176	265	32	1
187	265	32	2
196	265	32	1
203	265	32	1
211	265	32	1
213	265	32	1
216	265	32	2
217	265	32	1
220	265	32	2
221	265	32	1
222	265	32	2
224	265	32	1
229	265	32	1
231	265	32	1
232	265	32	1
233	265	32	1
234	265	32	2
238	265	32	1
239	265	32	1
243	265	32	1
248	265	32	1
249	265	32	1
178	266	32	1
184	266	32	1
188	266	32	2
189	266	32	1
195	266	32	1
196	266	32	1
197	266	32	1
216	266	32	3
218	266	32	1
221	266	32	1
222	266	32	1
224	266	32	2
228	266	32	1
238	266	32	1
239	266	32	1
240	266	32	1
241	266	32	1
248	266	32	1
249	266	32	1
251	266	32	2
182	267	32	1
183	267	32	2
184	267	32	1
188	267	32	2
192	267	32	1
194	267	32	1
196	267	32	1
197	267	32	2
215	267	32	1
219	267	32	1
222	267	32	2
228	267	32	2
229	267	32	1
230	267	32	2
231	267	32	2
239	267	32	2
243	267	32	1
247	267	32	1
248	267	32	1
249	267	32	1
252	267	32	3
189	268	32	1
195	268	32	1
211	268	32	2
212	268	32	1
213	268	32	3
215	268	32	2
216	268	32	1
238	268	32	1
241	268	32	1
245	268	32	2
246	268	32	1
252	268	32	2
253	268	32	2
176	269	32	1
184	269	32	2
187	269	32	3
193	269	32	2
196	269	32	1
209	269	32	1
210	269	32	2
211	269	32	2
214	269	32	1
218	269	32	1
232	269	32	2
233	269	32	1
239	269	32	1
245	269	32	2
249	269	32	1
252	269	32	1
172	270	32	2
173	270	32	1
180	270	32	2
184	270	32	1
187	270	32	2
196	270	32	1
197	270	32	1
200	270	32	1
201	270	32	1
207	270	32	2
211	270	32	2
212	270	32	1
216	270	32	2
222	270	32	1
231	270	32	2
233	270	32	1
234	270	32	1
239	270	32	1
243	270	32	1
244	270	32	1
247	270	32	1
173	271	32	1
182	271	32	1
183	271	32	3
184	271	32	1
188	271	32	1
202	271	32	1
206	271	32	1
208	271	32	1
210	271	32	1
212	271	32	1
213	271	32	3
214	271	32	1
215	271	32	1
216	271	32	1
227	271	32	2
231	271	32	1
233	271	32	1
234	271	32	1
244	271	32	1
246	271	32	1
250	271	32	1
251	271	32	3
173	272	32	2
176	272	32	1
182	272	32	1
185	272	32	1
198	272	32	2
201	272	32	1
202	272	32	1
205	272	32	1
206	272	32	4
212	272	32	1
225	272	32	2
227	272	32	1
230	272	32	1
235	272	32	1
237	272	32	3
241	272	32	1
244	272	32	1
245	272	32	1
246	272	32	1
249	272	32	4
252	272	32	2
174	273	32	1
181	273	32	1
183	273	32	2
186	273	32	1
207	273	32	1
210	273	32	1
225	273	32	1
228	273	32	1
235	273	32	4
239	273	32	2
241	273	32	1
242	273	32	1
245	273	32	1
249	273	32	1
208	274	32	1
209	274	32	1
210	274	32	1
233	274	32	1
234	274	32	2
252	274	32	2
181	275	32	1
184	275	32	2
202	275	32	1
203	275	32	2
214	275	32	3
215	275	32	1
226	275	32	2
238	275	32	1
240	275	32	1
247	275	32	1
252	275	32	1
174	276	32	1
184	276	32	1
203	276	32	1
204	276	32	1
210	276	32	1
228	276	32	1
235	276	32	1
242	276	32	1
243	276	32	1
249	276	32	1
205	277	32	1
214	277	32	1
215	277	32	1
216	277	32	1
232	277	32	1
237	277	32	1
242	277	32	1
243	277	32	2
244	277	32	1
245	277	32	1
248	277	32	2
254	277	32	1
184	278	32	1
220	278	32	2
240	278	32	1
248	278	32	1
250	278	32	2
255	278	32	1
177	279	32	2
179	279	32	1
181	279	32	1
207	279	32	1
219	279	32	1
236	279	32	2
239	279	32	2
240	279	32	1
242	279	32	3
245	279	32	1
247	279	32	1
250	279	32	1
174	280	32	1
175	280	32	2
176	280	32	2
180	280	32	1
208	280	32	2
219	280	32	1
229	280	32	1
232	280	32	2
239	280	32	1
241	280	32	1
182	281	32	1
210	281	32	1
211	281	32	1
219	281	32	2
221	281	32	1
223	281	32	1
226	281	32	1
233	281	32	2
234	281	32	1
239	281	32	1
242	281	32	1
245	281	32	1
246	281	32	1
251	281	32	2
254	281	32	1
173	282	32	2
174	282	32	1
178	282	32	1
218	282	32	1
221	282	32	1
223	282	32	1
227	282	32	1
229	282	32	4
231	282	32	1
237	282	32	1
240	282	32	3
241	282	32	2
245	282	32	1
251	282	32	1
253	282	32	2
256	282	32	1
173	283	32	1
175	283	32	1
178	283	32	1
181	283	32	1
207	283	32	2
208	283	32	1
222	283	32	1
224	283	32	2
226	283	32	1
239	283	32	1
241	283	32	1
242	283	32	1
177	284	32	1
181	284	32	2
186	284	32	1
205	284	32	1
219	284	32	1
220	284	32	1
222	284	32	1
227	284	32	2
229	284	32	2
232	284	32	1
233	284	32	4
234	284	32	1
236	284	32	2
241	284	32	1
242	284	32	2
245	284	32	1
247	284	32	1
248	284	32	1
251	284	32	1
254	284	32	1
178	285	32	1
179	285	32	2
182	285	32	1
185	285	32	1
205	285	32	1
206	285	32	1
208	285	32	1
215	285	32	3
225	285	32	1
230	285	32	1
233	285	32	1
236	285	32	1
240	285	32	2
244	285	32	1
245	285	32	1
246	285	32	1
254	285	32	4
255	285	32	2
174	286	32	1
178	286	32	1
206	286	32	1
209	286	32	1
218	286	32	2
223	286	32	1
226	286	32	1
227	286	32	1
228	286	32	1
229	286	32	1
237	286	32	1
246	286	32	1
248	286	32	1
176	287	32	2
177	287	32	1
187	287	32	3
223	287	32	1
228	287	32	2
230	287	32	1
231	287	32	1
236.5	287.5	32.5	1
237	287	32	2
240	287	32	2
241	287	32	1
244	287	32	1
247	287	32	1
248	287	32	1
249	287	32	1
255	287	32	2
226	288	32	1
229	288	32	1
231	288	32	2
232	288	32	1
236	288	32	1
237	288	32	3
240	288	32	2
242	288	32	2
248	288	32	1
187	289	32	1
200	289	32	2
201	289	32	1
223	289	32	1
238	289	32	2
253	289	32	1
185	290	32	2
220	290	32	1
225	290	32	1
226	290	32	1
230	290	32	1
232	290	32	1
233	290	32	1
235	290	32	1
236	290	32	1
239	290	32	1
241	290	32	2
243	290	32	1
250	290	32	2
252	290	32	1
200	291	32	1
231	291	32	2
235	291	32	1
238	291	32	1
239	291	32	1
241	291	32	1
242	291	32	2
247	291	32	1
248	291	32	1
188	292	32	1
199	292	32	1
204	292	32	1
223	292	32	1
225	292	32	1
229	292	32	1
242	292	32	1
243	292	32	1
248	292	32	1
249	292	32	2
252	292	32	1
257	292	32	1
198	293	32	1
199	293	32	1
200	293	32	1
227	293	32	1
232	293	32	1
233	293	32	1
234	293	32	1
237	293	32	2
238	293	32	2
241	293	32	2
247	293	32	1
249	293	32	2
197	294	32	1
199	294	32	1
202	294	32	1
204	294	32	1
221	294	32	2
227	294	32	1
228	294	32	1
230	294	32	1
231	294	32	1
235	294	32	1
236	294	32	2
238	294	32	1
251	294	32	1
256	294	32	1
223	295	32	1
224	295	32	1
225	295	32	2
243	295	32	3
245	295	32	1
253	295	32	1
218	296	32	1
220	296	32	3
223	296	32	1
233	296	32	3
235	296	32	1
245	296	32	1
247	296	32	2
249	296	32	1
250	296	32	2
198	297	32	1
219	297	32	1
221	297	32	1
227	297	32	1
229	297	32	1
230	297	32	1
233	297	32	1
234	297	32	2
236	297	32	1
237	297	32	2
242	297	32	1
246	297	32	1
248	297	32	1
249	297	32	3
251	297	32	2
195	298	32	1
198	298	32	1
219	298	32	1
223	298	32	1
234	298	32	1
236	298	32	2
237	298	32	1
241	298	32	1
244	298	32	1
250	298	32	1
251	298	32	1
252	298	32	1
197	299	32	1
226	299	32	1
227	299	32	1
228	299	32	2
235	299	32	1
241	299	32	1
185	300	32	1
196	300	32	1
225	300	32	1
228	300	32	2
236	300	32	1
239	300	32	2
196	301	32	1
221	301	32	2
224	301	32	2
227	301	32	1
229	301	32	1
231	301	32	1
232	301	32	1
234	301	32	1
239	301	32	1
240	301	32	3
241	301	32	2
244	301	32	1
245	301	32	1
249	301	32	1
222	302	32	1
223	302	32	1
224	302	32	1
233	302	32	1
234	302	32	2
238	302	32	2
239	302	32	1
241	302	32	2
242	302	32	1
249	302	32	1
225	303	32	1
229	303	32	1
234	303	32	1
239	303	32	2
242	303	32	1
244	303	32	1
217	304	32	1
220	304	32	1
230	304	32	1
235	304	32	1
236	304	32	1
237	304	32	1
239	304	32	2
204	305	32	1
221	305	32	2
226	305	32	3
234	305	32	1
242	305	32	2
208	306	32	2
234	306	32	1
236	306	32	1
237	306	32	1
241	306	32	1
242	306	32	2
221	307	32	1
222	307	32	1
225	307	32	3
226	307	32	2
234	307	32	1
236	307	32	2
220	308	32	1
221	308	32	1
225	308	32	1
229	308	32	1
235	308	32	2
225	309	32	1
234	309	32	1
235	309	32	1
227	310	32	1
225	311	32	1
229	312	32	2
232	312	32	1
230	313	32	2
232	249	33	1
228	250	33	1
226	251	33	1
227	251	33	1
227	252	33	1
216	253	33	1
218	253	33	1
224	253	33	2
231	253	33	1
232	253	33	1
240	253	33	1
193	254	33	1
220	254	33	1
230	254	33	2
231	254	33	1
232	254	33	1
235	254	33	1
236	254	33	4
241	254	33	1
217	255	33	1
218	255	33	1
223	255	33	1
236	255	33	1
215	256	33	1
222	256	33	2
227	256	33	1
228	256	33	2
232	256	33	1
237	256	33	1
238	256	33	2
241	256	33	2
214	257	33	1
215	257	33	3
216	257	33	1
219	257	33	4
227	257	33	1
230	257	33	3
235	257	33	1
237	257	33	1
239	257	33	1
215	258	33	1
216	258	33	2
219	258	33	1
220	258	33	1
223	258	33	1
230	258	33	1
233	258	33	2
234	258	33	1
243	258	33	1
244	258	33	1
189	259	33	1
194	259	33	3
211	259	33	1
215	259	33	1
216	259	33	2
222	259	33	2
223	259	33	2
224	259	33	1
226	259	33	1
229	259	33	1
231	259	33	1
237	259	33	1
242	259	33	1
192	260	33	1
212	260	33	1
217	260	33	1
219	260	33	2
224	260	33	2
230	260	33	1
236	260	33	1
237	260	33	2
239	260	33	1
243	260	33	1
188	261	33	1
208	261	33	1
214	261	33	1
216	261	33	2
217.5	261.5	33.5	1
218	261	33	1
219	261	33	1
220	261	33	2
231	261	33	4
237	261	33	3
239	261	33	1
241	261	33	1
242	261	33	3
247	261	33	3
192	262	33	1
196	262	33	2
203	262	33	1
210	262	33	2
211	262	33	1
214	262	33	1
215	262	33	1
216	262	33	1
218	262	33	2
219	262	33	1
221	262	33	1
223	262	33	1
231	262	33	2
238	262	33	1
240	262	33	1
242	262	33	3
245	262	33	1
246	262	33	1
248	262	33	1
185	263	33	2
190	263	33	1
194	263	33	2
199	263	33	1
200	263	33	1
203	263	33	2
213	263	33	1
219	263	33	2
220	263	33	1
222	263	33	1
223	263	33	1
225	263	33	1
233	263	33	1
239	263	33	1
240	263	33	2
242	263	33	2
243	263	33	1
245	263	33	1
247	263	33	1
248	263	33	1
186	264	33	1
187	264	33	1
190	264	33	1
191	264	33	1
193	264	33	2
194	264	33	1
195	264	33	2
211	264	33	1
214	264	33	2
217	264	33	1
221	264	33	1
229	264	33	1
233	264	33	1
247	264	33	1
188	265	33	3
189	265	33	2
192	265	33	1
194	265	33	1
195	265	33	2
202	265	33	1
208	265	33	2
212	265	33	1
213	265	33	3
214	265	33	2
219	265	33	1
221	265	33	1
222	265	33	3
224	265	33	2
229	265	33	1
239	265	33	1
243	265	33	1
244	265	33	1
245	265	33	2
248	265	33	1
186	266	33	1
213	266	33	1
215	266	33	2
217	266	33	1
218	266	33	1
221	266	33	1
224	266	33	2
230	266	33	1
239	266	33	1
241	266	33	1
242	266	33	1
246	266	33	1
247	266	33	2
250	266	33	1
182	267	33	1
184	267	33	1
186	267	33	1
191	267	33	1
192	267	33	1
194	267	33	1
212	267	33	1
215	267	33	1
217	267	33	1
221	267	33	2
225	267	33	1
228	267	33	1
229	267	33	1
231	267	33	1
242	267	33	1
245	267	33	1
247	267	33	1
252	267	33	1
253	267	33	1
183	268	33	1
192	268	33	2
193	268	33	1
210	268	33	1
211	268	33	2
215	268	33	1
219	268	33	1
220	268	33	1
224	268	33	2
225	268	33	1
226	268	33	1
242	268	33	1
184	269	33	2
188	269	33	1
192	269	33	1
195	269	33	3
211	269	33	1
216	269	33	1
217	269	33	1
232	269	33	1
240	269	33	1
244	269	33	2
246	269	33	1
174	270	33	1
179	270	33	1
185	270	33	1
187	270	33	1
188	270	33	1
205	270	33	2
207	270	33	2
209	270	33	1
210	270	33	1
214	270	33	1
216	270	33	2
223	270	33	1
231	270	33	1
233	270	33	1
234	270	33	1
243	270	33	1
247	270	33	1
252	270	33	2
175	271	33	1
179	271	33	1
180	271	33	1
181	271	33	1
185	271	33	1
190	271	33	1
205	271	33	1
208	271	33	1
209	271	33	1
211	271	33	2
214	271	33	1
216	271	33	1
226	271	33	2
235	271	33	1
237	271	33	1
243	271	33	2
244	271	33	2
247	271	33	1
248	271	33	1
172	272	33	1
173	272	33	1
175	272	33	2
176	272	33	1
187	272	33	1
189	272	33	1
201	272	33	2
203	272	33	2
208	272	33	2
210	272	33	1
213	272	33	1
217	272	33	1
225	272	33	1
232	272	33	1
234	272	33	2
235	272	33	3
238	272	33	1
239	272	33	1
241	272	33	1
244	272	33	2
245	272	33	1
173	273	33	1
181	273	33	1
182	273	33	1
183	273	33	1
184	273	33	2
186	273	33	1
188	273	33	1
189	273	33	2
196	273	33	1
201	273	33	1
202	273	33	1
203	273	33	1
210	273	33	3
213	273	33	2
217	273	33	2
227	273	33	1
230	273	33	1
235	273	33	1
238	273	33	1
239	273	33	1
247	273	33	2
170	274	33	1
177	274	33	1
182	274	33	1
185	274	33	1
206	274	33	1
208	274	33	1
209	274	33	1
210	274	33	1
217	274	33	1
227	274	33	1
232	274	33	1
236	274	33	2
237	274	33	1
238	274	33	1
239	274	33	1
242	274	33	1
243	274	33	2
245	274	33	1
176	275	33	1
184	275	33	1
185	275	33	1
186	275	33	1
200	275	33	1
202	275	33	1
205	275	33	1
211	275	33	1
214	275	33	1
216	275	33	1
227	275	33	2
237	275	33	1
240	275	33	2
241	275	33	1
246	275	33	2
174	276	33	1
190	276	33	1
205	276	33	2
206	276	33	2
215	276	33	1
232	276	33	1
235	276	33	1
239	276	33	1
240	276	33	2
241	276	33	3
242	276	33	1
243	276	33	1
174	277	33	1
178	277	33	1
183	277	33	1
205	277	33	1
210	277	33	1
211	277	33	1
215	277	33	2
216	277	33	1
224	277	33	1
227	277	33	1
232	277	33	1
236	277	33	1
238	277	33	3
242	277	33	1
243	277	33	1
244	277	33	2
245	277	33	1
176	278	33	1
177	278	33	1
178	278	33	1
191	278	33	1
209	278	33	1
235	278	33	1
237	278	33	1
238	278	33	1
243	278	33	1
244	278	33	1
245	278	33	1
246	278	33	1
176	279	33	1
178	279	33	1
181	279	33	1
210	279	33	1
222	279	33	3
231	279	33	1
240	279	33	1
243	279	33	1
251	279	33	1
174	280	33	1
175	280	33	1
207	280	33	1
208	280	33	2
209	280	33	2
214	280	33	2
217	280	33	1
226	280	33	2
229	280	33	1
232	280	33	1
239	280	33	1
242	280	33	3
246	280	33	1
247	280	33	2
249	280	33	2
175	281	33	1
178	281	33	1
204	281	33	2
217	281	33	1
219	281	33	2
233	281	33	1
239	281	33	1
244	281	33	2
250	281	33	1
177	282	33	2
179	282	33	1
185	282	33	1
188	282	33	1
190	282	33	2
209	282	33	1
210	282	33	1
211	282	33	1
212	282	33	2
213	282	33	1
214	282	33	1
222	282	33	1
224	282	33	1
229	282	33	2
230	282	33	2
233	282	33	2
247	282	33	1
248	282	33	1
250	282	33	1
185	283	33	1
206	283	33	1
212	283	33	1
220	283	33	1
221	283	33	1
227	283	33	1
228	283	33	1
230	283	33	1
232	283	33	1
233	283	33	2
237	283	33	3
238	283	33	2
239	283	33	2
247	283	33	1
249	283	33	1
253	283	33	1
180	284	33	1
184	284	33	1
186	284	33	1
187	284	33	1
188	284	33	2
205	284	33	1
207	284	33	1
208	284	33	1
209	284	33	1
211	284	33	1
220	284	33	1
224	284	33	1
225	284	33	2
235	284	33	1
236	284	33	2
240	284	33	1
243	284	33	2
249	284	33	2
176	285	33	1
178	285	33	1
219	285	33	2
220	285	33	4
222	285	33	2
232	285	33	1
233	285	33	1
234	285	33	2
238	285	33	2
243	285	33	1
247	285	33	1
248	285	33	1
185	286	33	3
204	286	33	2
209	286	33	1
220	286	33	1
221	286	33	1
236	286	33	1
238	286	33	1
239	286	33	1
244	286	33	1
245	286	33	2
246	286	33	1
248	286	33	1
252	286	33	1
255	286	33	1
185	287	33	1
198	287	33	1
199	287	33	2
205	287	33	1
220	287	33	1
221	287	33	1
226	287	33	2
229	287	33	1
233	287	33	1
234	287	33	1
235	287	33	2
242	287	33	2
244	287	33	1
246	287	33	1
247	287	33	2
251	287	33	1
196	288	33	1
226	288	33	1
233	288	33	1
234	288	33	1
236	288	33	1
239	288	33	1
244	288	33	1
246	288	33	1
248	288	33	1
257	288	33	1
184	289	33	2
200	289	33	1
224	289	33	2
231	289	33	1
237	289	33	1
241.5	289.5	33.5	1
244	289	33	1
245	289	33	1
247	289	33	1
250	289	33	1
199	290	33	2
202	290	33	2
207	290	33	1
223	290	33	1
225	290	33	2
231	290	33	1
232	290	33	2
239	290	33	1
241	290	33	1
257	290	33	1
185	291	33	1
222	291	33	1
223	291	33	1
225	291	33	3
229	291	33	1
231	291	33	3
232	291	33	1
234	291	33	1
240	291	33	1
241	291	33	1
244	291	33	2
245	291	33	1
247	291	33	1
249	291	33	1
197	292	33	2
201	292	33	1
202	292	33	1
221	292	33	1
226	292	33	1
227	292	33	1
229	292	33	1
233	292	33	2
239	292	33	1
242	292	33	1
246	292	33	1
247	292	33	1
249	292	33	1
256	292	33	2
188	293	33	2
197	293	33	1
223	293	33	1
224	293	33	1
226	293	33	2
234	293	33	2
235	293	33	1
239	293	33	1
246	293	33	1
254	293	33	2
177	294	33	1
187	294	33	3
195	294	33	1
228	294	33	1
235	294	33	1
236	294	33	1
238	294	33	1
239	294	33	1
245	294	33	1
