x	y	z	Hemostasis
233	274	30	2
234	274	30	2
238	274	30	2
241	274	30	1
244	274	30	1
247	274	30	2
251	274	30	1
175	275	30	1
182	275	30	2
183	275	30	2
184	275	30	3
203	275	30	1
211	275	30	1
212	275	30	2
213	275	30	1
215	275	30	1
233	275	30	3
235	275	30	1
236	275	30	1
237	275	30	2
238	275	30	2
239	275	30	1
242	275	30	2
244	275	30	1
249	275	30	2
250	275	30	1
179	276	30	1
186	276	30	1
205	276	30	1
207	276	30	1
232	276	30	1
233	276	30	1
238	276	30	1
239	276	30	1
240	276	30	3
241	276	30	1
243	276	30	2
246	276	30	3
248	276	30	1
249	276	30	2
253	276	30	4
174	277	30	2
205	277	30	2
206	277	30	1
232	277	30	1
235	277	30	2
239	277	30	1
243	277	30	2
247	277	30	1
249	277	30	2
250	277	30	2
175	278	30	1
201	278	30	2
203	278	30	2
226	278	30	1
235	278	30	2
237	278	30	1
238	278	30	1
239	278	30	2
243	278	30	2
250	278	30	1
253	278	30	2
221	279	30	1
235	279	30	4
237	279	30	1
239	279	30	1
244	279	30	1
245	279	30	2
246	279	30	1
247	279	30	2
249	279	30	2
250	279	30	1
252	279	30	2
176	280	30	2
178	280	30	1
183	280	30	1
236	280	30	4
237	280	30	1
238	280	30	2
239	280	30	1
242	280	30	2
244	280	30	2
245	280	30	2
246	280	30	2
248	280	30	2
249	280	30	4
251	280	30	1
252	280	30	1
254	280	30	1
173	281	30	1
181	281	30	3
214	281	30	1
217	281	30	1
218	281	30	1
234	281	30	2
237	281	30	1
242	281	30	3
243	281	30	2
244	281	30	1
247	281	30	1
251	281	30	2
252	281	30	1
254	281	30	1
172	282	30	1
177	282	30	1
179	282	30	1
181	282	30	1
182	282	30	1
187	282	30	2
210	282	30	1
213	282	30	1
215	282	30	1
222	282	30	1
223	282	30	1
234	282	30	1
235	282	30	2
236	282	30	3
238	282	30	1
239	282	30	1
240	282	30	1
241	282	30	1
245	282	30	1
246	282	30	1
247	282	30	2
248	282	30	1
251	282	30	2
253	282	30	1
254	282	30	1
256	282	30	1
179	283	30	2
209	283	30	1
215	283	30	3
219	283	30	1
220	283	30	3
223	283	30	1
234	283	30	1
236	283	30	1
238	283	30	1
240	283	30	1
241	283	30	1
242	283	30	1
248	283	30	2
249	283	30	1
252	283	30	2
254	283	30	2
181	284	30	2
221	284	30	1
224	284	30	3
226	284	30	1
230	284	30	1
231	284	30	1
233	284	30	1
236	284	30	2
238	284	30	2
242	284	30	1
245	284	30	2
249	284	30	1
251	284	30	2
254	284	30	1
256	284	30	1
258	284	30	1
206	285	30	1
211	285	30	5
220	285	30	1
224	285	30	1
225	285	30	1
229	285	30	1
233	285	30	1
237	285	30	2
246	285	30	1
251	285	30	1
254	285	30	2
256	285	30	1
205	286	30	2
206	286	30	2
219	286	30	2
223	286	30	1
225	286	30	1
229	286	30	1
231	286	30	1
234	286	30	1
235	286	30	1
236	286	30	1
239	286	30	1
240	286	30	1
244	286	30	2
245	286	30	1
246	286	30	3
248	286	30	2
250	286	30	2
251	286	30	1
252	286	30	2
255	286	30	1
256	286	30	1
257	286	30	1
207	287	30	2
220	287	30	2
222	287	30	1
226	287	30	4
231	287	30	1
233	287	30	1
234	287	30	1
238.5	287.5	30.5	2
241	287	30	2
246	287	30	1
248	287	30	1
250	287	30	2
251	287	30	2
252	287	30	1
223	288	30	1
226	288	30	2
228	288	30	1
229	288	30	1
234	288	30	1
235	288	30	2
236	288	30	1
238	288	30	3
239	288	30	2
243	288	30	2
244	288	30	1
246	288	30	2
248	288	30	3
249	288	30	1
250	288	30	1
252	288	30	2
253	288	30	2
184	289	30	2
199	289	30	2
221	289	30	1
223	289	30	1
224	289	30	2
230	289	30	2
231	289	30	1
232	289	30	1
233	289	30	1
235	289	30	1
237	289	30	2
238	289	30	1
239	289	30	1
240	289	30	1
243	289	30	1
246	289	30	3
248	289	30	1
250	289	30	1
252	289	30	4
256	289	30	1
224	290	30	2
232	290	30	1
236	290	30	2
240	290	30	1
241	290	30	2
244	290	30	1
245	290	30	1
248	290	30	1
250	290	30	1
253	290	30	1
222	291	30	4
225	291	30	1
226	291	30	2
229	291	30	1
232	291	30	1
234	291	30	1
235	291	30	2
237	291	30	1
238	291	30	1
239	291	30	1
245	291	30	1
247	291	30	1
248	291	30	1
249	291	30	1
255	291	30	2
203	292	30	1
223	292	30	2
226	292	30	1
230	292	30	2
232	292	30	3
245	292	30	5
251	292	30	1
257	292	30	1
219	293	30	2
222	293	30	1
223	293	30	1
227	293	30	1
231	293	30	3
232	293	30	1
233	293	30	1
236	293	30	1
238	293	30	1
240	293	30	1
243	293	30	1
245	293	30	2
249	293	30	1
210	294	30	3
220	294	30	1
221	294	30	1
229	294	30	1
230	294	30	3
232	294	30	1
237	294	30	2
240	294	30	2
241	294	30	1
243	294	30	3
244	294	30	1
246	294	30	1
249	294	30	1
252	294	30	1
254	294	30	1
224	295	30	2
227	295	30	2
228	295	30	1
241	295	30	1
243	295	30	1
244	295	30	2
247	295	30	2
253	295	30	3
256	295	30	1
257	295	30	2
186	296	30	1
226	296	30	2
228	296	30	1
233	296	30	1
234	296	30	1
235	296	30	4
237	296	30	1
241	296	30	2
242	296	30	1
252	296	30	2
253	296	30	2
221	297	30	3
223	297	30	1
232	297	30	1
237	297	30	1
240	297	30	2
246	297	30	1
248	297	30	1
250	297	30	1
252	297	30	3
215	298	30	2
220	298	30	1
222	298	30	3
224	298	30	2
226	298	30	1
227	298	30	4
228	298	30	2
229	298	30	1
231	298	30	2
232	298	30	2
235	298	30	1
239	298	30	1
241	298	30	1
242	298	30	2
245	298	30	1
246	298	30	1
247	298	30	1
248	298	30	1
249	298	30	3
250	298	30	1
251	298	30	1
215	299	30	1
218	299	30	1
221	299	30	1
229	299	30	1
230	299	30	1
231	299	30	1
236	299	30	2
240	299	30	3
244	299	30	2
246	299	30	1
248	299	30	1
222	300	30	2
225	300	30	1
227	300	30	1
232	300	30	1
233	300	30	1
236	300	30	1
237	300	30	1
240	300	30	1
241	300	30	1
244	300	30	1
248	300	30	3
251	300	30	1
225	301	30	1
227	301	30	1
230	301	30	2
236	301	30	3
239	301	30	2
240	301	30	1
241	301	30	3
246	301	30	2
251	301	30	3
226	302	30	1
229	302	30	1
231	302	30	1
236	302	30	1
240	302	30	1
225	303	30	1
238	303	30	1
239	303	30	3
240	303	30	1
241	303	30	3
246	303	30	2
220	304	30	2
233	304	30	3
234	304	30	2
235	304	30	1
236	304	30	2
240	304	30	1
242	304	30	2
233	305	30	1
236	305	30	1
242	305	30	1
238	306	30	1
240	306	30	1
226	249	31	1
227	250	31	3
235	250	31	3
215	251	31	1
229	251	31	2
235	251	31	1
216	252	31	2
225	252	31	1
235	252	31	3
239	252	31	1
193	253	31	1
217	253	31	2
224	253	31	2
228	253	31	2
233	253	31	1
193	254	31	1
226	254	31	1
235	254	31	1
215	255	31	1
226	255	31	1
234	255	31	1
235	255	31	2
236	255	31	1
237	255	31	1
207	256	31	1
215	256	31	2
216	256	31	1
233	256	31	2
236	256	31	1
177	257	31	1
202	257	31	1
214	257	31	2
215	257	31	1
216	257	31	1
218	257	31	1
230	257	31	2
232	257	31	2
237	257	31	1
238	257	31	1
239	257	31	2
240	257	31	2
188	258	31	1
190	258	31	1
205	258	31	1
215	258	31	1
216	258	31	2
228	258	31	1
231	258	31	2
235	258	31	1
239	258	31	1
240	258	31	1
216	259	31	1
219	259	31	2
226	259	31	1
227	259	31	2
229	259	31	2
230	259	31	1
231	259	31	1
235	259	31	2
237	259	31	1
186	260	31	2
188	260	31	1
190	260	31	1
191	260	31	1
195	260	31	1
212	260	31	1
216	260	31	1
218	260	31	2
221	260	31	1
224	260	31	3
231	260	31	1
238	260	31	1
239	260	31	2
240	260	31	1
242	260	31	1
244	260	31	2
245	260	31	1
246	260	31	1
181	261	31	2
184	261	31	3
187	261	31	1
188	261	31	1
195	261	31	2
208	261	31	1
217	261	31	1
226	261	31	1
228	261	31	1
231	261	31	1
239	261	31	2
244	261	31	1
245	261	31	1
246	261	31	1
249	261	31	1
194	262	31	1
210	262	31	1
216	262	31	1
217	262	31	3
218	262	31	1
220	262	31	1
221	262	31	3
222	262	31	2
225	262	31	1
226	262	31	1
227	262	31	1
229	262	31	1
233	262	31	2
235	262	31	1
236	262	31	1
238	262	31	1
249	262	31	1
185	263	31	2
186	263	31	1
188	263	31	2
194	263	31	1
197	263	31	1
198	263	31	1
200	263	31	2
215	263	31	1
216	263	31	1
218	263	31	3
220	263	31	1
221	263	31	1
227	263	31	3
233	263	31	1
234	263	31	2
235	263	31	1
240	263	31	1
244	263	31	2
245	263	31	2
249	263	31	1
185	264	31	1
188	264	31	1
190	264	31	1
195	264	31	1
197	264	31	1
204	264	31	1
209	264	31	1
210	264	31	1
216	264	31	2
217	264	31	1
218	264	31	1
226	264	31	3
228	264	31	1
234	264	31	2
238	264	31	1
239	264	31	1
244	264	31	1
246	264	31	1
248	264	31	1
249	264	31	1
184	265	31	1
185	265	31	1
186	265	31	1
192	265	31	2
196	265	31	2
205	265	31	1
213	265	31	1
215	265	31	1
216	265	31	1
223	265	31	1
231	265	31	3
238	265	31	1
239	265	31	1
246	265	31	1
248	265	31	1
249	265	31	1
250	265	31	3
187	266	31	2
189	266	31	1
191	266	31	2
193	266	31	1
194	266	31	1
197	266	31	1
198	266	31	1
212	266	31	2
213	266	31	2
215	266	31	1
228	266	31	1
229	266	31	3
232	266	31	1
233	266	31	1
241	266	31	2
243	266	31	3
244	266	31	3
246	266	31	1
247	266	31	1
251	266	31	2
183	267	31	4
186	267	31	1
195	267	31	1
199	267	31	1
211	267	31	1
219	267	31	2
222	267	31	2
223	267	31	1
224	267	31	1
232	267	31	1
233	267	31	1
238	267	31	3
241	267	31	1
242	267	31	1
244	267	31	2
246	267	31	2
247	267	31	1
183	268	31	1
184	268	31	2
188	268	31	1
195	268	31	1
203	268	31	1
205	268	31	1
215	268	31	1
216	268	31	1
218	268	31	2
219	268	31	2
220	268	31	1
222	268	31	1
224	268	31	1
231	268	31	1
232	268	31	4
234	268	31	1
238	268	31	2
243	268	31	1
244	268	31	2
245	268	31	1
182	269	31	1
184	269	31	1
191	269	31	2
194	269	31	1
198	269	31	3
199	269	31	2
204	269	31	1
206	269	31	1
209	269	31	1
213	269	31	1
214	269	31	1
230	269	31	1
231	269	31	1
234	269	31	1
235	269	31	1
240	269	31	1
246	269	31	1
173	270	31	2
180	270	31	3
181	270	31	2
194	270	31	1
196	270	31	1
198	270	31	1
199	270	31	1
207	270	31	1
216	270	31	1
217	270	31	2
239	270	31	1
240	270	31	2
244	270	31	1
247	270	31	2
172	271	31	1
174	271	31	1
175	271	31	3
184	271	31	1
185	271	31	1
198	271	31	1
200	271	31	2
203	271	31	2
204	271	31	2
209	271	31	1
210	271	31	3
212	271	31	1
213	271	31	1
214	271	31	1
215	271	31	2
217	271	31	1
225	271	31	1
226	271	31	1
232	271	31	1
233	271	31	1
235	271	31	1
237	271	31	1
238	271	31	2
239	271	31	1
240	271	31	1
241	271	31	2
244	271	31	1
247	271	31	1
249	271	31	3
176	272	31	1
183	272	31	3
185	272	31	2
199	272	31	1
203	272	31	4
204	272	31	1
208	272	31	2
211	272	31	1
212	272	31	3
213	272	31	1
226	272	31	4
227	272	31	1
232	272	31	1
234	272	31	1
237	272	31	1
238	272	31	1
241	272	31	1
248	272	31	2
249	272	31	1
250	272	31	1
176	273	31	1
183	273	31	1
184	273	31	1
207	273	31	2
209	273	31	1
212	273	31	1
213	273	31	2
215	273	31	2
229	273	31	1
237	273	31	1
238	273	31	1
249	273	31	2
250	273	31	1
175	274	31	2
179	274	31	2
182	274	31	2
185	274	31	1
203	274	31	2
204	274	31	1
209	274	31	1
211	274	31	1
213	274	31	1
216	274	31	3
225	274	31	1
226	274	31	1
229	274	31	1
230	274	31	1
236	274	31	2
237	274	31	2
243	274	31	1
247	274	31	2
248	274	31	1
250	274	31	1
182	275	31	1
201	275	31	1
206	275	31	2
231	275	31	1
235	275	31	2
236	275	31	3
237	275	31	1
238	275	31	1
239	275	31	1
241	275	31	1
243	275	31	1
244	275	31	1
176	276	31	1
181	276	31	1
198	276	31	1
205	276	31	1
226	276	31	1
236	276	31	3
237	276	31	1
238	276	31	1
239	276	31	2
243	276	31	3
252	276	31	1
253	276	31	1
174	277	31	1
205	277	31	1
209	277	31	2
235	277	31	2
237	277	31	1
238	277	31	2
239	277	31	1
241	277	31	1
243	277	31	2
245	277	31	1
249	277	31	1
178	278	31	1
203	278	31	2
205	278	31	3
206	278	31	1
237	278	31	1
238	278	31	1
243	278	31	3
246	278	31	2
175	279	31	1
180	279	31	2
206	279	31	1
216	279	31	2
234	279	31	1
235	279	31	2
238	279	31	2
243	279	31	1
246	279	31	2
247	279	31	1
249	279	31	1
175	280	31	2
205	280	31	1
217	280	31	1
235	280	31	2
236	280	31	3
237	280	31	1
238	280	31	2
246	280	31	1
247	280	31	1
249	280	31	1
250	280	31	1
176	281	31	2
181	281	31	1
184	281	31	1
204	281	31	2
210	281	31	1
220	281	31	1
224	281	31	2
228	281	31	1
231	281	31	2
234	281	31	1
235	281	31	3
237	281	31	2
241	281	31	1
244	281	31	2
250	281	31	1
175	282	31	1
178	282	31	2
179	282	31	3
206	282	31	1
220	282	31	1
221	282	31	3
223	282	31	1
225	282	31	1
231	282	31	2
233	282	31	1
235	282	31	2
238	282	31	1
239	282	31	1
241	282	31	1
244	282	31	2
245	282	31	1
246	282	31	1
249	282	31	1
253	282	31	2
254	282	31	2
176	283	31	1
179	283	31	1
181	283	31	1
182	283	31	1
184	283	31	1
218	283	31	1
219	283	31	1
223	283	31	1
224	283	31	1
228	283	31	1
231	283	31	3
233	283	31	1
235	283	31	1
236	283	31	1
241	283	31	2
242	283	31	1
246	283	31	1
175	284	31	1
176	284	31	1
182	284	31	1
206	284	31	2
209	284	31	2
219	284	31	1
220	284	31	1
222	284	31	1
223	284	31	1
235	284	31	1
238	284	31	1
254	284	31	1
256	284	31	2
177	285	31	1
178	285	31	2
179	285	31	2
226	285	31	2
229	285	31	1
231	285	31	2
233	285	31	2
234	285	31	2
235	285	31	1
236	285	31	1
238	285.5	31.5	1
240	285	31	2
243	285	31	3
244	285	31	1
245	285	31	3
248	285	31	1
250	285	31	2
251	285	31	2
252	285	31	2
180	286	31	1
218	286	31	1
219	286	31	2
220	286	31	2
221	286	31	3
227	286	31	1
231	286	31	1
237	286	31	2
238	286	31	2
239	286	31	1
244	286	31	1
246	286	31	1
187	287	31	1
220	287	31	2
221	287	31	2
222	287	31	1
225	287	31	1
226	287	31	1
229	287	31	1
234	287	31	1
236	287	31	3
237	287	31	1
243	287	31	1
246	287	31	1
250	287	31	3
251	287	31	2
186	288	31	2
221	288	31	2
222	288	31	1
223	288	31	2
226	288	31	1
231	288	31	1
233	288	31	2
234	288	31	1
241	288	31	1
242	288	31	1
244	288	31	1
245	288	31	2
246	288	31	2
249	288	31	2
205	289	31	1
221	289	31	1
225	289	31	2
226	289	31	1
228	289	31	2
232	289	31	2
233	289	31	1
234	289	31	1
241	289	31	1
243	289	31	3
245	289	31	2
247	289	31	1
250	289	31	3
252	289	31	1
200	290	31	2
221	290	31	1
226	290	31	1
230	290	31	1
231	290	31	1
237	290	31	1
241	290	31	3
246	290	31	1
247	290	31	1
248	290	31	3
197	291	31	1
198	291	31	1
204	291	31	1
226	291	31	3
227	291	31	1
228	291	31	1
229	291	31	2
231	291	31	1
241	291	31	2
244	291	31	1
245	291	31	1
247	291	31	1
254	291	31	2
255	291	31	1
197	292	31	1
201	292	31	1
226	292	31	2
227	292	31	1
230	292	31	2
232	292	31	1
235	292	31	1
236	292	31	1
238	292	31	1
242	292	31	1
246	292	31	1
250	292	31	1
251	292	31	1
252	292	31	1
254	292	31	1
257	292	31	2
198	293	31	1
222	293	31	1
223	293	31	1
228	293	31	1
229	293	31	1
232	293	31	2
233	293	31	3
235	293	31	1
236	293	31	1
238	293	31	1
239	293	31	2
247	293	31	1
248	293	31	1
256	293	31	2
202	294	31	1
221	294	31	1
225	294	31	1
226	294	31	1
228	294	31	2
232	294	31	1
233	294	31	2
237	294	31	1
240	294	31	1
241	294	31	1
242	294	31	2
244	294	31	2
245	294	31	2
247	294	31	1
250	294	31	2
251	294	31	1
252	294	31	2
253	294	31	1
198	295	31	3
202	295	31	1
221	295	31	1
223	295	31	1
226	295	31	4
229	295	31	1
232	295	31	4
234	295	31	1
235	295	31	2
240	295	31	1
242	295	31	1
243	295	31	2
247	295	31	1
249	295	31	1
252	295	31	1
257	295	31	1
188	296	31	3
197	296	31	4
199	296	31	2
200	296	31	2
215	296	31	1
223	296	31	2
224	296	31	1
225	296	31	1
228	296	31	1
231	296	31	1
235	296	31	1
236	296	31	2
240	296	31	1
242	296	31	2
245	296	31	1
246	296	31	1
247	296	31	1
250	296	31	1
252	296	31	1
195	297	31	2
221	297	31	3
223	297	31	1
225	297	31	4
226	297	31	1
227	297	31	2
231	297	31	1
234	297	31	1
241	297	31	2
242	297	31	1
243	297	31	1
246	297	31	1
252	297	31	2
205	298	31	1
223	298	31	2
224	298	31	1
226	298	31	2
228	298	31	1
229	298	31	1
232	298	31	2
238	298	31	1
239	298	31	1
240	298	31	2
247	298	31	1
248	298	31	1
250	298	31	2
252	298	31	1
221	299	31	1
224	299	31	2
230	299	31	2
233	299	31	1
237	299	31	1
240	299	31	1
243	299	31	1
245	299	31	2
248	299	31	2
251	299	31	1
218	300	31	3
225	300	31	1
228	300	31	1
232	300	31	1
235	300	31	2
237	300	31	1
244	300	31	3
246	300	31	1
225	301	31	2
226	301	31	1
228	301	31	1
229	301	31	1
230	301	31	2
232	301	31	1
233	301	31	3
234	301	31	1
236	301	31	1
237	301	31	3
241	301	31	1
242	301	31	1
246	301	31	1
248	301	31	1
249	301	31	1
222	302	31	1
226	302	31	1
235	302	31	2
242	302	31	1
244	302	31	1
247	302	31	1
223	303	31	2
231	303	31	1
233	303	31	2
235	303	31	2
236	303	31	1
239	303	31	1
242	303	31	1
243	303	31	1
244	303	31	2
245	303	31	1
247	303	31	1
235	304	31	2
237	304	31	1
238	304	31	2
243	304	31	1
244	304	31	1
223	305	31	1
224	305	31	2
234	305	31	1
235	305	31	3
236	305	31	2
237	305	31	1
238	305	31	3
240	305	31	1
242	305	31	2
223	306	31	1
231	306	31	1
236	306	31	1
224	307	31	2
237	307	31	1
223	308	31	1
225	308	31	1
226	309	31	3
226	250	32	1
231	250	32	1
227	251	32	1
228	251	32	2
229	251	32	1
217	252	32	2
226	252	32	2
231	252	32	2
235	252	32	1
215	253	32	2
217	253	32	2
221	253	32	1
223	253	32	1
224	253	32	1
225	253	32	1
227	253	32	1
229	253	32	2
231	253	32	3
232	253	32	2
215	254	32	1
216	254	32	1
225	254	32	2
226	254	32	2
227	254	32	1
228	254	32	2
235	254	32	1
236	254	32	2
239	254	32	3
214	255	32	2
216	255	32	5
218	255	32	1
223	255	32	3
224	255	32	1
230	255	32	2
232	255	32	1
235	255	32	1
236	255	32	1
237	255	32	1
215	256	32	1
216	256	32	1
227	256	32	1
229	256	32	3
232	256	32	1
234	256	32	3
242	256	32	2
193	257	32	1
195	257	32	2
202	257	32	1
203	257	32	2
209	257	32	1
218	257	32	1
229	257	32	1
230	257	32	1
232	257	32	1
182	258	32	2
190	258	32	1
192	258	32	2
193	258	32	1
214	258	32	2
215	258	32	1
217	258	32	1
218	258	32	1
219	258	32	1
220	258	32	1
226	258	32	2
228	258	32	4
231	258	32	1
233	258	32	2
237	258	32	1
239	258	32	2
240	258	32	1
241	258	32	1
188	259	32	2
201	259	32	2
211	259	32	3
215	259	32	1
216	259	32	1
220	259	32	3
222	259	32	3
229	259	32	1
230	259	32	3
234	259	32	1
237	259	32	1
244	259	32	1
245	259	32	1
182	260	32	1
192	260	32	2
203	260	32	1
228	260	32	1
230	260	32	2
234	260	32	2
238	260	32	1
239	260	32	2
242	260	32	1
248	260	32	1
186	261	32	2
194	261	32	1
195	261	32	1
210	261	32	1
216	261	32	1
217	261	32	1
220	261	32	1
225	261	32	2
231	261	32	1
237	261	32	1
238	261	32	2
245	261	32	2
246	261	32	2
186	262	32	1
189	262	32	2
197	262	32	1
198	262	32	1
207	262	32	1
216	262	32	3
219	262	32	4
221	262.666666666667	33	1
224	262	32	1
227	262	32	1
228	262	32	3
231	262	32	1
233	262	32	1
238	262	32	1
244	262	32	1
248	262	32	1
249	262	32	1
250	262	32	2
189	263	32	2
193	263	32	1
194	263	32	2
198	263	32	1
200	263	32	1
211	263	32	1
212	263	32	2
215	263	32	1
216	263	32	2
218	263	32	3
220	263	32	1
222	263	32	1
224	263	32	1
230	263	32	1
231	263	32	1
232	263	32	2
237	263	32	1
243	263	32	1
245	263	32	3
247	263	32	2
249	263	32	1
251	263	32	1
188	264	32	1
189	264	32	1
190	264	32	1
191	264	32	3
193	264	32	1
202	264	32	3
204	264	32	2
210	264	32	1
212	264	32	1
214	264	32	1
216	264	32	2
222	264	32	2
223	264	32	1
224	264	32	1
227	264	32	1
228	264	32	2
232	264	32	1
239	264	32	2
240	264	32	1
244	264	32	1
245	264	32	1
246	264	32	2
247	264	32	2
248	264	32	1
250	264	32	1
184	265	32	1
187	265	32	3
188	265	32	1
192	265	32	1
193	265	32	2
194	265	32	1
198	265	32	1
204	265	32	1
211	265	32	3
212	265	32	1
213	265	32	3
216	265	32	1
218	265	32	1
220	265	32	1
221	265	32	1
222	265	32	1
224	265	32	1
226	265	32	1
230	265	32	1
231	265	32	1
232	265	32	1
233	265	32	1
235	265	32	2
239	265	32	3
248	265	32	1
251	265	32	1
184	266	32	1
186	266	32	2
188	266	32	1
194	266	32	1
195	266	32	2
213	266	32	1
214	266	32	3
218	266	32	3
220	266	32	1
221	266	32	2
222	266	32	1
228	266	32	1
229	266	32	2
230	266	32	3
232	266	32	1
234	266	32	1
235	266	32	1
236	266	32	1
238	266	32	1
241	266	32	1
245	266	32	5
248	266	32	1
249	266	32	3
251	266	32	1
252	266	32	1
184	267	32	1
186	267	32	1
191	267	32	1
193	267	32	2
205	267	32	2
208	267	32	1
209	267	32	1
211	267	32	1
214	267	32	1
222	267	32	1
225	267	32	1
230	267	32	2
233	267	32	1
237	267	32	1
243	267	32	2
248	267	32	2
249	267	32	3
252	267	32	1
186	268	32	1
188	268	32	1
189	268	32	1
195	268	32	3
207	268	32	2
212	268	32	2
213	268	32	1
214	268	32	3
215	268	32	1
216	268	32	1
219	268	32	1
220	268	32	1
225	268	32	1
231	268	32	1
233	268	32	2
239	268	32	1
243	268	32	1
245	268	32	2
252	268	32	1
253	268	32	2
176	269	32	2
177	269	32	1
180	269	32	2
181	269	32	3
182	269	32	1
184	269	32	2
186	269	32	2
187	269	32	1
191	269	32	2
194	269	32	2
204	269	32	1
209	269	32	1
210	269	32	1
213	269	32	1
214	269	32	1
215	269	32	1
218	269	32	1
222	269	32	2
223	269	32	2
228	269	32	2
232	269	32	1
241	269	32	1
243	269	32	1
251	269	32	1
172	270	32	2
174	270	32	2
180	270	32	2
181	270	32	1
184	270	32	1
185	270	32	2
197	270	32	2
200	270	32	1
201	270	32	1
203	270	32	2
211	270	32	2
212	270	32	1
216	270	32	1
227	270	32	1
232	270	32	2
233	270	32	1
243	270	32	2
245	270	32	3
247	270	32	1
248	270	32	1
249	270	32	2
250	270	32	1
173	271	32	1
176	271	32	1
177	271	32	2
184	271	32	1
186	271	32	1
188	271	32	5
206	271	32	1
207	271	32	1
211	271	32	1
212	271	32	1
213	271	32	1
214	271	32	1
215	271	32	1
227	271	32	1
228	271	32	1
231	271	32	1
234	271	32	1
238	271	32	1
241	271	32	1
244	271	32	1
246	271	32	1
250	271	32	1
251	271	32	1
173	272	32	2
175	272	32	1
176	272	32	2
177	272	32	2
182	272	32	1
183	272	32	1
186	272	32	2
198	272	32	2
200	272	32	4
202	272	32	2
203	272	32	1
206	272	32	4
207	272	32	1
208	272	32	2
209	272	32	1
211	272	32	1
214	272	32	1
225	272	32	1
226	272	32	2
227	272	32	1
234	272	32	1
235	272	32	1
239	272	32	1
240	272	32	3
241	272	32	1
243	272	32	2
245	272	32	1
249	272	32	1
250	272	32	1
251	272	32	2
255	272	32	1
181	273	32	3
182	273	32	1
183	273	32	2
208	273	32	1
209	273	32	2
210	273	32	1
214	273	32	1
229	273	32	1
235	273	32	1
236	273	32	3
238	273	32	1
241	273	32	1
242	273	32	2
245	273	32	1
246	273	32	1
250	273	32	1
254	273	32	1
172	274	32	1
174	274	32	2
179	274	32	1
182	274	32	2
185	274	32	1
204	274	32	2
206	274	32	1
209	274	32	2
210	274	32	1
215	274	32	1
234	274	32	2
235	274	32	1
236	274	32	2
237	274	32	1
238	274	32	1
240	274	32	1
243	274	32	2
246	274	32	1
250	274	32	1
184	275	32	2
186	275	32	1
202	275	32	2
208	275	32	3
210	275	32	1
216	275	32	1
235	275	32	1
236	275	32	2
237	275	32	2
238	275	32	1
240	275	32	1
249	275	32	4
175	276	32	2
184	276	32	1
203	276	32	2
204	276	32	1
206	276	32	1
210	276	32	3
228	276	32	1
233	276	32	2
235	276	32	3
238	276	32	1
239	276	32	1
241	276	32	2
242	276	32	1
243	276	32	1
246	276	32	1
174	277	32	2
176	277	32	1
204	277	32	1
205	277	32	1
210	277	32	1
214	277	32	2
215	277	32	3
224	277	32	1
232	277	32	1
236	277	32	1
238	277	32	2
241	277	32	1
247	277	32	1
249	277	32	2
254	277	32	2
175	278	32	1
176	278	32	1
184	278	32	1
204	278	32	1
206	278	32	2
220	278	32	1
224	278	32	2
225	278	32	1
234	278	32	1
235	278	32	1
236	278	32	3
238	278	32	1
239	278	32	2
240	278	32	1
248	278	32	1
249	278	32	2
175	279	32	2
177	279	32	1
178	279	32	1
181	279	32	1
205	279	32	1
220	279	32	1
223	279	32	2
234	279	32	2
236	279	32	2
237	279	32	1
239	279	32	2
240	279	32	2
241	279	32	1
242	279	32	2
243	279	32	1
245	279	32	1
250	279	32	1
255	279	32	1
173	280	32	1
175	280	32	1
177	280	32	2
180	280	32	1
189	280	32	1
217	280	32	1
219	280	32	2
220	280	32	1
223	280	32	2
229	280	32	1
232	280	32	1
237	280	32	2
238	280	32	1
239	280	32	1
242	280	32	1
248	280	32	1
249	280	32	1
175	281	32	5
176	281	32	1
182	281	32	2
186	281	32	1
210	281	32	1
211	281	32	1
217	281	32	1
220	281	32	1
221	281	32	2
226	281	32	1
231	281	32	1
232	281	32	1
239	281	32	1
240	281	32	2
243	281	32	1
245	281	32	1
250	281	32	1
251	281	32	1
254	281	32	2
174	282	32	2
175	282	32	4
178	282	32	1
187	282	32	2
188	282	32	1
221	282	32	3
222	282	32	1
223	282	32	2
224	282	32	1
226	282	32	2
227	282	32	1
231	282	32	1
233	282	32	2
240	282	32	2
241	282	32	2
244	282	32	1
245	282	32	1
246	282	32	1
247	282	32	1
248	282	32	1
253	282	32	1
254	282	32	1
256	282	32	1
173	283	32	2
175	283	32	1
176	283	32	2
181	283	32	1
183	283	32	1
207	283	32	1
208	283	32	1
222	283	32	2
223	283	32	1
224	283	32	1
226	283	32	3
230	283	32	2
236	283	32	2
237	283	32	1
238	283	32	1
240	283	32	1
241	283	32	1
242	283	32	1
244	283	32	1
245	283	32	1
249	283	32	1
176	284	32	1
177	284	32	1
178	284	32	1
179	284	32	1
181	284	32	1
205	284	32	2
206	284	32	2
208	284	32	2
210	284	32	2
220	284	32	1
222	284	32	1
232	284	32	1
234	284	32	2
236	284	32	1
237	284	32	1
242	284	32	3
244	284	32	1
247	284	32	2
251	284	32	1
252	284	32	2
257	284	32	3
176	285	32	1
177	285	32	1
180	285	32	1
182	285	32	1
185	285	32	1
204	285	32	2
205	285	32	1
206	285	32	1
208	285	32	1
215	285	32	2
218	285	32	1
219	285	32	1
