x	y	z	CREB1 phosphorylation through the activation of Adenylate Cyclase
240	293	26	1
244	293	26	1
246	293	26	2
237	294	26	1
234	295	26	2
239	295	26	1
235	296	26	1
243	296	26	1
237	297	26	1
240	297	26	1
236	298	26	1
239	299	26	1
240	299	26	1
184	256	27	1
183	258	27	2
183	259	27	2
186	260	27	1
233	260	27	1
235	260	27	1
237	260	27	1
181	261	27	1
185	261	27	1
220	261	27	1
222	261	27	2
227	261	27	2
228	261	27	1
232	261	27	1
237	261	27	1
238	262	27	2
178	263	27	1
183	263	27	1
220	263	27	1
230	263	27	1
235	263	27	2
236	263	27	1
244	263	27	1
224	264	27	1
230	264	27	1
234	264	27	1
237	264	27	1
240	264	27	1
181	265	27	1
212	265	27	1
215	265	27	1
226	265	27	1
230	265	27	1
215	266	27	1
217	266	27	1
219	266	27	1
227	266	27	1
231	266	27	1
232	266	27	1
217	267	27	1
226	267	27	1
230	267	27	1
234	267	27	1
235	267	27	1
213	268	27	1
216	268	27	1
217	268	27	1
219	268	27	1
222	268	27	1
223	268	27	1
225	268	27	1
226	268	27	1
228	268	27	1
229	268	27	1
230	268	27	1
232	268	27	2
236	268	27	1
240	268	27	1
247	268	27	1
177	269	27	2
178	269	27	1
182	269	27	1
201	269	27	1
205	269	27	1
215	269	27	1
218	269	27	1
227	269	27	1
242	269	27	1
252	269	27	1
207	270	27	1
227	270	27	1
228	270	27	1
236	270	27	1
240	270	27	1
242	270	27	1
178	271	27	1
210	271	27	2
217	271	27	1
233	271	27	1
237	271	27	1
238	271	27	1
239	271	27	1
242	271	27	1
243	271	27	1
250	271	27	1
217	272	27	1
225	272	27	1
229	272	27	1
231	272	27	1
235	272	27	1
240	272	27	1
247	272	27	1
249	272	27	1
250	272	27	1
251	272	27	1
205	273	27	1
210	273	27	2
213	273	27	1
215	273	27	2
217	273	27	1
234	273	27	1
247	273	27	1
177	274	27	1
178	274	27	1
179	274	27	1
206	274	27	1
212	274	27	1
214	274	27	1
224	274	27	2
226	274	27	1
232	274	27	1
236	274	27	1
238	274	27	1
243	274	27	1
217	275	27	1
220	275	27	1
230	275	27	1
232	275	27	1
246	275	27	1
249	275	27	1
252	275	27	1
177	276	27	1
206	276	27	1
215	276	27	1
220	276	27	1
227	276	27	1
234	276	27	1
246	276	27	1
250	276	27	1
205	277	27	1
219	277	27	1
224	277	27	1
233	277	27	1
236	277	27	1
244	277	27	1
245	277	27	1
248	277	27	1
250	277	27	1
206	278	27	1
210	278	27	1
211	278	27	1
231	278	27	1
240	278	27	1
249	278	27	2
231	279	27	1
238	279	27	1
257	279	27	1
206	280	27	1
209	280	27	1
235	280	27	2
249	280	27	1
256	280	27	1
207	281	27	1
217	281	27	1
222	281	27	1
228	281	27	1
229	281	27	1
230	281	27	1
231	281	27	1
237	281	27	1
254	281	27	1
209	282	27	1
210	282	27	1
212	282	27	1
229	282	27	1
237	282	27	1
238	282	27	1
240	282	27	1
243	282	27	1
244	282	27	1
245	282	27	1
252	282	27	1
253	282	27	1
218	283	27	1
232	283	27	1
234	283	27	1
240	283	27	2
248	283	27	1
255	283	27	2
256	283	27	1
209	284	27	1
212	284	27	2
213	284	27	1
235	284	27	1
240	284	27	1
252	284	27	1
257	284	27	1
206	285	27	2
213	285	27	1
215	285	27	1
235	285	27	1
238	285	27	1
242	285	27	1
254	285	27	1
207	286	27	1
214	286	27	1
220	286	27	1
226	286	27	1
233	286	27	1
234	286	27	1
236	286	27	1
237	286	27	1
241	286	27	1
244	286	27	1
245	286	27	1
219	287	27	1
221	287	27	1
232	287	27	1
234	287	27	1
237	287	27	1
249	287	27	1
250	287	27	1
204	288	27	1
222	288	27	1
240	288	27	1
241	288	27	1
242	288	27	1
209	289	27	1
219	289	27	1
225	289	27	1
228	289	27	1
234	289	27	1
238	289	27	1
246	289	27	1
228	290	27	1
231	290	27	1
233	290	27	1
236	290	27	2
237	290	27	1
249	290	27	1
252	290	27	1
253	290	27	1
211	291	27	1
224	291	27	1
227	291	27	1
241	291	27	1
242	291	27	1
248	291	27	1
218	292	27	2
220	292	27	2
223	292	27	1
224	292	27	1
234	292	27	1
235	292	27	1
238	292	27	1
249	292	27	1
250	292	27	1
251	292	27	1
253	292	27	1
222	293	27	1
247	293	27	1
251	293	27	1
211	294	27	1
220	294	27	1
235	294	27	2
237	294	27	1
245	294	27	1
246	294	27	1
220	295	27	1
222	295	27	1
250	295	27	1
252	295	27	1
255	295	27	1
238	296	27	1
239	296	27	1
241	296	27	1
244	296	27	1
249	296	27	1
255	296	27	1
236	297	27	1
237	297	27	2
244	297	27	1
248	297	27	2
226	298	27	1
235	298	27	1
244	298	27	1
223	299	27	2
229	299	27	1
237	299	27	1
249	299	27	1
252	299	27	1
227	300	27	1
247	300	27	1
248	300	27	1
224	301	27	1
234	301	27	1
239	301	27	1
245	301	27	2
250	301	27	1
226	302	27	1
239	302	27	1
241	303	27	1
236	304	27	1
232	264	28	1
235	266	28	1
231	267	28	1
250	270	28	2
206	272	28	1
250	272	28	1
235	273	28	1
232	274	28	1
234	276	28	1
238	277	28	2
235	281	28	1
250	281	28	1
252	281	28	1
237	283	28	1
246	283	28	1
248	284	28	1
245	285	28	1
237	286	28	1
246	286	28	1
240	287	28	1
244	287	28	1
246	287	28	1
238	288	28	1
243	289	28	1
226	291	28	1
237	291	28	1
222	292	28	1
247	292	28	1
240	293	28	1
243	293	28	3
250	293	28	1
249	294	28	1
251	294	28	1
240	295	28	1
239	297	28	1
240	299	28	1
236	300	28	1
235	256	29	1
181	258	29	2
237	258	29	1
182	259	29	1
234	260	29	1
187	261	29	1
199	261	29	1
229	262	29	1
222	263	29	1
232	263	29	1
178	264	29	1
224	264	29	1
232	264	29	1
215	265	29	1
234	265	29	1
239	265	29	1
237	266	29	1
194	267	29	1
197	267	29	1
235	267	29	1
194	268	29	1
201	268	29	1
244	268	29	1
204	269	29	1
200	270	29	1
227	270	29	1
231	270	29	1
237	270	29	1
239	270	29	2
204	271	29	1
214	271	29	1
237	271	29	1
249	271	29	1
251	271	29	1
233	272	29	2
236	272	29	1
245	272	29	1
182	273	29	1
207	273	29	2
212	273	29	1
225	273	29	1
236	273	29	1
250	273	29	1
236	274	29	1
239	274	29	1
240	274	29	1
247	274	29	1
206	275	29	1
215	275	29	1
231	275	29	1
204	276	29	1
208	276	29	1
237	276	29	1
246	276	29	1
205	277	29	1
232	277	29	1
236	277	29	1
237	277	29	1
239	277	29	1
247	277	29	1
251	277	29	2
235	278	29	1
237	278	29	2
239	278	29	1
234	279	29	1
247	279	29	1
254	279	29	1
234	280	29	2
235	280	29	2
250	280	29	1
251	280	29	1
214	281	29	1
238	281	29	1
241	281	29	1
245	281	29	1
246	281	29	1
247	281	29	1
206	282	29	1
233	282	29	2
245	282	29	1
248	282	29	1
249	282	29	1
239	283	29	1
241	283	29	1
246	283	29	1
248	283	29	1
249	283	29	1
251	283	29	1
211	284	29	1
232	284	29	2
233	284	29	1
236	284	29	1
238	284	29	1
240	284	29	1
241	284	29	1
250	284	29	1
252	284	29	1
227	285	29	1
233	285	29	2
233	286	29	1
226	287	29	1
234	287	29	2
249	287	29	1
232	288	29	2
249	288	29	1
225	289	29	1
237	289	29	1
226	290	29	1
228	290	29	1
238	290	29	1
246	290	29	1
239	291	29	1
246	291	29	1
249	291	29	1
251	291	29	2
222	292	29	1
241	292	29	1
245	292	29	1
247	292	29	1
247	293	29	1
249	293	29	1
240	294	29	1
243	294	29	1
249	294	29	1
241	295	29	1
246	296	29	1
253	296	29	1
255	296	29	1
227	297	29	1
238	297	29	1
239	297	29	1
240	297	29	1
243	297	29	1
246	297	29	1
248	297	29	1
219	298	29	2
221	298	29	1
226	298	29	1
247	298	29	1
252	299	29	1
221	300	29	1
225	300	29	1
223	301	29	1
227	301	29	2
236	301	29	1
250	302	29	1
237	304	29	1
236	305	29	1
228	253	30	2
237	253	30	1
215	255	30	2
227	255	30	1
232	256	30	1
190	257	30	1
192	257	30	2
203	257	30	1
230	257	30	1
186	258	30	1
203	258	30	1
215	258	30	1
195	259	30	1
206	259	30	1
210	259	30	2
219	259	30	1
224	259	30	1
234	259	30	2
239	259	30	1
196	260	30	1
228	260	30	2
235	260	30	1
236	260	30	1
240	260	30	2
187	261	30	2
188	261	30	1
194	261	30	1
199	261	30	1
212	261	30	1
219	261	30	3
224	261	30	1
225	261	30	1
239	261	30	2
246	261	30	1
179	262	30	1
216	262	30	2
246	262	30	1
249	262	30	1
215	263	30	1
230	263	30	1
232	263	30	1
247	263	30	1
249	263	30	1
186	264	30	1
225	264	30	2
241	264	30	1
245	264	30	1
197	265	30	1
208	265	30	1
210	265	30	1
214	265	30	1
233	265	30	1
247	265	30	2
195	266	30	1
211	266	30	1
219	266	30	1
228	266	30	1
238	266	30	1
183	267	30	1
191	267	30	1
198	267	30	1
199	267	30	1
244	267	30	1
247	267	30	1
250	267	30	1
172	268	30	1
189	268	30	1
190	268	30	2
228	268	30	1
230	268	30	1
235	268	30	1
241	268	30	2
244	268	30	1
246	268	30	1
248	268	30	1
191	269	30	1
193	269	30	2
211	269	30	1
216	269	30	1
222	269	30	1
235	269	30	1
236	269	30	1
237	269	30	1
238	269	30	1
239	269	30	1
240	269	30	1
250	269	30	1
181	270	30	1
214	270	30	1
216	270	30	1
230	270	30	1
235	270	30	1
238	270	30	1
181	271	30	1
183	271	30	1
187	271	30	1
193	271	30	1
206	271	30	1
207	271	30	1
212	271	30	1
239	271	30	1
180	272	30	1
203	272	30	1
206	272	30	1
207	272	30	1
224	272	30	1
227	272	30	1
233	272	30	1
240	272	30	1
244	272	30	1
245	272	30	1
204	273	30	1
208	273	30	1
210	273	30	1
213	273	30	1
214	273	30	1
227	273	30	1
235	273	30	1
241	273	30	1
208	274	30	1
229	274	30	1
239	274	30	1
244	274	30	2
251	274	30	1
213	275	30	1
215	275	30	1
236	275	30	1
240	275	30	1
250	275	30	1
236	276	30	2
239	276	30	2
243	276	30	1
246	276	30	1
174	277	30	1
232	277	30	1
249	277	30	1
250	277	30	2
201	278	30	1
203	278	30	1
208	278	30	1
236	278	30	1
243	278	30	1
246	278	30	1
248	278	30	1
249	278	30	1
253	278	30	1
237	279	30	1
238	279	30	1
244	279	30	1
245	279	30	1
247	279	30	1
248	279	30	2
249	279	30	1
252	279	30	1
183	280	30	2
254	280	30	1
173	281	30	1
179	281	30	1
214	281	30	1
217	281	30	2
235	281	30	1
247	281	30	1
177	282	30	2
220	282	30	1
241	282	30	1
247	282	30	1
250	282	30	1
251	282	30	1
256	282	30	1
202	283	30	1
232	283	30	1
234	283	30	1
238	283	30	1
251	283	30	1
254	283	30	1
226	284	30	2
230	284	30	1
253	284	30	1
237	285	30	1
206	286	30	1
231	286	30	2
241	286	30	1
243	286	30	1
250	286	30	1
255	286	30	2
222	287	30	1
234	287	30	1
250	287	30	1
251	287	30	1
221	288	30	1
228	288	30	1
233	288	30	1
235	288	30	1
236	288	30	1
238	288	30	1
239	288	30	2
241	288	30	1
250	288	30	1
184	289	30	1
222	289	30	1
223	289	30	1
224	289	30	1
231	289	30	1
237	289	30	2
256	289	30	1
198	290	30	3
231	290	30	1
233	290	30	1
223	291	30	2
227	291	30	1
241	291	30	1
247	291	30	1
255	291	30	1
258	291	30	1
197	292	30	1
199	292	30	1
232	292	30	2
241	292	30	1
247	292	30	1
201	293	30	1
225	293	30	2
227	293	30	1
229	293	30	1
234	293	30	1
239	293	30	1
243	293	30	1
246	293	30	1
253	293	30	1
210	294	30	1
225	294	30	2
245	294	30	1
257	294	30	1
221	295	30	3
224	295	30	1
229	295	30	1
241	295	30	1
244	295	30	1
247	295	30	1
251	295	30	1
255	295	30	1
257	295	30	2
243	296	30	1
244	296	30	2
253	296	30	1
227	297	30	1
237	297	30	1
238	297	30	1
240	297	30	1
244	297	30	1
248	297	30	1
221	298	30	1
222	298	30	1
242	298	30	1
251	298	30	1
224	299	30	1
227	299	30	1
229	299	30	1
231	299	30	1
241	299	30	1
246	299	30	1
247	299	30	1
231	300	30	1
236	300	30	1
237	300	30	1
240	300	30	1
241	300	30	1
251	300	30	1
225	301	30	1
226	301	30	1
230	301	30	1
238	301	30	1
239	301	30	2
240	301	30	1
248	301	30	1
226	302	30	1
242	302	30	1
217	303	30	1
223	303	30	1
240	303	30	1
235	304	30	2
240	304	30	1
233	305	30	1
236	306	30	1
240	306	30	1
235	250	31	1
225	252	31	1
224	253	31	1
238	253	31	1
226	254	31	2
227	254	31	1
229	254	31	1
231	254	31	1
234	255	31	1
215	256	31	2
214	257	31	1
233	257	31	1
205	258	31	1
229	258	31	1
230	258	31	1
234	258	31	1
239	258	31	1
240	258	31	1
188	259	31	1
209	259	31	1
216	259	31	1
219	259	31	1
231	259	31	1
237	259	31	1
239	259	31	1
242	259	31	2
187	260	31	1
190	260	31	1
195	260	31	1
209	260	31	1
216	260	31	1
221	260	31	2
224	260	31	2
228	260	31	2
234	260	31	1
237	260	31	1
245	260	31	1
246	260	31	2
184	261	31	1
187	261	31	1
195	261	31	1
211	261	31	1
213	261	31	1
224	261	31	1
227	261	31	1
228	261	31	1
234	261	31	1
244	261	31	1
218	262	31	1
219	262	31	1
225	262	31	1
246	262	31	1
193	263	31	1
197	263	31	1
215	263	31	1
217	263	31	1
219	263	31	1
220	263	31	1
221	263	31	1
222	263	31	1
228	263	31	1
244	263	31	1
187	264	31	1
195	264	31	1
204	264	31	1
215	264	31	2
216	264	31	1
217	264	31	1
237	264	31	1
186	265	31	1
196	265	31	2
200	265	31	1
216	265	31	1
222	265	31	1
233	265	31	1
239	265	31	1
243	265	31	1
246	265	31	1
250	265	31	1
191	266	31	1
215	266	31	2
220	266	31	1
233	266	31	1
246	266	31	1
251	266	31	1
183	267	31	1
186	267	31	1
194	267	31	2
222	267	31	1
232	267	31	1
242	267	31	1
244	267	31	1
248	267	31	1
215	268	31	1
216	268	31	2
232	268	31	1
244	268	31	1
247	268	31	1
199	269	31	1
201	269	31	1
204	269	31	1
210	269	31	1
213	269	31	1
214	269	31	1
235	269	31	1
242	269	31	1
249	269	31	1
250	269	31	1
173	270	31	1
186	270	31	1
198	270	31	2
201	270	31	1
250	270	31	1
174	271	31	1
198	271	31	1
199	271	31	1
204	271	31	1
209	271	31	2
210	271	31	1
213	271	31	2
225	271	31	1
244	271	31	1
251	271	31	1
214	272	31	1
230	272	31	2
239	272	31	1
250	272	31	1
251	272	31	1
176	273	31	1
184	273	31	1
207	273	31	1
209	273	31	1
210	273	31	1
234	273	31	1
246	273	31	1
203	274	31	1
205	274	31	1
209	274	31	1
213	274	31	1
233	274	31	1
239	274	31	2
240	274	31	1
243	274	31	1
247	274	31	1
248	274	31	1
250	274	31	1
205	275	31	1
235	275	31	1
236	275	31	1
238	275	31	1
239	275	31	1
243	275	31	1
250	275	31	1
181	276	31	1
226	276	31	1
233	276	31	1
237	276	31	1
238	276	31	1
239	276	31	1
244	276	31	1
204	277	31	1
205	277	31	1
234	277	31	1
238	277	31	1
240	277	31	2
177	278	31	1
180	278	31	1
204	278	31	1
238	278	31	1
243	278	31	1
249	278	31	1
175	279	31	1
216	279	31	1
238	279	31	1
249	279	31	1
253	279	31	1
175	280	31	1
221	280	31	1
248	280	31	1
179	281	31	1
204	281	31	1
219	281	31	1
228	281	31	2
234	281	31	1
235	281	31	1
237	281	31	1
241	281	31	1
254	281	31	1
178	282	31	2
220	282	31	1
233	282	31	1
235	282	31	1
244	282	31	1
254	282	31	1
256	282	31	1
209	283	31	1
223	283	31	1
228	283	31	1
233	283	31	1
236	283	31	1
240	283	31	2
251	283	31	1
253	283	31	1
179	284	31	1
182	284	31	1
223	284	31	1
231	284	31	1
243	284	31	1
173	285	31	1
222	285	31	1
223	285	31	1
229	285	31	1
233	285	31	1
234	285	31	1
243	285	31	1
244	285	31	1
245	285	31	1
251	285	31	2
253	285	31	1
255	285	31	1
256	285	31	1
204	286	31	1
229	286	31	1
237	286	31	1
187	287	31	1
219	287	31	1
220	287	31	1
222	287	31	1
226	287	31	1
227	287	31	1
229	287	31	1
230	287	31	2
237	287	31	1
244	287	31	2
186	288	31	1
221	288	31	1
223	288	31	1
225	288	31	1
231	288	31	1
233	288	31	1
234	288	31	1
245	288	31	2
227	289	31	1
232	289	31	1
238	289	31	2
241	289	31	1
243	289	31	1
244	289	31	1
246	289	31	1
252	289	31	1
222	290	31	1
240	290	31	1
247	290	31	3
250	290	31	2
198	291	31	1
242	291	31	1
255	291	31	1
227	292	31	1
236	292	31	1
243	292	31	1
247	292	31	2
222	293	31	1
235	293	31	1
236	293	31	1
253	293	31	1
220	294	31	2
222	294	31	1
226	294	31	1
228	294	31	1
232	294	31	2
233	294	31	1
235	294	31	2
245	294	31	2
220	295	31	1
223	295	31	1
226	295	31	1
232	295	31	1
234	295	31	1
235	295	31	1
241	295	31	2
252	295	31	1
255	295	31	2
197	296	31	1
200	296	31	1
222	296	31	1
223	296	31	2
234	296	31	1
236	296	31	1
240	296	31	1
248	296	31	1
252	296	31	1
253	296	31	1
223	297	31	2
224	298	31	1
232	298	31	1
237	298	31	1
238	298	31	1
242	298	31	2
247	298	31	1
252	298	31	1
232	299	31	1
227	300	31	1
230	300	31	1
244	300	31	1
232	301	31	1
237	301	31	1
223	302	31	1
229	302	31	1
235	302	31	1
236	302	31	1
245	302	31	1
237	303	31	1
245	303	31	1
240	305	31	1
236	306	31	1
224	307	31	1
223	308	31	1
193	253	32	2
217	253	32	1
224	253	32	1
227	253	32	1
237	253	32	1
223	254	32	1
218	255	32	1
230	255	32	1
234	255	32	1
236	255	32	2
238	255	32	1
240	255	32	1
216	256	32	1
227	256	32	2
229	256	32	1
242	256	32	1
218	257	32	1
219	257	32	1
229	257	32	2
214	258	32	1
216	258	32	1
230	258	32	1
237	258	32	1
239	258	32	1
191	259	32	1
201	259	32	1
211	259	32	1
216	259	32	1
219	259	32	1
234	259	32	1
244	259	32	1
247	259	32	2
182	260	32	1
221	260	32	1
228	260	32	1
230	260	32	1
234	260	32	1
235	260	32	1
238	260	32	1
243	260	32	1
186	261	32	1
195	261	32	1
216	261	32	1
229	261	32	2
230	261	32	1
231	261	32	2
239	261	32	1
242	261	32	1
196	262	32	1
197	262	32	1
209	262	32	1
210	262	32	1
216	262	32	1
218	262	32	1
219	262	32	1
224	262	32	1
225	262	32	1
228	262	32	1
235	262	32	1
238	262	32	1
243	262	32	1
248	262	32	1
250	262	32	1
193	263	32	1
194	263	32	1
200	263	32	1
208	263	32	1
215	263	32	1
230	263	32	1
237	263	32	1
189	264	32	1
216	264	32	1
230	264	32	1
247	264	32	1
176	265	32	1
186	265	32	2
187	265	32	1
211	265	32	1
212	265	32	2
217	265	32	1
218	265	32	1
222	265	32	1
224	265	32	2
226	265	32	1
233	265	32	1
234	265	32	1
248	265	32	1
188	266	32	1
194	266	32	1
196	266	32	1
214	266	32	1
229	266	32	1
236	266	32	1
241	266	32	2
252	266	32	1
186	267	32	1
196	267	32	1
197	267	32	1
216	267	32	1
230	267	32	1
240	267	32	1
245.5	267.5	32.5	2
183	268	32	1
212	268	32	1
213	268	32	1
216	268	32	1
219	268	32	1
231	268	32	1
243	268	32	2
245	268	32	2
248	268	32	1
175	269	32	1
177	269	32	1
184	269	32	1
187	269	32	2
238	269	32	1
248	269	32	1
249	269	32	1
172	270	32	1
184	270	32	1
185	270	32	1
201	270	32	1
206	270	32	1
214	270	32	1
216	270	32	1
227	270	32	1
232	270	32	1
249	270	32	1
182	271	32	1
184	271	32	1
209	271	32	2
216	271	32	1
228	271	32	1
231	271	32	1
240	271	32	1
241	271	32	1
249	271	32	2
250	271	32	1
183	272	32	1
185	272	32	1
186	272	32	1
201	272	32	1
213	272	32	1
235	272	32	1
243	272	32	1
252	272	32	1
182	273	32	1
183	273	32	1
185	273	32	1
204	273	32	1
206	273	32	1
207	273	32	1
213	273	32	1
214	273	32	1
215	273	32	2
229	273	32	1
234	273	32	1
236	273	32	2
240	273	32	1
249	273	32	2
250	273	32	2
173	274	32	1
174	274	32	1
202	274	32	1
203	274	32	1
205	274	32	1
206	274	32	1
208	274	32	2
214	274	32	1
215	274	32	1
243	274	32	1
181	275	32	1
184	275	32	1
210	275	32	1
236	275	32	1
240	275	32	1
174	276	32	2
206	276	32	2
210	276	32	1
235	276	32	1
238	276	32	1
241	276	32	2
176	277	32	1
204	277	32	1
236	277	32	1
204	278	32	1
244	278	32	1
255	278	32	1
178	279	32	2
241	279	32	1
242	279	32	1
255	279	32	1
174	280	32	1
178	280	32	1
180	280	32	1
189	280	32	1
222	280	32	1
232	280	32	1
242	280	32	1
248	280	32	1
182	281	32	1
186	281	32	1
221	281	32	1
237	281	32	1
187	282	32	1
188	282	32	1
220	282	32	1
229	282	32	1
231	282	32	1
232	282	32	1
233	282	32	1
242	282	32	1
246	282	32	2
248	282	32	2
250	282	32	1
254	282	32	1
211	283	32	1
222	283	32	1
230	283	32	2
241	283	32	1
245	283	32	1
248	283	32	1
178	284	32	1
186	284	32	1
206	284	32	2
209	284	32	1
226	284	32	1
232	284	32	1
242	284	32	1
244	284	32	1
251	284	32	1
252	284	32	2
254	284	32	1
257	284	32	1
176	285	32	1
205	285	32	1
206	285	32	1
219	285	32	1
220	285	32	1
222	285	32	1
230	285	32	1
233	285	32	1
238	285	32	1
240	285	32	1
241	285	32	2
174	286	32	1
183	286	32	1
218	286	32	2
221	286	32	1
231	286	32	1
219	287	32	1
220	287	32	1
226	287	32	1
233	287	32	1
234	287	32	1
238	287	32	1
245	287	32	2
246	287	32	1
248	287	32	1
203	288	32	1
229	288	32	1
231	288	32	2
235	288	32	1
237	288	32	1
242	288	32	1
201	289	32	1
222	289	32	2
226	289	32	1
233	289	32	1
235	289	32	1
237	289	32	1
238	289	32	1
239	289	32	1
243	289	32	1
244	289	32	1
185	290	32	1
220	290	32	1
226	290	32	1
232	290	32	1
234	290	32	1
235	290	32	2
237	290	32	1
245	290	32	1
224	291	32	3
233.333333333333	291.333333333333	33	1
236	291	32	1
244	291	32	1
245	291	32	1
188	292	32	1
197	292	32	1
227	292	32	1
228	292	32	1
229	292	32	1
248	292	32	1
179	293	32	1
199	293	32	1
223	293	32	1
234	293	32	1
241	293	32	1
250	293	32	1
253	293	32	1
198	294	32	1
199	294	32	1
224	294	32	1
225	294	32	1
227	294	32	1
230	294	32	1
233	294	32	1
247	294	32	1
252	294	32	1
256	294	32	2
181	295	32	1
192	295	32	1
195	295	32	1
218	295	32	1
229	295	32	2
239	295	32	1
241	295	32	1
253	295	32	1
202	296	32	2
218	296	32	1
232	296	32	1
234	296	32	1
242	296	32	1
244	296	32	1
247	296	32	1
252	296	32	1
183	297	32	1
198	297	32	1
221	297	32	2
233	297	32	1
234	297	32	1
236	297	32	2
237	297	32	1
246	297	32	2
197	298	32	1
227	298	32	1
236	298	32	2
237	298	32	1
238	298	32	1
239	298	32	1
247	298	32	1
253	298	32	1
196	299	32	1
227	299	32	1
228	299	32	1
235	299	32	1
237	299	32	2
196	300	32	1
225	300	32	1
228	300	32	1
247	300	32	1
210	301	32	1
223	301	32	1
229	301	32	1
236	301	32	1
243	301	32	1
229	302	32	2
230	302	32	1
234	302	32	1
238	302	32	1
241	302	32	1
243	302	32	2
207	303	32	2
226	303	32	1
234	303	32	1
242	303	32	1
225	304	32	1
233	304	32	1
234	304	32	1
222	305	32	1
234	306	32	1
236	307	32	1
225	309	32	2
227	310	32	1
230	310	32	1
231	310	32	1
225	311	32	1
234	311	32	1
229	312	32	1
235	313	32	1
229	252	33	1
231	252	33	1
216	253	33	1
225	253	33	3
231	253	33	1
232	253	33	1
217	254	33	1
231	254	33	1
236	254	33	1
239	254	33	1
241	254	33	1
217	255	33	1
224	255	33	1
235	255	33	1
237	255	33	1
216	256	33	1
221	256	33	1
225	256	33	1
232	256	33	1
241	256	33	1
222	257	33	1
224	257	33	1
235	257	33	1
216	258	33	1
217	258	33	2
218	258	33	1
222	258	33	2
223	258	33	1
226	258	33	1
230	258	33	1
233	258	33	1
244	258	33	1
209	259	33	1
220	259	33	1
225	259	33	2
229	259	33	1
212	260	33	3
215	260	33	1
220	260	33	2
230	260	33	1
233	260	33	1
238	260	33	1
240	260	33	1
208	261	33	1
220	261	33	1
224	261	33	1
228	261	33	1
234	261	33	1
237	261	33	1
239	261	33	1
241	261	33	1
242	261	33	2
192	262	33	1
212	262	33	1
226	262	33	1
227	262	33	1
229	262	33	1
230	262	33	1
231	262	33	1
238	262	33	1
242	262	33	1
185	263	33	1
189	263	33	1
190	263	33	1
218	263	33	1
222	263	33	1
238	263	33	2
239	263	33	1
245	263	33	1
249	263	33	1
214	264	33	1
215	264	33	1
246	264	33	1
250	264	33	2
189	265	33	1
194	265	33	1
212	265	33	1
217	265	33	2
219	265	33	1
224	265	33	1
244	265	33	1
248	265	33	1
185	266	33	1
189	266	33	1
192	266	33	2
194	266	33	1
197	266	33	1
215	266	33	1
217	266	33	1
219	266	33	1
228	266	33	1
183	267	33	1
184	267	33	1
191	267	33	1
200	267	33	1
202	267	33	1
210	267	33	1
214	267	33	1
