x	y	z	The NLRP3 inflammasome
244	284	21	1
232	278	24	1
237	278	24	2
245	284	24	1
246	284	24	1
248	286	24	1
244	287	24	1
244	288	24	2
245	288	24	1
247	289	24	1
231	264	25	1
232	265	25	1
235	270	25	1
234	271	25	1
228	272	25	1
239	272	25	1
236	273	25	2
230	274	25	1
235	274	25	3
236	275	25	1
235	276	25	1
237	276	25	1
240	276	25	1
248	276	25	1
232	277	25	1
234	277	25	1
235	277	25	1
231	278	25	1
233	278	25	1
231	279	25	1
232	279	25	1
234	279	25	2
238	279	25	2
240	279	25	1
247	279	25	1
232	280	25	1
234	280	25	1
236	280	25	1
245	280	25	1
232	282	25	1
235	282	25	1
238	282	25	2
239	282	25	1
248	282	25	1
231	283	25	1
233	283	25	1
238	283	25	1
239	283	25	1
213	284	25	2
233	284	25	1
236	284	25	1
215	285	25	1
235	285	25	1
239	285	25	1
248	285	25	1
253	285	25	1
218	286	25	1
236	286	25	1
241	286	25	1
252	287	25	1
235	288	25	1
236	288	25	1
234	289	25	1
237	289	25	1
238	289	25	1
248.5	289.5	25.5	1
252	289	25	1
236	291	25	1
237	291	25	1
240	291	25	1
242	291	25	2
245	291	25	1
251	291	25	1
237	292	25	1
242	292	25	1
249	292	25	1
239	294	25	1
240	295	25	1
245	295	25	1
238	296	25	1
182	259	26	1
229	262	26	3
232	263	26	1
232	265	26	1
230	267	26	1
228	269	26	1
229	269	26	1
235	270	26	1
238	270	26	1
229	271	26	1
236	271	26	1
234	272	26	1
236	273	26	1
249	273	26	1
239	275	26	1
215	276	26	1
237	276	26	1
239	276	26	1
250	276	26	1
240	278	26	1
251	278	26	1
231	279	26	1
236	279	26	1
239	279	26	1
208	280	26	1
234	280	26	2
238	280	26	1
249	280	26	1
231	281	26	1
244	281	26	1
229	282	26	1
250	282	26	1
251	282	26	1
254	282	26	2
233	283	26	1
248	283	26	1
254	283	26	1
212	284	26	1
214	284	26	2
232	284	26	1
233	284	26	1
238	284	26	1
246	284	26	1
244	285	26	1
246	285	26	2
254	285	26	1
235	286	26	3
