x	y	z	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
244	284	21	1
248	286	24	2
245	287	24	1
249	288	24	1
244	289	24	1
231	264	25	1
232	265	25	1
235	270	25	1
239	272	25	1
227	273	25	1
236	273	25	1
238	273	25	2
232	274	25	1
237	275	25	1
232.5	276.5	25.5	1
232	277	25	1
233	277	25	1
235	277	25	1
234	279	25	1
235	279	25	1
238	279	25	1
239	279	25	1
247	279	25	1
231	281	25	1
235	281	25	1
248	281	25	1
214	282	25	1
231	282	25	1
234	282	25	2
245	282	25	1
230	283	25	1
236	283	25	1
245	283	25	1
247	283	25	1
235	284	25	1
241	284	25	2
252	284	25	1
236	285	25	1
238	285	25	1
239	285	25	1
240	285	25	1
244	285	25	1
253	285	25	1
240	286	25	1
238	287	25	1
242	287	25	1
249	287	25	1
251	287	25	1
236	288	25	1
235	289	25	1
242	289	25	1
250	289	25	2
235	290	25	2
244	290	25	1
246	291	25	1
249	292	25	1
250	292	25	1
240	293	25	1
246	293	25	1
247	293	25	2
241	294	25	1
239	296	25	1
243	297	25	1
183	258	26	1
176	259	26	1
232	265	26	1
237	266	26	1
241	268	26	1
229	269	26	1
237	269	26	1
233	270	26	1
238	270	26	2
240	270	26	2
230	272	26	1
239	273	26	1
250	275	26	1
207	277	26	1
232	277	26	1
239	277	26	1
240	277	26	1
233	278	26	2
234	278	26	1
235	278	26	1
237	278	26	1
249	278	26	1
251	278	26	1
231	279	26	1
249	279	26	1
238	280	26	1
240	280	26	1
248	280	26	1
239	281	26	1
240	281	26	1
248	281	26	1
209	282	26	1
212	282	26	1
235	282	26	1
233	283	26	1
238	283	26	1
239	283	26	1
243	283	26	1
235	284	26	1
243	284	26	1
237	285	26	2
240	285	26	1
253	285	26	1
216	286	26	1
233	286	26	2
241	286	26	1
248	286	26	1
251	286	26	1
243	287	26	1
248	288	26	1
252	288	26	1
233	289	26	1
235	289	26	1
237	289	26	1
238	289	26	2
225	290	26	1
245	291	26	1
249	291	26	1
242	292	26	2
244	292	26	1
245	292	26	1
251	292	26	1
240	293	26	1
245	293	26	1
245	294	26	1
246	294	26	1
237	297	26	1
182	255	27	1
183	258	27	1
215	258	27	1
232	258	27	1
235	260	27	1
180	261	27	1
183	261	27	1
232	261	27	1
235	261	27	1
237	261	27	2
180	262	27	1
233	262	27	1
239	262	27	1
211	263	27	1
215	263	27	1
231	263	27	2
232	263	27	1
233	263	27	1
236	263	27	1
219	264	27	1
224	264	27	1
229	264	27	1
189	265	27	1
215	265	27	1
226	265	27	1
230	265	27	1
235	265	27	1
201	266	27	1
226	266	27	1
229	266	27	1
231	266	27	1
179	267	27	1
217	267	27	1
240	267	27	1
179	268	27	1
215	268	27	1
216	268	27	1
219	268	27	1
225	268	27	1
230	268	27	1
231	268	27	1
234	268	27	1
248	268	27	2
213	269	27	1
215	269	27	1
237	269	27	1
240	269	27	1
242	269	27	2
230	270	27	1
237	270	27	1
240	270	27	2
244	270	27	1
225	271	27	1
230	271	27	1
231	271	27	2
237	271	27	1
238	271	27	1
179	272	27	1
203	272	27	2
205	272	27	1
208	272	27	1
213	272	27	1
214	272	27	1
216	272	27	1
225	272	27	1
228	272	27	1
231	272	27	1
234	272	27	1
235	272	27	1
238	272	27	1
250	272	27	1
224	273	27	1
227	273	27	2
229	273	27	1
249	273	27	1
177	274	27	1
178	274	27	1
233	274	27	1
239	274	27	1
252	274	27	1
205	275	27	1
213	275	27	1
216	275	27	1
218	275	27	1
222	275	27	1
228	275	27	1
238	275	27	1
177	276	27	1
204	276	27	1
209	276	27	2
230	276	27	1
233	276	27	1
208	277	27	1
210	277	27	1
213	277	27	1
