x	y	z	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
240	275	30	1
250	275	30	1
205	276	30	1
241	276	30	1
250	276	30	1
205	277	30	1
232	277	30	1
235	277	30	1
239	277	30	1
241	277	30	1
208	278	30	1
237	278	30	1
243	278	30	1
248	278	30	1
238	279	30	1
243	279	30	1
249	279	30	2
250	279	30	1
175	280	30	1
219	280	30	3
239	280	30	1
242	280	30	1
246	280	30	1
249	280	30	1
254	280	30	1
173	281	30	1
181	281	30	2
224	281	30	1
233	281	30	1
237	281	30	1
239	281	30	1
243	281	30	1
246	281	30	1
247	281	30	1
172	282	30	1
213	282	30	1
222	282	30	1
223	282	30	1
235	282	30	1
236	282	30	1
247	282	30	1
252	282	30	1
219	283	30	1
222	283	30	1
223	283	30	1
236	283	30	1
242	283	30	1
244	283	30	1
252	283	30	1
173	284	30	1
177	284	30	1
233	284	30	1
238	284	30	1
243	284	30	2
245	284	30	1
252	284	30	1
253	284	30	1
256	284	30	1
258	284	30	2
206	285	30	1
220	285	30	1
227	285	30	1
233	285	30	1
237	285	30	1
242	285	30	1
246	285	30	1
252	285	30	1
256	285	30	1
180	286	30	1
206	286	30	1
223	286	30	1
224	286	30	1
228	286	30	1
230	286	30	1
238	286	30	3
240	286	30	1
243	286	30	1
250	286	30	1
251	286	30	1
257	286	30	1
222	287	30	1
231	287	30	1
248	287	30	1
250	287	30	1
252	287	30	1
254	287	30	2
199	288	30	1
221	288	30	1
231	288	30	1
234	288	30	1
237	288	30	1
248	288	30	1
222	289	30	1
230	289	30	1
235	289	30	1
239	289	30	1
246	289	30	2
248	289	30	1
225	290	30	2
227	290	30	1
257	290	30	1
229	291	30	1
234	291	30	1
237	291	30	1
246	291	30	2
247	291	30	1
248	291	30	1
251	291	30	1
258	291	30	1
224	292	30	1
230	292	30	1
231	292	30	1
238	292	30	2
241	292	30	1
246	292	30	1
219	293	30	1
223	293	30	1
227	293	30	1
234	293	30	1
239	293	30	1
240	293	30	1
250	293	30	1
230	294	30	2
235	294	30	1
236	294	30	1
244	294	30	1
245	294	30	1
249	294	30	1
250	294	30	1
218	295	30	1
221	295	30	1
228	295	30	1
244	295	30	1
251	295	30	1
186	296	30	1
226	296	30	1
232	296	30	1
239	296	30	2
241	296	30	1
232	297	30	1
241	297	30	1
243	297	30	1
248	297	30	2
252	297	30	1
221	298	30	1
222	298	30	1
230	298	30	1
236	298	30	1
239	298	30	1
240	298	30	1
250	298	30	2
251	298	30	1
215	299	30	1
231	299	30	1
247	299	30	1
252	299	30	1
222	300	30	1
236	300	30	1
242	300	30	1
246	300	30	1
251	300	30	2
225	301	30	1
227	301	30	1
236	301	30	2
243	301	30	1
244	301	30	1
245	301	30	2
221	302	30	1
223	302	30	1
236	302	30	1
237	302	30	2
240	302	30	1
239	303	30	1
243	303	30	1
220	304	30	1
235	304	30	1
240	305	30	1
240	306	30	1
226	249	31	1
227	250	31	1
229	251	31	1
226	252	31	1
226	254	31	1
227	254	31	1
229	254	31	1
232	254	31	2
235	254	31	1
215	255	31	1
215	256	31	2
236	256	31	2
218	257	31	1
229	257	31	1
230	257	31	1
236	257	31	1
216	258	31	1
228	258	31	1
230	258	31	1
188	259	31	1
218	259	31	1
239	259	31	1
190	260	31	1
209	260	31	1
221	260	31	1
234	260	31	2
240	260	31	1
244	260	31	1
193	261	31	1
195	261	31	1
216	261	31	1
228	261	31	1
235	261	31	2
237	261	31	1
243	261	31	1
195	262	31	1
220	262	31	1
226	262	31	1
229	262	31	2
235	262	31	1
236	262	31	1
238	262	31	1
186	263	31	1
189	263	31	1
218	263	31	2
219	263	31	2
221	263	31	2
222	263	31	1
230	263	31	3
233	263	31	1
234	263	31	1
240	263	31	1
204	264	31	2
223	264	31	1
232	264	31	1
234	264	31	1
240	264	31	1
184	265	31	1
196	265	31	1
200	265	31	1
236	265	31	1
240	265	31	1
249	265	31	1
250	265	31	1
186	266	31	1
191	266	31	1
217	266	31	1
247	266	31	3
182	267	31	2
193	267	31	1
195	267	31	1
197	267	31	1
211	267	31	1
232	267	31	1
237	267	31	1
238	267	31	1
244	267	31	1
247	267	31	1
183	268	31	1
184	268	31	1
193	268	31	1
213	268	31	1
218	268	31	2
225	268	31	1
238	268	31	1
241	268	31	1
242	268	31	1
191	269	31	2
213	269	31	2
234	269	31	1
235	269	31	1
173	270	31	1
181	270	31	1
196	270	31	1
198	270	31	1
200	270	31	1
207	270	31	1
249	270	31	1
172	271	31	1
209	271	31	1
215	271	31	1
217	271	31	1
224	271	31	1
233	271	31	1
239	271	31	1
247	271	31	1
249	271	31	1
251	271	31	2
184	272	31	1
185	272	31	1
211	272	31	1
212	272	31	1
215	272	31	1
218	272	31	1
225	272	31	1
226	272	31	1
241	272	31	1
243	272	31	2
248	272	31	1
254	272	31	1
184	273	31	1
211	273	31	1
213	273	31	1
214	273	31	1
229	273	31	1
235	273	31	1
236	273	31	1
239	273	31	1
240	273	31	1
249	273	31	1
179	274	31	1
180	274	31	1
205	274	31	1
211	274	31	1
216	274	31	1
229	274	31	2
230	274	31	2
243	274	31	1
244	274	31	1
247	274	31	1
248	274	31	1
250	274	31	1
205	275	31	2
231	275	31	1
236	275	31	1
241	275	31	1
184	276	31	2
205	276	31	1
226	276	31	1
244	276	31	1
246	276	31	1
252	276	31	1
174	277	31	1
243	277	31	1
249	277	31	2
208	278	31	1
240	278	31	1
244	278	31	1
245	278	31	1
175	279	31	1
236	279	31	1
243	279	31	2
175	280	31	1
249	280	31	1
176	281	31	1
184	281	31	1
206	281	31	1
219	281	31	2
228	281	31	1
235	281	31	1
236	281	31	1
239	281	31	1
241	281	31	1
254	281	31	1
175	282	31	1
178	282	31	1
179	282	31	1
225	282	31	2
235	282	31	1
238	282	31	1
239	282	31	2
240	282	31	1
249	282	31	1
254	282	31	1
182	283	31	1
208	283	31	1
218	283	31	1
234	283	31	1
253	283	31	1
219	284	31	1
220	284	31	1
223	284	31	1
249	284	31	1
250	284	31	1
257	284	31	1
178	285	31	1
206	285	31	1
218	285	31	1
220	285	31	1
250	285	31	1
251	285	31	1
204	286	31	1
218	286	31	1
220	286	31	1
222	286	31	1
225	286	31	1
239	286	31	1
190	287	31	1
236	287	31	1
228	288	31	1
240.5	288.5	31.5	1
244	288	31	1
246	288	31	1
249	288	31	1
205	289	31	1
224	289	31	2
225	289	31	1
233	289	31	1
234	289	31	1
235	289	31	2
237	289	31	1
238	289	31	1
243	289	31	2
250	289	31	1
200	290	31	1
231	290	31	1
234	290	31	1
246	290	31	1
247	290	31	1
199	291	31	2
204	291	31	1
241	291	31	1
244	291	31	1
245	291	31	1
198	292	31	1
222	292	31	1
235	292	31	1
242	292	31	1
247	292	31	1
221	293	31	1
222	293	31	1
223	293	31	1
225	293	31	1
232	293	31	2
234	293	31	1
238	293	31	1
241	294	32.8	1
256	293	31	1
222	294	31	1
226	294	31	1
230	294	31	1
240	294	31	1
251	294	31	1
252	294	31	1
202	295	31	1
223	295	31	1
226	295	31	1
234	295	31	2
241	295	31	1
236	296	31	1
246	296	31	1
195	297	31	1
223	297	31	1
234	297	31	1
252	297	31	1
255	297	31	1
237	298	31	2
240	298	31	1
248	298	31	1
224	299	31	1
236	299	31	1
243	299	31	1
245	299	31	2
248	299	31	1
229	300	31	1
236	300	31	1
250	300	31	1
225	301	31	1
226	301	31	1
228	301	31	1
229	301	31	2
237	301	31	1
246	301	31	1
235	302	31	1
243	302	31	1
245	302	31	1
234	303	31	1
235	303	31	1
235	304	31	1
235	305	31	1
236	305	31	1
242	305	31	1
226	309	31	1
227	252	32	1
214	253	32	1
221	253	32	1
231	253	32	1
237	253	32	1
215	254	32	1
216	254	32	1
223	254	32	1
218	255	32	1
219	255	32	1
227	255	32	1
238	255	32	3
210	256	32	1
215	256	32	1
229	256	32	1
237	256	32	1
240	256	32	1
209	257	32	1
210	257	32	1
219	257	32	1
240	257	32	1
182	258	32	1
213	258	32	1
191	259	32	1
209	259	32	1
215	259	32	1
216	259	32	2
220	259	32	1
192	260	32	1
244	260	32	3
194	261	32	1
195	261	32	1
224	261	32	1
226	261	32	1
231	261	32	1
216	262	32	1
217	262	32	1
219	262	32	1
224	262	32	1
227	262	32	1
230	262	32	1
189	263	32	2
193	263	32	1
194	263	32	1
198	263	32	2
200	263	32	1
204	263	32	1
227	263	32	1
231	263	32	1
235	263	32	1
236	263	32	1
242	263	32	1
245	263	32	1
247	263	32	1
191	264	32	1
202	264	32	1
212	264	32	1
214	264	32	1
223	264	32	1
232	264	32	1
238	264	32	1
247	264	32	1
176	265	32	1
185	265	32	2
189	265	32	1
191	265	32	1
196	265	32	1
211	265	32	1
216	265	32	1
218	265	32	2
231	265	32	1
232	265	32	1
235	265	32	1
251	265	32	1
197	266	32	1
220	266	32	1
222	266	32	1
235	266	32	1
238	266	32	1
239	266	32	1
247	266	32	1
188	267	32	1
192	267	32	1
197	267	32	1
215	267	32	1
216	267	32	1
230	267	32	1
242	267	32	2
245.5	267.5	32.5	1
195	268	32	1
198	268	32	1
216	268	32	1
219	268	32	1
228	268	32	1
184	269	32	2
186	269	32	2
191	269	32	1
213	269	32	1
214	269	32	1
215	269	32	1
223	269	32	1
238	269	32	2
240	269	32	1
181	270	32	1
195	270	32	1
197	270	32	1
210	270	32	1
222	270	32	2
227	270	32	1
231	270	32	2
249	270	32	1
209	271	32	2
233	271	32	1
247	271	32	1
251	271	32	1
173	272	32	1
176	272	32	1
184	272	32	1
198	272	32	1
201	272	32	2
206	272	32	1
214	272	32	3
234	272	32	1
238	272	32	1
239	272	32	1
240	272	32	1
241	272	32	1
250	272	32	1
182	273	32	1
206	273	32	1
207	273	32	1
208	273	32	1
212	273	32	1
235	273	32	1
241	273	32	1
243	273	32	1
249	273	32	1
172	274	32	1
173	274	32	2
205	274	32	1
207	274	32	1
208	274	32	1
211	274	32	1
235	274	32	2
236	274	32	2
244	274	32	1
250	274	32	1
181	275	32	1
235	275	32	1
174	276	32	1
184	276	32	2
204	276	32	1
205	276	32	1
233	276	32	1
235	276	32	1
239	276	32	2
176	277	32	1
205	277	32	2
210	277	32	1
236	277	32	1
239	277	32	1
245	277	32	1
247	277	32	1
249	277	32	1
177	278	32	2
203	278	32	1
206	278	32	1
220	278	32	1
224	278	32	1
235	278	32	1
255	278	32	2
177	279	32	1
207	279	32	1
214	279	32	2
236	279	32	1
247	279	32	1
173	280	32	1
177	280	32	1
180	280	32	2
222	280	32	3
229	280	32	1
232	280	32	1
238	280	32	1
241	280	32	1
242	280	32	1
173	281	32	1
175	281	32	1
217	281	32	1
222	281	32	1
223	281	32	2
226	281	32	1
232	281	32	1
234	281	32	1
174	282	32	1
182	282	32	1
187	282	32	1
188	282	32	1
204	282	32	1
218	282	32	1
221	282	32	2
224	282	32	1
233	282	32	1
244	282	32	1
250	282	32	1
256	282	32	1
179	283	32	2
181	283	32	2
207	283	32	1
222	283	32	1
230	283	32	1
239	283	32	2
240	283	32	1
241	283	32	1
249	283	32	1
176	284	32	1
181	284	32	2
209	284	32	1
210	284	32	1
219	284	32	1
220	284	32	1
225	284	32	1
234	284	32	1
240	284	32	2
241	284	32	2
254	284	32	1
257	284	32	1
180	285	32	1
204	285	32	1
221	285	32	1
229	285	32	1
232	285	32	2
237	285	32	1
241	285	32	1
255	285	32	2
174	286	32	1
204	286	32	2
223	286	32	1
224	286	32	1
227	286	32	1
228	286	32	1
246	286	32	1
249	286	32	1
176	287	32	1
223	287	32	1
225	287	32	1
228	287	32	1
236.5	287.5	32.5	1
242	287	32	1
245	287	32	1
254	287	32	1
221	288	32	1
225	288	32	1
235	288	32	1
258	288	32	1
229	289	32	1
233	289	32	1
242	289	32	1
247	289	32	1
248	289	32	2
199	290	32	2
222	290	32	1
226	290	32	1
247	290	32	1
250	290	32	1
253	290	32	1
200	291	32	1
235	291	32	1
236	291	32	1
238	291	32	1
248	291	32	1
199	292	32	1
221	292	32	1
222	292	32	2
242	292	32	1
243	292	32	1
251	292	32	1
252	292	32	1
256	292	32	1
257	292	32	1
198	293	32	1
199	293	32	1
218	293	32	1
222	293	32	1
227	293	32	1
241	293	32	1
250	293	32	1
202	294	32	2
221	294	32	2
227	294	32	1
230	294	32	1
237	294	32	1
239	294	32	1
223	295	32	1
227	295	32	1
230	295	32	1
232	295	32	1
236	295	32	1
239	295	32	2
245	295	32	1
250	295	32	1
187	296	32	1
200	296	32	1
220	296	32	1
228	296	32	1
243	296	32	1
245	296	32	1
247	296	32	1
251	296	32	1
252	296	32	2
255	296	32	2
199	297	32	1
237	297	32	1
241	297	32	1
242	297	32	2
244	297	32	1
246	297	32	1
248	297	32	2
249	297	32	2
233	298	32	1
237	298	32	2
240	298	32	1
248	298	32	1
251	298	32	1
197	299	32	1
231	299	32	1
233	299	32	2
240	299	32	1
248	299	32	1
249	299	32	1
185	300	32	1
232	300	32	2
245	300	32	1
246	300	32	1
247	300	32	1
225	301	32	1
231	301	32	2
241	301	32	1
243	301	32	1
223	302	32	1
236	302	32	1
247	302	32	1
248	302	32	1
222	303	32	1
234	303	32	1
239	303	32	2
241	303	32	1
244	303	32	1
243	304	32	1
221	305	32	1
222	305	32	1
234	305	32	2
242	305	32	1
208	306	32	1
235	306	32	1
220	308	32	1
225	308	32	1
229	308	32	1
235	308	32	1
224	309	32	1
234	309	32	1
235	309	32	1
227	310	32	1
229	310	32	2
229	312	32	1
228	250	33	1
227	251	33	1
231	253	33	1
219	254	33	1
231	254	33	1
235	254	33	1
240	254	33	1
241	254	33	1
220	255	33	1
231	255	33	1
221	256	33	1
222	256	33	1
223	256	33	1
241	256	33	1
217	257	33	1
218	257	33	1
221	257	33	1
224	257	33	1
227	257	33	1
230	257	33	1
235	257	33	1
220	258	33	1
221	258	33	1
226	258	33	1
235	258	33	1
239	258	33	1
189	259	33	1
211	259	33	1
213	259	33	1
226	259	33	1
227	259	33	1
229	259	33	1
208	260	33	1
219	260	33	2
230	260	33	1
231	260	33	1
237	260	33	1
240	260	33	1
243	260	33	1
208	261	33	1
217.5	261.5	33.5	1
218	261	33	1
227	261	33	1
239	261	33	1
219	262	33	1
229	262	33	1
236	262	33	1
241	262	33	1
248	262	33	2
249	262	33	1
185	263	33	1
190	263	33	1
193	263	33	1
213	263	33	1
217	263	33	1
223	263	33	1
227	263	33	1
239	263	33	1
242	263	33	1
244	263	33	1
185	264	33	2
187	264	33	1
189	264	33	1
214	264	33	1
215	264	33	1
218	264	33	1
225	264	33	1
233	264	33	2
239	264	33	1
246	264	33	1
189	265	33	1
195	265	33	1
208	265	33	1
217	265	33	2
218	265	33	1
221	265	33	1
224	265	33	2
233	265	33	1
190	266	33	1
191	266	33	1
194	266	33	1
224	266	33	1
230	266	33	2
239	266	33	1
240	266	33	2
250	266	33	2
188	267	33	1
196	267	33	2
200	267	33	1
209	267	33	1
215	267	33	1
217	267	33	1
219	267	33	1
240	267	33	1
241	267	33	1
242	267	33	1
189	268	33	1
193	268	33	1
208	268	33	1
217	268	33	1
219	268	33	1
232	268	33	2
235	268	33	1
241	268	33	1
185	269	33	1
195	269	33	1
198	269	33	1
204	269	33	2
211	269	33	2
217	269	33	1
224	269	33	2
232	269	33	1
234	269	33	1
239	269	33	1
245	269	33	1
250	269	33	1
174	270	33	1
179	270	33	2
194	270	33	1
206	270	33	1
213	270	33	1
234	270	33	1
247	270	33	1
173	271	33	1
192	271	33	1
204	271	33	3
210	271	33	1
211	271	33	1
225	271	33	2
235	271	33	2
237	271	33	1
238	271	33	1
239	271	33	1
240	271	33	2
242	271	33	1
172	272	33	1
176	272	33	1
184	272	33	1
189	272	33	1
203	272	33	1
205	272	33	1
210	272	33	1
225	272	33	1
231	272	33	1
237	272	33	1
173	273	33	1
174	273	33	1
181	273	33	1
188	273	33	1
210	273	33	1
214	273	33	1
227	273	33	1
230	273	33	1
240	273	33	1
241	273	33	1
243	273	33	1
170	274	33	1
181	274	33	1
185	274	33	1
186	274	33	1
190	274	33	2
217	274	33	1
232	274	33	1
233	274	33	1
238	274	33	1
242	274	33	2
243	274	33	1
245	274	33	1
188	275	33	1
207	275	33	1
211	275	33	1
214	275	33	1
216	275	33	1
242	275	33	1
251	275	33	1
176	276	33	1
215	276	33	1
235	276	33	1
244	276	33	1
173	277	33	1
176	277	33	1
180	277	33	2
202	277	33	1
208	277	33	1
215	277	33	1
224	277	33	2
232	277	33	1
237	277	33	2
176	278	33	1
178	278	33	1
191	278	33	1
238	278	33	1
239	278	33	1
168	279	33	1
208	279	33	2
244	279	33	1
175	280	33	1
191	280	33	1
207	280	33	1
208	280	33	1
217	280	33	1
226	280	33	1
247	280	33	1
248	280	33	1
173	281	33	1
176	281	33	1
179	281	33	1
186	281	33	1
207	281	33	2
