x	y	z	SLBP independent Processing of Histone Pre-mRNAs
186	276	33	1
243	276	33	1
244	276	33	1
245	277	33	1
247	277	33	1
205	278	33	1
244	278	33	1
178	279	33	1
201	279	33	1
249	279	33	1
174	280	33	1
177	280	33	1
250	280	33	1
173	281	33	1
204	281	33	1
239	281	33	1
248	281	33	1
234	282	33	1
237	282	33	1
245	282	33	1
218	283	33	1
230	283	33	1
237	283	33	1
211	284	33	1
226	284	33	1
230	284	33	1
231	284	33	1
234	284	33	1
244	284	33	1
225	285	33	1
226	285	33	1
228	285	33	1
238	285	33	1
247	285	33	2
211	286	33	2
220	286	33	1
243	286	33	1
246	286	33	1
221	287	33	1
223	287	33	1
226	287	33	1
230	287	33	1
233	287	33	1
235	287	33	1
184	288	33	1
246	288	33	1
231	289	33	1
244	289	33	1
185	290	33	1
223	290	33	1
232	290	33	1
233	290	33	1
242	290	33	1
246	290	33	1
248	290	33	1
225	292	33	1
197	293	33	1
199	293	33	1
233	293	33	1
235	293	33	1
243	293	33	1
246	293	33	1
220	295	33	1
229	295	33	1
243	295	33	1
236	296	33	2
245	296	33	1
198	297	33	1
231	297	33	1
235	297	33	1
246	297	33	1
182	298	33	1
228	298	33	1
239	298	33	1
245	298	33	1
195	299	33	1
232	299	33	1
234	299	33	1
247	300	33	1
234	301	33	1
241	301	33	1
231	303	33	1
232	303	33	1
233	303	33	1
237	303	33	1
229	304	33	1
231	304	33	1
239	304	33	1
207	305	33	1
227	305	33	1
235	305	33	1
237	305	33	1
217	308	33	1
222	308	33	1
233	308	33	1
222	309	33	1
237	309	33	1
236	311	33	1
228	313	33	1
230	315	33	1
229	252	34	1
227	253	34	1
235	254	34	1
218	255	34	1
223	255	34	1
224	255	34	1
215	256	34	1
224	256	34	1
210	257	34	1
235	258	34	1
231	259	34	2
235	259	34	1
237	259	34	1
230	260	34	1
188	261	34	1
195	261	34	1
242	261	34	1
215	262	34	2
229	262	34	1
236	262	34	1
238	262	34	1
197	263	34	1
210	263	34	1
216	263	34	1
217	263	34	1
226	263	34	1
228	263	34	1
187	264	34	1
188	264	34	1
201	264	34	1
212	264	34	1
215	264	34	1
216	264	34	1
245	264	34	2
249	264	34	1
222	265	34	2
223	265	34	1
230	265	34	1
234	265	34	1
241	265	34	1
249	266	34	1
214	267	34	1
220	267	34	1
221	267	34	1
242	267	34	1
189	268	34	1
207	268	34	1
246	268	34	1
209	269	34	1
232	269	34	1
242	269	34	1
243	269	34	1
253	269	34	1
183	270	34	1
185	270	34	1
197	270	34	1
218	270	34	2
223	270	34	1
206	271	34	1
176	272	34	1
177	272	34	1
182	272	34	1
185	272	34	1
190	272	34	1
205	272	34	1
211	272	34	1
232	272	34	1
245	272	34	1
201	273	34	1
209	273	34	1
230	273	34	1
183	274	34	1
216	274	34	1
231	274	34	1
233	274	34	1
234	274	34	1
235	274	34	1
216	275	34	1
217	275	34	1
175	276	34	1
209	276	34	1
211	276	34	1
236	276	34	1
203	277	34	1
206	277	34	1
236	277	34	1
186	278	34	1
203	278	34	1
207	278	34	1
175	279	34	1
176	279	34	1
177	279	34	1
203	279	34	1
214	279	34	1
177	280	34	1
188	280	34	1
212	280	34	1
248	280	34	1
176	281	34	1
192	281	34	1
206	281	34	1
210	281	34	1
221	281	34	1
230	281	34	1
250	281	34	1
188	282	34	1
230	282	34	1
245	282	34	1
181	283	34	1
204	283	34	1
203	284	34	1
215	284	34	1
225	284	34	1
231	284	34	1
177	285	34	2
203	285	34	1
205	285	34	1
211	285	34	1
224	285	34	1
187	286	34	1
222	286	34	1
226	286	34	1
227	286	34	1
231	287	34	1
243	287	34	1
190	288	34	1
201	288	34	1
202	288	34	1
228	288	34	1
253	288	34	1
186	289	34	1
203	289	34	1
219	289	34	1
238	289	34	1
248	289	34	1
249	289	34	1
229	290	34	1
202	291	34	1
222	291	34	1
223	291	34	1
248	291	34	1
255	291	34	1
223	292	34	1
230	292	34	1
236	292	34	1
196	293	34	1
222	293	34	1
224	293	34	1
237	293	34	1
244	293	34	1
223	294	34	1
243	294	34	1
192	295	34	1
233	295	34	1
205	296	34	1
221	296	34	1
242	296	34	1
200	297	34	1
229	297	34	1
200	298	34	1
236	298	34	1
226	299	34	1
232	299	34	1
236	300	34	1
241	300	34	1
207	301	34	1
225	301	34	1
242	301	34	1
235	302	34	1
242	302	34	1
237	305	34	1
226	306	34	1
227	306	34	1
234	306	34	1
238	306	34	1
226	307	34	1
234	307	34	1
233	308	34	1
239	308	34	1
225	309	34	1
228	310	34	1
236	310	34	1
241	310	34	3
235	311	34	2
230	312	34	1
226	313	34	1
235	313	34	1
233	315	34	1
233	316	34	1
227	317	34	1
211	318	34	1
228	251	35	1
225	252	35	1
224	254	35	1
230	254	35	1
209	255	35	1
225	255	35	1
226	255	35	2
216	256	35	1
222	256	35	1
226	256	35	1
228	256	35	1
224	257	35	1
230	257	35	1
227	258	35	1
240	258	35	1
221	259	35	1
223	259	35	2
238	259	35	1
224	260	35	1
235	260	35	1
240	260	35	2
189	261	35	1
191	261	35	1
208	261	35	1
221	261	35	1
222	261	35	1
224	261	35	1
236	261	35	1
245	261	35	1
189	262	35	1
193	262	35	1
223	262	35	1
231	262	35	1
233	262	35	2
236	262	35	1
205	263	35	1
208	263	35	1
240	263	35	1
191	264	35	1
200	264	35	1
220	264	35	2
228	264	35	1
229	264	35	1
237	264	35	1
242	264	35	1
243	264	35	1
208	265	35	1
223	265	35	1
238	265	35	1
186	266	35	1
243	266	35	1
191	267	35	1
205	267	35	1
207	267	35	1
219	267	35	1
225	267	35	1
232	267	35	1
239	267	35	1
195	268	35	1
232	268	35	1
239	268	35	1
185	269	35	1
245	269	35	1
181	270	35	1
214	270	35	1
237	270	35	1
243	270	35	1
248	270	35	1
171	271	35	1
190	271	35	1
247	271	35	1
202	272	35	1
203	272	35	1
215	272	35	1
219	272	35	1
232	272	35	1
240	272	35	1
243	272	35	1
218	273	35	1
238	273	35	1
178	274	35	1
245	274	35	1
225	275	35	1
235	275	35	1
188	276	35	1
202	276	35	1
204	276	35	1
233	276	35	1
239	276	35	1
185	277	35	2
205	277	35	1
211	277	35	1
174	278	35	1
178	278	35	1
179	278	35	1
187	278	35	1
202	278	35	1
225	278	35	1
243	278	35	1
190	279	35	1
222	279	35	1
173	280	35	1
174	280	35	1
199	280	35	2
224	280	35	1
179	281	35	1
180	281	35	1
204	281	35	1
206	281	35	1
213	281	35	1
187	282	35	1
207	282	35	1
222	282	35	1
226	282	35	1
231	282	35	1
244	282	35	1
187	283	35	1
246	283	35	1
247	283	35	1
181	284	35	1
188	284	35	1
218	284	35	1
224	284	35	1
245	284	35	1
249	284	35	1
185	285	35	1
220	285	35	1
229	285	35	1
174	286	35	1
199	286	35	1
211	286	35	1
215	286	35	2
220	286	35	1
182	287	35	1
190	287	35	1
190	288	35	1
192	288	35	1
245	288	35	1
176	289	35	1
226	289	35	1
195	290	35	1
201	290	35	1
222	290	35	1
176	291	35	1
206	291	35	1
223	291	35	1
242	291	35	1
193	292	35	1
222	292	35	1
226	292	35	1
239	293	35	1
218	294	35	1
223	294	35	1
225	294	35	1
242	295	35	1
180	296	35	1
217	296	35	1
219	296	35	1
239	298	35	1
236	299	35	1
228	301	35	1
229	301	35	1
239	301	35	2
242	301	35	1
244	301	35	1
223	302	35	1
223	303	35	1
234	303	35	1
226	304	35	1
233	304	35	1
229	305	35	1
236	305	35	1
238	305	35	1
223	306	35	1
238	307	35	2
240	307	35	1
229	308	35	1
240	309	35	1
238	310	35	1
230	311	35	1
232	311	35	2
238	311	35	1
223	313	35	1
238	313	35	1
225	314	35	1
226	315	35	1
210	316	35	1
237	317	35	1
220	258	36	1
217	260	36	1
230	261	36	2
237	261	36	1
210	262	36	1
238	262	36	2
244	262	36	1
227	263	36	1
223	264	36	2
232	264	36	1
242	264	36	1
191	265	36	1
228	266	36	1
231	266	36	1
244	266	36	2
192	267	36	1
211	267	36	1
218	267	36	1
188	268	36	1
189	268	36	1
195	268	36	1
219	268	36	1
232	268	36	1
236	268	36	1
250	268	36	1
191	269	36	1
238	269	36	1
172	270	36	2
185	270	36	2
195	270	36	1
214	270	36	1
198	271	36	1
206	271	36	1
215	271	36	1
220	271	36	1
248	271	36	1
239	272	36	1
240	272	36	2
181	273	36	2
204	274	36	1
209	274	36	1
210	274	36	1
221	274	36	1
209	275	36	1
220	276	36	1
208	277	36	1
201	278	36	1
202	278	36	1
208	278	36	1
193	279	36	3
215	279	36	1
199	280	36	1
204	280	36	1
213	280	36	1
187	281	36	1
204	281	36	1
191	282	36	1
201	282	36	1
231	283	36	1
213	284	36	1
191	285	36	1
234	285	36	1
237	285	36	1
198	286	36	1
208	286	36	1
227	286	36	1
236	286	36	1
238	286	36	2
207	287	36	1
248	287	36	2
188	288	36	1
196	288	36	1
203	288	36	1
233	288	36	1
242	288	36	1
193	289	36	1
200	289	36	1
201	289	36	1
217	289	36	2
234	289	36	1
185	290	36	1
204	290	36	2
222	290	36	1
232	290	36	1
237	290	36	1
234	291	36	1
198	292	36	1
204	292	36	1
227	292	36	1
232	292	36	1
196	293	36	1
223	293	36	1
225	294	36	1
235	294	36	1
237	294	36	1
238	294	36	1
232	295	36	2
240	295	36	1
231	296	36	3
238	296	36	1
198	297	36	1
199	297	36	1
239	298	36	1
228	300	36	1
232	300	36	2
240	301	36	1
223	302	36	1
226	303	36	1
228	303	36	1
245	303	36	1
225	304	36	1
233	304	36	1
235	304	36	1
228	305	36	2
222	308	36	1
239	308	36	1
224	309	36	1
225	309	36	1
228	309	36	1
222	310	36	1
226	311	36	1
230	311	36	1
213	312	36	1
233	312	36	1
236	312	36	1
240	312	36	1
216	313	36	1
230	314	36	1
220	315	36	1
228	315	36	2
242	315	36	1
234	316	36	1
238	316	36	1
238	317	36	1
235	318	36	1
236	318	36	1
240	318	36	1
226	259	37	1
230	259	37	1
242	260	37	1
217	261	37	1
216	262	37	1
227	262	37	1
217	263	37	1
237	264	37	1
189	267	37	1
220	268	37	2
241	268	37	1
190	270	37	1
214	273	37	1
211	276	37	1
208	278	37	1
215	280	37	1
213	281	37	1
191	282	37	2
208	282	37	1
221	282	37	1
214	283	37	2
201	285	37	2
206	285	37	1
226	285	37	1
204	286	37	1
206	286	37	1
225	286	37	1
230	286	37	1
248	287	37	1
210	288	37	1
236	288	37	1
237	288	37	1
230	289	37	1
200	290	37	1
224	291	37	1
235	291	37	1
204	292	37	1
208	292	37	1
226	292	37	1
204	293	37	1
225	293	37	1
234	294	37	1
235	294	37	1
204	295	37	1
240	295	37	1
235	296	37	1
241	296	37	1
231	297	37	1
234	297	37	1
242	297	37	1
233	300	37	1
236	302	37	1
244	302	37	2
230	303	37	1
240	306	37	1
242	306	37	1
225	308	37	1
235	308	37	1
222	311	37	1
227	312	37	1
235	312	37	1
212	313	37	1
217	313	37	1
228	313	37	1
230	314	37	1
236	316	37	1
235	318	37	1
238	318	37	2
225	261	38	1
227	262	38	1
232	263	38	1
189	266	38	2
231	266	38	1
217	269	38	1
192	270	38	1
209	274	38	1
206	275	38	1
208	276	38	1
210	276	38	1
194	277	38	1
211	277	38	1
212	277	38	1
214	277	38	1
203	278	38	1
215	278	38	1
212	279	38	1
193	281	38	1
208	281	38	1
211	281	38	1
212	281	38	1
213	282	38	1
199	284	38	1
216	286	38	1
237	286	38	1
188	288	38	1
207	288	38	1
218	288	38	1
187	289	38	1
200	289	38	1
233	289	38	1
200	291	38	1
210	291	38	2
200	293	38	1
205	293	38	2
226	294	38	1
202	295	38	1
220	295	38	1
241	295	38	1
198	296	38	1
204	296	38	1
201	297	38	1
223	297	38	1
225	297	38	1
216	298	38	1
229	299	38	1
244	299	38	1
229	301	38	1
231	302	38	2
232	302	38	1
239	302	38	1
234	303	38	1
225	304	38	1
231	304	38	1
232	304	38	1
237	304	38	1
232	306	38	1
239	306	38	1
235	308	38	1
241	308	38	1
222	310	38	1
230	310	38	1
221	311	38	1
226	311	38	1
226	312	38	1
217	313	38	1
221	313	38	1
221	314	38	1
226	314	38	1
230	314	38	1
238	314	38	1
243	315	38	1
230	318	38	1
231	318	38	1
237	318	38	1
238	319	38	1
231	321	38	1
218	271	39	1
212	279	39	1
217	279	39	1
217	281	39	1
190	282	39	1
214	282	39	1
190	283	39	1
203	283	39	1
196	286	39	1
206	286	39	1
187	287	39	1
187	288	39	1
205	288	39	1
191	289	39	1
211	289	39	1
239	289	39	1
186	290	39	1
210	290	39	1
207	291	39	1
235	291	39	1
208	293	39	1
204	294	39	1
233	294	39	1
226	295	39	1
234	295	39	1
241	295	39	1
243	295	39	1
197	296	39	1
205	296	39	1
226	296	39	1
203	297	39	1
215	297	39	1
223	298	39	1
226	298	39	1
224	299	39	1
231	300	39	1
240	300	39	1
224	301	39	1
238	301	39	1
228	302	39	1
228	303	39	1
233	304	39	1
234	304	39	1
223	305	39	1
229	305	39	1
236	305	39	1
230	306	39	1
236	306	39	1
198	307	39	1
226	307	39	2
224	309	39	1
228	309	39	1
234	309	39	1
196	310	39	1
223	310	39	1
217	311	39	1
229	311	39	1
196	312	39	1
225	313	39	1
236	313	39	1
235	314	39	2
236	316	39	1
239	316	39	1
211	317	39	1
231	318	39	1
243	318	39	1
237	319	39	1
229	320	39	1
219	321	39	1
232	321	39	1
231	322	39	1
234	323	39	1
197	283	40	1
191	285	40	1
218	290	40	1
208	292	40	1
192	293	40	1
214	293	40	1
238	294	40	1
236	296	40	1
229	297	40	1
225	298	40	1
229	298	40	1
224	299	40	1
230	299	40	1
237	299	40	1
229	300	40	1
241	304	40	1
214	305	40	2
212	306	40	1
224	306	40	1
227	307	40	1
242	307	40	1
220	309	40	1
224	309	40	1
227	309	40	1
221	310	40	1
222	310	40	1
234	311	40	1
232	312	40	1
235	312	40	1
240	312	40	1
235	313	40	1
220	314	40	1
239	315	40	1
234	316	40	1
236	316	40	1
242	317	40	1
220	318	40	1
238	318	40	1
240	319	40	1
242	319	40	1
243	319	40	1
225	320	40	1
241	320	40	1
230	323	40	1
229	324	40	2
195	294	41	1
199	296	41	1
226	298	41	1
234	301	41	1
220	304	41	1
217	306	41	1
224	306	41	1
225	308	41	1
240	310	41	1
219	313	41	1
220	314	41	1
239	314	41	2
242	314	41	1
238	315	41	1
237	316	41	1
245	318	41	1
246	318	41	1
245	319	41	1
230	320	41	1
230	323	41	1
220	306	42	1
240	308	42	1
220	309	42	1
226	309	42	1
220	311	42	1
214	312	42	2
223	312	42	1
243	312	42	2
242	314	42	1
239	316	42	1
218	318	42	1
220	318	42	1
229	318	42	1
226	319	42	1
231	319	42	1
229	320	42	1
217	310	43	1
222	310	43	1
223	315	43	1
219	310	44	1
231	312	44	1
242	319	44	1
