x	y	z	Deposition of new CENPA-containing nucleosomes at the centromere
241	291	32	1
243	291	32	1
244	291	32	1
246	291	32	1
188	292	32	1
218	292	32	1
222	292	32	1
224	292	32	1
236.75	292.75	33	1
249	292	32	1
250	292	32	1
252	292	32	1
256	292	32	1
198	293	32	1
199	293	32	1
216	293	32	2
223	293	32	2
227	293	32	1
230	293	32	1
233	293	32	1
234	293	32	1
238	293	32	1
242	293	32	1
247	293	32	1
248	293	32	1
224	294	32	1
233	294	32	1
237	294	32	1
239	294	32	1
245	294	32	1
251	294	32	1
252	294	32	1
195	295	32	1
220	295	32	2
230	295	32	1
231	295	32	1
239	295	32	1
241	295	32	1
251	295	32	1
187	296	32	1
223	296	32	1
226	296	32	1
229	296	32	1
234	296	32	1
242	296	32	1
244	296	32	1
245	296	32	1
252	296	32	1
221	297	32	2
225	297	32	1
229	297	32	1
237	297	32	2
252	297	32	1
220	298	32	1
246	298	32	1
250	298	32	1
252	298	32	1
253	298	32	1
196	299	32	1
197	299	32	1
228	299	32	1
231	299	32	2
233	299	32	1
248	299	32	1
196	300	32	1
225	300	32	1
240	300	32	1
244	300	32	1
198	301	32	1
221	301	32	1
223	301	32	1
231	301	32	1
234	301	32	1
237	301	32	2
243	301	32	1
245	302	32	1
248	302	32	1
225	303	32	1
232	303	32	1
217	304	32	1
220	304	32	1
238	304	32	1
239	304	32	2
245	304	32	2
221	305	32	1
226	305	32	1
235	305	32	2
238	305	32	1
234	306	32	2
235	306	32	1
236	306	32	1
237	306	32	1
222	307	32	1
225	307	32	1
224	309	32	1
225	309	32	1
227	310	32	1
229	310	32	1
230	310	32	1
229	312	32	2
232	312	32	1
232	249	33	1
226	251	33	1
227	251	33	2
227	252	33	1
229	252	33	1
240	252	33	1
216	253	33	1
222	253	33	1
225	253	33	1
237	253	33	1
236	254	33	1
239	254	33	1
221	255	33	2
224	255	33	1
235	255	33	1
237	255	33	2
221	256	33	2
222	256	33	1
223	256	33	1
237	256	33	1
241	256	33	1
214	257	33	1
215	257	33	1
219	257	33	1
220	257	33	1
222	257	33	1
215	258	33	1
218	258	33	1
219	258	33	1
230	258	33	1
233	258	33	1
244	258	33	2
201	259	33	1
215	259	33	2
216	259	33	1
220	259	33	1
222	259	33	2
231	259	33	1
239	259	33	2
242	259	33	1
243	259	33	1
246	259	33	1
192	260	33	1
208	260	33	1
213	260	33	1
220	260	33	1
240	260	33	1
241	260	33	1
193	261	33	2
209	261	33	1
216	261	33	1
217.5	261.5	33.5	1
226	261	33	1
238	261	33	1
239	261	33	1
240	261	33	1
192	262	33	1
216	262	33	1
221	262	33	1
226	262	33	2
227	262	33	1
230	262	33	1
231	262	33	1
239	262	33	1
240	262	33	2
243	262	33	2
248	262	33	1
183	263	33	1
188	263	33	1
189	263	33	1
190	263	33	1
191	263	33	1
199	263	33	1
200	263	33	1
219	263	33	1
245	263	33	1
187	264	33	1
190	264	33	1
191	264	33	1
192	264	33	1
193	264	33	1
218	264	33	1
221	264	33	2
228	264	33	1
231	264	33	3
233	264	33	1
242	264	33	1
247	264	33	2
185	265	33	1
186	265	33	1
191	265	33	1
192	265	33	1
194	265	33	1
211	265	33	1
212	265	33	1
219	265	33	1
239	265	33	1
242	265	33	1
251	265	33	1
252	265	33	1
189	266	33	1
194	266	33	1
215	266	33	1
217	266	33	1
221	266	33	1
230	266	33	1
237	266	33	2
246	266	33	1
247	266	33	1
182	267	33	1
191	267	33	2
193	267	33	1
196	267	33	1
202	267	33	1
205	267	33	1
209	267	33	1
216	267	33	1
217	267	33	1
221	267	33	1
225	267	33	1
227	267	33	1
244	267	33	2
248	267	33	1
250	267	33	1
252	267	33	1
183	268	33	2
193	268	33	1
195	268	33	1
206	268	33	1
207	268	33	1
210	268	33	3
211	268	33	1
214	268	33	1
215	268	33	1
216	268	33	1
224	268	33	1
250	268	33	1
252	268	33	2
184	269	33	2
201	269	33	1
204	269	33	1
211	269	33	1
215	269	33	1
224	269	33	1
234	269	33	1
244	269	33	1
250	269	33	1
183	270	33	1
186	270	33	1
194	270	33	1
212	270	33	1
214	270	33	2
223	270	33	1
241	270	33	1
177	271	33	1
179	271	33	1
206	271	33	1
209	271	33	1
211	271	33	1
237	271	33	2
241	271	33	2
243	271	33	1
253	271	33	1
172	272	33	1
187	272	33	1
203	272	33	1
205	272	33	1
216	272	33	2
232	272	33	1
239	272	33	1
245	272	33	1
251	272	33	1
171	273	33	1
173	273	33	1
183	273	33	1
184	273	33	1
205	273	33	1
209	273	33	1
213	273	33	1
226	273	33	2
181	274	33	2
186	274	33	3
204	274	33	1
208	274	33	1
214	274	33	2
229	274	33	1
232	274	33	1
236	274	33	1
183	275	33	2
184	275	33	1
205	275	33	1
207	275	33	1
211	275	33	1
227	275	33	1
242	275	33	1
243	275	33	2
246	275	33	2
250	275	33	2
190	276	33	1
192	276	33	1
201	276	33	1
215	276	33	1
237	276	33	2
240	276	33	1
180	277	33	1
207	277	33	1
209	277	33	1
215	277	33	1
224	277	33	1
227	277	33	4
232	277	33	1
236	277	33	1
237	277	33	1
244	277	33	2
174	278	33	1
176	278	33	2
205	278	33	1
232	278	33	2
235	278	33	2
237	278	33	1
238	278	33	1
239	278	33	1
243	278	33	1
176	279	33	1
178	279	33	1
245	279	33	2
248	279	33	1
187	280	33	1
242	280	33	1
250	280	33	1
251	280	33	1
173	281	33	1
175	281	33	1
178	281	33	2
180	281	33	1
207	281	33	1
208	281	33	1
217	281	33	1
221	281	33	1
222	281	33	1
223	281	33	1
224	281	33	1
230	281	33	1
232	281	33	1
233	281	33	1
239	281	33	1
248	281	33	1
188	282	33	2
209	282	33	2
212	282	33	2
213	282	33	2
214	282	33	1
220	282	33	1
232	282	33	2
238	282	33	1
244	282	33	1
245	282	33	1
253	282	33	1
183	283	33	1
204	283	33	1
206	283	33	1
207	283	33	2
209	283	33	2
220	283	33	2
227	283	33	2
229	283	33	1
230	283	33	1
232	283	33	1
233	283	33	2
180	284	33	1
207	284	33	2
209	284	33	1
210	284	33	1
211	284	33	2
220	284	33	1
230	284	33	1
231	284	33	1
233	284	33	2
237	284	33	1
243	284	33	1
246	284	33	1
252	284	33	1
175	285	33	1
178	285	33	1
219	285	33	2
237.5	285.5	33.5	1
240	285	33	1
241	285	33	1
245	285	33	1
246	285	33	1
248	285	33	1
188	286	33	1
207	286	33	1
208	286	33	1
209	286	33	1
226	286	33	1
236	286	33	2
243	286	33	1
249	286	33	3
252	286	33	1
185	287	33	3
198	287	33	1
204	287	33	2
205	287	33	1
219	287	33	1
225	287	33	1
233	287	33	1
236	287	33	1
243	287	33	1
251	287	33	1
196	288	33	1
233	288	33	1
246	288	33	1
250	288	33	1
255	288	33	1
257	288	33	1
184	289	33	1
232	289	33	1
247	289	33	1
197	290	33	1
202	290	33	2
207	290	33	1
230	290	33	1
233	290	33	1
239	290	33	1
241	290	33	1
243	290	33	1
247	290	33	2
248	290	33	1
198	291	33	2
234	291	33	1
237	291	33	2
249	291	33	1
197	292	33	1
221	292	33	1
223	292	33	1
225	292	33	1
229	292	33	1
232	292	33	1
236	292	33	1
239	292	33	1
247	292	33	1
256	292	33	1
188	293	33	1
199	293	33	1
223	293	33	1
225	293	33	1
228	293	33	1
231	293	33	1
235	293	33	1
243	293	33	1
251	293	33	2
202	294	33	1
204	294	33	1
228	294	33	1
238	294	33	1
246	294	33	1
251	294	33	1
256	294	33	1
197	295	33	1
201	295	33	1
237	295	33	1
243	295	33	1
248	295	33	1
254	295	33	1
191	296	33	1
199	296	33	1
225	296	33	1
226	296	33	1
228	296	33	1
230	296	33	1
235	296	33	1
236	296	33	1
242	296	33	1
245	296	33	1
255	296	33	1
196	297	33	1
223	297	33	2
224	297	33	1
228	297	33	1
240	297	33	1
241	297	33	2
234	298	33	2
235	298	33	1
239	298	33	1
241	298	33	1
196	299	33	1
197	299	33	1
222	299	33	1
235	299	33	2
240	299	33	1
243	299	33	2
196	300	33	1
225	300	33	1
227	300	33	1
231	300	33	1
240	300	33	1
246	300	33	1
237	301	33	1
239	301	33	1
225	302	33	1
226	302	33	1
236	302	33	1
237	302	33	1
240	302	33	1
243	302	33	1
246	302	33	1
224	303	33	1
229	303	33	1
237	304	33	1
238	304	33	1
239	304	33	1
243	304	33	1
207	305	33	2
233	305	33	1
234	305	33	1
235	305	33	1
238	305	33	1
223	306	33	2
230	306	33	1
222	307	33	1
226	307	33	1
234	307	33	2
220	308	33	1
221	308	33	1
222	308	33	1
237	308	33	1
239	308	33	2
222	309	33	1
229	309	33	1
235	309	33	2
226	310	33	1
228	310	33	2
238	310	33	2
226	311	33	1
228	311	33	1
233	311	33	1
225	312	33	1
225	313	33	2
230	313	33	1
234	313	33	1
230	318	33	2
229	250	34	1
228	251	34	1
228	252	34	1
230	252	34	1
225	253	34	1
227	253	34	1
228	253	34	2
217	254	34	1
219	254	34	1
233	254	34	2
235	254	34	1
223	255	34	1
224	255	34	1
237	255	34	1
215	256	34	1
218	256	34	1
226	256	34	1
237	256	34	1
216	257	34	2
217	257	34	1
223	257	34	1
227	257	34	2
200	258	34	1
201	258	34	1
217	258	34	1
225	258	34	1
226	258	34	1
232	258	34	1
233	258	34	1
234	258	34	1
235	258	34	1
237	258	34	1
217	259	34	1
220	259	34	1
222	259	34	2
226	259	34	1
227	259	34	1
228	259	34	1
212	260	34	1
215	260	34	1
218	260	34	1
220	260	34	1
223	260	34	1
229	260	34	1
211	261	34	1
214	261	34	2
215	261	34	1
223	261	34	1
226	261	34	1
241	261	34	1
242	261	34	1
244	261	34	1
246	261	34	2
189	262	34	1
192	262	34	1
214	262	34	1
221	262	34	2
228	262	34	1
234	262	34	1
240	262	34	1
241	262	34	1
243	262	34	1
188	263	34	1
189	263	34	1
207	263	34	1
217	263	34	1
219	263	34	1
220	263	34	1
227	263	34	2
231	263	34	2
234	263	34	1
236	263	34	1
239	263	34	1
248	263	34	1
249	263	34	1
250	263	34	1
251	263	34	1
186	264	34	2
188	264	34	1
215	264	34	1
219	264	34	1
220	264	34	1
221	264	34	1
223	264	34	2
226	264	34	1
234	264	34	1
236	264	34	1
243	264	34	1
247	264	34	1
187	265	34	1
221	265	34	1
226	265	34	1
230	265	34	1
239	265	34	1
243	265	34	1
249	265	34	1
251	265	34	1
175	266	34	2
197	266	34	1
204	266	34	1
209	266	34	1
217	266	34	1
220	266	34	2
229	266	34	1
235	266	34	1
241	266	34	1
244	266	34	1
191	267	34	1
197	267	34	1
206	267	34	2
208	267	34	1
209	267	34	1
214	267	34	1
215	267	34	1
216	267	34	1
217	267	34	1
224	267	34	1
229	267	34	1
247	267	34	1
249	267	34	1
250	267	34	1
183	268	34	1
194	268	34	2
231	268	34	1
233	268	34	1
247	268	34	1
249	268	34	1
183	269	34	1
189	269	34	1
193	269	34	1
204	269	34	1
241	269	34	1
245	269	34	1
183	270	34	1
188	270	34	1
194	270	34	1
215	270	34	1
216	270	34	1
217	270	34	1
233	270	34	1
242	270	34	2
244	270	34	2
245	270	34	1
173	271	34	1
178	271	34	1
180	271	34	1
181	271	34	1
210	271	34	1
212	271	34	2
215	271	34	1
217	271	34	1
218	271	34	2
220	271	34	1
246	271	34	1
182	272	34	1
183	272	34	1
198	272	34	1
211	272	34	1
236	272	34	1
181	273	34	1
184	273	34	1
188	273	34	1
203	273	34	1
205	273	34	1
207	273	34	1
208	273	34	1
229	273	34	2
231	273	34	1
233	273	34	1
239	273	34	1
243	273	34	1
170	274	34	2
204	274	34	1
211	274	34	1
218	274	34	1
231	274	34	1
232	274	34	1
233	274	34	1
235	274	34	1
239	274	34	1
246	274	34	1
250	274	34	1
176	275	34	2
183	275	34	1
189	275	34	1
203	275	34	1
207	275	34	1
214	275	34	1
231	275	34	1
233	275	34	1
237	275	34	1
240	275	34	1
174	276	34	1
177	276	34	1
180	276	34	1
202	276	34	1
229	276	34	1
241	276	34	1
184	277	34	1
189	277	34	2
204	277	34	1
211	277	34	1
215	277	34	1
229	277	34	1
235	277	34	1
241	277	34	1
201	278	34	1
202	278	34	1
204	278	34	3
210	278	34	1
214	278	34	1
234	278	34	1
244	278	34	2
174	279	34	1
192	279	34	4
207	279	34	1
214	279	34	1
217	279	34	1
232	279	34	1
236	279	34	1
241	279	34	1
242	279	34	1
244	279	34	1
245	279	34	1
174	280	34	1
175	280	34	2
180	280	34	1
205	280	34	1
210	280	34	1
221	280	34	1
224	280	34	1
235	280	34	1
236	280	34	1
247	280	34	2
192	281	34	1
203	281	34	1
204	281	34	1
207	281	34	2
208	281	34	1
210	281	34	1
213	281	34	1
222	281	34	1
227	281	34	1
229	281	34	1
230	281	34	1
231	281	34	1
178	282	34	2
179	282	34	1
207	282	34	1
212	282	34	1
218	282	34	1
222	282	34	1
223	282	34	2
224	282	34	1
232	282	34	1
234	282	34	1
247	282	34	1
251	282	34	1
176	283	34	1
187	283	34	1
206	283	34	2
234	283	34	1
237	283	34	1
250	283	34	1
185	284	34	2
210	284	34	1
223	284	34	1
231	284	34	1
234	284	34	1
238	284	34	1
241	284	34	1
247	284	34	1
248	284	34	1
176	285	34	1
203	285	34	1
206	285	34	2
224	285	34	2
226	285	34	1
231	285	34	1
232	285	34	1
237	285	34	1
238	285	34	1
247	285	34	2
177	286	34	2
187	286	34	1
199	286	34	1
204	286	34	1
205	286	34	1
207	286	34	2
243	286	34	1
255	286	34	1
187	287	34	1
219	287	34	1
220	287	34	1
222	287	34	1
224	287	34	1
228	287	34	1
234	287	34	1
247	287	34	1
176	288	34	1
177	288	34	1
186	288	34	1
204	288	34	1
206	288	34	1
209	288	34	1
221	288	34	1
223	288	34	1
227	288	34	1
231	288	34	1
235	288	34	2
237	288	34	1
198	289	34	1
202	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
228	289	34	1
230	289	34	1
233	289	34	1
245	289	34	1
248	289	34	1
249	289	34	2
176	290	34	1
198	290	34	1
204	290	34	1
222	290	34	1
229	290	34	1
232	290	34	1
248	290	34	1
182	291	34	1
221	291	34	1
223	291	34	1
224	291	34	3
237	291	34	1
241	291	34	1
244	291	34	1
249	291	34	1
250	291	34	1
198	292	34	1
199	292	34	2
200	292	34	2
204	292	34	1
223	292	34	1
236	292	34	1
237	292	34	1
242	292	34	1
202	293	34	1
207	293	34	1
223	293	34	1
231	293	34	1
247	293	34	1
182	294	34	2
195	294	34	1
198	294	34	1
199	294	34	1
221	294	34	1
224	294	34	1
237	294	34	1
242	294	34	1
246	294	34	1
179	295	34	1
192	295	34	1
222	295	34	1
229	295	34	1
230	295	34	2
198	296	34	1
202	296	34	1
223	296	34	1
226	296	34	1
236	296	34	1
238	296	34	1
239	296	34	1
242	296	34	1
194	297	34	1
199	297	34	1
200	297	34	2
203	297	34	1
234	297	34	1
236	297	34	1
247	297	34	1
200	298	34	1
223	298	34	1
237	298	34	2
241	298	34	2
248	298	34	1
182	299	34	2
195	299	34	1
199	299	34	1
207	299	34	1
227	299	34	1
241	299	34	1
228	300	34	1
229	300	34	1
237	300	34	1
243	300	34	1
246	300	34	1
207	301	34	1
224	301	34	1
244	301	34	1
245	301	34	1
246	301	34	1
226	302	34	2
228	302	34	1
230	302	34	1
237	302	34	1
243	302	34	1
226	303	34	1
231	303	34	2
232	303	34	1
239	303	34	1
230	304	34	1
231	304	34	1
236	304	34	1
237	304	34	1
240	304	34	2
243	304	34	1
199	305	34	2
223	305	34	1
237	305	34	2
225	306	34	1
226	306	34	1
227	306	34	1
233	306	34	1
242	306	34	1
244	306	34	1
206	307	34	1
230	307	34	1
232	307	34	1
242	307	34	1
222	308	34	1
224	308	34	2
227	308	34	2
232	308	34	1
233	308	34	1
237	308	34	1
239	308	34	1
222	309	34	1
225	309	34	1
228	309	34	1
232	309	34	1
237	309	34	1
228	310	34	1
238	310	34	1
239	310	34	1
241	310	34	1
218	311	34	1
232	311	34	1
233	311	34	2
221	312	34	1
224	312	34	1
225	312	34	1
221	313	34	1
225	313	34	1
226	313	34	1
233	313	34	1
226	314	34	1
228	314	34	1
228	315	34	2
229	315	34	1
227	317	34	1
231	317	34	1
233	317	34	1
211	318	34	1
237	318	34	1
228	250	35	1
224	251	35	1
225	251	35	1
226	251	35	1
223	253	35	1
224	253	35	1
230	254	35	1
240	254	35	1
209	255	35	1
218	255	35	1
224	255	35	1
226	255	35	1
229	255	35	1
230	255	35	1
231	255	35	1
215	256	35	1
229	256	35	1
210	257	35	1
223	257	35	1
203	258	35	1
216	258	35	1
217	258	35	2
221	258	35	2
222	258	35	1
227	258	35	1
229	258	35	1
235	258	35	1
242	258	35	1
244	258	35	1
182	259	35	1
190	259	35	1
210	259	35	1
218	259	35	1
220	259	35	1
224	259	35	1
225	259	35	1
227	259	35	1
230	259	35	1
231	259	35	1
190	260	35	2
215	260	35	1
217	260	35	1
220	260	35	1
224	260	35	1
226	260	35	1
227	260	35	1
234	260	35	1
235	260	35	1
236	260	35	2
237	260	35	1
238	260	35	1
240	260	35	1
244	260	35	2
245	260	35	2
211	261	35	1
222	261	35	1
224	261	35	1
227	261	35	1
233	261	35	1
237	261	35	1
242	261	35	1
189	262	35	1
193	262	35	2
210	262	35	1
213	262	35	2
220	262	35	1
221	262	35	1
223	262	35	1
240	262	35	1
188	263	35	1
191	263	35	1
196	263	35	1
205	263	35	1
209	263	35	1
214	263	35	1
225	263	35	1
226	263	35	1
228	263	35	2
241	263	35	1
244	263	35	1
249	263	35	2
209	264	35	1
213	264	35	1
222	264	35	1
231	264	35	1
232	264	35	1
233	264	35	2
240	264	35	1
248	264	35	1
185	265	35	1
193	265	35	1
208	265	35	2
213	265	35	1
214	265	35	1
225	265	35	1
228	265	35	1
231	265	35	2
233	265	35	1
241	265	35	1
249	265	35	1
178	266	35	1
209	266	35	1
219	266	35	1
224	266	35	1
226	266	35	1
233	266	35	1
236	266	35	1
239	266	35	2
240	266	35	1
242	266	35	2
243	266	35	1
246	266	35	2
176	267	35	1
188	267	35	2
195	267	35	1
217	267	35	1
223	267	35	1
228	267	35	1
186	268	35	1
193	268	35	1
194	268	35	1
206	268	35	1
213	268	35	2
217	268	35	2
219	268	35	1
223	268	35	1
241	268	35	1
242	268	35	1
247	268	35	1
248	268	35	1
184	269	35	1
188	269	35	1
197	269	35	1
213	269	35	1
214	269	35	2
215	269	35	1
232	269	35	1
246	269	35	1
172	270	35	2
181	270	35	1
186	270	35	1
187	270	35	1
191	270	35	1
193	270	35	2
195	270	35	1
196	270	35	1
210	270	35	1
211	270	35	2
214	270	35	1
227	270	35	2
233	270	35	1
240	270	35	1
244	270	35	1
246	270	35	1
247	270	35	1
179	271	35	1
190	271	35	1
192	271	35	1
193	271	35	1
194	271	35	1
195	271	35	1
198	271	35	1
199	271	35	1
206	271	35	1
207	271	35	1
209	271	35	1
217	271	35	1
219	271	35	1
235	271	35	1
242	271	35	1
245	271	35	1
173	272	35	1
179	272	35	1
184	272	35	1
185	272	35	2
202	272	35	1
203	272	35	1
205	272	35	1
209	272	35	1
210	272	35	1
216	272	35	1
217	272	35	1
222	272	35	1
233	272	35	3
240	272	35	1
243	272	35	1
246	272	35	1
182	273	35	1
183	273	35	1
206	273	35	1
216	273	35	1
218	273	35	1
230	273	35	2
234	273	35	1
239	273	35	1
242	273	35	1
190	274	35	1
201	274	35	1
203	274	35	1
210	274	35	2
211	274	35	2
213	274	35	2
224	274	35	1
225	274	35	2
231	274	35	1
232	274	35	1
234	274	35	1
236	274	35	1
243	274	35	1
184	275	35	1
200	275	35	1
203	275	35	1
207	275	35	2
225	275	35	1
231	275	35	1
245	275	35	1
175	276	35	1
177	276	35	2
178	276	35	1
188	276	35	2
210	276	35	1
239	276	35	1
185	277	35	1
202	277	35	1
206	277	35	1
208	277	35	1
210	277	35	1
220	277	35	3
224	277	35	1
229	277	35	1
232	277	35	1
241	277	35	2
171	278	35	2
179	278	35	1
190	278	35	1
202	278	35	1
210	278	35	1
222	278	35	1
227	278	35	1
229	278	35	1
233	278	35	1
236	278	35	1
243	278	35	1
244	278	35	1
245	278	35	1
193	279	35	1
206	279	35	1
209	279	35	1
211	279	35	1
214	279	35	1
227	279	35	1
235	279	35	1
236	279	35	1
241	279	35	1
245	279	35	1
246	279	35	1
173	280	35	1
179	280	35	2
199	280	35	2
205	280	35	1
206	280	35	1
210	280	35	1
214	280	35	1
215	280	35	1
220	280	35	1
224	280	35	1
233	280	35	1
191	281	35	1
203	281	35	1
205	281	35	1
206	281	35	1
208	281	35	1
210	281	35	1
211	281	35	1
217	281	35	2
223	281	35	1
239	281	35	1
187	282	35	2
190	282	35	1
209	282	35	1
219	282	35	1
223	282	35	1
225	282	35	1
226	282	35	1
227	282	35	1
175	283	35	1
183	283	35	1
187	283	35	1
189	283	35	1
190	283	35	1
208	283	35	1
212	283	35	1
215	283	35	1
216	283	35	1
220	283	35	1
228	283	35	1
236	283	35	1
238	283	35	1
180	284	35	1
181	284	35	1
184	284	35	1
200	284	35	1
208	284	35	1
212	284	35	1
216	284	35	1
220	284	35	2
224	284	35	1
225	284	35	1
230	284	35	1
234	284	35	1
237	284	35	1
243	284	35	2
177	285	35	1
205	285	35	1
206	285	35	2
207	285	35	1
208	285	35	1
220	285	35	1
226	285	35	1
229	285	35	2
240	285	35	1
241	285	35	1
248	285	35	1
250	285	35	1
174	286	35	1
187	286	35	1
188	286	35	1
196	286	35	1
199	286	35	2
200	286	35	1
202	286	35	1
207	286	35	1
215	286	35	1
216	286	35	1
218	286	35	1
224	286	35	2
225	286	35	1
227	286	35	1
238	286	35	1
246	286	35	1
247	286	35	1
175	287	35	1
182	287	35	1
186	287	35	1
190	287	35	1
194	287	35	1
200	287	35	1
202	287	35	1
206	287	35	1
219	287	35	1
221	287	35	1
225	287	35	1
230	287	35	1
233	287	35	1
243	287	35	1
195	288	35	1
199	288	35	1
204	288	35	1
218	288	35	1
221	288	35	1
236	288	35	1
245	288	35	1
247	288	35	1
185	289	35	1
186	289	35	1
187	289	35	1
195	289	35	1
199	289	35	1
200	289	35	1
220	289	35	1
222	289	35	2
235	289	35	1
237	289	35	1
238	289	35	1
239	289	35	1
243	289	35	1
246	289	35	1
250	289	35	1
185	290	35	1
197	290	35	1
205	290	35	1
220	290	35	1
232	290	35	1
241	290	35	1
201	291	35	1
204	291	35	1
216	291	35	1
225	291	35	1
226	291	35	1
234	291	35	1
174	292	35	1
194	292	35	1
197	292	35	1
204	292	35	1
220	292	35	1
221	292	35	1
233	292	35	1
238	292	35	1
243	292	35	2
248	292	35	2
182	293	35	1
198	293	35	1
200	293	35	1
231	293	35	1
246	293	35	2
183	294	35	1
185	294	35	1
187	294	35	1
188	294	35	1
224	294	35	1
234	294	35	1
181	295	35	2
191	295	35	1
202	295	35	3
218	295	35	1
227	295	35	1
230	295	35	1
249	295	35	1
198	296	35	1
205	296	35	1
217	296	35	1
223	296	35	1
236	296	35	1
243	296	35	1
197	297	35	1
199	297	35	1
202	297	35	1
219	297	35	1
222	297	35	1
226	297	35	2
227	297	35	1
229	297	35	1
230	297	35	1
237	297	35	1
238	297	35	1
247	297	35	2
222	298	35	1
223	298	35	1
234	298	35	1
236	298	35	1
244	298	35	1
245	298	35	1
246	298	35	1
227	299	35	2
240	299	35	1
195	300	35	1
208	300	35	1
225	300	35	1
228	300	35	1
236	300	35	1
239	300	35	1
242	300	35	1
242	301	35	2
243	301	35	1
228	302	35	2
233	302	35	2
240	302	35	1
244	302	35	3
227	303	35	1
230	303	35	1
243	303	35	1
207	304	35	1
227	304	35	1
232	304	35	1
241	304	35	1
244	304	35	1
195	305	35	1
235	305	35	1
236	305	35	1
240	305	35	1
242	305	35	1
199	306	35	1
204	306	35	2
220	306	35	1
225	306	35	1
229	306	35	2
232	306	35	1
235	306	35	1
239	306	35	2
240	306	35	1
222	307	35	1
224	307	35	1
236	307	35	1
239	307	35	1
222	308	35	2
240	308	35	1
241	308	35	1
229	309	35	1
222	310	35	1
223	310	35	1
227	310	35	1
230	310	35	1
235	310	35	1
237	310	35	1
238	310	35	1
214	311	35	1
215	311	35	1
219	311	35	1
223	311	35	1
228	311	35	1
229	311	35	1
234	311	35	1
236	311	35	2
213	312	35	1
225	312	35	2
237	312	35	1
223	313	35	1
228	313	35	1
235	313	35	1
238	313	35	1
240	313	35	1
228	314	35	1
232	314	35	1
234	315	35	2
236	315	35	1
237	315	35	2
238	315	35	1
240	315	35	2
236	316	35	2
227	317	35	1
237	317	35	2
239	317	35	1
236	318	35	1
237	318	35	1
240	319	35	2
222	253	36	1
226	255	36	2
218	256	36	1
225	256	36	1
226	256	36	1
219	257	36	1
227	257	36	1
227	258	36	1
218	259	36	1
232	259	36	1
237	259	36	1
212	260	36	1
219	260	36	1
224	260	36	2
225	260	36	1
226	260	36	1
228	260	36	1
232	260	36	1
235	260	36	1
238	260	36	1
211	261	36	1
220	261	36	2
230	261	36	1
243	261	36	1
192	262	36	2
221	262	36	1
222	262	36	1
227	262	36	2
191	263	36	1
193	263	36	1
214	263	36	2
218	263	36	2
222	263	36	1
226	263	36	1
236	263	36	1
245	263	36	1
249	263	36	1
188	264	36	2
210	264	36	1
212	264	36	1
217	264	36	1
220	264	36	1
225	264	36	2
233	264	36	1
238	264	36	3
239	264	36	1
240	264	36	2
242	264	36	1
249	264	36	1
189	265	36	2
216	265	36	1
231	265	36	1
233	265	36	2
242	265	36	2
247	265	36	1
248	265	36	1
187	266	36	1
188	266	36	1
189	266	36	1
193	266	36	1
195	266	36	1
205	266	36	1
211	266	36	1
215	266	36	1
217	266	36	2
219	266	36	1
222	266	36	1
223	266	36	1
226	266	36	1
233	266	36	2
189	267	36	1
193	267	36	1
194	267	36	1
212	267	36	1
214	267	36	1
219	267	36	1
233	267	36	1
193	268	36	1
196	268	36	1
197	268	36	1
209	268	36	1
214	268	36	1
232	268	36	1
241	268	36	1
245	268	36	1
185	269	36	1
186	269	36	2
188	269	36	1
215	269	36	1
218	269	36	1
222	269	36	1
172	270	36	3
191	270	36	1
203	270	36	1
216	270	36	1
238	270	36	1
244	270	36	1
246	270	36	1
176	271	36	1
178	271	36	1
188	271	36	1
189	271	36	1
191	271	36	1
192	271	36	1
212	271	36	1
213	271	36	1
214	271	36	1
217	271	36	1
225	271	36	1
239	271	36	1
177	272	36	1
181	272	36	1
203	272	36	1
206	272	36	1
207	272	36	1
208	272	36	2
211	272	36	1
214	272	36	1
236	272	36	1
240	272	36	1
190	273	36	1
204	273	36	1
205	273	36	2
212	273	36	1
217	273	36	2
241	273	36	4
188	274	36	1
212	274	36	1
213	274	36	1
216	274	36	1
221	274	36	1
239	274	36	1
208	275	36	1
214	275	36	1
218	275	36	1
203	276	36	2
206	276	36	1
207	276	36	1
212	276	36	1
216	276	36	2
217	276	36	1
219	276	36	1
220	276	36	1
240	276	36	1
175	277	36	1
204	277	36	1
207	277	36	2
208	277	36	2
213	277	36	1
214	277	36	1
217	277	36	1
234	277	36	1
188	278	36	1
201	278	36	1
218	278	36	1
192	279	36	1
193	279	36	1
201	279	36	1
214	279	36	1
223	279	36	1
192	280	36	1
204	280	36	1
206	280	36	1
209	280	36	1
213	280	36	1
214	280	36	1
234	280	36	1
179	281	36	2
190	281	36	1
193	281	36	1
209	281	36	2
213	281	36	1
217	281	36	1
223	281	36	1
229	281	36	1
243	281	36	1
189	282	36	2
205	282	36	1
206	282	36	1
213	282	36	1
220	282	36	1
221	282	36	2
226	282	36	1
208	283	36	1
209	283	36	1
225	283	36	2
227	283	36	1
233	283	36	1
241	283	36	1
201	284	36	2
205	284	36	1
206	284	36	1
210	284	36	1
213	284	36	1
226	284	36	1
176	285	36	3
224	285	36	1
227	285	36	2
233	285	36	2
235	285	36	2
237	285	36	1
238	285	36	1
244	285	36	1
245	285	36	1
247	285	36	1
202	286	36	1
203	286	36	1
211	286	36	1
218	286	36	2
222	286	36	1
227	286	36	1
229	286	36	3
