x	y	z	Processing of Capped Intronless Pre-mRNA
226	284	32	2
229	284	32	1
237	284	32	1
242	284	32	1
244	284	32	1
248	284	32	2
249	284	32	1
257	284	32	2
177	285	32	2
185	285	32	3
206	285	32	1
215	285	32	1
218	285	32	1
220	285	32	1
222	285	32	3
234	285	32	1
237	285	32	2
249	285	32	1
254	285	32	1
180	286	32	2
183	286	32	1
226	286	32	1
227	286	32	1
229	286	32	1
236	286	32	2
237	286	32	1
242	286	32	1
243	286	32	1
249	286	32	1
252	286	32	2
254	286	32	1
177	287	32	1
225	287	32	1
230	287	32	2
234	287	32	1
245	287	32	1
246	287	32	1
254	287	32	2
227	288	32	1
236	288	32	1
237	288	32	1
242	288	32	1
248	288	32	1
258	288	32	1
224	289	32	1
231	289	32	3
237	289	32	1
242	289	32	1
247	289	32	1
185	290	32	1
221	290	32	1
222	290	32	1
226	290	32	2
229	290	32	1
239	290	32	1
241	290	32	1
252	290	32	1
253	290	32	1
198	291	32	1
200	291	32	1
222	291	32	1
223	291	32	1
226	291	32	1
239	291	32	1
243	291	32	1
245	291	32	1
254	291	32	1
197	292	32	2
201	292	32	1
218	292	32	1
224	292	32	2
236.75	292.75	33	1
243	292	32	1
250	292	32	1
254	292	32	1
179	293	32	1
197	293	32	1
199	293	32	1
229	293	32	1
248	293	32	1
251	293	32	1
253	293	32	1
256	293	32	1
198	294	32	1
223	294	32	1
224	294	32	1
225	294	32	1
237	294	32	1
246	294	32	1
256	294	32	2
227	295	32	1
231	295	32	1
232	295	32	2
236	295	32	1
243	295	32	1
244	295	32	1
245	295	32	1
225	296	32	1
229	296	32	1
230	296	32	2
234	296	32	1
245	296	32	2
247	296	32	1
183	297	32	2
198	297	32	1
225	297	32	1
230	297	32	1
233	297	32	1
246	297	32	2
248	297	32	1
251	297	32	1
197	298	32	1
198	298	32	2
219	298	32	1
234	298	32	1
238	298	32	2
240	298	32	1
246	298	32	1
247	298	32	1
252	298	32	1
253	298	32	1
235	299	32	1
236	299	32	1
240	299	32	1
249	299	32	1
235	300	32	1
246	300	32	1
196	301	32	1
210	301	32	2
224	301	32	1
225	301	32	1
229	301	32	1
233	301	32	1
239	301	32	1
244	301	32	1
222	302	32	1
238	302	32	1
240	302	32	2
243	302	32	1
247	302	32	1
248	302	32	1
226	303	32	1
234	303	32	1
235	304	32	1
237	304	32	2
239	304	32	1
222	305	32	1
226	305	32	3
237	305	32	1
242	305	32	1
222	306	32	1
233	306	32	1
234	306	32	2
236	306	32	1
241	306	32	1
221	307	32	2
222	307	32	1
226	307	32	1
234	307	32	1
235	307	32	1
236	307	32	1
223	308	32	1
220	309	32	1
228	309	32	2
232	309	32	1
227	312	32	1
229	312	32	1
232	249	33	2
226	251	33	1
226	252	33	1
227	252	33	1
229	252	33	1
217	253	33	1
224	253	33	1
231	253	33	1
225	254	33	1
232	254	33	1
239	254	33	1
220	255	33	1
236	255	33	1
237	256	33	1
238	256	33	1
215	257	33	1
217	257	33	3
218	257	33	2
220	257	33	2
224	257	33	1
216	258	33	1
220	258	33	1
235	258	33	1
242	258	33	1
244	258	33	1
215	259	33	1
226	259	33	1
231	259	33	1
235	259	33	1
192	260	33	1
217	260	33	1
231	260	33	1
233	260	33	2
237	260	33	1
239	260	33	1
240	260	33	1
188	261	33	1
211	261	33	1
214	261	33	1
217.5	261.5	33.5	1
222	261	33	1
226	261	33	1
229	261	33	1
238	261	33	1
241	261	33	1
244	261	33	1
191	262	33	1
192	262	33	1
211	262	33	1
214	262	33	1
218	262	33	1
223	262	33	1
227	262	33	1
233	262	33	1
236	262	33	1
238	262	33	1
239	262	33	1
242	262	33	1
250	262	33	4
183	263	33	1
194	263	33	1
198	263	33	2
199	263	33	1
214	263	33	1
217	263	33	1
220	263	33	1
224	263	33	1
236	263	33	2
237	263	33	1
238	263	33	2
248	263	33	1
185	264	33	1
195	264	33	1
209	264	33	1
210	264	33	3
214	264	33	1
216	264	33	1
217	264	33	1
223	264	33	1
226	264	33	1
239	264	33	1
249	264	33	1
250	264	33	1
185	265	33	1
186	265	33	1
191	265	33	1
195	265	33	1
202	265	33	1
208	265	33	1
217	265	33	1
218	265	33	1
229	265	33	1
235	265	33	1
242	265	33	3
244	265	33	1
245	265	33	1
191	266	33	1
194	266	33	1
196	266	33	1
197	266	33	1
208	266	33	1
211	266	33	1
228	266	33	1
237	266	33	1
183	267	33	1
186	267	33	2
194	267	33	1
196	267	33	1
200	267	33	1
202	267	33	1
205	267	33	1
212	267	33	1
214	267	33	1
215	267	33	1
216	267	33	1
221	267	33	1
226	267	33	1
227	267	33	1
240	267	33	1
241	267	33	1
245	267	33	1
247	267	33	1
253	267	33	1
183	268	33	1
193	268	33	1
207	268	33	1
208	268	33	1
214	268	33	1
215	268	33	1
220	268	33	1
225	268	33	1
226	268	33	2
241	268	33	1
243	268	33	1
249	268	33	1
184	269	33	2
192	269	33	1
195	269	33	1
196	269	33	1
204	269	33	1
215	269	33	1
232	269	33	1
233	269	33	1
240	269	33	1
243	269	33	1
245	269	33	1
184	270	33	1
187	270	33	1
207	270	33	1
209	270	33	1
231	270	33	1
234	270	33	1
241	270	33	1
242	270	33	1
247	270	33	1
175	271	33	2
180	271	33	1
209	271	33	1
216	271	33	1
226	271	33	1
237	271	33	1
241	271	33	2
246	271	33	1
247	271	33	1
176	272	33	1
177	272	33	1
182	272	33	1
189	272	33	1
201	272	33	1
203	272	33	2
204	272	33	1
210	272	33	1
233	272	33	1
234	272	33	1
235	272	33	1
241	272	33	1
244	272	33	1
185	273	33	1
186	273	33	1
202	273	33	1
211	273	33	1
226	273	33	2
235	273	33	1
169	274	33	1
177	274	33	1
201	274	33	2
206	274	33	1
207	274	33	1
208	274	33	1
217	274	33	1
227	274	33	1
229	274	33	1
235	274	33	1
238	274	33	1
176	275	33	1
185	275	33	1
200	275	33	1
206	275	33	1
210	275	33	2
211	275	33	1
212	275	33	1
237	275	33	1
244	275	33	1
186	276	33	1
206	276	33	1
207	276	33	1
208	276	33	1
235	276	33	1
236	276	33	1
239	276	33	1
240	276	33	1
241	276	33	1
173	277	33	1
178	277	33	1
216	277	33	1
237	277	33	3
238	277	33	1
241	277	33	1
244	277	33	1
177	278	33	1
178	278	33	1
205	278	33	2
237	278	33	1
245	278	33	1
241	279	33	1
244	279	33	1
248	279	33	1
251	279	33	1
174	280	33	2
176	280	33	1
191	280	33	1
203	280	33	1
241	280	33	1
246	280	33	1
247	280	33	1
251	280	33	1
186	281	33	2
208	281	33	1
224	281	33	1
230	281	33	1
248	281	33	1
177	282	33	1
185	282	33	1
213	282	33	1
218	282	33	1
221	282	33	1
222	282	33	1
231	282	33	1
232	282	33	1
235	282	33	1
238	282	33	1
251	282	33	1
179	283	33	1
181	283	33	1
204	283	33	1
212	283	33	1
221	283	33	1
230	283	33	1
237	283	33	1
240	283	33	1
241	283	33	1
247	283	33	1
208	284	33	1
231	284	33	2
237	284	33	1
241	284	33	2
243	284	33	1
247	284	33	1
248	284	33	1
176	285	33	1
219	285	33	1
220	285	33	1
221	285	33	1
222	285	33	1
224	285	33	1
229	285	33	2
238	285	33	1
240	285	33	1
243	285	33	3
247	285	33	1
248	285	33	1
185	286	33	1
188	286	33	1
204	286	33	1
218	286	33	1
219	286	33	1
242	286	33	1
248	286	33	1
185	287	33	1
198	287	33	1
220	287	33	1
224	287	33	1
226	287	33	1
227	287	33	2
228	287	33	1
230	287	33	1
236	287	33	1
242	287	33	1
245	287	33	1
246	287	33	1
247	287	33	1
251	287	33	1
187	288	33	1
202	288	33	1
219	288	33	1
230	288	33	1
233	288	33	1
234	288	33	1
236	288	33	1
239	288	33	1
245	288	33	1
247	288	33	2
248	288	33	1
203	289	33	1
234	289	33	1
237	289	33	1
244	289	33	2
246	289	33	1
250	289	33	1
187	290	33	1
197	290	33	1
207	290	33	1
223	290	33	2
233	290	33	1
239	290	33	1
246	290	33	1
247	290	33	2
248	290	33	1
199	291	33	1
201	291	33	1
203	291	33	2
226	291	33	1
232	291	33	1
245	291	33	1
246	291	33	1
247	291	33	1
257	291	33	1
200	292	33	1
223	292	33	1
232	292	33	1
239	292	33	1
246	292	33	2
188	293	33	1
220	293	33	1
223	293	33	1
240	293	33	1
241	293	33	2
251	293	33	1
252	293	33	1
177	294	33	1
204	294	33	1
213	294	33	1
223	294	33	1
228	294	33	1
229	294	33	1
231	294	33	2
238	294	33	1
243	294	33	1
244	294	33	1
245	294	33	1
246	294	33	1
199	295	33	1
218	295	33	1
235	295	33	1
246	295	33	1
179	296	33	1
194	296	33	1
195	296	33	2
198	296	33	1
199	296	33	1
200	296	33	2
222	296	33	1
233	296	33	1
236	296	33	1
195	297	33	1
226	297	33	1
227	297	33	2
231	297	33	1
235	297	33	1
236	297	33	1
242	297	33	1
195	298	33	2
223	298	33	1
240	298	33	2
242	298	33	1
244	298	33	1
248	298	33	1
230	299	33	1
234	299	33	1
237	299	33	1
242	299	33	1
246	299	33	1
247	299	33	1
196	300	33	1
229	300	33	1
230	300	33	1
247	300	33	1
225	301	33	1
226	301	33	1
238	301	33	1
239	301	33	1
241	301	33	1
245	301	33	2
246	301	33	2
249	301	33	1
227	302	33	1
232	302	33	2
243	302	33	1
244	302	33	1
245	302	33	1
225	303	33	1
233	303	33	1
234	303	33	2
236	303	33	1
242	303	33	1
243	303	33	1
223	304	33	1
231	304	33	1
235	304	33	1
238	304	33	1
222	305	33	2
225	305	33	1
233	305	33	1
230	306	33	1
206	307	33	2
234	307	33	1
235	307	33	1
222	308	33	1
223	308	33	1
233	309	33	1
234	309	33	1
225	310	33	1
227	310	33	1
228	310	33	1
231	310	33	2
218	311	33	1
231	311	33	1
232	311	33	2
234	311	33	1
228	312	33	1
231	312	33	1
225	313	33	1
229	250	34	2
229	251	34	1
226	252	34	2
229	252	34	1
228	253	34	3
217	254	34	1
219	254	34	1
233	254	34	1
235	254	34	2
239	254	34	1
241	254	34	1
218	255	34	1
221	255	34	1
224	255	34	1
216	256	34	1
224	256	34	1
232	256	34	1
241	256	34	2
216	257	34	1
217	257	34	1
242	257	34	1
201	258	34	1
225	258	34	1
227	258	34	1
237	258	34	1
240	258	34	1
211	259	34	1
216	259	34	1
217	259	34	1
220	259	34	1
228	259	34	1
234	259	34	1
241	259	34	1
211	260	34	1
212	260	34	2
218	260	34	2
221	260	34	1
229	260	34	1
235	260	34	2
237	260	34	1
240	260	34	1
242	260	34	2
215	261	34	1
217	261	34	1
219	261	34	2
223	261	34	1
229	261	34	1
241	261	34	1
244	261	34	1
211	262	34	3
217	262	34	1
221	262	34	2
223	262	34	1
224	262	34	2
230	262	34	1
238	262	34	1
240	262	34	1
250	262	34	1
218	263	34	1
229	263	34	1
233	263	34	2
235	263	34	1
250	263	34	1
251	263	34	1
189	264	34	1
193	264	34	1
194	264	34	1
200	264	34	2
212	264	34	1
215	264	34	1
216	264	34	1
219	264	34	1
229	264	34	1
244	264	34	1
249	264	34	1
176	265	34	1
187	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
210	265	34	1
217	265	34	1
219	265	34	1
222	265	34	1
230	265	34	3
239	265	34	1
243	265	34	1
188	266	34	2
204	266	34	1
209	266	34	1
220	266	34	2
235	266	34	2
237	266	34	1
241	266	34	1
242	266	34	1
182	267	34	2
186	267	34	1
195	267	34	1
196	267	34	2
206	267	34	1
220	267	34	1
221	267	34	1
223	267	34	1
229	267	34	1
230	267	34	1
235	267	34	1
239	267	34	1
240	267	34	1
242	267	34	1
246	267	34	2
194	268	34	1
215	268	34	1
217	268	34	1
222	268	34	1
233	268	34	1
245	268	34	1
250	268	34	1
252	268	34	1
184	269	34	1
192	269	34	1
196	269	34	1
216	269	34	1
217	269	34	1
219	269	34	1
252	269	34	1
175	270	34	1
180	270	34	1
186	270	34	1
188	270	34	1
196	270	34	1
197	270	34	2
206	270	34	1
210	270	34	1
216	270	34	1
218	270	34	1
221	270	34	1
231	270	34	1
240	270	34	1
242	270	34	1
249	270	34	1
251	270	34	1
252	270	34	1
187	271	34	1
210	271	34	2
226	271	34	1
231	271	34	1
235	271	34	1
241	271	34	2
243	271	34	1
248	271	34	1
173	272	34	1
176	272	34	1
206	272	34	1
207	272	34	1
211	272	34	1
214	272	34	1
227	272	34	1
229	272	34	1
230	272	34	1
237	272	34	1
245	272	34	1
249	272	34	1
204	273	34	1
208	273	34	1
211	273	34	1
239	273	34	1
245	273	34	1
248	273	34	1
170	274	34	1
174	274	34	2
176	274	34	2
178	274	34	2
197	274	34	1
203	274	34	1
210	274	34	1
212	274	34	1
232	274	34	1
238	274	34	2
241	274	34	1
181	275	34	1
183	275	34	1
185	275	34	1
203	275	34	1
207	275	34	3
213	275	34	1
214	275	34	1
217	275	34	1
219	275	34	1
227	275	34	2
235	275	34	1
240	275	34	2
174	276	34	1
175	276	34	1
202	276	34	1
207	276	34	1
211	276	34	1
212	276	34	1
233	276	34	3
241	276	34	1
243	276	34	2
175	277	34	1
176	277	34	1
189	277	34	1
208	277	34	1
212	277	34	1
213	277	34	1
215	277	34	1
241	277	34	1
190	278	34	1
202	278	34	1
204	278	34	1
207	278	34	2
208	278	34	1
209	278	34	1
210	278	34	1
226	278	34	1
231	278	34	1
232	278	34	1
243	278	34	1
175	279	34	1
179	279	34	1
205	279	34	1
217	279	34	1
223	279	34	1
236	279	34	1
245	279	34	1
246	279	34	2
247	279	34	1
175	280	34	2
204	280	34	1
205	280	34	1
208	280	34	1
209	280	34	1
221	280	34	1
224	280	34	1
236	280	34	1
240	280	34	1
242	280	34	1
246	280	34	1
248	280	34	1
173	281	34	1
191	281	34	1
192	281	34	1
207	281	34	2
222	281	34	2
227	281	34	1
228	281	34	1
230	281	34	3
232	281	34	1
233	281	34	1
241	281	34	1
245	281	34	1
209	282	34	2
213	282	34	1
222	282	34	1
226	282	34	1
230	282	34	1
235	282	34	1
251	282	34	2
175	283	34	1
179	283	34	1
204	283	34	1
210	283	34	1
223	283	34	1
224	283	34	1
228	283	34	2
240	283	34	1
245	283	34	1
178	284	34	1
205	284	34	1
206	284	34	1
219	284	34	2
229	284	34	1
234	284	34	1
235	284	34	1
238	284	34	1
242	284	34	1
245	284	34	1
248	284	34	1
254	284	34	1
176	285	34	1
205	285	34	1
206	285	34	1
209	285	34	1
218	285	34	1
222	285	34	1
226	285	34	1
229	285	34	1
231	285	34	1
243	285	34	1
245	285	34	1
186	286	34	1
204	286	34	1
207	286	34	1
209	286	34	1
224	286	34	1
226	286	34	1
227	286	34	1
231	286	34	1
242	286	34	1
243	286	34	1
248	286	34	1
190	287	34	2
224	287	34	1
230	287	34	1
233	287	34	1
235	287	34	1
241	287	34	1
251	287	34	1
252	287	34	1
177	288	34	1
200	288	34	1
204	288	34	1
205	288	34	2
209	288	34	1
224	288	34	1
227	288	34	1
228	288	34	1
238	288	34	1
240	288	34	1
245	288	34	2
253	288	34	2
184	289	34	1
185	289	34	1
219	289	34	1
224	289	34	1
233	289	34	1
246	289	34	2
249	289	34	1
198	290	34	2
203	290	34	1
224	290	34	1
233	290	34	2
243	290	34	1
185	291	34	2
186	291	34	1
199	291	34	2
202	291	34	1
224	291	34	1
231	291	34	2
232	291	34	1
234	291	34	2
239	291	34	2
255	291	34	1
198	292	34	2
200	292	34	2
201	292	34	1
204	292	34	1
221	292	34	1
222	292	34	1
227	292	34	1
229	292	34	1
232	292	34	1
234	292	34	2
238	292	34	1
243	292	34	2
252	292	34	1
182	293	34	1
196	293	34	1
197	293	34	1
227	293	34	1
231	293	34	1
248	293	34	1
251	293	34	1
195	294	34	2
197	294	34	1
201	294	34	1
206	294	34	3
217	294	34	1
236	294	34	2
245	294	34	1
246	294	34	1
192	295	34	1
218	295	34	2
229	295	34	1
231	295	34	1
232	295	34	2
244	295	34	1
183	296	34	2
191	296	34	1
196	296	34	2
201	296	34	1
205	296	34	2
243	296	34	1
179	297	34	1
194	297	34	2
195	297	34	1
196	297	34	1
202	297	34	1
219	297	34	1
220	297	34	4
229	297	34	1
232	297	34	2
242	297	34	1
244	297	34	1
245	297	34	1
182	298	34	2
197	298	34	1
200	298	34	2
203	298	34	1
228	298	34	1
233	298	34	1
239	298	34	1
242	298	34	2
244	298	34	1
246	298	34	2
248	298	34	2
251	298	34	2
180	299	34	1
195	299	34	2
197	299	34	1
199	299	34	2
207	299	34	2
227	299	34	1
243	299	34	1
224	300	34	1
225	300	34	1
236	300	34	1
243	300	34	1
245	301	34	1
223	302	34	1
229	302	34	1
235	302	34	1
226	303	34	1
227	303	34	1
228	303	34	1
231	303	34	1
237	303	34	2
239	303	34	1
244	303	34	1
227	304	34	1
232	304	34	1
233	304	34	2
237	304	34	1
241	304	34	1
199	305	34	1
225	305	34	1
233	305	34	1
223	306	34	1
224	306	34	1
225	306	34	1
226	306	34	1
238	306	34	1
244	306	34	1
223	307	34	1
230	307	34	1
234	307	34	1
225	308	34	2
232	308	34	1
221	309	34	1
222	309	34	2
227	309	34	2
228	309	34	1
234	309	34	1
235	309	34	1
239	310	34	1
240	310	34	1
241	310	34	1
222	311	34	1
235	311	34	1
216	312	34	1
230	312	34	1
235	312	34	1
221	313	34	1
231	313	34	1
228	314	34	1
229	314	34	1
227	315	34	1
229	315	34	1
230	315	34	1
233	315	34	2
238	315	34	2
233	316	34	2
231	317	34	1
232	317	34	1
229	250	35	1
225	251	35	1
228	251	35	1
221	253	35	1
224	253	35	1
219	254	35	2
223	254	35	1
224	254	35	1
235	254	35	2
240	254	35	1
219	255	35	1
230	255	35	1
215	256	35	1
218	256	35	1
223	256	35	1
225	256	35	1
228	256	35	1
243	256	35	1
210	257	35	1
216	257	35	1
223	257	35	1
224	257	35	1
227	257	35	1
237	257	35	1
240	257	35	2
203	258	35	1
228	258	35	1
232	258	35	1
244	258	35	1
210	259	35	2
222	259	35	1
223	259	35	1
224	259	35	1
226.5	259.5	35.5	2
233	259	35	1
239	259	35	1
240	259	35	1
242	259	35	1
244	259	35	1
190	260	35	2
191	260	35	1
215	260	35	1
217	260	35	1
220	260	35	1
224	260	35	1
225	260	35	1
227	260	35	1
230	260	35	1
236	260	35	1
240	260	35	1
241	260	35	1
244	260	35	1
188	261	35	1
189	261	35	1
208	261	35	1
216	261	35	1
218	261	35	2
220	261	35	1
226	261	35	1
227	261	35	2
229	261	35	2
230	261	35	2
232	261	35	1
233	261	35	1
234	261	35	1
235	261	35	1
236	261	35	1
238	261	35	1
190	262	35	1
207	262	35	1
215	262	35	1
220	262	35	1
223	262	35	1
232	262	35	2
236	262	35	1
239	262	35	1
205	263	35	1
210	263	35	1
211	263	35	1
214	263	35	1
218	263	35	1
220	263	35	1
224	263	35	1
228	263	35	3
245	263	35	1
246	263	35	1
249	263	35	1
190	264	35	1
191	264	35	1
200	264	35	1
219	264	35	1
220	264	35	1
222	264	35	2
227	264	35	1
234	264	35	1
235	264	35	2
240	264	35	1
243	264	35	1
188	265	35	1
189	265	35	1
196	265	35	2
202	265	35	1
211	265	35	1
214	265	35	1
216	265	35	1
223	265	35	1
245	265	35	1
247	265	35	1
178	266	35	1
187	266	35	2
223	266	35	1
224	266	35	2
226	266	35	1
228	266	35	1
233	266	35	1
243	266	35	2
184	267	35	1
191	267	35	2
205	267	35	1
214	267	35	1
217	267	35	1
218	267	35	1
225	267	35	1
228	267	35	1
238	267	35	1
186	268	35	1
205	268	35	1
206	268	35	1
207	268	35	1
208	268	35	1
209	268	35	2
216	268	35	1
218	268	35	2
233	268	35	1
239	268	35	1
241	268	35	1
245	268	35	1
246	268	35	1
248	268	35	1
172	269	35	1
181	269	35	1
186	269	35	1
193	269	35	1
196	269	35	1
202	269	35	1
210	269	35	1
224	269	35	1
232	269	35	1
234	269	35	1
244	269	35	2
172	270	35	1
181	270	35	1
189	270	35	1
191	270	35	1
196	270	35	1
199	270	35	1
206	270	35	1
210	270	35	2
221	270	35	1
223	270	35	1
233	270	35	1
235	270	35	1
239	270	35	1
243	270	35	1
247	270	35	1
249	270	35	1
250	270	35	1
173	271	35	1
177	271	35	1
188	271	35	1
192	271	35	1
198	271	35	1
199	271	35	1
218	271	35	1
234	271	35	1
237	271	35	1
238	271	35	1
182	272	35	1
185	272	35	2
208	272	35	1
217	272	35	1
237	272	35	1
239	272	35	1
244	272	35	1
173	273	35	1
181	273	35	1
183	273	35	1
204	273	35	1
205	273	35	1
230	273	35	1
231	273	35	2
234	273	35	1
239	273	35	1
245	273	35	1
170	274	35	1
203	274	35	1
204	274	35	1
207	274	35	1
212	274	35	2
231	274	35	1
234	274	35	2
184	275	35	1
191	275	35	1
231	275	35	1
243	275	35	1
175	276	35	3
186	276	35	1
204	276	35	1
210	276	35	1
211	276	35	2
218	276	35	1
240	276	35	1
243	276	35	1
182	277	35	1
188	277	35	1
204	277	35	1
229	277	35	2
234	277	35	1
244	277	35	1
176	278	35	1
183	278	35	1
188	278	35	1
198	278	35	1
204	278	35	1
221	278	35	1
224	278	35	2
244	278	35	1
172	279	35	1
177	279	35	1
184	279	35	1
207	279	35	1
209	279	35	1
210	279	35	1
221	279	35	1
234	279	35	1
235	279	35	1
236	279	35	1
245	279	35	2
177	280	35	1
180	280	35	2
206	280	35	2
210	280	35	1
214	280	35	1
219	280	35	1
221	280	35	1
237	280	35	2
238	280	35	1
180	281	35	2
182	281	35	2
187	281	35	1
206	281	35	1
207	281	35	1
211	281	35	1
213	281	35	1
216	281	35	2
223	281	35	1
224	281	35	1
226	281	35	1
228	281	35	1
234	281	35	1
240	281	35	1
244	281	35	1
245	281	35	1
189	282	35	1
216	282	35	1
224	282	35	1
227	282	35	1
231	282	35	1
242	282	35	1
244	282	35	1
171	283	35	1
175	283	35	1
187	283	35	1
188	283	35	2
202	283	35	1
204	283	35	1
214	283	35	3
220	283	35	1
228	283	35	1
238	283	35	1
250	283	35	1
180	284	35	1
181	284	35	1
188	284	35	1
191	284	35	1
200	284	35	2
206	284	35	1
208	284	35	1
209	284	35	1
215	284	35	1
216	284	35	1
218	284	35	1
219	284	35	1
226	284	35	1
230	284	35	2
234	284	35	1
244	284	35	1
180	285	35	1
182	285	35	1
198	285	35	1
206	285	35	1
208	285	35	2
209	285	35	1
218	285	35	1
224	285	35	1
230	285	35	1
231	285	35	1
232	285	35	1
242	285	35	2
243	285	35	1
174	286	35	1
181	286	35	1
188	286	35	1
191	286	35	1
205	286	35	2
207	286	35	1
213	286	35	1
221	286	35	1
224	286	35	1
227	286	35	1
228	286	35	1
233	286	35	2
188	287	35	1
189	287	35	1
190	287	35	1
194	287	35	1
202	287	35	1
204	287	35	1
208	287	35	1
219	287	35	1
223	287	35	1
228	287	35	1
229	287	35	1
242	287	35	1
244	287	35	1
186	288	35	1
195	288	35	1
199	288	35	2
201	288	35	1
204	288	35	1
218	288	35	1
220	288	35	1
223	288	35	1
228	288	35	1
242	288	35	1
245	288	35	1
246	288	35	1
175	289	35	1
189	289	35	3
190	289	35	1
225	289	35	1
236	289	35	1
247	289	35	1
222	290	35	1
223	290	35	1
242	290	35	1
179	291	35	1
195	291	35	1
196	291	35	1
201	291	35	1
204	291	35	1
206	291	35	1
224	291	35	1
230	291	35	1
231	291	35	1
232	291	35	1
234	291	35	1
242	291	35	1
174	292	35	1
185	292	35	1
187	292	35	1
200	292	35	1
201	292	35	1
203	292	35	2
204	292	35	1
221	292	35	1
222	292	35	1
229	292	35	1
235	292	35	1
243	292	35	1
248	292	35	1
250	292	35	1
181	293	35	1
182	293	35	1
204	293	35	1
206	293	35	1
223	293	35	1
225	293	35	1
236	293	35	1
242	293	35	1
188	294	35	2
195	294	35	1
201	294	35	1
223	294	35	1
225	294	35	1
226	294	35	1
245	294	35	1
194	295	35	1
202	295	35	1
224	295	35	1
225	295	35	1
226	295	35	1
233	295	35	2
244	295	35	2
195	296	35	1
196	296	35	1
197	296	35	2
200	296	35	2
202	296	35	1
205	296	35	2
228	296	35	1
229	296	35	1
241	296	35	1
202	297	35	1
222	297	35	1
225	297	35	1
226	297	35	1
228	297	35	1
230	297	35	1
233	297	35	1
236	297	35	1
242	297	35	1
247	297	35	1
196	298	35	2
198	298	35	1
219	298	35	2
222	298	35	1
223	298	35	1
229	298	35	1
236	298	35	2
246	298	35	2
195	299	35	1
199	299	35	1
200	299	35	1
202	299	35	1
227	299	35	1
238	299	35	1
245	299	35	1
195	300	35	1
226	300	35	1
233	300	35	1
198	301	35	1
224	301	35	1
233	301	35	1
238	301	35	1
240	301	35	1
243	301	35	2
245	301	35	1
200	302	35	1
227	302	35	1
228	302	35	1
229	302	35	1
240	302	35	1
223	303	35	1
232	303	35	1
241	303	35	1
244	303	35	1
232	304	35	1
244	304	35	1
223	305	35	2
225	305	35	1
229	305	35	1
230	305	35	1
233	305	35	1
235	305	35	1
236	305	35	2
240	305	35	1
206	306	35	2
222	306	35	1
223	306	35	1
225	306	35	1
229	306	35	1
230	306	35	1
207	307	35	2
221	307	35	1
222	307	35	1
232	307	35	1
203	308	35	1
232	308	35	1
236	308	35	1
239	308	35	1
240	308	35	1
228	309	35	1
234	309	35	1
237	309	35	1
222	310	35	1
229	310	35	1
216	311	35	1
219	311	35	1
222	311	35	1
223	311	35	1
224	311	35	1
232	311	35	2
225	312	35	2
229	312	35	1
234	312	35	1
236	312	35	1
221	313	35	1
229	313	35	2
230	313	35	1
234	313	35	1
236	313	35	1
238	313	35	1
241	313	35	1
235	314	35	1
210	316	35	1
230	317	35	1
240	317	35	1
231	318	35	1
238	318	35	1
224	253	36	1
229	254	36	1
218	256	36	1
223	256	36	2
216	257	36	1
226	257	36	2
228	257	36	1
216	258	36	3
221	258	36	1
224	258	36	3
226	258	36	1
229	258	36	2
231	258	36	1
232	258	36	1
229	259	36	1
212	260	36	1
216	260	36	2
217	260	36	2
211	261	36	1
220	261	36	1
224	261	36	1
243	261	36	1
192	262	36	1
212	262	36	1
221	262	36	1
224	262	36	1
230	262	36	1
238	262	36	1
189	263	36	1
211	263	36	1
214	263	36	1
216	263	36	1
219	263	36	1
221	263	36	1
227	263	36	1
235	263	36	1
237	263	36	1
239	263	36	1
191	264	36	1
218	264	36	1
226	264	36	2
230	264	36	1
233	264	36	1
239	264	36	1
189	265	36	2
191	265	36	2
215	265	36	1
230	265	36	1
232	265	36	3
240	265	36	1
189	266	36	2
191	266	36	1
207	266	36	1
211	266	36	1
220	266	36	1
226	266	36	1
237	266	36	2
238	266	36	1
189	267	36	1
192	267	36	1
194	267	36	1
209	267	36	1
211	267	36	1
212	267	36	1
214	267	36	1
217	267	36	1
218	267	36	1
221	267	36	1
229	267	36	1
233	267	36	2
236	267	36	1
189	268	36	1
206	268	36	1
233	268	36	1
235	268	36	1
236	268	36	1
239	268	36	2
240	268	36	1
245	268	36	1
186	269	36	1
208	269	36	1
210	269	36	1
214	269	36	1
218	269	36	1
248	269	36	2
185	270	36	1
189	270	36	1
211	270	36	1
212	270	36	1
216	270	36	2
231	270	36	1
232	270	36	1
188	271	36	1
207	271	36	1
212	271	36	1
220	271	36	1
223	271	36	1
236	271	36	1
238	271	36	1
239	271	36	1
248	271	36	1
175	272	36	1
177	272	36	1
178	272	36	1
179	272	36	1
190	272	36	1
206	272	36	1
207	272	36	1
215	272	36	1
230	272	36	1
233	272	36	1
239	272	36	1
240	272	36	2
216	273	36	1
217	273	36	1
176	274	36	1
185	274	36	1
188	274	36	1
203	274	36	1
204	274	36	2
211	274	36	1
213	274	36	2
220	274	36	1
236	274	36	1
175	275	36	2
212	275	36	1
220	275	36	1
243	275	36	2
186	276	36	1
207	276	36	1
208	276	36	1
212	276	36	1
217	276	36	1
220	276	36	2
208	277	36	1
209	277	36	1
210	277	36	1
234	277	36	1
181	278	36	1
188	278	36	1
204	278	36	1
205	278	36	1
208	278	36	1
211	278	36	1
213	278	36	1
214	278	36	1
223	278	36	1
179	279	36	1
193	279	36	1
204	279	36	2
