x	y	z	Leading Strand Synthesis
218	262	30	1
222	262	30	1
225	262	30	1
233	262	30	1
249	262	30	1
179	263	30	1
182	263	30	1
211	263	30	1
215	263	30	1
232	263	30	1
247	263	30	1
236	264	30	1
241	264	30	1
249	264	30	1
192	265	30	1
224	265	30	2
233	265	30	2
239	265	30	1
246	265	30	1
188	266	30	2
211	266	30	1
214	266	30	1
233	266	30	1
240	266	30	1
241	266	30	1
182	267	30	1
189	267	30	1
192	267	30	1
214	267	30	1
235	267	30	2
245	267	30	1
250	267	30	1
207	268	30	1
230	268	30	1
231	268	30	1
238	268	30	1
240	268	30	1
241	268	30	1
246	268	30	1
249	268	30	2
182	269	30	1
204	269	30	1
215	269	30	1
222	269	30	1
235	269	30	1
194	270	30	1
205	270	30	1
207	270	30	1
230	270	30	1
232	270	30	2
233	270	30	1
234	270	30	1
235	270	30	1
176	271	30	1
181	271	30	1
183	271	30	1
193	271	30	1
198	271	30	1
199	271	30	1
204	271	30	1
212	271	30	1
239	271	30	2
182	272	30	1
185	272	30	2
203	272	30	1
245	272	30	1
182	273	30	2
204	273	30	1
210	273	30	2
236	273	30	1
246	273	30	3
203	274	30	1
212	274	30	1
233	274	30	1
234	274	30	1
238	274	30	1
241	274	30	1
175	275	30	1
211	275	30	1
212	275	30	1
235	275	30	1
239	275	30	1
250	275	30	1
205	276	30	1
235	276	30	1
236	276	30	1
241	276	30	1
243	276	30	1
246	276	30	1
250	276	30	2
208	277	30	1
232	277	30	1
235	277	30	1
243	277	30	1
245	277	30	2
250	277	30	1
175	278	30	1
201	278	30	1
204	278	30	2
208	278	30	1
230	278	30	1
238	278	30	1
239	278	30	1
246	278	30	1
247	278	30	1
206	279	30	1
235	279	30	1
237	279	30	2
244	279	30	1
247	279	30	2
250	279	30	1
251	279	30	1
254	279	30	1
226	280	30	1
242	280	30	2
246	280	30	1
252	280	30	1
181	281	30	1
244	281	30	1
247	281	30	1
249	281	30	1
251	281	30	1
177	282	30	1
187	282	30	2
233	282	30	2
236	282	30	1
237	282	30	1
240	282	30	1
245	282	30	1
246	282	30	1
252	282	30	1
253	282	30	1
254	282	30	2
222	283	30	1
238	283	30	2
248	283	30	1
249	283	30	1
177	284	30	1
224	284	30	2
231	284	30	1
233	284	30	1
244	284	30	1
250	284	30	1
251	284	30	1
211	285	30	2
220	285	30	1
225	285	30	1
226	285	30	1
236	285	30	1
237	285	30	1
251	285	30	1
255	285	30	1
206	286	30	1
222	286	30	1
223	286	30	1
229	286	30	1
244	286	30	1
249	286	30	1
250	286	30	1
252	286	30	1
255	286	30	1
256	286	30	1
220	287	30	1
226	287	30	1
231	287	30	1
233	287	30	1
248	287	30	1
254	287	30	2
231	288	30	1
244	288	30	1
248	288	30	1
249	288	30	1
184	289	30	1
199	289	30	1
200	289	30	1
222	289	30	1
240	289	30	1
245	289	30	1
246	289	30	1
220	290	30	1
222	290	30	1
233	290	30	1
235	290	30	1
241	290	30	1
245	290	30	1
197	291	30	1
223	291	30	1
237	291	30	1
241	291	30	1
242	291	30	1
244	291	30	1
246	291	30	1
249	291	30	1
258	291	30	1
226	292	30	1
228	292	30	1
231	292	30	1
245	292	30	2
246	292	30	1
222	293	30	1
225	293	30	1
232	293	30	1
238	293	30	1
244	293	30	1
189	294	30	1
226	294	30	1
230	294	30	2
231	294	30	1
240	294	30	1
250	294	30	1
253	294	30	1
218	295	30	1
226	295	30	1
247	295	30	1
226	296	30	1
234	296	30	2
235	296	30	1
253	296	30	1
226	297	30	1
232	297	30	1
238	297	30	1
241	297	30	1
243	297	30	1
244	297	30	1
246	297	30	1
224	298	30	1
227	298	30	1
235	298	30	1
237	298	30	1
246	298	30	1
247	298	30	2
231	299	30	1
236	299	30	1
240	299	30	1
242	299	30	1
214	300	30	1
218	300	30	1
225	300	30	2
226	300	30	1
230	300	30	1
236	300	30	1
242	300	30	1
249	300	30	1
230	301	30	1
236	301	30	1
237	301	30	1
238	301	30	1
239	301	30	1
243	301	30	1
244	301	30	1
248	301	30	1
238	302	30	1
225	303	30	1
238	303	30	1
220	304	30	1
235	304	30	1
233	305	30	1
236	305	30	1
239	252	31	1
193	253	31	1
237	253	31	1
227	254	31	1
229	254	31	1
195	255	31	1
229	255	31	1
238	255	31	1
216	256	31	1
215	257	31	2
229	257	31	1
232	257	31	1
237	257	31	1
239	257	31	1
205	258	31	2
229	258	31	1
235	258	31	1
206	259	31	1
226	259	31	1
232	259	31	2
195	260	31	1
224	260	31	2
237	260	31	1
244	260	31	1
184	261	31	1
187	261	31	1
208	261	31	1
224	261	31	1
226	261	31	1
228	261	31	1
229	261	31	1
237	261	31	1
239	261	31	1
243	261	31	1
244	261	31	2
194	262	31	1
195	262	31	1
216	262	31	1
220	262	31	1
222	262	31	1
235	262	31	1
188	263	31	1
217	263	31	1
227	263	31	2
228	263	31	1
229	263	31	1
230	263	31	1
235	263	31	1
248	263	31	2
184	264	31	1
194	264	31	1
199	264	31	2
209	264	31	1
214	264	31	1
221	264	31	1
226	264	31	1
232	264	31	1
238	264	31	1
196	265	31	1
214	265	31	1
215	265	31	1
216	265	31	1
229	265	31	1
236	265	31	2
246	265	31	1
248	265	31	1
197	266	31	1
212	266	31	1
215	266	31	1
217	266	31	1
220	266	31	1
228	266	31	2
232	266	31	1
244	266	31	1
248	266	31	1
251	266	31	1
183	267	31	1
197	267	31	1
222	267	31	1
248	267	31	1
184	268	31	1
198	268	31	1
215	268	31	1
219	268	31	1
220	268	31	1
232	268	31	1
238	268	31	1
240	268	31	1
241	268	31	3
243	268	31	1
182	269	31	1
193	269	31	1
201	269	31	1
204	269	31	1
213	269	31	1
238	269	31	1
240	269	31	1
252	269	31	2
181	270	31	1
183	270	31	2
201	270	31	1
231	270	31	1
237	270	31	1
171	271	31	1
200	271	31	2
209	271	31	1
213	271	31	1
215	271	31	1
216	271	31	1
224	271	31	1
225	271	31	1
241	271	31	2
206	272	31	1
230	272	31	1
241	272	31	1
251	272	31	1
213	273	31	1
234	273	31	1
239	273	31	1
242	273	31	2
250	273	31	1
179	274	31	1
209	274	31	1
213	274	31	1
214	274	31	2
226	274	31	2
230	274	31	1
232	274	31	1
241	274	31	1
184	275	31	1
201	275	31	1
206	275	31	1
211	275	31	1
239	275	31	1
176	276	31	1
184	276	31	1
236	276	31	1
238	276	31	1
240	276	31	1
240	277	31	1
249	277	31	1
177	278	31	1
204	278	31	1
205	278	31	2
238	278	31	2
242	278	31	1
245	278	31	1
180	279	31	1
219	279	31	2
236	279	31	1
237	279	31	2
238	279	31	1
249	279	31	1
175	280	31	1
217	280	31	1
226	280	31	1
237	280	31	1
179	281	31	1
184	281	31	1
222	281	31	1
228	281	31	1
240	281	31	1
250	281	31	1
175	282	31	2
180	282	31	1
181	282	31	1
206	282	31	1
223	282	31	2
225	282	31	1
233	282	31	1
235	282	31	1
240	282	31	1
250	282	31	1
182	283	31	1
228	283	31	1
230	283	31	1
246	283	31	1
176	284	31	1
212	284	31	1
223	284	31	2
249	284	31	1
250	284	31	1
257	284	31	1
173	285	31	1
179	285	31	1
240	285	31	1
245	285	31	1
250	285	31	1
255	285	31	1
221	286	31	1
238	286	31	1
244	286	31	1
252	286	31	1
219	287	31	1
220	287	31	1
224	287	31	1
225	287	31	1
228	287	31	1
246	287	31	1
252	287	31	2
187	288	31	1
221	288	31	1
223	288	31	1
230	288	31	1
231	288	31	1
233	288	31	1
200	289	31	1
205	289	31	1
221	289	31	2
227	289	31	1
245	289	31	1
232	290	31	1
243	290	31	1
197	291	31	1
200	291	31	1
204	291	31	1
226	291	31	1
228	291	31	1
229	291	31	1
235	291	31	1
237	291	31	1
245	291	31	1
248	291	31	1
249	291	31	1
199	292	31	1
242	292	31	2
257	292	31	1
228	293	31	2
234	293	31	1
238	293	31	1
239	293	31	1
241	294	32.8	1
247	293	31	1
251	293	31	1
256	293	31	1
209	294	31	1
221	294	31	1
224	294	31	1
232	294	31	1
233	294	31	1
235	294	31	1
237	294	31	2
241	294	31	1
242	294	31	1
247	294	31	1
225	295	31	2
232	295	31	1
247	295	31	1
248	295	31	1
249	295	31	1
252	295	31	1
255	295	31	2
224	296	31	1
231	296	31	1
235	296	31	2
250	296	31	1
252	296	31	1
227	297	31	1
242	297	31	1
243	297	31	1
248	297	31	1
255	297	31	1
205	298	31	1
223	298	31	2
235	298	31	1
247	298	31	1
250	298	31	1
232	299	31	1
243	299	31	1
248	299	31	1
251	299	31	1
246	300	31	1
250	300	31	1
216	301	31	1
225	301	31	1
232	301	31	1
234	301	31	1
245	301	31	1
220	302	31	1
232	302	31	1
242	302	31	1
223	303	31	1
243	303	31	2
245	303	31	1
225	305	31	1
237	305	31	1
234	307	31	1
231	250	32	1
227	251	32	1
226	252	32	1
235	252	32	1
214	253	32	1
215	254	32	1
226	254	32	2
228	254	32	1
238	254	32	1
218	255	32	1
219	255	32	1
221	255	32	1
228	255	32	1
210	256	32	1
229	256	32	1
234	256	32	1
192	257	32	1
209	257	32	1
219	257	32	1
238	257	32	1
207	258	32	1
214	258	32	1
217	258	32	2
231	258	32	1
232	258	32	1
239	258	32	2
240	258	32	1
188	259	32	1
192	259	32	1
209	259	32	1
211	259	32	1
229	259	32	1
240	259	32	1
243	259	32	1
244	259	32	1
211	260	32	1
214	260	32	1
218	260	32	1
222	260	32	2
230	260	32	1
234	260	32	1
235	260	32	1
243	260	32	2
186	261	32	2
194	261	32	2
220	261	32	1
222	261	32	1
229	261	32	1
239	261	32	1
242	261	32	1
186	262	32	1
196	262	32	1
198	262	32	1
210	262	32	1
215.5	262.5	32.5	1
218	262	32	1
221	262.666666666667	33	2
228	262	32	1
230	262	32	1
235	262	32	1
243	262	32	1
249	262	32	1
194	263	32	1
216	263	32	1
221	263	32	1
228	263	32	1
188	264	32	1
190	264	32	1
192	264	32	1
204	264	32	1
223	264	32	1
228	264	32	1
238	264	32	1
247	264	32	1
176	265	32	1
193	265	32	2
198	265	32	1
204	265	32	1
229	265	32	2
251	265	32	2
178	266	32	1
189	266	32	1
194	266	32	1
196	266	32	1
197	266	32	1
212	266	32	1
218	266	32	1
222	266	32	1
229	266	32	1
245	266	32	1
249	266	32	2
251	266	32	1
184	267	32	1
196	267	32	1
211	267	32	1
231	267	32	2
237	267	32	1
242	267	32	1
243	267	32	1
245.5	267.5	32.5	1
183	268	32	1
186	268	32	1
193	268	32	1
194	268	32	1
206	268	32	1
212	268	32	1
213	268	32	1
215	268	32	1
220	268	32	1
228	268	32	1
233	268	32	1
239	268	32	1
241	268	32	1
246	268	32	1
248	268	32	2
252	268	32	1
176	269	32	2
193	269	32	1
213	269	32	1
215	269	32	1
238	269	32	2
245	269	32	1
249	269	32	1
251	269	32	1
172	270	32	1
185	270	32	1
187	270	32	1
206	270	32	1
207	270	32	1
234	270	32	1
241	270	32	1
244	270	32	1
247	270	32	1
177	271	32	1
183	271	32	1
211	271	32	1
212	271	32	1
227	271	32	1
228	271	32	1
231	271	32	1
233	271	32	1
247	271	32	1
182	272	32	1
186	272	32	1
226	272	32	1
227	272	32	1
235	272	32	2
238	272	32	1
239	272	32	2
250	272	32	1
174	273	32	1
185	273	32	1
209	273	32	1
210	273	32	1
213	273	32	1
214	273	32	1
225	273	32	1
229	273	32	1
236	273	32	1
240	273	32	1
242	273	32	1
243	273	32	1
182	274	32	1
183	274	32	1
205	274	32	1
208	274	32	1
210	274	32	1
213	274	32	1
240	274	32	1
184	275	32	1
216	275	32	1
204	276	32	1
228	276	32	1
233	276	32	1
243	276	32	1
232	277	32	2
237	277	32	1
238	277	32	1
249	277	32	1
250	277	32	1
254	277	32	1
175	278	32	1
203	278	32	1
204	278	32	1
225	278	32	1
241	278	32	1
246	278	32	1
179	279	32	1
181	279	32	2
234	279	32	1
175	280	32	1
177	280	32	1
208	280	32	1
217	280	32	1
222	280	32	1
238	280	32	1
176	281	32	1
181	281	32	1
211	281	32	1
219	281	32	1
221	281	32	2
232	281	32	2
240	281	32	1
243	281	32	1
245	281	32	1
179	282	32	1
226	282	32	1
229	282	32	1
241	282	32	1
245	282	32	1
250	282	32	1
251	282	32	1
221	283	32	1
224	283	32	1
226	283	32	1
236	283	32	1
237	283	32	1
248	283	32	1
219	284	32	1
220	284	32	1
222	284	32	1
227	284	32	1
232	284	32	2
240	284	32	1
251	284	32	1
257	284	32	1
185	285	32	2
205	285	32	1
208	285	32	1
225	285	32	1
233	285	32	1
235	285	32	1
236	285	32	1
252	285	32	2
177	286	32	2
204	286	32	1
207	286	32	1
209	286	32	1
221	286	32	1
226	286	32	1
242	286	32	1
246	286	32	1
176	287	32	1
177	287	32	1
225	287	32	1
230	287	32	2
238	287	32	1
243	287	32	1
244	287	32	1
245	287	32	1
229	288	32	1
234	288	32	1
237	288	32	1
240	288	32	1
243	288	32	1
250	288	32	1
258	288	32	1
201	289	32	2
229	289	32	1
233	289	32	2
235	289	32	1
242	289	32	1
244	289	32	1
247	289	32	1
206	290	32	1
220	290	32	1
224	290	32	1
230	290	32	1
231	290	32	1
233	290	32	1
235	290	32	1
236	290	32	1
237	290	32	1
255	290	32	1
186	291	32	1
198	291	32	2
222	291	32	1
233.333333333333	291.333333333333	33	1
238	291	32	1
245	291	32	2
256	291	32	1
188	292	32	1
198	292	32	1
218	292	32	1
224	292	32	1
233	292	32	1
249	292	32	1
252	292	32	1
254	292	32	1
199	293	32	1
207	293	32	1
232	293	32	1
233	293	32	1
237	293	32	1
244	293	32	1
249	293	32	2
256	293	32	1
198	294	32	1
202	294	32	1
204	294	32	1
227	294	32	1
230	295	33	1
230	294	32	1
231	294	32	1
236	294	32	1
244	294	32	2
246	294	32	1
192	295	32	1
232	295	32	1
197	296	32	1
200	296	32	1
223	296	32	2
225	296	32	2
229	296	32	1
232	296	32	1
234	296	32	1
241	296	32	1
251	296	32	1
252	296	32	1
198	297	32	1
219	297	32	1
243	297	32	1
246	297	32	1
249	297	32	1
252	297	32	1
254	297	32	2
199	298	32	1
220	298	32	1
227	298	32	1
232	298	32	1
239	298	32	2
249	298	32	1
250	298	32	3
196	299	32	2
197	299	32	1
228	299	32	1
231	299	32	1
249	299	32	1
225	300	32	1
227	300	32	1
232	300	32	1
237	300	32	2
244	300	32	1
247	300	32	1
221	301	32	1
225	301	32	1
235	301	32	1
236	301	32	1
237	301	32	1
243	301	32	1
249	301	32	1
231	302	32	1
238	302	32	1
245	302	32	2
247	302	32	1
248	302	32	1
207	303	32	1
222	303	32	1
225	304	32	1
234	304	32	1
204	305	32	1
222	306	32	1
224	306	32	1
221	307	32	2
221	308	32	2
229	308	32	2
225	309	32	1
232	309	32	1
225	311	32	2
227	312	32	2
229	312	32	1
232	249	33	1
226	251	33	1
217	253	33	1
219	254	33	1
236	254	33	1
220	255	33	1
226	255	33	1
236	255	33	1
216	256	33	1
237	256	33	2
238	256	33	1
240	256	33	2
215	257	33	1
222	257	33	1
230	257	33	1
237	257	33	1
239	257	33	1
215	258	33	1
221	258	33	1
223	258	33	1
226	258	33	1
231	258	33	1
189	259	33	1
194	259	33	1
201	259	33	1
209	259	33	1
222	259	33	1
224	259	33	1
226	259	33	1
232	259	33	2
233	259	33	1
246	259	33	1
229	260	33	1
233	260	33	1
240	260	33	1
243	260	33	2
246	260	33	1
218	261	33	1
222	261	33	1
227	261	33	1
237	261	33	1
212	262	33	1
216	262	33	1
223	262	33	1
239	262	33	1
241	262	33	1
248	262	33	1
249	262	33	1
250	262	33	1
185	263	33	1
194	263	33	1
227	263	33	1
190	264	33	1
212	264	33	1
214	264	33	1
216	264	33	1
217	264	33	1
225	264	33	1
229	264	33	1
239	264	33	1
249	264	33	1
250	264	33	1
220	265	33	1
226	265	33	1
229	265	33	1
243	265	33	1
244	265	33	1
184	266	33	2
194	266	33	1
218	266	33	1
220	266	33	2
221	266	33	1
225	266	33	1
249	266	33	1
196	267	33	1
205	267	33	1
212	267	33	1
217	267	33	1
219	267	33	2
220	267	33	1
225	267	33	1
226	267	33	1
246	267	33	1
248	267	33	1
191	268	33	1
208	268	33	1
210	268	33	1
212	268	33	1
219	268	33	1
224	268	33	2
252	268	33	2
184	269	33	1
185	269	33	1
188	269	33	2
201	269	33	1
227	269	33	1
233	269	33	1
234	269	33	1
239	269	33	1
241	269	33	1
185	270	33	1
187	270	33	1
205	270	33	1
210	270	33	1
244	270	33	1
251	270	33	1
177	271	33	1
185	271	33	1
190	271	33	1
205	271	33	1
206	271	33	2
210	271	33	1
231	271	33	1
239	271	33	1
242	271	33	1
246	271	33	1
253	271	33	1
175	272	33	2
178	272	33	1
180	272	33	1
184	272	33	1
185	272	33	1
186	272	33	1
232	272	33	1
233	272	33	1
235	272	33	1
239	272	33	1
245	272	33	1
246	272	33	1
249	272	33	1
171	273	33	2
181	273	33	1
184	273	33	1
211	273	33	1
226	273	33	1
227	273	33	2
230	273	33	1
239	273	33	1
240	273	33	1
241	273	33	1
174	274	33	1
190	274	33	2
193	274	33	1
201	274	33	1
203	274	33	3
209	274	33	1
212	274	33	1
214	274	33	2
229	274	33	2
236	274	33	1
240	274	33	1
176	275	33	1
200	275	33	1
210	275	33	1
211	275	33	1
235	275	33	1
241	275	33	1
