x	y	z	Factors involved in megakaryocyte development and platelet production
239	288	30	1
241	288	30	1
244	288	30	2
245	288	30	2
247	288	30	1
248	288	30	2
249	288	30	1
250	288	30	1
199	289	30	1
200	289	30	2
201	289	30	1
222	289	30	2
223	289	30	2
226	289	30	1
231	289	30	2
235	289	30	1
237	289	30	1
240	289	30	1
245	289	30	2
246	289	30	1
248	289	30	1
198	290	30	2
220	290	30	1
231	290	30	1
232	290	30	1
235	290	30	1
240	290	30	1
242	290	30	4
250	290	30	1
253	290	30	1
257	290	30	2
197	291	30	2
198	291	30	1
229	291	30	1
239	291	30	2
241	291	30	1
242	291	30	1
244	291	30	2
246	291	30	2
249	291	30	1
250	291	30	1
255	291	30	1
199	292	30	3
213	292	30	1
224	292	30	2
226	292	30	1
227	292	30	1
231	292	30	1
238	292	30	1
245	292	30	2
247	292	30	2
248	292	30	3
249	292	30	2
257	292	30	1
219	293	30	1
222	293	30	1
225	293	30	2
227	293	30	1
229	293	30	3
236	293	30	1
238	293	30	1
239	293	30	2
240	293	30	1
243	293	30	2
245	293	30	2
249	293	30	1
253	293	30	1
220	294	30	1
225	294	30	1
229	294	30	1
232	294	30	2
235	294	30	1
236	294	30	1
237	294	30	1
241	294	30	2
244	294	30	1
245	294	30	1
251	294	30	1
253	294	30	4
254	294	30	2
257	294	30	1
197	295	30	3
224	295	30	2
225	295	30	2
241	295	30	1
243	295	30	3
244	295	30	1
251	295	30	1
252	295	30	2
253	295	30	2
254	295	30	1
256	295	30	1
257	295	30	2
186	296	30	1
228	296	30	1
234	296	30	1
235	296	30	1
239	296	30	1
241	296	30	2
242	296	30	1
247	296	30	2
220	297	30	1
226	297	30	1
229	297	30	1
237	297	30	1
239	297	30	1
241	297	30	1
243	297	30	2
244	297	30	1
246	297	30	1
248	297	30	3
222	298	30	1
224	298	30	1
225	298	30	1
228	298	30	4
231	298	30	1
232	298	30	1
233	298	30	1
235	298	30	1
239	298	30	2
240	298	30	1
241	298	30	3
245	298	30	1
246	298	30	2
247	298	30	1
250	298	30	1
251	298	30	1
215	299	30	1
216	299	30	1
218	299	30	1
224	299	30	1
230	299	30	2
231	299	30	1
236	299	30	1
240	299	30	2
241	299	30	2
242	299	30	2
244	299	30	2
246	299	30	1
248	299	30	1
250	299	30	1
252	299	30	1
214	300	30	2
223	300	30	2
233	300	30	1
246	300	30	1
247	300	30	1
248	300	30	1
223	301	30	1
224	301	30	1
225	301	30	1
227	301	30	1
236	301	30	1
239	301	30	1
241	301	30	1
242	301	30	1
243	301	30	2
245	301	30	1
246	301	30	1
248	301	30	1
249	301	30	1
223	302	30	1
231	302	30	3
238	302	30	2
248	302	30	1
237	303	30	1
238	303	30	1
239	303	30	2
220	304	30	1
233	304	30	2
240	304	30	1
242	304	30	1
233	305	30	1
238	305	30	2
240	305	30	1
236	306	30	1
240	306	30	2
235	250	31	2
215	251	31	1
235	251	31	1
225	252	31	1
226	252	31	2
229	252	31	2
239	252	31	2
193	253	31	1
215	253	31	1
225	253	31	1
227	253	31	1
228	253	31	1
233	253	31	1
237	253	31	1
238	253	31	2
193	254	31	1
229	254	31	2
238	254	31	1
191	255	31	1
195	255	31	2
226	255	31	2
234	255	31	1
235	255	31	1
236	255	31	2
240	255	31	1
207	256	31	1
177	257	31	3
202	257	31	1
214	257	31	1
216	257	31	3
218	257	31	1
230	257	31	1
233	257	31	1
238	257	31	3
188	258	31	1
190	258	31	1
215	258	31	1
216	258	31	1
228	258	31	1
206	259	31	1
209	259	31	2
216	259	31	1
218	259	31	3
227	259	31	2
229	259	31	1
230	259	31	2
239	259	31	1
242	259	31	2
187	260	31	3
188	260	31	1
190	260	31	1
212	260	31	1
216	260	31	1
220	260	31	2
221	260	31	1
224	260	31	1
228	260	31	5
231	260	31	1
234	260	31	1
235	260	31	1
237	260	31	2
240	260	31	3
242	260	31	1
244	260	31	3
246	260	31	2
181	261	31	1
187	261	31	1
188	261	31	1
195	261	31	3
208	261	31	1
211	261	31	3
213	261	31	2
217	261	31	1
224	261	31	1
227	261	31	1
230	261	31	1
234	261	31	2
235	261	31	1
237	261	31	2
239	261	31	2
243	261	31	2
245	261	31	1
246	261	31	2
216	262	31	2
217	262	31	2
218	262	31	2
222	262	31	1
223	262	31	1
225	262	31	1
226	262	31	2
227	262	31	2
229	262	31	2
230	262	31	1
233	262	31	1
242	262	31	2
246	262	31	2
248	262	31	2
185	263	31	1
186	263	31	2
187	263	31	1
188	263	31	1
194	263	31	1
197	263	31	1
211	263	31	1
215	263	31	1
216	263	31	1
217	263	31	1
218	263	31	1
220	263	31	1
223	263	31	1
227	263	31	1
229	263	31	1
230	263	31	2
234	263	31	1
238	263	31	2
240	263	31	1
245	263	31	3
248	263	31	1
249	263	31	1
178	264	31	2
184	264	31	1
187	264	31	1
189	264	31	2
194	264	31	1
197	264	31	3
204	264	31	1
210	264	31	1
217	264	31	2
218	264	31	2
220	264	31	1
222	264	31	1
223	264	31	2
224	264	31	1
227	264	31	1
228	264	31	1
231	264	31	2
232	264	31	1
237	264	31	1
239	264	31	1
244	264	31	1
245	264	31	1
246	264	31	1
249	264	31	1
185	265	31	1
186	265	31	1
192	265	31	1
196	265	31	2
215	265	31	4
223	265	31	1
229	265	31	1
234	265	31	1
235	265	31	1
236	265	31	1
239	265	31	1
240	265	31	1
243	265	31	2
248	265	31	1
249	265	31	1
187	266	31	1
189	266	31	1
191	266	31	1
193	266	31	1
194	266	31	1
217	266	31	2
219	266	31	1
228	266	31	2
232	266	31	3
233	266	31	1
236	266	31	1
241	266	31	1
246	266	31	1
247	266	31	1
177	267	31	2
182	267	31	1
183	267	31	2
186	267	31	1
193	267	31	2
194	267	31	1
195	267	31	1
196	267	31	1
197	267	31	3
199	267	31	1
211	267	31	1
219	267	31	2
227	267	31	1
228	267	31	1
230	267	31	1
231	267	31	2
235	267	31	1
236	267	31	3
238	267	31	1
241	267	31	1
183	268	31	2
184	268	31	1
188	268	31	1
193	268	31	1
195	268	31	1
197	268	31	1
198	268	31	1
205	268	31	1
210	268	31	1
213	268	31	1
222	268	31	1
232	268	31	2
234	268	31	2
247	268	31	2
183	269	31	1
184	269	31	2
191	269	31	1
193	269	31	2
194	269	31	2
204	269	31	1
209	269	31	1
214	269	31	1
230	269	31	1
231	269	31	2
232	269	31	1
234	269	31	1
238	269	31	2
246	269	31	1
247	269	31	1
248	269	31	1
250	269	31	1
252	269	31	1
173	270	31	1
178	270	31	2
185	270	31	1
186	270	31	1
194	270	31	1
207	270	31	2
216	270	31	1
231	270	31	1
239	270	31	1
240	270	31	1
242	270	31	1
249	270	31	1
250	270	31	1
171	271	31	1
176	271	31	1
178	271	31	1
198	271	31	3
203	271	31	1
213	271	31	1
224	271	31	1
225	271	31	1
231	271	31	2
232	271	31	1
233	271	31	1
235	271	31	1
239	271	31	1
244	271	31	1
245	271	31	1
249	271	31	1
176	272	31	1
182	272	31	1
205	272	31	1
208	272	31	1
211	272	31	1
214	272	31	1
216	272	31	1
225	272	31	1
226	272	31	1
227	272	31	3
236	272	31	1
239	272	31	1
248	272	31	1
250	272	31	2
254	272	31	1
176	273	31	1
183	273	31	1
184	273	31	1
207	273	31	1
209	273	31	1
210	273	31	1
212	273	31	1
213	273	31	1
215	273	31	1
232	273	31	1
235	273	31	2
236	273	31	1
237	273	31	2
238	273	31	1
242	273	31	1
244	273	31	2
249	273	31	1
175	274	31	1
204	274	31	2
209	274	31	1
210	274	31	1
213	274	31	1
225	274	31	1
226	274	31	2
229	274	31	2
233	274	31	2
236	274	31	4
239	274	31	1
240	274	31	1
244	274	31	2
248	274	31	1
250	274	31	1
182	275	31	2
184	275	31	1
201	275	31	1
206	275	31	1
211	275	31	1
229	275	31	1
231	275	31	1
235	275	31	1
237	275	31	1
238	275	31	1
176	276	31	1
205	276	31	1
226	276	31	3
237	276	31	1
238	276	31	1
241	276	31	1
243	276	31	1
246	276	31	1
252	276	31	1
174	277	31	2
205	277	31	1
209	277	31	2
233	277	31	2
234	277	31	2
236	277	31	1
237	277	31	1
239	277	31	1
240	277	31	1
249	277	31	1
174	278	31	1
178	278	31	1
207	278	31	2
237	278	31	2
240	278	31	1
244	278	31	2
247	278	31	2
178	279	31	1
205	279	31	1
234	279	31	1
235	279	31	1
236	279	31	1
244	279	31	2
247	279	31	3
249	279	31	2
253	279	31	2
254	279	31	2
181	280	31	2
208	280	31	2
220	280	31	1
221	280	31	2
226	280	31	2
232	280	31	1
235	280	31	3
236	280	31	1
238	280	31	1
247	280	31	1
248	280	31	1
249	280	31	1
250	280	31	1
176	281	31	2
179	281	31	1
204	281	31	1
206	281	31	1
223	281	31	1
228	281	31	1
233	281	31	1
235	281	31	1
236	281	31	1
237	281	31	1
239	281	31	1
240	281	31	1
241	281	31	2
250	281	31	1
254	281	31	1
175	282	31	1
180	282	31	1
206	282	31	1
221	282	31	1
225	282	31	1
233	282	31	1
234	282	31	1
235	282	31	2
239	282	31	1
240	282	31	1
241	282	31	1
244	282	31	1
247	282	31	2
248	282	31	1
250	282	31	1
252	282	31	1
254	282	31	2
256	282	31	1
184	283	31	3
208	283	31	1
209	283	31	1
219	283	31	1
221	283	31	2
223	283	31	1
230	283	31	2
234	283	31	1
239	283	31	2
240	283	31	1
244	283	31	1
246	283	31	1
253	283	31	1
176	284	31	1
206	284	31	2
209	284	31	3
223	284	31	1
224	284	31	1
239	284	31	1
248	284	31	3
249	284	31	4
250	284	31	1
254	284	31	1
256	284	31	1
257	284	31	1
177	285	31	2
178	285	31	2
179	285	31	1
183	285	31	1
206	285	31	1
219	285	31	1
223	285	31	1
224	285	31	2
229	285	31	2
231	285	31	1
234	285	31	1
235	285	31	1
236	285	31	1
238	285.5	31.5	2
247	285	31	1
248	285	31	1
250	285	31	1
255	285	31	1
178	286	31	2
218	286	31	1
220	286	31	2
221	286	31	1
224	286	31	1
225	286	31	2
227	286	31	1
229	286	31	1
244	286	31	1
249	286	31	1
187	287	31	2
219	287	31	1
220	287	31	1
222	287	31	1
223	287	31	2
224	287	31	1
225	287	31	1
227	287	31	1
231	287	31	2
238	287	31	1
239	287	31	1
240	287	31	1
241	287	31	1
243	287	31	2
246	287	31	1
248	287	31	2
250	287	31	2
253	287	31	1
255	287	31	2
256	287	31	1
220	288	31	1
222	288	31	1
226	288	31	1
230	288	31	1
240.5	288.5	31.5	1
241	288	31	1
242	288	31	1
247	288	31	2
249	288	31	1
251	288	31	1
253	288	31	1
185	289	31	1
200	289	31	1
225	289	31	2
226	289	31	1
228	289	31	2
232	289	31	1
234	289	31	1
237	289	31	1
238	289	31	2
241	289	31	2
242	289	31	1
243	289	31	1
244	289	31	2
245	289	31	1
247	289	31	2
250	289	31	1
225	290	31	1
226	290	31	1
227	290	31	1
239	290	31	1
243	290	31	1
246	290	31	1
247	290	31	1
250	290	31	2
197	291	31	2
200	291	31	1
204	291	31	1
223	291	31	1
230	291	31	1
237	291	31	2
240	291	31	1
241	291	31	1
242	291	31	2
244	291	31	1
245	291	31	1
247	291	31	2
254	291	31	3
197	292	31	2
201	292	31	1
221	292	31	3
231	292	31	1
232	292	31	1
236	292	31	1
238	292	31	1
242	292	31	1
243	292	31	1
246	292	31	1
221	293	31	1
228	293	31	1
230	293	31	1
232	293	31	1
233	293	31	1
234	293	31	1
239	293	31	1
241	294	32.8	1
246	293	31	1
251	293	31	1
256	293	31	2
202	294	31	2
221	294	31	1
225	294	31	1
227	294	31	1
228	294	31	1
243	294	31	1
244	294	31	2
246	294	31	1
247	294	31	2
250	294	31	1
251	294	31	1
253	294	31	1
220	295	31	1
221	295	31	1
225	295	31	1
226	295	31	1
228	295	31	1
232	295	31	2
233	295	31	3
234	295	31	2
243	295	31	2
248	295	31	3
252	295	31	1
255	295	31	1
199	296	31	1
215	296	31	1
225	296	31	1
228	296	31	1
229	296	31	2
231	296	31	1
234	296	31	2
235	296	31	1
236	296	31	1
240	296	31	1
242	296	31	1
252	296	31	2
195	297	31	2
224	297	31	1
234	297	31	1
239	297	31	2
243	297	31	1
248	297	31	1
252	297	31	1
196	298	31	2
228	298	31	1
229	298	31	1
235	298	31	1
237	298	31	1
240	298	31	1
242	298	31	1
250	298	31	1
252	298	31	2
253	298	31	1
230	299	31	1
237	299	31	1
247	299	31	1
248	299	31	1
224	300	31	1
225	300	31	1
227	300	31	1
229	300	31	2
231	300	31	2
232	300	31	1
235	300	31	1
236	300	31	1
244	300	31	2
248	300	31	1
216	301	31	1
224	301	31	1
225	301	31	2
226	301	31	2
230	301	31	1
232	301	31	1
233	301	31	1
234	301	31	1
242	301	31	1
243	301	31	1
245	301	31	1
249	301	31	2
222	302	31	1
223	302	31	2
224	302	31	1
226	302	31	2
229	302	31	1
231	302	31	1
232	302	31	1
240	302	31	1
243	302	31	4
248	302	31	1
231	303	31	1
233	303	31	1
236	303	31	2
239	303	31	1
244	303	31	1
245	303	31	3
247	303	31	1
232	304	31	2
238	304	31	1
243	304	31	1
223	305	31	1
235	305	31	2
236	305	31	1
237	305	31	1
238	305	31	2
240	305	31	1
224	307	31	1
234	307	31	1
237	307	31	2
223	308	31	1
225	308	31	1
226	309	31	2
231	250	32	1
226	251	32	1
228	251	32	1
229	251	32	1
216	252	32	1
226	252	32	2
231	252	32	2
217	253	32	1
221	253	32	1
237	253	32	1
216	254	32	1
223	254	32	1
225	254	32	2
226	254	32	2
228	254	32	2
232	254	32	1
236	254	32	1
188	255	32	1
214	255	32	1
218	255	32	2
219	255	32	2
221	255	32	1
223	255	32	2
224	255	32	1
226	255	32	2
227	255	32	1
228	255	32	1
230	255	32	2
238	255	32	1
240	255	32	1
177	256	32	2
210	256	32	1
215	256	32	2
216	256	32	1
234	256	32	1
236	256	32	1
240	256	32	2
193	257	32	1
202	257	32	1
203	257	32	1
208	257	32	2
209	257	32	2
218	257	32	1
229	257	32	1
238	257	32	2
192	258	32	1
193	258	32	1
207	258	32	2
213	258	32	1
216	258	32	1
220	258	32	1
230	258	32	1
235	258	32	1
237	258	32	1
240	258	32	1
246	258	32	2
192	259	32	3
201	259	32	1
207	259	32	1
211	259	32	2
213	259	32	2
220	259	32	1
227	259	32	2
231	259	32	1
237	259	32	1
243	259	32	1
182	260	32	1
192	260	32	1
203	260	32	1
210	260	32	1
214	260	32	1
216	260	32	1
218	260	32	1
220	260	32	1
221	260	32	1
222	260	32	1
228	260	32	1
235	260	32	2
236	260	32	1
237	260	32	1
238	260	32	2
246	260	32	2
248	260	32	1
195	261	32	1
211	261	32	1
212	261	32	1
215	261	32	1
216	261	32	2
218	261	32	1
220	261	32	2
222	261	32	2
228	261	32	1
230	261	32	1
239	261	32	1
244	261	32	1
246	261	32	1
203	262	32	1
207	262	32	1
209	262	32	2
221	262.666666666667	33	1
225	262	32	1
227	262	32	3
228	262	32	1
230	262	32	1
231	262	32	3
233	262	32	1
235	262	32	1
236	262	32	1
238	262	32	1
240	262	32	1
242	262	32	1
243	262	32	1
244	262	32	1
247	262	32	2
250	262	32	1
184	263	32	1
189	263	32	1
193	263	32	1
198	263	32	1
200	263	32	2
208	263	32	1
212	263	32	1
216	263	32	1
218	263	32	1
220	263	32	1
221	263	32	2
227	263	32	2
228	263	32	1
231	263	32	1
242	263	32	2
243	263	32	2
245	263	32	1
247	263	32	1
251	263	32	1
186	264	32	1
188	264	32	2
192	264	32	2
193	264	32	2
194	264	32	1
210	264	32	1
212	264	32	1
215	264	32	1
216	264	32	1
217	264	32	1
222	264	32	1
223	264	32	2
227	264	32	3
230	264	32	1
231	264	32	1
233	264	32	1
236	264	32	4
238	264	32	1
246	264	32	1
176	265	32	3
186	265	32	1
188	265	32	1
193	265	32	1
198	265	32	1
212	265	32	3
216	265	32	3
217	265	32	3
218	265	32	2
220	265	32	1
221	265	32	1
222	265	32	1
224	265	32	1
230	265	32	2
232	265	32	1
234	265	32	2
238	265	32	1
239	265	32	2
248	265	32	1
249	265	32	1
178	266	32	2
186	266	32	1
188	266	32	1
194	266	32	1
195	266	32	1
203	266	32	2
214	266	32	3
224	266	32	1
229	266	32	2
230	266	32	2
236	266	32	1
237	266	32	1
238	266	32	1
243	266	32	1
245	266	32	1
248	266	32	1
249	266	32	1
188	267	32	2
191	267	32	1
193	267	32	1
194	267	32	2
196	267	32	3
197	267	32	1
208	267	32	2
209	267	32	2
211	267	32	2
221	267	32	1
222	267	32	1
225	267	32	1
229	267	32	1
230	267	32	4
233	267	32	3
240	267	32	2
242	267	32	2
243	267	32	1
246	267	32	2
248	267	32	2
249	267	32	2
183	268	32	1
189	268	32	1
193	268	32	2
194	268	32	2
195	268	32	1
207	268	32	1
212	268	32	1
215	268	32	2
216	268	32	1
224	268	32	1
239	268	32	3
243	268	32	1
246	268	32	2
247	268	32	2
252	268	32	1
177	269	32	1
180	269	32	1
181	269	32	3
182	269	32	2
191	269	32	1
196	269	32	1
204	269	32	1
209	269	32	3
215	269	32	1
222	269	32	1
223	269	32	1
228	269	32	1
232	269	32	1
238	269	32	1
241	269	32	2
243	269	32	1
245	269	32	2
246	269	32	1
172	270	32	3
181	270	32	1
185	270	32	1
187	270	32	2
195	270	32	1
197	270	32	1
200	270	32	1
201	270	32	3
203	270	32	1
206	270	32	1
211	270	32	2
214	270	32	1
222	270	32	3
227	270	32	2
239	270	32	1
245	270	32	1
247	270	32	2
249	270	32	1
250	270	32	1
175	271	32	1
180	271	32	1
183	271	32	1
186	271	32	1
188	271	32	1
196	271	32	1
210	271	32	1
212	271	32	1
214	271	32	1
215	271	32	1
231	271	32	1
233	271	32	1
235	271	32	2
237	271	32	1
239	271	32	1
241	271	32	1
243	271	32	2
249	271	32	1
250	271	32	1
177	272	32	1
181	272	32	1
184	272	32	4
185	272	32	2
198	272	32	1
200	272	32	1
203	272	32	2
206	272	32	1
207	272	32	2
212	272	32	1
214	272	32	1
216	272	32	1
227	272	32	1
228	272	32	2
230	272	32	2
240	272	32	1
244	272	32	1
248	272	32	1
250	272	32	1
255	272	32	2
174	273	32	1
183	273	32	1
185	273	32	1
186	273	32	1
205	273	32	2
208	273	32	1
211	273	32	1
212	273	32	1
213	273	32	1
214	273	32	1
225	273	32	2
234	273	32	1
236	273	32	2
238	273	32	1
239	273	32	1
240	273	32	1
242	273	32	1
243	273	32	2
249	273	32	1
173	274	32	1
183	274	32	1
185	274	32	1
204	274	32	1
207	274	32	1
209	274	32	1
211	274	32	1
213	274	32	2
214	274	32	2
215	274	32	4
233	274	32	1
235	274	32	2
237	274	32	1
238	274	32	1
240	274	32	1
241	274	32	1
243	274	32	2
250	274	32	1
252	274	32	1
186	275	32	1
203	275	32	1
210	275	32	1
214	275	32	1
215	275	32	1
216	275	32	2
237	275	32	1
249	275	32	1
252	275	32	2
174	276	32	2
175	276	32	2
184	276	32	1
203	276	32	1
204	276	32	3
205	276	32	1
210	276	32	3
215	276	32	3
233	276	32	2
234	276	32	1
235	276	32	1
236	276	32	1
246	276	32	1
249	276	32	1
174	277	32	1
176	277	32	2
214	277	32	3
215	277	32	1
232	277	32	1
236	277	32	2
237	277	32	1
239	277	32	1
244	277	32	1
247	277	32	1
249	277	32	1
250	277	32	1
176	278	32	1
177	278	32	1
184	278	32	1
203	278	32	1
204	278	32	1
220	278	32	1
224	278	32	1
225	278	32	1
235	278	32	1
236	278	32	2
239	278	32	1
240	278	32	1
241	278	32	3
243	278	32	1
246	278	32	1
248	278	32	1
178	279	32	1
205	279	32	1
214	279	32	2
220	279	32	1
234	279	32	1
244	279	32	1
245	279	32	1
246	279	32	1
250	279	32	2
173	280	32	1
174	280	32	2
176	280	32	2
177	280	32	2
180	280	32	1
189	280	32	1
217	280	32	2
219	280	32	2
220	280	32	1
221	280	32	2
222	280	32	1
223	280	32	1
238	280	32	1
246	280	32	1
173	281	32	1
176	281	32	1
179	281	32	2
181	281	32	1
182	281	32	1
186	281	32	1
220	281	32	1
222	281	32	1
226	281	32	1
231	281	32	1
236	281	32	1
240	281	32	1
244	281	32	1
246	281	32	1
251	281	32	1
173	282	32	1
178	282	32	1
218	282	32	1
220	282	32	2
224	282	32	1
229	282	32	2
233	282	32	2
248	282	32	1
249	282	32	1
250	282	32	1
251	282	32	1
253	282	32	1
254	282	32	2
175	283	32	1
178	283	32	3
179	283	32	1
208	283	32	2
211	283	32	1
224	283	32	1
236	283	32	1
237	283	32	2
238	283	32	1
240	283	32	1
245	283	32	2
254	283	32	1
177	284	32	1
186	284	32	1
209	284	32	1
220	284	32	2
222	284	32	1
237	284	32	1
240	284	32	1
241	284	32	1
242	284	32	1
248	284	32	2
249	284	32	2
251	284	32	3
252	284	32	1
254	284	32	4
257	284	32	1
177	285	32	1
180	285	32	1
205	285	32	1
206	285	32	1
222	285	32	2
223	285	32	1
230	285	32	1
232	285	32	2
233	285	32	2
234	285	32	1
235	285	32	2
238	285	32	1
240	285	32	1
241	285	32	2
244	285	32	2
249	285	32	2
250	285	32	1
175	286	32	1
178	286	32	1
183	286	32	1
204	286	32	3
207	286	32	2
219	286	32	1
222	286	32	1
227	286	32	2
228	286	32	1
231	286	32	2
234	286	32	1
236	286	32	2
247	286	32	1
250	286	32	1
254	286	32	1
177	287	32	1
187	287	32	1
208	287	32	1
231	287	32	2
234	287	32	1
238	287	32	2
240	287	32	1
241	287	32	1
242	287	32	1
243	287	32	1
244	287	32	2
246	287	32	1
247	287	32	3
248	287	32	2
249	287	32	1
250	287	32	1
254	287	32	1
256	287	32	1
202	288	32	1
203	288	32	2
220	288	32	1
226	288	32	1
227	288	32	1
229	288	32	1
232	288	32	2
235	288	32	2
239	288	32	2
240	288	32	1
242	288	32	1
243	288	32	1
244	288	32	1
247	288	32	1
253	288	32	2
185	289	32	2
200	289	32	1
201	289	32	2
222	289	32	1
223	289	32	2
224	289	32	1
226	289	32	1
230	289	32	1
237	289	32	2
247	289	32	1
185	290	32	1
233	290	32	2
234	290	32	3
235	290	32	1
241	290	32	2
243	290	32	2
244	290	32	2
250	290	32	1
253	290	32	1
255	290	32	1
186	291	32	1
222	291	32	1
231	291	32	1
235	291	32	1
238	291	32	1
241	291	32	1
242	291	32	2
243	291	32	1
245	291	32	1
248	291	32	1
254	291	32	2
188	292	32	1
198	292	32	1
199	292	32	2
203	292	32	2
222	292	32	1
224	292	32	1
225	292	32	1
227	292	32	1
228	292	32	1
233	292	32	2
234	292	32	1
236.75	292.75	33	1
243	292	32	2
248	292	32	3
250	292	32	1
251	292	32	1
252	292	32	1
257	292	32	1
179	293	32	1
197	293	32	1
199	293	32	2
200	293	32	1
218	293	32	3
220	293	32	1
221	293	32	2
224	293	32	1
227	293	32	1
229	293	32	1
230	293	32	2
232	293	32	1
236	293	32	1
241	293	32	1
244	293	32	1
247	293	32	1
251	293	32	1
198	294	32	3
199	294	32	1
202	294	32	3
221	294	32	2
223	294	32	1
224	294	32	2
225	294	32	1
227	294	32	2
228	294	32	1
231	294	32	1
237	294	32	1
242	294	32	2
246	294	32	1
251	294	32	2
252	294	32	2
256	294	32	1
181	295	32	1
192	295	32	1
195	295	32	1
217	295	32	3
218	295	32	2
220	295	32	1
223	295	32	1
226	295	32	1
228	295	32	1
229	295	32	1
232	295	32	1
239	295	32	2
240	295	32	1
243	295	32	1
250	295	32	1
251	295	32	2
253	295	32	1
187	296	32	1
197	296	32	2
200	296	32	1
202	296	32	2
218	296	32	1
223	296	32	1
225	296	32	2
226	296	32	2
229	296	32	2
230	296	32	1
232	296	32	2
234	296	32	2
237	296	32	1
243	296	32	2
244	296	32	1
245	296	32	3
255	296	32	3
183	297	32	1
198	297	32	2
219	297	32	1
226	297	32	2
227	297	32	2
229	297	32	1
234	297	32	1
241	297	32	1
243	297	32	2
248	297	32	1
249	297	32	1
251	297	32	1
252	297	32	1
254	297	32	2
255	297	32	1
195	298	32	2
198	298	32	1
199	298	32	1
219	298	32	1
233	298	32	1
236	298	32	1
241	298	32	1
244	298	32	1
247	298	32	1
248	298	32	1
250	298	32	1
251	298	32	1
252	298	32	1
253	298	32	1
196	299	32	1
226	299	32	1
231	299	32	2
235	299	32	1
241	299	32	1
242	299	32	1
248	299	32	2
185	300	32	2
227	300	32	3
239	300	32	1
244	300	32	1
247	300	32	1
198	301	32	3
221	301	32	2
224	301	32	1
227	301	32	2
231	301	32	2
232	301	32	1
235	301	32	1
237	301	32	2
246	301	32	1
249	301	32	1
229	302	32	1
233	302	32	1
234	302	32	1
236	302	32	1
239	302	32	1
242	302	32	1
245	302	32	1
248	302	32	2
207	303	32	1
225	303	32	4
226	303	32	2
229	303	32	1
239	303	32	2
241	303	32	1
217	304	32	1
233	304	32	2
236	304	32	1
237	304	32	2
241	304	32	2
244	304	32	2
204	305	32	1
221	305	32	2
242	305	32	1
208	306	32	1
222	306	32	2
233	306	32	3
234	306	32	1
237	306	32	1
206	307	32	2
221	307	32	1
222	307	32	1
225	308	32	1
236	308	32	1
220	309	32	1
224	309	32	1
225	309	32	1
226	309	32	1
231	309	32	1
234	309	32	1
235	309	32	1
227	310	32	1
230	310	32	1
231	310	32	1
233	310	32	1
225	311	32	2
234	311	32	1
229	312	32	1
232	312	32	1
230	313	32	2
228	249	33	1
228	250	33	2
230	251	33	2
226	252	33	2
227	252	33	1
216	253	33	1
217	253	33	1
218	253	33	2
221	253	33	1
222	253	33	1
224	253	33	1
229	253	33	4
231	253	33	2
193	254	33	1
227	254	33	1
230	254	33	1
231	254	33	1
232	254	33	1
240	254	33	1
217	255	33	2
219	255	33	1
221	255	33	1
226	255	33	3
231	255	33	1
215	256	33	1
216	256	33	1
222	256	33	1
225	256	33	2
227	256	33	1
228	256	33	1
230	256	33	2
232	256	33	1
240	256	33	1
214	257	33	1
215	257	33	1
219	257	33	2
222	257	33	1
224	257	33	2
235	257	33	1
215	258	33	1
219	258	33	1
220	258	33	1
221	258	33	2
223	258	33	2
226	258	33	1
231	258	33	3
232	258	33	2
233	258	33	2
234	258	33	1
235	258	33	1
211	259	33	3
213	259	33	1
215	259	33	3
216	259	33	2
217	259	33	1
218	259	33	1
220	259	33	1
223	259	33	1
231	259	33	5
232	259	33	1
233	259	33	1
235	259	33	2
237	259	33	1
239	259	33	1
246	259	33	1
208	260	33	1
213	260	33	2
215	260	33	1
217	260	33	2
229	260	33	1
231	260	33	1
238	260	33	1
241	260	33	1
243	260	33	1
246	260	33	1
182	261	33	2
193	261	33	2
208	261	33	1
211	261	33	3
216	261	33	1
217.5	261.5	33.5	1
218	261	33	2
220	261	33	1
224	261	33	2
226	261	33	3
231	261	33	1
232	261	33	1
235	261	33	2
236	261	33	1
237	261	33	1
239	261	33	2
242	261	33	1
244	261	33	2
245	261	33	1
191	262	33	1
192	262	33	1
196	262	33	1
203	262	33	1
209	262	33	1
211	262	33	3
212	262	33	2
216	262	33	1
221	262	33	1
223	262	33	1
226	262	33	1
228	262	33	1
230	262	33	1
236	262	33	1
238	262	33	1
240	262	33	3
242	262	33	1
243	262	33	1
245	262	33	1
250	262	33	2
185	263	33	1
193	263	33	2
194	263	33	2
198	263	33	2
203	263	33	1
213	263	33	3
214	263	33	2
217	263	33	1
219	263	33	1
225	263	33	2
231	263	33	1
233	263	33	1
236	263	33	1
238	263	33	1
239	263	33	1
240	263	33	1
243	263	33	1
247	263	33	1
251	263	33	2
187	264	33	1
190	264	33	1
191	264	33	1
192	264	33	1
195	264	33	1
199	264	33	2
212	264	33	2
214	264	33	1
216	264	33	3
218	264	33	1
225	264	33	2
226	264	33	1
229	264	33	1
233	264	33	1
235	264	33	1
238	264	33	2
242	264	33	1
245	264	33	1
246	264	33	1
248	264	33	2
249	264	33	1
185	265	33	1
191	265	33	2
195	265	33	1
208	265	33	1
210	265	33	1
211	265	33	2
212	265	33	1
213	265	33	1
219	265	33	1
220	265	33	1
222	265	33	2
224	265	33	1
225	265	33	2
226	265	33	1
237	265	33	1
244	265	33	1
245	265	33	1
