x	y	z	Factors involved in megakaryocyte development and platelet production
247	265	33	1
248	265	33	2
251	265	33	1
187	266	33	1
188	266	33	2
189	266	33	1
191	266	33	1
193	266	33	1
195	266	33	1
196	266	33	1
214	266	33	1
216	266	33	1
219	266	33	1
222	266	33	1
230	266	33	1
237	266	33	1
239	266	33	1
242	266	33	1
247	266	33	1
183	267	33	1
186	267	33	1
192	267	33	1
194	267	33	1
197	267	33	2
200	267	33	1
209	267	33	1
214	267	33	1
215	267	33	1
216	267	33	1
217	267	33	1
219	267	33	2
220	267	33	2
223	267	33	1
228	267	33	2
229	267	33	1
231	267	33	1
235	267	33	2
241	267	33	1
242	267	33	1
244	267	33	2
248	267	33	2
188	268	33	1
189	268	33	1
206	268	33	1
207	268	33	1
208	268	33	2
210	268	33	1
211	268	33	1
213	268	33	1
218	268	33	2
235	268	33	2
243	268	33	1
245	268	33	1
249	268	33	3
250	268	33	1
184	269	33	1
187	269	33	1
188	269	33	2
192	269	33	1
194	269	33	2
196	269	33	1
201	269	33	1
208	269	33	2
212	269	33	3
217	269	33	1
219	269	33	1
227	269	33	1
239	269	33	1
240	269	33	2
241	269	33	1
243	269	33	1
244	269	33	1
246	269	33	1
174	270	33	1
179	270	33	1
207	270	33	1
209	270	33	2
214	270	33	1
215	270	33	2
216	270	33	1
223	270	33	1
231	270	33	1
234	270	33	1
240	270	33	1
173	271	33	1
175	271	33	1
177	271	33	1
178	271	33	1
180	271	33	1
181	271	33	1
186	271	33	1
187	271	33	1
190	271	33	2
192	271	33	2
205	271	33	1
209	271	33	2
214	271	33	2
215	271	33	1
217	271	33	1
224	271	33	1
225	271	33	1
229	271	33	1
235	271	33	1
238	271	33	1
239	271	33	1
240	271	33	3
244	271	33	1
253	271	33	1
176	272	33	3
180	272	33	1
183	272	33	1
185	272	33	1
201	272	33	1
204	272	33	2
207	272	33	1
216	272	33	2
217	272	33	1
225	272	33	1
231	272	33	1
234	272	33	3
235	272	33	2
240	272	33	1
241	272	33	1
244	272	33	1
246	272	33	1
247	272	33	1
249	272	33	1
250	272	33	1
171	273	33	1
173	273	33	1
184	273	33	1
185	273	33	1
188	273	33	1
196	273	33	1
202	273	33	1
203	273	33	1
204	273	33	1
205	273	33	1
209	273	33	1
213	273	33	1
214	273	33	1
215	273	33	1
216	273	33	2
227	273	33	1
235	273	33	1
238	273	33	1
241	273	33	1
169	274	33	1
174	274	33	1
176	274	33	3
177	274	33	1
181	274	33	1
182	274	33	1
185	274	33	1
186	274	33	1
190	274	33	1
201	274	33	1
203	274	33	2
204	274	33	2
206	274	33	2
209	274	33	1
212	274	33	1
226	274	33	2
227	274	33	1
229	274	33	1
232	274	33	1
233	274	33	1
238	274	33	2
239	274	33	1
240	274	33	1
250	274	33	1
175	275	33	1
184	275	33	1
186	275	33	1
202	275	33	1
210	275	33	3
211	275	33	1
213	275	33	1
237	275	33	2
239	275	33	2
240	275	33	1
241	275	33	1
242	275	33	2
246	275	33	1
250	275	33	2
176	276	33	1
177	276	33	2
192	276	33	1
201	276	33	1
208	276	33	3
232	276	33	1
235	276	33	1
237	276	33	3
239	276	33	1
241	276	33	1
242	276	33	1
244	276	33	1
173	277	33	1
176	277	33	2
178	277	33	1
180	277	33	1
206	277	33	1
207	277	33	1
210	277	33	1
211	277	33	1
224	277	33	1
227	277	33	2
234	277	33	2
241	277	33	1
243	277	33	1
247	277	33	2
174	278	33	1
177	278	33	1
191	278	33	1
205	278	33	1
237	278	33	1
239	278	33	2
240	278	33	2
245	278	33	1
246	278	33	1
168	279	33	1
176	279	33	3
181	279	33	2
201	279	33	1
220	279	33	3
244	279	33	1
245	279	33	2
249	279	33	1
187	280	33	1
207	280	33	2
208	280	33	1
210	280	33	1
211	280	33	1
217	280	33	1
221	280	33	1
223	280	33	2
224	280	33	1
225	280	33	1
226	280	33	1
229	280	33	1
237	280	33	1
241	280	33	2
248	280	33	3
249	280	33	1
250	280	33	1
251	280	33	1
173	281	33	1
179	281	33	1
180	281	33	1
221	281	33	3
222	281	33	1
224	281	33	2
225	281	33	1
233	281	33	1
239	281	33	1
241	281	33	1
243	281	33	1
245	281	33	3
178	282	33	1
179	282	33	1
185	282	33	1
188	282	33	2
205	282	33	4
207	282	33	1
214	282	33	2
218	282	33	3
223	282	33	1
229	282	33	2
230	282	33	3
233	282	33	1
237	282	33	1
241	282	33	1
242	282	33	3
244	282	33	1
248	282	33	2
176	283	33	2
179	283	33	1
183	283	33	1
204	283	33	1
207	283	33	3
211	283	33	2
221	283	33	2
225	283	33	2
226	283	33	1
228	283	33	4
229	283	33	2
230	283	33	1
232	283	33	1
236	283	33	1
250	283	33	2
253	283	33	1
180	284	33	1
186	284	33	2
187	284	33	1
207	284	33	1
210	284	33	1
226	284	33	1
229	284	33	2
231	284	33	1
235	284	33	1
236	284	33	1
241	284	33	1
246	284	33	2
248	284	33	1
249	284	33	1
252	284	33	3
254	284	33	1
175	285	33	2
202	285	33	1
204	285	33	2
219	285	33	1
221	285	33	1
223	285	33	1
224	285	33	1
234	285	33	1
241	285	33	2
242	285	33	1
243	285	33	1
245	285	33	2
247	285	33	1
248	285	33	1
185	286	33	1
188	286	33	1
206	286	33	1
208	286	33	1
209	286	33	1
211	286	33	1
218	286	33	1
219	286	33	2
220	286	33	3
223	286	33	1
229	286	33	1
235	286	33	1
236	286	33	2
238	286	33	1
241.5	286.5	33.5	1
242	286	33	1
243	286	33	1
245	286	33	1
249	286	33	1
204	287	33	1
208	287	33	1
219	287	33	1
220	287	33	2
221	287	33	1
224	287	33	2
226	287	33	1
233	287	33	2
242	287	33	4
245	287	33	2
246	287	33	1
247	287	33	2
251	287	33	1
253	287	33	1
184	288	33	1
186	288	33	1
230	288	33	1
231	288	33	1
233	288	33	1
236	288	33	1
244	288	33	2
248	288	33	1
250	288	33	1
184	289	33	1
186	289	33	1
201	289	33	1
203	289	33	2
224	289	33	2
232	289	33	1
241.5	289.5	33.5	1
244	289	33	1
246	289	33	1
250	289	33	1
253	289	33	1
185	290	33	1
199	290	33	1
200	290	33	2
202	290	33	1
207	290	33	2
222	290	33	1
228	290	33	2
231	290	33	1
232	290	33	2
233	290	33	2
234	290	33	1
235	290	33	1
239	290	33	1
242	290	33	1
243	290	33	1
246	290	33	1
250	290	33	1
257	290	33	1
200	291	33	2
222	291	33	1
223	291	33	2
226	291	33	3
236	291	33	1
240	291	33	1
241	291	33	3
242	291	33	1
244	291	33	3
245	291	33	3
246	291	33	2
183	292	33	1
197	292	33	1
221	292	33	1
232	292	33	1
236	292	33	3
238	292	33	1
247	292	33	1
248	292	33	1
249	292	33	1
254	292	33	2
197	293	33	1
199	293	33	1
223	293	33	1
226	293	33	2
235	293	33	1
239	293	33	1
240	293	33	1
241	293	33	1
244	293	33	2
247	293	33	1
251	293	33	1
252	293	33	1
187	294	33	1
195	294	33	3
213	294	33	1
223	294	33	2
227	294	33	1
229	294	33	1
235	294	33	2
243	294	33	1
244	294	33	1
251	294	33	1
199	295	33	1
218	295	33	1
220	295	33	1
229	295	33	1
243	295	33	1
245	295	33	2
250	295	33	2
253	295	33	2
254	295	33	1
180	296	33	1
191	296	33	1
194	296	33	1
199	296	33	2
223	296	33	1
226	296	33	2
229	296	33	1
233	296	33	1
235	296	33	1
236	296	33	1
237	296	33	1
241	296	33	2
242	296	33	1
245	296	33	2
195	297	33	1
196	297	33	2
198	297	33	1
202	297	33	1
224	297	33	1
228	297	33	2
233	297	33	2
234	297	33	1
235	297	33	2
241	297	33	1
194	298	33	1
195	298	33	1
198	298	33	1
223	298	33	2
241	298	33	1
242	298	33	1
244	298	33	1
245	298	33	1
246	298	33	1
248	298	33	1
195	299	33	1
197	299	33	2
227	299	33	1
232	299	33	1
237	299	33	1
239	299	33	1
240	299	33	1
241	299	33	1
243	299	33	1
245	299	33	2
246	299	33	1
247	299	33	1
196	300	33	1
226	300	33	1
228	300	33	1
229	300	33	1
231	300	33	1
236	300	33	1
237	300	33	1
238	300	33	1
240	300	33	1
244	300	33	1
246	300	33	2
196	301	33	2
225	301	33	1
226	301	33	1
227	301	33	1
235	301	33	2
237	301	33	1
241	301	33	1
242	301	33	1
245	301	33	1
249	301	33	3
209	302	33	2
225	302	33	1
228	302	33	1
231	302	33	1
232	302	33	3
233	302	33	1
243	302	33	2
244	302	33	1
222	303	33	1
225	303	33	1
231	303	33	1
233	303	33	2
236	303	33	1
241	303	33	3
242	303	33	2
243	303	33	3
206	304	33	1
220	304	33	1
229	304	33	1
230	304	33	1
231	304	33	1
232	304	33	2
236	304	33	2
237	304	33	1
239	304	33	1
243	304	33	2
207	305	33	1
225	305	33	1
230	305	33	1
233	305	33	1
235	305	33	1
199	306	33	1
224	306	33	1
230	306	33	1
232	306	33	1
238	306	33	2
201	307	33	1
221	307	33	2
223	307	33	1
224	307	33	1
226	307	33	1
241	307	33	1
220	308	33	1
223	308	33	2
224	308	33	2
233	308	33	2
235	308	33	1
240	308	33	2
242	308	33	1
222	309	33	1
223	309	33	1
226	309	33	1
229	309	33	2
232	309	33	2
235	309	33	2
237	309	33	2
217	310	33	2
225	310	33	1
226	310	33	1
228	310	33	1
231	310	33	2
233	310	33	3
234	310	33	1
239	310	33	1
224	311	33	2
226	311	33	2
228	311	33	2
230	311	33	1
233	311	33	1
234	311	33	1
235	311	33	1
236	311	33	1
222	312	33	1
228	312	33	1
225	313	33	1
233	313	33	1
234	313	33	1
228	314	33	1
232	314	33	1
236	314	33	1
230	315	33	1
230	318	33	2
228	251	34	1
229	251	34	1
225	252	34	1
226	252	34	1
227	252	34	1
228	252	34	1
230	252	34	1
225	253	34	1
226	253	34	1
227	253	34	1
228	253	34	1
229	253	34	1
232	253	34	1
225	254	34	1
226	254	34	1
227	254	34	1
235	254	34	1
241	254	34	1
223	255	34	1
227	255	34	1
242	255	34	2
190	256	34	1
215	256	34	1
218	256	34	1
219	256	34	1
221	256	34	1
226	256	34	1
232	256	34	1
233	256	34	1
210	257	34	4
218	257	34	1
220	257	34	1
223	257	34	1
228	257	34	1
237	257	34	2
241	257	34	1
242	257	34	1
200	258	34	2
217	258	34	1
221	258	34	1
223	258	34	4
224	258	34	1
225	258	34	1
226	258	34	1
228	258	34	1
235	258	34	2
237	258	34	1
239	258	34	1
241	258	34	1
244	258	34	1
211	259	34	1
217	259	34	1
219	259	34	2
223	259	34	1
229	259	34	3
230	259	34	1
238	259	34	3
214	260	34	1
216	260	34	1
218	260	34	1
220	260	34	1
221	260	34	1
224	260	34	2
225	260	34	1
226	260	34	1
229	260	34	2
230	260	34	1
235	260	34	1
237	260	34	2
240	260	34	2
242	260	34	2
243	260	34	1
245	260	34	2
188	261	34	1
208	261	34	1
211	261	34	2
214	261	34	2
215	261	34	2
217	261	34	1
223	261	34	1
225	261	34	1
226	261	34	2
227	261	34	1
228	261	34	1
230	261	34	2
242	261	34	1
190	262	34	1
192	262	34	3
194	262	34	1
211	262	34	2
214	262	34	1
217	262	34	1
220	262	34	2
221	262	34	3
223	262	34	1
228	262	34	2
234	262	34	2
235	262	34	1
238	262	34	1
240	262	34	1
243	262	34	1
244	262	34	1
250	262	34	1
197	263	34	1
204	263	34	2
206	263	34	1
210	263	34	1
216	263	34	1
222	263	34	2
223	263	34	1
225	263	34	1
226	263	34	1
228	263	34	1
232	263	34	1
233	263	34	1
235	263	34	1
238	263	34	1
241	263	34	1
249	263	34	3
251	263	34	1
252	263	34	2
186	264	34	1
187	264	34	1
192	264	34	1
203	264	34	2
205	264	34	2
214	264	34	1
217	264	34	2
222	264	34	1
226	264	34	1
227	264	34	1
228	264	34	2
232	264	34	2
236	264	34	1
237	264	34	1
239	264	34	2
243	264	34	2
187	265	34	2
190	265	34	1
191	265	34	1
203	265	34	2
204	265	34	2
207	265	34	3
209	265	34	2
210	265	34	1
218	265	34	2
220	265	34	2
222	265	34	1
223	265	34	1
226	265	34	1
232	265	34	1
233	265	34	1
241	265	34	1
243	265	34	2
244	265	34	2
248	265	34	1
251	265	34	1
175	266	34	1
178	266	34	2
184	266	34	1
193	266	34	1
194	266	34	1
196	266	34	2
197	266	34	1
204	266	34	2
208	266	34	2
214	266	34	1
221	266	34	1
225	266	34	1
233	266	34	1
238	266	34	1
240	266	34	1
242	266	34	2
243	266	34	1
244	266	34	1
252	266	34	1
188	267	34	2
191	267	34	1
192	267	34	2
193	267	34	1
194	267	34	1
197	267	34	3
209	267	34	3
210	267	34	2
215	267	34	1
217	267	34	1
218	267	34	1
225	267	34	1
228	267	34	2
229	267	34	1
230	267	34	1
231	267	34	1
239	267	34	1
245	267	34	1
246	267	34	1
173	268	34	3
176	268	34	1
183	268	34	1
193	268	34	1
208	268	34	1
214	268	34	3
215	268	34	2
216	268	34	2
217	268	34	1
218	268	34	2
220	268	34	2
221	268	34	1
222	268	34	2
227	268	34	1
233	268	34	1
240	268	34	2
242	268	34	1
244	268	34	1
245	268	34	2
249	268	34	1
251	268	34	2
252	268	34	1
171	269	34	1
176	269	34	1
184	269	34	1
187	269	34	1
192	269	34	1
196	269	34	1
209	269	34	1
210	269	34	3
216	269	34	1
231	269	34	1
232	269	34	2
233	269	34	1
236	269	34	1
239	269	34	1
242	269	34	1
243	269	34	1
244	269	34	1
248	269	34	1
249	269	34	1
180	270	34	1
184	270	34	1
185	270	34	1
186	270	34	1
187	270	34	1
188	270	34	1
192	270	34	1
195	270	34	1
196	270	34	1
197	270	34	2
201	270	34	1
203	270	34	2
206	270	34	2
209	270	34	1
214	270	34	1
215	270	34	2
216	270	34	2
221	270	34	1
228	270	34	1
231	270	34	1
233	270	34	2
239	270	34	1
240	270	34	1
241	270	34	2
242	270	34	1
243	270	34	1
244	270	34	4
245	270	34	1
172	271	34	1
173	271	34	2
177	271	34	1
179	271	34	1
186	271	34	2
187	271	34	1
189	271	34	3
205	271	34	2
206	271	34	1
209	271	34	1
210	271	34	1
216	271	34	3
217	271	34	1
221	271	34	1
234	271	34	1
237	271	34	1
239	271	34	1
241	271	34	1
243	271	34	1
244	271	34	2
247	271	34	1
248	271	34	1
175	272	34	2
176	272	34	1
177	272	34	2
179	272	34	1
184	272	34	2
185	272	34	1
186	272	34	1
188	272	34	1
206	272	34	1
207	272	34	1
211	272	34	1
214	272	34	1
216	272	34	1
225	272	34	1
228	272	34	1
230	272	34	1
236	272	34	1
237	272	34	1
238	272	34	1
240	272	34	1
241	272	34	1
247	272	34	1
173	273	34	2
176	273	34	1
184	273	34	1
185	273	34	1
197	273	34	1
201	273	34	1
205	273	34	1
219	273	34	2
233	273	34	2
239	273	34	2
243	273	34	1
174	274	34	1
178	274	34	1
180	274	34	1
183	274	34	1
185	274	34	1
186	274	34	1
203	274	34	1
204	274	34	1
209	274	34	1
211	274	34	1
217	274	34	2
229	274	34	1
234	274	34	1
236	274	34	2
237	274	34	1
238	274	34	2
240	274	34	2
241	274	34	1
176	275	34	2
181	275	34	1
183	275	34	1
189	275	34	2
203	275	34	1
206	275	34	2
208	275	34	1
226	275	34	1
227	275	34	1
238	275	34	1
239	275	34	1
240	275	34	1
174	276	34	2
177	276	34	2
184	276	34	2
187	276	34	2
202	276	34	2
208	276	34	1
209	276	34	1
212	276	34	2
232	276	34	5
233	276	34	2
235	276	34	2
236	276	34	1
242	276	34	1
243	276	34	1
245	276	34	2
250	276	34	1
182	277	34	1
183	277	34	2
189	277	34	4
203	277	34	1
206	277	34	1
211	277	34	1
212	277	34	3
229	277	34	1
237	277	34	1
245	277	34	2
190	278	34	1
202	278	34	1
207	278	34	1
208	278	34	2
209	278	34	3
214	278	34	1
226	278	34	1
231	278	34	1
232	278	34	1
234	278	34	1
243	278	34	3
244	278	34	1
174	279	34	1
176	279	34	1
177	279	34	1
179	279	34	1
192	279	34	2
203	279	34	1
204	279	34	1
207	279	34	1
208	279	34	1
210	279	34	2
217	279	34	1
219	279	34	1
227	279	34	2
237	279	34	1
242	279	34	1
244	279	34	1
246	279	34	1
247	279	34	2
173	280	34	1
178	280	34	1
180	280	34	1
181	280	34	1
187	280	34	1
192	280	34	1
193	280	34	2
205	280	34	1
207	280	34	2
209	280	34	1
221	280	34	1
234	280	34	1
236	280	34	1
238	280	34	1
239	280	34	1
240	280	34	1
242	280	34	1
245	280	34	1
246	280	34	1
247	280	34	1
248	280	34	3
173	281	34	1
174	281	34	1
175	281	34	1
203	281	34	2
205	281	34	1
206	281	34	1
221	281	34	2
222	281	34	1
223	281	34	1
227	281	34	2
228	281	34	1
231	281	34	2
233	281	34	1
245	281	34	1
250	281	34	1
175	282	34	1
178	282	34	2
182	282	34	2
188	282	34	2
190	282	34	1
204	282	34	3
207	282	34	2
208	282	34	2
209	282	34	1
211	282	34	1
213	282	34	1
214	282	34	1
215	282	34	1
218	282	34	1
222	282	34	1
223	282	34	1
224	282	34	2
226	282	34	1
229	282	34	2
230	282	34	1
232	282	34	2
234	282	34	1
240	282	34	1
245	282	34	1
247	282	34	1
249	282	34	1
175	283	34	1
179	283	34	1
181	283	34	1
187	283	34	1
204	283	34	3
206	283	34	1
208	283	34	1
209	283	34	2
210	283	34	1
215	283	34	1
222	283	34	3
226	283	34	1
227	283	34	1
228	283	34	1
231	283	34	2
235	283	34	4
240	283	34	1
247	283	34	2
251	283	34	1
253	283	34	1
176	284	34	2
178	284	34	1
184	284	34	1
185	284	34	1
186	284	34	2
205	284	34	1
206	284	34	2
208	284	34	2
211	284	34	1
215	284	34	1
222	284	34	2
223	284	34	1
225	284	34	1
226	284	34	1
227	284	34	1
229	284	34	1
231	284	34	2
235	284	34	1
236	284	34	1
237	284	34	2
243	284	34	1
245	284	34	2
177	285	34	1
185	285	34	1
187	285	34	1
202	285	34	1
204	285	34	1
208	285	34	1
210	285	34	2
219	285	34	1
221	285	34	1
222	285	34	1
229	285	34	2
233	285	34	1
237	285	34	2
240	285	34	1
243	285	34	1
246	285	34	1
247	285	34	2
188	286	34	1
190	286	34	3
204	286	34	1
205	286	34	1
208	286	34	1
209	286	34	1
220	286	34	1
222	286	34	2
223	286	34	1
229	286	34	2
239	286	34	1
240	286	34	1
243	286	34	1
254	286	34	1
255	286	34	2
190	287	34	1
199	287	34	1
209	287	34	1
222	287	34	1
223	287	34	1
226	287	34	1
227	287	34	1
228	287	34	1
229	287	34	1
236	287	34	1
238	287	34	3
243	287	34	1
247	287	34	1
251	287	34	1
184	288	34	1
185	288	34	1
187	288	34	1
199	288	34	1
201	288	34	2
204	288	34	1
209	288	34	1
224	288	34	1
228	288	34	1
233	288	34	1
238	288	34	1
239	288	34	2
245	288	34	1
246	288	34	1
249	288	34	1
184	289	34	2
185	289	34	2
186	289	34	1
199	289	34	2
200	289	34	2
219	289	34	1
224	289	34	1
228	289	34	1
232	289	34	1
245	289	34	2
246	289	34	1
248	289	34	1
249	289	34	1
257	289	34	2
182	290	34	1
186	290	34	1
187	290	34	1
197	290	34	1
203	290	34	1
220	290	34	1
225	290	34	2
232	290	34	1
233	290	34	1
235	290	34	2
239	290	34	3
243	290	34	1
244	290	34	1
246	290	34	1
247	290	34	1
182	291	34	1
186	291	34	1
199	291	34	2
202	291	34	1
203	291	34	1
222	291	34	2
223	291	34	2
224	291	34	1
231	291	34	1
234	291	34	1
235	291	34	2
237	291	34	2
239	291	34	2
242	291	34	1
244	291	34	1
245	291	34	1
247	291	34	1
250	291	34	1
196	292	34	3
200	292	34	1
202	292	34	1
204	292	34	1
221	292	34	1
223	292	34	2
226	292	34	1
228	292	34	2
229	292	34	1
230	292	34	2
231	292	34	1
232	292	34	1
233	292	34	3
236	292	34	1
238	292	34	1
241	292	34	1
242	292	34	1
243	292	34	1
244	292	34	1
252	292	34	1
194	293	34	2
202	293	34	1
207	293	34	1
223	293	34	2
224	293	34	1
227	293	34	3
232	293	34	2
233	293	34	2
237	293	34	1
238	293	34	1
241	293	34	2
243	293	34	1
177	294	34	1
197	294	34	1
198	294	34	1
201	294	34	1
217	294	34	1
220	294	34	1
221	294	34	1
226	294	34	1
229	294	34	1
242	294	34	2
243	294	34	1
245	294	34	2
246	294	34	1
192	295	34	1
196	295	34	1
197	295	34	2
198	295	34	2
203	295	34	1
204	295	34	1
222	295	34	2
224	295	34	1
225	295	34	1
228	295	34	1
229	295	34	3
230	295	34	2
231	295	34	1
233	295	34	1
182	296	34	1
184	296	34	2
191	296	34	3
194	296	34	2
196	296	34	1
199	296	34	1
200	296	34	1
205	296	34	1
221	296	34	3
223	296	34	1
225	296	34	2
226	296	34	2
229	296	34	1
234	296	34	1
237	296	34	1
239	296	34	1
240	296	34	1
245	296	34	1
194	297	34	1
199	297	34	1
200	297	34	1
219	297	34	1
220	297	34	1
223	297	34	1
224	297	34	2
225	297	34	1
227	297	34	4
229	297	34	2
231	297	34	2
232	297	34	2
233	297	34	2
242	297	34	1
245	297	34	2
196	298	34	1
197	298	34	2
200	298	34	1
203	298	34	1
220	298	34	1
223	298	34	1
224	298	34	1
235	298	34	1
236	298	34	1
237	298	34	1
242	298	34	1
245	298	34	1
246	298	34	1
248	298	34	1
180	299	34	2
195	299	34	1
196	299	34	1
197	299	34	3
199	299	34	1
200	299	34	1
224	299	34	1
226	299	34	1
227	299	34	1
228	299	34	1
229	299	34	1
239	299	34	1
242	299	34	2
243	299	34	2
245	299	34	1
224	300	34	1
226	300	34	2
229	300	34	1
230	300	34	1
233	300	34	1
238	300	34	1
239	300	34	1
243	300	34	1
196	301	34	1
207	301	34	1
227	301	34	1
229	301	34	1
232	301	34	1
233	301	34	2
236	301	34	1
242	301	34	3
243	301	34	1
245	301	34	1
223	302	34	1
229	302	34	2
230	302	34	1
237	302	34	3
242	302	34	1
243	302	34	2
225	303	34	1
227	303	34	1
228	303	34	2
229	303	34	1
232	303	34	1
237	303	34	3
239	303	34	1
241	303	34	1
243	303	34	1
194	304	34	1
226	304	34	1
227	304	34	2
230	304	34	3
232	304	34	1
235	304	34	1
244	304	34	1
199	305	34	1
204	305	34	2
222	305	34	2
223	305	34	1
227	305	34	2
229	305	34	2
232	305	34	1
233	305	34	2
236	305	34	1
237	305	34	2
239	305	34	1
240	305	34	1
222	306	34	1
225	306	34	1
227	306	34	1
228	306	34	1
234	306	34	1
235	306	34	3
206	307	34	1
221	307	34	3
223	307	34	2
224	307	34	1
226	307	34	1
230	307	34	1
234	307	34	1
236	307	34	1
237	307	34	2
240	307	34	1
241	307	34	1
243	307	34	1
222	308	34	1
229	308	34	2
236	308	34	2
239	308	34	1
241	308	34	1
243	308	34	1
224	309	34	1
225	309	34	2
229	309	34	1
232	309	34	2
233	309	34	1
235	309	34	1
228	310	34	1
230	310	34	1
236	310	34	1
238	310	34	2
240	310	34	2
224	311	34	1
227	311	34	1
230	311	34	1
231	311	34	4
232	311	34	1
235	311	34	1
216	312	34	1
225	312	34	1
226	312	34	1
228	312	34	1
230	312	34	2
235	312	34	1
237	312	34	1
221	313	34	1
224	313	34	1
226	313	34	1
231	313	34	1
235	313	34	4
236	313	34	2
225	314	34	1
228	314	34	1
229	314	34	1
230	314	34	1
234	314	34	1
229	315	34	1
233	315	34	1
230	316	34	3
232	316	34	3
234	316	34	2
232	317	34	2
211	318	34	1
225	251	35	1
227	251	35	3
228	251	35	1
223	253	35	1
225	253	35	1
219	254	35	1
221	254	35	1
223	254	35	3
231	254	35	1
235	254	35	1
219	255	35	2
223	255	35	2
226	255	35	2
227	255	35	2
229	255	35	1
230	255	35	1
215	256	35	1
218	256	35	1
220	256	35	1
223	256	35	1
225	256	35	1
228	256	35	2
229	256	35	1
230	256	35	3
241	256	35	3
191	257	35	1
218	257	35	1
223	257	35	1
224	257	35	1
225	257	35	1
227	257	35	2
237	257	35	1
240	257	35	1
241	257	35	2
243	257	35	1
216	258	35	2
223	258	35	1
224	258	35	1
226	258	35	3
229	258	35	1
230	258	35	1
235	258	35	1
240	258	35	1
244	258	35	1
211	259	35	1
215	259	35	2
218	259	35	2
219	259	35	2
220	259	35	2
225	259	35	1
227	259	35	2
230	259	35	1
233	259	35	1
238	259	35	2
240	259	35	1
241	259	35	1
244	259	35	1
190	260	35	2
214	260	35	3
215	260	35	1
216	260	35	1
217	260	35	1
218	260	35	1
220	260	35	1
223	260	35	1
224	260	35	1
227	260	35	1
229	260	35	2
231	260	35	2
233	260	35	2
237	260	35	1
241	260	35	1
242	260	35	1
247	260	35	2
191	261	35	2
193	261	35	2
211	261	35	1
215	261	35	1
217	261	35	1
220	261	35	1
222	261	35	1
226	261	35	1
229	261	35	1
233	261	35	1
234	261	35	1
237	261	35	2
240	261	35	1
241	261	35	1
243	261	35	1
189	262	35	1
203	262	35	1
206	262	35	3
211	262	35	2
213	262	35	1
215	262	35	1
221	262	35	1
222	262	35	1
224	262	35	1
226	262	35	1
228	262	35	1
230	262	35	2
232	262	35	1
233	262	35	1
238	262	35	1
239	262	35	1
240	262	35	1
241	262	35	1
188	263	35	1
189	263	35	1
196	263	35	1
209	263	35	1
210	263	35	1
214	263	35	1
225	263	35	2
227	263	35	1
228	263	35	3
230	263	35	1
231	263	35	2
237	263	35	3
238	263	35	1
241	263	35	3
244	263	35	1
245	263	35	2
246	263	35	3
250	263	35	2
186	264	35	1
188	264	35	1
191	264	35	1
209	264	35	1
214	264	35	2
216	264	35	5
217	264	35	1
219	264	35	1
220	264	35	1
221	264	35	1
224	264	35	2
226	264	35	1
227	264	35	2
228	264	35	1
231	264	35	1
233	264	35	1
235	264	35	1
238	264	35	1
239	264	35	1
240	264	35	1
242	264	35	1
243	264	35	1
245	264	35	1
248	264	35	2
184	265	35	1
188	265	35	2
189	265	35	1
191	265	35	1
193	265	35	1
205	265	35	2
211	265	35	1
212	265	35	1
214	265	35	1
217	265	35	1
218	265	35	1
223	265	35	1
224	265	35	2
228	265	35	1
229	265	35	1
231	265	35	1
232	265	35	1
234	265	35	2
239	265	35	1
243	265	35	1
247	265	35	1
178	266	35	1
184	266	35	2
186	266	35	1
187	266	35	2
191	266	35	1
192	266	35	1
194	266	35	1
195	266	35	2
205	266	35	1
208	266	35	2
209	266	35	1
211	266	35	1
214	266	35	1
221	266	35	1
224	266	35	1
228	266	35	1
230	266	35	1
234	266	35	1
236	266	35	2
240	266	35	1
250	266	35	1
176	267	35	1
187	267	35	1
188	267	35	1
189	267	35	1
194	267	35	1
195	267	35	1
196	267	35	3
205	267	35	1
206	267	35	2
209	267	35	1
210	267	35	1
214	267	35	2
215	267	35	1
216	267	35	1
223	267	35	1
226	267	35	3
227	267	35	1
229	267	35	2
231	267	35	1
233	267	35	1
238	267	35	1
245	267	35	1
183	268	35	2
185	268	35	1
189	268	35	2
192	268	35	1
193	268	35	1
194	268	35	1
196	268	35	1
203	268	35	2
206	268	35	1
207	268	35	2
209	268	35	1
213	268	35	1
214	268	35	1
216	268	35	4
217	268	35	1
218	268	35	1
219	268	35	3
222	268	35	2
225	268	35	3
234	268	35	1
238	268	35	1
239	268	35	1
240	268	35	1
242	268	35	1
245	268	35	1
246	268	35	4
247	268	35	2
248	268	35	1
249	268	35	1
250	268	35	1
252	268	35	1
174	269	35	2
180	269	35	2
181	269	35	1
188	269	35	1
193	269	35	1
194	269	35	1
196	269	35	1
212	269	35	2
214	269	35	1
215	269	35	1
224	269	35	2
235	269	35	1
240	269	35	1
244	269	35	1
247	269	35	2
250	269	35	1
173	270	35	2
178	270	35	1
181	270	35	1
185	270	35	1
186	270	35	1
187	270	35	2
189	270	35	1
193	270	35	2
198	270	35	1
213	270	35	1
214	270	35	1
216	270	35	1
221	270	35	2
235	270	35	1
236	270	35	1
238	270	35	1
240	270	35	1
241	270	35	1
246	270	35	2
247	270	35	2
249	270	35	1
173	271	35	1
176	271	35	1
181	271	35	2
183	271	35	1
188	271	35	1
190	271	35	2
193	271	35	2
195	271	35	1
198	271	35	1
199	271	35	1
201	271	35	1
206	271	35	1
207	271	35	1
209	271	35	1
210	271	35	1
