x	y	z	Cholesterol biosynthesis
239	293	29	1
246	293	29	1
252	293	29	3
242	294	29	1
243	294	29	1
245	294	29	2
246	294	29	1
243	295	29	1
245	295	29	1
247	295	29	1
249	296	29	2
253	296	29	1
227	297	29	1
239	297	29	1
241	297	29	2
245	297	29	1
248	297	29	1
219	298	29	1
224	298	29	1
238	298	29	1
249	298	29	1
222	299	29	1
226	299	29	1
240	299	29	1
252	299	29	1
225	300	29	1
239	300	29	1
240	300	29	1
221	301	29	1
224	301	29	2
236	301	29	1
241	301	29	1
224	302	29	1
240	303	29	1
237	304	29	1
229	250	30	1
228	251	30	1
236	254	30	1
215	255	30	1
229	255	30	1
237	255	30	2
233	256	30	1
235	256	30	1
183	257	30	1
203	257	30	2
209	257	30	1
228	257	30	1
229	257	30	2
175	258	30	1
203	258	30	2
229	258	30	2
233	258	30	1
236	258	30	1
238	258	30	1
175	259	30	2
209	259	30	2
216	259	30	2
218	259	30	1
219	259	30	1
222	259	30	1
224	259	30	1
228	259	30	1
229	259	30	2
230	259	30	2
231	259	30	1
232	259	30	1
234	259	30	2
239	259	30	1
241	259	30	1
186	260	30	1
197	260	30	2
216	260	30	1
217	260	30	2
219	260	30	1
223	260	30	1
240	260	30	1
184	261	30	1
187	261	30	1
188	261	30	1
198	261	30	2
212	261	30	1
215	261	30	1
231	261	30	1
239	261	30	1
206	262	30	1
209	262	30	1
222	262	30	1
223	262	30	1
225	262	30	4
226	262	30	1
227	262	30	1
230	262	30	1
233	262	30	1
245	262	30	1
249	262	30	1
251	262	30	1
182	263	30	2
185	263	30	1
186	263	30	1
189	263	30	1
211	263	30	1
215	263	30	1
218	263	30	1
222	263	30	1
224	263	30	1
226	263	30	1
230	263	30	1
232	263	30	2
234	263	30	1
240	263	30	1
246	263	30	1
247	263	30	2
188	264	30	1
194	264	30	1
211	264	30	1
229	264	30	1
230	264	30	1
231	264	30	1
233	264	30	2
236	264	30	2
241	264	30	2
245	264	30	2
246	264	30	1
183	265	30	1
196	265	30	1
197	265	30	1
208	265	30	1
210	265	30	2
212	265	30	2
214	265	30	1
216	265	30	2
224	265	30	1
229	265	30	1
231	265	30	1
233	265	30	1
235	265	30	1
236	265	30	1
247	265	30	1
188	266	30	1
189	266	30	1
193	266	30	1
194	266	30	2
197	266	30	1
212	266	30	4
213	266	30	1
215	266	30	1
231	266	30	2
239.5	266.5	30.5	1
240	266	30	1
241	266	30	1
176	267	30	1
183	267	30	1
192	267	30	1
198	267	30	1
208	267	30	1
225	267	30	1
228	267	30	1
231	267	30	1
232	267	30	1
235	267	30	1
236	267	30	2
239	267	30	2
244	267	30	1
247	267	30	1
249	267	30	1
182	268	30	1
191	268	30	3
195	268	30	2
196	268	30	2
206	268	30	1
207	268	30	1
223	268	30	1
228	268	30	3
230	268	30	1
231	268	30	1
237	268	30	1
238	268	30	1
241	268	30	2
246	268	30	1
247	268	30	1
248	268	30	2
250	268	30	2
172	269	30	1
193	269	30	1
194	269	30	1
197	269	30	1
198	269	30	2
211	269	30	1
219	269	30	1
222	269	30	1
236	269	30	1
239	269	30	1
247	269	30	1
248	269	30	1
249	269	30	3
250	269	30	1
252	269	30	1
181	270	30	1
196	270	30	1
217	270	30	2
223	270	30	1
227	270	30	1
230	270	30	2
233	270	30	2
238	270	30	1
244	270	30	1
250	270	30	1
176	271	30	1
185	271	30	1
187	271	30	1
188	271	30	1
199	271	30	1
208	271	30	1
211	271	30	1
215	271	30	1
216	271	30	2
225	271	30	1
232	271	30	1
234	271	30	1
238	271	30	1
181	272	30	1
182	272	30	1
206	272	30	2
207	272	30	1
224	272	30	1
238	272	30	1
239	272	30	1
242	272	30	1
244	272	30	1
181	273	30	1
211	273	30	2
214	273	30	1
227	273	30	1
232	273	30	2
233	273	30	1
241	273	30	1
183	274	30	1
185	274	30	1
203	274	30	1
214	274	30	1
244	274	30	2
180	275	30	2
184	275	30	1
185	275	30	1
233	275	30	1
249	275	30	1
207	276	30	1
233	276	30	2
235	276	30	1
241	276	30	2
246	276	30	1
248	276	30	1
250	276	30	1
174	277	30	3
237	277	30	4
238	277	30	1
239	277	30	2
247	277	30	1
208	278	30	1
230	278	30	1
235	278	30	1
236	278	30	1
249	278	30	1
207	279	30	2
234	279	30	1
235	279	30	3
236	279	30	1
240	279	30	2
241	279	30	1
243	279	30	1
246	279	30	1
247	279	30	1
176	280	30	1
178	280	30	2
206	280	30	2
219	280	30	1
237	280	30	2
239	280	30	1
244	280	30	2
245	280	30	1
247	280	30	2
248	280	30	1
249	280	30	2
254	280	30	1
175	281	30	2
179	281	30	2
218	281	30	1
224	281	30	1
235	281	30	1
241	281	30	3
243	281	30	1
177	282	30	1
179	282	30	1
182	282	30	1
210	282	30	1
213	282	30	1
215	282	30	1
219	282	30	1
221	282	30	1
223	282	30	1
232	282	30	1
233	282	30	1
236	282	30	1
239	282	30	1
247	282	30	2
251	282	30	1
252	282	30	1
256	282	30	1
179	283	30	1
202	283	30	1
215	283	30	1
220	283	30	1
223	283	30	1
232	283	30	1
240	283	30	1
251	283	30	1
252	283	30	1
180	284	30	1
219	284	30	1
220	284	30	1
224	284	30	5
230	284	30	2
231	284	30	1
233	284	30	2
238	284	30	1
240	284	30	1
249	284	30	2
252	284	30	1
258	284	30	1
220	285	30	1
226	285	30	1
227	285	30	1
232	285	30	1
233	285	30	1
242	285	30	1
251	285	30	2
252	285	30	1
255	285	30	1
256	285	30	1
180	286	30	3
219	286	30	1
224	286	30	1
227	286	30	1
235	286	30	1
240	286	30	1
248	286	30	2
249	286	30	1
252	286	30	1
256	286	30	1
257	286	30	1
219	287	30	1
220	287	30	2
222	287	30	1
231	287	30	1
234	287	30	1
237	287.5	30.5	1
238.5	287.5	30.5	1
241	287	30	1
243	287	30	1
248	287	30	1
250	287	30	1
251	287	30	1
252	287	30	1
221	288	30	1
228	288	30	3
229	288	30	1
232	288	30	1
238	288	30	2
245	288	30	1
246	288	30	1
201	289	30	1
221	289	30	1
222	289	30	1
223	289	30	2
228	289	30	1
231	289	30	1
234	289	30	1
243	289	30	1
250	289	30	1
256	289	30	1
198	290	30	1
224	290	30	1
232	290	30	2
242	290	30	1
248	290	30	1
250	290	30	2
198	291	30	1
222	291	30	1
226	291	30	1
229	291	30	1
235	291	30	1
248	291	30	1
255	291	30	2
213	292	30	1
224	292	30	1
231	292	30	1
237	292	30	1
238	292	30	1
243	292	30	2
247	292	30	1
223	293	30	1
225	293	30	1
231	293	30	1
234	293	30	1
236	293	30	1
245	293	30	1
246	293	30	1
249	293	30	1
251	293	30	1
253	293	30	1
189	294	30	1
210	294	30	1
220	294	30	1
227	294	30	2
230	294	30	1
232	294	30	1
233	294	30	1
236	294	30	1
238	294	30	1
244	294	30	1
245	294	30	1
246	294	30	2
250	294	30	1
251	294	30	1
253	294	30	1
258	294	30	1
197	295	30	1
220	295	30	1
224	295	30	2
226	295	30	2
234	295	30	1
244	295	30	3
251	295	30	1
252	295	30	1
253	295	30	3
254	295	30	1
255	295	30	1
256	295	30	1
226	296	30	1
235	296	30	1
237	296	30	1
239	296	30	1
241	296	30	1
243	296	30	1
253	296	30	2
220	297	30	2
221	297	30	1
226	297	30	1
232	297	30	1
237	297	30	2
238	297	30	1
243	297	30	1
244	297	30	1
246	297	30	1
252	297	30	2
221	298	30	1
224	298	30	1
228	298	30	1
229	298	30	2
236	298	30	2
239	298	30	2
240	298	30	1
246	298	30	1
215	299	30	1
242	299	30	1
247	299	30	1
248	299	30	1
214	300	30	1
230	300	30	1
232	300	30	1
236	300	30	1
240	300	30	1
241	300	30	2
242	300	30	2
244	300	30	2
246	300	30	2
247	300	30	2
226	301	30	1
227	301	30	1
237	301	30	2
239	301	30	1
240	301	30	1
245	301	30	1
246	301	30	1
237	302	30	1
238	302	30	1
242	302	30	2
248	302	30	1
217	303	30	1
223	303	30	1
225	303	30	2
238	303	30	2
239	303	30	1
240	303	30	1
243	303	30	1
244	303	30	1
246	303	30	2
220	304	30	1
238	304	30	2
240	304	30	1
233	305	30	1
237	305	30	1
242	305	30	1
238	306	30	1
226	250	31	1
216	252	31	1
225	252	31	3
229	252	31	1
215	253	31	1
217	253	31	1
224	253	31	1
237	253	31	1
226	254	31	1
227	254	31	1
231	254	31	1
191	255	31	1
195	255	31	1
226	255	31	1
229	255	31	1
234	255	31	1
235	255	31	1
236	255	31	1
237	255	31	1
216	256	31	2
177	257	31	1
232	257	31	1
238	257	31	1
239	257	31	1
240	257	31	1
215	258	31	1
216	258	31	2
231	258	31	1
237	258	31	1
239	258	31	1
188	259	31	2
218	259	31	1
219	259	31	2
227	259	31	1
229	259	31	1
231	259	31	1
232	259	31	1
187	260	31	1
188	260	31	1
190	260	31	1
220	260	31	3
224	260	31	2
238	260	31	2
184	261	31	1
188	261	31	2
208	261	31	2
210	261	31	1
211	261	31	1
213	261	31	2
216	261	31	2
227	261	31	1
230	261	31	1
235	261	31	2
243	261	31	1
186	262	31	1
193	262	31	2
211	262	31	1
219	262	31	1
221	262	31	1
222	262	31	1
223	262	31	1
226	262	31	1
230	262	31	1
235	262	31	1
240	262	31	1
242	262	31	1
246	262	31	1
185	263	31	2
187	263	31	1
188	263	31	1
189	263	31	1
194	263	31	1
200	263	31	1
218	263	31	1
223	263	31	2
227	263	31	4
232	263	31	1
235	263	31	1
238	263	31	1
240	263	31	1
244	263	31	1
187	264	31	1
188	264	31	1
194	264	31	1
204	264	31	1
209	264	31	1
218	264	31	1
222	264	31	1
228	264	31	1
232	264	31	3
238	264	31	2
244	264	31	1
246	264	31	1
248	264	31	2
249	264	31	2
185	265	31	1
192	265	31	1
194	265	31	1
196	265	31	1
200	265	31	1
214	265	31	1
216	265	31	1
232	265	31	1
235	265	31	1
236	265	31	1
248	265	31	2
249	265	31	1
250	265	31	1
186	266	31	3
187	266	31	1
189	266	31	1
212	266	31	1
217	266	31	1
233	266	31	1
248	266	31	1
251	266	31	1
177	267	31	1
186	267	31	1
192	267	31	1
195	267	31	2
211	267	31	1
229	267	31	1
247	267	31	2
248	267	31	1
184	268	31	1
193	268	31	1
205	268	31	2
222	268	31	1
232	268	31	1
238	268	31	1
240	268	31	1
241	268	31	1
242	268	31	1
245	268	31	1
247	268	31	1
182	269	31	1
183	269	31	2
184	269	31	1
188	269	31	1
198	269	31	1
201	269	31	1
214	269	31	1
231	269	31	1
234	269	31	1
238	269	31	1
240	269	31	1
242	269	31	1
243	269	31	1
246	269	31	1
247	269	31	1
248	269	31	1
252	269	31	1
181	270	31	3
183	270	31	1
185	270	31	1
186	270	31	1
196	270	31	1
199	270	31	2
200	270	31	3
207	270	31	1
212	270	31	1
215	270	31	1
234	270	31	1
237	270	31	1
240	270	31	1
242	270	31	1
244	270	31	2
250	270	31	2
171	271	31	1
175	271	31	1
176	271	31	2
178	271	31	1
182	271	31	2
198	271	31	2
204	271	31	1
209	271	31	1
213	271	31	1
214	271	31	2
217	271	31	2
224	271	31	1
233	271	31	1
237	271	31	2
240	271	31	1
241	271	31	1
244	271	31	2
249	271	31	1
182	272	31	1
185	272	31	3
199	272	31	1
203	272	31	2
205	272	31	1
210	272	31	1
211	272	31	1
214	272	31	1
215	272	31	2
230	272	31	1
232	272	31	1
234	272	31	1
237	272	31	1
239	272	31	1
240	272	31	1
241	272	31	1
248	272	31	1
250	272	31	1
181	273	31	1
183	273	31	3
184	273	31	1
207	273	31	2
211	273	31	1
212	273	31	1
214	273	31	1
215	273	31	1
235	273	31	1
238	273	31	1
239	273	31	1
240	273	31	1
249	273	31	1
179	274	31	1
185	274	31	2
209	274	31	1
211	274	31	1
213	274	31	2
230	274	31	1
233	274	31	1
239	274	31	1
240	274	31	1
248	274	31	1
250	274	31	2
182	275	31	1
229	275	31	2
243	275	31	1
244	275	31	1
176	276	31	1
181	276	31	1
198	276	31	2
234	276	31	1
239	276	31	2
240	276	31	1
241	276	31	1
246	276	31	1
253	276	31	1
174	277	31	1
236	277	31	1
238	277	31	1
240	277	31	1
241	277	31	1
244	277	31	2
245	277	31	2
247	277	31	1
249	277	31	1
174	278	31	1
177	278	31	1
178	278	31	1
180	278	31	1
