x	y	z	SLBP independent Processing of Histone Pre-mRNAs
242	300	36	2
234	301	36	1
225	302	36	1
232	302	36	1
237	302	36	1
242	306	36	1
222	307	36	1
234	307	36	1
241	307	36	1
222	308	36	1
224	309	36	1
229	309	36	1
234	309	36	1
216	310	36	1
221	310	36	1
223	310	36	1
240	310	36	1
213	311	36	1
215	311	36	1
220	311	36	1
218	312	36	1
226	312	36	1
236	312	36	1
217	313	36	1
226	313	36	1
234	314	36	2
242	314	36	1
236	316	36	1
238	316	36	1
227	260	37	1
227	261	37	1
229	261	37	1
231	262	37	1
238	264	37	1
215	266	37	1
214	267	37	1
204	269	37	1
211	269	37	1
216	269	37	1
207	271	37	1
215	271	37	1
216	273	37	1
219	273	37	1
216	274	37	1
231	274	37	1
205	275	37	1
208	275	37	1
212	275	37	2
211	278	37	1
215	279	37	1
217	279	37	1
192	280	37	1
210	280	37	1
212	280	37	1
191	281	37	1
192	281	37	1
211	282	37	1
214	282	37	1
193	283	37	1
195	284	37	1
202	284	37	1
186	285	37	1
195	285	37	1
197	285	37	1
201	285	37	1
204	285	37	1
233	285	37	1
205	286	37	1
241	286	37	1
188	287	37	1
194	287	37	1
204	287	37	1
234	287	37	1
234	288	37	1
237	288	37	2
202	289	37	1
219	289	37	1
223	289	37	1
202	290	37	1
232	290	37	1
233	290	37	1
221	291	37	1
235	292	37	1
242	292	37	1
240	293	37	1
190	294	37	1
204	294	37	1
230	294	37	1
203	295	37	1
229	295	37	1
237	295	37	1
203	296	37	1
205	296	37	1
243	296	37	1
227	297	37	1
241	297	37	1
231	298	37	1
240	298	37	1
243	298	37	2
240	299	37	1
231	300	37	1
232	300	37	1
227	301	37	1
233	302	37	1
232	303	37	1
236	303	37	1
228	304	37	1
238	305	37	1
239	307	37	1
226	308	37	1
243	308	37	1
229	309	37	1
222	311	37	1
227	311	37	2
234	311	37	1
225	312	37	1
227	312	37	1
232	312	37	1
225	313	37	1
230	313	37	1
219	314	37	1
236	314	37	1
237	316	37	1
230	317	37	2
237	317	37	2
236	318	37	1
238	319	37	1
226	265	38	1
211	268	38	1
213	268	38	1
209	269	38	1
218	269	38	1
218	270	38	1
232	270	38	1
211	271	38	1
217	272	38	1
213	274	38	1
218	274	38	1
194	277	38	1
207	277	38	1
209	277	38	1
211	277	38	1
215	277	38	1
211	279	38	1
211	280	38	1
211	281	38	1
213	282	38	1
216	283	38	1
217	283	38	1
229	283	38	1
211	284	38	1
195	285	38	1
212	285	38	1
232	285	38	1
237	286	38	1
220	287	38	1
192	288	38	1
220	288	38	1
207	289	38	1
189	291	38	1
203	291	38	2
210	291	38	1
211	291	38	1
196	292	38	1
206	292	38	1
221	292	38	2
208	293	38	1
231	293	38	1
234	293	38	1
217	294	38	1
230	294	38	1
234	294	38	1
237	294	38	1
198	295	38	1
216	295	38	1
220	295	38	1
232	295	38	1
235	295	38	2
234	296	38	1
237	296	38	1
243	296	38	2
203	297	38	1
219	297	38	1
227	298	38	1
231	298	38	1
240	298	38	2
244	298	38	1
193	299	38	2
227	299	38	1
235	299	38	1
242	299	38	1
244	299	38	1
245	299	38	1
204	300	38	1
242	300	38	1
239	301	38	1
231	302	38	1
231	303	38	1
225	304	38	1
243	304	38	1
226	305	38	1
228	305	38	1
241	307	38	1
243	307	38	1
242	309	38	1
236	310	38	1
219	311	38	1
220	311	38	1
225	311	38	1
228	311	38	1
244	311	38	1
222	312	38	1
232	312	38	1
236	314	38	2
241	314	38	1
221	315	38	1
235	315	38	1
238	315	38	1
226	317	38	1
243	317	38	1
237	318	38	1
243	318	38	1
242	319	38	1
236	322	38	1
188	269	39	1
194	270	39	1
201	270	39	1
216	270	39	1
189	273	39	1
214	278	39	1
215	280	39	1
199	285	39	1
233	286	39	1
195	288	39	1
195	289	39	1
204	290	39	1
199	291	39	1
222	291	39	1
197	292	39	1
221	292	39	1
230	292	39	1
236	292	39	1
229	293	39	1
240	293	39	1
234	294	39	1
242	294	39	1
212	295	39	1
216	295	39	1
236	295	39	1
200	296	39	1
228	296	39	1
234	296	39	1
235	296	39	1
215	297	39	1
220	297	39	1
223	297	39	1
233	297	39	1
235	297	39	1
231	298	39	1
222	299	39	1
214	300	39	1
233	300	39	1
230	301	39	1
226	302	39	1
231	302	39	1
233	302	39	1
225	304	39	1
237	304	39	1
194	305	39	1
241	305	39	1
216	308	39	1
229	308	39	1
226	309	39	1
228	310	39	3
239	310	39	1
206	311	39	1
224	311	39	1
226	311	39	1
236	311	39	1
218	313	39	1
219	313	39	1
225	313	39	1
243	313	39	1
219	314	39	2
229	315	39	1
238	315	39	1
240	315	39	2
243	315	39	1
225	317	39	1
238	317	39	1
228	319	39	1
229	320	39	2
215	321	39	1
230	322	39	1
231	322	39	1
212	324	39	1
212	325	39	1
214	274	40	1
197	284	40	1
198	286	40	1
194	287	40	1
204	287	40	1
193	290	40	1
191	291	40	2
225	291	40	1
197	293	40	1
221	294	40	1
204	295	40	1
215	297	40	1
234	298	40	1
242	299	40	1
229	300	40	1
228	301	40	1
230	301	40	1
233	302	40	1
214	305	40	1
230	306	40	1
223	307	40	1
238	307	40	1
240	307	40	1
242	307	40	1
228	308	40	2
227	309	40	1
229	310	40	1
237	311	40	1
216	312	40	1
241	312	40	1
215	313	40	1
235	313	40	2
240	313	40	1
217	314	40	1
219	314	40	1
220	314	40	1
241	315	40	2
219	316	40	1
218	317	40	1
235	317	40	1
241	319	40	2
216	321	40	1
230	321	40	1
213	297	41	2
227	305	41	1
230	305	41	1
231	305	41	1
225	307	41	1
239	308	41	1
239	309	41	1
221	311	41	1
236	311	41	1
217	312	41	1
234	312	41	1
235	314	41	2
244	317	41	1
217	318	41	2
223	319	41	1
228	299	42	1
226	307	42	1
240	308	42	1
223	309	42	1
235	309	42	1
222	310	42	1
241	310	42	1
220	311	42	1
241	312	42	1
242	312	42	1
217	313	42	1
230	315	42	1
221	316	42	1
218	317	42	1
219	317	42	1
231	318	42	1
245	318	42	1
224	319	42	1
226	320	42	1
218	321	42	1
239	321	42	1
231	322	42	1
225	303	43	1
237	314	43	1
229	315	43	1
223	316	43	1
227	321	43	1
220	308	44	1
224	310	44	1
225	311	44	1
239	311	44	1
231	312	44	1
243	312	44	2
211	314	44	1
222	315	44	1
225	317	44	1
206	319	44	1
231	320	44	1
