x	y	z	Activation of BH3-only proteins
216.157603775171	275.673637444315	34.5586340221659	1
246	284	24	1
244	286	24	1
239	287	24	1
244	287	24	1
246	287	24	1
235	270	25	1
234	271	25	1
228	272	25	1
238	272	25	2
238	273	25	1
231	274	25	1
233	274	25	1
238	275	25	1
232.5	276.5	25.5	1
235	276	25	1
237	276	25	1
235	277	25	3
237	277	25	1
231	278	25	1
232	278	25	1
236	278	25	1
232	279	25	1
233	280	25	1
235	281	25	1
240	281	25	1
214	282	25	1
237	282	25	1
238	282	25	1
239	282	25	2
240	282	25	2
247	282	25	1
248	282	25	1
249	282	25	1
235	283	25	1
239	283	25	1
240	283	25	1
243	283	25	1
245	283	25	1
213	284	25	1
233	284	25	1
234	284	25	1
235	284	25	2
249	284	25	1
240	285	25	1
241	285	25	1
243	285	25	1
248	285	25	1
232	286	25	1
234	286	25	1
240	286	25	1
237	287	25	1
242	287	25	1
237	288	25	1
226	289	25	1
234	289	25	2
235	289	25	1
250	289	25	1
240	290	25	1
246	290	25	1
235	291	25	1
238	291	25	1
240	291	25	1
242	291	25	1
235	292	25	1
243	292	25	1
249	292	25	1
239	293	25	1
246	293	25	1
239	294	25	1
243	294	25	1
234	295	25	2
243	295	25	1
245	295	25	1
243	297	25	1
240	298	25	1
241	299	25	2
182	260	26	1
230	264	26	1
232	265	26	1
234	265	26	1
230	267	26	1
240	270	26	2
240	271	26	1
215	272	26	1
223	272	26	1
226	272	26	1
239	272	26	1
231	274	26	1
233	274	26	1
238	274	26	1
248	275	26	1
215	276	26	1
231	276	26	1
237	276	26	1
238	276	26	3
244	276	26	1
235	277	26	1
237	277	26	1
247	277	26	2
232	278	26	1
234	278	26	1
236	278	26	1
249	278	26	1
237	279	26	1
246	279	26	1
248	279	26	1
242	280	26	2
230	281	26	1
246	281	26	1
247	281	26	1
208	282	26	1
229	282	26	1
246	282	26	1
250	282	26	1
254	282	26	1
239	283	26	1
246	283	26	2
248	283	26	1
212	284	26	1
214	284	26	1
234	284	26	1
235	284	26	1
250	284	26	2
211	285	26	1
232	285	26	1
253	285	26	1
254	285	26	1
234	286	26	3
250	286	26	1
254	286	26	1
232	287	26	1
236	287	26	1
239	287	26	1
243	287	26	1
