x	y	z	Interferon alpha/beta signaling
244	284	21	1
240	286	21	1
240	277	24	2
235	278	24	1
246	284	24	1
239	287	24	1
245	287	24	1
243	288	24	1
245	288	24	1
246	289	24	2
238	270	25	1
234	271	25	1
238	272	25	1
227	273	25	1
235	275	25	1
236	275	25	1
238	275	25	1
232.5	276.5	25.5	1
235	276	25	1
236	276	25	1
240	276	25	1
231	278	25	1
233	278	25	1
237	278	25	1
239	278	25	1
233	279	25	1
235	279	25	1
241	279	25	1
247	279	25	1
232	280	25	1
233	280	25	1
245	280	25	1
243	281	25	1
248	281	25	1
249	281	25	1
214	282	25	1
232	282	25	2
237	282	25	2
240	282	25	2
249	282	25	1
230	283	25	1
233	283	25	1
240	283	25	2
243	283	25	1
245	283	25	2
234	284	25	1
235	284	25	1
241	284	25	2
242	284	25	1
247	284	25	1
252	284	25	1
215	285	25	1
232	285	25	1
238	285	25	1
239	285	25	1
240	285	25	1
246	285	25	1
248	285	25	2
253	285	25	1
218	286	25	1
232	286	25	1
243	286	25	1
242	287	25	1
246	287	25	1
251	287	25	1
252	287	25	2
239	288	25	1
226	289	25	1
240	290	25	1
250	290	25	1
226	291	25	1
239	291	25	1
240	291	25	1
238	292	25	1
242	292	25	1
243	292	25	1
239	293	25	3
243	293	25	1
239	294	25	1
246	294	25	1
234	295	25	1
237	295	25	1
238	296	25	1
246	296	25	2
247	296	25	2
240	298	25	1
230	264	26	1
237	266	26	1
241	268	26	1
228	270	26	1
234	270	26	1
237	270	26	1
240	270	26	2
229	271	26	1
235	271	26	1
236	271	26	1
215	272	26	1
232	272	26	1
239	272	26	1
237	273	26	1
248	273	26	1
235	275	26	1
245	275	26	1
215	276	26	1
232	276	26	1
244	276	26	1
230	277	26	1
236	277	26	1
239	277	26	1
240	277	26	1
232	278	26	1
234	278	26	1
235	278	26	2
252	278	26	1
207	279	26	1
234	279	26	1
248	279	26	1
249	279	26	1
250	279	26	1
232	280	26	1
238	280	26	1
240	280	26	1
230	281	26	1
231	281	26	1
246	281	26	1
208	282	26	1
212	282	26	1
229	282	26	1
233	282	26	1
238	282	26	1
246	282	26	1
227	283	26	3
233	283	26	1
241	283	26	1
243	283	26	1
252	283	26	1
233	284	26	1
235	284	26	1
236	284	26	1
238	284	26	1
243	284	26	1
245	284	26	2
212	285	26	2
235	285	26	1
241	285	26	1
247	285	26	1
252	285	26	2
253	285	26	1
232	286	26	2
233	286	26	1
234	286	26	1
235	286	26	1
237	286	26	1
238	286	26	1
247	286	26	1
234	287	26	1
239	287	26	1
243	287	26	2
247	287	26	1
251	287	26	3
253	287	26	1
245	288	26	1
249	288	26	1
227	289	26	1
231	289	26	1
233	289	26	2
237	289	26	1
242	289	26	1
248	289	26	1
227	290	26	2
228	290	26	1
236	290	26	1
239	290	26	2
240	290	26	1
244	290	26	1
250	290	26	1
236	291	26	1
240	291	26	1
245	291	26	1
249	291	26	1
237	292	26	2
246	292	26	1
247	292	26	2
250	292	26	2
251	292	26	1
225	293	26	1
234	293	26	1
236	293	26	2
237	293	26	2
246	293	26	1
247	293	26	1
220	294	26	1
237	294	26	2
240	294	26	1
234	295	26	1
237	295	26	1
241	295	26	1
242	295	26	1
248	295	26	1
236	297	26	1
240	297	26	1
244	297	26	1
236	298	26	2
240	298	26	1
243	299	26	1
225	300	26	1
235	301	26	1
182	255	27	1
184	255	27	1
181	257	27	2
181	258	27	1
232	259	27	1
184	260	27	1
186	260	27	1
228	260	27	3
177	261	27	1
181	261	27	1
220	261	27	1
227	261	27	1
229	261	27	1
237	261	27	1
177	262	27	1
182	262	27	1
229	262	27	1
238	262	27	1
239	262	27	1
185	263	27	2
244	263	27	1
219	264	27	1
222	264	27	1
225	264	27	1
226	264	27	2
228	264	27	1
230	264	27	1
231	264	27	1
234	264	27	1
239	264	27	1
248	264	27	2
184	265	27	1
215	265	27	2
221	265	27	1
226	265	27	1
234	265	27	1
178	266	27	1
179	266	27	1
216	266	27	1
219	266	27	1
224	266	27	1
226	266	27	1
231	266	27	1
235	266	27	1
214	267	27	1
228	267	27	1
236	267	27	2
179	268	27	1
197	268	27	1
215	268	27	1
216	268	27	1
217	268	27	1
222	268	27	1
226	268	27	1
234	268	27	1
236	268	27	1
180	269	27	1
205	269	27	2
211	269	27	1
213	269	27	2
214	269	27	1
224	269	27	1
233	269	27	1
234	269	27	1
236	269	27	1
239	269	27	1
242	269	27	1
221	270	27	1
227	270	27	1
232	270	27	2
237	270	27	1
238	270	27	1
240	270	27	1
242	270	27	1
244	270	27	1
250	270	27	2
177	271	27	1
178	271	27	1
181	271	27	2
206	271	27	1
211	271	27	1
225	271	27	1
