x	y	z	The NLRP3 inflammasome
235	268	30	2
237	268	30	1
241	268	30	1
244	268	30	1
249	268	30	1
172	269	30	1
180	269	30	1
182	269	30	1
191	269	30	1
196	269	30	1
197	269	30	1
204	269	30	1
222	269	30	1
232	269	30	1
233	269	30	1
235	269	30	1
236	269	30	1
237	269	30	1
238	269	30	1
243	269	30	3
244	269	30	1
245	269	30	1
181	270	30	2
187	270	30	1
195	270	30	1
201	270	30	1
216	270	30	3
245	270	30	1
249	270	30	1
175	271	30	1
183	271	30	2
198	271	30	1
206	271	30	1
216	271	30	1
233	271	30	1
184	272	30	1
206	272	30	1
207	272	30	1
223	272	30	1
227	272	30	1
233	272	30	1
238	272	30	1
247	272	30	2
210	273	30	1
227	273	30	1
240	273	30	1
177	274	30	1
180	274	30	1
203	274	30	1
209	274	30	1
214	274	30	1
229	274	30	1
241	274	30	1
251	274	30	1
182	275	30	1
183	275	30	1
184	275	30	1
215	275	30	1
238	275	30	2
239	275	30	1
240	275	30	1
242	275	30	2
244	275	30	1
249	275	30	1
205	276	30	2
233	276	30	1
238	276	30	2
240	276	30	1
235	277	30	1
239	277	30	1
243	277	30	1
245	277	30	1
249	277	30	1
190	278	30	1
226	278	30	1
247	278	30	1
249	278	30	1
250	278	30	1
234	279	30	2
241	279	30	1
243	279	30	1
245	279	30	1
246	279	30	1
249	279	30	1
251	279	30	1
252	279	30	1
206	280	30	1
238	280	30	1
245	280	30	2
247	280	30	1
254	280	30	1
217	281	30	2
223	281	30	1
233	281	30	4
239	281	30	1
241	281	30	1
242	281	30	2
252	281	30	1
182	282	30	1
222	282	30	1
233	282	30	1
235	282	30	1
215	283	30	1
220	283	30	1
222	283	30	1
236	283	30	1
238	283	30	2
239	283	30	2
246	283	30	1
254	283	30	1
220	284	30	1
221	284	30	1
230	284	30	1
252	284	30	1
253	284	30	1
211	285	30	1
227	285	30	1
232	285	30	1
234	285	30	1
248	285	30	1
252	285	30	2
256	285	30	1
180	286	30	1
226	286	30	1
230	286	30	1
240	286	30	1
245	286	30	1
252	286	30	1
207	287	30	1
222	287	30	1
225	287	30	1
226	287	30	1
233	287	30	1
237	287.5	30.5	1
244	287	30	1
246	287	30	1
250	287	30	1
226	288	30	1
228	288	30	1
238	288	30	1
244	288	30	1
252	288	30	1
223	289	30	1
224	289	30	1
228	289	30	2
230	289	30	1
233	289	30	2
240	289	30	1
246	289	30	1
248	289	30	1
242	290	30	1
248	290	30	1
222	291	30	2
226	291	30	1
232	291	30	1
234	291	30	1
241	291	30	1
242	291	30	1
244	291	30	1
246	291	30	1
250	291	30	3
251	291	30	1
199	292	30	1
224	292	30	1
226	292	30	1
247	292	30	1
251	292	30	1
201	293	30	1
219	293	30	1
227	293	30	1
231	293	30	1
233	293	30	1
241	293	30	1
245	293	30	1
249	293	30	1
250	293	30	1
251	293	30	1
253	293	30	1
189	294	30	1
220	294	30	1
225	294	30	1
227	294	30	1
230	294	30	1
237	294	30	1
241	294	30	1
245	294	30	1
257	294	30	1
258	294	30	1
220	295	30	1
225	295	30	1
227	295	30	1
243	295	30	1
247	295	30	1
251	295	30	1
256	295	30	1
222	296	30	2
226	296	30	1
232	296	30	1
233	296	30	1
244	296	30	1
252	296	30	1
253	296	30	1
226	297	30	3
229	297	30	1
231	297	30	1
238	297	30	2
239	297	30	2
241	297	30	1
222	298	30	1
227	298	30	1
230	298	30	1
237	298	30	1
250	298	30	1
227	299	30	1
231	299	30	1
241	299	30	1
244	299	30	1
250	299	30	1
252	299	30	1
214	300	30	1
223	300	30	1
225	300	30	1
237	300	30	1
240	300	30	1
242	300	30	1
244	300	30	1
248	300	30	1
249	300	30	2
244	301	30	1
221	302	30	1
231	302	30	1
247	302	30	1
217	303	30	1
238	303	30	2
239	303	30	1
244	303	30	2
220	304	30	2
233	304	30	1
234	304	30	1
240	304	30	1
242	304	30	1
236	305	30	1
237	305	30	2
226	250	31	1
216	252	31	1
225	252	31	1
229	252	31	1
235	252	31	1
233	253	31	1
227	254	31	1
235	254	31	1
238	254	31	1
226	255	31	1
230	255	31	2
234	255	31	1
236	255	31	1
233	256	31	1
236	256	31	1
239	256	31	1
202	257	31	1
216	257	31	2
205	258	31	1
229	258	31	2
237	258	31	1
240	258	31	1
218	259	31	1
226	259	31	1
231	259	31	1
237	259	31	2
242	259	31	1
191	260	31	1
195	260	31	1
228	260	31	1
234	260	31	1
237	260	31	1
240	260	31	1
246	260	31	1
181	261	31	1
184	261	31	2
210	261	31	1
211	261	31	3
213	261	31	1
216	261	31	1
228	261	31	1
229	261	31	1
230	261	31	1
231	261	31	1
234	261	31	1
246	261	31	2
193	262	31	1
216	262	31	2
217	262	31	4
221	262	31	1
223	262	31	2
226	262	31	1
248	262	31	2
187	263	31	1
200	263	31	1
219	263	31	2
222	263	31	1
223	263	31	1
226	263	31	1
227	263	31	1
232	263	31	1
238	263	31	1
240	263	31	1
249	263	31	1
184	264	31	1
185	264	31	1
187	264	31	1
189	264	31	1
194	264	31	1
195	264	31	1
217	264	31	1
220	264	31	1
222	264	31	1
227	264	31	1
231	264	31	1
239	264	31	1
240	264	31	1
245	264	31	1
248	264	31	1
186	265	31	1
196	265	31	1
205	265	31	1
213	265	31	2
216	265	31	1
226	265	31	3
231	265	31	1
234	265	31	3
235	265	31	1
238	265	31	1
250	265	31	1
186	266	31	1
191	266	31	2
198	266	31	1
236	266	31	2
248	266	31	1
211	267	31	1
216	267	31	1
227	267	31	1
230	267	31	1
235	267	31	1
237	267	31	2
241	267	31	1
245	267	31	1
247	267	31	1
184	268	31	1
197	268	31	1
205	268	31	1
218	268	31	1
232	268	31	1
245	268	31	1
247	268	31	1
183	269	31	1
184	269	31	2
193	269	31	2
206	269	31	1
234	269	31	1
238	269	31	1
247	269	31	2
173	270	31	2
186	270	31	1
199	270	31	1
201	270	31	1
215	270	31	1
249	270	31	1
176	271	31	1
177	271	31	1
204	271	31	1
210	271	31	1
213	271	31	1
217	271	31	1
225	271	31	1
232	271	31	1
237	271	31	1
249	271	31	1
251	271	31	1
185	272	31	1
205	272	31	1
210	272	31	1
213	272	31	1
215	272	31	1
216	272	31	1
218	272	31	2
232	272	31	1
238	272	31	1
241	272	31	1
248	272	31	1
254	272	31	1
176	273	31	1
181	273	31	1
184	273	31	1
209	273	31	1
214	273	31	1
215	273	31	1
229	273	31	1
232	273	31	2
234	273	31	1
235	273	31	1
237	273	31	1
242	273	31	2
180	274	31	1
210	274	31	1
211	274	31	1
250	274	31	1
182	275	31	1
206	275	31	1
229	275	31	1
241	275	31	1
243	275	31	1
250	275	31	1
184	276	31	1
226	276	31	1
240	276	31	1
252	276	31	1
174	277	31	1
235	277	31	1
236	277	31	1
174	278	31	1
203	278	31	1
206	278	31	1
244	278	31	1
245	278	31	1
249	278	31	3
216	279	31	1
234	279	31	3
236	279	31	1
242	279	31	1
253	279	31	2
217	280	31	1
219	280	31	1
221	280	31	1
226	280	31	2
238	280	31	1
245	280	31	1
248	280	31	1
249	280	31	1
179	281	31	1
219	281	31	1
223	281	31	1
228	281	31	1
231	281	31	3
233	281	31	1
236	281	31	1
243	281	31	1
245	281	31	1
250	281	31	1
254	281	31	1
173	282	31	1
225	282	31	1
234	282	31	1
235	282	31	1
239	282	31	1
246	282	31	1
249	282	31	2
176	283	31	1
219	283	31	1
221	283	31	1
230	283	31	1
231	283	31	2
236	283	31	1
239	283	31	1
243	283	31	1
177	284	31	1
181	284	31	2
206	284	31	1
209	284	31	2
219	284	31	2
222	284	31	1
241	284	31	1
248	284	31	1
250	284	31	2
254	284	31	3
178	285	31	2
183	285	31	1
223	285	31	1
224	285	31	1
231	285	31	1
240	285	31	1
247	285	31	2
253	285	31	2
256	285	31	1
178	286	31	1
180	286	31	1
219	286	31	1
220	286	31	1
222	286	31	1
227	286	31	1
249	286	31	3
187	287	31	2
221	287	31	1
223	287	31	1
230	287	31	2
234	287	31	1
241	287	31	1
244	287	31	2
220	288	31	1
225	288	31	1
233	288	31	1
240.5	288.5	31.5	1
244	288	31	1
246	288	31	1
247	288	31	1
249	288	31	1
251	288	31	1
253	288	31	2
224	289	31	2
226	289	31	2
231	289	31	1
234	289	31	1
235	289	31	1
247	289	31	1
250	289	31	1
235	290	31	1
237	290	31	2
247	290	31	1
248	290	31	1
250	290	31	2
198	291	31	1
200	291	31	1
226	291	31	2
227	291	31	2
228	291	31	1
230	291	31	1
235	291	31	1
237	291	31	1
238	291	31	2
247	291	31	1
249	291	31	1
254	291	31	1
255	291	31	1
197	292	31	2
232	292	31	1
235	292	31	1
252	292	31	1
254	292	31	1
198	293	31	2
228	293	31	1
237	293	31	2
242	293	31	1
247	293	31	1
251	293	31	2
256	293	31	1
198	294	31	1
202	294	31	1
227	294	31	1
237	294	31	1
251	294	31	1
220	295	31	2
226	295	31	1
228	295	31	1
229	295	31	2
231	295	31	1
232	295	31	1
241	295	31	1
249	295	31	3
252	295	31	2
257	295	31	1
188	296	31	1
215	296	31	1
236	296	31	1
240	296	31	1
243	296	31	1
254	296	31	1
195	297	31	1
221	297	31	1
224	297	31	1
230	297	31	1
231	297	31	1
234	297	31	2
236	297	31	1
243	297	31	1
255	297	31	3
196	298	31	1
228	298	31	1
238	298	31	1
248	298	31	1
249	298	31	1
251	298	31	1
224	299	31	2
229	299	31	1
237	299	31	1
246	299	31	1
248	299	31	1
223	300	31	2
229	300	31	2
231	300	31	2
238	300	31	1
250	300	31	1
233	301	31	1
241	301	31	1
245	301	31	1
229	302	31	1
232	302	31	1
246	302	31	1
223	303	31	1
231	303	31	1
232	303	31	1
233	303	31	1
241	303	31	1
244	303	31	1
245	303	31	1
225	305	31	1
240	305	31	1
223	306	31	3
233	306	31	1
224	307	31	1
234	307	31	1
228	251	32	1
217	252	32	1
227	252	32	1
214	253	32	1
215	253	32	1
232	253	32	2
240	253	32	1
215	254	32	1
226	254	32	1
228	254	32	1
230	254	32	2
188	255	32	2
214	255	32	2
215	255	32	1
223	255	32	1
234	255	32	1
235	255	32	1
238	255	32	1
216	256	32	1
227	256	32	1
236	256	32	3
192	257	32	1
193	257	32	1
195	257	32	1
230	257	32	1
182	258	32	1
193	258	32	1
213	258	32	1
217	258	32	1
235	258	32	2
240	258	32	1
241	258	32	1
213	259	32	2
215	259	32	1
216	259	32	1
228	259	32	1
231	259	32	1
247	259	32	1
192	260	32	1
228	260	32	2
230	260	32	1
234	260	32	1
237	260	32	1
242	260	32	1
210	261	32	1
215	261	32	1
244	261	32	1
246	261	32	1
189	262	32	1
196	262	32	1
207	262	32	2
218	262	32	1
221	262.666666666667	33	3
233	262	32	1
240	262	32	1
244	262	32	1
248	262	32	1
249	262	32	1
184	263	32	1
215	263	32	1
221	263	32	1
225	263	32	2
226	263	32	1
241	263	32	1
242	263	32	1
246	263	32	1
249	263	32	1
189	264	32	3
190	264	32	1
212	264	32	1
214	264	32	1
222	264	32	1
224	264	32	1
227	264	32	2
230	264	32	1
239	264	32	1
240	264	32	1
244	264	32	1
246	264	32	1
250	264	32	1
186	265	32	1
188	265	32	2
189	265	32	1
212	265	32	1
217	265	32	1
218	265	32	1
221	265	32	1
224	265	32	1
226	265	32	1
229	265	32	1
235	265	32	1
184	266	32	1
186	266	32	2
194	266	32	3
214	266	32	1
218	266	32	1
221	266	32	1
222	266	32	1
224	266	32	1
228	266	32	1
230	266	32	1
239	266	32	1
249	266	32	2
252	266	32	1
184	267	32	1
188	267	32	1
194	267	32	1
196	267	32	1
205	267	32	1
208	267	32	1
209	267	32	1
215	267	32	1
225	267	32	1
229	267	32	1
240	267	32	2
242	267	32	1
243	267	32	1
193	268	32	1
195	268	32	1
198	268	32	2
207	268	32	1
212	268	32	1
214	268	32	1
215	268	32	2
219	268	32	1
224	268	32	1
225	268	32	1
231	268	32	1
239	268	32	1
245	268	32	1
175	269	32	1
180	269	32	1
186	269	32	1
194	269	32	1
204	269	32	1
211	269	32	1
214	269	32	1
222	269	32	1
223	269	32	1
232	269	32	1
242	269	32	1
248	269	32	1
249	269	32	2
180	270	32	3
181	270	32	2
196	270	32	1
197	270	32	1
200	270	32	1
207	270	32	1
222	270	32	1
227	270	32	1
231	270	32	2
232	270	32	1
233	270	32	1
244	270	32	1
250	270	32	1
186	271	32	1
188	271	32	1
196	271	32	1
206	271	32	1
208	271	32	1
210	271	32	1
213	271	32	1
214	271	32	2
216	271	32	3
234	271	32	1
243	271	32	2
246	271	32	1
247	271	32	1
175	272	32	1
176	272	32	2
185	272	32	1
198	272	32	1
201	272	32	1
208	272	32	1
212	272	32	1
225	272	32	2
239	272	32	1
244	272	32	1
248	272	32	1
249	272	32	1
250	272	32	1
181	273	32	1
186	273	32	1
209	273	32	1
211	273	32	1
212	273	32	1
213	273	32	1
234	273	32	1
242	273	32	1
245	273	32	1
172	274	32	1
173	274	32	1
181	274	32	2
183	274	32	1
184	274	32	1
202	274	32	1
203	274	32	2
204	274	32	1
210	274	32	1
211	274	32	1
235	274	32	1
240	274	32	1
243	274	32	1
186	275	32	2
203	275	32	2
216	275	32	1
235	275	32	1
249	275	32	1
175	276	32	1
184	276	32	1
204	276	32	1
210	276	32	1
228	276	32	2
233	276	32	1
234	276	32	1
238	276	32	1
243	276	32	1
249	276	32	3
174	277	32	1
175	277	32	2
216	277	32	1
242	277	32	1
244	277	32	1
247	277	32	2
254	277	32	1
184	278	32	1
235	278	32	1
236	278	32	1
237	278	32	1
245	278	32	1
255	278	32	1
175	279	32	1
214	279	32	1
239	279	32	1
255	279	32	2
174	280	32	2
178	280	32	1
189	280	32	1
208	280	32	1
221	280	32	1
222	280	32	2
237	280	32	1
238	280	32	1
249	280	32	1
173	281	32	1
176	281	32	2
182	281	32	1
210	281	32	1
219	281	32	1
220	281	32	1
226	281	32	1
233	281	32	1
242	281	32	1
254	281	32	1
174	282	32	1
188	282	32	2
218	282	32	1
220	282	32	1
227	282	32	1
244	282	32	2
247	282	32	1
249	282	32	1
207	283	32	2
208	283	32	1
226	283	32	1
237	283	32	1
244	283	32	1
249	283	32	1
177	284	32	1
178	284	32	1
179	284	32	3
181	284	32	1
205	284	32	2
209	284	32	2
242	284	32	1
244	284	32	1
245	284	32	1
204	285	32	1
206	285	32	1
219	285	32	1
225	285	32	1
233	285	32	1
237	285	32	1
241	285	32	1
246	285	32	1
250	285	32	1
254	285	32	1
255	285	32	1
175	286	32	1
177	286	32	1
183	286	32	2
207	286	32	2
209	286	32	1
218	286	32	1
221	286	32	1
236	286	32	1
240	286	32	1
246	286	32	1
248	286	32	1
250	286	32	1
254	286	32	1
176	287	32	1
208	287	32	1
220	287	32	1
224	287	32	1
225	287	32	2
240	287	32	1
244	287	32	1
