x	y	z	Signaling by FGFR
236	313	33	2
237	313	33	1
228	314	33	3
232	314	33	1
234	314	33	2
235	314	33	1
236	314	33	3
230	318	33	2
226	250	34	3
229	250	34	1
228	251	34	1
225	252	34	1
226	252	34	1
229	252	34	2
230	252	34	2
225	253	34	1
226	253	34	2
227	253	34	1
217	254	34	4
225	254	34	1
226	254	34	3
227	254	34	1
228	254	34	3
231	254	34	2
233	254	34	1
239	254	34	1
218	255	34	1
223	255	34	1
225	255	34	1
226	255	34	3
227	255	34	1
190	256	34	3
215	256	34	2
216	256	34	1
218	256	34	1
219	256	34	2
221	256	34	1
224	256	34	1
225	256	34	1
237	256	34	1
241	256	34	1
216	257	34	2
217	257	34	1
219	257	34	3
220	257	34	1
221	257	34	2
225	257	34	2
227	257	34	1
228	257	34	2
241	257	34	1
242	257	34	1
200	258	34	1
201	258	34	2
212	258	34	1
216	258	34	3
218	258	34	2
219	258	34	1
220	258	34	1
221	258	34	4
222	258	34	3
227	258	34	1
228	258	34	1
234	258	34	1
235	258	34	1
240	258	34	2
244	258	34	1
209	259	34	1
211	259	34	2
216	259	34	1
217	259	34	2
218	259	34	1
219	259	34	2
220	259	34	1
222	259	34	1
223	259	34	1
227	259	34	1
228	259	34	4
229	259	34	4
234	259	34	1
235	259	34	1
237	259	34	2
238	259	34	1
241	259	34	3
242	259	34	1
244	259	34	2
192	260	34	1
212	260	34	1
214	260	34	1
216	260	34	2
217	260	34	1
218	260	34	1
219	260	34	1
220	260	34	1
221	260	34	1
223	260	34	1
228	260	34	1
235	260	34	1
236	260	34	1
238	260	34	1
242	260	34	1
244	260	34	1
245	260	34	2
190	261	34	1
195	261	34	1
211	261	34	1
215	261	34	1
216	261	34	1
217	261	34	3
219	261	34	1
221	261	34	2
222	261	34	1
223	261	34	2
225	261	34	1
226	261	34	1
230	261	34	1
231	261	34	1
240	261	34	1
241	261	34	1
244	261	34	1
189	262	34	1
192	262	34	2
193	262	34	2
210	262	34	1
214	262	34	3
215	262	34	2
220	262	34	1
221	262	34	3
223	262	34	3
224	262	34	2
230	262	34	1
233	262	34	2
234	262	34	1
235	262	34	3
240	262	34	1
241	262	34	1
242	262	34	1
243	262	34	1
244	262	34	1
245	262	34	1
247	262	34	1
185	263	34	1
193	263	34	2
197	263	34	1
204	263	34	2
206	263	34	1
207	263	34	2
210	263	34	1
211	263	34	1
213	263	34	1
216	263	34	2
217	263	34	1
218	263	34	1
220	263	34	1
222	263	34	1
223	263	34	1
224	263	34	3
225	263	34	2
226	263	34	1
227	263	34	1
228	263	34	2
231	263	34	1
233	263	34	2
234	263	34	3
236	263	34	2
237	263	34	1
238	263	34	1
239	263	34	1
241	263	34	1
244	263	34	2
250	263	34	1
252	263	34	1
186	264	34	1
187	264	34	1
189	264	34	2
200	264	34	2
202	264	34	1
209	264	34	1
212	264	34	1
213	264	34	1
214	264	34	1
216	264	34	3
217	264	34	3
218	264	34	1
219	264	34	1
220	264	34	2
221	264	34	1
223	264	34	1
224	264	34	1
229	264	34	1
233	264	34	1
235	264	34	1
236	264	34	2
239	264	34	2
240	264	34	1
242	264	34	2
243	264	34	2
244	264	34	1
245	264	34	1
247	264	34	1
187	265	34	2
188	265	34	1
189	265	34	2
190	265	34	1
191	265	34	2
192	265	34	2
196	265	34	1
203	265	34	2
205	265	34	1
207	265	34	1
210	265	34	1
211	265	34	1
219	265	34	2
220	265	34	1
221	265	34	1
223	265	34	2
229	265	34	2
230	265	34	3
231	265	34	1
232	265	34	3
241	265	34	1
243	265	34	2
244	265	34	1
245	265	34	2
249	265	34	1
251	265	34	1
178	266	34	1
184	266	34	1
186	266	34	1
188	266	34	1
195	266	34	1
196	266	34	4
197	266	34	1
208	266	34	2
209	266	34	3
210	266	34	2
211	266	34	2
214	266	34	1
217	266	34	1
229	266	34	1
230	266	34	2
237	266	34	1
238	266	34	1
240	266	34	1
241	266	34	1
244	266	34	1
249	266	34	2
252	266	34	1
183	267	34	2
186	267	34	2
188	267	34	1
189	267	34	4
191	267	34	1
192	267	34	1
193	267	34	2
194	267	34	3
206	267	34	1
211	267	34	2
216	267	34	2
217	267	34	1
223	267	34	1
235	267	34	1
240	267	34	2
242	267	34	5
243	267	34	3
247	267	34	2
248	267	34	2
249	267	34	3
250	267	34	2
173	268	34	1
189	268	34	1
191	268	34	1
194	268	34	1
207	268	34	1
208	268	34	2
210	268	34	1
214	268	34	2
216	268	34	3
217	268	34	1
221	268	34	1
222	268	34	1
231	268	34	1
233	268	34	4
240	268	34	2
244	268	34	1
245	268	34	1
246	268	34	1
249	268	34	1
251	268	34	1
252	268	34	2
171	269	34	1
175	269	34	1
182	269	34	1
183	269	34	1
185	269	34	1
187	269	34	1
188	269	34	1
194	269	34	4
196	269	34	3
197	269	34	2
198	269	34	3
204	269	34	1
208	269	34	2
209	269	34	1
210	269	34	4
212	269	34	1
213	269	34	1
216	269	34	2
217	269	34	3
218	269	34	1
219	269	34	1
220	269	34	1
230	269	34	2
231	269	34	1
232	269	34	1
233	269	34	1
234	269	34	2
235	269	34	1
241	269	34	1
243	269	34	1
244	269	34	1
251	269	34	1
253	269	34	2
254	269	34	1
175	270	34	2
179	270	34	1
183	270	34	3
184	270	34	2
194	270	34	2
195	270	34	1
196	270	34	2
197	270	34	2
199	270	34	1
200	270	34	1
203	270	34	1
205	270	34	1
209	270	34	1
215	270	34	1
218	270	34	1
223	270	34	1
228	270	34	1
231	270	34	1
242	270	34	1
243	270	34	1
244	270	34	1
245	270	34	1
251	270	34	1
172	271	34	1
173	271	34	1
178	271	34	2
180	271	34	2
181	271	34	1
182	271	34	2
185	271	34	1
187	271	34	2
189	271	34	3
201	271	34	1
205	271	34	2
206	271	34	1
209	271	34	1
211	271	34	5
212	271	34	3
213	271	34	1
216	271	34	4
220	271	34	1
231	271	34	1
234	271	34	1
237	271	34	1
239	271	34	2
240	271	34	1
242	271	34	1
243	271	34	1
248	271	34	2
250	271	34	1
173	272	34	1
176	272	34	3
177	272	34	3
180	272	34	1
181	272	34	1
182	272	34	2
183	272	34	1
185	272	34	2
186	272	34	2
188	272	34	3
198	272	34	2
205	272	34	2
206	272	34	1
207	272	34	3
211	272	34	2
213	272	34	3
214	272	34	1
218	272	34	1
225	272	34	1
226	272	34	1
227	272	34	1
228	272	34	1
230	272	34	1
235	272	34	3
236	272	34	1
238	272	34	1
240	272	34	1
248	272	34	1
249	272	34	1
170	273	34	1
182	273	34	1
185	273	34	1
197	273	34	1
201	273	34	1
203	273	34	2
204	273	34	2
205	273	34	1
207	273	34	1
210	273	34	2
214	273	34	2
215	273	34	2
216	273	34	1
218	273	34	2
219	273	34	2
229	273	34	1
231	273	34	1
236	273	34	2
239	273	34	1
241	273	34	3
243	273	34	2
245	273	34	1
174	274	34	1
176	274	34	1
178	274	34	2
180	274	34	2
182	274	34	1
183	274	34	1
186	274	34	1
204	274	34	1
206	274	34	1
207	274	34	2
213	274	34	1
215	274	34	2
216	274	34	1
218	274	34	2
231	274	34	1
232	274	34	1
233	274	34	2
235	274	34	1
236	274	34	1
239	274	34	2
179	275	34	2
181	275	34	1
183	275	34	2
184	275	34	1
185	275	34	2
189	275	34	1
201	275	34	1
203	275	34	2
207	275	34	1
208	275	34	2
212	275	34	1
216	275	34	2
219	275	34	2
226	275	34	1
227	275	34	1
233	275	34	1
237	275	34	2
238	275	34	2
239	275	34	1
245	275	34	1
174	276	34	2
180	276	34	2
187	276	34	2
202	276	34	1
206	276	34	2
207	276	34	2
208	276	34	2
209	276	34	2
210	276	34	1
214	276	34	1
233	276	34	1
235	276	34	2
236	276	34	1
239	276	34	1
240	276	34	2
242	276	34	1
243	276	34	2
244	276	34	1
245	276	34	2
250	276	34	2
176	277	34	2
183	277	34	3
184	277	34	1
186	277	34	1
189	277	34	2
203	277	34	1
204	277	34	1
205	277	34	1
207	277	34	1
208	277	34	2
209	277	34	4
211	277	34	1
213	277	34	1
215	277	34	2
235	277	34	1
238	277	34	1
244	277	34	1
245	277	34	2
176	278	34	1
186	278	34	1
188	278	34	2
190	278	34	1
202	278	34	1
204	278	34	1
205	278	34	1
206	278	34	3
207	278	34	1
209	278	34	2
211	278	34	3
212	278	34	1
226	278	34	1
231	278	34	1
232	278	34	1
234	278	34	1
236	278	34	2
239	278	34	2
243	278	34	2
179	279	34	2
180	279	34	1
181	279	34	1
192	279	34	2
203	279	34	1
204	279	34	2
205	279	34	1
208	279	34	1
210	279	34	2
214	279	34	1
215	279	34	1
217	279	34	1
219	279	34	1
223	279	34	1
231	279	34	1
232	279	34	1
238	279	34	1
244	279	34	1
245	279	34	2
246	279	34	1
247	279	34	3
249	279	34	1
173	280	34	2
174	280	34	1
177	280	34	2
178	280	34	1
180	280	34	1
181	280	34	1
192	280	34	1
193	280	34	1
204	280	34	1
205	280	34	1
207	280	34	1
208	280	34	1
209	280	34	1
210	280	34	1
215	280	34	2
221	280	34	3
224	280	34	2
234	280	34	3
235	280	34	2
239	280	34	1
240	280	34	3
245	280	34	1
246	280	34	1
249	280	34	2
173	281	34	1
174	281	34	2
175	281	34	1
177	281	34	1
179	281	34	1
180	281	34	3
189	281	34	1
191	281	34	1
192	281	34	2
202	281	34	2
203	281	34	2
205	281	34	2
206	281	34	2
210	281	34	1
213	281	34	1
222	281	34	1
229	281	34	2
230	281	34	1
232	281	34	1
233	281	34	1
237	281	34	1
241	281	34	1
244	281	34	2
250	281	34	1
175	282	34	1
181	282	34	1
188	282	34	2
189	282	34	1
206	282	34	2
208	282	34	2
209	282	34	1
210	282	34	2
211	282	34	2
212	282	34	2
213	282	34	1
214	282	34	2
215	282	34	1
218	282	34	2
222	282	34	2
223	282	34	1
224	282	34	2
226	282	34	1
229	282	34	1
230	282	34	2
232	282	34	2
234	282	34	1
245	282	34	3
248	282	34	1
175	283	34	1
179	283	34	3
181	283	34	1
187	283	34	1
192	283	34	1
204	283	34	1
206	283	34	1
207	283	34	1
208	283	34	3
209	283	34	1
210	283	34	4
211	283	34	1
215	283	34	3
218	283	34	1
222	283	34	2
223	283	34	1
228	283	34	1
230	283	34	1
234	283	34	2
237	283	34	2
238	283	34	1
239	283	34	2
240	283	34	2
243	283	34	1
245	283	34	1
247	283	34	2
249	283	34	1
250	283	34	3
251	283	34	2
253	283	34	1
176	284	34	2
177	284	34	4
178	284	34	1
184	284	34	1
186	284	34	1
203	284	34	2
205	284	34	2
206	284	34	1
207	284	34	1
210	284	34	1
211	284	34	1
214	284	34	1
215	284	34	1
223	284	34	2
231	284	34	1
233	284	34	3
234	284	34	2
235	284	34	1
237	284	34	1
241	284	34	1
245	284	34	1
246	284	34	1
247	284	34	1
248	284	34	2
249	284	34	2
254	284	34	1
176	285	34	2
177	285	34	3
179	285	34	2
181	285	34	1
185	285	34	1
202	285	34	1
204	285	34	1
205	285	34	1
206	285	34	2
209	285	34	2
210	285	34	3
211	285	34	1
218	285	34	1
219	285	34	1
220	285	34	1
222	285	34	1
223	285	34	1
224	285	34	1
226	285	34	3
229	285	34	1
230	285	34	3
231	285	34	2
232	285	34	2
237	285	34	1
238	285	34	1
240	285	34	2
242	285	34	1
246	285	34	1
176	286	34	2
187	286	34	2
188	286	34	1
189	286	34	1
202	286	34	1
203	286	34	1
205	286	34	1
209	286	34	1
220	286	34	2
224	286	34	1
229	286	34	1
231	286	34	1
237	286	34	1
240	286	34	2
242	286	34	2
246	286	34	1
248	286	34	1
254	286	34	1
255	286	34	1
187	287	34	1
190	287	34	1
199	287	34	1
207	287	34	3
208	287	34	1
209	287	34	1
222	287	34	2
228	287	34	1
231	287	34	1
233	287	34	1
234	287	34	1
235	287	34	3
236	287	34	1
238	287	34	2
241	287	34	1
243	287	34	1
245	287	34	2
247	287	34	1
251	287	34	1
176	288	34	2
177	288	34	1
185	288	34	1
187	288	34	3
200	288	34	1
201	288	34	2
209	288	34	1
221	288	34	1
222	288	34	1
223	288	34	1
227	288	34	1
228	288	34	2
231	288	34	1
233	288	34	1
235	288	34	1
238	288	34	3
239	288	34	1
240	288	34	1
247	288	34	1
249	288	34	1
175	289	34	1
184	289	34	1
186	289	34	1
198	289	34	1
199	289	34	1
202	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
224	289	34	1
226	289	34	1
232	289	34	4
233	289	34	1
235	289	34	2
238	289	34	3
241	289	34	1
249	289	34	2
176	290	34	4
182	290	34	1
186	290	34	2
197	290	34	1
198	290	34	3
204	290	34	1
220	290	34	3
222	290	34	2
224	290	34	1
225	290	34	1
232	290	34	3
233	290	34	1
237	290	34	2
239	290	34	2
240	290	34	1
243	290	34	3
246	290	34	1
248	290	34	1
253	290	34	1
182	291	34	2
185	291	34	1
186	291	34	1
199	291	34	1
200	291	34	1
203	291	34	2
221	291	34	3
222	291	34	3
225	291	34	3
229	291	34	3
231	291	34	1
232	291	34	3
236	291	34	1
241	291	34	1
242	291	34	1
246	291	34	1
247	291	34	3
248	291	34	2
249	291	34	2
250	291	34	3
187	292	34	1
198	292	34	2
199	292	34	1
202	292	34	1
221	292	34	1
223	292	34	1
225	292	34	1
227	292	34	1
228	292	34	5
231	292	34	1
232	292	34	2
233	292	34	1
234	292	34	1
237	292	34	1
238	292	34	1
241	292	34	2
242	292	34	2
243	292	34	3
247	292	34	1
252	292	34	1
182	293	34	1
188	293	34	2
202	293	34	4
204	293	34	1
207	293	34	2
222	293	34	2
223	293	34	1
224	293	34	2
227	293	34	1
229	293	34	4
230	293	34	1
233	293	34	3
235	293	34	1
237	293	34	1
238	293	34	1
241	293	34	1
244	293	34	2
247	293	34	1
251	293	34	1
182	294	34	1
195	294	34	1
197	294	34	1
206	294	34	1
217	294	34	1
220	294	34	1
225	294	34	2
226	294	34	1
229	294	34	1
235	294	34	1
242	294	34	1
243	294	34	1
179	295	34	2
192	295	34	1
194	295	34	1
196	295	34	1
204	295	34	2
218	295	34	1
220	295	34	2
222	295	34	1
225	295	34	1
229	295	34	3
231	295	34	1
233	295	34	1
236	295	34	1
240	295	34	1
244	295	34	1
182	296	34	3
196	296	34	1
198	296	34	1
199	296	34	1
201	296	34	1
222	296	34	2
223	296	34	1
225	296	34	2
226	296	34	1
228	296	34	1
229	296	34	1
230	296	34	2
234	296	34	2
238	296	34	1
239	296	34	3
243	296	34	2
244	296	34	2
245	296	34	2
179	297	34	1
194	297	34	3
196	297	34	1
199	297	34	1
200	297	34	2
204	297	34	1
219	297	34	1
221	297	34	1
223	297	34	1
224	297	34	2
225	297	34	1
229	297	34	1
231	297	34	1
232	297	34	1
235	297	34	1
236	297	34	1
237	297	34	2
238	297	34	1
239	297	34	1
244	297	34	1
247	297	34	1
196	298	34	2
197	298	34	1
200	298	34	1
220	298	34	1
228	298	34	2
233	298	34	1
235	298	34	1
237	298	34	2
241	298	34	1
242	298	34	2
245	298	34	4
246	298	34	1
251	298	34	2
180	299	34	2
182	299	34	1
195	299	34	2
199	299	34	1
203	299	34	3
224	299	34	2
226	299	34	2
227	299	34	2
228	299	34	2
229	299	34	2
241	299	34	1
242	299	34	1
243	299	34	2
244	299	34	1
245	299	34	2
224	300	34	2
225	300	34	1
226	300	34	1
228	300	34	2
229	300	34	1
236	300	34	3
237	300	34	5
239	300	34	1
241	300	34	1
242	300	34	3
243	300	34	1
244	300	34	2
246	300	34	2
196	301	34	1
198	301	34	1
224	301	34	2
225	301	34	2
227	301	34	1
231	301	34	2
232	301	34	2
236	301	34	1
240	301	34	2
241	301	34	2
244	301	34	2
246	301	34	2
223	302	34	1
226	302	34	1
228	302	34	2
229	302	34	3
230	302	34	1
232	302	34	1
235	302	34	1
236	302	34	1
239	302	34	1
242	302	34	1
243	302	34	1
226	303	34	1
229	303	34	3
231	303	34	1
232	303	34	1
233	303	34	2
235	303	34	1
236	303	34	1
237	303	34	2
240	303	34	2
245	303	34	2
194	304	34	1
199	304	34	1
226	304	34	1
230	304	34	2
232	304	34	2
233	304	34	1
235	304	34	2
236	304	34	1
237	304	34	1
240	304	34	2
199	305	34	1
204	305	34	1
222	305	34	2
225	305	34	1
226	305	34	1
227	305	34	1
230	305	34	3
233	305	34	1
235	305	34	2
240	305	34	1
198	306	34	1
203	306	34	2
223	306	34	1
224	306	34	1
226	306	34	1
230	306	34	1
232	306	34	1
233	306	34	1
234	306	34	1
241	306	34	1
242	306	34	1
201	307	34	1
221	307	34	2
223	307	34	1
224	307	34	2
225	307	34	2
226	307	34	2
232	307	34	5
234	307	34	1
235	307	34	1
236	307	34	2
241	307	34	2
243	307	34	1
225	308	34	2
226	308	34	1
227	308	34	2
229	308	34	1
232	308	34	1
233	308	34	1
236	308	34	1
237	308	34	1
240	308	34	1
241	308	34	1
242	308	34	1
243	308	34	1
221	309	34	1
222	309	34	1
229	309	34	1
232	309	34	1
234	309	34	1
235	309	34	1
237	309	34	1
216	310	34	1
221	310	34	2
229	310	34	1
230	310	34	1
231	310	34	1
232	310	34	1
233	310	34	1
234	310	34	1
236	310	34	1
238	310	34	2
239	310	34	1
218	311	34	3
222	311	34	1
228	311	34	2
230	311	34	2
231	311	34	1
232	311	34	2
233	311	34	1
235	311	34	2
216	312	34	1
221	312	34	4
222	312	34	1
224	312	34	3
225	312	34	3
228	312	34	1
229	312	34	2
230	312	34	2
232	312	34	2
235	312	34	2
236	312	34	2
237	312	34	2
221	313	34	2
224	313	34	1
227	313	34	2
231	313	34	1
232	313	34	2
234	313	34	1
235	313	34	2
225	314	34	2
228	314	34	2
229	314	34	1
227	315	34	1
228	315	34	2
230	315	34	1
231	315	34	3
233	315	34	1
238	315	34	1
228	316	34	2
230	316	34	2
232	316	34	2
234	316	34	2
227	317	34	1
232	317	34	1
211	318	34	1
237	318	34	2
228	250	35	1
224	251	35	1
227	251	35	1
228	251	35	1
223	252	35	2
226	252	35	1
219	253	35	1
224	253	35	1
225	253	35	1
226	253	35	2
232	253	35	3
221	254	35	1
223	254	35	3
224	254	35	1
227	254	35	1
240	254	35	1
220	255	35	1
223	255	35	2
225	255	35	1
227	255	35	2
229	255	35	2
231	255	35	3
215	256	35	1
218	256	35	2
220	256	35	2
221	256	35	2
223	256	35	2
228	256	35	2
229	256	35	3
241	256	35	2
243	256	35	1
210	257	35	1
221	257	35	1
223	257	35	2
225	257	35	2
226	257	35	3
227	257	35	1
241	257	35	2
243	257	35	1
203	258	35	1
216	258	35	1
217	258	35	1
221	258	35	2
222	258	35	1
223	258	35	1
224	258	35	2
225	258	35	4
226	258	35	1
227	258	35	1
228	258	35	1
230	258	35	2
232	258	35	1
234	258	35	3
235	258	35	1
237	258	35	1
239	258	35	3
240	258	35	2
242	258	35	1
244	258	35	1
182	259	35	1
190	259	35	1
201	259	35	1
211	259	35	1
217	259	35	1
218	259	35	3
219	259	35	1
220	259	35	2
221	259	35	2
223	259	35	1
224	259	35	2
226.5	259.5	35.5	2
227	259	35	2
228	259	35	1
229	259	35	2
230	259	35	2
231	259	35	1
234	259	35	1
239	259	35	1
242	259	35	1
244	259	35	3
212	260	35	2
214	260	35	2
215	260	35	1
217	260	35	2
218	260	35	1
221	260	35	1
224	260	35	1
226	260	35	2
227	260	35	2
229	260	35	1
230	260	35	2
233	260	35	4
236	260	35	1
237	260	35	1
238	260	35	3
239	260	35	1
241	260	35	2
242	260	35	1
244	260	35	1
245	260	35	2
247	260	35	1
188	261	35	1
189	261	35	1
193	261	35	1
194	261	35	1
208	261	35	1
211	261	35	3
213	261	35	6
215	261	35	1
216	261	35	1
217	261	35	1
218	261	35	5
220	261	35	2
222	261	35	1
226	261	35	1
228	261	35	1
233	261	35	1
234	261	35	1
235	261	35	2
237	261	35	1
243	261	35	1
244	261	35	2
245	261	35	1
246	261	35	2
189	262	35	1
190	262	35	1
203	262	35	1
206	262	35	1
210	262	35	1
211	262	35	1
215	262	35	1
218	262	35	1
224	262	35	2
231	262	35	3
233	262	35	4
236	262	35	1
237	262	35	1
239	262	35	2
243	262	35	1
245	262	35	1
248	262	35	1
188	263	35	1
208	263	35	2
209	263	35	2
210	263	35	1
211	263	35	1
214	263	35	1
216	263	35	1
217	263	35	1
218	263	35	1
220	263	35	2
222	263	35	1
230	263	35	1
231	263	35	2
233	263	35	2
234	263	35	1
235	263	35	1
236	263	35	1
237	263	35	4
238	263	35	1
240	263	35	2
245	263	35	1
248	263	35	1
186	264	35	1
188	264	35	2
190	264	35	2
191	264	35	1
211	264	35	1
212	264	35	1
213	264	35	1
219	264	35	2
221	264	35	2
222	264	35	2
223	264	35	3
224	264	35	1
227	264	35	4
230	264	35	1
231	264	35	1
233	264	35	1
234	264	35	1
235	264	35	3
237	264	35	3
238	264	35	1
240	264	35	2
242	264	35	1
243	264	35	1
248	264	35	1
250	264	35	1
178	265	35	1
185	265	35	1
187	265	35	1
189	265	35	1
191	265	35	3
202	265	35	2
204	265	35	1
207	265	35	1
209	265	35	1
212	265	35	2
214	265	35	1
216	265	35	1
217	265	35	3
218	265	35	1
219	265	35	2
220	265	35	2
222	265	35	1
223	265	35	1
224	265	35	3
226	265	35	2
229	265	35	2
231	265	35	1
232	265	35	1
233	265	35	1
234	265	35	4
238	265	35	1
239	265	35	1
242	265	35	1
243	265	35	1
245	265	35	3
249	265	35	1
178	266	35	1
190	266	35	2
191	266	35	2
192	266	35	2
194	266	35	3
196	266	35	1
197	266	35	3
204	266	35	2
205	266	35	1
209	266	35	2
210	266	35	1
221	266	35	1
223	266	35	1
224	266	35	1
228	266	35	3
229	266	35	3
230	266	35	3
233	266	35	1
234	266	35	1
238	266	35	1
245	266	35	2
246	266	35	1
247	266	35	1
251	266	35	1
187	267	35	1
190	267	35	2
192	267	35	1
194	267	35	3
205	267	35	1
207	267	35	1
210	267	35	1
212	267	35	1
214	267	35	1
215	267	35	5
216	267	35	3
217	267	35	2
219	267	35	1
222	267	35	2
223	267	35	2
225	267	35	1
227	267	35	2
228	267	35	1
229	267	35	2
231	267	35	1
232	267	35	2
233	267	35	1
242	267	35	1
243	267	35	3
246	267	35	1
247	267	35	2
250	267	35	1
177	268	35	1
183	268	35	2
185	268	35	2
187	268	35	2
188	268	35	1
189	268	35	1
192	268	35	2
196	268	35	2
202	268	35	1
203	268	35	1
205	268	35	2
206	268	35	1
207	268	35	1
208	268	35	1
216	268	35	1
219	268	35	1
220	268	35	2
223	268	35	1
225	268	35	1
233	268	35	1
234	268	35	1
239	268	35	2
240	268	35	2
241	268	35	2
243	268	35	1
247	268	35	2
249	268	35	1
250	268	35	1
252	268	35	1
172	269	35	1
176	269	35	2
180	269	35	2
186	269	35	1
188	269	35	1
194	269	35	1
197	269	35	2
201	269	35	1
202	269	35	1
210	269	35	2
214	269	35	1
215	269	35	1
217	269	35	1
218	269	35	1
224	269	35	1
234	269	35	1
238	269	35	1
239	269	35	1
240	269	35	1
244	269	35	1
245	269	35	1
246	269	35	3
249	269	35	1
250	269	35	2
172	270	35	1
176	270	35	1
179	270	35	2
181	270	35	1
185	270	35	1
186	270	35	1
187	270	35	1
190	270	35	1
193	270	35	2
196	270	35	1
198	270	35	2
207	270	35	1
211	270	35	1
212	270	35	1
214	270	35	2
217	270	35	1
218	270	35	1
233	270	35	3
236	270	35	4
237	270	35	2
243	270	35	2
244	270	35	2
246	270	35	1
248	270	35	3
173	271	35	1
177	271	35	3
179	271	35	2
181	271	35	2
186	271	35	2
187	271	35	1
190	271	35	2
192	271	35	2
194	271	35	2
196	271	35	1
201	271	35	2
207	271	35	1
209	271	35	2
212	271	35	5
213	271	35	1
214	271	35	3
216	271	35	1
217	271	35	1
219	271	35	1
233	271	35	1
234	271	35	2
235	271	35	1
236	271	35	5
238	271	35	1
240	271	35	1
245	271	35	4
248	271	35	1
249	271	35	2
250	271	35	3
173	272	35	1
176	272	35	1
178	272	35	1
180	272	35	1
183	272	35	1
184	272	35	4
189	272	35	1
191	272	35	3
197	272	35	1
201	272	35	6
202	272	35	1
205	272	35	2
206	272	35	2
207	272	35	1
209	272	35	1
211	272	35	2
213	272	35	1
216	272	35	1
217	272	35	1
219	272	35	2
222	272	35	1
229	272	35	1
231	272	35	2
232	272	35	1
238	272	35	1
239	272	35	1
240	272	35	2
241	272	35	2
243	272	35	3
176	273	35	1
181	273	35	1
182	273	35	4
185	273	35	1
204	273	35	1
205	273	35	1
208	273	35	1
209	273	35	1
212	273	35	2
215	273	35	1
216	273	35	1
217	273	35	1
231	273	35	1
232	273	35	2
235	273	35	2
238	273	35	2
242	273	35	1
176	274	35	1
178	274	35	1
183	274	35	1
184	274	35	1
187	274	35	1
190	274	35	1
196	274	35	2
202	274	35	2
203	274	35	2
207	274	35	1
211	274	35	1
212	274	35	1
215	274	35	1
218	274	35	1
223	274	35	2
225	274	35	1
228	274	35	1
231	274	35	1
233	274	35	1
234	274	35	5
239	274	35	5
242	274	35	1
243	274	35	1
244	274	35	1
178	275	35	1
184	275	35	1
185	275	35	2
186	275	35	1
189	275	35	2
191	275	35	2
203	275	35	2
209	275	35	1
212	275	35	1
213	275	35	2
214	275	35	1
218	275	35	2
219	275	35	1
220	275	35	1
231	275	35	1
235	275	35	1
237	275	35	1
240	275	35	3
242	275	35	1
243	275	35	2
177	276	35	1
186	276	35	2
187	276	35	2
202	276	35	1
203	276	35	1
204	276	35	1
209	276	35	2
210	276	35	1
211	276	35	1
212	276	35	2
217	276	35	1
219	276	35	3
222	276	35	4
232	276	35	1
237	276	35	2
242	276	35	1
244	276	35	2
248	276	35	1
175	277	35	1
178	277	35	2
183	277	35	1
187	277	35	1
188	277	35	1
202	277	35	1
210	277	35	2
215	277	35	1
218	277	35	2
220	277	35	1
224	277	35	1
229	277	35	2
230	277	35	1
232	277	35	1
234	277	35	1
235	277	35	1
237	277	35	1
241	277	35	2
242	277	35	2
244	277	35	1
171	278	35	3
174	278	35	2
175	278	35	2
176	278	35	1
187	278	35	1
188	278	35	2
190	278	35	1
195	278	35	1
198	278	35	1
203	278	35	2
205	278	35	1
213	278	35	1
214	278	35	2
215	278	35	1
216	278	35	1
221	278	35	2
223	278	35	3
224	278	35	2
225	278	35	1
227	278	35	1
229	278	35	2
230	278	35	1
231	278	35	1
234	278	35	3
244	278	35	1
245	278	35	4
247	278	35	2
172	279	35	1
179	279	35	1
190	279	35	2
192	279	35	2
195	279	35	3
204	279	35	2
206	279	35	1
207	279	35	1
209	279	35	2
210	279	35	2
214	279	35	1
217	279	35	1
221	279	35	1
227	279	35	1
229	279	35	2
232	279	35	3
233	279	35	1
234	279	35	1
236	279	35	1
237	279	35	1
238	279	35	1
241	279	35	3
246	279	35	1
172	280	35	1
174	280	35	1
175	280	35	1
177	280	35	1
180	280	35	2
190	280	35	1
193	280	35	1
203	280	35	2
206	280	35	2
208	280	35	1
211	280	35	1
217	280	35	2
219	280	35	2
220	280	35	2
224	280	35	1
232	280	35	1
234	280	35	1
237	280	35	3
238	280	35	2
246	280	35	1
248	280	35	2
173	281	35	1
174	281	35	1
179	281	35	2
180	281	35	1
187	281	35	2
191	281	35	1
203	281	35	1
205	281	35	2
206	281	35	1
208	281	35	3
210	281	35	1
211	281	35	1
213	281	35	1
214	281	35	2
216	281	35	1
222	281	35	1
226	281	35	3
228	281	35	4
230	281	35	1
232	281	35	1
234	281	35	1
235	281	35	1
240	281	35	2
244	281	35	1
179	282	35	1
186	282	35	1
187	282	35	1
189	282	35	2
190	282	35	2
208	282	35	1
209	282	35	2
213	282	35	3
214	282	35	2
215	282	35	1
218	282	35	1
220	282	35	1
221	282	35	2
224	282	35	2
227	282	35	1
229	282	35	3
231	282	35	2
232	282	35	1
242	282	35	1
245	282	35	1
171	283	35	1
173	283	35	1
175	283	35	1
181	283	35	1
188	283	35	2
191	283	35	1
204	283	35	2
205	283	35	1
207	283	35	1
208	283	35	2
209	283	35	2
211	283	35	1
212	283	35	2
223	283	35	1
228	283	35	2
229	283	35	2
232	283	35	2
233	283	35	3
238	283	35	1
