x	y	z	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
235	278	24	1
237	278	24	1
239	278	24	2
241	279	24	1
245	287	24	1
249	288	24	1
244	289	24	1
238	270	25	1
227	272	25	1
233	272	25	1
236	273	25	1
238	273	25	1
230	274	25	2
233	274	25	2
232.5	276.5	25.5	1
237	276	25	1
231	277	25	1
232	277	25	1
234	277	25	1
231	278	25	1
233	278	25	1
238	278	25	1
231	279	25	1
232	279	25	2
233	279	25	1
234	279	25	2
240	279	25	1
234	280	25	1
245	280	25	1
235	281	25	1
237	281	25	1
248	281	25	1
231	282	25	1
239	282	25	1
245	282	25	1
248	282	25	1
230	283	25	1
235	283	25	1
240	283	25	1
241	283	25	1
245	283	25	1
247	283	25	1
237	284	25	1
245	284	25	1
252	284	25	1
234	285	25	1
238	285	25	1
241	285	25	1
248	285	25	1
218	286	25	2
232	286	25	1
236	286	25	1
240	286	25	1
242	286	25	1
251	287	25	1
239	288	25	1
242	288	25	1
235	289	25	1
237	289	25	1
235	290	25	1
240	290	25	1
249	290	25	1
250	290	25	1
242	291	25	1
246	291	25	1
251	291	25	1
235	292	25	1
238	292	25	1
242	292	25	1
244	293	25	1
244	294	25	2
247	294	25	1
237	295	25	1
242	296	25	1
240	298	25	1
229	264	26	1
237	266	26	1
241	267	26	1
241	268	26	1
236	269	26	1
235	270	26	1
236	270	26	1
250	270	26	1
223	272	26	1
226	272	26	2
249	273	26	2
233	274	26	1
238	274	26	1
249	275	26	1
231	276	26	1
232	276	26	1
237	276	26	1
210	277	26	1
235	277	26	1
237	277	26	1
240	277	26	1
231	278	26	1
240	278	26	1
243	278	26	2
251	278	26	1
231	279	26	1
234	279	26	1
248	279	26	1
234	280	26	2
236	280	26	1
250	280	26	1
237	281	26	1
250	281	26	1
234	282	26	1
237	282	26	2
246	282	26	1
227	283	26	1
231	283	26	1
245	283	26	1
232	284	26	1
233	284	26	1
236	284	26	1
245	284	26	1
250	284	26	1
212	285	26	1
234	285	26	1
240	285	26	1
241	285	26	1
244	285	26	1
247	285	26	1
253	285	26	1
234	286	26	1
250	286	26	1
252	286	26	1
237	287	26	1
248	287	26	1
232	288	26	1
236	288	26	1
227	289	26	1
231	289	26	1
233	289	26	1
237	289	26	1
243	289	26	1
252	289	26	2
225	290	26	2
237	290	26	1
243	290	26	1
226	291	26	1
232	291	26	1
239	291	26	1
240	291	26	1
245	291	26	1
239	292	26	1
246	292	26	1
254	292	26	1
220	294	26	2
235	294	26	1
239	294	26	2
240	294	26	1
243	294	26	1
244	294	26	1
245	294	26	2
246	294	26	1
241	295	26	1
254	295	26	1
245	297	26	1
235	298	26	1
240	299	26	1
241	299	26	1
225	300	26	2
236	300	26	1
184	258	27	1
215	258	27	1
188	259	27	2
226	259	27	1
176	260	27	1
184	260	27	1
226	260	27	1
227	260	27	1
233	260	27	1
182	261	27	1
222	261	27	1
231	261	27	1
182	262	27	1
227	262	27	1
232	262	27	1
181	263	27	2
184	263	27	1
215	263	27	2
229	263	27	1
232	263	27	2
238	263	27	1
225	264	27	1
226	264	27	1
229	264	27	2
234	264	27	1
184	265	27	1
221	265	27	1
225	265	27	1
232	265	27	1
233	265	27	1
235	265	27	1
237	265	27	1
238	265	27	1
240	265	27	1
178	266	27	1
179	266	27	1
229	266	27	1
230	266	27	1
235	266	27	1
237	266	27	1
229	267	27	1
231	267	27	1
235	267	27	1
240	267	27	1
179	268	27	2
214	268	27	1
222	268	27	2
226	268	27	1
229	268	27	1
238	268	27	1
248	268	27	1
214	269	27	1
215	269	27	1
224	269	27	1
231	269	27	1
232	269	27	1
236	269	27	1
217	270	27	1
221	270	27	1
226	270	27	1
232	270	27	1
242	270	27	2
244	270	27	1
180	271	27	1
182	271	27	1
208	271	27	1
209	271	27	2
211	271	27	1
215	271	27	1
225	271	27	1
234	271	27	2
239	271	27	1
249	271	27	1
251	271	27	1
176	272	27	1
206	272	27	1
228	272	27	1
229	272	27	2
234	272	27	1
235	272	27	1
240	272	27	1
249	272	27	1
203	273	27	3
210	273	27	1
213	273	27	1
178	274	27	1
206	274	27	1
207	274	27	1
208	274	27	1
221	274	27	1
229	274	27	1
231	274	27	1
233	274	27	1
235	274	27	1
239	274	27	1
254	274	27	2
205	275	27	1
206	275	27	1
212	275	27	2
214	275	27	1
217	275	27	1
218	275	27	1
222	275	27	2
228	275	27	1
233	275	27	2
235	275	27	1
250	275	27	1
207	276	27	1
210	276	27	1
213	276	27	1
217	276	27	1
219	276	27	1
220	276	27	1
227	276	27	2
234	276	27	2
210	277	27	1
211	277	27	2
220	277	27	3
227	277	27	1
232	277	27	2
238	277	27	1
243	277	27	1
244	277	27	1
203	278	27	1
204	278	27	1
208	278	27	1
209	278	27	1
211	278	27	2
214	278	27	1
219	278	27	1
221	278	27	1
224	278	27	2
229	278	27	1
233	278	27	1
244	278	27	1
246	278	27	1
252	278	27	1
210	279	27	1
245	279	27	1
248	279	27	1
257	279	27	1
208	280	27	1
209	280	27	2
236	280	27	2
248	280	27	1
229	281	27	2
233	281	27	1
237	281	27	1
239	281	27	1
241	281	27	1
244	281	27	1
245	281	27	1
251	281	27	1
254	281	27	1
205	282	27	1
209	282	27	1
215	282	27	1
227	282	27	1
245	282	27	1
247	282	27	1
207	283	27	1
221	283	27	1
227	283	27	1
234	283	27	1
235	283	27	1
239	283	27	1
241	283	27	1
255	283	27	2
256	283	27	1
208	284	27	1
212	284	27	1
213	284	27	1
230	284	27	1
235	284	27	1
238	284	27	1
254	284	27	1
200	285	27	1
210	285	27	2
211	285	27	1
220	285	27	1
228	285	27	1
235	285	27	1
236	285	27	1
239	285	27	1
246	285	27	2
255	285	27	2
214	286	27	1
224	286	27	1
233	286	27	1
235	286	27	1
239	286	27	1
248	286	27	2
207	287	27	1
214	287	27	1
219	287	27	1
223	287	27	1
227	287	27	2
231	287	27	1
233	287	27	1
251	287	27	1
252	287	27	1
255	287	27	1
211	288	27	1
231	288	27	1
235	288	27	1
252	288	27	1
255	288	27	1
219	289	27	3
226	289	27	1
232	289	27	2
234	289	27	2
240	289	27	1
251	289	27	1
219	290	27	2
228	290	27	1
231	290	27	4
233	290	27	1
234	290	27	1
235	290	27	1
240	290	27	1
241	290	27	1
246	290	27	1
224	291	27	1
227	291	27	1
233	291	27	1
235	291	27	1
237	291	27	1
242	291	27	1
250	291	27	1
212	292	27	1
221	292	27	1
226	292	27	1
238	292	27	1
250	292	27	2
252	292	27	2
253	292	27	1
254	292	27	1
221	293	27	1
222	293	27	1
234	293	27	1
238	293	27	1
243	293	27	1
245	293	27	1
213	294	27	1
220	294	27	1
231	294	27	1
245	294	27	1
253	294	27	1
254	294	27	1
218	295	27	1
219	295	27	2
221	295	27	1
244	295	27	1
246	295	27	1
251	295	27	1
252	295	27	1
238	296	27	1
245	296	27	1
247	296	27	1
252	296	27	1
238	297	27	1
242	297	27	1
244	297	27	1
249	297	27	1
252	297	27	1
223	298	27	2
224	298	27	1
236	298	27	1
237	298	27	1
238	298	27	1
244	298	27	1
248	298	27	1
223	299	27	1
226	299	27	1
230	299	27	1
237	299	27	2
239	299	27	1
241	299	27	1
242	299	27	1
245	299	27	1
247	299	27	1
236	300	27	2
239	300	27	1
240	300	27	1
234	301	27	2
236	301	27	1
240	301	27	1
241	301	27	1
234	302	27	1
237	302	27	1
238	304	27	1
243	304	27	1
237	305	27	1
234	265	28	1
234	266	28	1
234	267	28	1
235	268	28	2
236	268	28	1
250	270	28	1
206	272	28	1
233	276	28	1
235	277	28	1
236	278	28	1
235	280	28	1
208	281	28	1
250	281	28	1
246	282	28	1
249	282	28	1
238	283	28	1
238	285	28	2
232	286	28	1
247	286	28	1
227	289	28	1
228	289	28	1
248	289	28	1
242	290	28	1
237	291	28	1
240	291	28	1
241	291	28	1
247	291	28	1
222	292	28	1
241	292	28	1
250	292	28	1
250	294	28	1
240	295	28	1
245	295	28	1
240	296	28	1
245	297	28	1
229	255	29	2
182	257	29	1
181	258	29	1
235	258	29	1
188	259	29	1
229	259	29	1
181	260	29	1
183	261	29	1
220	262	29	1
222	263	29	1
234	263	29	1
230	264	29	1
238	264	29	1
181	265	29	1
238	265	29	1
249	265	29	1
195	266	29	1
197	266	29	1
228	266	29	1
192	267	29	1
193	267	29	2
214	267	29	1
236	267	29	1
241	267	29	1
194	268	29	1
201	268	29	1
226	268	29	1
234	268	29	1
180	269	29	1
237	269	29	2
178	270	29	1
196	270	29	1
215	270	29	1
231	270	29	1
234	270	29	1
237	270	29	1
182	271	29	1
204	271	29	1
215	271	29	1
240	271	29	1
241	271	29	1
242	271	29	1
251	271	29	1
214	272	29	1
235	272	29	2
238	272	29	1
207	273	29	1
236	273	29	1
238	273	29	1
250	273	29	1
180	274	29	1
206	274	29	1
238	274	29	1
240	274	29	1
231	275	29	2
241	275	29	2
240	276	29	1
241	276	29	1
250	276	29	1
237	277	29	1
251	277	29	1
238	278	29	2
234	279	29	1
236	279	29	1
249	279	29	1
233	280	29	1
241	281	29	3
246	281	29	1
249	281	29	1
250	281	29	1
206	282	29	1
241	282	29	1
245	282	29	1
251	282	29	1
231	283	29	1
234	283	29	1
238	283	29	1
245	283	29	1
222	284	29	1
234	284	29	2
240	284	29	2
241	284	29	1
238	285	29	1
239	285	29	1
241	286	29	1
242	286	29	1
232	287	29	1
234	287	29	1
