x	y	z	Calmodulin induced events
245	288	32	1
249	288	32	1
253	288	32	1
258	288	32	1
227	289	32	1
229	289	32	1
237	289	32	2
238	289	32	1
239	289	32	1
247	289	32	1
185	290	32	1
187	290	32	1
206	290	32	2
221	290	32	1
230	290	32	2
234	290	32	1
236	290	32	1
237	290	32	1
248	290	32	1
250	290	32	1
252	290	32	1
245	291	32	3
256	291	32	2
225	292	32	1
227	292	32	2
228	292	32	1
246	292	32	1
249	292	32	1
250	292	32	1
251	292	32	1
257	292	32	1
198	293	32	1
220	293	32	1
228	293	32	1
230	293	32	1
236	293	32	2
237	293	32	1
241	293	32	1
242	293	32	1
251	293	32	1
253	293	32	1
256	293	32	1
180	294	32	2
197	294	32	2
198	294	32	1
204	294	32	1
223	294	32	1
239	294	32	1
246	294	32	1
195	295	32	1
226	295	32	1
227	295	32	1
228	295	32	2
231	295	32	1
245	295	32	1
247	295	32	1
249	295	32	1
253	295	32	1
187	296	32	3
225	296	32	1
230	296	32	1
233	296	32	1
234	296	32	1
241	296	32	1
251	296	32	1
225	297	32	1
230	297	32	1
234	297	32	1
246	297	32	1
255	297	32	1
195	298	32	1
197	298	32	1
198	298	32	1
221	298	32	1
227	298	32	1
228	298	32	1
233	298	32	1
234	298	32	2
236	298	32	1
237	298	32	1
238	298	32	1
244	298	32	2
247	298	32	1
250	298	32	2
251	298	32	1
196	299	32	1
226	299	32	1
228	299	32	1
233	299	32	1
235	299	32	1
236	299	32	1
237	299	32	2
244	299	32	1
245	299	32	1
247	299	32	1
196	300	32	1
197	300	32	1
228	300	32	1
239	300	32	2
198	301	32	1
224	301	32	1
231	301	32	1
234	301	32	1
239	301	32	2
249	301	32	1
230	302	32	2
231	302	32	1
233	302	32	1
236	302	32	1
247	302	32	1
223	303	32	1
226	303	32	1
234	303	32	2
242	303	32	1
244	303	32	2
220	304	32	1
225	304	32	1
230	304	32	1
234	304	32	1
235	304	32	1
244	304	32	1
226	305	32	1
234	305	32	1
222	306	32	2
224	306	32	2
237	306	32	2
241	306	32	1
222	307	32	1
225	307	32	1
226	307	32	1
228	309	32	1
234	309	32	1
235	309	32	1
227	310	32	1
230	310	32	1
225	311	32	1
234	311	32	1
228	250	33	1
230	251	33	1
231	252	33	1
216	253	33	1
218	253	33	1
221	253	33	1
224	253	33	1
228	253	33	1
237	253	33	1
240	253	33	1
193	254	33	1
217	254	33	1
220	254	33	1
225	254	33	1
226	254	33	1
230	254	33	1
231	254	33	1
232	254	33	1
239	254	33	1
223	255	33	1
226	255	33	4
236	255	33	1
237	255	33	1
223	256	33	1
230	256	33	1
216	257	33	1
217	257	33	1
218	257	33	2
219	257	33	1
227	257	33	1
239	257	33	1
219	258	33	1
231	258	33	1
235	258	33	1
242	258	33	1
244	258	33	1
194	259	33	1
209	259	33	1
213	259	33	1
224	259	33	1
227	259	33	1
228	259	33	1
242	259	33	1
243	259	33	2
208	260	33	1
212	260	33	1
219	260	33	2
229	260	33	2
233	260	33	2
239	260	33	2
241	260	33	1
243	260	33	1
193	261	33	1
211	261	33	1
222	261	33	1
225	261	33	1
227	261	33	1
240	261	33	1
241	261	33	1
242	261	33	1
244	261	33	1
191	262	33	1
209	262	33	1
212	262	33	1
215	262	33	1
218	262	33	1
230	262	33	1
238	262	33	1
241	262	33	1
242	262	33	1
245	262	33	1
185	263	33	1
189	263	33	1
194	263	33	1
199	263	33	2
200	263	33	1
211	263	33	1
213	263	33	2
217	263	33	1
219	263	33	1
222	263	33	1
223	263	33	1
228	263	33	2
237	263	33	1
238	263	33	1
239	263	33	1
240	263	33	1
249	263	33	1
190	264	33	1
194	264	33	1
215	264	33	1
217	264	33	2
218	264	33	1
221	264	33	1
239	264	33	1
246	264	33	1
249	264	33	1
250	264	33	1
189	265	33	1
191	265	33	1
192	265	33	1
208	265	33	1
211	265	33	1
212	265	33	1
213	265	33	1
218	265	33	1
226	265	33	1
229	265	33	1
239	265	33	1
245	265	33	1
185	266	33	2
187	266	33	1
188	266	33	1
208	266	33	1
215	266	33	1
218	266	33	1
221	266	33	1
230	266	33	1
239	266	33	1
247	266	33	1
183	267	33	1
197	267	33	1
205	267	33	1
225	267	33	1
227	267	33	2
231	267	33	1
235	267	33	1
241	267	33	1
242	267	33	1
244	267	33	1
246	267	33	1
192	268	33	1
206	268	33	2
209	268	33	1
216	268	33	1
220	268	33	1
225	268	33	1
232	268	33	1
235	268	33	1
242	268	33	1
243	268	33	1
250	268	33	2
184	269	33	2
196	269	33	1
208	269	33	1
216	269	33	2
217	269	33	1
219	269	33	1
224	269	33	1
233	269	33	1
245	269	33	2
183	270	33	1
184	270	33	1
185	270	33	1
198	270	33	2
206	270	33	1
207	270	33	1
209	270	33	1
210	270	33	1
215	270	33	1
223	270	33	1
233	270	33	1
234	270	33	2
240	270	33	1
242	270	33	2
247	270	33	1
248	270	33	1
249	270	33	1
251	270	33	1
252	270	33	2
187	271	33	2
192	271	33	1
205	271	33	2
206	271	33	1
209	271	33	1
214	271	33	1
224	271	33	3
225	271	33	2
233	271	33	1
235	271	33	1
237	271	33	1
238	271	33	1
239	271	33	1
247	271	33	1
253	271	33	1
173	272	33	1
201	272	33	3
204	272	33	1
232	272	33	1
235	272	33	1
240	272	33	1
250	272	33	1
254	272	33	2
174	273	33	2
182	273	33	1
188	273	33	1
227	273	33	3
235	273	33	1
239	273	33	1
248	273	33	2
253	273	33	1
181	274	33	1
185	274	33	3
190	274	33	2
193	274	33	1
209	274	33	1
211	274	33	1
227	274	33	1
229	274	33	1
243	274	33	1
244	274	33	1
175	275	33	1
184	275	33	1
205	275	33	2
207	275	33	1
216	275	33	1
227	275	33	1
235	275	33	1
250	275	33	1
192	276	33	2
207	276	33	3
214	276	33	2
232	276	33	1
244	276	33	1
176	277	33	1
209	277	33	1
210	277	33	1
224	277	33	1
236	277	33	1
241	277	33	3
242	277	33	1
244	277	33	1
176	278	33	1
207	278	33	3
211	278	33	1
234	278	33	1
238	278	33	1
239	278	33	1
176	279	33	1
178	279	33	1
207	279	33	1
210	279	33	1
241	279	33	1
244	279	33	2
245	279	33	1
177	280	33	1
207	280	33	1
208	280	33	1
214	280	33	1
226	280	33	1
232	280	33	1
237	280	33	1
251	280	33	1
173	281	33	2
186	281	33	1
207	281	33	1
217	281	33	1
219	281	33	1
221	281	33	1
224	281	33	1
230	281	33	1
233	281	33	2
241	281	33	1
248	281	33	1
177	282	33	1
179	282	33	1
205	282	33	1
207	282	33	2
214	282	33	1
218	282	33	1
232	282	33	1
252	282	33	1
253	282	33	1
174	283	33	2
179	283	33	1
181	283	33	1
212	283	33	1
218	283	33	2
221	283	33	1
230	283	33	2
246	283	33	1
249	283	33	1
253	283	33	1
175	284	33	1
205	284	33	2
207	284	33	1
211	284	33	1
224	284	33	1
226	284	33	1
231	284	33	1
233	284	33	1
244	284	33	1
178	285	33	1
220	285	33	1
225	285	33	1
228	285	33	1
230	285	33	1
233	285	33	1
236	285	33	2
238	285	33	1
241	285	33	1
242	285	33	1
243	285	33	1
178	286	33	1
201	286	33	1
203	286	33	1
208	286	33	2
218	286	33	1
220	286	33	1
228	286	33	1
239	286	33	1
242	286	33	1
244	286	33	1
252	286	33	1
199	287	33	1
219	287	33	1
220	287	33	1
221	287	33	2
224	287	33	1
230	287	33	1
233	287	33	1
246	287	33	1
247	287	33	1
187	288	33	1
230	288	33	1
231	288	33	1
233	288	33	1
236	288	33	1
246	288	33	1
248	288	33	1
249	288	33	1
250	288	33	2
257	288	33	1
203	289	33	2
224	289	33	1
231	289	33	1
237	289	33	1
241.5	289.5	33.5	1
245	289	33	1
199	290	33	1
207	290	33	1
225	290	33	1
231	290	33	1
233	290	33	1
241	290	33	1
246	290	33	1
247	290	33	1
248	290	33	1
255	290	33	1
199	291	33	1
201	291	33	1
203	291	33	1
226	291	33	1
231	291	33	1
241	291	33	1
244	291	33	1
246	291	33	1
229	292	33	1
233	292	33	1
238	292	33	1
242	292	33	1
246	292	33	1
249	292	33	1
253	292	33	1
254	292	33	1
177	293	33	1
185	293	33	1
223	293	33	2
229	293	33	1
223	294	33	1
227	294	33	1
231	294	33	1
237	294	33	1
197	295	33	1
204	295	33	1
231	295	33	1
232	295	33	1
238	295	33	1
243	295	33	2
247	295	33	1
179	296	33	1
195	296	33	1
226	296	33	1
228	296	33	1
235	296	33	1
241	296	33	1
245	296	33	1
197	297	33	1
225	297	33	1
226	297	33	1
227	297	33	1
233	297	33	1
235	297	33	1
194	298	33	1
200	298	33	1
223	298	33	1
234	298	33	1
241	298	33	1
243	298	33	1
244	298	33	2
196	299	33	2
198	299	33	1
222	299	33	1
228	299	33	1
230	299	33	1
232	299	33	1
235	299	33	1
243	299	33	1
246	299	33	2
227	300	33	1
229	300	33	1
230	300	33	2
231	300	33	1
238	300	33	1
223	301	33	2
236	301	33	2
238	301	33	1
244	301	33	2
227	302	33	1
228	302	33	1
229	302	33	1
207	303	33	1
222	303	33	1
223	303	33	1
228	303	33	1
234	303	33	1
236	303	33	1
243	303	33	1
223	304	33	1
230	304	33	1
235	304	33	1
237	304	33	1
208	305	33	1
222	305	33	1
230	305	33	2
235	305	33	1
223	306	33	1
236	306	33	1
226	307	33	1
241	307	33	1
221	308	33	2
222	308	33	1
224	308	33	1
235	308	33	1
228	309	33	1
233	309	33	1
237	309	33	1
217	310	33	1
234	310	33	1
235	311	33	1
228	312	33	1
231	312	33	1
223	313	33	2
225	313	33	1
233	313	33	1
234	313	33	1
230	314	33	1
234	314	33	1
235	314	33	2
230	318	33	1
226	250	34	1
228	251	34	1
230	252	34	1
216	253	34	1
226	253	34	1
227	253	34	2
228	253	34	2
232	253	34	1
217	254	34	1
228	254	34	1
233	254	34	1
227	255	34	2
237	255	34	1
242	255	34	1
215	256	34	1
219	256	34	1
221	256	34	2
227	256	34	1
217	257	34	1
219	257	34	1
220	257	34	1
223	257	34	1
225	257	34	1
237	257	34	1
200	258	34	1
212	258	34	1
218	258	34	1
221	258	34	2
223	258	34	1
227	258	34	1
218	259	34	2
219	259	34	1
227	259	34	1
230	259	34	1
233	259	34	1
241	259	34	1
214	260	34	1
216	260	34	1
220	260	34	1
226	260	34	1
236	260	34	1
240	260	34	1
204	261	34	1
214	261	34	1
226	261	34	1
227	261	34	1
228	261	34	1
240	261	34	1
242	261	34	1
210	262	34	1
214	262	34	1
215	262	34	1
217	262	34	1
223	262	34	1
233	262	34	1
234	262	34	1
240	262	34	1
241	262	34	2
246	262	34	1
247	262	34	1
185	263	34	1
192	263	34	2
204	263	34	1
210	263	34	1
218	263	34	1
222	263	34	1
226	263	34	1
227	263	34	1
232	263	34	1
234	263	34	1
186	264	34	1
188	264	34	1
205	264	34	1
212	264	34	2
218	264	34	1
221	264	34	1
223	264	34	1
226	264	34	1
233	264	34	1
234	264	34	2
245	264	34	1
247	264	34	1
176	265	34	1
189	265	34	1
191	265	34	1
193	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
207	265	34	2
217	265	34	1
221	265	34	1
226	265	34	1
228	265	34	1
234	265	34	1
239	265	34	2
248	265	34	1
175	266	34	1
186	266	34	1
194	266	34	1
195	266	34	1
196	266	34	2
204	266	34	1
211	266	34	2
233	266	34	1
243	266	34	1
244	266	34	1
250	266	34	1
183	267	34	1
192	267	34	1
193	267	34	1
196	267	34	2
197	267	34	1
214	267	34	1
216	267	34	1
217	267	34	1
218	267	34	1
228	267	34	1
230	267	34	2
231	267	34	2
232	267	34	1
240	267	34	2
243	267	34	1
176	268	34	1
195	268	34	1
221	268	34	1
247	268	34	1
249	268	34	1
175	269	34	1
189	269	34	1
198	269	34	1
204	269	34	1
209	269	34	1
212	269	34	1
216	269	34	1
217	269	34	1
220	269	34	2
231	269	34	1
239	269	34	2
243	269	34	1
248	269	34	1
250	269	34	1
179	270	34	2
183	270	34	1
186	270	34	1
187	270	34	1
197	270	34	1
205	270	34	1
209	270	34	1
216	270	34	1
217	270	34	1
241	270	34	1
245	270	34	1
251	270	34	2
177	271	34	1
182	271	34	1
188	271	34	1
214	271	34	1
215	271	34	2
220	271	34	1
226	271	34	1
241	271	34	1
173	272	34	1
184	272	34	1
185	272	34	1
188	272	34	1
207	272	34	1
213	272	34	1
214	272	34	3
218	272	34	1
228	272	34	1
229	272	34	1
241	272	34	1
170	273	34	1
173	273	34	1
185	273	34	1
197	273	34	2
204	273	34	1
205	273	34	3
208	273	34	1
213	273	34	1
229	273	34	1
233	273	34	2
236	273	34	1
243	273	34	1
245	273	34	1
248	273	34	1
170	274	34	1
180	274	34	1
204	274	34	1
209	274	34	2
212	274	34	1
213	274	34	1
218	274	34	1
233	274	34	1
235	274	34	1
237	274	34	1
241	274	34	2
250	274	34	3
179	275	34	1
206	275	34	1
214	275	34	1
215	275	34	1
216	275	34	2
240	275	34	1
246	275	34	1
175	276	34	1
187	276	34	3
206	276	34	1
209	276	34	1
212	276	34	1
219	276	34	1
233	276	34	1
240	276	34	1
245	276	34	1
184	277	34	1
186	277	34	1
189	277	34	1
203	277	34	1
206	277	34	2
211	277	34	1
244	277	34	1
245	277	34	1
203	278	34	1
205	278	34	1
206	278	34	1
207	278	34	1
208	278	34	2
226	278	34	1
179	279	34	1
192	279	34	1
208	279	34	1
215	279	34	1
219	279	34	1
227	279	34	1
232	279	34	1
236	279	34	1
237	279	34	1
241	279	34	1
174	280	34	1
176	280	34	1
181	280	34	1
192	280	34	1
193	280	34	1
205	280	34	1
206	280	34	2
207	280	34	1
209	280	34	1
210	280	34	2
215	280	34	1
221	280	34	1
224	280	34	1
235	280	34	1
236	280	34	1
239	280	34	1
242	280	34	1
174	281	34	1
191	281	34	1
221	281	34	1
228	281	34	1
241	281	34	1
244	281	34	1
245	281	34	1
175	282	34	2
182	282	34	1
204	282	34	1
207	282	34	2
208	282	34	1
210	282	34	1
215	282	34	1
234	282	34	2
240	282	34	1
248	282	34	1
251	282	34	1
181	283	34	2
206	283	34	1
209	283	34	1
218	283	34	1
222	283	34	1
227	283	34	1
228	283	34	1
231	283	34	1
232	283	34	1
235	283	34	1
247	283	34	1
249	283	34	1
184	284	34	1
185	284	34	2
207	284	34	1
211	284	34	1
222	284	34	2
231	284	34	1
234	284	34	1
246	284	34	1
247	284	34	1
181	285	34	1
204	285	34	1
205	285	34	1
206	285	34	1
208	285	34	1
219	285	34	1
222	285	34	1
224	285	34	1
226	285	34	1
230	285	34	1
231	285	34	1
237	285	34	1
238	285	34	1
240	285	34	1
245	285	34	1
187	286	34	1
188	286	34	1
190	286	34	1
207	286	34	1
218	286	34	1
222	286	34	1
228	286	34	1
239	286	34	1
242	286	34	1
243	286	34	1
255	286	34	1
209	287	34	1
223	287	34	1
224	287	34	1
227	287	34	1
231	287	34	1
234	287	34	1
236	287	34	1
239	287	34	1
243	287	34	1
252	287	34	1
186	288	34	1
203	288	34	1
204	288	34	3
205	288	34	3
206	288	34	2
209	288	34	1
221	288	34	1
224	288	34	1
226	288	34	1
228	288	34	1
240	288	34	2
245	288	34	1
248	288	34	2
255	288	34	1
175	289	34	1
232	289	34	1
241	289	34	1
245	289	34	2
246	289	34	1
257	289	34	1
187	290	34	1
232	290	34	1
244	290	34	1
199	291	34	1
200	291	34	1
221	291	34	1
225	291	34	3
229	291	34	1
235	291	34	1
237	291	34	1
241	291	34	1
246	291	34	1
248	291	34	1
204	292	34	4
221	292	34	1
223	292	34	1
232	292	34	1
233	292	34	1
247	292	34	1
182	293	34	2
194	293	34	1
202	293	34	1
205	293	34	1
225	293	34	1
229	293	34	1
230	293	34	2
242	293	34	1
177	294	34	1
198	294	34	1
199	294	34	1
201	294	34	1
206	294	34	1
221	294	34	1
226	294	34	1
236	294	34	1
242	294	34	1
245	294	34	1
192	295	34	1
196	295	34	2
202	295	34	1
220	295	34	1
225	295	34	1
230	295	34	1
232	295	34	1
236	295	34	2
244	295	34	1
184	296	34	1
202	296	34	1
221	296	34	1
226	296	34	1
229	296	34	1
236	296	34	1
237	296	34	1
240	296	34	1
244	296	34	1
245	296	34	1
179	297	34	1
195	297	34	1
199	297	34	1
202	297	34	1
220	297	34	2
232	297	34	2
233	297	34	2
234	297	34	1
236	297	34	1
245	297	34	1
194	298	34	1
196	298	34	1
234	298	34	1
235	298	34	1
248	298	34	1
180	299	34	1
199	299	34	1
207	299	34	1
226	299	34	2
227	299	34	1
232	299	34	1
236	299	34	1
241	299	34	1
245	299	34	1
226	300	34	1
237	300	34	1
238	300	34	1
241	300	34	1
242	300	34	1
244	300	34	1
246	300	34	1
198	301	34	1
246	301	34	1
226	302	34	1
229	302	34	1
230	302	34	1
237	302	34	1
243	302	34	1
241	303	34	1
243	303	34	3
240	304	34	1
244	304	34	1
223	305	34	2
226	305	34	1
227	305	34	1
228	305	34	1
230	305	34	1
232	305	34	2
237	305	34	2
203	306	34	1
222	306	34	1
224	306	34	1
233	306	34	1
235	306	34	1
236	306	34	1
221	307	34	1
232	307	34	2
236	307	34	1
237	307	34	1
240	307	34	1
222	308	34	1
229	308	34	1
233	308	34	1
240	308	34	1
225	309	34	1
227	309	34	1
233	309	34	1
216	310	34	1
226	310	34	1
229	310	34	2
227	311	34	1
230	311	34	1
222	312	34	2
232	312	34	1
221	313	34	2
234	313	34	2
225	314	34	1
227	315	34	2
233	316	34	1
227	317	34	1
232	317	34	1
235	318	34	1
227	251	35	1
225	253	35	1
223	254	35	1
220	255	35	1
223	255	35	1
224	255	35	1
226	255	35	1
231	255	35	1
220	256	35	1
221	256	35	1
228	256	35	1
230	256	35	1
240	256	35	1
243	256	35	1
216	257	35	1
223	257	35	1
226	257	35	1
217	258	35	1
218	258	35	1
222	258	35	2
230	258	35	1
234	258	35	2
235	258	35	1
242	258	35	2
244	258	35	1
201	259	35	1
210	259	35	1
218	259	35	1
222	259	35	1
223	259	35	1
224	259	35	1
225	259	35	1
226.5	259.5	35.5	1
230	259	35	2
234	259	35	1
190	260	35	1
216	260	35	2
221	260	35	1
225	260	35	2
228	260	35	1
216	261	35	1
218	261	35	1
223	261	35	1
228	261	35	1
233	261	35	2
235	261	35	2
237	261	35	1
241	261	35	3
206	262	35	1
207	262	35	1
211	262	35	1
224	262	35	1
226	262	35	1
228	262	35	1
236	262	35	1
237	262	35	1
238	262	35	2
248	262	35	2
189	263	35	1
191	263	35	1
208	263	35	1
214	263	35	1
216	263	35	1
217	263	35	1
224	263	35	1
226	263	35	1
234	263	35	2
237	263	35	1
238	263	35	1
244	263	35	1
250	263	35	2
209	264	35	1
217	264	35	1
218	264	35	1
231	264	35	1
232	264	35	1
245	264	35	2
250	264	35	1
185	265	35	1
195	265	35	1
202	265	35	1
205	265	35	1
211	265	35	1
214	265	35	1
218	265	35	1
222	265	35	1
223	265	35	1
232	265	35	1
233	265	35	1
241	265	35	2
242	265	35	1
247	265	35	1
249	265	35	1
184	266	35	1
188	266	35	2
194	266	35	1
197	266	35	1
219	266	35	1
228	266	35	1
230	266	35	1
233	266	35	1
236	266	35	1
240	266	35	1
242	266	35	1
243	266	35	2
245	266	35	1
250	266	35	1
186	267	35	1
187	267	35	1
190	267	35	2
205	267	35	2
207	267	35	1
210	267	35	1
212	267	35	1
214	267	35	2
218	267	35	1
222	267	35	1
233	267	35	1
243	267	35	1
245	267	35	2
177	268	35	1
189	268	35	2
205	268	35	1
208	268	35	1
213	268	35	1
214	268	35	1
216	268	35	1
217	268	35	1
225	268	35	1
233	268	35	1
234	268	35	1
240	268	35	2
242	268	35	1
248	268	35	2
249	268	35	1
252	268	35	1
178	269	35	1
180	269	35	1
181	269	35	1
185	269	35	1
186	269	35	1
188	269	35	1
191	269	35	1
218	269	35	1
234	269	35	1
238	269	35	1
240	269	35	1
246	269	35	1
248	269	35	2
173	270	35	1
179	270	35	1
185	270	35	1
186	270	35	2
196	270	35	1
211	270	35	1
213	270	35	1
220	270	35	1
240	270	35	1
243	270	35	2
246	270	35	1
248	270	35	1
249	270	35	1
179	271	35	1
189	271	35	1
190	271	35	1
198	271	35	1
207	271	35	2
213	271	35	1
217	271	35	1
220	271	35	1
235	271	35	1
238	271	35	1
250	271	35	1
174	272	35	1
178	272	35	1
182	272	35	1
183	272	35	1
197	272	35	1
201	272	35	1
202	272	35	1
203	272	35	1
205	272	35	1
208	272	35	1
210	272	35	1
216	272	35	1
219	272	35	1
234	272	35	1
235	272	35	1
239	272	35	2
244	272	35	3
179	273	35	1
181	273	35	1
182	273	35	1
183	273	35	1
184	273	35	1
204	273	35	1
206	273	35	1
216	273	35	1
228	273	35	3
231	273	35	1
232	273	35	1
178	274	35	1
181	274	35	1
183	274	35	1
184	274	35	1
186	274	35	1
196	274	35	1
203	274	35	1
213	274	35	1
215	274	35	1
218	274	35	1
224	274	35	2
231	274	35	1
233	274	35	1
236	274	35	1
238	274	35	1
243	274	35	1
184	275	35	1
191	275	35	1
203	275	35	1
210	275	35	1
213	275	35	1
218	275	35	1
220	275	35	1
225	275	35	2
235	275	35	1
245	275	35	1
178	276	35	1
186	276	35	2
188	276	35	1
202	276	35	1
209	276	35	1
218	276	35	1
220	276	35	2
222	276	35	1
230	276	35	2
232	276	35	1
233	276	35	2
237	276	35	1
243	276	35	1
244	276	35	2
182	277	35	1
188	277	35	2
202	277	35	1
204	277	35	1
208	277	35	1
210	277	35	3
220	277	35	1
229	277	35	2
230	277	35	1
235	277	35	1
236	277	35	1
242	277	35	1
202	278	35	1
204	278	35	1
214	278	35	1
227	278	35	1
229	278	35	1
230	278	35	1
231	278	35	1
238	278	35	1
244	278	35	1
179	279	35	1
192	279	35	1
193	279	35	2
203	279	35	1
204	279	35	2
222	279	35	1
236	279	35	1
238	279	35	1
241	279	35	1
177	280	35	1
179	280	35	1
194	280	35	1
207	280	35	2
220	280	35	1
223	280	35	1
226	280	35	1
174	281	35	2
179	281	35	1
205	281	35	1
208	281	35	1
210	281	35	1
211	281	35	1
222	281	35	1
223	281	35	1
226	281	35	1
228	281	35	1
229	281	35	1
179	282	35	1
187	282	35	1
190	282	35	1
202	282	35	1
205	282	35	1
207	282	35	1
210	282	35	1
218	282	35	1
219	282	35	1
225	282	35	1
229	282	35	1
231	282	35	1
232	282	35	1
244	282	35	1
183	283	35	1
189	283	35	1
191	283	35	2
205	283	35	2
207	283	35	1
210	283	35	2
211	283	35	2
216	283	35	1
220	283	35	1
222	283	35	1
223	283	35	1
226	283	35	1
227	283	35	1
228	283	35	1
245	283	35	1
186	284	35	1
200	284	35	1
203	284	35	1
205	284	35	1
212	284	35	1
214	284	35	1
220	284	35	1
232	284	35	1
236	284	35	2
243	284	35	1
249	284	35	1
178	285	35	2
180	285	35	1
198	285	35	1
200	285	35	1
201	285	35	1
203	285	35	3
217	285	35	1
234	285	35	1
183	286	35	1
187	286	35	1
199	286	35	1
207	286	35	1
215	286	35	1
216	286	35	1
219	286	35	1
220	286	35	1
221	286	35	1
243	286	35	1
174	287	35	2
189	287	35	2
206	287	35	1
219	287	35	1
223	287	35	2
228	287	35	1
229	287	35	1
233	287	35	1
246	287	35	1
186	288	35	1
195	288	35	1
196	288	35	1
200	288	35	1
220	288	35	1
222	288	35	1
232	288	35	1
246	288	35	1
174	289	35	1
193	289	35	1
200	289	35	1
204	289	35	1
205	289	35	2
207	289	35	2
236	289	35	1
244	289	35	1
245	289	35	1
250	289	35	1
184	290	35	1
200	290	35	1
203	290	35	1
205	290	35	1
235	290	35	2
243	290	35	1
245	290	35	1
176	291	35	1
185	291	35	1
191	291	35	2
194	291	35	1
195	291	35	1
198	291	35	1
223	291	35	1
226	291	35	1
230	291	35	1
232	291	35	1
237	291	35	1
242	291	35	1
182	292	35	1
183	292	35	1
188	292	35	1
194	292	35	1
197	292	35	1
198	292	35	1
200	292	35	1
201	292	35	1
203	292	35	1
204	292	35	1
222	292	35	1
245	292	35	1
185	293	35	2
196	293	35	1
229	293	35	1
230	293	35	1
231	293	35	1
236	293	35	1
239	293	35	2
242	293	35	1
187	294	35	1
218	294	35	2
220	294	35	1
231	294	35	1
236	294	35	1
245	294	35	1
204	295	35	1
220	295	35	1
223	295	35	1
204	296	35	1
205	296	35	1
219	296	35	1
221	296	35	1
236	296	35	1
243	296	35	2
197	297	35	1
202	297	35	1
227	297	35	1
229	297	35	1
236	297	35	1
237	297	35	1
239	297	35	1
248	297	35	1
191	298	35	1
220	298	35	2
229	298	35	1
236	298	35	1
245	298	35	2
196	299	35	2
199	299	35	2
200	299	35	1
236	299	35	2
238	299	35	1
240	299	35	1
226	300	35	1
227	300	35	2
229	300	35	2
236	300	35	2
239	300	35	1
228	301	35	2
231	301	35	1
233	301	35	1
235	301	35	1
238	301	35	1
241	301	35	1
243	301	35	1
244	301	35	1
245	301	35	1
199	302	35	1
223	302	35	1
224	302	35	1
231	302	35	1
233	302	35	3
242	302	35	1
244	302	35	1
230	303	35	2
232	303	35	2
234	303	35	1
243	303	35	1
207	304	35	1
225	304	35	1
233	304	35	1
239	304	35	1
241	304	35	1
243	304	35	1
234	305	35	1
206	306	35	1
220	306	35	1
222	306	35	2
227	306	35	1
228	306	35	1
231	306	35	1
232	306	35	3
235	306	35	1
236	306	35	1
239	306	35	1
240	306	35	1
221	307	35	1
223	307	35	2
226	307	35	1
231	307	35	4
234	307	35	1
236	307	35	2
242	307	35	1
243	307	35	1
222	308	35	1
224	308	35	2
229	308	35	1
231	308	35	1
202	309	35	1
223	309	35	2
234	309	35	1
242	309	35	2
219	310	35	1
232	310	35	1
216	311	35	1
221	311	35	1
222	311	35	1
223	311	35	1
229	311	35	1
217	312	35	2
225	312	35	1
234	312	35	1
223	313	35	1
232	313	35	1
228	314	35	1
230	314	35	1
235	314	35	1
237	314	35	1
227	317	35	1
234	317	35	1
240	317	35	1
212	318	35	1
224	253	36	2
228	253	36	1
223	255	36	1
224	255	36	1
226	255	36	1
218	256	36	2
225	256	36	1
219	257	36	1
228	257	36	1
216	258	36	2
220	258	36	1
224	258	36	1
226	258	36	1
229	258	36	1
217	259	36	1
218	259	36	1
219	259	36	1
221	259	36	1
232	259	36	1
233	259	36	1
217	260	36	2
230	260	36	1
211	261	36	1
216	261	36	1
226	261	36	1
232	261	36	2
234	261	36	1
237	261	36	2
238	261	36	1
242	261	36	1
190	262	36	1
219	262	36	3
223	262	36	1
242	262	36	1
244	262	36	1
245	262	36	1
189	263	36	1
193	263	36	1
219	263	36	1
222	263	36	1
231	263	36	2
233	263	36	2
235	263	36	1
240	263	36	1
242	263	36	2
188	264	36	1
206	264	36	1
210	264	36	1
215	264	36	1
220	264	36	1
222	264	36	2
226	264	36	1
230	264	36	1
233	264	36	1
238	264	36	2
191	265	36	1
211	265	36	1
230	265	36	1
233	265	36	1
235	265	36	2
240	265	36	1
248	265	36	1
186	266	36	1
188	266	36	1
205	266	36	1
215	266	36	2
219	266	36	1
226	266	36	1
231	266	36	1
243	266	36	1
244	266	36	1
248	266	36	1
186	267	36	1
192	267	36	1
194	267	36	1
195	267	36	1
210	267	36	2
219	267	36	1
229	267	36	1
232	267	36	1
233	267	36	1
242	267	36	1
191	268	36	1
196	268	36	1
205	268	36	1
213	268	36	1
234	268	36	1
235	268	36	1
239	268	36	3
250	268	36	1
186	269	36	1
191	269	36	1
208	269	36	1
219	269	36	2
236	269	36	1
237	269	36	1
185	270	36	1
192	270	36	1
206	270	36	1
212	270	36	1
214	270	36	1
217	270	36	1
221	270	36	1
237	270	36	1
248	270	36	2
176	271	36	1
193	271	36	1
213	271	36	1
215	271	36	1
216	271	36	1
218	271	36	1
248	271	36	1
249	271	36	1
179	272	36	1
185	272	36	1
199	272	36	2
207	272	36	1
213	272	36	1
222	272	36	2
178	273	36	2
208	273	36	1
210	273	36	2
211	273	36	1
241	273	36	1
176	274	36	1
188	274	36	1
203	274	36	1
205	274	36	1
210	274	36	1
211	274	36	1
212	274	36	2
215	274	36	1
218	274	36	1
233	274	36	1
