x	y	z	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
240	286	21	1
239	272	24	1
244	286	24	1
239	287	24	1
244	289	24	1
246	289	24	1
244	290	24	1
232	265	25	1
233	269	25	1
234	271	25	1
227	272	25	1
230	272	25	1
233	272	25	2
238	272	25	1
236	273	25	1
238	274	25	1
237	275	25	1
232.5	276.5	25.5	1
237	276	25	1
234	277	25	2
236	277	25	2
231	278	25	2
238	278	25	1
239	279	25	3
247	279	25	1
232	280	25	1
233	280	25	1
239	280	25	1
241	280	25	1
231	281	25	2
240	281	25	2
241	281	25	1
243	281	25	1
248	281	25	1
249	281	25	1
232	282	25	1
239	282	25	1
247	282	25	1
231	283	25	1
233	283	25	1
237	283	25	1
247	283	25	1
247	284	25	1
250	284	25	1
215	285	25	1
234	285	25	3
238	285	25	1
239	285	25	1
240	285	25	1
241	285	25	1
243	285	25	1
244	285	25	1
246	285	25	1
232	286	25	1
234	286	25	2
241	286	25	1
243	286	25	2
237	287	25	1
242	287	25	1
249	287	25	1
224	288	25	1
237	288	25	1
238	289	25	1
234	290	25	1
235	290	25	1
238	290	25	1
240	290	25	1
244	290	25	1
234	291	25	1
236	291	25	1
238	291	25	1
246	291	25	1
227	292	25	1
249	292	25	1
240	293	25	3
244	293	25	1
247	293	25	1
243	294	25	1
247	294	25	1
237	295	25	1
243	295	25	1
239	296	25	1
176	259	26	1
182	259	26	3
229	264	26	1
230	264	26	1
232	265	26	1
237	266	26	1
235	267	26	2
241	267	26	1
235	268	26	1
236	269	26	2
227	270	26	1
228	270	26	3
233	270	26	3
237	270	26	1
240	270	26	1
250	270	26	1
236	271	26	1
215	272	26	1
223	272	26	1
230	272	26	1
232	272	26	1
239	272	26	1
236	273	26	1
236	274	26	1
238	274	26	2
232	275	26	1
233	275	26	3
235	275	26	1
237	275	26	3
245	275	26	1
246	275	26	1
207	276	26	1
234	276	26	2
239	276	26	1
248	276	26	1
207	277	26	1
213	277	26	1
230	277	26	1
234	277	26	1
239	277	26	2
240	277	26	1
247	277	26	1
240	278	26	1
251	278	26	1
231	279	26	1
232	279	26	3
236	279	26	1
248	279	26	1
250	279	26	1
208	280	26	1
233	280	26	1
236	280	26	1
238	280	26	1
240	280	26	1
242	280	26	1
246	281	26	1
212	282	26	1
215	282	26	1
229	282	26	1
233	282	26	1
242	282	26	1
245	282	26	1
251	282	26	1
253	282	26	1
227	283	26	1
231	283	26	1
239	283	26	1
245	283	26	1
253	283	26	1
236	284	26	1
246	284	26	2
248	284	26	1
250	284	26	1
214	285	26	1
234	285	26	1
240	285	26	1
246	285	26	2
255	285	26	1
225	286	26	1
237	286	26	1
246	286	26	2
247	286	26	1
249	286	26	1
224	287	26	1
232	287	26	1
236	287	26	1
237	287	26	1
250	287	26	2
252	287	26	1
232	288	26	1
253	288	26	2
223	289	26	1
231	289	26	1
235	289	26	1
236	289	26	1
237	289	26	1
243	289	26	1
248	289	26	1
251	289	26	1
252	289	26	1
239	290	26	1
222	291	26	1
226	291	26	1
229	291	26	1
238	291	26	1
240	291	26	1
250	291	26	2
227	292	26	1
240	292	26	1
242	292	26	1
252	292	26	1
234	293	26	1
240	293	26	1
244	293	26	1
247	293	26	1
239	294	26	1
239	295	26	1
240	295	26	2
245	295	26	1
237	297	26	1
240	297	26	2
236	298	26	1
239	298	26	1
227	300	26	1
184	255	27	1
181	257	27	1
183	257	27	1
181	258	27	1
215	258	27	1
232	258	27	1
183	259	27	1
184	259	27	1
226	259	27	1
231	259	27	1
232	259	27	1
185	260	27	1
226	260	27	1
228	260	27	1
233	260	27	1
237	260	27	1
181	261	27	2
182	261	27	1
227	261	27	1
237	261	27	1
227	262	27	1
233	262	27	1
236	262	27	1
175	263	27	1
182	263	27	1
183	263	27	2
185	263	27	1
215	263	27	1
229	263	27	1
232	263	27	1
238	263	27	1
239	263	27	1
244	263	27	1
175	264	27	1
176	264	27	2
225	264	27	1
230	264	27	1
181	265	27	1
234	265	27	1
237	265	27	1
238	265	27	1
215	266	27	1
224	266	27	1
226	266	27	1
227	266	27	1
230	266	27	1
232	266	27	1
233	266	27	1
237	266	27	1
215	267	27	2
217	267	27	1
229	267	27	1
231	267	27	1
235	267	27	2
236	267	27	1
239	267	27	1
250	267	27	1
216	268	27	1
223	268	27	1
224	268	27	1
225	268	27	1
227	268	27	1
230	268	27	1
234	268	27	1
235	268	27	1
236	268	27	1
238	268	27	2
240	268	27	1
243	268	27	1
178	269	27	1
201	269	27	1
205	269	27	1
213	269	27	1
228	269	27	1
229	269	27	1
233	269	27	2
234	269	27	1
240	269	27	1
215	270	27	1
218	270	27	1
221	270	27	1
231	270	27	1
232	270	27	1
237	270	27	2
242	270	27	1
248	270	27	1
207	271	27	2
208	271	27	1
209	271	27	2
215	271	27	1
216	271	27	1
217	271	27	1
222	271	27	1
