x	y	z	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
247	292	26	1
249	292	26	1
250	292	26	1
254	292	26	1
244	293	26	1
240	294	26	1
246	294	26	1
249	294	26	1
242	295	26	1
240	296	26	1
242	298	26	1
227	301	26	1
184	255	27	1
181	257	27	1
188	259	27	1
229	259	27	2
176	260	27	1
183	260	27	1
186	260	27	1
233	260	27	1
180	261	27	1
220	261	27	1
231	261	27	1
227	262	27	1
238	262	27	1
239	262	27	1
181	263	27	1
211	263	27	1
215	263	27	1
229	263	27	1
233	263	27	1
235	263	27	1
176	264	27	2
180	264	27	1
230	264	27	1
231	264	27	1
240	264	27	1
184	265	27	1
231	265	27	1
235	265	27	1
236	265	27	1
179	266	27	1
216	266	27	1
219	266	27	1
221	266	27	3
229	266	27	1
237	266	27	1
179	267	27	1
226	267	27	1
228	267	27	1
234	267	27	1
239	267	27	1
241	267	27	1
223	268	27	1
243	268	27	1
205	269	27	1
213	269	27	1
214	269	27	1
215	269	27	1
227	269	27	2
228	269	27	1
241	269	27	1
184	270	27	1
197	270	27	2
207	270	27	1
232	270	27	1
237	270	27	1
243	270	27	2
209	271	27	1
216	271	27	1
226	271	27	1
233	271	27	1
235	271	27	3
236	271	27	1
237	271	27	2
243	271	27	1
181	272	27	2
203	272	27	1
207	272	27	1
208	272	27	1
227	272	27	1
232	272	27	1
234	272	27	1
237	272	27	1
239	272	27	1
203	273	27	1
210	273	27	1
211	273	27	1
214	273	27	1
224	273	27	1
231	273	27	1
237	273	27	1
238	273	27	1
246	273	27	1
177	274	27	1
182	274	27	1
203	274	27	1
240	274	27	1
241	274	27	1
208	275	27	1
211	275	27	1
217	275	27	1
233	275	27	1
245	275	27	1
252	275	27	1
211	276	27	1
215	276	27	1
217	276	27	1
222	276	27	1
230	276	27	3
233	276	27	1
247	276	27	2
208	277	27	1
227	277	27	1
233	277	27	1
238	277	27	1
245	277	27	1
246	277	27	1
208	278	27	1
211	278	27	1
233	278	27	1
240	278	27	1
245	278	27	1
250	278	27	1
219	279	27	1
232	279	27	2
245	279	27	1
257	279	27	1
210	280	27	1
232	280	27	1
240	280	27	1
241	280	27	1
256	280	27	1
209	281	27	1
210	281	27	1
236	281	27	1
244	281	27	1
245	281	27	1
248	281	27	1
249	281	27	1
252	281	27	1
254	281	27	1
256	281	27	1
209	282	27	1
215	282	27	1
238	282	27	1
239	282	27	1
241	282	27	1
242	282	27	1
250	282	27	1
208	283	27	1
209	283	27	3
231	283	27	1
232	283	27	1
239	283	27	1
251	283	27	1
254	283	27	1
241	284	27	1
206	285	27	1
219	285	27	1
220	285	27	1
240	285	27	1
241	285	27	1
245	285	27	1
214	286	27	1
218	286	27	1
226	286	27	1
234	286	27	1
235	286	27	1
245	286	27	1
246	286	27	1
256	286	27	1
258	286	27	1
214	287	27	2
219	287	27	1
223	287	27	1
227	287	27	1
247	287	27	1
249	287	27	1
252	287	27	3
253	287	27	1
255	287	27	1
223	288	27	1
224	288	27	1
234	288	27	1
237	288	27	1
238	288	27	1
253	288	27	1
226	289	27	1
228	289	27	1
230	289	27	1
248	289	27	1
252	289	27	1
253	289	27	1
214	290	27	1
222	290	27	1
224	290	27	1
236	290	27	1
210	291	27	2
211	291	27	3
221	291	27	2
251	291	27	1
213	292	27	1
222	292	27	1
224	292	27	1
225	292	27	1
227	292	27	1
241	292	27	1
246	292	27	1
253	292	27	1
227	293	27	1
238	293	27	1
253	293	27	1
225	294	27	1
236	294	27	1
254	294	27	1
257	294	27	1
211	295	27	1
220	295	27	1
221	295	27	1
246	295	27	1
251	295	27	2
237	296	27	2
247	296	27	1
252	296	27	2
240	297	27	1
244	297	27	1
248	297	27	1
251	297	27	1
238	298	27	1
239	298	27	1
223	299	27	2
229	299	27	1
236	299	27	2
237	299	27	1
240	299	27	1
246	299	27	1
226	300	27	1
224	301	27	1
234	301	27	1
236	301	27	1
237	301	27	1
251	301	27	1
226	302	27	2
235	266	28	1
236	268	28	1
237	269	28	1
235	270	28	2
237	270	28	1
232	272	28	1
249	275	28	1
235	277	28	1
237	278	28	2
235	281	28	2
248	281	28	1
234	282	28	1
235	282	28	1
246	283	28	1
245	285	28	1
235	286	28	1
246	286	28	2
246	287	28	1
248	287	28	1
238	288	28	1
244	288	28	1
228	289	28	1
243	289	28	2
248	289	28	1
253	289	28	1
241	291	28	1
248	291	28	2
239	292	28	1
247	292	28	1
248	292	28	2
250	292	28	1
243	293	28	1
249	294	28	1
251	294	28	1
240	295	28	1
248	295	28	1
239	297	28	1
245	297	28	1
225	300	28	2
190	258	29	1
235	258	29	2
181	260	29	1
221	262	29	1
248	262	29	1
245	263	29	1
224	264	29	1
245	264	29	1
232	265	29	1
234	265	29	1
178	266	29	3
230	266	29	1
232	266	29	1
234	266	29	1
236	266	29	1
192	267	29	1
241	267	29	1
249	267	29	1
238	268	29	2
244	268	29	1
175	270	29	1
230	270	29	1
239	270	29	1
173	271	29	1
203	271	29	2
214	271	29	1
249	271	29	1
213	272	29	1
214	272	29	1
233	272	29	1
234	272	29	1
235	272	29	1
236	272	29	1
251	272	29	1
211	273	29	1
212	273	29	1
249	273	29	1
233	274	29	1
236	274	29	1
240	274	29	2
247	274	29	1
184	275	29	1
215	275	29	2
235	275	29	1
240	275	29	1
241	275	29	1
228	276	29	2
252	276	29	2
234	277	29	1
250	277	29	1
235	278	29	1
237	278	29	1
247	278	29	1
250	278	29	2
247	279	29	1
252	279	29	1
205	280	29	1
234	280	29	1
235	280	29	1
241	280	29	1
208	281	29	1
232	281	29	1
245	281	29	1
233	282	29	1
245	282	29	1
250	282	29	1
236	283	29	1
238	283	29	1
244	283	29	1
246	283	29	1
251	283	29	2
243	284	29	1
227	285	29	1
236	285	29	3
246	285	29	2
247	285	29	1
232	286	29	1
233	286	29	1
243	286	29	1
226	288	29	1
240	288	29	1
242	288	29	1
244	288	29	1
253	288	29	1
224	289	29	1
244	289	29	1
246	289	29	2
247	289	29	1
227	290	29	1
227	292	29	1
236	292	29	1
227	293	29	1
237	293	29	2
249	293	29	1
253	293	29	1
238	294	29	1
244	294	29	1
248	294	29	1
220	295	29	1
223	296	29	1
249	296	29	2
241	297	29	1
242	297	29	1
243	297	29	1
246	297	29	2
224	298	29	1
226	299	29	1
227	299	29	1
241	299	29	1
252	299	29	2
221	300	29	1
235	300	29	1
240	300	29	1
225	301	29	1
236	301	29	1
247	301	29	1
235	302	29	1
237	304	29	1
233	252	30	1
237	253	30	1
215	254	30	1
232	254	30	1
233	254	30	1
236	254	30	1
215	255	30	1
227	255	30	2
234	255	30	1
236	255	30	1
204	256	30	1
232	256	30	1
236	256	30	1
192	257	30	2
209	257	30	1
215	257	30	2
236	257	30	1
215	258	30	1
238	258	30	1
195	259	30	1
209	259	30	1
210	259	30	1
218	259	30	1
234	259	30	1
239	259	30	1
186	260	30	2
197	260	30	1
206	260	30	2
225	260	30	1
227	260	30	1
231	260	30	1
235	260	30	1
236	260	30	1
237	260	30	1
239	260	30	2
196	261	30	1
199	261	30	1
211	261	30	1
212	261	30	1
215	261	30	1
225	261	30	1
226	261	30	1
229	261	30	1
244	261	30	1
186	262	30	1
219	262	30	1
220	262	30	1
230	262	30	1
245	262	30	1
179	263	30	1
188	263	30	1
193	263	30	1
216	263	30	1
218	263	30	2
219	263	30	1
224	263	30	1
226	263	30	1
247	263	30	1
188	264	30	1
195	264	30	1
227	264	30	1
229	264	30	1
232	264	30	2
233	264	30	2
236	264	30	1
239	264	30	1
245	264	30	1
200	265	30	1
211	265	30	1
212	265	30	1
229	265	30	1
244	265	30	1
248	265	30	1
187	266	30	1
228	266	30	1
238	266	30	1
243	266	30	1
249	266	30	1
189	267	30	2
225	267	30	1
228	267	30	1
235	267	30	1
247	267	30	1
172	268	30	1
189	268	30	1
205	268	30	1
214	268	30	1
228	268	30	1
235	268	30	1
238	268	30	1
240	268	30	1
211	269	30	2
216	269	30	1
242	269	30	2
195	270	30	1
215	270	30	1
232	270	30	1
176	271	30	1
194	271	30	1
199	271	30	2
208	271	30	2
215	271	30	1
233	271	30	1
243	271	30	1
227	272	30	1
238	272	30	2
240	272	30	1
247	272	30	1
206	273	30	1
232	273	30	1
234	273	30	2
185	274	30	1
236	274	30	1
184	275	30	1
203	275	30	1
215	275	30	1
235	275	30	1
237	275	30	1
240	275	30	1
179	276	30	1
236	276	30	1
239	276	30	1
241	276	30	1
246	276	30	1
248	276	30	1
232	277	30	1
235	277	30	1
241	277	30	1
251	277	30	1
230	278	30	1
243	278	30	1
219	279	30	1
235	279	30	1
237	279	30	1
249	279	30	2
175	280	30	1
176	280	30	1
183	280	30	1
206	280	30	1
232	280	30	1
244	280	30	1
248	280	30	1
249	280	30	1
214	281	30	1
223	281	30	1
240	281	30	1
241	281	30	1
249	281	30	1
174	282	30	1
215	282	30	1
222	282	30	1
229	282	30	1
241	282	30	1
246	282	30	1
247	282	30	1
250	282	30	1
251	282	30	1
254	282	30	1
256	282	30	1
223	283	30	1
236	283	30	1
238	283	30	1
241	283	30	1
246	283	30	1
252	283	30	1
226	284	30	1
240	284	30	1
243	284	30	1
244	284	30	2
245	284	30	1
253	284	30	1
254	284	30	1
206	285	30	1
220	285	30	1
223	285	30	1
233	285	30	1
234	285	30	1
237	285	30	1
242	285	30	1
254	285	30	1
255	285	30	1
256	285	30	1
229	286	30	1
234	286	30	1
236	286	30	1
245	286	30	1
248	286	30	1
250	286	30	1
255	286	30	1
256	286	30	1
219	287	30	2
228	287	30	1
234	287	30	1
221	288	30	1
225	288	30	1
228	288	30	1
232	288	30	1
184	289	30	1
232	289	30	2
233	289	30	1
238	289	30	1
243	289	30	1
247	289	30	1
256	289	30	2
225	290	30	1
226	290	30	1
227	290	30	2
233	290	30	1
245	290	30	1
246	290	30	1
257	290	30	1
235	291	30	1
249	291	30	1
251	291	30	1
220	292	30	1
223	292	30	2
232	292	30	2
238	292	30	1
243	292	30	2
221	293	30	1
240	293	30	1
245	293	30	1
251	293	30	2
253	293	30	1
220	294	30	2
232	294	30	1
241	294	30	1
197	295	30	1
243	295	30	1
244	295	30	1
232	296	30	1
235	296	30	2
242	296	30	1
253	296	30	1
227	297	30	1
248	297	30	1
227	298	30	1
228	298	30	1
232	298	30	1
237	298	30	1
248	298	30	1
249	298	30	1
225	299	30	2
236	299	30	1
241	299	30	1
246	299	30	2
218	300	30	1
222	300	30	1
240	300	30	1
241	300	30	2
246	300	30	1
223	301	30	1
237	301	30	1
247	301	30	1
248	301	30	1
249	301	30	2
237	302	30	1
247	302	30	2
225	303	30	1
246	303	30	1
235	304	30	1
236	304	30	2
236	306	30	1
240	306	30	1
226	249	31	1
215	251	31	1
235	252	31	1
239	252	31	1
215	253	31	1
224	253	31	1
232	253	31	1
237	253	31	1
191	255	31	1
234	255	31	2
237	255	31	2
236	256	31	1
202	257	31	1
229	257	31	1
238	257	31	1
239	257	31	1
190	258	31	1
215	258	31	1
233	258	31	2
209	259	31	1
231	259	31	2
237	259	31	1
239	259	31	1
212	260	31	1
216	260	31	1
218	260	31	1
235	260	31	2
244	260	31	1
187	261	31	1
225	261	31	2
235	261	31	1
245	261	31	1
211	262	31	1
217	262	31	1
219	262	31	1
186	263	31	1
189	263	31	2
197	263	31	1
198	263	31	2
211	263	31	1
229	263	31	1
240	263	31	2
248	263	31	1
217	264	31	1
224	264	31	1
238	264	31	1
246	264	31	1
216	265	31	2
223	265	31	1
235	265	31	1
236	265	31	1
240	265	31	1
249	265	31	1
189	266	31	1
212	266	31	1
219	266	31	1
177	267	31	1
196	267	31	2
211	267	31	1
237	267	31	1
246	267	31	1
222	268	31	2
225	268	31	1
243	268	31	1
173	269	31	1
184	269	31	1
191	269	31	1
204	269	31	1
213	269	31	1
230	269	31	1
186	270	31	2
231	270	31	2
248	270	31	1
175	271	31	1
177	271	31	1
204	271	31	1
212	271	31	1
226	271	31	1
239	271	31	1
240	271	31	1
247	271	31	1
249	271	31	1
251	271	31	1
183	272	31	1
204	272	31	2
208	272	31	1
210	272	31	1
211	272	31	1
239	272	31	1
243	272	31	1
181	273	31	1
212	273	31	1
229	273	31	1
234	273	31	1
239	273	31	1
242	273	31	1
246	273	31	1
175	274	31	1
204	274	31	1
209	274	31	2
211	274	31	1
216	274	31	1
226	274	31	1
233	274	31	1
239	274	31	2
240	274	31	1
241	274	31	1
247	274	31	1
184	275	31	1
206	275	31	1
231	275	31	1
235	275	31	1
243	275	31	1
244	275	31	1
250	275	31	2
181	276	31	1
184	276	31	1
243	276	31	1
209	277	31	1
239	277	31	1
177	278	31	1
180	278	31	1
205	278	31	1
224	278	31	1
245	278	31	1
247	278	31	2
206	279	31	3
208	279	31	1
216	279	31	2
219	279	31	1
254	279	31	1
181	280	31	1
208	280	31	1
220	280	31	1
221	280	31	1
226	280	31	1
238	280	31	1
241	280	31	1
245	280	31	2
248	280	31	1
250	280	31	1
251	280	31	1
184	281	31	1
204	281	31	1
210	281	31	1
224	281	31	1
244	281	31	1
250	281	31	1
249	282	31	1
179	283	31	1
208	283	31	1
232	283	31	1
233	283	31	1
234	283	31	1
236	283	31	1
241	283	31	1
246	283	31	2
177	284	31	1
181	284	31	1
212	284	31	1
236	284	31	1
173	285	31	1
222	285	31	1
244	285	31	1
245	285	31	1
252	285	31	1
180	286	31	2
219	286	31	1
227	286	31	1
244	286	31	1
222	287	31	2
223	287	31	1
224	287	31	1
226	287	31	1
236	287	31	1
243	287	31	1
244	287	31	1
220	288	31	1
223	288	31	1
226	288	31	1
231	288	31	1
234	288	31	1
245	288	31	1
249	288	31	1
224	289	31	1
225	289	31	1
233	289	31	1
238	289	31	2
242	289	31	1
246	289	31	1
200	290	31	1
230	290	31	1
235	290	31	1
237	290	31	2
248	290	31	1
197	291	31	1
198	291	31	1
228	291	31	1
235	291	31	1
240	291	31	1
255	291	31	2
222	292	31	2
232	292	31	1
236	292	31	2
242	292	31	2
243	292	31	2
251	292	31	1
256	292	31	1
222	293	31	2
223	293	31	1
231	293	31	1
233	293	31	1
235	293	31	2
238	293	31	1
239	293	31	1
241	294	32.8	1
243	293	31	1
247	293	31	2
251	293	31	1
253	293	31	1
198	294	31	1
220	294	31	1
237	294	31	2
243	294	31	1
244	294	31	1
252	294	31	3
198	295	31	1
202	295	31	1
220	295	31	1
223	295	31	1
228	295	31	1
235	295	31	1
244	295	31	1
249	295	31	1
197	296	31	1
223	296	31	1
231	296	31	1
234	296	31	1
236	296	31	1
242	296	31	1
243	296	31	1
252	296	31	1
221	297	31	1
236	297	31	2
239	297	31	1
255	297	31	1
196	298	31	1
229	298	31	1
235	298	31	1
240	298	31	1
245	298	31	1
249	298	31	1
253	298	31	1
232	299	31	1
247	299	31	1
251	299	31	1
223	300	31	1
226	300	31	1
230	300	31	1
232	300	31	1
237	300	31	1
246	300	31	1
249	300	31	1
224	301	31	1
225	301	31	1
226	301	31	1
227	301	31	1
229	301	31	1
232	301	31	2
233	301	31	1
246	301	31	1
231	302	31	1
242	302	31	1
243	302	31	1
245	302	31	1
231	303	31	1
239	303	31	1
244	303	31	1
245	303	31	1
247	303	31	2
232	304	31	1
224	305	31	1
225	305	31	1
233	306	31	1
224	307	31	1
234	307	31	1
225	308	31	1
228	251	32	1
216	252	32	1
226	252	32	1
227	252	32	1
231	252	32	1
214	253	32	1
227	253	32	1
232	253	32	1
216	254	32	1
235	254	32	1
236	254	32	1
188	255	32	3
215	255	32	1
217	255	32	1
227	255	32	1
228	255	32	1
235	255	32	1
237	255	32	1
238	255	32	1
216	256	32	1
219	256	32	1
203	257	32	1
210	257	32	1
230	257	32	1
213	258	32	1
240	258	32	1
191	259	32	1
216	259	32	1
222	259	32	1
231	259	32	1
234	259	32	1
240	259	32	1
244	259	32	1
214	260	32	1
218	260	32	1
230	260	32	1
240	260	32	1
245	260	32	1
248	260	32	1
194	261	32	1
195	261	32	1
242	261	32	1
245	261	32	1
221	262.666666666667	33	1
228	262	32	1
231	262	32	1
233	262	32	1
250	262	32	1
198	263	32	2
204	263	32	2
208	263	32	1
213	263	32	1
220	263	32	1
231	263	32	1
241	263	32	3
242	263	32	2
192	264	32	1
199	264	32	1
202	264	32	1
210	264	32	1
231	264	32	1
238	264	32	1
244	264	32	2
245	264	32	1
185	265	32	1
203	265	32	2
204	265	32	1
206	265	32	1
222	265	32	1
226	265	32	1
231	265	32	1
235	265	32	1
188	266	32	1
197	266	32	1
213	266	32	1
217	266	32	1
236	266	32	1
239	266	32	1
240	266	32	1
188	267	32	1
191	267	32	1
196	267	32	1
237	267	32	1
238	267	32	1
186	268	32	1
193	268	32	2
219	268	32	1
224	268	32	1
239	268	32	2
177	269	32	1
181	269	32	1
204	269	32	1
218	269	32	1
173	270	32	1
180	270	32	1
181	270	32	1
197	270	32	2
201	270	32	2
203	270	32	1
211	270	32	1
214	270	32	1
222	270	32	1
224	270	32	1
245	270	32	1
174	271	32	1
184	271	32	1
207	271	32	1
208	271	32	1
210	271	32	1
233	271	32	1
238	271	32	1
243	271	32	1
249	271	32	2
182	272	32	1
198	272	32	1
213	272	32	1
216	272	32	1
235	272	32	1
245	272	32	1
174	273	32	1
181	273	32	1
183	273	32	1
201	273	32	3
208	273	32	1
213	273	32	1
235	273	32	1
249	273	32	1
206	274	32	1
210	274	32	1
235	274	32	1
236	274	32	3
240	274	32	1
184	275	32	1
212	275	32	1
213	275	32	1
214	275	32	1
174	276	32	1
175	276	32	1
184	276	32	1
205	276	32	1
210	276	32	1
239	276	32	1
242	276	32	1
243	276	32	1
174	277	32	2
210	277	32	1
214	277	32	2
237	277	32	1
238	277	32	1
245	277	32	1
254	277	32	2
175	278	32	1
176	278	32	2
177	278	32	1
184	278	32	1
236	278	32	1
237	278	32	1
239	278	32	1
241	278	32	1
248	278	32	1
175	279	32	1
177	279	32	1
179	279	32	1
181	279	32	1
220	279	32	1
237	279	32	1
240	279	32	1
242	279	32	1
189	280	32	1
205	280	32	2
223	280	32	1
229	280	32	1
237	280	32	1
173	281	32	1
234	281	32	1
240	281	32	1
251	281	32	1
204	282	32	1
237	282	32	2
241	282	32	1
244	282	32	2
250	282	32	1
251	282	32	1
253	282	32	1
256	282	32	1
178	283	32	2
246	283	32	1
176	284	32	1
205	284	32	2
208	284	32	1
222	284	32	1
227	284	32	2
232	284	32	1
234	284	32	1
241	284	32	1
242	284	32	1
247	284	32	1
251	284	32	1
178	285	32	2
179	285	32	1
180	285	32	1
182	285	32	1
204	285	32	2
206	285	32	1
219	285	32	1
225	285	32	1
229	285	32	1
240	285	32	1
244	285	32	2
249	285	32	1
252	285	32	1
255	285	32	2
204	286	32	1
226	286	32	1
227	286	32	3
229	286	32	1
243	286	32	1
247	286	32	1
254	286	32	1
256	286	32	1
221	287	32	1
222	287	32	1
224	287	32	1
230	287	32	1
241	287	32	1
220	288	32	1
222	288	32	1
227	288	32	1
232	288	32	1
239	288	32	1
242	288	32	2
243	288	32	1
244	288	32	1
246	288	32	1
248	288	32	2
258	288	32	1
222	289	32	2
231	289	32	1
220	290	32	1
224	290	32	1
226	290	32	1
230	290	32	1
231	290	32	1
237	290	32	1
244	290	32	1
253	290	32	1
238	291	32	1
243	291	32	1
254	291	32	1
204	292	32	1
221	292	32	1
224	292	32	1
228	292	32	1
229	292	32	2
238	292	32	2
249	292	32	1
250	292	32	1
251	292	32	2
255	292	32	2
257	292	32	1
179	293	32	1
199	293	32	1
200	293	32	1
228	293	32	1
238	293	32	2
244	293	32	1
250	293	32	1
198	294	32	1
224	294	32	1
228	294	32	1
230	295	33	1
231	294	32	1
233	294	32	1
236	294	32	1
237	294	32	1
245	294	32	2
247	294	32	1
252	294	32	1
220	295	32	2
223	295	32	1
226	295	32	1
227	295	32	1
228	295	32	1
241	295	32	1
253	295	32	1
198	296	32	1
202	296	32	1
247	296	32	1
198	297	32	1
233	297	32	1
234	297	32	1
252	297	32	1
254	297	32	1
198	298	32	1
199	298	32	1
202	298	32	1
220	298	32	1
221	298	32	1
227	298	32	1
228	298	32	3
230	298	32	1
236	298	32	2
239	298	32	1
240	298	32	1
197	299	32	1
228	299	32	1
233	299	32	2
244	299	32	1
196	300	32	1
210	301	32	1
224	301	32	1
234	301	32	1
237	301	32	1
241	301	32	1
224	302	32	1
230	302	32	1
236	302	32	1
240	302	32	2
241	302	32	2
243	302	32	1
222	303	32	1
223	303	32	2
232	303	32	1
239	303	32	1
242	303	32	1
217	304	32	1
230	304	32	1
236	304	32	1
245	304	32	1
221	305	32	1
237	305	32	1
238	305	32	1
242	305	32	1
241	306	32	1
226	307	32	1
235	308	32	2
225	309	32	2
225	311	32	1
227	312	32	1
228	249	33	1
232	249	33	2
230	251	33	1
223	252	33	1
229	252	33	1
217	253	33	1
224	253	33	1
237	253	33	1
219	254	33	1
232	254	33	2
239	254	33	1
240	254	33	1
217	255	33	1
220	255	33	1
224	255	33	1
231	255	33	2
230	256	33	1
238	256	33	1
241	256	33	1
214	257	33	1
215	257	33	1
216	257	33	1
218	257	33	1
221	257	33	2
230	257	33	2
235	257	33	1
239	257	33	2
219	258	33	2
223	258	33	1
226	258	33	1
232	258	33	1
233	258	33	1
235	258	33	1
213	259	33	1
218	259	33	1
224	259	33	1
229	259	33	1
239	259	33	1
208	260	33	1
213	260	33	1
219	260	33	1
230	260	33	1
233	260	33	1
246	260	33	1
193	261	33	1
195	261	33	1
216	261	33	1
219	261	33	1
222	261	33	1
224	261	33	2
229	261	33	1
242	261	33	1
247	261	33	1
191	262	33	1
192	262	33	1
209	262	33	1
221	262	33	1
227	262	33	1
228	262	33	1
231	262	33	1
236	262	33	1
243	262	33	1
245	262	33	1
246	262	33	1
188	263	33	1
190	263	33	1
198	263	33	1
200	263	33	1
214	263	33	1
225	263	33	1
233	263	33	1
240	263	33	1
249	263	33	1
189	264	33	1
191	264	33	1
192	264	33	1
193	264	33	1
195	264	33	1
210	264	33	1
212	264	33	1
214	264	33	1
218	264	33	1
223	264	33	1
228	264	33	1
229	264	33	1
239	264	33	1
242	264	33	1
248	264	33	1
186	265	33	1
211	265	33	1
219	265	33	1
226	265	33	1
245	265	33	1
215	266	33	1
221	266	33	2
222	266	33	1
242	266	33	1
246	266	33	1
182	267	33	1
188	267	33	1
197	267	33	1
225	267	33	1
227	267	33	2
235	267	33	1
241	267	33	1
244	267	33	1
246	267	33	2
247	267	33	2
248	267	33	1
188	268	33	2
189	268	33	1
191	268	33	1
193	268	33	1
195	268	33	2
206	268	33	1
207	268	33	1
209	268	33	1
211	268	33	1
216	268	33	1
220	268	33	1
225	268	33	1
240	268	33	1
241	268	33	1
242	268	33	1
252	268	33	1
184	269	33	1
191	269	33	1
193	269	33	1
194	269	33	1
195	269	33	3
196	269	33	1
198	269	33	1
211	269	33	1
212	269	33	1
219	269	33	2
234	269	33	1
240	269	33	1
241	269	33	1
179	270	33	1
183	270	33	1
184	270	33	1
194	270	33	1
198	270	33	1
207	270	33	1
244	270	33	1
181	271	33	1
205	271	33	1
206	271	33	3
208	271	33	1
214	271	33	1
233	271	33	1
235	271	33	1
180	272	33	1
183	272	33	1
185	272	33	1
204	272	33	1
232	272	33	1
235	272	33	1
240	272	33	1
244	272	33	1
249	272	33	2
250	272	33	1
254	272	33	1
173	273	33	1
181	273	33	1
183	273	33	1
188	273	33	1
189	273	33	1
204	273	33	1
205	273	33	1
213	273	33	1
216	273	33	1
226	273	33	1
230	273	33	1
235	273	33	1
238	273	33	1
170	274	33	1
183	274	33	1
186	274	33	1
204	274	33	1
206	274	33	1
207	274	33	1
208	274	33	2
229	274	33	1
184	275	33	2
206	275	33	1
210	275	33	1
227	275	33	1
239	275	33	1
250	275	33	1
176	276	33	1
206	276	33	1
214	276	33	1
215	276	33	1
236	276	33	1
237	276	33	1
241	276	33	1
187	277	33	1
205	277	33	1
234	277	33	1
236	277	33	1
238	277	33	2
241	277	33	1
242	277	33	1
244	277	33	1
245	277	33	1
191	278	33	1
207	278	33	1
243	278	33	1
175	279	33	1
176	279	33	1
201	279	33	1
210	279	33	1
222	279	33	1
231	279	33	1
176	280	33	2
191	280	33	1
208	280	33	1
214	280	33	1
226	280	33	1
229	280	33	1
241	280	33	1
246	280	33	2
249	280	33	1
186	281	33	1
208	281	33	1
221	281	33	1
230	281	33	1
234	281	33	1
247	281	33	1
205	282	33	1
207	282	33	1
212	282	33	1
230	282	33	2
232	282	33	1
233	282	33	1
241	282	33	1
242	282	33	1
244	282	33	1
251	282	33	1
253	282	33	1
174	283	33	1
176	283	33	1
189	283	33	1
206	283	33	1
211	283	33	1
218	283	33	1
226	283	33	1
230	283	33	1
236	283	33	1
242	283	33	1
188	284	33	1
219	284	33	1
225	284	33	1
229	284	33	1
233	284	33	1
235	284	33	1
237	284	33	1
248	284	33	1
254	284	33	2
220	285	33	1
224	285	33	1
226	285	33	1
232	285	33	1
234	285	33	1
236	285	33	1
237.5	285.5	33.5	1
240	285	33	1
207	286	33	1
211	286	33	1
225	286	33	1
239	286	33	2
246	286	33	1
179	287	33	1
219	287	33	1
225	287	33	2
227	287	33	1
234	287	33	1
244	287	33	3
253	287	33	1
184	288	33	2
220	288	33	1
226	288	33	1
247	288	33	1
250	288	33	1
231	289	33	1
197	290	33	1
199	290	33	1
232	290	33	1
235	290	33	1
243	290	33	1
250	290	33	1
255	290	33	1
197	291	33	1
199	291	33	1
201	291	33	1
231	291	33	1
234	291	33	1
236	291	33	1
238	291	33	1
242	291	33	1
257	291	33	1
197	292	33	1
202	292	33	1
227	292	33	1
233	292	33	1
235	292	33	1
239	292	33	1
246	292	33	1
220	293	33	1
224	293	33	2
187	294	33	1
195	294	33	1
204	294	33	1
239	294	33	1
244	294	33	2
