x	y	z	Intracellular signaling by second messengers
231	282	32	2
241	282	32	1
242	282	32	1
244	282	32	2
245	282	32	1
247	282	32	1
248	282	32	2
253	282	32	3
254	282	32	1
178	283	32	1
183	283	32	1
207	283	32	1
208	283	32	2
211	283	32	1
223	283	32	2
224	283	32	2
226	283	32	4
237	283	32	2
238	283	32	2
239	283	32	1
240	283	32	1
241	283	32	1
242	283	32	1
244	283	32	2
246	283	32	1
248	283	32	1
249	283	32	1
253	283	32	1
186	284	32	2
205	284	32	1
206	284	32	1
208	284	32	1
209	284	32	1
210	284	32	1
221	284	32	2
222	284	32	1
225	284	32	1
226	284	32	1
227	284	32	1
229	284	32	2
232	284	32	1
233	284	32	1
234	284	32	1
236	284	32	1
237	284	32	1
240	284	32	1
242	284	32	2
244	284	32	2
245	284	32	2
247	284	32	1
249	284	32	1
254	284	32	1
257	284	32	1
178	285	32	1
179	285	32	1
180	285	32	1
182	285	32	2
185	285	32	1
205	285	32	1
215	285	32	2
218	285	32	4
220	285	32	1
221	285	32	3
231	285	32	1
232	285	32	2
234	285	32	1
237	285	32	1
238	285	32	1
241	285	32	3
243	285	32	2
244	285	32	2
245	285	32	2
246	285	32	1
249	285	32	1
250	285	32	2
254	285	32	1
177	286	32	1
206	286	32	1
207	286	32	1
209	286	32	1
219	286	32	4
221	286	32	2
222	286	32	1
223	286	32	3
224	286	32	1
226	286	32	2
227	286	32	1
229	286	32	1
234	286	32	1
236	286	32	1
242	286	32	1
248	286	32	5
250	286	32	3
254	286	32	1
256	286	32	1
176	287	32	1
177	287	32	1
187	287	32	3
207	287	32	1
222	287	32	1
223	287	32	1
224	287	32	1
226	287	32	1
228	287	32	1
234	287	32	1
237	287	32	2
241	287	32	2
242	287	32	2
244	287	32	1
246	287	32	1
248	287	32	2
249	287	32	1
250	287	32	1
255	287	32	1
256	287	32	1
202	288	32	1
203	288	32	1
221	288	32	1
223	288	32	1
225	288	32	1
226	288	32	1
231	288	32	2
232	288	32	1
234	288	32	2
236	288	32	1
240	288	32	1
244	288	32	2
245	288	32	1
253	288	32	2
258	288	32	2
187	289	32	1
201	289	32	1
222	289	32	1
223	289	32	4
230	289	32	1
231	289	32	1
233	289	32	2
235	289	32	3
247	289	32	2
185	290	32	1
187	290	32	2
200	290	32	2
206	290	32	1
221	290	32	1
222	290	32	2
224	290	32	1
229	290	32	1
230	290	32	1
231	290	32	1
232	290	32	2
233	290	32	1
234	290	32	1
235	290	32	1
237	290	32	1
241	290	32	1
243	290	32	1
246	290	32	2
248	290	32	2
250	290	32	2
255	290	32	1
197	291	32	3
198	291	32	3
222	291	32	3
224	291	32	1
233.333333333333	291.333333333333	33	2
235	291	32	1
238	291	32	2
239	291	32	3
242	291	32	3
247	291	32	1
248	291	32	1
250	291	32	1
254	291	32	3
255	291	32	3
188	292	32	1
198	292	32	1
199	292	32	1
203	292	32	1
218	292	32	1
221	292	32	1
222	292	32	1
223	292	32	2
229	292	32	1
236.75	292.75	33	1
242	292	32	1
243	292	32	1
246	292	32	2
247	292	32	1
248	292	32	2
249	292	32	2
252	292	32	1
254	292	32	1
257	292	32	1
179	293	32	1
200	293	32	2
218	293	32	3
220	293	32	3
222	293	32	1
225	293	32	1
227	293	32	2
233	293	32	1
237	293	32	2
238	293	32	2
241	293	32	2
244	293	32	2
248	293	32	1
251	293	32	2
253	293	32	2
197	294	32	1
198	294	32	1
204	294	32	3
224	294	32	3
225	294	32	1
227	294	32	1
230	295	33	1
230	294	32	2
231	294	32	1
236	294	32	2
238	294	32	2
242	294	32	1
246	294	32	2
252	294	32	2
253	294	32	1
256	294	32	1
195	295	32	2
200	295	32	1
218	295	32	1
220	295	32	2
224	295	32	2
226	295	32	2
229	295	32	2
230	295	32	1
232	295	32	2
236	295	32	2
241	295	32	2
248	295	32	1
249	295	32	3
251	295	32	1
253	295	32	2
187	296	32	2
202	296	32	2
218	296	32	1
223	296	32	1
225	296	32	1
226	296	32	1
230	296	32	1
232	296	32	2
235	296	32	1
241	296	32	1
244	296	32	2
245	296	32	1
249	296	32	1
250	296	32	3
251	296	32	1
252	296	32	2
255	296	32	1
183	297	32	1
198	297	32	2
199	297	32	1
219	297	32	1
221	297	32	1
229	297	32	1
233	297	32	1
234	297	32	1
236	297	32	1
237	297	32	1
241	297	32	1
243	297	32	1
244	297	32	2
246	297	32	1
252	297	32	2
255	297	32	1
195	298	32	2
198	298	32	1
199	298	32	2
202	298	32	2
220	298	32	1
227	298	32	1
228	298	32	1
230	298	32	1
233	298	32	1
234	298	32	3
237	298	32	1
241	298	32	1
244	298	32	1
248	298	32	1
249	298	32	1
250	298	32	2
252	298	32	1
253	298	32	1
196	299	32	1
197	299	32	1
227	299	32	2
228	299	32	3
231	299	32	1
240	299	32	2
241	299	32	1
243	299	32	2
244	299	32	2
247	299	32	1
248	299	32	1
249	299	32	1
185	300	32	1
196	300	32	3
197	300	32	2
225	300	32	1
227	300	32	1
228	300	32	1
237	300	32	2
239	300	32	1
240	300	32	1
245	300	32	1
198	301	32	2
223	301	32	1
225	301	32	1
227	301	32	1
232	301	32	2
233	301	32	1
234	301	32	1
235	301	32	1
237	301	32	1
239	301	32	3
244	301	32	2
245	301	32	1
248	301	32	2
222	302	32	1
223	302	32	1
224	302	32	1
233	302	32	1
234	302	32	1
236	302	32	1
239	302	32	1
240	302	32	1
241	302	32	1
243	302	32	1
245	302	32	2
247	302	32	2
248	302	32	1
222	303	32	1
234	303	32	1
241	303	32	3
242	303	32	1
244	303	32	1
217	304	32	1
225	304	32	1
230	304	32	1
234	304	32	1
235	304	32	1
237	304	32	1
238	304	32	3
241	304	32	3
245	304	32	1
204	305	32	4
221	305	32	1
226	305	32	2
234	305	32	1
235	305	32	1
238	305	32	1
242	305	32	1
208	306	32	1
224	306	32	1
233	306	32	4
235	306	32	2
241	306	32	1
225	307	32	1
226	307	32	2
234	307	32	3
235	307	32	1
220	308	32	1
221	308	32	2
225	308	32	1
235	308	32	3
224	309	32	1
226	309	32	1
227	309	32	1
235	309	32	1
227	310	32	1
229	310	32	1
231	310	32	2
225	311	32	1
230	313	32	2
235	313	32	1
228	249	33	2
232	249	33	1
228	250	33	2
228	251	33	2
230	251	33	3
227	252	33	1
217	253	33	1
221	253	33	2
225	253	33	1
228	253	33	2
237	253	33	2
241	253	33	2
193	254	33	2
217	254	33	1
219	254	33	1
223	254	33	1
225	254	33	1
226	254	33	1
227	254	33	1
231	254	33	2
232	254	33	3
235	254	33	1
239	254	33	3
240	254	33	1
241	254	33	1
220	255	33	2
221	255	33	2
223	255	33	1
224	255	33	1
226	255	33	2
231	255	33	1
235	255	33	1
215	256	33	1
216	256	33	3
222	256	33	1
225	256	33	3
232	256	33	1
237	256	33	3
240	256	33	1
214	257	33	1
217	257	33	4
220	257	33	3
221	257	33	1
222	257	33	2
230	257	33	1
235	257	33	1
237	257	33	1
239	257	33	1
215	258	33	2
218	258	33	2
219	258	33	1
221	258	33	1
226	258	33	1
232	258	33	1
233	258	33	2
234	258	33	1
235	258	33	1
244	258	33	2
194	259	33	3
209	259	33	1
211	259	33	1
215	259	33	3
218	259	33	1
222	259	33	1
223	259	33	1
232	259	33	1
233	259	33	2
235	259	33	1
237	259	33	3
243	259	33	1
246	259	33	2
192	260	33	1
212	260	33	1
213	260	33	1
215	260	33	1
217	260	33	3
219	260	33	2
223	260	33	1
224	260	33	1
230	260	33	1
238	260	33	1
239	260	33	1
241	260	33	2
182	261	33	1
193	261	33	1
195	261	33	1
209	261	33	1
214	261	33	1
217.5	261.5	33.5	1
219	261	33	1
220	261	33	1
222	261	33	3
224	261	33	1
227	261	33	1
228	261	33	1
231	261	33	1
232	261	33	2
234	261	33	2
236	261	33	2
237	261	33	1
240	261	33	3
242	261	33	1
245	261	33	3
191	262	33	3
192	262	33	2
196	262	33	1
203	262	33	1
209	262	33	1
210	262	33	1
211	262	33	2
214	262	33	3
215	262	33	1
218	262	33	1
219	262	33	1
224	262	33	1
226	262	33	1
231	262	33	2
238	262	33	1
240	262	33	1
241	262	33	2
242	262	33	1
243	262	33	2
246	262	33	3
250	262	33	2
183	263	33	1
185	263	33	1
188	263	33	1
189	263	33	1
190	263	33	1
193	263	33	1
199	263	33	1
200	263	33	1
203	263	33	1
211	263	33	1
212	263	33	1
213	263	33	1
214	263	33	1
217	263	33	1
219	263	33	1
227	263	33	3
228	263	33	2
231	263	33	1
239	263	33	1
240	263	33	1
242	263	33	3
244	263	33	1
245	263	33	1
247	263	33	1
251	263	33	3
186	264	33	1
187	264	33	1
191	264	33	1
192	264	33	1
195	264	33	1
199	264	33	1
210	264	33	1
211	264	33	3
212	264	33	1
214	264	33	1
215	264	33	1
217	264	33	1
218	264	33	2
221	264	33	2
223	264	33	1
224	264	33	2
225	264	33	1
228	264	33	1
229	264	33	1
233	264	33	2
235	264	33	2
238	264	33	3
239	264	33	1
242	264	33	1
245	264	33	1
250	264	33	1
186	265	33	1
188	265	33	1
191	265	33	1
192	265	33	1
194	265	33	1
195	265	33	2
210	265	33	1
214	265	33	1
217	265	33	1
218	265	33	1
219	265	33	1
220	265	33	2
222	265	33	1
224	265	33	1
226	265	33	1
233	265	33	1
237	265	33	2
239	265	33	2
242	265	33	1
243	265	33	2
245	265	33	1
247	265	33	1
248	265	33	2
251	265	33	1
252	265	33	1
184	266	33	1
185	266	33	2
186	266	33	2
187	266	33	1
188	266	33	1
190	266	33	2
191	266	33	1
192	266	33	1
193	266	33	1
194	266	33	1
197	266	33	1
204	266	33	2
214	266	33	1
216	266	33	1
218	266	33	1
219	266	33	1
222	266	33	1
224	266	33	1
225	266	33	2
228	266	33	1
237	266	33	2
241	266	33	1
246	266	33	1
247	266	33	1
250	266	33	1
182	267	33	2
184	267	33	1
186	267	33	1
192	267	33	1
193	267	33	1
194	267	33	2
197	267	33	2
200	267	33	1
202	267	33	4
205	267	33	1
209	267	33	1
212	267	33	1
215	267	33	1
216	267	33	4
219	267	33	1
225	267	33	1
226	267	33	1
235	267	33	3
240	267	33	3
241	267	33	1
242	267	33	2
244	267	33	1
245	267	33	2
246	267	33	1
248	267	33	1
250	267	33	2
252	267	33	1
253	267	33	1
183	268	33	2
188	268	33	1
189	268	33	3
193	268	33	1
196	268	33	2
206	268	33	1
207	268	33	1
208	268	33	1
209	268	33	1
213	268	33	1
215	268	33	1
217	268	33	3
218	268	33	3
220	268	33	2
224	268	33	2
226	268	33	1
231	268	33	2
241	268	33	2
243	268	33	5
249	268	33	2
252	268	33	1
184	269	33	1
185	269	33	1
187	269	33	3
192	269	33	1
194	269	33	1
195	269	33	1
198	269	33	2
204	269	33	1
209	269	33	1
211	269	33	2
212	269	33	1
216	269	33	1
217	269	33	2
219	269	33	1
227	269	33	1
233	269	33	1
235	269	33	1
240	269	33	2
241	269	33	3
243	269	33	3
174	270	33	1
179	270	33	1
183	270	33	1
184	270	33	3
188	270	33	1
198	270	33	2
205	270	33	2
206	270	33	2
209	270	33	1
210	270	33	1
213	270	33	2
215	270	33	2
231	270	33	1
234	270	33	3
239	270	33	1
240	270	33	1
241	270	33	2
242	270	33	1
243	270	33	1
245	270	33	2
247	270	33	1
249	270	33	4
251	270	33	2
252	270	33	1
173	271	33	1
175	271	33	3
179	271	33	1
181	271	33	3
182	271	33	1
186	271	33	2
187	271	33	1
190	271	33	1
205	271	33	1
208	271	33	2
209	271	33	1
210	271	33	1
211	271	33	4
217	271	33	2
224	271	33	1
231	271	33	1
233	271	33	3
235	271	33	1
237	271	33	1
240	271	33	1
242	271	33	1
244	271	33	1
246	271	33	1
247	271	33	4
248	271	33	2
172	272	33	1
173	272	33	1
175	272	33	1
176	272	33	1
178	272	33	1
184	272	33	1
185	272	33	2
189	272	33	1
201	272	33	2
205	272	33	1
210	272	33	2
213	272	33	2
215	272	33	2
225	272	33	1
232	272	33	1
233	272	33	1
237	272	33	2
242	272	33	1
246	272	33	1
250	272	33	1
251	272	33	3
176	273	33	1
189	273	33	1
196	273	33	1
201	273	33	2
203	273	33	2
204	273	33	1
205	273	33	1
210	273	33	1
211	273	33	1
214	273	33	2
215	273	33	1
217	273	33	2
226	273	33	1
235	273	33	2
240	273	33	1
241	273	33	1
243	273	33	2
247	273	33	1
253	273	33	2
170	274	33	3
174	274	33	3
176	274	33	1
182	274	33	2
186	274	33	1
201	274	33	1
202	274	33	1
203	274	33	1
204	274	33	1
208	274	33	1
210	274	33	1
211	274	33	1
226	274	33	3
227	274	33	2
232	274	33	1
233	274	33	2
235	274	33	1
240	274	33	1
242	274	33	1
243	274	33	4
244	274	33	1
245	274	33	1
250	274	33	4
175	275	33	1
185	275	33	2
186	275	33	1
188	275	33	2
200	275	33	1
202	275	33	2
206	275	33	1
209	275	33	1
210	275	33	1
211	275	33	1
212	275	33	1
214	275	33	1
227	275	33	1
237	275	33	2
239	275	33	2
241	275	33	1
242	275	33	3
246	275	33	1
250	275	33	2
174	276	33	1
177	276	33	2
192	276	33	1
201	276	33	1
205	276	33	2
206	276	33	2
207	276	33	1
208	276	33	1
232	276	33	1
235	276	33	2
237	276	33	1
239	276	33	1
242	276	33	1
243	276	33	1
244	276	33	1
173	277	33	1
174	277	33	1
176	277	33	1
178	277	33	1
180	277	33	1
202	277	33	2
206	277	33	1
215	277	33	1
224	277	33	1
232	277	33	1
234	277	33	1
236	277	33	2
237	277	33	1
239	277	33	1
242	277	33	1
243	277	33	1
247	277	33	1
174	278	33	1
176	278	33	1
178	278	33	3
191	278	33	1
209	278	33	2
210	278	33	1
234	278	33	1
235	278	33	3
239	278	33	1
240	278	33	1
243	278	33	2
245	278	33	1
168	279	33	1
175	279	33	2
208	279	33	1
210	279	33	1
222	279	33	1
234	279	33	2
243	279	33	1
249	279	33	1
251	279	33	1
174	280	33	1
175	280	33	1
176	280	33	1
180	280	33	1
187	280	33	1
191	280	33	1
207	280	33	1
208	280	33	2
210	280	33	1
220	280	33	2
223	280	33	1
224	280	33	2
225	280	33	2
229	280	33	1
232	280	33	1
237	280	33	1
241	280	33	1
242	280	33	1
248	280	33	2
249	280	33	2
250	280	33	2
175	281	33	1
178	281	33	2
179	281	33	1
206	281	33	2
208	281	33	1
230	281	33	1
241	281	33	1
244	281	33	1
248	281	33	2
249	281	33	2
250	281	33	2
177	282	33	1
178	282	33	2
179	282	33	1
205	282	33	2
207	282	33	1
209	282	33	2
210	282	33	2
214	282	33	2
218	282	33	1
220	282	33	1
221	282	33	2
222	282	33	1
224	282	33	1
226	282	33	1
232	282	33	1
233	282	33	1
234	282	33	2
238	282	33	1
242	282	33	1
243	282	33	2
245	282	33	2
251	282	33	1
252	282	33	2
174	283	33	1
181	283	33	2
183	283	33	1
185	283	33	2
206	283	33	1
209	283	33	3
212	283	33	1
215	283	33	1
218	283	33	1
220	283	33	1
225	283	33	1
226	283	33	2
227	283	33	3
232	283	33	1
233	283	33	1
236	283	33	1
238	283	33	1
239	283	33	3
240	283	33	1
242	283	33	2
243	283	33	1
249	283	33	1
175	284	33	1
180	284	33	1
186	284	33	1
187	284	33	1
188	284	33	1
206	284	33	1
208	284	33	1
211	284	33	1
220	284	33	2
221	284	33	1
222	284	33	2
224	284	33	1
225	284	33	1
229	284	33	1
235	284	33	1
237	284	33	2
240	284	33	1
241	284	33	1
244	284	33	1
246	284	33	1
247	284	33	4
248	284	33	1
249	284	33	1
254	284	33	2
176	285	33	1
178	285	33	4
204	285	33	1
208	285	33	1
220	285	33	1
222	285	33	1
223	285	33	3
226	285	33	1
227	285	33	2
228	285	33	2
230	285	33	1
232	285	33	1
233	285	33	1
234	285	33	2
237.5	285.5	33.5	1
238	285	33	2
241	285	33	1
243	285	33	1
246	285	33	2
247	285	33	1
253	285	33	1
178	286	33	2
185	286	33	1
203	286	33	4
206	286	33	2
208	286	33	1
211	286	33	1
218	286	33	2
219	286	33	4
221	286	33	2
223	286	33	1
226	286	33	1
235	286	33	2
236	286	33	4
237	286	33	1
241.5	286.5	33.5	2
243	286	33	3
246	286	33	1
248	286	33	2
249	286	33	3
252	286	33	1
255	286	33	4
185	287	33	3
199	287	33	1
204	287	33	3
208	287	33	2
220	287	33	1
222	287	33	2
224	287	33	1
225	287	33	1
226	287	33	1
227	287	33	3
228	287	33	1
230	287	33	1
234	287	33	2
235	287	33	2
236	287	33	2
243	287	33	3
245	287	33	1
247	287	33	1
251	287	33	1
184	288	33	1
186	288	33	1
187	288	33	1
219	288	33	2
220	288	33	1
223	288	33	1
226	288	33	1
230	288	33	1
234	288	33	1
239	288	33	1
245	288	33	2
246	288	33	1
247	288	33	2
249	288	33	1
186	289	33	3
203	289	33	2
222	289	33	2
224	289	33	1
230	289	33	1
234	289	33	1
235	289	33	1
241.5	289.5	33.5	2
244	289	33	2
245	289	33	1
249	289	33	1
250	289	33	4
184	290	33	1
185	290	33	2
197	290	33	1
202	290	33	1
225	290	33	1
228	290	33	1
230	290	33	1
231	290	33	1
232	290	33	2
233	290	33	2
234	290	33	2
236	290	33	1
242	290	33	1
243	290	33	1
247	290	33	1
250	290	33	1
255	290	33	1
257	290	33	1
185	291	33	1
186	291	33	1
197	291	33	1
199	291	33	1
201	291	33	1
203	291	33	3
222	291	33	1
223	291	33	1
226	291	33	1
232	291	33	2
233	291	33	1
234	291	33	1
237	291	33	2
238	291	33	1
240	291	33	3
241	291	33	1
244	291	33	1
245	291	33	1
246	291	33	1
247	291	33	3
248	291	33	1
249	291	33	1
257	291	33	1
183	292	33	2
200	292	33	1
202	292	33	2
221	292	33	1
223	292	33	1
225	292	33	2
226	292	33	1
227	292	33	2
229	292	33	1
232	292	33	1
233	292	33	2
235	292	33	3
236	292	33	1
237	292	33	2
242	292	33	1
246	292	33	1
248	292	33	2
249	292	33	1
254	292	33	1
188	293	33	1
197	293	33	2
223	293	33	1
224	293	33	1
228	293	33	2
229	293	33	2
230	293	33	1
235	293	33	1
237	293	33	2
240	293	33	1
241	293	33	1
247	293	33	1
248	293	33	3
252	293	33	2
254	293	33	1
177	294	33	1
180	294	33	1
187	294	33	2
195	294	33	1
199	294	33	1
202	294	33	1
213	294	33	2
223	294	33	2
227	294	33	1
228	294	33	1
231	294	33	1
235	294	33	1
236	294	33	1
238	294	33	1
239	294	33	1
243	294	33	1
251	294	33	1
252	294	33	1
182	295	33	1
197	295	33	1
198	295	33	2
201	295	33	1
220	295	33	1
229	295	33	1
231	295	33	3
232	295	33	1
233	295	33	2
235	295	33	2
243	295	33	1
250	295	33	1
254	295	33	1
194	296	33	1
195	296	33	1
200	296	33	3
220	296	33	1
223	296	33	1
225	296	33	1
226	296	33	2
228	296	33	1
233	296	33	1
236	296	33	1
242	296	33	1
243	296	33	2
245	296	33	1
246	296	33	4
252	296	33	1
255	296	33	1
195	297	33	1
198	297	33	1
224	297	33	1
225	297	33	3
231	297	33	1
235	297	33	3
236	297	33	1
240	297	33	2
241	297	33	1
182	298	33	3
194	298	33	1
195	298	33	1
200	298	33	2
220	298	33	1
226	298	33	1
228	298	33	1
234	298	33	1
235	298	33	1
236	298	33	5
242	298	33	1
243	298	33	1
244	298	33	2
246	298	33	1
248	298	33	2
195	299	33	1
196	299	33	1
198	299	33	1
201	299	33	1
227	299	33	1
228	299	33	2
229	299	33	2
230	299	33	1
235	299	33	2
237	299	33	2
239	299	33	1
241	299	33	1
242	299	33	1
243	299	33	1
247	299	33	2
196	300	33	1
197	300	33	1
226	300	33	2
228	300	33	2
229	300	33	1
230	300	33	1
235	300	33	1
236	300	33	3
240	300	33	1
247	300	33	1
196	301	33	1
227	301	33	3
228	301	33	1
229	301	33	1
234	301	33	1
235	301	33	1
236	301	33	1
238	301	33	2
239	301	33	2
240	301	33	1
242	301	33	1
243	301	33	2
246	301	33	1
249	301	33	1
199	302	33	3
209	302	33	1
211	302	33	1
226	302	33	2
228	302	33	1
229	302	33	1
231	302	33	1
232	302	33	1
233	302	33	1
240	302	33	4
243	302	33	2
245	302	33	1
207	303	33	1
225	303	33	1
228	303	33	1
229	303	33	1
231	303	33	1
233	303	33	1
234	303	33	1
235	303	33	2
236	303	33	1
237	303	33	1
241	303	33	3
206	304	33	1
209	304	33	2
220	304	33	2
223	304	33	1
227	304	33	1
229	304	33	2
230	304	33	1
231	304	33	1
232	304	33	1
233	304	33	2
235	304	33	1
236	304	33	1
227	305	33	2
230	305	33	2
237	305	33	1
238	305	33	1
240	305	33	1
223	306	33	2
224	306	33	1
230	306	33	1
231	306	33	1
235	306	33	1
237	306	33	1
242	306	33	3
201	307	33	2
206	307	33	1
222	307	33	3
224	307	33	1
225	307	33	1
227	307	33	1
233	307	33	2
234	307	33	2
235	307	33	3
221	308	33	2
222	308	33	2
223	308	33	1
227	308	33	1
229	308	33	1
233	308	33	1
235	308	33	2
237	308	33	1
240	308	33	1
221	309	33	1
222	309	33	2
224	309	33	1
226	309	33	2
229	309	33	2
232	309	33	2
233	309	33	1
234	309	33	2
217	310	33	1
221	310	33	1
223	310	33	2
225	310	33	3
226	310	33	3
227	310	33	2
229	310	33	3
231	310	33	2
233	310	33	1
238	310	33	1
239	310	33	1
218	311	33	1
224	311	33	1
226	311	33	1
227	311	33	2
231	311	33	1
232	311	33	1
233	311	33	2
234	311	33	3
235	311	33	2
236	311	33	2
225	312	33	1
228	312	33	1
231	312	33	1
232	312	33	1
223	313	33	1
229	313	33	1
230	313	33	1
233	313	33	2
234	313	33	1
235	313	33	2
236	313	33	1
228	314	33	2
230	314	33	1
232	314	33	1
235	314	33	1
236	314	33	1
230	318	33	2
226	250	34	1
229	250	34	3
229	251	34	2
225	252	34	2
227	252	34	2
228	252	34	1
229	252	34	1
230	252	34	1
225	253	34	2
226	253	34	1
227	253	34	1
228	253	34	1
229	253	34	2
232	253	34	1
217	254	34	1
219	254	34	2
225	254	34	4
227	254	34	2
228	254	34	1
231	254	34	1
239	254	34	1
218	255	34	2
220	255	34	1
221	255	34	1
224	255	34	3
225	255	34	2
226	255	34	2
227	255	34	2
230	255	34	1
237	255	34	1
190	256	34	2
216	256	34	1
219	256	34	3
221	256	34	1
223	256	34	1
224	256	34	1
227	256	34	3
233	256	34	1
237	256	34	2
243	256	34	1
216	257	34	1
217	257	34	1
221	257	34	1
223	257	34	1
225	257	34	2
227	257	34	1
241	257	34	2
242	257	34	1
200	258	34	1
201	258	34	1
218	258	34	2
219	258	34	1
222	258	34	2
224	258	34	2
225	258	34	1
226	258	34	2
227	258	34	2
233	258	34	2
235	258	34	2
241	258	34	2
244	258	34	2
209	259	34	2
216	259	34	1
218	259	34	1
223	259	34	1
227	259	34	3
228	259	34	1
229	259	34	1
230	259	34	3
231	259	34	1
232	259	34	1
234	259	34	1
241	259	34	1
244	259	34	1
212	260	34	1
214	260	34	2
215	260	34	1
217	260	34	1
218	260	34	1
224	260	34	1
226	260	34	1
228	260	34	1
229	260	34	1
230	260	34	2
236	260	34	1
237	260	34	3
238	260	34	1
240	260	34	1
243	260	34	1
245	260	34	1
195	261	34	1
208	261	34	2
211	261	34	1
214	261	34	2
217	261	34	1
220	261	34	1
222	261	34	1
225	261	34	1
226	261	34	1
229	261	34	1
230	261	34	2
240	261	34	1
241	261	34	1
242	261	34	1
244	261	34	2
246	261	34	3
189	262	34	1
190	262	34	1
211	262	34	1
215	262	34	1
220	262	34	1
221	262	34	3
223	262	34	3
224	262	34	2
226	262	34	2
228	262	34	4
230	262	34	1
233	262	34	1
236	262	34	3
238	262	34	1
243	262	34	2
245	262	34	2
246	262	34	2
247	262	34	2
250	262	34	1
185	263	34	2
188	263	34	2
189	263	34	2
192	263	34	3
193	263	34	1
197	263	34	1
204	263	34	1
206	263	34	1
211	263	34	1
213	263	34	1
214	263	34	1
216	263	34	1
218	263	34	3
219	263	34	1
220	263	34	1
223	263	34	1
224	263	34	1
225	263	34	1
227	263	34	1
229	263	34	1
231	263	34	3
232	263	34	2
233	263	34	2
234	263	34	4
235	263	34	3
237	263	34	1
239	263	34	1
240	263	34	1
241	263	34	2
248	263	34	1
249	263	34	1
186	264	34	1
187	264	34	1
189	264	34	1
192	264	34	1
193	264	34	1
200	264	34	1
201	264	34	1
203	264	34	1
206	264	34	1
213	264	34	1
214	264	34	1
215	264	34	1
216	264	34	1
220	264	34	1
228	264	34	1
232	264	34	1
233	264	34	1
235	264	34	2
236	264	34	1
239	264	34	1
240	264	34	1
242	264	34	1
243	264	34	1
244	264	34	1
247	264	34	1
249	264	34	1
187	265	34	1
188	265	34	1
189	265	34	1
191	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
205	265	34	1
207	265	34	1
209	265	34	1
210	265	34	3
220	265	34	1
221	265	34	1
226	265	34	2
228	265	34	1
229	265	34	1
231	265	34	2
234	265	34	1
239	265	34	2
241	265	34	2
245	265	34	1
250	265	34	2
175	266	34	1
186	266	34	1
195	266	34	1
197	266	34	3
204	266	34	1
211	266	34	1
214	266	34	2
217	266	34	1
225	266	34	1
227	266	34	2
228	266	34	1
230	266	34	2
235	266	34	2
240	266	34	1
241	266	34	2
244	266	34	1
246	266	34	1
183	267	34	1
189	267	34	1
191	267	34	2
192	267	34	1
193	267	34	1
195	267	34	1
196	267	34	1
206	267	34	1
209	267	34	1
211	267	34	3
215	267	34	2
217	267	34	2
218	267	34	1
220	267	34	3
221	267	34	2
224	267	34	2
225	267	34	1
230	267	34	1
232	267	34	3
235	267	34	2
239	267	34	2
240	267	34	1
243	267	34	1
246	267	34	1
247	267	34	1
250	267	34	2
176	268	34	1
183	268	34	1
188	268	34	1
191	268	34	1
194	268	34	2
195	268	34	1
207	268	34	2
210	268	34	1
214	268	34	1
215	268	34	1
220	268	34	1
222	268	34	1
231	268	34	2
233	268	34	2
240	268	34	2
242	268	34	1
244	268	34	1
245	268	34	1
246	268	34	1
249	268	34	1
251	268	34	1
252	268	34	1
175	269	34	1
183	269	34	1
184	269	34	3
187	269	34	2
188	269	34	1
191	269	34	1
192	269	34	1
194	269	34	2
198	269	34	1
208	269	34	3
209	269	34	2
215	269	34	3
217	269	34	2
219	269	34	1
220	269	34	2
222	269	34	2
233	269	34	3
234	269	34	2
239	269	34	1
242	269	34	1
243	269	34	3
245	269	34	1
250	269	34	1
251	269	34	1
252	269	34	2
253	269	34	2
254	269	34	1
180	270	34	1
186	270	34	1
187	270	34	1
189	270	34	1
192	270	34	1
194	270	34	1
196	270	34	1
200	270	34	1
203	270	34	1
210	270	34	1
215	270	34	1
218	270	34	1
223	270	34	1
228	270	34	1
231	270	34	1
239	270	34	1
242	270	34	1
243	270	34	2
245	270	34	1
246	270	34	2
251	270	34	2
252	270	34	1
172	271	34	2
175	271	34	2
177	271	34	1
178	271	34	2
179	271	34	1
181	271	34	1
182	271	34	2
185	271	34	2
205	271	34	1
206	271	34	2
210	271	34	2
213	271	34	1
216	271	34	2
217	271	34	2
220	271	34	1
230	271	34	2
231	271	34	2
234	271	34	1
237	271	34	1
242	271	34	2
243	271	34	1
245	271	34	2
246	271	34	1
247	271	34	1
248	271	34	2
249	271	34	2
176	272	34	1
180	272	34	2
182	272	34	2
183	272	34	1
184	272	34	1
185	272	34	2
186	272	34	1
188	272	34	2
203	272	34	1
205	272	34	4
206	272	34	2
211	272	34	1
212	272	34	3
213	272	34	1
214	272	34	3
227	272	34	2
230	272	34	1
235	272	34	1
241	272	34	1
248	272	34	1
170	273	34	4
176	273	34	1
184	273	34	1
185	273	34	1
188	273	34	2
197	273	34	1
203	273	34	1
204	273	34	1
207	273	34	2
210	273	34	1
211	273	34	1
213	273	34	2
214	273	34	1
215	273	34	1
216	273	34	1
218	273	34	2
219	273	34	2
229	273	34	1
230	273	34	1
231	273	34	1
241	273	34	1
243	273	34	4
245	273	34	1
249	273	34	1
174	274	34	1
176	274	34	3
178	274	34	1
180	274	34	1
183	274	34	1
186	274	34	1
187	274	34	1
196	274	34	1
197	274	34	2
203	274	34	1
